Net generation from wind for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.WND.H
19:17:59 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.WND.H megawatthours
10/3/2021 13H,367
10/3/2021 12H,389
10/3/2021 11H,410
10/3/2021 10H,385
10/3/2021 09H,378
10/3/2021 08H,475
10/3/2021 07H,527
10/3/2021 06H,646
10/3/2021 05H,682
10/3/2021 04H,685
10/3/2021 03H,633
10/3/2021 02H,648
10/3/2021 01H,534
10/3/2021 00H,350
10/2/2021 23H,369
10/2/2021 22H,347
10/2/2021 21H,254
10/2/2021 20H,280
10/2/2021 19H,408
10/2/2021 18H,539
10/2/2021 17H,709
10/2/2021 16H,689
10/2/2021 15H,655
10/2/2021 14H,763
10/2/2021 13H,776
10/2/2021 12H,776
10/2/2021 11H,801
10/2/2021 10H,724
10/2/2021 09H,638
10/2/2021 08H,622
10/2/2021 07H,629
10/2/2021 06H,604
10/2/2021 05H,453
10/2/2021 04H,488
10/2/2021 03H,420
10/2/2021 02H,402
10/2/2021 01H,371
10/2/2021 00H,300
10/1/2021 23H,243
10/1/2021 22H,302
10/1/2021 21H,362
10/1/2021 20H,382
10/1/2021 19H,316
10/1/2021 18H,294
10/1/2021 17H,272
10/1/2021 16H,290
10/1/2021 15H,189
10/1/2021 14H,120
10/1/2021 13H,162
10/1/2021 12H,221
10/1/2021 11H,167
10/1/2021 10H,125
10/1/2021 09H,114
10/1/2021 08H,137
10/1/2021 07H,150
10/1/2021 06H,132
10/1/2021 05H,187
10/1/2021 04H,183
10/1/2021 03H,185
10/1/2021 02H,186
10/1/2021 01H,136
10/1/2021 00H,121
09/30/2021 23H,82
09/30/2021 22H,90
09/30/2021 21H,147
09/30/2021 20H,128
09/30/2021 19H,125
09/30/2021 18H,132
09/30/2021 17H,92
09/30/2021 16H,80
09/30/2021 15H,83
09/30/2021 14H,99
09/30/2021 13H,76
09/30/2021 12H,60
09/30/2021 11H,65
09/30/2021 10H,52
09/30/2021 09H,44
09/30/2021 08H,53
09/30/2021 07H,106
09/30/2021 06H,134
09/30/2021 05H,155
09/30/2021 04H,169
09/30/2021 03H,171
09/30/2021 02H,187
09/30/2021 01H,182
09/30/2021 00H,201
09/29/2021 23H,197
09/29/2021 22H,206
09/29/2021 21H,236
09/29/2021 20H,247
09/29/2021 19H,251
09/29/2021 18H,220
09/29/2021 17H,165
09/29/2021 16H,70
09/29/2021 15H,46
09/29/2021 14H,51
09/29/2021 13H,98
09/29/2021 12H,117
09/29/2021 11H,128
09/29/2021 10H,151
09/29/2021 09H,183
09/29/2021 08H,232
09/29/2021 07H,292
09/29/2021 06H,238
09/29/2021 05H,169
09/29/2021 04H,180
09/29/2021 03H,183
09/29/2021 02H,208
09/29/2021 01H,229
09/29/2021 00H,191
09/28/2021 23H,147
09/28/2021 22H,184
09/28/2021 21H,232
09/28/2021 20H,215
09/28/2021 19H,210
09/28/2021 18H,151
09/28/2021 17H,147
09/28/2021 16H,87
09/28/2021 15H,92
09/28/2021 14H,114
09/28/2021 13H,156
09/28/2021 12H,164
09/28/2021 11H,82
09/28/2021 10H,95
09/28/2021 09H,74
09/28/2021 08H,68
09/28/2021 07H,79
09/28/2021 06H,67
09/28/2021 05H,87
09/28/2021 04H,109
09/28/2021 03H,166
09/28/2021 02H,246
09/28/2021 01H,287
09/28/2021 00H,275
09/27/2021 23H,307
09/27/2021 22H,419
09/27/2021 21H,538
09/27/2021 20H,748
09/27/2021 19H,814
09/27/2021 18H,791
09/27/2021 17H,722
09/27/2021 16H,830
09/27/2021 15H,966
09/27/2021 14H,1015
09/27/2021 13H,1085
09/27/2021 12H,1099
09/27/2021 11H,1111
09/27/2021 10H,1064
09/27/2021 09H,922
09/27/2021 08H,793
09/27/2021 07H,725
09/27/2021 06H,702
09/27/2021 05H,723
09/27/2021 04H,678
09/27/2021 03H,602
09/27/2021 02H,634
09/27/2021 01H,699
09/27/2021 00H,720
09/26/2021 23H,799
09/26/2021 22H,841
09/26/2021 21H,948
09/26/2021 20H,1159
09/26/2021 19H,1035
09/26/2021 18H,1122
09/26/2021 17H,946
09/26/2021 16H,836
09/26/2021 15H,576
09/26/2021 14H,407
09/26/2021 13H,500
09/26/2021 12H,552
09/26/2021 11H,585
09/26/2021 10H,574
09/26/2021 09H,467
09/26/2021 08H,429
09/26/2021 07H,458
09/26/2021 06H,501
09/26/2021 05H,441
09/26/2021 04H,399
09/26/2021 03H,433
09/26/2021 02H,458
09/26/2021 01H,408
09/26/2021 00H,427
09/25/2021 23H,351
09/25/2021 22H,308
09/25/2021 21H,244
09/25/2021 20H,264
09/25/2021 19H,323
09/25/2021 18H,345
09/25/2021 17H,375
09/25/2021 16H,372
09/25/2021 15H,251
09/25/2021 14H,230
09/25/2021 13H,330
09/25/2021 12H,390
09/25/2021 11H,409
09/25/2021 10H,418
09/25/2021 09H,394
09/25/2021 08H,382
09/25/2021 07H,359
09/25/2021 06H,339
09/25/2021 05H,333
09/25/2021 04H,390
09/25/2021 03H,464
09/25/2021 02H,519
09/25/2021 01H,520
09/25/2021 00H,372
09/24/2021 23H,318
09/24/2021 22H,471
09/24/2021 21H,672
09/24/2021 20H,743
09/24/2021 19H,734
09/24/2021 18H,743
09/24/2021 17H,693
09/24/2021 16H,748
09/24/2021 15H,752
09/24/2021 14H,609
09/24/2021 13H,593
09/24/2021 12H,605
09/24/2021 11H,597
09/24/2021 10H,496
09/24/2021 09H,538
09/24/2021 08H,646
09/24/2021 07H,522
09/24/2021 06H,549
09/24/2021 05H,651
09/24/2021 04H,691
09/24/2021 03H,901
09/24/2021 02H,906
09/24/2021 01H,900
09/24/2021 00H,877
09/23/2021 23H,982
09/23/2021 22H,1059
09/23/2021 21H,1027
09/23/2021 20H,935
09/23/2021 19H,930
09/23/2021 18H,832
09/23/2021 17H,870
09/23/2021 16H,828
09/23/2021 15H,777
09/23/2021 14H,742
09/23/2021 13H,790
09/23/2021 12H,784
09/23/2021 11H,865
09/23/2021 10H,992
09/23/2021 09H,942
09/23/2021 08H,899
09/23/2021 07H,821
09/23/2021 06H,1088
09/23/2021 05H,1152
09/23/2021 04H,1100
09/23/2021 03H,1120
09/23/2021 02H,1074
09/23/2021 01H,932
09/23/2021 00H,957
09/22/2021 23H,901
09/22/2021 22H,866
09/22/2021 21H,840
09/22/2021 20H,898
09/22/2021 19H,827
09/22/2021 18H,933
09/22/2021 17H,1022
09/22/2021 16H,1133
09/22/2021 15H,1117
09/22/2021 14H,1037
09/22/2021 13H,1065
09/22/2021 12H,950
09/22/2021 11H,933
09/22/2021 10H,967
09/22/2021 09H,895
09/22/2021 08H,912
09/22/2021 07H,991
09/22/2021 06H,974
09/22/2021 05H,1032
09/22/2021 04H,1077
09/22/2021 03H,1005
09/22/2021 02H,917
09/22/2021 01H,754
09/22/2021 00H,691
09/21/2021 23H,526
09/21/2021 22H,424
09/21/2021 21H,482
09/21/2021 20H,610
09/21/2021 19H,667
09/21/2021 18H,724
09/21/2021 17H,672
09/21/2021 16H,786
09/21/2021 15H,898
09/21/2021 14H,949
09/21/2021 13H,1050
09/21/2021 12H,1069
09/21/2021 11H,982
09/21/2021 10H,944
09/21/2021 09H,935
09/21/2021 08H,1066
09/21/2021 07H,1182
09/21/2021 06H,1206
09/21/2021 05H,1227
09/21/2021 04H,1195
09/21/2021 03H,1076
09/21/2021 02H,868
09/21/2021 01H,775
09/21/2021 00H,643
09/20/2021 23H,402
09/20/2021 22H,258
09/20/2021 21H,206
09/20/2021 20H,203
09/20/2021 19H,165
09/20/2021 18H,115
09/20/2021 17H,110
09/20/2021 16H,115
09/20/2021 15H,115
09/20/2021 14H,166
09/20/2021 13H,349
09/20/2021 12H,515
09/20/2021 11H,497
09/20/2021 10H,469
09/20/2021 09H,453
09/20/2021 08H,410
09/20/2021 07H,335
09/20/2021 06H,260
09/20/2021 05H,223
09/20/2021 04H,128
09/20/2021 03H,91
09/20/2021 02H,58
09/20/2021 01H,44
09/20/2021 00H,20
09/19/2021 23H,12
09/19/2021 22H,7
09/19/2021 21H,1
09/19/2021 20H,1
09/19/2021 19H,0
09/19/2021 18H,1
09/19/2021 17H,7
09/19/2021 16H,6
09/19/2021 15H,5
09/19/2021 14H,9
09/19/2021 13H,19
09/19/2021 12H,38
09/19/2021 11H,24
09/19/2021 10H,22
09/19/2021 09H,29
09/19/2021 08H,29
09/19/2021 07H,53
09/19/2021 06H,112
09/19/2021 05H,141
09/19/2021 04H,160
09/19/2021 03H,216
09/19/2021 02H,249
09/19/2021 01H,214
09/19/2021 00H,188
09/18/2021 23H,149
09/18/2021 22H,142
09/18/2021 21H,126
09/18/2021 20H,91
09/18/2021 19H,81
09/18/2021 18H,88
09/18/2021 17H,76
09/18/2021 16H,51
09/18/2021 15H,46
09/18/2021 14H,78
09/18/2021 13H,125
09/18/2021 12H,241
09/18/2021 11H,319
09/18/2021 10H,326
09/18/2021 09H,370
09/18/2021 08H,507
09/18/2021 07H,593
09/18/2021 06H,709
09/18/2021 05H,735
09/18/2021 04H,683
09/18/2021 03H,657
09/18/2021 02H,478
09/18/2021 01H,389
09/18/2021 00H,293
09/17/2021 23H,233
09/17/2021 22H,264
09/17/2021 21H,220
09/17/2021 20H,221
09/17/2021 19H,181
09/17/2021 18H,198
09/17/2021 17H,217
09/17/2021 16H,262
09/17/2021 15H,293
09/17/2021 14H,350
09/17/2021 13H,334
09/17/2021 12H,328
09/17/2021 11H,377
09/17/2021 10H,368
09/17/2021 09H,393
09/17/2021 08H,412
09/17/2021 07H,451
09/17/2021 06H,505
09/17/2021 05H,573
09/17/2021 04H,581
09/17/2021 03H,583
09/17/2021 02H,538
09/17/2021 01H,397
09/17/2021 00H,187
09/16/2021 23H,88
09/16/2021 22H,42
09/16/2021 21H,35
09/16/2021 20H,42
09/16/2021 19H,39
09/16/2021 18H,42
09/16/2021 17H,61
09/16/2021 16H,81
09/16/2021 15H,78
09/16/2021 14H,86
09/16/2021 13H,97
09/16/2021 12H,96
09/16/2021 11H,50
09/16/2021 10H,25
09/16/2021 09H,19
09/16/2021 08H,14
09/16/2021 07H,12
09/16/2021 06H,5
09/16/2021 05H,4
09/16/2021 04H,8
09/16/2021 03H,27
09/16/2021 02H,72
09/16/2021 01H,94
09/16/2021 00H,108
09/15/2021 23H,99
09/15/2021 22H,118
09/15/2021 21H,191
09/15/2021 20H,251
09/15/2021 19H,258
09/15/2021 18H,277
09/15/2021 17H,231
09/15/2021 16H,252
09/15/2021 15H,246
09/15/2021 14H,455
09/15/2021 13H,638
09/15/2021 12H,790
09/15/2021 11H,834
09/15/2021 10H,569
09/15/2021 09H,607
09/15/2021 08H,956
09/15/2021 07H,1254
09/15/2021 06H,1250
09/15/2021 05H,1224
09/15/2021 04H,1214
09/15/2021 03H,1239
09/15/2021 02H,1207
09/15/2021 01H,1143
09/15/2021 00H,945
09/14/2021 23H,723
09/14/2021 22H,578
09/14/2021 21H,540
09/14/2021 20H,496
09/14/2021 19H,435
09/14/2021 18H,362
09/14/2021 17H,325
09/14/2021 16H,190
09/14/2021 15H,184
09/14/2021 14H,199
09/14/2021 13H,222
09/14/2021 12H,212
09/14/2021 11H,225
09/14/2021 10H,190
09/14/2021 09H,136
09/14/2021 08H,90
09/14/2021 07H,85
09/14/2021 06H,53
09/14/2021 05H,71
09/14/2021 04H,107
09/14/2021 03H,108
09/14/2021 02H,86
09/14/2021 01H,157
09/14/2021 00H,240
09/13/2021 23H,288
09/13/2021 22H,378
09/13/2021 21H,312
09/13/2021 20H,178
09/13/2021 19H,150
09/13/2021 18H,155
09/13/2021 17H,166
09/13/2021 16H,170
09/13/2021 15H,129
09/13/2021 14H,82
09/13/2021 13H,78
09/13/2021 12H,133
09/13/2021 11H,180
09/13/2021 10H,200
09/13/2021 09H,209
09/13/2021 08H,250
09/13/2021 07H,390
09/13/2021 06H,471
09/13/2021 05H,372
09/13/2021 04H,215
09/13/2021 03H,339
09/13/2021 02H,352
09/13/2021 01H,455
09/13/2021 00H,345
09/12/2021 23H,233
09/12/2021 22H,261
09/12/2021 21H,390
09/12/2021 20H,456
09/12/2021 19H,536
09/12/2021 18H,641
09/12/2021 17H,798
09/12/2021 16H,915
09/12/2021 15H,971
09/12/2021 14H,977
09/12/2021 13H,1093
09/12/2021 12H,1146
09/12/2021 11H,1117
09/12/2021 10H,1232
09/12/2021 09H,1197
09/12/2021 08H,1313
09/12/2021 07H,1466
09/12/2021 06H,1478
09/12/2021 05H,1570
09/12/2021 04H,1574
09/12/2021 03H,1468
09/12/2021 02H,1348
09/12/2021 01H,1178
09/12/2021 00H,985
09/11/2021 23H,719
09/11/2021 22H,746
09/11/2021 21H,675
09/11/2021 20H,626
09/11/2021 19H,654
09/11/2021 18H,703
09/11/2021 17H,660
09/11/2021 16H,508
09/11/2021 15H,499
09/11/2021 14H,465
09/11/2021 13H,451
09/11/2021 12H,524
09/11/2021 11H,531
09/11/2021 10H,402
09/11/2021 09H,310
09/11/2021 08H,323
09/11/2021 07H,372
09/11/2021 06H,380
09/11/2021 05H,361
09/11/2021 04H,352
09/11/2021 03H,405
09/11/2021 02H,457
09/11/2021 01H,441
09/11/2021 00H,371
09/10/2021 23H,338
09/10/2021 22H,430
09/10/2021 21H,513
09/10/2021 20H,511
09/10/2021 19H,602
09/10/2021 18H,621
09/10/2021 17H,554
09/10/2021 16H,398
09/10/2021 15H,331
09/10/2021 14H,333
09/10/2021 13H,345
09/10/2021 12H,345
09/10/2021 11H,374
09/10/2021 10H,290
09/10/2021 09H,232
09/10/2021 08H,219
09/10/2021 07H,232
09/10/2021 06H,247
09/10/2021 05H,246
09/10/2021 04H,195
09/10/2021 03H,167
09/10/2021 02H,154
09/10/2021 01H,179
09/10/2021 00H,171
09/9/2021 23H,197
09/9/2021 22H,317
09/9/2021 21H,331
09/9/2021 20H,327
09/9/2021 19H,347
09/9/2021 18H,368
09/9/2021 17H,216
09/9/2021 16H,168
09/9/2021 15H,145
09/9/2021 14H,135
09/9/2021 13H,222
09/9/2021 12H,336
09/9/2021 11H,365
09/9/2021 10H,403
09/9/2021 09H,391
09/9/2021 08H,386
09/9/2021 07H,454
09/9/2021 06H,531
09/9/2021 05H,541
09/9/2021 04H,561
09/9/2021 03H,621
09/9/2021 02H,631
09/9/2021 01H,585
09/9/2021 00H,436
09/8/2021 23H,441
09/8/2021 22H,522
09/8/2021 21H,701
09/8/2021 20H,664
09/8/2021 19H,728
09/8/2021 18H,820
09/8/2021 17H,572
09/8/2021 16H,486
09/8/2021 15H,385
09/8/2021 14H,546
09/8/2021 13H,954
09/8/2021 12H,1162
09/8/2021 11H,1171
09/8/2021 10H,1024
09/8/2021 09H,906
09/8/2021 08H,928
09/8/2021 07H,990
09/8/2021 06H,1072
09/8/2021 05H,973
09/8/2021 04H,887
09/8/2021 03H,765
09/8/2021 02H,730
09/8/2021 01H,554
09/8/2021 00H,272
09/7/2021 23H,176
09/7/2021 22H,172
09/7/2021 21H,153
09/7/2021 20H,236
09/7/2021 19H,333
09/7/2021 18H,328
09/7/2021 17H,322
09/7/2021 16H,305
09/7/2021 15H,278
09/7/2021 14H,268
09/7/2021 13H,256
09/7/2021 12H,333
09/7/2021 11H,288
09/7/2021 10H,318
09/7/2021 09H,359
09/7/2021 08H,406
09/7/2021 07H,389
09/7/2021 06H,410
09/7/2021 05H,433
09/7/2021 04H,529
09/7/2021 03H,521
09/7/2021 02H,613
09/7/2021 01H,724
09/7/2021 00H,725
09/6/2021 23H,680
09/6/2021 22H,863
09/6/2021 21H,887
09/6/2021 20H,1084
09/6/2021 19H,1132
09/6/2021 18H,1030
09/6/2021 17H,1035
09/6/2021 16H,557
09/6/2021 15H,480
09/6/2021 14H,394
09/6/2021 13H,498
09/6/2021 12H,506
09/6/2021 11H,603
09/6/2021 10H,457
09/6/2021 09H,476
09/6/2021 08H,497
09/6/2021 07H,620
09/6/2021 06H,620
09/6/2021 05H,546
09/6/2021 04H,551
09/6/2021 03H,604
09/6/2021 02H,570
09/6/2021 01H,503
09/6/2021 00H,439
09/5/2021 23H,443
09/5/2021 22H,453
09/5/2021 21H,361
09/5/2021 20H,530
09/5/2021 19H,605
09/5/2021 18H,549
09/5/2021 17H,512
09/5/2021 16H,508
09/5/2021 15H,386
09/5/2021 14H,442
09/5/2021 13H,536
09/5/2021 12H,561
09/5/2021 11H,634
09/5/2021 10H,661
09/5/2021 09H,663
09/5/2021 08H,652
09/5/2021 07H,623
09/5/2021 06H,538
09/5/2021 05H,409
09/5/2021 04H,274
09/5/2021 03H,164
09/5/2021 02H,120
09/5/2021 01H,90
09/5/2021 00H,45
09/4/2021 23H,32
09/4/2021 22H,26
09/4/2021 21H,12
09/4/2021 20H,19
09/4/2021 19H,41
09/4/2021 18H,38
09/4/2021 17H,70
09/4/2021 16H,110
09/4/2021 15H,115
09/4/2021 14H,71
09/4/2021 13H,77
09/4/2021 12H,118
09/4/2021 11H,128
09/4/2021 10H,126
09/4/2021 09H,133
09/4/2021 08H,142
09/4/2021 07H,136
09/4/2021 06H,122
09/4/2021 05H,133
09/4/2021 04H,160
09/4/2021 03H,236
09/4/2021 02H,274
09/4/2021 01H,287
09/4/2021 00H,239
09/3/2021 23H,181
09/3/2021 22H,181
09/3/2021 21H,228
09/3/2021 20H,216
09/3/2021 19H,191
09/3/2021 18H,180
09/3/2021 17H,155
09/3/2021 16H,112
09/3/2021 15H,107
09/3/2021 14H,97
09/3/2021 13H,93
09/3/2021 12H,97
09/3/2021 11H,103
09/3/2021 10H,112
09/3/2021 09H,117
09/3/2021 08H,144
09/3/2021 07H,170
09/3/2021 06H,163
09/3/2021 05H,138
09/3/2021 04H,140
09/3/2021 03H,219
09/3/2021 02H,273
09/3/2021 01H,261
09/3/2021 00H,246
09/2/2021 23H,303
09/2/2021 22H,414
09/2/2021 21H,500
09/2/2021 20H,531
09/2/2021 19H,499
09/2/2021 18H,490
09/2/2021 17H,414
09/2/2021 16H,350
09/2/2021 15H,324
09/2/2021 14H,228
09/2/2021 13H,170
09/2/2021 12H,237
09/2/2021 11H,314
09/2/2021 10H,351
09/2/2021 09H,427
09/2/2021 08H,480
09/2/2021 07H,473
09/2/2021 06H,394
09/2/2021 05H,361
09/2/2021 04H,339
09/2/2021 03H,293
09/2/2021 02H,286
09/2/2021 01H,271
09/2/2021 00H,284
09/1/2021 23H,315
09/1/2021 22H,326
09/1/2021 21H,310
09/1/2021 20H,270
09/1/2021 19H,268
09/1/2021 18H,268
09/1/2021 17H,267
09/1/2021 16H,280
09/1/2021 15H,280
09/1/2021 14H,309
09/1/2021 13H,251
09/1/2021 12H,238
09/1/2021 11H,160
09/1/2021 10H,146
09/1/2021 09H,135
09/1/2021 08H,122
09/1/2021 07H,109
09/1/2021 06H,135
09/1/2021 05H,153
09/1/2021 04H,161
09/1/2021 03H,204
09/1/2021 02H,263
09/1/2021 01H,279
09/1/2021 00H,235
08/31/2021 23H,244
08/31/2021 22H,350
08/31/2021 21H,449
08/31/2021 20H,523
08/31/2021 19H,555
08/31/2021 18H,493
08/31/2021 17H,417
08/31/2021 16H,275
08/31/2021 15H,200
08/31/2021 14H,182
08/31/2021 13H,206
08/31/2021 12H,264
08/31/2021 11H,348
08/31/2021 10H,339
08/31/2021 09H,352
08/31/2021 08H,361
08/31/2021 07H,323
08/31/2021 06H,411
08/31/2021 05H,508
08/31/2021 04H,563
08/31/2021 03H,582
08/31/2021 02H,605
08/31/2021 01H,547
08/31/2021 00H,467
08/30/2021 23H,451
08/30/2021 22H,600
08/30/2021 21H,696
08/30/2021 20H,735
08/30/2021 19H,788
08/30/2021 18H,677
08/30/2021 17H,597
08/30/2021 16H,463
08/30/2021 15H,480
08/30/2021 14H,578
08/30/2021 13H,759
08/30/2021 12H,764
08/30/2021 11H,768
08/30/2021 10H,740
08/30/2021 09H,785
08/30/2021 08H,863
08/30/2021 07H,934
08/30/2021 06H,894
08/30/2021 05H,945
08/30/2021 04H,1057
08/30/2021 03H,846
08/30/2021 02H,720
08/30/2021 01H,730
08/30/2021 00H,563
08/29/2021 23H,429
08/29/2021 22H,331
08/29/2021 21H,279
08/29/2021 20H,210
08/29/2021 19H,178
08/29/2021 18H,258
08/29/2021 17H,153
08/29/2021 16H,226
08/29/2021 15H,249
08/29/2021 14H,268
08/29/2021 13H,315
08/29/2021 12H,405
08/29/2021 11H,416
08/29/2021 10H,384
08/29/2021 09H,343
08/29/2021 08H,363
08/29/2021 07H,331
08/29/2021 06H,385
08/29/2021 05H,422
08/29/2021 04H,425
08/29/2021 03H,450
08/29/2021 02H,419
08/29/2021 01H,295
08/29/2021 00H,263
08/28/2021 23H,232
08/28/2021 22H,191
08/28/2021 21H,105
08/28/2021 20H,82
08/28/2021 19H,87
08/28/2021 18H,136
08/28/2021 17H,141
08/28/2021 16H,133
08/28/2021 15H,191
08/28/2021 14H,241
08/28/2021 13H,360
08/28/2021 12H,432
08/28/2021 11H,387
08/28/2021 10H,306
08/28/2021 09H,285
08/28/2021 08H,279
08/28/2021 07H,347
08/28/2021 06H,321
08/28/2021 05H,297
08/28/2021 04H,253
08/28/2021 03H,328
08/28/2021 02H,205
08/28/2021 01H,312
08/28/2021 00H,238
08/27/2021 23H,141
08/27/2021 22H,115
08/27/2021 21H,113
08/27/2021 20H,159
08/27/2021 19H,112
08/27/2021 18H,120
08/27/2021 17H,84
08/27/2021 16H,28
08/27/2021 15H,57
08/27/2021 14H,51
08/27/2021 13H,47
08/27/2021 12H,98
08/27/2021 11H,147
08/27/2021 10H,94
08/27/2021 09H,58
08/27/2021 08H,52
08/27/2021 07H,95
08/27/2021 06H,153
08/27/2021 05H,138
08/27/2021 04H,169
08/27/2021 03H,138
08/27/2021 02H,141
08/27/2021 01H,141
08/27/2021 00H,114
08/26/2021 23H,98
08/26/2021 22H,131
08/26/2021 21H,162
08/26/2021 20H,177
08/26/2021 19H,201
08/26/2021 18H,240
08/26/2021 17H,251
08/26/2021 16H,232
08/26/2021 15H,200
08/26/2021 14H,125
08/26/2021 13H,162
08/26/2021 12H,232
08/26/2021 11H,306
08/26/2021 10H,274
08/26/2021 09H,280
08/26/2021 08H,292
08/26/2021 07H,259
08/26/2021 06H,239
08/26/2021 05H,226
08/26/2021 04H,282
08/26/2021 03H,232
08/26/2021 02H,243
08/26/2021 01H,176
08/26/2021 00H,98
08/25/2021 23H,118
08/25/2021 22H,109
08/25/2021 21H,96
08/25/2021 20H,84
08/25/2021 19H,56
08/25/2021 18H,79
08/25/2021 17H,139
08/25/2021 16H,180
08/25/2021 15H,158
08/25/2021 14H,219
08/25/2021 13H,324
08/25/2021 12H,328
08/25/2021 11H,368
08/25/2021 10H,358
08/25/2021 09H,279
08/25/2021 08H,269
08/25/2021 07H,217
08/25/2021 06H,182
08/25/2021 05H,221
08/25/2021 04H,288
08/25/2021 03H,327
08/25/2021 02H,317
08/25/2021 01H,282
08/25/2021 00H,221
08/24/2021 23H,140
08/24/2021 22H,185
08/24/2021 21H,305
08/24/2021 20H,356
08/24/2021 19H,260
08/24/2021 18H,191
08/24/2021 17H,143
08/24/2021 16H,151
08/24/2021 15H,170
08/24/2021 14H,174
08/24/2021 13H,167
08/24/2021 12H,171
08/24/2021 11H,164
08/24/2021 10H,145
08/24/2021 09H,211
08/24/2021 08H,177
08/24/2021 07H,161
08/24/2021 06H,160
08/24/2021 05H,200
08/24/2021 04H,144
08/24/2021 03H,174
08/24/2021 02H,152
08/24/2021 01H,188
08/24/2021 00H,173
08/23/2021 23H,132
08/23/2021 22H,161
08/23/2021 21H,177
08/23/2021 20H,164
08/23/2021 19H,164
08/23/2021 18H,198
08/23/2021 17H,180
08/23/2021 16H,144
08/23/2021 15H,120
08/23/2021 14H,164
08/23/2021 13H,205
08/23/2021 12H,161
08/23/2021 11H,174
08/23/2021 10H,140
08/23/2021 09H,135
08/23/2021 08H,156
08/23/2021 07H,199
08/23/2021 06H,191
08/23/2021 05H,227
08/23/2021 04H,273
08/23/2021 03H,342
08/23/2021 02H,320
08/23/2021 01H,361
08/23/2021 00H,247
08/22/2021 23H,206
08/22/2021 22H,161
08/22/2021 21H,145
08/22/2021 20H,119
08/22/2021 19H,69
08/22/2021 18H,24
08/22/2021 17H,16
08/22/2021 16H,23
08/22/2021 15H,19
08/22/2021 14H,27
08/22/2021 13H,35
08/22/2021 12H,49
08/22/2021 11H,75
08/22/2021 10H,121
08/22/2021 09H,144
08/22/2021 08H,152
08/22/2021 07H,189
08/22/2021 06H,176
08/22/2021 05H,199
08/22/2021 04H,192
08/22/2021 03H,229
08/22/2021 02H,173
08/22/2021 01H,98
08/22/2021 00H,142
08/21/2021 23H,116
08/21/2021 22H,93
08/21/2021 21H,78
08/21/2021 20H,61
08/21/2021 19H,38
08/21/2021 18H,19
08/21/2021 17H,11
08/21/2021 16H,11
08/21/2021 15H,13
08/21/2021 14H,2
08/21/2021 13H,3
08/21/2021 12H,2
08/21/2021 11H,3
08/21/2021 10H,0
08/21/2021 09H,2
08/21/2021 08H,11
08/21/2021 07H,3
08/21/2021 06H,1
08/21/2021 05H,8
08/21/2021 04H,17
08/21/2021 03H,23
08/21/2021 02H,20
08/21/2021 01H,19
08/21/2021 00H,22
08/20/2021 23H,37
08/20/2021 22H,30
08/20/2021 21H,23
08/20/2021 20H,18
08/20/2021 19H,14
08/20/2021 18H,9
08/20/2021 17H,6
08/20/2021 16H,6
08/20/2021 15H,5
08/20/2021 14H,19
08/20/2021 13H,57
08/20/2021 12H,99
08/20/2021 11H,122
08/20/2021 10H,92
08/20/2021 09H,89
08/20/2021 08H,99
08/20/2021 07H,122
08/20/2021 06H,121
08/20/2021 05H,113
08/20/2021 04H,124
08/20/2021 03H,106
08/20/2021 02H,94
08/20/2021 01H,85
08/20/2021 00H,89
08/19/2021 23H,120
08/19/2021 22H,182
08/19/2021 21H,215
08/19/2021 20H,219
08/19/2021 19H,156
08/19/2021 18H,177
08/19/2021 17H,208
08/19/2021 16H,222
08/19/2021 15H,223
08/19/2021 14H,208
08/19/2021 13H,265
08/19/2021 12H,300
08/19/2021 11H,301
08/19/2021 10H,312
08/19/2021 09H,256
08/19/2021 08H,278
08/19/2021 07H,279
08/19/2021 06H,272
08/19/2021 05H,311
08/19/2021 04H,329
08/19/2021 03H,372
08/19/2021 02H,354
08/19/2021 01H,353
08/19/2021 00H,344
08/18/2021 23H,270
08/18/2021 22H,202
08/18/2021 21H,148
08/18/2021 20H,106
08/18/2021 19H,48
08/18/2021 18H,62
08/18/2021 17H,77
08/18/2021 16H,44
08/18/2021 15H,40
08/18/2021 14H,65
08/18/2021 13H,113
08/18/2021 12H,149
08/18/2021 11H,156
08/18/2021 10H,165
08/18/2021 09H,175
08/18/2021 08H,208
08/18/2021 07H,219
08/18/2021 06H,254
08/18/2021 05H,225
08/18/2021 04H,227
08/18/2021 03H,221
08/18/2021 02H,158
08/18/2021 01H,124
08/18/2021 00H,107
08/17/2021 23H,82
08/17/2021 22H,59
08/17/2021 21H,54
08/17/2021 20H,87
08/17/2021 19H,111
08/17/2021 18H,118
08/17/2021 17H,131
08/17/2021 16H,122
08/17/2021 15H,146
08/17/2021 14H,164
08/17/2021 13H,166
08/17/2021 12H,188
08/17/2021 11H,185
08/17/2021 10H,179
08/17/2021 09H,217
08/17/2021 08H,284
08/17/2021 07H,316
08/17/2021 06H,308
08/17/2021 05H,278
08/17/2021 04H,238
08/17/2021 03H,209
08/17/2021 02H,181
08/17/2021 01H,138
08/17/2021 00H,96
08/16/2021 23H,55
08/16/2021 22H,34
08/16/2021 21H,9
08/16/2021 20H,11
08/16/2021 19H,14
08/16/2021 18H,15
08/16/2021 17H,12
