Net generation from wind for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.WND.H
19:17:59 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.WND.H megawatthours
05/25/2020 20H,64
05/25/2020 19H,65
05/25/2020 18H,125
05/25/2020 17H,211
05/25/2020 16H,221
05/25/2020 15H,376
05/25/2020 14H,576
05/25/2020 13H,703
05/25/2020 12H,767
05/25/2020 11H,822
05/25/2020 10H,1089
05/25/2020 09H,1189
05/25/2020 08H,1157
05/25/2020 07H,1195
05/25/2020 06H,1083
05/25/2020 05H,1009
05/25/2020 04H,950
05/25/2020 03H,800
05/25/2020 02H,787
05/25/2020 01H,515
05/25/2020 00H,423
05/24/2020 23H,402
05/24/2020 22H,368
05/24/2020 21H,289
05/24/2020 20H,236
05/24/2020 19H,161
05/24/2020 18H,119
05/24/2020 17H,108
05/24/2020 16H,121
05/24/2020 15H,213
05/24/2020 14H,303
05/24/2020 13H,339
05/24/2020 12H,380
05/24/2020 11H,422
05/24/2020 10H,478
05/24/2020 09H,525
05/24/2020 08H,566
05/24/2020 07H,509
05/24/2020 06H,419
05/24/2020 05H,412
05/24/2020 04H,371
05/24/2020 03H,217
05/24/2020 02H,225
05/24/2020 01H,223
05/24/2020 00H,177
05/23/2020 23H,172
05/23/2020 22H,213
05/23/2020 21H,222
05/23/2020 20H,220
05/23/2020 19H,168
05/23/2020 18H,139
05/23/2020 17H,156
05/23/2020 16H,136
05/23/2020 15H,132
05/23/2020 14H,124
05/23/2020 13H,122
05/23/2020 12H,124
05/23/2020 11H,119
05/23/2020 10H,174
05/23/2020 09H,177
05/23/2020 08H,77
05/23/2020 07H,33
05/23/2020 06H,68
05/23/2020 05H,97
05/23/2020 04H,98
05/23/2020 03H,121
05/23/2020 02H,125
05/23/2020 01H,111
05/23/2020 00H,133
05/22/2020 23H,150
05/22/2020 22H,117
05/22/2020 21H,83
05/22/2020 20H,83
05/22/2020 19H,73
05/22/2020 18H,65
05/22/2020 17H,75
05/22/2020 16H,105
05/22/2020 15H,123
05/22/2020 14H,156
05/22/2020 13H,324
05/22/2020 12H,509
05/22/2020 11H,757
05/22/2020 10H,769
05/22/2020 09H,802
05/22/2020 08H,735
05/22/2020 07H,858
05/22/2020 06H,853
05/22/2020 05H,779
05/22/2020 04H,660
05/22/2020 03H,491
05/22/2020 02H,282
05/22/2020 01H,94
05/22/2020 00H,85
05/21/2020 23H,86
05/21/2020 22H,98
05/21/2020 21H,98
05/21/2020 20H,94
05/21/2020 19H,90
05/21/2020 18H,56
05/21/2020 17H,73
05/21/2020 16H,131
05/21/2020 15H,218
05/21/2020 14H,269
05/21/2020 13H,371
05/21/2020 12H,486
05/21/2020 11H,659
05/21/2020 10H,777
05/21/2020 09H,808
05/21/2020 08H,842
05/21/2020 07H,868
05/21/2020 06H,935
05/21/2020 05H,919
05/21/2020 04H,777
05/21/2020 03H,369
05/21/2020 02H,241
05/21/2020 01H,189
05/21/2020 00H,196
05/20/2020 23H,221
05/20/2020 22H,213
05/20/2020 21H,198
05/20/2020 20H,181
05/20/2020 19H,197
05/20/2020 18H,209
05/20/2020 17H,259
05/20/2020 16H,331
05/20/2020 15H,425
05/20/2020 14H,484
05/20/2020 13H,464
05/20/2020 12H,433
05/20/2020 11H,428
05/20/2020 10H,441
05/20/2020 09H,486
05/20/2020 08H,463
05/20/2020 07H,423
05/20/2020 06H,406
05/20/2020 05H,368
05/20/2020 04H,391
05/20/2020 03H,392
05/20/2020 02H,353
05/20/2020 01H,337
05/20/2020 00H,319
05/19/2020 23H,338
05/19/2020 22H,364
05/19/2020 21H,376
05/19/2020 20H,429
05/19/2020 19H,448
05/19/2020 18H,443
05/19/2020 17H,436
05/19/2020 16H,464
05/19/2020 15H,529
05/19/2020 14H,500
05/19/2020 13H,358
05/19/2020 12H,343
05/19/2020 11H,419
05/19/2020 10H,440
05/19/2020 09H,399
05/19/2020 08H,440
05/19/2020 07H,447
05/19/2020 06H,452
05/19/2020 05H,501
05/19/2020 04H,616
05/19/2020 03H,581
05/19/2020 02H,569
05/19/2020 01H,486
05/19/2020 00H,466
05/18/2020 23H,442
05/18/2020 22H,396
05/18/2020 21H,364
05/18/2020 20H,325
05/18/2020 19H,271
05/18/2020 18H,238
05/18/2020 17H,272
05/18/2020 16H,323
05/18/2020 15H,361
05/18/2020 14H,390
05/18/2020 13H,404
05/18/2020 12H,410
05/18/2020 11H,360
05/18/2020 10H,308
05/18/2020 09H,298
05/18/2020 08H,278
05/18/2020 07H,314
05/18/2020 06H,179
05/18/2020 05H,147
05/18/2020 04H,269
05/18/2020 03H,327
05/18/2020 02H,337
05/18/2020 01H,276
05/18/2020 00H,327
05/17/2020 23H,334
05/17/2020 22H,175
05/17/2020 21H,133
05/17/2020 20H,120
05/17/2020 19H,112
05/17/2020 18H,87
05/17/2020 17H,91
05/17/2020 16H,99
05/17/2020 15H,109
05/17/2020 14H,141
05/17/2020 13H,173
05/17/2020 12H,200
05/17/2020 11H,201
05/17/2020 10H,173
05/17/2020 09H,119
05/17/2020 08H,90
05/17/2020 07H,110
05/17/2020 06H,117
05/17/2020 05H,120
05/17/2020 04H,113
05/17/2020 03H,134
05/17/2020 02H,131
05/17/2020 01H,83
05/17/2020 00H,31
05/16/2020 23H,38
05/16/2020 22H,41
05/16/2020 21H,44
05/16/2020 20H,42
05/16/2020 19H,57
05/16/2020 18H,61
05/16/2020 17H,57
05/16/2020 16H,83
05/16/2020 15H,187
05/16/2020 14H,229
05/16/2020 13H,220
05/16/2020 12H,258
05/16/2020 11H,341
05/16/2020 10H,386
05/16/2020 09H,454
05/16/2020 08H,348
05/16/2020 07H,253
05/16/2020 06H,216
05/16/2020 05H,180
05/16/2020 04H,306
05/16/2020 03H,450
05/16/2020 02H,384
05/16/2020 01H,218
05/16/2020 00H,229
05/15/2020 23H,408
05/15/2020 22H,823
05/15/2020 21H,924
05/15/2020 20H,642
05/15/2020 19H,630
05/15/2020 18H,610
05/15/2020 17H,582
05/15/2020 16H,546
05/15/2020 15H,522
05/15/2020 14H,453
05/15/2020 13H,433
05/15/2020 12H,414
05/15/2020 11H,352
05/15/2020 10H,418
05/15/2020 09H,494
05/15/2020 08H,524
05/15/2020 07H,583
05/15/2020 06H,664
05/15/2020 05H,605
05/15/2020 04H,549
05/15/2020 03H,483
05/15/2020 02H,465
05/15/2020 01H,338
05/15/2020 00H,220
05/14/2020 23H,184
05/14/2020 22H,203
05/14/2020 21H,167
05/14/2020 20H,149
05/14/2020 19H,138
05/14/2020 18H,116
05/14/2020 17H,130
05/14/2020 16H,130
05/14/2020 15H,106
05/14/2020 14H,111
05/14/2020 13H,181
05/14/2020 12H,257
05/14/2020 11H,336
05/14/2020 10H,331
05/14/2020 09H,344
05/14/2020 08H,321
05/14/2020 07H,353
05/14/2020 06H,428
05/14/2020 05H,577
05/14/2020 04H,495
05/14/2020 03H,465
05/14/2020 02H,534
05/14/2020 01H,389
05/14/2020 00H,362
05/13/2020 23H,372
05/13/2020 22H,515
05/13/2020 21H,500
05/13/2020 20H,377
05/13/2020 19H,441
05/13/2020 18H,567
05/13/2020 17H,544
05/13/2020 16H,511
05/13/2020 15H,456
05/13/2020 14H,259
05/13/2020 13H,125
05/13/2020 12H,152
05/13/2020 11H,258
05/13/2020 10H,334
05/13/2020 09H,372
05/13/2020 08H,352
05/13/2020 07H,316
05/13/2020 06H,330
05/13/2020 05H,416
05/13/2020 04H,433
05/13/2020 03H,409
05/13/2020 02H,416
05/13/2020 01H,410
05/13/2020 00H,480
05/12/2020 23H,785
05/12/2020 22H,1291
05/12/2020 21H,1178
05/12/2020 20H,1262
05/12/2020 19H,1180
05/12/2020 18H,1070
05/12/2020 17H,866
05/12/2020 16H,904
05/12/2020 15H,897
05/12/2020 14H,724
05/12/2020 13H,524
05/12/2020 12H,412
05/12/2020 11H,296
05/12/2020 10H,273
05/12/2020 09H,333
05/12/2020 08H,482
05/12/2020 07H,632
05/12/2020 06H,691
05/12/2020 05H,734
05/12/2020 04H,791
05/12/2020 03H,815
05/12/2020 02H,816
05/12/2020 01H,789
05/12/2020 00H,685
05/11/2020 23H,562
05/11/2020 22H,444
05/11/2020 21H,423
05/11/2020 20H,435
05/11/2020 19H,392
05/11/2020 18H,253
05/11/2020 17H,201
05/11/2020 16H,151
05/11/2020 15H,97
05/11/2020 14H,115
05/11/2020 13H,132
05/11/2020 12H,119
05/11/2020 11H,99
05/11/2020 10H,58
05/11/2020 09H,93
05/11/2020 08H,132
05/11/2020 07H,187
05/11/2020 06H,280
05/11/2020 05H,403
05/11/2020 04H,344
05/11/2020 03H,379
05/11/2020 02H,376
05/11/2020 01H,381
05/11/2020 00H,578
05/10/2020 23H,780
05/10/2020 22H,856
05/10/2020 21H,818
05/10/2020 20H,884
05/10/2020 19H,1120
05/10/2020 18H,1210
05/10/2020 17H,1262
05/10/2020 16H,1259
05/10/2020 15H,1245
05/10/2020 14H,1121
05/10/2020 13H,1056
05/10/2020 12H,971
05/10/2020 11H,968
05/10/2020 10H,886
05/10/2020 09H,814
05/10/2020 08H,842
05/10/2020 07H,861
05/10/2020 06H,841
05/10/2020 05H,877
05/10/2020 04H,991
05/10/2020 03H,1072
05/10/2020 02H,1109
05/10/2020 01H,1254
05/10/2020 00H,1345
05/9/2020 23H,1396
05/9/2020 22H,1295
05/9/2020 21H,1389
05/9/2020 20H,1336
05/9/2020 19H,1369
05/9/2020 18H,1286
05/9/2020 17H,1287
05/9/2020 16H,1143
05/9/2020 15H,978
05/9/2020 14H,1005
05/9/2020 13H,976
05/9/2020 12H,834
05/9/2020 11H,771
05/9/2020 10H,720
05/9/2020 09H,762
05/9/2020 08H,768
05/9/2020 07H,683
05/9/2020 06H,586
05/9/2020 05H,516
05/9/2020 04H,514
05/9/2020 03H,464
05/9/2020 02H,334
05/9/2020 01H,216
05/9/2020 00H,305
05/8/2020 23H,286
05/8/2020 22H,267
05/8/2020 21H,289
05/8/2020 20H,329
05/8/2020 19H,418
05/8/2020 18H,480
05/8/2020 17H,599
05/8/2020 16H,590
05/8/2020 15H,659
05/8/2020 14H,797
05/8/2020 13H,615
05/8/2020 12H,410
05/8/2020 11H,369
05/8/2020 10H,310
05/8/2020 09H,324
05/8/2020 08H,326
05/8/2020 07H,365
05/8/2020 06H,403
05/8/2020 05H,494
05/8/2020 04H,335
05/8/2020 03H,282
05/8/2020 02H,258
05/8/2020 01H,355
05/8/2020 00H,338
05/7/2020 23H,579
05/7/2020 22H,682
05/7/2020 21H,987
05/7/2020 20H,1187
05/7/2020 19H,981
05/7/2020 18H,984
05/7/2020 17H,828
05/7/2020 16H,520
05/7/2020 15H,395
05/7/2020 14H,256
05/7/2020 13H,166
05/7/2020 12H,200
05/7/2020 11H,212
05/7/2020 10H,189
05/7/2020 09H,231
05/7/2020 08H,334
05/7/2020 07H,475
05/7/2020 06H,451
05/7/2020 05H,396
05/7/2020 04H,288
05/7/2020 03H,129
05/7/2020 02H,121
05/7/2020 01H,100
05/7/2020 00H,106
05/6/2020 23H,154
05/6/2020 22H,160
05/6/2020 21H,134
05/6/2020 20H,123
05/6/2020 19H,109
05/6/2020 18H,72
05/6/2020 17H,46
05/6/2020 16H,24
05/6/2020 15H,35
05/6/2020 14H,68
05/6/2020 13H,108
05/6/2020 12H,167
05/6/2020 11H,212
05/6/2020 10H,213
05/6/2020 09H,202
05/6/2020 08H,215
05/6/2020 07H,222
05/6/2020 06H,219
05/6/2020 05H,210
05/6/2020 04H,200
05/6/2020 03H,177
05/6/2020 02H,166
05/6/2020 01H,161
05/6/2020 00H,174
05/5/2020 23H,163
05/5/2020 22H,181
05/5/2020 21H,186
05/5/2020 20H,166
05/5/2020 19H,165
05/5/2020 18H,195
05/5/2020 17H,241
05/5/2020 16H,212
05/5/2020 15H,200
05/5/2020 14H,208
05/5/2020 13H,199
05/5/2020 12H,271
05/5/2020 11H,363
05/5/2020 10H,444
05/5/2020 09H,481
05/5/2020 08H,518
05/5/2020 07H,551
05/5/2020 06H,591
05/5/2020 05H,519
05/5/2020 04H,483
05/5/2020 03H,495
05/5/2020 02H,415
05/5/2020 01H,603
05/5/2020 00H,578
05/4/2020 23H,594
05/4/2020 22H,691
05/4/2020 21H,889
05/4/2020 20H,899
05/4/2020 19H,851
05/4/2020 18H,831
05/4/2020 17H,715
05/4/2020 16H,578
05/4/2020 15H,541
05/4/2020 14H,507
05/4/2020 13H,421
05/4/2020 12H,442
05/4/2020 11H,401
05/4/2020 10H,265
05/4/2020 09H,194
05/4/2020 08H,134
05/4/2020 07H,217
05/4/2020 06H,229
05/4/2020 05H,255
05/4/2020 04H,315
05/4/2020 03H,545
05/4/2020 02H,824
05/4/2020 01H,883
05/4/2020 00H,933
05/3/2020 23H,1213
05/3/2020 22H,1376
05/3/2020 21H,1393
05/3/2020 20H,1302
05/3/2020 19H,1173
05/3/2020 18H,998
05/3/2020 17H,827
05/3/2020 16H,798
05/3/2020 15H,588
05/3/2020 14H,426
05/3/2020 13H,475
05/3/2020 12H,417
05/3/2020 11H,498
05/3/2020 10H,543
05/3/2020 09H,459
05/3/2020 08H,519
05/3/2020 07H,710
05/3/2020 06H,828
05/3/2020 05H,763
05/3/2020 04H,715
05/3/2020 03H,716
05/3/2020 02H,571
05/3/2020 01H,416
05/3/2020 00H,502
05/2/2020 23H,324
05/2/2020 22H,389
05/2/2020 21H,510
05/2/2020 20H,471
05/2/2020 19H,400
05/2/2020 18H,261
05/2/2020 17H,190
05/2/2020 16H,207
05/2/2020 15H,154
05/2/2020 14H,173
05/2/2020 13H,158
05/2/2020 12H,220
05/2/2020 11H,257
05/2/2020 10H,208
05/2/2020 09H,210
05/2/2020 08H,220
05/2/2020 07H,152
05/2/2020 06H,198
05/2/2020 05H,327
05/2/2020 04H,438
05/2/2020 03H,430
05/2/2020 02H,393
05/2/2020 01H,368
05/2/2020 00H,480
05/1/2020 23H,566
05/1/2020 22H,607
05/1/2020 21H,582
05/1/2020 20H,533
05/1/2020 19H,425
05/1/2020 18H,345
05/1/2020 17H,266
05/1/2020 16H,243
05/1/2020 15H,234
05/1/2020 14H,269
05/1/2020 13H,240
05/1/2020 12H,320
05/1/2020 11H,330
05/1/2020 10H,424
05/1/2020 09H,500
05/1/2020 08H,480
05/1/2020 07H,663
05/1/2020 06H,865
05/1/2020 05H,849
05/1/2020 04H,895
05/1/2020 03H,982
05/1/2020 02H,1006
05/1/2020 01H,1108
05/1/2020 00H,1115
04/30/2020 23H,1066
04/30/2020 22H,1121
04/30/2020 21H,1150
04/30/2020 20H,1150
04/30/2020 19H,1100
04/30/2020 18H,1106
04/30/2020 17H,1092
04/30/2020 16H,1115
04/30/2020 15H,1077
04/30/2020 14H,1057
04/30/2020 13H,978
04/30/2020 12H,1104
04/30/2020 11H,1203
04/30/2020 10H,1165
04/30/2020 09H,1062
04/30/2020 08H,1148
04/30/2020 07H,1252
04/30/2020 06H,1235
04/30/2020 05H,1166
04/30/2020 04H,1234
04/30/2020 03H,1367
04/30/2020 02H,1423
04/30/2020 01H,1487
04/30/2020 00H,1506
04/29/2020 23H,1391
04/29/2020 22H,1342
04/29/2020 21H,1320
04/29/2020 20H,1231
04/29/2020 19H,1233
04/29/2020 18H,1168
04/29/2020 17H,997
04/29/2020 16H,835
04/29/2020 15H,755
04/29/2020 14H,762
04/29/2020 13H,738
04/29/2020 12H,763
04/29/2020 11H,744
04/29/2020 10H,719
04/29/2020 09H,588
04/29/2020 08H,459
04/29/2020 07H,358
04/29/2020 06H,309
04/29/2020 05H,259
04/29/2020 04H,202
04/29/2020 03H,191
04/29/2020 02H,144
04/29/2020 01H,94
04/29/2020 00H,67
04/28/2020 23H,68
04/28/2020 22H,47
04/28/2020 21H,42
04/28/2020 20H,38
04/28/2020 19H,42
04/28/2020 18H,73
04/28/2020 17H,102
04/28/2020 16H,126
04/28/2020 15H,114
04/28/2020 14H,71
04/28/2020 13H,54
04/28/2020 12H,60
04/28/2020 11H,70
04/28/2020 10H,83
04/28/2020 09H,95
04/28/2020 08H,72
04/28/2020 07H,39
04/28/2020 06H,48
04/28/2020 05H,54
04/28/2020 04H,33
04/28/2020 03H,62
04/28/2020 02H,61
04/28/2020 01H,45
04/28/2020 00H,107
04/27/2020 23H,155
04/27/2020 22H,217
04/27/2020 21H,290
04/27/2020 20H,359
04/27/2020 19H,398
04/27/2020 18H,392
04/27/2020 17H,401
04/27/2020 16H,472
04/27/2020 15H,461
04/27/2020 14H,416
04/27/2020 13H,400
04/27/2020 12H,438
04/27/2020 11H,455
04/27/2020 10H,463
04/27/2020 09H,451
04/27/2020 08H,549
04/27/2020 07H,598
04/27/2020 06H,653
04/27/2020 05H,638
04/27/2020 04H,721
04/27/2020 03H,650
04/27/2020 02H,840
04/27/2020 01H,1004
04/27/2020 00H,972
04/26/2020 23H,996
04/26/2020 22H,961
04/26/2020 21H,862
04/26/2020 20H,812
04/26/2020 19H,780
04/26/2020 18H,690
04/26/2020 17H,626
04/26/2020 16H,518
04/26/2020 15H,443
04/26/2020 14H,361
04/26/2020 13H,413
04/26/2020 12H,456
04/26/2020 11H,492
04/26/2020 10H,433
04/26/2020 09H,393
04/26/2020 08H,359
04/26/2020 07H,325
04/26/2020 06H,328
04/26/2020 05H,335
04/26/2020 04H,313
04/26/2020 03H,268
04/26/2020 02H,269
04/26/2020 01H,207
04/26/2020 00H,179
04/25/2020 23H,169
04/25/2020 22H,144
04/25/2020 21H,106
04/25/2020 20H,63
04/25/2020 19H,48
04/25/2020 18H,39
04/25/2020 17H,39
04/25/2020 16H,39
04/25/2020 15H,30
04/25/2020 14H,38
04/25/2020 13H,42
04/25/2020 12H,56
04/25/2020 11H,42
04/25/2020 10H,76
04/25/2020 09H,78
04/25/2020 08H,60
04/25/2020 07H,49
04/25/2020 06H,30
04/25/2020 05H,34
04/25/2020 04H,38
04/25/2020 03H,32
04/25/2020 02H,52
04/25/2020 01H,85
04/25/2020 00H,109
04/24/2020 23H,86
04/24/2020 22H,111
04/24/2020 21H,149
04/24/2020 20H,124
04/24/2020 19H,82
04/24/2020 18H,60
04/24/2020 17H,67
04/24/2020 16H,90
04/24/2020 15H,86
04/24/2020 14H,108
04/24/2020 13H,189
04/24/2020 12H,210
04/24/2020 11H,212
04/24/2020 10H,196
04/24/2020 09H,222
04/24/2020 08H,232
04/24/2020 07H,243
04/24/2020 06H,205
04/24/2020 05H,212
04/24/2020 04H,162
04/24/2020 03H,167
04/24/2020 02H,189
04/24/2020 01H,192
04/24/2020 00H,163
04/23/2020 23H,147
04/23/2020 22H,124
04/23/2020 21H,169
04/23/2020 20H,231
04/23/2020 19H,262
04/23/2020 18H,256
04/23/2020 17H,319
04/23/2020 16H,334
04/23/2020 15H,307
04/23/2020 14H,303
04/23/2020 13H,374
04/23/2020 12H,318
04/23/2020 11H,347
04/23/2020 10H,344
04/23/2020 09H,362
04/23/2020 08H,430
04/23/2020 07H,462
04/23/2020 06H,543
04/23/2020 05H,660
04/23/2020 04H,792
04/23/2020 03H,908
04/23/2020 02H,1030
04/23/2020 01H,1126
04/23/2020 00H,1335
04/22/2020 23H,1474
04/22/2020 22H,1543
04/22/2020 21H,1567
04/22/2020 20H,1580
04/22/2020 19H,1582
04/22/2020 18H,1597
04/22/2020 17H,1585
04/22/2020 16H,1556
04/22/2020 15H,1554
04/22/2020 14H,1551
04/22/2020 13H,1498
04/22/2020 12H,1432
04/22/2020 11H,1428
04/22/2020 10H,1397
04/22/2020 09H,1471
04/22/2020 08H,1475
04/22/2020 07H,1425
04/22/2020 06H,1345
04/22/2020 05H,1331
04/22/2020 04H,1368
04/22/2020 03H,1486
04/22/2020 02H,1320
04/22/2020 01H,1458
04/22/2020 00H,1515
04/21/2020 23H,1569
04/21/2020 22H,1587
04/21/2020 21H,1586
04/21/2020 20H,1526
04/21/2020 19H,1533
04/21/2020 18H,1550
04/21/2020 17H,1522
04/21/2020 16H,1481
04/21/2020 15H,1490
04/21/2020 14H,1461
04/21/2020 13H,1495
04/21/2020 12H,1473
04/21/2020 11H,1368
04/21/2020 10H,1284
04/21/2020 09H,1158
04/21/2020 08H,943
04/21/2020 07H,718
04/21/2020 06H,532
04/21/2020 05H,331
04/21/2020 04H,192
04/21/2020 03H,141
04/21/2020 02H,185
04/21/2020 01H,125
04/21/2020 00H,89
04/20/2020 23H,72
04/20/2020 22H,55
04/20/2020 21H,35
04/20/2020 20H,9
04/20/2020 19H,3
04/20/2020 18H,2
04/20/2020 17H,1
04/20/2020 16H,0
04/20/2020 15H,1
04/20/2020 14H,20
04/20/2020 13H,54
04/20/2020 12H,101
04/20/2020 11H,137
04/20/2020 10H,155
04/20/2020 09H,175
04/20/2020 08H,334
04/20/2020 07H,496
04/20/2020 06H,657
04/20/2020 05H,670
04/20/2020 04H,733
04/20/2020 03H,781
04/20/2020 02H,870
04/20/2020 01H,1093
04/20/2020 00H,1207
04/19/2020 23H,1140
04/19/2020 22H,1076
04/19/2020 21H,1111
04/19/2020 20H,1169
04/19/2020 19H,1147
04/19/2020 18H,1254
04/19/2020 17H,1206
04/19/2020 16H,1200
04/19/2020 15H,1165
04/19/2020 14H,1137
04/19/2020 13H,1207
04/19/2020 12H,1225
04/19/2020 11H,1232
04/19/2020 10H,1193
04/19/2020 09H,1200
04/19/2020 08H,1250
04/19/2020 07H,1235
04/19/2020 06H,1161
04/19/2020 05H,1137
04/19/2020 04H,1056
04/19/2020 03H,632
04/19/2020 02H,633
04/19/2020 01H,516
04/19/2020 00H,565
04/18/2020 23H,773
04/18/2020 22H,730
04/18/2020 21H,639
04/18/2020 20H,546
04/18/2020 19H,368
04/18/2020 18H,226
04/18/2020 17H,96
04/18/2020 16H,42
04/18/2020 15H,39
04/18/2020 14H,29
04/18/2020 13H,28
04/18/2020 12H,52
04/18/2020 11H,85
04/18/2020 10H,71
04/18/2020 09H,53
04/18/2020 08H,41
04/18/2020 07H,34
04/18/2020 06H,21
04/18/2020 05H,14
04/18/2020 04H,9
04/18/2020 03H,14
04/18/2020 02H,29
04/18/2020 01H,56
04/18/2020 00H,81
04/17/2020 23H,113
04/17/2020 22H,285
04/17/2020 21H,438
04/17/2020 20H,597
04/17/2020 19H,693
04/17/2020 18H,714
04/17/2020 17H,683
04/17/2020 16H,658
04/17/2020 15H,608
04/17/2020 14H,586
04/17/2020 13H,526
04/17/2020 12H,499
04/17/2020 11H,563
04/17/2020 10H,606
04/17/2020 09H,718
04/17/2020 08H,822
04/17/2020 07H,854
04/17/2020 06H,818
04/17/2020 05H,774
04/17/2020 04H,778
04/17/2020 03H,692
04/17/2020 02H,804
04/17/2020 01H,976
04/17/2020 00H,1157
04/16/2020 23H,1263
04/16/2020 22H,1360
04/16/2020 21H,1390
04/16/2020 20H,1294
04/16/2020 19H,1185
04/16/2020 18H,869
04/16/2020 17H,748
04/16/2020 16H,718
04/16/2020 15H,524
04/16/2020 14H,286
04/16/2020 13H,205
04/16/2020 12H,171
04/16/2020 11H,247
04/16/2020 10H,255
04/16/2020 09H,266
04/16/2020 08H,290
04/16/2020 07H,320
04/16/2020 06H,331
04/16/2020 05H,356
04/16/2020 04H,327
04/16/2020 03H,258
04/16/2020 02H,266
04/16/2020 01H,263
04/16/2020 00H,354
04/15/2020 23H,508
04/15/2020 22H,640
04/15/2020 21H,836
04/15/2020 20H,1068
04/15/2020 19H,1131
04/15/2020 18H,1084
04/15/2020 17H,1034
04/15/2020 16H,887
04/15/2020 15H,803
04/15/2020 14H,687
04/15/2020 13H,477
04/15/2020 12H,363
04/15/2020 11H,448
04/15/2020 10H,359
04/15/2020 09H,357
04/15/2020 08H,444
04/15/2020 07H,578
04/15/2020 06H,742
04/15/2020 05H,673
04/15/2020 04H,678
04/15/2020 03H,655
04/15/2020 02H,518
04/15/2020 01H,564
04/15/2020 00H,572
04/14/2020 23H,563
04/14/2020 22H,525
04/14/2020 21H,606
04/14/2020 20H,795
04/14/2020 19H,816
04/14/2020 18H,842
04/14/2020 17H,893
04/14/2020 16H,992
04/14/2020 15H,964
04/14/2020 14H,925
04/14/2020 13H,847
04/14/2020 12H,826
04/14/2020 11H,991
04/14/2020 10H,1089
04/14/2020 09H,1095
04/14/2020 08H,1198
04/14/2020 07H,1281
04/14/2020 06H,1388
04/14/2020 05H,1381
04/14/2020 04H,1374
04/14/2020 03H,1452
04/14/2020 02H,1430
04/14/2020 01H,1359
04/14/2020 00H,1295
04/13/2020 23H,1287
04/13/2020 22H,1209
04/13/2020 21H,1244
04/13/2020 20H,1198
04/13/2020 19H,1401
04/13/2020 18H,1469
04/13/2020 17H,1429
04/13/2020 16H,1441
04/13/2020 15H,1405
04/13/2020 14H,1507
04/13/2020 13H,1489
04/13/2020 12H,1470
04/13/2020 11H,1575
04/13/2020 10H,1430
04/13/2020 09H,1281
04/13/2020 08H,1116
04/13/2020 07H,1120
04/13/2020 06H,1151
04/13/2020 05H,1069
04/13/2020 04H,940
04/13/2020 03H,877
04/13/2020 02H,687
04/13/2020 01H,474
04/13/2020 00H,285
04/12/2020 23H,283
04/12/2020 22H,374
04/12/2020 21H,434
04/12/2020 20H,501
04/12/2020 19H,644
04/12/2020 18H,553
04/12/2020 17H,619
04/12/2020 16H,654
04/12/2020 15H,621
04/12/2020 14H,585
04/12/2020 13H,700
04/12/2020 12H,803
04/12/2020 11H,773
04/12/2020 10H,743
04/12/2020 09H,760
04/12/2020 08H,760
04/12/2020 07H,748
04/12/2020 06H,726
04/12/2020 05H,632
04/12/2020 04H,587
04/12/2020 03H,595
04/12/2020 02H,582
04/12/2020 01H,515
04/12/2020 00H,629
04/11/2020 23H,883
04/11/2020 22H,1148
04/11/2020 21H,1237
04/11/2020 20H,1224
04/11/2020 19H,1175
04/11/2020 18H,1175
04/11/2020 17H,1170
04/11/2020 16H,1051
04/11/2020 15H,944
04/11/2020 14H,815
04/11/2020 13H,751
04/11/2020 12H,787
04/11/2020 11H,786
04/11/2020 10H,704
04/11/2020 09H,688
04/11/2020 08H,737
04/11/2020 07H,834
04/11/2020 06H,948
04/11/2020 05H,994
04/11/2020 04H,960
04/11/2020 03H,1030
04/11/2020 02H,960
04/11/2020 01H,1089
04/11/2020 00H,1169
04/10/2020 23H,1137
04/10/2020 22H,1114
04/10/2020 21H,1245
04/10/2020 20H,1176
04/10/2020 19H,1216
04/10/2020 18H,1104
04/10/2020 17H,1067
04/10/2020 16H,1052
04/10/2020 15H,1078
04/10/2020 14H,1247
04/10/2020 13H,1335
04/10/2020 12H,1374
04/10/2020 11H,1436
04/10/2020 10H,1524
04/10/2020 09H,1496
04/10/2020 08H,1516
04/10/2020 07H,1508
04/10/2020 06H,1456
04/10/2020 05H,1354
04/10/2020 04H,1373
04/10/2020 03H,1308
04/10/2020 02H,1191
04/10/2020 01H,1120
04/10/2020 00H,1185
04/9/2020 23H,1205
04/9/2020 22H,1425
04/9/2020 21H,1392
04/9/2020 20H,1323
04/9/2020 19H,1096
04/9/2020 18H,878
04/9/2020 17H,805
04/9/2020 16H,783
04/9/2020 15H,617
04/9/2020 14H,663
04/9/2020 13H,792
04/9/2020 12H,668
04/9/2020 11H,441
04/9/2020 10H,263
04/9/2020 09H,305
04/9/2020 08H,367
04/9/2020 07H,279
04/9/2020 06H,216
04/9/2020 05H,207
04/9/2020 04H,102
04/9/2020 03H,72
04/9/2020 02H,78
04/9/2020 01H,154
04/9/2020 00H,195
04/8/2020 23H,254
04/8/2020 22H,325
04/8/2020 21H,344
04/8/2020 20H,353
04/8/2020 19H,301
04/8/2020 18H,158
04/8/2020 17H,123
04/8/2020 16H,83
04/8/2020 15H,30
04/8/2020 14H,31
04/8/2020 13H,49
04/8/2020 12H,95
