Net generation from natural gas for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.NG.H
19:18:52 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.NG.H megawatthours
12/29/2019 16H,9552
12/29/2019 15H,9640
12/29/2019 14H,9410
12/29/2019 13H,9119
12/29/2019 12H,9076
12/29/2019 11H,9144
12/29/2019 10H,9439
12/29/2019 09H,9377
12/29/2019 08H,9477
12/29/2019 07H,9828
12/29/2019 06H,9974
12/29/2019 05H,10404
12/29/2019 04H,10778
12/29/2019 03H,10951
12/29/2019 02H,11103
12/29/2019 01H,10879
12/29/2019 00H,10204
12/28/2019 23H,9592
12/28/2019 22H,9276
12/28/2019 21H,9470
12/28/2019 20H,9647
12/28/2019 19H,9622
12/28/2019 18H,9502
12/28/2019 17H,9575
12/28/2019 16H,10176
12/28/2019 15H,10142
12/28/2019 14H,10048
12/28/2019 13H,9863
12/28/2019 12H,9785
12/28/2019 11H,9946
12/28/2019 10H,9928
12/28/2019 09H,10054
12/28/2019 08H,10187
12/28/2019 07H,10508
12/28/2019 06H,10688
12/28/2019 05H,11101
12/28/2019 04H,11243
12/28/2019 03H,11288
12/28/2019 02H,11447
12/28/2019 01H,11007
12/28/2019 00H,10299
12/27/2019 23H,9517
12/27/2019 22H,9210
12/27/2019 21H,9499
12/27/2019 20H,9541
12/27/2019 19H,9865
12/27/2019 18H,10119
12/27/2019 17H,10381
12/27/2019 16H,10631
12/27/2019 15H,10723
12/27/2019 14H,10345
12/27/2019 13H,10005
12/27/2019 12H,9534
12/27/2019 11H,9269
12/27/2019 10H,9242
12/27/2019 09H,9430
12/27/2019 08H,10120
12/27/2019 07H,10483
12/27/2019 06H,10961
12/27/2019 05H,11201
12/27/2019 04H,11474
12/27/2019 03H,11873
12/27/2019 02H,12058
12/27/2019 01H,11629
12/27/2019 00H,10982
12/26/2019 23H,10669
12/26/2019 22H,10691
12/26/2019 21H,10729
12/26/2019 20H,10639
12/26/2019 19H,10664
12/26/2019 18H,10433
12/26/2019 17H,10434
12/26/2019 16H,10685
12/26/2019 15H,10607
12/26/2019 14H,10386
12/26/2019 13H,10247
12/26/2019 12H,10096
12/26/2019 11H,9941
12/26/2019 10H,9925
12/26/2019 09H,9819
12/26/2019 08H,9802
12/26/2019 07H,9793
12/26/2019 06H,9921
12/26/2019 05H,9888
12/26/2019 04H,10108
12/26/2019 03H,9726
12/26/2019 02H,9868
12/26/2019 01H,9941
12/26/2019 00H,9486
12/25/2019 23H,9284
12/25/2019 22H,9198
12/25/2019 21H,9007
12/25/2019 20H,8642
12/25/2019 19H,8531
12/25/2019 18H,8488
12/25/2019 17H,9585
12/25/2019 16H,10047
12/25/2019 15H,10114
12/25/2019 14H,9805
12/25/2019 13H,9464
12/25/2019 12H,9333
12/25/2019 11H,9548
12/25/2019 10H,9752
12/25/2019 09H,9854
12/25/2019 08H,9974
12/25/2019 07H,10009
12/25/2019 06H,10123
12/25/2019 05H,10274
12/25/2019 04H,10555
12/25/2019 03H,11052
12/25/2019 02H,11583
12/25/2019 01H,11362
12/25/2019 00H,10297
12/24/2019 23H,9712
12/24/2019 22H,9399
12/24/2019 21H,9555
12/24/2019 20H,9412
12/24/2019 19H,9764
12/24/2019 18H,9397
12/24/2019 17H,9795
12/24/2019 16H,10112
12/24/2019 15H,10133
12/24/2019 14H,9684
12/24/2019 13H,9422
12/24/2019 12H,9333
12/24/2019 11H,9409
12/24/2019 10H,9647
12/24/2019 09H,9996
12/24/2019 08H,10705
12/24/2019 07H,11261
12/24/2019 06H,11745
12/24/2019 05H,11996
12/24/2019 04H,12292
12/24/2019 03H,12309
12/24/2019 02H,12324
12/24/2019 01H,12030
12/24/2019 00H,11138
12/23/2019 23H,10937
12/23/2019 22H,11177
12/23/2019 21H,11355
12/23/2019 20H,11361
12/23/2019 19H,11290
12/23/2019 18H,11024
12/23/2019 17H,11095
12/23/2019 16H,11076
12/23/2019 15H,11132
12/23/2019 14H,10822
12/23/2019 13H,10457
12/23/2019 12H,10279
12/23/2019 11H,10363
12/23/2019 10H,10414
12/23/2019 09H,10381
12/23/2019 08H,10536
12/23/2019 07H,10619
12/23/2019 06H,10997
12/23/2019 05H,11461
12/23/2019 04H,11541
12/23/2019 03H,11656
12/23/2019 02H,12035
12/23/2019 01H,11960
12/23/2019 00H,11132
12/22/2019 23H,10350
12/22/2019 22H,10223
12/22/2019 21H,10155
12/22/2019 20H,10044
12/22/2019 19H,10090
12/22/2019 18H,10264
12/22/2019 17H,10230
12/22/2019 16H,10197
12/22/2019 15H,9977
12/22/2019 14H,9926
12/22/2019 13H,9861
12/22/2019 12H,9922
12/22/2019 11H,9572
12/22/2019 10H,9542
12/22/2019 09H,9748
12/22/2019 08H,9747
12/22/2019 07H,10060
12/22/2019 06H,10420
12/22/2019 05H,10712
12/22/2019 04H,10831
12/22/2019 03H,10750
12/22/2019 02H,11052
12/22/2019 01H,10870
12/22/2019 00H,10241
12/21/2019 23H,9623
12/21/2019 22H,9478
12/21/2019 21H,9436
12/21/2019 20H,9476
12/21/2019 19H,9526
12/21/2019 18H,9965
12/21/2019 17H,9936
12/21/2019 16H,10035
12/21/2019 15H,10231
12/21/2019 14H,10020
12/21/2019 13H,9989
12/21/2019 12H,9929
12/21/2019 11H,9890
12/21/2019 10H,9992
12/21/2019 09H,10062
12/21/2019 08H,10148
12/21/2019 07H,10116
12/21/2019 06H,10243
12/21/2019 05H,10537
12/21/2019 04H,10725
12/21/2019 03H,10933
12/21/2019 02H,10860
12/21/2019 01H,10805
12/21/2019 00H,10400
12/20/2019 23H,9560
12/20/2019 22H,9087
12/20/2019 21H,8310
12/20/2019 20H,8532
12/20/2019 19H,8678
12/20/2019 18H,9000
12/20/2019 17H,9409
12/20/2019 16H,10167
12/20/2019 15H,10430
12/20/2019 14H,9883
12/20/2019 13H,9497
12/20/2019 12H,9162
12/20/2019 11H,9079
12/20/2019 10H,9055
12/20/2019 09H,9177
12/20/2019 08H,9399
12/20/2019 07H,9790
12/20/2019 06H,10293
12/20/2019 05H,10799
12/20/2019 04H,10995
12/20/2019 03H,11227
12/20/2019 02H,11194
12/20/2019 01H,11183
12/20/2019 00H,10195
12/19/2019 23H,9401
12/19/2019 22H,8928
12/19/2019 21H,9058
12/19/2019 20H,9311
12/19/2019 19H,9500
12/19/2019 18H,9327
12/19/2019 17H,9733
12/19/2019 16H,10778
12/19/2019 15H,11146
12/19/2019 14H,10915
12/19/2019 13H,10222
12/19/2019 12H,9697
12/19/2019 11H,9690
12/19/2019 10H,9472
12/19/2019 09H,9649
12/19/2019 08H,9721
12/19/2019 07H,10272
12/19/2019 06H,10817
12/19/2019 05H,11537
12/19/2019 04H,11909
12/19/2019 03H,12452
12/19/2019 02H,12817
12/19/2019 01H,12555
12/19/2019 00H,11082
12/18/2019 23H,10787
12/18/2019 22H,10175
12/18/2019 21H,10163
12/18/2019 20H,10049
12/18/2019 19H,9946
12/18/2019 18H,10581
12/18/2019 17H,11082
12/18/2019 16H,11788
12/18/2019 15H,11909
12/18/2019 14H,11194
12/18/2019 13H,10367
12/18/2019 12H,10125
12/18/2019 11H,9937
12/18/2019 10H,9844
12/18/2019 09H,9999
12/18/2019 08H,10387
12/18/2019 07H,10989
12/18/2019 06H,11653
12/18/2019 05H,12339
12/18/2019 04H,12739
12/18/2019 03H,12900
12/18/2019 02H,12725
12/18/2019 01H,12615
12/18/2019 00H,11786
12/17/2019 23H,10690
12/17/2019 22H,9537
12/17/2019 21H,9178
12/17/2019 20H,9571
12/17/2019 19H,10124
12/17/2019 18H,10650
12/17/2019 17H,11530
12/17/2019 16H,12440
12/17/2019 15H,12616
12/17/2019 14H,11866
12/17/2019 13H,11121
12/17/2019 12H,10675
12/17/2019 11H,10566
12/17/2019 10H,10445
12/17/2019 09H,10364
12/17/2019 08H,10709
12/17/2019 07H,11390
12/17/2019 06H,11909
12/17/2019 05H,12507
12/17/2019 04H,12782
12/17/2019 03H,12860
12/17/2019 02H,13018
12/17/2019 01H,12444
12/17/2019 00H,11497
12/16/2019 23H,10254
12/16/2019 22H,9703
12/16/2019 21H,9715
12/16/2019 20H,9844
12/16/2019 19H,10542
12/16/2019 18H,11185
12/16/2019 17H,11622
12/16/2019 16H,12605
12/16/2019 15H,12781
12/16/2019 14H,11958
12/16/2019 13H,11115
12/16/2019 12H,10704
12/16/2019 11H,10674
12/16/2019 10H,10833
12/16/2019 09H,10898
12/16/2019 08H,10999
12/16/2019 07H,11538
12/16/2019 06H,12060
12/16/2019 05H,12688
12/16/2019 04H,13016
12/16/2019 03H,13227
12/16/2019 02H,13111
12/16/2019 01H,12565
12/16/2019 00H,11383
12/15/2019 23H,9626
12/15/2019 22H,9354
12/15/2019 21H,9317
12/15/2019 20H,9161
12/15/2019 19H,9128
12/15/2019 18H,9064
12/15/2019 17H,9573
12/15/2019 16H,10329
12/15/2019 15H,10310
12/15/2019 14H,9902
12/15/2019 13H,9831
12/15/2019 12H,9717
12/15/2019 11H,9608
12/15/2019 10H,9621
12/15/2019 09H,10102
12/15/2019 08H,10369
12/15/2019 07H,10784
12/15/2019 06H,11142
12/15/2019 05H,11110
12/15/2019 04H,11046
12/15/2019 03H,11240
12/15/2019 02H,11659
12/15/2019 01H,11153
12/15/2019 00H,10463
12/14/2019 23H,9386
12/14/2019 22H,8459
12/14/2019 21H,8381
12/14/2019 20H,8395
12/14/2019 19H,8570
12/14/2019 18H,8635
12/14/2019 17H,9520
12/14/2019 16H,9884
12/14/2019 15H,9953
12/14/2019 14H,9665
12/14/2019 13H,9630
12/14/2019 12H,9656
12/14/2019 11H,9754
12/14/2019 10H,9751
12/14/2019 09H,9918
12/14/2019 08H,10314
12/14/2019 07H,10849
12/14/2019 06H,10974
12/14/2019 05H,11204
12/14/2019 04H,11243
12/14/2019 03H,11323
12/14/2019 02H,11307
12/14/2019 01H,10813
12/14/2019 00H,10185
12/13/2019 23H,9070
12/13/2019 22H,8857
12/13/2019 21H,8694
12/13/2019 20H,9215
12/13/2019 19H,9314
12/13/2019 18H,9127
12/13/2019 17H,9858
12/13/2019 16H,10921
12/13/2019 15H,11138
12/13/2019 14H,10501
12/13/2019 13H,9854
12/13/2019 12H,9771
12/13/2019 11H,9162
12/13/2019 10H,8799
12/13/2019 09H,8834
12/13/2019 08H,8676
12/13/2019 07H,9456
12/13/2019 06H,9706
12/13/2019 05H,10403
12/13/2019 04H,10942
12/13/2019 03H,11258
12/13/2019 02H,11365
12/13/2019 01H,11115
12/13/2019 00H,10319
12/12/2019 23H,9958
12/12/2019 22H,9809
12/12/2019 21H,9638
12/12/2019 20H,9683
12/12/2019 19H,9663
12/12/2019 18H,10208
12/12/2019 17H,10653
12/12/2019 16H,10758
12/12/2019 15H,10716
12/12/2019 14H,10257
12/12/2019 13H,9978
12/12/2019 12H,9745
12/12/2019 11H,9590
12/12/2019 10H,9542
12/12/2019 09H,9473
12/12/2019 08H,9676
12/12/2019 07H,10172
12/12/2019 06H,10695
12/12/2019 05H,11259
12/12/2019 04H,11656
12/12/2019 03H,12005
12/12/2019 02H,12323
12/12/2019 01H,11812
12/12/2019 00H,10994
12/11/2019 23H,10604
12/11/2019 22H,10118
12/11/2019 21H,9897
12/11/2019 20H,10166
12/11/2019 19H,10163
12/11/2019 18H,10387
12/11/2019 17H,10690
12/11/2019 16H,11259
12/11/2019 15H,11614
12/11/2019 14H,11216
12/11/2019 13H,10766
12/11/2019 12H,10550
12/11/2019 11H,10553
12/11/2019 10H,10569
12/11/2019 09H,10621
12/11/2019 08H,10733
12/11/2019 07H,11318
12/11/2019 06H,12095
12/11/2019 05H,12748
12/11/2019 04H,12788
12/11/2019 03H,12880
12/11/2019 02H,13228
12/11/2019 01H,13189
12/11/2019 00H,12370
12/10/2019 23H,11877
12/10/2019 22H,11363
12/10/2019 21H,11123
12/10/2019 20H,11184
12/10/2019 19H,11511
12/10/2019 18H,11795
12/10/2019 17H,11875
12/10/2019 16H,12204
12/10/2019 15H,12654
12/10/2019 14H,12173
12/10/2019 13H,11240
12/10/2019 12H,10437
12/10/2019 11H,9981
12/10/2019 10H,9897
12/10/2019 09H,9905
12/10/2019 08H,9998
12/10/2019 07H,10830
12/10/2019 06H,11712
12/10/2019 05H,12285
12/10/2019 04H,12662
12/10/2019 03H,12880
12/10/2019 02H,13090
12/10/2019 01H,13022
12/10/2019 00H,11940
12/9/2019 23H,10727
12/9/2019 22H,9879
12/9/2019 21H,9801
12/9/2019 20H,9751
12/9/2019 19H,9883
12/9/2019 18H,10237
12/9/2019 17H,10353
12/9/2019 16H,10632
12/9/2019 15H,10830
12/9/2019 14H,10230
12/9/2019 13H,9473
12/9/2019 12H,9173
12/9/2019 11H,9172
12/9/2019 10H,9100
12/9/2019 09H,9169
12/9/2019 08H,9535
12/9/2019 07H,9800
12/9/2019 06H,10254
12/9/2019 05H,10533
12/9/2019 04H,10662
12/9/2019 03H,10938
12/9/2019 02H,11537
12/9/2019 01H,11460
12/9/2019 00H,10721
12/8/2019 23H,9977
12/8/2019 22H,9657
12/8/2019 21H,9501
12/8/2019 20H,9555
12/8/2019 19H,9960
12/8/2019 18H,8947
12/8/2019 17H,9307
12/8/2019 16H,9039
12/8/2019 15H,8827
12/8/2019 14H,8633
12/8/2019 13H,8471
12/8/2019 12H,8758
12/8/2019 11H,8913
12/8/2019 10H,8985
12/8/2019 09H,9085
12/8/2019 08H,8992
12/8/2019 07H,9103
12/8/2019 06H,9578
12/8/2019 05H,9684
12/8/2019 04H,9749
12/8/2019 03H,9931
12/8/2019 02H,10137
12/8/2019 01H,10238
12/8/2019 00H,9974
12/7/2019 23H,9739
12/7/2019 22H,9546
12/7/2019 21H,9395
12/7/2019 20H,9588
12/7/2019 19H,9574
12/7/2019 18H,9673
12/7/2019 17H,9510
12/7/2019 16H,9631
12/7/2019 15H,9237
12/7/2019 14H,8881
12/7/2019 13H,8860
12/7/2019 12H,8887
12/7/2019 11H,8923
12/7/2019 10H,8960
12/7/2019 09H,9067
12/7/2019 08H,9277
12/7/2019 07H,9929
12/7/2019 06H,10584
12/7/2019 05H,10897
12/7/2019 04H,11166
12/7/2019 03H,11270
12/7/2019 02H,11198
12/7/2019 01H,10848
12/7/2019 00H,10312
12/6/2019 23H,9926
12/6/2019 22H,9427
12/6/2019 21H,9298
12/6/2019 20H,9315
12/6/2019 19H,9247
12/6/2019 18H,9971
12/6/2019 17H,9178
12/6/2019 16H,10002
12/6/2019 15H,10294
12/6/2019 14H,9740
12/6/2019 13H,9243
12/6/2019 12H,9091
12/6/2019 11H,9117
12/6/2019 10H,9279
12/6/2019 09H,9315
12/6/2019 08H,9611
12/6/2019 07H,10401
12/6/2019 06H,11194
12/6/2019 05H,11566
12/6/2019 04H,11926
12/6/2019 03H,11898
12/6/2019 02H,12062
12/6/2019 01H,11662
12/6/2019 00H,11137
12/5/2019 23H,10533
12/5/2019 22H,10103
12/5/2019 21H,9845
12/5/2019 20H,9634
12/5/2019 19H,9741
12/5/2019 18H,10027
12/5/2019 17H,10261
12/5/2019 16H,10652
12/5/2019 15H,10609
12/5/2019 14H,10231
12/5/2019 13H,9544
12/5/2019 12H,9181
12/5/2019 11H,9178
12/5/2019 10H,9151
12/5/2019 09H,9226
12/5/2019 08H,9253
12/5/2019 07H,9646
12/5/2019 06H,10120
12/5/2019 05H,10577
12/5/2019 04H,10823
12/5/2019 03H,11246
12/5/2019 02H,11501
12/5/2019 01H,11326
12/5/2019 00H,10744
12/4/2019 23H,10374
12/4/2019 22H,10108
12/4/2019 21H,10092
12/4/2019 20H,10321
12/4/2019 19H,10267
12/4/2019 18H,10236
12/4/2019 17H,10260
12/4/2019 16H,10702
12/4/2019 15H,10257
12/4/2019 14H,9819
12/4/2019 13H,9304
12/4/2019 12H,9047
12/4/2019 11H,8898
12/4/2019 10H,9037
12/4/2019 09H,9066
12/4/2019 08H,9383
12/4/2019 07H,10189
12/4/2019 06H,10657
12/4/2019 05H,11080
12/4/2019 04H,11504
12/4/2019 03H,11658
12/4/2019 02H,11706
12/4/2019 01H,11571
12/4/2019 00H,11120
12/3/2019 23H,10474
12/3/2019 22H,9915
12/3/2019 21H,9737
12/3/2019 20H,9656
12/3/2019 19H,9728
12/3/2019 18H,9902
12/3/2019 17H,10055
12/3/2019 16H,10559
12/3/2019 15H,10749
12/3/2019 14H,10272
12/3/2019 13H,9719
12/3/2019 12H,9429
12/3/2019 11H,9188
12/3/2019 10H,9299
12/3/2019 09H,9354
12/3/2019 08H,9222
12/3/2019 07H,9886
12/3/2019 06H,10500
12/3/2019 05H,11282
12/3/2019 04H,11644
12/3/2019 03H,11887
12/3/2019 02H,11817
12/3/2019 01H,11553
12/3/2019 00H,10463
12/2/2019 23H,9999
12/2/2019 22H,9549
12/2/2019 21H,9492
12/2/2019 20H,9324
12/2/2019 19H,9444
12/2/2019 18H,9770
12/2/2019 17H,10391
12/2/2019 16H,10766
12/2/2019 15H,10760
12/2/2019 14H,10245
12/2/2019 13H,9515
12/2/2019 12H,8803
12/2/2019 11H,8377
12/2/2019 10H,8511
12/2/2019 09H,8671
12/2/2019 08H,8604
12/2/2019 07H,8963
12/2/2019 06H,9575
12/2/2019 05H,9977
12/2/2019 04H,10525
12/2/2019 03H,10668
12/2/2019 02H,10976
12/2/2019 01H,10927
12/2/2019 00H,10530
12/1/2019 23H,9889
12/1/2019 22H,9647
12/1/2019 21H,9399
12/1/2019 20H,9300
12/1/2019 19H,9296
12/1/2019 18H,9444
12/1/2019 17H,9537
12/1/2019 16H,9563
12/1/2019 15H,9625
12/1/2019 14H,9498
12/1/2019 13H,9308
12/1/2019 12H,9348
12/1/2019 11H,9300
12/1/2019 10H,9239
12/1/2019 09H,9062
12/1/2019 08H,8834
12/1/2019 07H,9300
12/1/2019 06H,9466
12/1/2019 05H,9823
12/1/2019 04H,9854
12/1/2019 03H,9992
12/1/2019 02H,10232
12/1/2019 01H,10009
12/1/2019 00H,9481
11/30/2019 23H,9101
11/30/2019 22H,9031
11/30/2019 21H,8942
11/30/2019 20H,9012
11/30/2019 19H,8975
11/30/2019 18H,8925
11/30/2019 17H,8690
11/30/2019 16H,8884
11/30/2019 15H,8985
11/30/2019 14H,8991
11/30/2019 13H,8848
11/30/2019 12H,8888
11/30/2019 11H,8676
11/30/2019 10H,8455
11/30/2019 09H,8438
11/30/2019 08H,8655
11/30/2019 07H,9053
11/30/2019 06H,9236
11/30/2019 05H,9294
11/30/2019 04H,9483
11/30/2019 03H,9742
11/30/2019 02H,9914
11/30/2019 01H,9536
11/30/2019 00H,8988
11/29/2019 23H,8515
11/29/2019 22H,8273
11/29/2019 21H,7942
11/29/2019 20H,8521
11/29/2019 19H,7887
11/29/2019 18H,8172
11/29/2019 17H,8351
11/29/2019 16H,8614
11/29/2019 15H,8925
11/29/2019 14H,8576
11/29/2019 13H,8437
11/29/2019 12H,8219
11/29/2019 11H,8156
11/29/2019 10H,8328
11/29/2019 09H,8291
11/29/2019 08H,8215
11/29/2019 07H,8245
11/29/2019 06H,8388
11/29/2019 05H,8745
11/29/2019 04H,8656
11/29/2019 03H,8454
11/29/2019 02H,8721
11/29/2019 01H,8608
11/29/2019 00H,8440
11/28/2019 23H,8417
11/28/2019 22H,8334
11/28/2019 21H,8394
11/28/2019 20H,8499
11/28/2019 19H,8500
11/28/2019 18H,8449
11/28/2019 17H,8278
11/28/2019 16H,8100
11/28/2019 15H,7888
11/28/2019 14H,7343
11/28/2019 13H,7297
11/28/2019 12H,7282
11/28/2019 11H,7129
11/28/2019 10H,7201
11/28/2019 09H,7227
11/28/2019 08H,7308
11/28/2019 07H,7887
11/28/2019 06H,8097
11/28/2019 05H,8340
11/28/2019 04H,8505
11/28/2019 03H,8608
11/28/2019 02H,8888
11/28/2019 01H,8565
11/28/2019 00H,8176
11/27/2019 23H,7853
11/27/2019 22H,7706
11/27/2019 21H,7395
11/27/2019 20H,7005
11/27/2019 19H,7586
11/27/2019 18H,8066
11/27/2019 17H,8540
11/27/2019 16H,9093
11/27/2019 15H,9200
11/27/2019 14H,8908
11/27/2019 13H,8473
11/27/2019 12H,8276
11/27/2019 11H,8078
11/27/2019 10H,8087
11/27/2019 09H,8254
11/27/2019 08H,8051
11/27/2019 07H,8543
11/27/2019 06H,8703
11/27/2019 05H,8880
11/27/2019 04H,8993
11/27/2019 03H,9503
11/27/2019 02H,9827
11/27/2019 01H,9690
11/27/2019 00H,9313
11/26/2019 23H,8646
11/26/2019 22H,8335
11/26/2019 21H,8362
11/26/2019 20H,8370
11/26/2019 19H,8408
11/26/2019 18H,8185
11/26/2019 17H,8443
11/26/2019 16H,8911
11/26/2019 15H,8837
11/26/2019 14H,8321
11/26/2019 13H,7760
11/26/2019 12H,7352
11/26/2019 11H,7140
11/26/2019 10H,6976
11/26/2019 09H,7011
11/26/2019 08H,7018
11/26/2019 07H,7541
11/26/2019 06H,7889
11/26/2019 05H,8302
11/26/2019 04H,8429
11/26/2019 03H,8429
11/26/2019 02H,8550
11/26/2019 01H,8246
11/26/2019 00H,7976
11/25/2019 23H,7286
11/25/2019 22H,6651
11/25/2019 21H,6646
11/25/2019 20H,6563
11/25/2019 19H,6465
11/25/2019 18H,6489
11/25/2019 17H,6860
11/25/2019 16H,7299
11/25/2019 15H,7671
11/25/2019 14H,7571
11/25/2019 13H,6977
11/25/2019 12H,6889
11/25/2019 11H,6596
11/25/2019 10H,6642
11/25/2019 09H,6273
11/25/2019 08H,6112
11/25/2019 07H,6771
11/25/2019 06H,7277
11/25/2019 05H,7797
11/25/2019 04H,7954
11/25/2019 03H,8492
11/25/2019 02H,8523
11/25/2019 01H,8194
11/25/2019 00H,7482
11/24/2019 23H,6313
11/24/2019 22H,5839
11/24/2019 21H,5528
11/24/2019 20H,5439
11/24/2019 19H,5315
11/24/2019 18H,5752
11/24/2019 17H,6233
11/24/2019 16H,6783
11/24/2019 15H,7096
11/24/2019 14H,7051
11/24/2019 13H,6648
11/24/2019 12H,6674
11/24/2019 11H,6573
11/24/2019 10H,6642
11/24/2019 09H,6394
11/24/2019 08H,6454
11/24/2019 07H,7007
11/24/2019 06H,7599
11/24/2019 05H,7876
11/24/2019 04H,8230
11/24/2019 03H,8581
11/24/2019 02H,8637
11/24/2019 01H,8295
11/24/2019 00H,7268
11/23/2019 23H,6472
11/23/2019 22H,6314
11/23/2019 21H,6570
11/23/2019 20H,6794
11/23/2019 19H,6966
11/23/2019 18H,6912
11/23/2019 17H,7184
11/23/2019 16H,7617
11/23/2019 15H,7245
11/23/2019 14H,7041
11/23/2019 13H,6856
11/23/2019 12H,6857
11/23/2019 11H,6985
11/23/2019 10H,6984
11/23/2019 09H,7582
11/23/2019 08H,7514
11/23/2019 07H,8488
11/23/2019 06H,9273
11/23/2019 05H,9793
11/23/2019 04H,10703
11/23/2019 03H,11641
11/23/2019 02H,11995
11/23/2019 01H,12178
11/23/2019 00H,11242
11/22/2019 23H,10641
11/22/2019 22H,10255
11/22/2019 21H,10543
11/22/2019 20H,10561
11/22/2019 19H,11113
11/22/2019 18H,11074
11/22/2019 17H,11482
11/22/2019 16H,12221
11/22/2019 15H,12025
11/22/2019 14H,11354
11/22/2019 13H,10860
11/22/2019 12H,10417
11/22/2019 11H,10397
11/22/2019 10H,10527
11/22/2019 09H,10866
11/22/2019 08H,11117
11/22/2019 07H,11673
11/22/2019 06H,12340
11/22/2019 05H,12745
11/22/2019 04H,13121
11/22/2019 03H,13193
11/22/2019 02H,13178
11/22/2019 01H,12867
11/22/2019 00H,12180
11/21/2019 23H,11680
11/21/2019 22H,11730
11/21/2019 21H,12182
11/21/2019 20H,12100
11/21/2019 19H,12162
11/21/2019 18H,12151
11/21/2019 17H,12428
11/21/2019 16H,12599
11/21/2019 15H,12395
11/21/2019 14H,11284
11/21/2019 13H,10043
11/21/2019 12H,9565
11/21/2019 11H,9159
11/21/2019 10H,8751
11/21/2019 09H,8583
11/21/2019 08H,8793
11/21/2019 07H,9462
11/21/2019 06H,9774
11/21/2019 05H,10070
11/21/2019 04H,10422
11/21/2019 03H,10469
11/21/2019 02H,10623
11/21/2019 01H,10241
11/21/2019 00H,9686
11/20/2019 23H,9080
11/20/2019 22H,8774
11/20/2019 21H,8550
11/20/2019 20H,8818
11/20/2019 19H,9261
11/20/2019 18H,9284
11/20/2019 17H,9363
11/20/2019 16H,9745
11/20/2019 15H,9546
11/20/2019 14H,9253
11/20/2019 13H,8695
11/20/2019 12H,8428
11/20/2019 11H,8008
11/20/2019 10H,8266
11/20/2019 09H,8435
11/20/2019 08H,8662
11/20/2019 07H,8518
11/20/2019 06H,9019
11/20/2019 05H,9620
11/20/2019 04H,9941
11/20/2019 03H,10142
11/20/2019 02H,10198
11/20/2019 01H,10012
11/20/2019 00H,9520
11/19/2019 23H,9697
11/19/2019 22H,9541
11/19/2019 21H,9431
11/19/2019 20H,9450
11/19/2019 19H,9546
11/19/2019 18H,9426
11/19/2019 17H,9433
11/19/2019 16H,9420
11/19/2019 15H,9678
11/19/2019 14H,9360
11/19/2019 13H,8187
11/19/2019 12H,7459
11/19/2019 11H,7449
11/19/2019 10H,7587
11/19/2019 09H,7804
11/19/2019 08H,8221
11/19/2019 07H,8667
11/19/2019 06H,9603
11/19/2019 05H,10714
11/19/2019 04H,11874
11/19/2019 03H,12282
11/19/2019 02H,12386
11/19/2019 01H,11916
11/19/2019 00H,10868
11/18/2019 23H,9978
11/18/2019 22H,9349
11/18/2019 21H,8855
11/18/2019 20H,8640
11/18/2019 19H,8378
11/18/2019 18H,8061
11/18/2019 17H,8169
11/18/2019 16H,8651
11/18/2019 15H,9033
11/18/2019 14H,8507
11/18/2019 13H,7363
11/18/2019 12H,7002
11/18/2019 11H,6817
11/18/2019 10H,6669
11/18/2019 09H,6642
11/18/2019 08H,6676
11/18/2019 07H,7113
11/18/2019 06H,7666
11/18/2019 05H,8205
11/18/2019 04H,8615
11/18/2019 03H,8908
11/18/2019 02H,9299
11/18/2019 01H,9356
11/18/2019 00H,8615
11/17/2019 23H,7543
11/17/2019 22H,6764
11/17/2019 21H,6624
11/17/2019 20H,6676
11/17/2019 19H,6637
11/17/2019 18H,6186
11/17/2019 17H,6632
11/17/2019 16H,7253
11/17/2019 15H,7777
11/17/2019 14H,7568
11/17/2019 13H,7546
11/17/2019 12H,7421
11/17/2019 11H,7228
11/17/2019 10H,7069
11/17/2019 09H,7175
11/17/2019 08H,7724
11/17/2019 07H,8234
11/17/2019 06H,8688
11/17/2019 05H,8829
11/17/2019 04H,9236
11/17/2019 03H,9291
11/17/2019 02H,9321
11/17/2019 01H,8859
11/17/2019 00H,8518
11/16/2019 23H,7969
11/16/2019 22H,7752
11/16/2019 21H,7647
11/16/2019 20H,7641
11/16/2019 19H,7711
11/16/2019 18H,7841
11/16/2019 17H,8008
11/16/2019 16H,7863
11/16/2019 15H,7864
11/16/2019 14H,7794
11/16/2019 13H,7697
11/16/2019 12H,7555
11/16/2019 11H,7537
11/16/2019 10H,7678
11/16/2019 09H,7723
11/16/2019 08H,8242
11/16/2019 07H,8782
11/16/2019 06H,9141
11/16/2019 05H,9265
11/16/2019 04H,9582
11/16/2019 03H,10113
11/16/2019 02H,10447
11/16/2019 01H,10452
11/16/2019 00H,10028
11/15/2019 23H,9641
11/15/2019 22H,9573
11/15/2019 21H,9073
11/15/2019 20H,8970
11/15/2019 19H,9067
11/15/2019 18H,9359
11/15/2019 17H,9528
11/15/2019 16H,9936
11/15/2019 15H,10003
11/15/2019 14H,9582
11/15/2019 13H,9064
11/15/2019 12H,8508
11/15/2019 11H,8335
11/15/2019 10H,8063
11/15/2019 09H,8070
11/15/2019 08H,8521
