Net generation from other for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.OTH.H
19:19:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.OTH.H megawatthours
03/13/2020 18H,1075
03/13/2020 17H,1088
03/13/2020 16H,1105
03/13/2020 15H,1091
03/13/2020 14H,1085
03/13/2020 13H,1082
03/13/2020 12H,1070
03/13/2020 11H,1061
03/13/2020 10H,1064
03/13/2020 09H,1064
03/13/2020 08H,1048
03/13/2020 07H,1051
03/13/2020 06H,1047
03/13/2020 05H,1053
03/13/2020 04H,1041
03/13/2020 03H,1028
03/13/2020 02H,1013
03/13/2020 01H,1015
03/13/2020 00H,1018
03/12/2020 23H,1027
03/12/2020 22H,1032
03/12/2020 21H,1044
03/12/2020 20H,1041
03/12/2020 19H,1052
03/12/2020 18H,1059
03/12/2020 17H,1065
03/12/2020 16H,1081
03/12/2020 15H,1087
03/12/2020 14H,1081
03/12/2020 13H,1069
03/12/2020 12H,1070
03/12/2020 11H,1065
03/12/2020 10H,1059
03/12/2020 09H,1056
03/12/2020 08H,1050
03/12/2020 07H,1053
03/12/2020 06H,1037
03/12/2020 05H,1049
03/12/2020 04H,1033
03/12/2020 03H,1021
03/12/2020 02H,1009
03/12/2020 01H,1018
03/12/2020 00H,1018
03/11/2020 23H,1017
03/11/2020 22H,1026
03/11/2020 21H,1023
03/11/2020 20H,1036
03/11/2020 19H,1028
03/11/2020 18H,1044
03/11/2020 17H,1078
03/11/2020 16H,1077
03/11/2020 15H,1073
03/11/2020 14H,1072
03/11/2020 13H,1066
03/11/2020 12H,1050
03/11/2020 11H,1047
03/11/2020 10H,1052
03/11/2020 09H,1049
03/11/2020 08H,1044
03/11/2020 07H,1033
03/11/2020 06H,1030
03/11/2020 05H,1030
03/11/2020 04H,1034
03/11/2020 03H,1021
03/11/2020 02H,1017
03/11/2020 01H,1029
03/11/2020 00H,1036
03/10/2020 23H,1014
03/10/2020 22H,1011
03/10/2020 21H,1006
03/10/2020 20H,1014
03/10/2020 19H,1031
03/10/2020 18H,1037
03/10/2020 17H,1062
03/10/2020 16H,1089
03/10/2020 15H,1092
03/10/2020 14H,1094
03/10/2020 13H,1069
03/10/2020 12H,1062
03/10/2020 11H,1057
03/10/2020 10H,1056
03/10/2020 09H,1050
03/10/2020 08H,1053
03/10/2020 07H,1046
03/10/2020 06H,1044
03/10/2020 05H,1042
03/10/2020 04H,1059
03/10/2020 03H,1050
03/10/2020 02H,1048
03/10/2020 01H,1048
03/10/2020 00H,1055
03/9/2020 23H,1060
03/9/2020 22H,1069
03/9/2020 21H,1055
03/9/2020 20H,1056
03/9/2020 19H,1076
03/9/2020 18H,1059
03/9/2020 17H,1076
03/9/2020 16H,1088
03/9/2020 15H,1076
03/9/2020 14H,1069
03/9/2020 13H,1059
03/9/2020 12H,1056
03/9/2020 11H,1051
03/9/2020 10H,1050
03/9/2020 09H,1045
03/9/2020 08H,1050
03/9/2020 07H,1062
03/9/2020 06H,1062
03/9/2020 05H,1055
03/9/2020 04H,1068
03/9/2020 03H,1051
03/9/2020 02H,1033
03/9/2020 01H,1042
03/9/2020 00H,1029
03/8/2020 23H,1055
03/8/2020 22H,1055
03/8/2020 21H,1056
03/8/2020 20H,1073
03/8/2020 19H,1078
03/8/2020 18H,1086
03/8/2020 17H,1108
03/8/2020 16H,1150
03/8/2020 15H,1082
03/8/2020 14H,1086
03/8/2020 13H,1084
03/8/2020 12H,1075
03/8/2020 11H,1076
03/8/2020 10H,1020
03/8/2020 09H,1075
03/8/2020 08H,1064
03/8/2020 07H,1067
03/8/2020 06H,1086
03/8/2020 05H,1075
03/8/2020 04H,1072
03/8/2020 03H,1073
03/8/2020 02H,1067
03/8/2020 01H,1061
03/8/2020 00H,1052
03/7/2020 23H,1047
03/7/2020 22H,1038
03/7/2020 21H,1025
03/7/2020 20H,1032
03/7/2020 19H,1033
03/7/2020 18H,1038
03/7/2020 17H,1044
03/7/2020 16H,1101
03/7/2020 15H,1032
03/7/2020 14H,1022
03/7/2020 13H,1021
03/7/2020 12H,1005
03/7/2020 11H,1016
03/7/2020 10H,1017
03/7/2020 09H,1021
03/7/2020 08H,1013
03/7/2020 07H,1003
03/7/2020 06H,1020
03/7/2020 05H,1023
03/7/2020 04H,1016
03/7/2020 03H,1018
03/7/2020 02H,1009
03/7/2020 01H,1000
03/7/2020 00H,1001
03/6/2020 23H,986
03/6/2020 22H,980
03/6/2020 21H,997
03/6/2020 20H,1003
03/6/2020 19H,1014
03/6/2020 18H,1024
03/6/2020 17H,1042
03/6/2020 16H,1067
03/6/2020 15H,1051
03/6/2020 14H,1059
03/6/2020 13H,1040
03/6/2020 12H,1035
03/6/2020 11H,1031
03/6/2020 10H,1035
03/6/2020 09H,1023
03/6/2020 08H,1035
03/6/2020 07H,1019
03/6/2020 06H,1018
03/6/2020 05H,1014
03/6/2020 04H,1015
03/6/2020 03H,995
03/6/2020 02H,978
03/6/2020 01H,982
03/6/2020 00H,992
03/5/2020 23H,1001
03/5/2020 22H,1005
03/5/2020 21H,1023
03/5/2020 20H,1030
03/5/2020 19H,1069
03/5/2020 18H,1080
03/5/2020 17H,1102
03/5/2020 16H,1099
03/5/2020 15H,1098
03/5/2020 14H,1095
03/5/2020 13H,1081
03/5/2020 12H,1079
03/5/2020 11H,1074
03/5/2020 10H,1066
03/5/2020 09H,1050
03/5/2020 08H,1054
03/5/2020 07H,1061
03/5/2020 06H,1070
03/5/2020 05H,1055
03/5/2020 04H,1047
03/5/2020 03H,1016
03/5/2020 02H,959
03/5/2020 01H,936
03/5/2020 00H,946
03/4/2020 23H,934
03/4/2020 22H,944
03/4/2020 21H,967
03/4/2020 20H,991
03/4/2020 19H,997
03/4/2020 18H,1051
03/4/2020 17H,1037
03/4/2020 16H,1035
03/4/2020 15H,1037
03/4/2020 14H,1032
03/4/2020 13H,1054
03/4/2020 12H,1055
03/4/2020 11H,1059
03/4/2020 10H,1056
03/4/2020 09H,1062
03/4/2020 08H,1059
03/4/2020 07H,1066
03/4/2020 06H,1076
03/4/2020 05H,1072
03/4/2020 04H,1066
03/4/2020 03H,1054
03/4/2020 02H,1040
03/4/2020 01H,1050
03/4/2020 00H,1036
03/3/2020 23H,1027
03/3/2020 22H,1029
03/3/2020 21H,1041
03/3/2020 20H,1056
03/3/2020 19H,1074
03/3/2020 18H,1075
03/3/2020 17H,1081
03/3/2020 16H,1077
03/3/2020 15H,1081
03/3/2020 14H,1084
03/3/2020 13H,1061
03/3/2020 12H,1065
03/3/2020 11H,1061
03/3/2020 10H,1053
03/3/2020 09H,1054
03/3/2020 08H,1051
03/3/2020 07H,1056
03/3/2020 06H,1061
03/3/2020 05H,1057
03/3/2020 04H,1055
03/3/2020 03H,1060
03/3/2020 02H,1063
03/3/2020 01H,1053
03/3/2020 00H,1048
03/2/2020 23H,1036
03/2/2020 22H,1049
03/2/2020 21H,1050
03/2/2020 20H,1033
03/2/2020 19H,1045
03/2/2020 18H,1064
03/2/2020 17H,1048
03/2/2020 16H,1060
03/2/2020 15H,1032
03/2/2020 14H,1033
03/2/2020 13H,1027
03/2/2020 12H,1032
03/2/2020 11H,1024
03/2/2020 10H,1025
03/2/2020 09H,1034
03/2/2020 08H,1050
03/2/2020 07H,1049
03/2/2020 06H,1034
03/2/2020 05H,1069
03/2/2020 04H,977
03/2/2020 03H,1015
03/2/2020 02H,1018
03/2/2020 01H,1017
03/2/2020 00H,1052
03/1/2020 23H,1064
03/1/2020 22H,1093
03/1/2020 21H,1086
03/1/2020 20H,1097
03/1/2020 19H,1102
03/1/2020 18H,1087
03/1/2020 17H,1089
03/1/2020 16H,1085
03/1/2020 15H,1090
03/1/2020 14H,1087
03/1/2020 13H,1089
03/1/2020 12H,1087
03/1/2020 11H,1079
03/1/2020 10H,1069
03/1/2020 09H,1070
03/1/2020 08H,1025
03/1/2020 07H,1068
03/1/2020 06H,1071
03/1/2020 05H,1055
03/1/2020 04H,1056
03/1/2020 03H,1044
03/1/2020 02H,1031
03/1/2020 01H,1015
03/1/2020 00H,1006
02/29/2020 23H,1002
02/29/2020 22H,1000
02/29/2020 21H,1006
02/29/2020 20H,1009
02/29/2020 19H,1020
02/29/2020 18H,1038
02/29/2020 17H,1046
02/29/2020 16H,1045
02/29/2020 15H,1056
02/29/2020 14H,1040
02/29/2020 13H,1036
02/29/2020 12H,1028
02/29/2020 11H,1025
02/29/2020 10H,976
02/29/2020 09H,973
02/29/2020 08H,1026
02/29/2020 07H,1031
02/29/2020 06H,1018
02/29/2020 05H,1029
02/29/2020 04H,1023
02/29/2020 03H,1009
02/29/2020 02H,1011
02/29/2020 01H,994
02/29/2020 00H,985
02/28/2020 23H,969
02/28/2020 22H,972
02/28/2020 21H,990
02/28/2020 20H,1007
02/28/2020 19H,1030
02/28/2020 18H,1046
02/28/2020 17H,1054
02/28/2020 16H,1057
02/28/2020 15H,1049
02/28/2020 14H,1028
02/28/2020 13H,1036
02/28/2020 12H,1020
02/28/2020 11H,1029
02/28/2020 10H,1033
02/28/2020 09H,1024
02/28/2020 08H,1031
02/28/2020 07H,1026
02/28/2020 06H,995
02/28/2020 05H,967
02/28/2020 04H,959
02/28/2020 03H,949
02/28/2020 02H,932
02/28/2020 01H,923
02/28/2020 00H,933
02/27/2020 23H,964
02/27/2020 22H,962
02/27/2020 21H,966
02/27/2020 20H,986
02/27/2020 19H,993
02/27/2020 18H,997
02/27/2020 17H,1018
02/27/2020 16H,1019
02/27/2020 15H,1013
02/27/2020 14H,1008
02/27/2020 13H,999
02/27/2020 12H,1002
02/27/2020 11H,1015
02/27/2020 10H,1051
02/27/2020 09H,1039
02/27/2020 08H,1036
02/27/2020 07H,1042
02/27/2020 06H,1045
02/27/2020 05H,1039
02/27/2020 04H,1017
02/27/2020 03H,1009
02/27/2020 02H,995
02/27/2020 01H,985
02/27/2020 00H,982
02/26/2020 23H,977
02/26/2020 22H,991
02/26/2020 21H,997
02/26/2020 20H,1008
02/26/2020 19H,1024
02/26/2020 18H,1075
02/26/2020 17H,1071
02/26/2020 16H,1080
02/26/2020 15H,1082
02/26/2020 14H,1072
02/26/2020 13H,1073
02/26/2020 12H,1069
02/26/2020 11H,1065
02/26/2020 10H,1069
02/26/2020 09H,1076
02/26/2020 08H,1075
02/26/2020 07H,1068
02/26/2020 06H,1089
02/26/2020 05H,1072
02/26/2020 04H,1065
02/26/2020 03H,1044
02/26/2020 02H,1031
02/26/2020 01H,1036
02/26/2020 00H,1031
02/25/2020 23H,1048
02/25/2020 22H,1044
02/25/2020 21H,1053
02/25/2020 20H,1058
02/25/2020 19H,1048
02/25/2020 18H,1080
02/25/2020 17H,1087
02/25/2020 16H,1082
02/25/2020 15H,1072
02/25/2020 14H,1065
02/25/2020 13H,1061
02/25/2020 12H,1050
02/25/2020 11H,1050
02/25/2020 10H,1040
02/25/2020 09H,1035
02/25/2020 08H,1044
02/25/2020 07H,1049
02/25/2020 06H,1058
02/25/2020 05H,1060
02/25/2020 04H,1050
02/25/2020 03H,1051
02/25/2020 02H,1034
02/25/2020 01H,1029
02/25/2020 00H,1032
02/24/2020 23H,1059
02/24/2020 22H,1062
02/24/2020 21H,1066
02/24/2020 20H,1087
02/24/2020 19H,1068
02/24/2020 18H,1072
02/24/2020 17H,1088
02/24/2020 16H,1092
02/24/2020 15H,1082
02/24/2020 14H,1049
02/24/2020 13H,1043
02/24/2020 12H,1041
02/24/2020 11H,1017
02/24/2020 10H,1014
02/24/2020 09H,1012
02/24/2020 08H,1002
02/24/2020 07H,988
02/24/2020 06H,985
02/24/2020 05H,975
02/24/2020 04H,995
02/24/2020 03H,974
02/24/2020 02H,962
02/24/2020 01H,963
02/24/2020 00H,969
02/23/2020 23H,964
02/23/2020 22H,975
02/23/2020 21H,994
02/23/2020 20H,1000
02/23/2020 19H,1025
02/23/2020 18H,1049
02/23/2020 17H,1052
02/23/2020 16H,1055
02/23/2020 15H,1052
02/23/2020 14H,1049
02/23/2020 13H,1038
02/23/2020 12H,1053
02/23/2020 11H,1054
02/23/2020 10H,1051
02/23/2020 09H,1053
02/23/2020 08H,1045
02/23/2020 07H,1046
02/23/2020 06H,1042
02/23/2020 05H,1035
02/23/2020 04H,1018
02/23/2020 03H,1015
02/23/2020 02H,1008
02/23/2020 01H,1022
02/23/2020 00H,1019
02/22/2020 23H,1017
02/22/2020 22H,1014
02/22/2020 21H,1026
02/22/2020 20H,1028
02/22/2020 19H,1033
02/22/2020 18H,1045
02/22/2020 17H,1045
02/22/2020 16H,1043
02/22/2020 15H,1035
02/22/2020 14H,1051
02/22/2020 13H,1044
02/22/2020 12H,1037
02/22/2020 11H,1044
02/22/2020 10H,1039
02/22/2020 09H,1078
02/22/2020 08H,1069
02/22/2020 07H,1070
02/22/2020 06H,1067
02/22/2020 05H,1067
02/22/2020 04H,1049
02/22/2020 03H,1055
02/22/2020 02H,1050
02/22/2020 01H,1049
02/22/2020 00H,1052
02/21/2020 23H,1061
02/21/2020 22H,1065
02/21/2020 21H,1068
02/21/2020 20H,1073
02/21/2020 19H,1072
02/21/2020 18H,1091
02/21/2020 17H,1102
02/21/2020 16H,1099
02/21/2020 15H,1094
02/21/2020 14H,1095
02/21/2020 13H,1077
02/21/2020 12H,1080
02/21/2020 11H,1073
02/21/2020 10H,1078
02/21/2020 09H,1084
02/21/2020 08H,1073
02/21/2020 07H,1079
02/21/2020 06H,1078
02/21/2020 05H,1081
02/21/2020 04H,1059
02/21/2020 03H,1071
02/21/2020 02H,1050
02/21/2020 01H,1047
02/21/2020 00H,1054
02/20/2020 23H,1041
02/20/2020 22H,1056
02/20/2020 21H,1061
02/20/2020 20H,1066
02/20/2020 19H,1079
02/20/2020 18H,1084
02/20/2020 17H,1092
02/20/2020 16H,1095
02/20/2020 15H,1087
02/20/2020 14H,1072
02/20/2020 13H,1065
02/20/2020 12H,1063
02/20/2020 11H,1062
02/20/2020 10H,1063
02/20/2020 09H,1063
02/20/2020 08H,1067
02/20/2020 07H,1067
02/20/2020 06H,1084
02/20/2020 05H,1076
02/20/2020 04H,1072
02/20/2020 03H,1069
02/20/2020 02H,1063
02/20/2020 01H,1059
02/20/2020 00H,1053
02/19/2020 23H,1045
02/19/2020 22H,1045
02/19/2020 21H,1060
02/19/2020 20H,1058
02/19/2020 19H,1061
02/19/2020 18H,1076
02/19/2020 17H,1083
02/19/2020 16H,1097
02/19/2020 15H,1099
02/19/2020 14H,1103
02/19/2020 13H,1090
02/19/2020 12H,1090
02/19/2020 11H,1085
02/19/2020 10H,1082
02/19/2020 09H,1081
02/19/2020 08H,1079
02/19/2020 07H,1080
02/19/2020 06H,1093
02/19/2020 05H,1081
02/19/2020 04H,1085
02/19/2020 03H,1073
02/19/2020 02H,1076
02/19/2020 01H,1073
02/19/2020 00H,1084
02/18/2020 23H,1085
02/18/2020 22H,1087
02/18/2020 21H,1091
02/18/2020 20H,1101
02/18/2020 19H,1096
02/18/2020 18H,1100
02/18/2020 17H,1087
02/18/2020 16H,1050
02/18/2020 15H,1093
02/18/2020 14H,1086
02/18/2020 13H,1088
02/18/2020 12H,1087
02/18/2020 11H,1072
02/18/2020 10H,1071
02/18/2020 09H,1066
02/18/2020 08H,1068
02/18/2020 07H,1073
02/18/2020 06H,1081
02/18/2020 05H,1076
02/18/2020 04H,1068
02/18/2020 03H,1055
02/18/2020 02H,1054
02/18/2020 01H,1069
02/18/2020 00H,1044
02/17/2020 23H,1043
02/17/2020 22H,1041
02/17/2020 21H,1026
02/17/2020 20H,1032
02/17/2020 19H,1051
02/17/2020 18H,1053
02/17/2020 17H,1065
02/17/2020 16H,1071
02/17/2020 15H,1068
02/17/2020 14H,1055
02/17/2020 13H,1027
02/17/2020 12H,1013
02/17/2020 11H,1014
02/17/2020 10H,1005
02/17/2020 09H,1008
02/17/2020 08H,1033
02/17/2020 07H,1026
02/17/2020 06H,1022
02/17/2020 05H,1061
02/17/2020 04H,969
02/17/2020 03H,984
02/17/2020 02H,964
02/17/2020 01H,967
02/17/2020 00H,965
02/16/2020 23H,954
02/16/2020 22H,951
02/16/2020 21H,972
02/16/2020 20H,993
02/16/2020 19H,989
02/16/2020 18H,982
02/16/2020 17H,980
02/16/2020 16H,987
02/16/2020 15H,1006
02/16/2020 14H,1001
02/16/2020 13H,1002
02/16/2020 12H,1004
02/16/2020 11H,1005
02/16/2020 10H,1005
02/16/2020 09H,1000
02/16/2020 08H,1004
02/16/2020 07H,999
02/16/2020 06H,1005
02/16/2020 05H,1006
02/16/2020 04H,1006
02/16/2020 03H,1001
02/16/2020 02H,999
02/16/2020 01H,987
02/16/2020 00H,995
02/15/2020 23H,1010
02/15/2020 22H,1016
02/15/2020 21H,1023
02/15/2020 20H,1036
02/15/2020 19H,1048
02/15/2020 18H,1060
02/15/2020 17H,1056
02/15/2020 16H,1066
02/15/2020 15H,1064
02/15/2020 14H,1057
02/15/2020 13H,1062
02/15/2020 12H,1038
02/15/2020 11H,1052
02/15/2020 10H,1048
02/15/2020 09H,1041
02/15/2020 08H,1029
02/15/2020 07H,1008
02/15/2020 06H,1004
02/15/2020 05H,994
02/15/2020 04H,991
02/15/2020 03H,974
02/15/2020 02H,977
02/15/2020 01H,971
02/15/2020 00H,974
02/14/2020 23H,978
02/14/2020 22H,979
02/14/2020 21H,971
02/14/2020 20H,979
02/14/2020 19H,987
02/14/2020 18H,987
02/14/2020 17H,992
02/14/2020 16H,1005
02/14/2020 15H,1008
02/14/2020 14H,999
02/14/2020 13H,976
02/14/2020 12H,977
02/14/2020 11H,957
02/14/2020 10H,953
02/14/2020 09H,943
02/14/2020 08H,946
02/14/2020 07H,941
02/14/2020 06H,965
02/14/2020 05H,958
02/14/2020 04H,960
02/14/2020 03H,944
02/14/2020 02H,944
02/14/2020 01H,926
02/14/2020 00H,937
02/13/2020 23H,938
02/13/2020 22H,938
02/13/2020 21H,957
02/13/2020 20H,963
02/13/2020 19H,985
02/13/2020 18H,996
02/13/2020 17H,1003
02/13/2020 16H,1007
02/13/2020 15H,1007
02/13/2020 14H,991
02/13/2020 13H,990
02/13/2020 12H,976
02/13/2020 11H,987
02/13/2020 10H,979
02/13/2020 09H,981
02/13/2020 08H,982
02/13/2020 07H,982
02/13/2020 06H,976
02/13/2020 05H,973
02/13/2020 04H,963
02/13/2020 03H,963
02/13/2020 02H,942
02/13/2020 01H,954
02/13/2020 00H,941
02/12/2020 23H,934
02/12/2020 22H,955
02/12/2020 21H,951
02/12/2020 20H,967
02/12/2020 19H,967
02/12/2020 18H,993
02/12/2020 17H,980
02/12/2020 16H,988
02/12/2020 15H,981
02/12/2020 14H,985
02/12/2020 13H,971
02/12/2020 12H,972
02/12/2020 11H,977
02/12/2020 10H,962
02/12/2020 09H,975
02/12/2020 08H,979
02/12/2020 07H,981
02/12/2020 06H,979
02/12/2020 05H,976
02/12/2020 04H,980
02/12/2020 03H,974
02/12/2020 02H,963
02/12/2020 01H,931
02/12/2020 00H,938
02/11/2020 23H,941
02/11/2020 22H,949
02/11/2020 21H,965
02/11/2020 20H,993
02/11/2020 19H,989
02/11/2020 18H,1003
02/11/2020 17H,996
02/11/2020 16H,1003
02/11/2020 15H,997
02/11/2020 14H,989
02/11/2020 13H,993
02/11/2020 12H,985
02/11/2020 11H,984
02/11/2020 10H,982
02/11/2020 09H,978
02/11/2020 08H,986
02/11/2020 07H,981
02/11/2020 06H,984
02/11/2020 05H,975
02/11/2020 04H,973
02/11/2020 03H,971
02/11/2020 02H,950
02/11/2020 01H,961
02/11/2020 00H,973
02/10/2020 23H,965
02/10/2020 22H,967
02/10/2020 21H,965
02/10/2020 20H,987
02/10/2020 19H,1013
02/10/2020 18H,1039
02/10/2020 17H,1041
02/10/2020 16H,1039
02/10/2020 15H,1040
02/10/2020 14H,1027
02/10/2020 13H,1030
02/10/2020 12H,1026
02/10/2020 11H,1030
02/10/2020 10H,1025
02/10/2020 09H,1022
02/10/2020 08H,1024
02/10/2020 07H,1029
02/10/2020 06H,1021
02/10/2020 05H,1011
02/10/2020 04H,1009
02/10/2020 03H,992
02/10/2020 02H,994
02/10/2020 01H,991
02/10/2020 00H,997
02/9/2020 23H,989
02/9/2020 22H,992
02/9/2020 21H,997
02/9/2020 20H,999
02/9/2020 19H,1001
02/9/2020 18H,1009
02/9/2020 17H,1014
02/9/2020 16H,1011
02/9/2020 15H,1013
02/9/2020 14H,1006
02/9/2020 13H,1005
02/9/2020 12H,1005
02/9/2020 11H,1017
02/9/2020 10H,1013
02/9/2020 09H,1018
02/9/2020 08H,988
02/9/2020 07H,987
02/9/2020 06H,992
02/9/2020 05H,993
02/9/2020 04H,983
02/9/2020 03H,979
02/9/2020 02H,965
02/9/2020 01H,950
02/9/2020 00H,939
02/8/2020 23H,939
02/8/2020 22H,915
02/8/2020 21H,935
02/8/2020 20H,928
02/8/2020 19H,941
02/8/2020 18H,945
02/8/2020 17H,955
02/8/2020 16H,960
02/8/2020 15H,959
02/8/2020 14H,960
02/8/2020 13H,949
02/8/2020 12H,934
02/8/2020 11H,954
02/8/2020 10H,944
02/8/2020 09H,971
02/8/2020 08H,990
02/8/2020 07H,985
02/8/2020 06H,1004
02/8/2020 05H,996
02/8/2020 04H,980
02/8/2020 03H,971
02/8/2020 02H,957
02/8/2020 01H,954
02/8/2020 00H,962
02/7/2020 23H,969
02/7/2020 22H,965
02/7/2020 21H,975
02/7/2020 20H,987
02/7/2020 19H,995
02/7/2020 18H,1007
02/7/2020 17H,1010
02/7/2020 16H,1012
02/7/2020 15H,1015
02/7/2020 14H,1010
02/7/2020 13H,1010
02/7/2020 12H,969
02/7/2020 11H,975
02/7/2020 10H,967
02/7/2020 09H,962
02/7/2020 08H,957
02/7/2020 07H,959
02/7/2020 06H,966
02/7/2020 05H,967
02/7/2020 04H,960
02/7/2020 03H,951
02/7/2020 02H,942
02/7/2020 01H,931
02/7/2020 00H,937
02/6/2020 23H,942
02/6/2020 22H,968
02/6/2020 21H,976
02/6/2020 20H,986
02/6/2020 19H,996
02/6/2020 18H,1004
02/6/2020 17H,1064
02/6/2020 16H,967
02/6/2020 15H,944
02/6/2020 14H,935
02/6/2020 13H,924
02/6/2020 12H,930
02/6/2020 11H,923
02/6/2020 10H,923
02/6/2020 09H,934
02/6/2020 08H,957
02/6/2020 07H,979
02/6/2020 06H,1000
02/6/2020 05H,1006
02/6/2020 04H,1007
02/6/2020 03H,1017
02/6/2020 02H,1006
02/6/2020 01H,1008
02/6/2020 00H,1021
02/5/2020 23H,1007
02/5/2020 22H,1016
02/5/2020 21H,1011
02/5/2020 20H,976
02/5/2020 19H,1027
02/5/2020 18H,1030
02/5/2020 17H,1021
02/5/2020 16H,1020
02/5/2020 15H,1010
02/5/2020 14H,1009
02/5/2020 13H,1005
02/5/2020 12H,999
02/5/2020 11H,1011
02/5/2020 10H,1010
02/5/2020 09H,1003
02/5/2020 08H,1015
02/5/2020 07H,1013
02/5/2020 06H,1034
02/5/2020 05H,1022
02/5/2020 04H,1112
02/5/2020 03H,1024
02/5/2020 02H,1021
02/5/2020 01H,1021
02/5/2020 00H,1026
02/4/2020 23H,1036
02/4/2020 22H,1049
02/4/2020 21H,1046
02/4/2020 20H,1052
02/4/2020 19H,1176
02/4/2020 18H,1034
02/4/2020 17H,1025
02/4/2020 16H,1026
02/4/2020 15H,1015
02/4/2020 14H,1007
02/4/2020 13H,999
02/4/2020 12H,1008
02/4/2020 11H,1018
02/4/2020 10H,1013
02/4/2020 09H,1025
02/4/2020 08H,1029
02/4/2020 07H,1029
02/4/2020 06H,1039
02/4/2020 05H,1037
02/4/2020 04H,1036
02/4/2020 03H,1039
02/4/2020 02H,1031
02/4/2020 01H,1036
02/4/2020 00H,1050
02/3/2020 23H,1061
02/3/2020 22H,1060
02/3/2020 21H,1070
02/3/2020 20H,1058
02/3/2020 19H,1062
02/3/2020 18H,1070
02/3/2020 17H,1069
02/3/2020 16H,1073
02/3/2020 15H,1060
02/3/2020 14H,1053
02/3/2020 13H,1043
02/3/2020 12H,1035
02/3/2020 11H,1048
02/3/2020 10H,1043
02/3/2020 09H,1052
02/3/2020 08H,1055
02/3/2020 07H,1047
02/3/2020 06H,1048
02/3/2020 05H,1053
02/3/2020 04H,1049
02/3/2020 03H,1027
02/3/2020 02H,1018
02/3/2020 01H,1030
02/3/2020 00H,1019
02/2/2020 23H,1004
02/2/2020 22H,996
02/2/2020 21H,992
02/2/2020 20H,996
02/2/2020 19H,1001
02/2/2020 18H,1012
02/2/2020 17H,1045
02/2/2020 16H,1007
02/2/2020 15H,1008
02/2/2020 14H,1010
02/2/2020 13H,1001
02/2/2020 12H,991
02/2/2020 11H,998
02/2/2020 10H,996
02/2/2020 09H,1005
02/2/2020 08H,999
02/2/2020 07H,1015
02/2/2020 06H,993
02/2/2020 05H,1012
02/2/2020 04H,993
02/2/2020 03H,990
02/2/2020 02H,992
02/2/2020 01H,956
02/2/2020 00H,942
02/1/2020 23H,951
02/1/2020 22H,954
02/1/2020 21H,967
02/1/2020 20H,985
02/1/2020 19H,990
02/1/2020 18H,971
02/1/2020 17H,987
02/1/2020 16H,1050
02/1/2020 15H,1059
02/1/2020 14H,1052
02/1/2020 13H,1052
02/1/2020 12H,1036
02/1/2020 11H,1048
02/1/2020 10H,1052
02/1/2020 09H,1041
02/1/2020 08H,999
02/1/2020 07H,1036
02/1/2020 06H,1052
02/1/2020 05H,1039
02/1/2020 04H,1066
02/1/2020 03H,1067
02/1/2020 02H,1142
02/1/2020 01H,1034
02/1/2020 00H,1028
01/31/2020 23H,1033
01/31/2020 22H,1043
01/31/2020 21H,1049
01/31/2020 20H,1062
01/31/2020 19H,1066
01/31/2020 18H,1098
01/31/2020 17H,1104
01/31/2020 16H,1104
01/31/2020 15H,1104
01/31/2020 14H,1108
01/31/2020 13H,1101
01/31/2020 12H,1100
01/31/2020 11H,1095
01/31/2020 10H,1095
01/31/2020 09H,1097
01/31/2020 08H,1098
01/31/2020 07H,1084
01/31/2020 06H,1094
01/31/2020 05H,1075
01/31/2020 04H,1068
01/31/2020 03H,1064
01/31/2020 02H,1066
01/31/2020 01H,1066
01/31/2020 00H,1080
01/30/2020 23H,1085
01/30/2020 22H,1092
01/30/2020 21H,1086
01/30/2020 20H,1081
01/30/2020 19H,1093
01/30/2020 18H,1096
01/30/2020 17H,1096
01/30/2020 16H,1090
01/30/2020 15H,1082
01/30/2020 14H,1084
01/30/2020 13H,1078
01/30/2020 12H,1059
01/30/2020 11H,1074
01/30/2020 10H,1069
01/30/2020 09H,1055
01/30/2020 08H,1032
01/30/2020 07H,1026
01/30/2020 06H,1035
01/30/2020 05H,1041
01/30/2020 04H,1040
01/30/2020 03H,1050
01/30/2020 02H,1064
01/30/2020 01H,1061
01/30/2020 00H,1066
01/29/2020 23H,1068
01/29/2020 22H,1068
01/29/2020 21H,1079
01/29/2020 20H,1067
01/29/2020 19H,1065
01/29/2020 18H,1104
01/29/2020 17H,1079
01/29/2020 16H,1080
01/29/2020 15H,1069
01/29/2020 14H,1070
01/29/2020 13H,1063
01/29/2020 12H,1058
01/29/2020 11H,1051
01/29/2020 10H,1058
01/29/2020 09H,1050
01/29/2020 08H,1047
01/29/2020 07H,1027
01/29/2020 06H,1027
01/29/2020 05H,1023
01/29/2020 04H,1035
01/29/2020 03H,1022
01/29/2020 02H,1022
01/29/2020 01H,1011
01/29/2020 00H,1004
01/28/2020 23H,1006
01/28/2020 22H,1000
01/28/2020 21H,1019
01/28/2020 20H,1022
01/28/2020 19H,1019
01/28/2020 18H,1040
01/28/2020 17H,1045
01/28/2020 16H,1074
01/28/2020 15H,1083
01/28/2020 14H,1078
01/28/2020 13H,1081
