Net generation from nuclear for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NUC.H
19:12:51 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NUC.H megawatthours
04/8/2020 05H,29977
04/8/2020 04H,30092
04/8/2020 03H,29969
04/8/2020 02H,29974
04/8/2020 01H,29963
04/8/2020 00H,29952
04/7/2020 23H,29929
04/7/2020 22H,29958
04/7/2020 21H,29959
04/7/2020 20H,29963
04/7/2020 19H,29985
04/7/2020 18H,30006
04/7/2020 17H,30024
04/7/2020 16H,30033
04/7/2020 15H,30066
04/7/2020 14H,30072
04/7/2020 13H,30065
04/7/2020 12H,30073
04/7/2020 11H,30099
04/7/2020 10H,30098
04/7/2020 09H,30096
04/7/2020 08H,30079
04/7/2020 07H,30094
04/7/2020 06H,30116
04/7/2020 05H,30105
04/7/2020 04H,30179
04/7/2020 03H,30085
04/7/2020 02H,30103
04/7/2020 01H,30104
04/7/2020 00H,30088
04/6/2020 23H,30094
04/6/2020 22H,30090
04/6/2020 21H,30107
04/6/2020 20H,30108
04/6/2020 19H,30120
04/6/2020 18H,30149
04/6/2020 17H,30144
04/6/2020 16H,30153
04/6/2020 15H,30171
04/6/2020 14H,30190
04/6/2020 13H,30191
04/6/2020 12H,30194
04/6/2020 11H,30177
04/6/2020 10H,30172
04/6/2020 09H,30183
04/6/2020 08H,30160
04/6/2020 07H,30190
04/6/2020 06H,30190
04/6/2020 05H,30169
04/6/2020 04H,30214
04/6/2020 03H,30161
04/6/2020 02H,30163
04/6/2020 01H,30168
04/6/2020 00H,30161
04/5/2020 23H,30157
04/5/2020 22H,30149
04/5/2020 21H,30167
04/5/2020 20H,30163
04/5/2020 19H,30173
04/5/2020 18H,30192
04/5/2020 17H,30183
04/5/2020 16H,30192
04/5/2020 15H,30196
04/5/2020 14H,30216
04/5/2020 13H,30219
04/5/2020 12H,30208
04/5/2020 11H,30230
04/5/2020 10H,30202
04/5/2020 09H,30230
04/5/2020 08H,30231
04/5/2020 07H,30214
04/5/2020 06H,30226
04/5/2020 05H,30225
04/5/2020 04H,29671
04/5/2020 03H,30198
04/5/2020 02H,30213
04/5/2020 01H,30216
04/5/2020 00H,30205
04/4/2020 23H,30209
04/4/2020 22H,30201
04/4/2020 21H,30218
04/4/2020 20H,30231
04/4/2020 19H,30214
04/4/2020 18H,30224
04/4/2020 17H,30232
04/4/2020 16H,30242
04/4/2020 15H,30222
04/4/2020 14H,30186
04/4/2020 13H,30116
04/4/2020 12H,30030
04/4/2020 11H,29920
04/4/2020 10H,29867
04/4/2020 09H,29868
04/4/2020 08H,29859
04/4/2020 07H,29860
04/4/2020 06H,29820
04/4/2020 05H,29737
04/4/2020 04H,29630
04/4/2020 03H,29611
04/4/2020 02H,29579
04/4/2020 01H,29561
04/4/2020 00H,29549
04/3/2020 23H,29533
04/3/2020 22H,29553
04/3/2020 21H,29529
04/3/2020 20H,29552
04/3/2020 19H,29592
04/3/2020 18H,29589
04/3/2020 17H,29601
04/3/2020 16H,29601
04/3/2020 15H,29624
04/3/2020 14H,29628
04/3/2020 13H,29642
04/3/2020 12H,29639
04/3/2020 11H,29633
04/3/2020 10H,29626
04/3/2020 09H,29636
04/3/2020 08H,29654
04/3/2020 07H,29640
04/3/2020 06H,29633
04/3/2020 05H,29642
04/3/2020 04H,29632
04/3/2020 03H,29625
04/3/2020 02H,29573
04/3/2020 01H,29604
04/3/2020 00H,29585
04/2/2020 23H,29584
04/2/2020 22H,29591
04/2/2020 21H,29600
04/2/2020 20H,29603
04/2/2020 19H,29606
04/2/2020 18H,29594
04/2/2020 17H,29594
04/2/2020 16H,29602
04/2/2020 15H,29620
04/2/2020 14H,29633
04/2/2020 13H,29636
04/2/2020 12H,29643
04/2/2020 11H,29638
04/2/2020 10H,29648
04/2/2020 09H,29642
04/2/2020 08H,29639
04/2/2020 07H,29628
04/2/2020 06H,29636
04/2/2020 05H,29636
04/2/2020 04H,29660
04/2/2020 03H,29643
04/2/2020 02H,29616
04/2/2020 01H,29613
04/2/2020 00H,29609
04/1/2020 23H,29591
04/1/2020 22H,29563
04/1/2020 21H,29532
04/1/2020 20H,29361
04/1/2020 19H,29288
04/1/2020 18H,29286
04/1/2020 17H,29286
04/1/2020 16H,29298
04/1/2020 15H,29252
04/1/2020 14H,29244
04/1/2020 13H,29268
04/1/2020 12H,29668
04/1/2020 11H,29655
04/1/2020 10H,29675
04/1/2020 09H,29661
04/1/2020 08H,29666
04/1/2020 07H,29662
04/1/2020 06H,29653
04/1/2020 05H,29662
04/1/2020 04H,30250
04/1/2020 03H,29960
04/1/2020 02H,30294
04/1/2020 01H,30280
04/1/2020 00H,30276
03/31/2020 23H,30271
03/31/2020 22H,30274
03/31/2020 21H,30271
03/31/2020 20H,30278
03/31/2020 19H,30273
03/31/2020 18H,30265
03/31/2020 17H,30275
03/31/2020 16H,30277
03/31/2020 15H,30285
03/31/2020 14H,30277
03/31/2020 13H,30282
03/31/2020 12H,30284
03/31/2020 11H,30292
03/31/2020 10H,30293
03/31/2020 09H,30288
03/31/2020 08H,30300
03/31/2020 07H,30299
03/31/2020 06H,30295
03/31/2020 05H,30260
03/31/2020 04H,30186
03/31/2020 03H,30250
03/31/2020 02H,30249
03/31/2020 01H,30243
03/31/2020 00H,30233
03/30/2020 23H,30230
03/30/2020 22H,30222
03/30/2020 21H,30199
03/30/2020 20H,30187
03/30/2020 19H,30195
03/30/2020 18H,30194
03/30/2020 17H,30207
03/30/2020 16H,30237
03/30/2020 15H,30231
03/30/2020 14H,30229
03/30/2020 13H,30215
03/30/2020 12H,30202
03/30/2020 11H,30206
03/30/2020 10H,30194
03/30/2020 09H,30180
03/30/2020 08H,30184
03/30/2020 07H,30184
03/30/2020 06H,30157
03/30/2020 05H,30117
03/30/2020 04H,30456
03/30/2020 03H,30289
03/30/2020 02H,30414
03/30/2020 01H,30590
03/30/2020 00H,30703
03/29/2020 23H,30757
03/29/2020 22H,30711
03/29/2020 21H,30705
03/29/2020 20H,30653
03/29/2020 19H,30635
03/29/2020 18H,30616
03/29/2020 17H,30578
03/29/2020 16H,30496
03/29/2020 15H,30474
03/29/2020 14H,30518
03/29/2020 13H,30533
03/29/2020 12H,30536
03/29/2020 11H,30518
03/29/2020 10H,30569
03/29/2020 09H,30595
03/29/2020 08H,30605
03/29/2020 07H,30610
03/29/2020 06H,30580
03/29/2020 05H,30484
03/29/2020 04H,30026
03/29/2020 03H,30271
03/29/2020 02H,30208
03/29/2020 01H,30169
03/29/2020 00H,30116
03/28/2020 23H,30046
03/28/2020 22H,30006
03/28/2020 21H,30009
03/28/2020 20H,30019
03/28/2020 19H,30114
03/28/2020 18H,30108
03/28/2020 17H,30124
03/28/2020 16H,30123
03/28/2020 15H,30120
03/28/2020 14H,30129
03/28/2020 13H,30110
03/28/2020 12H,30109
03/28/2020 11H,30144
03/28/2020 10H,30135
03/28/2020 09H,30142
03/28/2020 08H,30115
03/28/2020 07H,30032
03/28/2020 06H,30073
03/28/2020 05H,29992
03/28/2020 04H,29848
03/28/2020 03H,30380
03/28/2020 02H,30468
03/28/2020 01H,30858
03/28/2020 00H,30984
03/27/2020 23H,31015
03/27/2020 22H,30955
03/27/2020 21H,30931
03/27/2020 20H,31008
03/27/2020 19H,31164
03/27/2020 18H,31043
03/27/2020 17H,30753
03/27/2020 16H,30722
03/27/2020 15H,30700
03/27/2020 14H,30673
03/27/2020 13H,30650
03/27/2020 12H,30618
03/27/2020 11H,30587
03/27/2020 10H,30484
03/27/2020 09H,30320
03/27/2020 08H,30229
03/27/2020 07H,29958
03/27/2020 06H,29817
03/27/2020 05H,29770
03/27/2020 04H,29650
03/27/2020 03H,29821
03/27/2020 02H,29858
03/27/2020 01H,29962
03/27/2020 00H,30058
03/26/2020 23H,30052
03/26/2020 22H,30013
03/26/2020 21H,30032
03/26/2020 20H,30036
03/26/2020 19H,30024
03/26/2020 18H,29972
03/26/2020 17H,29846
03/26/2020 16H,29742
03/26/2020 15H,29672
03/26/2020 14H,29626
03/26/2020 13H,29648
03/26/2020 12H,29653
03/26/2020 11H,29653
03/26/2020 10H,29651
03/26/2020 09H,29665
03/26/2020 08H,29643
03/26/2020 07H,29629
03/26/2020 06H,29648
03/26/2020 05H,29634
03/26/2020 04H,29697
03/26/2020 03H,29649
03/26/2020 02H,29650
03/26/2020 01H,29629
03/26/2020 00H,29625
03/25/2020 23H,29614
03/25/2020 22H,29632
03/25/2020 21H,29622
03/25/2020 20H,29648
03/25/2020 19H,29645
03/25/2020 18H,29665
03/25/2020 17H,29665
03/25/2020 16H,29645
03/25/2020 15H,29672
03/25/2020 14H,29680
03/25/2020 13H,29672
03/25/2020 12H,29711
03/25/2020 11H,29712
03/25/2020 10H,29706
03/25/2020 09H,29696
03/25/2020 08H,29703
03/25/2020 07H,29688
03/25/2020 06H,29687
03/25/2020 05H,29694
03/25/2020 04H,29625
03/25/2020 03H,29693
03/25/2020 02H,29691
03/25/2020 01H,29673
03/25/2020 00H,29679
03/24/2020 23H,29686
03/24/2020 22H,29675
03/24/2020 21H,29683
03/24/2020 20H,29682
03/24/2020 19H,29676
03/24/2020 18H,29686
03/24/2020 17H,29697
03/24/2020 16H,29681
03/24/2020 15H,29679
03/24/2020 14H,29661
03/24/2020 13H,29647
03/24/2020 12H,29620
03/24/2020 11H,29623
03/24/2020 10H,29619
03/24/2020 09H,29612
03/24/2020 08H,29631
03/24/2020 07H,29597
03/24/2020 06H,29640
03/24/2020 05H,29608
03/24/2020 04H,29191
03/24/2020 03H,29706
03/24/2020 02H,29698
03/24/2020 01H,29689
03/24/2020 00H,29638
03/23/2020 23H,29614
03/23/2020 22H,29609
03/23/2020 21H,29544
03/23/2020 20H,29441
03/23/2020 19H,29378
03/23/2020 18H,29376
03/23/2020 17H,29266
03/23/2020 16H,29181
03/23/2020 15H,29188
03/23/2020 14H,29187
03/23/2020 13H,29178
03/23/2020 12H,29188
03/23/2020 11H,29180
03/23/2020 10H,29197
03/23/2020 09H,29201
03/23/2020 08H,29196
03/23/2020 07H,29188
03/23/2020 06H,29204
03/23/2020 05H,29174
03/23/2020 04H,29221
03/23/2020 03H,29173
03/23/2020 02H,29175
03/23/2020 01H,29171
03/23/2020 00H,29164
03/22/2020 23H,29175
03/22/2020 22H,29171
03/22/2020 21H,29178
03/22/2020 20H,29188
03/22/2020 19H,29199
03/22/2020 18H,29171
03/22/2020 17H,29183
03/22/2020 16H,29209
03/22/2020 15H,29219
03/22/2020 14H,29225
03/22/2020 13H,29228
03/22/2020 12H,29237
03/22/2020 11H,29216
03/22/2020 10H,29225
03/22/2020 09H,29208
03/22/2020 08H,29228
03/22/2020 07H,29224
03/22/2020 06H,29228
03/22/2020 05H,29215
03/22/2020 04H,29504
03/22/2020 03H,29210
03/22/2020 02H,29190
03/22/2020 01H,29205
03/22/2020 00H,29198
03/21/2020 23H,29203
03/21/2020 22H,29222
03/21/2020 21H,29208
03/21/2020 20H,29222
03/21/2020 19H,29215
03/21/2020 18H,29223
03/21/2020 17H,29232
03/21/2020 16H,29228
03/21/2020 15H,29240
03/21/2020 14H,29235
03/21/2020 13H,29337
03/21/2020 12H,29445
03/21/2020 11H,29551
03/21/2020 10H,29579
03/21/2020 09H,29562
03/21/2020 08H,29556
03/21/2020 07H,29538
03/21/2020 06H,29526
03/21/2020 05H,29527
03/21/2020 04H,29571
03/21/2020 03H,29480
03/21/2020 02H,29470
03/21/2020 01H,29470
03/21/2020 00H,29473
03/20/2020 23H,29444
03/20/2020 22H,29437
03/20/2020 21H,29401
03/20/2020 20H,29385
03/20/2020 19H,29356
03/20/2020 18H,29334
03/20/2020 17H,29354
03/20/2020 16H,29346
03/20/2020 15H,29366
03/20/2020 14H,29353
03/20/2020 13H,29444
03/20/2020 12H,29586
03/20/2020 11H,29602
03/20/2020 10H,29625
03/20/2020 09H,29624
03/20/2020 08H,29633
03/20/2020 07H,29632
03/20/2020 06H,29628
03/20/2020 05H,29596
03/20/2020 04H,26762
03/20/2020 03H,29656
03/20/2020 02H,29689
03/20/2020 01H,29707
03/20/2020 00H,29718
03/19/2020 23H,29740
03/19/2020 22H,29740
03/19/2020 21H,29756
03/19/2020 20H,29779
03/19/2020 19H,29799
03/19/2020 18H,29817
03/19/2020 17H,29801
03/19/2020 16H,29818
03/19/2020 15H,29826
03/19/2020 14H,29820
03/19/2020 13H,29828
03/19/2020 12H,29813
03/19/2020 11H,29822
03/19/2020 10H,29817
03/19/2020 09H,29824
03/19/2020 08H,26751
03/19/2020 07H,26776
03/19/2020 06H,26769
03/19/2020 05H,26770
03/19/2020 04H,26758
03/19/2020 03H,26765
03/19/2020 02H,26744
03/19/2020 01H,26732
03/19/2020 00H,26738
03/18/2020 23H,26736
03/18/2020 22H,26744
03/18/2020 21H,26750
03/18/2020 20H,26744
03/18/2020 19H,26765
03/18/2020 18H,26760
03/18/2020 17H,26759
03/18/2020 16H,26774
03/18/2020 15H,26779
03/18/2020 14H,26788
03/18/2020 13H,26787
03/18/2020 12H,26787
03/18/2020 11H,26773
03/18/2020 10H,26785
03/18/2020 09H,26785
03/18/2020 08H,26782
03/18/2020 07H,26787
03/18/2020 06H,26786
03/18/2020 05H,26782
03/18/2020 04H,26825
03/18/2020 03H,26761
03/18/2020 02H,26754
03/18/2020 01H,26743
03/18/2020 00H,26748
03/17/2020 23H,26752
03/17/2020 22H,26733
03/17/2020 21H,26760
03/17/2020 20H,26786
03/17/2020 19H,26792
03/17/2020 18H,26778
03/17/2020 17H,26788
03/17/2020 16H,26805
03/17/2020 15H,26836
03/17/2020 14H,26842
03/17/2020 13H,26831
03/17/2020 12H,26845
03/17/2020 11H,26838
03/17/2020 10H,26832
03/17/2020 09H,26844
03/17/2020 08H,26855
03/17/2020 07H,26830
03/17/2020 06H,26832
03/17/2020 05H,26825
03/17/2020 04H,26531
03/17/2020 03H,26833
03/17/2020 02H,26834
03/17/2020 01H,26794
03/17/2020 00H,26815
03/16/2020 23H,26816
03/16/2020 22H,26802
03/16/2020 21H,26804
03/16/2020 20H,26801
03/16/2020 19H,26801
03/16/2020 18H,26808
03/16/2020 17H,26752
03/16/2020 16H,26711
03/16/2020 15H,26690
03/16/2020 14H,26691
03/16/2020 13H,26677
03/16/2020 12H,26686
03/16/2020 11H,26681
03/16/2020 10H,26692
03/16/2020 09H,26685
03/16/2020 08H,26692
03/16/2020 07H,26658
03/16/2020 06H,26605
03/16/2020 05H,26572
03/16/2020 04H,25808
03/16/2020 03H,26509
03/16/2020 02H,26457
03/16/2020 01H,26411
03/16/2020 00H,26414
03/15/2020 23H,26643
03/15/2020 22H,26651
03/15/2020 21H,26656
03/15/2020 20H,26670
03/15/2020 19H,26666
03/15/2020 18H,26655
03/15/2020 17H,26656
03/15/2020 16H,26648
03/15/2020 15H,26650
03/15/2020 14H,26641
03/15/2020 13H,26623
03/15/2020 12H,26602
03/15/2020 11H,26577
03/15/2020 10H,26398
03/15/2020 09H,26188
03/15/2020 08H,25950
03/15/2020 07H,25932
03/15/2020 06H,25907
03/15/2020 05H,25855
03/15/2020 04H,26264
03/15/2020 03H,25811
03/15/2020 02H,26106
03/15/2020 01H,26279
03/15/2020 00H,26228
03/14/2020 23H,26161
03/14/2020 22H,26140
03/14/2020 21H,26112
03/14/2020 20H,26075
03/14/2020 19H,26041
03/14/2020 18H,26021
03/14/2020 17H,26021
03/14/2020 16H,26034
03/14/2020 15H,26017
03/14/2020 14H,25969
03/14/2020 13H,25948
03/14/2020 12H,25887
03/14/2020 11H,25900
03/14/2020 10H,25897
03/14/2020 09H,25918
03/14/2020 08H,25924
03/14/2020 07H,26033
03/14/2020 06H,26124
03/14/2020 05H,26231
03/14/2020 04H,25356
03/14/2020 03H,26228
03/14/2020 02H,26198
03/14/2020 01H,26110
03/14/2020 00H,26065
03/13/2020 23H,26025
03/13/2020 22H,25987
03/13/2020 21H,25932
03/13/2020 20H,25866
03/13/2020 19H,25818
03/13/2020 18H,25786
03/13/2020 17H,25810
03/13/2020 16H,25799
03/13/2020 15H,25742
03/13/2020 14H,25650
03/13/2020 13H,25567
03/13/2020 12H,25518
03/13/2020 11H,25523
03/13/2020 10H,25529
03/13/2020 09H,25462
03/13/2020 08H,25455
03/13/2020 07H,25492
03/13/2020 06H,25496
03/13/2020 05H,25459
03/13/2020 04H,25908
03/13/2020 03H,25400
03/13/2020 02H,25569
03/13/2020 01H,25707
03/13/2020 00H,25636
03/12/2020 23H,25639
03/12/2020 22H,25711
03/12/2020 21H,25752
03/12/2020 20H,25728
03/12/2020 19H,25759
03/12/2020 18H,25749
03/12/2020 17H,25762
03/12/2020 16H,25768
03/12/2020 15H,25780
03/12/2020 14H,25765
03/12/2020 13H,25780
03/12/2020 12H,25696
03/12/2020 11H,25664
03/12/2020 10H,25685
03/12/2020 09H,25846
03/12/2020 08H,25837
03/12/2020 07H,25847
03/12/2020 06H,25830
03/12/2020 05H,25833
03/12/2020 04H,25892
03/12/2020 03H,25911
03/12/2020 02H,25918
03/12/2020 01H,25901
03/12/2020 00H,25900
03/11/2020 23H,25908
03/11/2020 22H,25909
03/11/2020 21H,25916
03/11/2020 20H,25901
03/11/2020 19H,25901
03/11/2020 18H,25919
03/11/2020 17H,25927
03/11/2020 16H,25925
03/11/2020 15H,25939
03/11/2020 14H,25937
03/11/2020 13H,25938
03/11/2020 12H,25932
03/11/2020 11H,25933
03/11/2020 10H,25927
03/11/2020 09H,25927
03/11/2020 08H,25902
03/11/2020 07H,25902
03/11/2020 06H,25905
03/11/2020 05H,25889
03/11/2020 04H,25957
03/11/2020 03H,25884
03/11/2020 02H,25879
03/11/2020 01H,25839
03/11/2020 00H,25852
03/10/2020 23H,25827
03/10/2020 22H,25847
03/10/2020 21H,25865
03/10/2020 20H,25910
03/10/2020 19H,25880
03/10/2020 18H,25874
03/10/2020 17H,25878
03/10/2020 16H,25882
03/10/2020 15H,25920
03/10/2020 14H,25930
03/10/2020 13H,25933
03/10/2020 12H,25942
03/10/2020 11H,25937
03/10/2020 10H,25945
03/10/2020 09H,25962
03/10/2020 08H,25968
03/10/2020 07H,25977
03/10/2020 06H,25950
03/10/2020 05H,25947
03/10/2020 04H,28986
03/10/2020 03H,29038
03/10/2020 02H,29038
03/10/2020 01H,29026
03/10/2020 00H,29005
03/9/2020 23H,29012
03/9/2020 22H,29026
03/9/2020 21H,29037
03/9/2020 20H,29039
03/9/2020 19H,29030
03/9/2020 18H,29045
03/9/2020 17H,29062
03/9/2020 16H,29062
03/9/2020 15H,29108
03/9/2020 14H,29122
03/9/2020 13H,29127
03/9/2020 12H,29117
03/9/2020 11H,28994
03/9/2020 10H,28864
03/9/2020 09H,28827
03/9/2020 08H,28793
03/9/2020 07H,28770
03/9/2020 06H,28752
03/9/2020 05H,28797
03/9/2020 04H,26753
03/9/2020 03H,26754
03/9/2020 02H,26825
03/9/2020 01H,26767
03/9/2020 00H,26663
03/8/2020 23H,26573
03/8/2020 22H,26579
03/8/2020 21H,26569
03/8/2020 20H,26573
03/8/2020 19H,26576
03/8/2020 18H,26566
03/8/2020 17H,26564
03/8/2020 16H,26566
03/8/2020 15H,26518
03/8/2020 14H,26545
03/8/2020 13H,26482
03/8/2020 12H,26471
03/8/2020 11H,26475
03/8/2020 10H,26342
03/8/2020 09H,26491
03/8/2020 08H,26488
03/8/2020 07H,26635
03/8/2020 06H,26635
03/8/2020 05H,26539
03/8/2020 04H,26753
03/8/2020 03H,26754
03/8/2020 02H,26825
03/8/2020 01H,26767
03/8/2020 00H,26663
03/7/2020 23H,26573
03/7/2020 22H,26579
03/7/2020 21H,26569
03/7/2020 20H,26573
03/7/2020 19H,26576
03/7/2020 18H,26566
03/7/2020 17H,26564
03/7/2020 16H,26566
03/7/2020 15H,26518
03/7/2020 14H,26545
03/7/2020 13H,26482
03/7/2020 12H,26471
03/7/2020 11H,26475
03/7/2020 10H,26342
03/7/2020 09H,26491
03/7/2020 08H,26488
03/7/2020 07H,26539
03/7/2020 06H,26532
03/7/2020 05H,26964
03/7/2020 04H,26679
03/7/2020 03H,26892
03/7/2020 02H,27058
03/7/2020 01H,27050
03/7/2020 00H,27044
03/6/2020 23H,27062
03/6/2020 22H,27058
03/6/2020 21H,27063
03/6/2020 20H,27061
03/6/2020 19H,27051
03/6/2020 18H,27050
03/6/2020 17H,27051
03/6/2020 16H,27073
03/6/2020 15H,27062
03/6/2020 14H,27074
03/6/2020 13H,27052
03/6/2020 12H,27065
03/6/2020 11H,27040
03/6/2020 10H,27034
03/6/2020 09H,27039
03/6/2020 08H,27020
03/6/2020 07H,26934
03/6/2020 06H,26967
03/6/2020 05H,26938
03/6/2020 04H,27066
03/6/2020 03H,27041
03/6/2020 02H,27044
03/6/2020 01H,27036
03/6/2020 00H,27043
03/5/2020 23H,27048
03/5/2020 22H,27056
03/5/2020 21H,27060
03/5/2020 20H,27037
03/5/2020 19H,27051
03/5/2020 18H,27060
03/5/2020 17H,27052
03/5/2020 16H,27053
03/5/2020 15H,27065
03/5/2020 14H,27029
03/5/2020 13H,26990
03/5/2020 12H,26989
03/5/2020 11H,26973
03/5/2020 10H,26979
03/5/2020 09H,26957
03/5/2020 08H,26951
03/5/2020 07H,26951
03/5/2020 06H,26947
03/5/2020 05H,27103
03/5/2020 04H,26940
03/5/2020 03H,26956
03/5/2020 02H,27054
03/5/2020 01H,27071
03/5/2020 00H,27065
03/4/2020 23H,27059
03/4/2020 22H,27072
03/4/2020 21H,27055
03/4/2020 20H,27069
03/4/2020 19H,27079
03/4/2020 18H,27072
03/4/2020 17H,27108
03/4/2020 16H,27111
03/4/2020 15H,27114
03/4/2020 14H,27107
03/4/2020 13H,27124
03/4/2020 12H,27119
03/4/2020 11H,27108
03/4/2020 10H,27102
03/4/2020 09H,27101
03/4/2020 08H,27094
03/4/2020 07H,27111
03/4/2020 06H,27095
03/4/2020 05H,27083
03/4/2020 04H,27095
03/4/2020 03H,27084
03/4/2020 02H,27085
03/4/2020 01H,27062
03/4/2020 00H,27084
03/3/2020 23H,27070
03/3/2020 22H,27064
03/3/2020 21H,27092
03/3/2020 20H,27089
03/3/2020 19H,27093
03/3/2020 18H,27093
03/3/2020 17H,27080
03/3/2020 16H,27083
03/3/2020 15H,27106
03/3/2020 14H,27118
03/3/2020 13H,27122
03/3/2020 12H,27117
03/3/2020 11H,27100
03/3/2020 10H,27091
03/3/2020 09H,26994
03/3/2020 08H,26976
03/3/2020 07H,27114
03/3/2020 06H,27110
03/3/2020 05H,27197
03/3/2020 04H,27108
03/3/2020 03H,27094
03/3/2020 02H,27122
03/3/2020 01H,27122
03/3/2020 00H,27102
03/2/2020 23H,27098
03/2/2020 22H,27103
03/2/2020 21H,27113
03/2/2020 20H,27103
03/2/2020 19H,27114
03/2/2020 18H,27135
03/2/2020 17H,27149
03/2/2020 16H,27139
03/2/2020 15H,27160
03/2/2020 14H,27165
03/2/2020 13H,27190
03/2/2020 12H,27184
03/2/2020 11H,27199
03/2/2020 10H,27204
03/2/2020 09H,27194
03/2/2020 08H,27194
03/2/2020 07H,27205
03/2/2020 06H,27194
03/2/2020 05H,27231
03/2/2020 04H,27190
03/2/2020 03H,27182
03/2/2020 02H,27194
03/2/2020 01H,27182
03/2/2020 00H,27164
03/1/2020 23H,27172
03/1/2020 22H,27173
03/1/2020 21H,27134
03/1/2020 20H,27112
03/1/2020 19H,27093
03/1/2020 18H,27099
03/1/2020 17H,26954
03/1/2020 16H,26904
03/1/2020 15H,27093
03/1/2020 14H,27224
03/1/2020 13H,27238
03/1/2020 12H,27224
03/1/2020 11H,27220
03/1/2020 10H,27222
03/1/2020 09H,27240
03/1/2020 08H,27196
03/1/2020 07H,27061
03/1/2020 06H,27067
03/1/2020 05H,26718
03/1/2020 04H,27222
03/1/2020 03H,27220
03/1/2020 02H,27218
03/1/2020 01H,27224
03/1/2020 00H,27096
02/29/2020 23H,27090
02/29/2020 22H,27092
02/29/2020 21H,27078
02/29/2020 20H,27088
02/29/2020 19H,27084
02/29/2020 18H,27088
02/29/2020 17H,27092
02/29/2020 16H,27107
02/29/2020 15H,27032
02/29/2020 14H,27057
02/29/2020 13H,27011
02/29/2020 12H,26986
02/29/2020 11H,27040
02/29/2020 10H,26920
02/29/2020 09H,26840
02/29/2020 08H,26857
02/29/2020 07H,26847
02/29/2020 06H,26811
02/29/2020 05H,26075
02/29/2020 04H,26483
02/29/2020 03H,26508
02/29/2020 02H,26446
02/29/2020 01H,26324
02/29/2020 00H,26327
02/28/2020 23H,26287
02/28/2020 22H,26226
02/28/2020 21H,26246
02/28/2020 20H,26224
02/28/2020 19H,26175
02/28/2020 18H,26168
02/28/2020 17H,26162
02/28/2020 16H,26191
02/28/2020 15H,26125
02/28/2020 14H,26068
02/28/2020 13H,26082
02/28/2020 12H,26085
02/28/2020 11H,26073
02/28/2020 10H,26077
02/28/2020 09H,26074
02/28/2020 08H,26094
02/28/2020 07H,26083
02/28/2020 06H,26085
02/28/2020 05H,26071
02/28/2020 04H,26077
02/28/2020 03H,26075
02/28/2020 02H,26082
02/28/2020 01H,26073
02/28/2020 00H,26096
02/27/2020 23H,26089
02/27/2020 22H,26083
02/27/2020 21H,26088
02/27/2020 20H,26084
02/27/2020 19H,26059
02/27/2020 18H,26062
02/27/2020 17H,26038
02/27/2020 16H,26045
02/27/2020 15H,26062
02/27/2020 14H,26084
02/27/2020 13H,26070
02/27/2020 12H,26058
02/27/2020 11H,26067
02/27/2020 10H,26088
02/27/2020 09H,26087
02/27/2020 08H,26078
02/27/2020 07H,26089
02/27/2020 06H,26081
02/27/2020 05H,26091
02/27/2020 04H,26080
02/27/2020 03H,26080
02/27/2020 02H,26076
02/27/2020 01H,26068
02/27/2020 00H,26076
02/26/2020 23H,26088
02/26/2020 22H,26074
02/26/2020 21H,26075
02/26/2020 20H,26058
02/26/2020 19H,26080
02/26/2020 18H,26093
02/26/2020 17H,26092
02/26/2020 16H,26064
02/26/2020 15H,26057
02/26/2020 14H,26076
02/26/2020 13H,26078
02/26/2020 12H,26103
02/26/2020 11H,26027
02/26/2020 10H,26080
02/26/2020 09H,26080
02/26/2020 08H,26094
02/26/2020 07H,26089
02/26/2020 06H,26086
02/26/2020 05H,27278
02/26/2020 04H,26083
02/26/2020 03H,26084
02/26/2020 02H,26083
02/26/2020 01H,26258
02/26/2020 00H,27059
02/25/2020 23H,27268
02/25/2020 22H,27223
02/25/2020 21H,27259
02/25/2020 20H,27265
02/25/2020 19H,27256
02/25/2020 18H,27256
02/25/2020 17H,27256
02/25/2020 16H,27252
02/25/2020 15H,27252
02/25/2020 14H,27256
02/25/2020 13H,27272
02/25/2020 12H,27261
02/25/2020 11H,27277
02/25/2020 10H,27283
02/25/2020 09H,27280
02/25/2020 08H,27269
02/25/2020 07H,27266
02/25/2020 06H,27276
02/25/2020 05H,27305
02/25/2020 04H,27266
02/25/2020 03H,27275
02/25/2020 02H,27276
02/25/2020 01H,27279
02/25/2020 00H,27269
02/24/2020 23H,27258
02/24/2020 22H,27273
02/24/2020 21H,27280
02/24/2020 20H,27268
02/24/2020 19H,27284
02/24/2020 18H,27294
02/24/2020 17H,27300
02/24/2020 16H,27201
02/24/2020 15H,27212
02/24/2020 14H,27289
02/24/2020 13H,27328
02/24/2020 12H,27310
02/24/2020 11H,27314
02/24/2020 10H,27323
02/24/2020 09H,27325
02/24/2020 08H,27328
02/24/2020 07H,27333
02/24/2020 06H,27311
02/24/2020 05H,27148
02/24/2020 04H,27324
02/24/2020 03H,27319
02/24/2020 02H,27310
02/24/2020 01H,27308
02/24/2020 00H,27286
02/23/2020 23H,27301
02/23/2020 22H,27298
