Net generation from natural gas for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NG.H
19:12:44 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NG.H megawatthours
12/15/2019 22H,37332
12/15/2019 21H,34483
12/15/2019 20H,32996
12/15/2019 19H,32731
12/15/2019 18H,32278
12/15/2019 17H,32557
12/15/2019 16H,32396
12/15/2019 15H,31876
12/15/2019 14H,32270
12/15/2019 13H,31734
12/15/2019 12H,30887
12/15/2019 11H,30081
12/15/2019 10H,28380
12/15/2019 09H,27845
12/15/2019 08H,27910
12/15/2019 07H,27805
12/15/2019 06H,28427
12/15/2019 05H,30637
12/15/2019 04H,28940
12/15/2019 03H,30223
12/15/2019 02H,31071
12/15/2019 01H,32165
12/15/2019 00H,31875
12/14/2019 23H,32545
12/14/2019 22H,32402
12/14/2019 21H,31250
12/14/2019 20H,30313
12/14/2019 19H,30049
12/14/2019 18H,31038
12/14/2019 17H,31148
12/14/2019 16H,31916
12/14/2019 15H,32160
12/14/2019 14H,31489
12/14/2019 13H,30433
12/14/2019 12H,29115
12/14/2019 11H,27987
12/14/2019 10H,28055
12/14/2019 09H,27593
12/14/2019 08H,28031
12/14/2019 07H,27931
12/14/2019 06H,28591
12/14/2019 05H,31245
12/14/2019 04H,31929
12/14/2019 03H,33826
12/14/2019 02H,35872
12/14/2019 01H,37373
12/14/2019 00H,37810
12/13/2019 23H,38671
12/13/2019 22H,38493
12/13/2019 21H,38245
12/13/2019 20H,36788
12/13/2019 19H,37361
12/13/2019 18H,37950
12/13/2019 17H,37953
12/13/2019 16H,38377
12/13/2019 15H,38342
12/13/2019 14H,38532
12/13/2019 13H,36965
12/13/2019 12H,36732
12/13/2019 11H,34675
12/13/2019 10H,32284
12/13/2019 09H,31387
12/13/2019 08H,31561
12/13/2019 07H,31496
12/13/2019 06H,31803
12/13/2019 05H,35082
12/13/2019 04H,33630
12/13/2019 03H,35400
12/13/2019 02H,38829
12/13/2019 01H,40744
12/13/2019 00H,40859
12/12/2019 23H,41503
12/12/2019 22H,40597
12/12/2019 21H,38187
12/12/2019 20H,37294
12/12/2019 19H,37345
12/12/2019 18H,37241
12/12/2019 17H,37701
12/12/2019 16H,38896
12/12/2019 15H,40158
12/12/2019 14H,41884
12/12/2019 13H,46190
12/12/2019 12H,47130
12/12/2019 11H,43471
12/12/2019 10H,36856
12/12/2019 09H,35692
12/12/2019 08H,34756
12/12/2019 07H,34806
12/12/2019 06H,34676
12/12/2019 05H,33960
12/12/2019 04H,37120
12/12/2019 03H,41031
12/12/2019 02H,45988
12/12/2019 01H,48130
12/12/2019 00H,47929
12/11/2019 23H,47532
12/11/2019 22H,45682
12/11/2019 21H,42829
12/11/2019 20H,38778
12/11/2019 19H,38632
12/11/2019 18H,39138
12/11/2019 17H,41060
12/11/2019 16H,41782
12/11/2019 15H,43116
12/11/2019 14H,44207
12/11/2019 13H,45598
12/11/2019 12H,45290
12/11/2019 11H,40064
12/11/2019 10H,36403
12/11/2019 09H,35364
12/11/2019 08H,34601
12/11/2019 07H,34855
12/11/2019 06H,33862
12/11/2019 05H,27195
12/11/2019 04H,36289
12/11/2019 03H,37417
12/11/2019 02H,40477
12/11/2019 01H,41643
12/11/2019 00H,41849
12/10/2019 23H,43002
12/10/2019 22H,41824
12/10/2019 21H,38743
12/10/2019 20H,37378
12/10/2019 19H,37316
12/10/2019 18H,37559
12/10/2019 17H,37742
12/10/2019 16H,37390
12/10/2019 15H,37411
12/10/2019 14H,36170
12/10/2019 13H,35836
12/10/2019 12H,35874
12/10/2019 11H,33428
12/10/2019 10H,29587
12/10/2019 09H,25993
12/10/2019 08H,25251
12/10/2019 07H,25610
12/10/2019 06H,26439
12/10/2019 05H,28619
12/10/2019 04H,29097
12/10/2019 03H,32708
12/10/2019 02H,34927
12/10/2019 01H,36678
12/10/2019 00H,37512
12/9/2019 23H,38598
12/9/2019 22H,38645
12/9/2019 21H,37754
12/9/2019 20H,37911
12/9/2019 19H,37226
12/9/2019 18H,37586
12/9/2019 17H,37091
12/9/2019 16H,37468
12/9/2019 15H,36626
12/9/2019 14H,36899
12/9/2019 13H,36553
12/9/2019 12H,36417
12/9/2019 11H,33771
12/9/2019 10H,31438
12/9/2019 09H,27664
12/9/2019 08H,26640
12/9/2019 07H,26314
12/9/2019 06H,27163
12/9/2019 05H,30676
12/9/2019 04H,30087
12/9/2019 03H,32091
12/9/2019 02H,33675
12/9/2019 01H,35066
12/9/2019 00H,34904
12/8/2019 23H,35220
12/8/2019 22H,35422
12/8/2019 21H,32720
12/8/2019 20H,31864
12/8/2019 19H,31395
12/8/2019 18H,31516
12/8/2019 17H,31408
12/8/2019 16H,31648
12/8/2019 15H,31764
12/8/2019 14H,32081
12/8/2019 13H,32531
12/8/2019 12H,32248
12/8/2019 11H,31425
12/8/2019 10H,30176
12/8/2019 09H,29303
12/8/2019 08H,29156
12/8/2019 07H,29629
12/8/2019 06H,29559
12/8/2019 05H,32043
12/8/2019 04H,31756
12/8/2019 03H,32637
12/8/2019 02H,34123
12/8/2019 01H,35810
12/8/2019 00H,36004
12/7/2019 23H,36842
12/7/2019 22H,35618
12/7/2019 21H,33836
12/7/2019 20H,32630
12/7/2019 19H,31956
12/7/2019 18H,32590
12/7/2019 17H,32742
12/7/2019 16H,34009
12/7/2019 15H,35482
12/7/2019 14H,34527
12/7/2019 13H,35037
12/7/2019 12H,33922
12/7/2019 11H,32869
12/7/2019 10H,31532
12/7/2019 09H,31560
12/7/2019 08H,30983
12/7/2019 07H,31180
12/7/2019 06H,31624
12/7/2019 05H,32372
12/7/2019 04H,35208
12/7/2019 03H,36304
12/7/2019 02H,37157
12/7/2019 01H,38152
12/7/2019 00H,37384
12/6/2019 23H,38166
12/6/2019 22H,37979
12/6/2019 21H,37177
12/6/2019 20H,36582
12/6/2019 19H,36265
12/6/2019 18H,36408
12/6/2019 17H,36686
12/6/2019 16H,36865
12/6/2019 15H,37096
12/6/2019 14H,37872
12/6/2019 13H,37872
12/6/2019 12H,37281
12/6/2019 11H,35597
12/6/2019 10H,33605
12/6/2019 09H,32306
12/6/2019 08H,32104
12/6/2019 07H,31632
12/6/2019 06H,32202
12/6/2019 05H,33006
12/6/2019 04H,34196
12/6/2019 03H,35943
12/6/2019 02H,38138
12/6/2019 01H,38531
12/6/2019 00H,39761
12/5/2019 23H,41846
12/5/2019 22H,40133
12/5/2019 21H,38518
12/5/2019 20H,36094
12/5/2019 19H,35762
12/5/2019 18H,36250
12/5/2019 17H,36045
12/5/2019 16H,37100
12/5/2019 15H,37447
12/5/2019 14H,37694
12/5/2019 13H,38541
12/5/2019 12H,38682
12/5/2019 11H,35796
12/5/2019 10H,33639
12/5/2019 09H,32259
12/5/2019 08H,31600
12/5/2019 07H,32267
12/5/2019 06H,32781
12/5/2019 05H,30794
12/5/2019 04H,31858
12/5/2019 03H,33986
12/5/2019 02H,36560
12/5/2019 01H,37643
12/5/2019 00H,36840
12/4/2019 23H,37222
12/4/2019 22H,37209
12/4/2019 21H,34815
12/4/2019 20H,33519
12/4/2019 19H,32938
12/4/2019 18H,33568
12/4/2019 17H,33251
12/4/2019 16H,35089
12/4/2019 15H,36300
12/4/2019 14H,36305
12/4/2019 13H,36297
12/4/2019 12H,36198
12/4/2019 11H,34042
12/4/2019 10H,31715
12/4/2019 09H,30149
12/4/2019 08H,29243
12/4/2019 07H,29042
12/4/2019 06H,29726
12/4/2019 05H,32019
12/4/2019 04H,31797
12/4/2019 03H,34285
12/4/2019 02H,36630
12/4/2019 01H,37752
12/4/2019 00H,38597
12/3/2019 23H,39042
12/3/2019 22H,38632
12/3/2019 21H,37029
12/3/2019 20H,35296
12/3/2019 19H,34847
12/3/2019 18H,34859
12/3/2019 17H,35558
12/3/2019 16H,35449
12/3/2019 15H,36076
12/3/2019 14H,37053
12/3/2019 13H,37266
12/3/2019 12H,37607
12/3/2019 11H,34935
12/3/2019 10H,32319
12/3/2019 09H,31145
12/3/2019 08H,30590
12/3/2019 07H,30717
12/3/2019 06H,30680
12/3/2019 05H,25521
12/3/2019 04H,32890
12/3/2019 03H,34566
12/3/2019 02H,37473
12/3/2019 01H,39583
12/3/2019 00H,39381
12/2/2019 23H,39648
12/2/2019 22H,39150
12/2/2019 21H,37013
12/2/2019 20H,35222
12/2/2019 19H,35457
12/2/2019 18H,35671
12/2/2019 17H,35828
12/2/2019 16H,35912
12/2/2019 15H,35746
12/2/2019 14H,35691
12/2/2019 13H,34940
12/2/2019 12H,34512
12/2/2019 11H,31923
12/2/2019 10H,29117
12/2/2019 09H,24814
12/2/2019 08H,25057
12/2/2019 07H,25937
12/2/2019 06H,25204
12/2/2019 05H,27139
12/2/2019 04H,27381
12/2/2019 03H,28823
12/2/2019 02H,31195
12/2/2019 01H,33104
12/2/2019 00H,33554
12/1/2019 23H,33460
12/1/2019 22H,33976
12/1/2019 21H,32347
12/1/2019 20H,32038
12/1/2019 19H,31158
12/1/2019 18H,31689
12/1/2019 17H,31999
12/1/2019 16H,31725
12/1/2019 15H,31714
12/1/2019 14H,31043
12/1/2019 13H,29720
12/1/2019 12H,27715
12/1/2019 11H,25123
12/1/2019 10H,25471
12/1/2019 09H,24853
12/1/2019 08H,25232
12/1/2019 07H,25900
12/1/2019 06H,25923
12/1/2019 05H,28682
12/1/2019 04H,28226
12/1/2019 03H,29881
12/1/2019 02H,31238
12/1/2019 01H,32738
12/1/2019 00H,32261
11/30/2019 23H,33212
11/30/2019 22H,32386
11/30/2019 21H,31101
11/30/2019 20H,30825
11/30/2019 19H,30552
11/30/2019 18H,30877
11/30/2019 17H,30771
11/30/2019 16H,31248
11/30/2019 15H,31456
11/30/2019 14H,31752
11/30/2019 13H,31407
11/30/2019 12H,29552
11/30/2019 11H,27938
11/30/2019 10H,25722
11/30/2019 09H,26766
11/30/2019 08H,26418
11/30/2019 07H,26943
11/30/2019 06H,25858
11/30/2019 05H,27487
11/30/2019 04H,28824
11/30/2019 03H,29994
11/30/2019 02H,32411
11/30/2019 01H,33609
11/30/2019 00H,33797
11/29/2019 23H,33945
11/29/2019 22H,34621
11/29/2019 21H,33660
11/29/2019 20H,31593
11/29/2019 19H,31023
11/29/2019 18H,31122
11/29/2019 17H,31842
11/29/2019 16H,32668
11/29/2019 15H,32196
11/29/2019 14H,31942
11/29/2019 13H,31924
11/29/2019 12H,31454
11/29/2019 11H,29610
11/29/2019 10H,28846
11/29/2019 09H,27185
11/29/2019 08H,26124
11/29/2019 07H,26585
11/29/2019 06H,26307
11/29/2019 05H,22383
11/29/2019 04H,28292
11/29/2019 03H,29596
11/29/2019 02H,30476
11/29/2019 01H,30660
11/29/2019 00H,29950
11/28/2019 23H,29711
11/28/2019 22H,30377
11/28/2019 21H,29877
11/28/2019 20H,29479
11/28/2019 19H,29741
11/28/2019 18H,30181
11/28/2019 17H,30836
11/28/2019 16H,31630
11/28/2019 15H,31810
11/28/2019 14H,30754
11/28/2019 13H,29179
11/28/2019 12H,28318
11/28/2019 11H,25669
11/28/2019 10H,24982
11/28/2019 09H,22642
11/28/2019 08H,23010
11/28/2019 07H,23505
11/28/2019 06H,23220
11/28/2019 05H,23058
11/28/2019 04H,24758
11/28/2019 03H,27310
11/28/2019 02H,29595
11/28/2019 01H,30347
11/28/2019 00H,30946
11/27/2019 23H,31262
11/27/2019 22H,31556
11/27/2019 21H,30716
11/27/2019 20H,30270
11/27/2019 19H,30614
11/27/2019 18H,31087
11/27/2019 17H,30727
11/27/2019 16H,31627
11/27/2019 15H,32266
11/27/2019 14H,31962
11/27/2019 13H,30895
11/27/2019 12H,29407
11/27/2019 11H,27233
11/27/2019 10H,23905
11/27/2019 09H,21838
11/27/2019 08H,20592
11/27/2019 07H,20989
11/27/2019 06H,21543
11/27/2019 05H,26987
11/27/2019 04H,26080
11/27/2019 03H,27857
11/27/2019 02H,30881
11/27/2019 01H,32066
11/27/2019 00H,32996
11/26/2019 23H,33780
11/26/2019 22H,33810
11/26/2019 21H,31195
11/26/2019 20H,30864
11/26/2019 19H,29892
11/26/2019 18H,29800
11/26/2019 17H,30028
11/26/2019 16H,30634
11/26/2019 15H,32081
11/26/2019 14H,32593
11/26/2019 13H,34884
11/26/2019 12H,35059
11/26/2019 11H,32233
11/26/2019 10H,29785
11/26/2019 09H,28442
11/26/2019 08H,27983
11/26/2019 07H,27374
11/26/2019 06H,27487
11/26/2019 05H,25759
11/26/2019 04H,27530
11/26/2019 03H,29948
11/26/2019 02H,32347
11/26/2019 01H,33431
11/26/2019 00H,33820
11/25/2019 23H,33497
11/25/2019 22H,33679
11/25/2019 21H,28902
11/25/2019 20H,28902
11/25/2019 19H,29574
11/25/2019 18H,29731
11/25/2019 17H,30160
11/25/2019 16H,30500
11/25/2019 15H,30960
11/25/2019 14H,32514
11/25/2019 13H,33302
11/25/2019 12H,33971
11/25/2019 11H,32097
11/25/2019 10H,28503
11/25/2019 09H,27649
11/25/2019 08H,26348
11/25/2019 07H,26245
11/25/2019 06H,26047
11/25/2019 05H,26992
11/25/2019 04H,26670
11/25/2019 03H,28276
11/25/2019 02H,30208
11/25/2019 01H,31791
11/25/2019 00H,31264
11/24/2019 23H,31497
11/24/2019 22H,31603
11/24/2019 21H,29792
11/24/2019 20H,27914
11/24/2019 19H,27187
11/24/2019 18H,27947
11/24/2019 17H,29083
11/24/2019 16H,30164
11/24/2019 15H,30375
11/24/2019 14H,29550
11/24/2019 13H,28732
11/24/2019 12H,28155
11/24/2019 11H,26900
11/24/2019 10H,25645
11/24/2019 09H,25654
11/24/2019 08H,25289
11/24/2019 07H,24936
11/24/2019 06H,26064
11/24/2019 05H,28870
11/24/2019 04H,27927
11/24/2019 03H,29189
11/24/2019 02H,31135
11/24/2019 01H,30638
11/24/2019 00H,32354
11/23/2019 23H,32709
11/23/2019 22H,32437
11/23/2019 21H,31221
11/23/2019 20H,30365
11/23/2019 19H,30631
11/23/2019 18H,30078
11/23/2019 17H,30597
11/23/2019 16H,31157
11/23/2019 15H,31430
11/23/2019 14H,32423
11/23/2019 13H,32721
11/23/2019 12H,31730
11/23/2019 11H,30691
11/23/2019 10H,29366
11/23/2019 09H,28185
11/23/2019 08H,27893
11/23/2019 07H,28385
11/23/2019 06H,28020
11/23/2019 05H,24867
11/23/2019 04H,30286
11/23/2019 03H,31852
11/23/2019 02H,33981
11/23/2019 01H,34701
11/23/2019 00H,34663
11/22/2019 23H,34723
11/22/2019 22H,34384
11/22/2019 21H,32470
11/22/2019 20H,31992
11/22/2019 19H,31957
11/22/2019 18H,32136
11/22/2019 17H,32172
11/22/2019 16H,32668
11/22/2019 15H,33213
11/22/2019 14H,32371
11/22/2019 13H,32194
11/22/2019 12H,31961
11/22/2019 11H,28896
11/22/2019 10H,25582
11/22/2019 09H,25329
11/22/2019 08H,24159
11/22/2019 07H,24122
11/22/2019 06H,24032
11/22/2019 05H,26847
11/22/2019 04H,25248
11/22/2019 03H,26490
11/22/2019 02H,29440
11/22/2019 01H,30844
11/22/2019 00H,30953
11/21/2019 23H,31247
11/21/2019 22H,30880
11/21/2019 21H,29812
11/21/2019 20H,28955
11/21/2019 19H,29159
11/21/2019 18H,28833
11/21/2019 17H,28677
11/21/2019 16H,29046
11/21/2019 15H,30021
11/21/2019 14H,30739
11/21/2019 13H,31588
11/21/2019 12H,32442
11/21/2019 11H,30158
11/21/2019 10H,27093
11/21/2019 09H,25956
11/21/2019 08H,26174
11/21/2019 07H,25257
11/21/2019 06H,25736
11/21/2019 05H,27223
11/21/2019 04H,29847
11/21/2019 03H,30462
11/21/2019 02H,32337
11/21/2019 01H,33635
11/21/2019 00H,33857
11/20/2019 23H,34401
11/20/2019 22H,34524
11/20/2019 21H,32433
11/20/2019 20H,31617
11/20/2019 19H,31396
11/20/2019 18H,31455
11/20/2019 17H,31844
11/20/2019 16H,32452
11/20/2019 15H,32797
11/20/2019 14H,33467
11/20/2019 13H,33707
11/20/2019 12H,33650
11/20/2019 11H,31210
11/20/2019 10H,27321
11/20/2019 09H,26910
11/20/2019 08H,26274
11/20/2019 07H,26361
11/20/2019 06H,26506
11/20/2019 05H,26978
11/20/2019 04H,28246
11/20/2019 03H,30856
11/20/2019 02H,33231
11/20/2019 01H,35966
11/20/2019 00H,35813
11/19/2019 23H,36564
11/19/2019 22H,35853
11/19/2019 21H,34015
11/19/2019 20H,32906
11/19/2019 19H,32299
11/19/2019 18H,32173
11/19/2019 17H,32472
11/19/2019 16H,33498
11/19/2019 15H,34669
11/19/2019 14H,34158
11/19/2019 13H,34116
11/19/2019 12H,33636
11/19/2019 11H,30032
11/19/2019 10H,27080
11/19/2019 09H,26531
11/19/2019 08H,26367
11/19/2019 07H,26011
11/19/2019 06H,25802
11/19/2019 05H,27363
11/19/2019 04H,27732
11/19/2019 03H,32329
11/19/2019 02H,35495
11/19/2019 01H,37689
11/19/2019 00H,38000
11/18/2019 23H,39280
11/18/2019 22H,38007
11/18/2019 21H,35867
11/18/2019 20H,33799
11/18/2019 19H,34029
11/18/2019 18H,34617
11/18/2019 17H,35077
11/18/2019 16H,37376
11/18/2019 15H,38457
11/18/2019 14H,38466
11/18/2019 13H,38101
11/18/2019 12H,36192
11/18/2019 11H,31932
11/18/2019 10H,28971
11/18/2019 09H,27898
11/18/2019 08H,27166
11/18/2019 07H,27422
11/18/2019 06H,27201
11/18/2019 05H,28534
11/18/2019 04H,27620
11/18/2019 03H,29312
11/18/2019 02H,31019
11/18/2019 01H,33287
11/18/2019 00H,33248
11/17/2019 23H,34087
11/17/2019 22H,33093
11/17/2019 21H,30293
11/17/2019 20H,29199
11/17/2019 19H,28941
11/17/2019 18H,28813
11/17/2019 17H,28555
11/17/2019 16H,28759
11/17/2019 15H,29328
11/17/2019 14H,30184
11/17/2019 13H,29727
11/17/2019 12H,28894
11/17/2019 11H,28034
11/17/2019 10H,26990
11/17/2019 09H,27164
11/17/2019 08H,26944
11/17/2019 07H,27405
11/17/2019 06H,27901
11/17/2019 05H,28126
11/17/2019 04H,28473
11/17/2019 03H,29763
11/17/2019 02H,30941
11/17/2019 01H,31948
11/17/2019 00H,32613
11/16/2019 23H,33449
11/16/2019 22H,32214
11/16/2019 21H,31078
11/16/2019 20H,29635
11/16/2019 19H,28572
11/16/2019 18H,28434
11/16/2019 17H,28739
11/16/2019 16H,29060
11/16/2019 15H,31602
11/16/2019 14H,31612
11/16/2019 13H,31709
11/16/2019 12H,30477
11/16/2019 11H,29297
11/16/2019 10H,27863
11/16/2019 09H,27196
11/16/2019 08H,27364
11/16/2019 07H,27251
11/16/2019 06H,26904
11/16/2019 05H,28862
11/16/2019 04H,29091
11/16/2019 03H,29862
11/16/2019 02H,32368
11/16/2019 01H,32905
11/16/2019 00H,33115
11/15/2019 23H,34186
11/15/2019 22H,33055
11/15/2019 21H,31466
11/15/2019 20H,31137
11/15/2019 19H,31150
11/15/2019 18H,30627
11/15/2019 17H,31157
11/15/2019 16H,33378
11/15/2019 15H,34686
11/15/2019 14H,35596
11/15/2019 13H,38199
11/15/2019 12H,38311
11/15/2019 11H,34193
11/15/2019 10H,31087
11/15/2019 09H,29181
11/15/2019 08H,28570
11/15/2019 07H,29059
11/15/2019 06H,28939
11/15/2019 05H,30304
11/15/2019 04H,30178
11/15/2019 03H,31610
11/15/2019 02H,35387
11/15/2019 01H,38691
11/15/2019 00H,39910
11/14/2019 23H,39821
11/14/2019 22H,38721
11/14/2019 21H,36494
11/14/2019 20H,35278
11/14/2019 19H,34884
11/14/2019 18H,34919
11/14/2019 17H,35399
11/14/2019 16H,37342
11/14/2019 15H,37954
11/14/2019 14H,40048
11/14/2019 13H,42706
11/14/2019 12H,44332
11/14/2019 11H,39906
11/14/2019 10H,33224
11/14/2019 09H,30560
11/14/2019 08H,29126
11/14/2019 07H,29146
11/14/2019 06H,28724
11/14/2019 05H,33984
11/14/2019 04H,31233
11/14/2019 03H,35090
11/14/2019 02H,39921
11/14/2019 01H,41910
11/14/2019 00H,42484
11/13/2019 23H,43169
11/13/2019 22H,41762
11/13/2019 21H,38617
11/13/2019 20H,35104
11/13/2019 19H,35043
11/13/2019 18H,36590
11/13/2019 17H,35956
11/13/2019 16H,37128
11/13/2019 15H,38400
11/13/2019 14H,40127
11/13/2019 13H,43412
11/13/2019 12H,44123
11/13/2019 11H,41876
11/13/2019 10H,37523
11/13/2019 09H,33525
11/13/2019 08H,31590
11/13/2019 07H,31640
11/13/2019 06H,32219
11/13/2019 05H,26767
11/13/2019 04H,34425
11/13/2019 03H,37816
11/13/2019 02H,41996
11/13/2019 01H,42928
11/13/2019 00H,43998
11/12/2019 23H,43274
11/12/2019 22H,41272
11/12/2019 21H,39135
11/12/2019 20H,36458
11/12/2019 19H,36202
11/12/2019 18H,36108
11/12/2019 17H,36250
11/12/2019 16H,36201
11/12/2019 15H,35794
11/12/2019 14H,35126
11/12/2019 13H,34379
11/12/2019 12H,33396
11/12/2019 11H,30726
11/12/2019 10H,26374
11/12/2019 09H,25356
11/12/2019 08H,25375
11/12/2019 07H,26049
11/12/2019 06H,25824
11/12/2019 05H,24118
11/12/2019 04H,27031
11/12/2019 03H,27747
11/12/2019 02H,30199
11/12/2019 01H,31343
11/12/2019 00H,32662
11/11/2019 23H,32028
11/11/2019 22H,31661
11/11/2019 21H,30731
11/11/2019 20H,29663
11/11/2019 19H,29371
11/11/2019 18H,29834
11/11/2019 17H,29749
11/11/2019 16H,29790
11/11/2019 15H,29952
11/11/2019 14H,30262
11/11/2019 13H,31734
11/11/2019 12H,31196
11/11/2019 11H,29317
11/11/2019 10H,25891
11/11/2019 09H,24743
11/11/2019 08H,24424
11/11/2019 07H,24490
11/11/2019 06H,23605
11/11/2019 05H,25956
11/11/2019 04H,26523
11/11/2019 03H,26896
11/11/2019 02H,27806
11/11/2019 01H,29137
11/11/2019 00H,29171
11/10/2019 23H,29308
11/10/2019 22H,28622
11/10/2019 21H,27268
11/10/2019 20H,26793
11/10/2019 19H,26183
11/10/2019 18H,26878
11/10/2019 17H,26329
11/10/2019 16H,26446
11/10/2019 15H,26737
11/10/2019 14H,26672
11/10/2019 13H,26799
11/10/2019 12H,26129
11/10/2019 11H,24894
11/10/2019 10H,25048
11/10/2019 09H,24461
11/10/2019 08H,24268
11/10/2019 07H,24091
11/10/2019 06H,24153
11/10/2019 05H,29786
11/10/2019 04H,28738
11/10/2019 03H,28940
11/10/2019 02H,29121
11/10/2019 01H,30846
11/10/2019 00H,30872
11/9/2019 23H,31232
11/9/2019 22H,30273
11/9/2019 21H,28731
11/9/2019 20H,27452
11/9/2019 19H,26901
11/9/2019 18H,27419
11/9/2019 17H,27819
11/9/2019 16H,28878
11/9/2019 15H,29226
11/9/2019 14H,30043
11/9/2019 13H,32423
11/9/2019 12H,31805
11/9/2019 11H,30883
11/9/2019 10H,29045
11/9/2019 09H,28581
11/9/2019 08H,27254
11/9/2019 07H,27118
11/9/2019 06H,27048
11/9/2019 05H,26029
11/9/2019 04H,29762
11/9/2019 03H,32641
11/9/2019 02H,35194
11/9/2019 01H,37032
11/9/2019 00H,37943
11/8/2019 23H,38836
11/8/2019 22H,37874
11/8/2019 21H,34649
11/8/2019 20H,33388
11/8/2019 19H,33243
11/8/2019 18H,34103
11/8/2019 17H,35387
11/8/2019 16H,35577
11/8/2019 15H,36096
11/8/2019 14H,36856
11/8/2019 13H,36429
11/8/2019 12H,35762
11/8/2019 11H,32311
11/8/2019 10H,27976
11/8/2019 09H,26197
11/8/2019 08H,25832
11/8/2019 07H,25637
11/8/2019 06H,25464
11/8/2019 05H,24907
11/8/2019 04H,26616
11/8/2019 03H,28287
11/8/2019 02H,31512
11/8/2019 01H,33522
11/8/2019 00H,33820
11/7/2019 23H,35017
11/7/2019 22H,34930
11/7/2019 21H,31002
11/7/2019 20H,31002
11/7/2019 19H,30760
11/7/2019 18H,31067
11/7/2019 17H,30353
11/7/2019 16H,30610
11/7/2019 15H,30561
11/7/2019 14H,30333
11/7/2019 13H,30487
11/7/2019 12H,30038
11/7/2019 11H,27680
11/7/2019 10H,23986
11/7/2019 09H,23788
11/7/2019 08H,23340
11/7/2019 07H,23948
11/7/2019 06H,24770
11/7/2019 05H,25436
11/7/2019 04H,26266
11/7/2019 03H,26792
11/7/2019 02H,29042
11/7/2019 01H,31182
11/7/2019 00H,32686
11/6/2019 23H,32894
11/6/2019 22H,31884
11/6/2019 21H,29442
11/6/2019 20H,28733
11/6/2019 19H,28267
11/6/2019 18H,27914
11/6/2019 17H,28313
11/6/2019 16H,28559
11/6/2019 15H,29627
11/6/2019 14H,30496
11/6/2019 13H,31640
11/6/2019 12H,32858
11/6/2019 11H,30444
11/6/2019 10H,26071
11/6/2019 09H,25351
11/6/2019 08H,24790
11/6/2019 07H,25206
11/6/2019 06H,24819
11/6/2019 05H,24888
11/6/2019 04H,25266
11/6/2019 03H,27716
11/6/2019 02H,30868
11/6/2019 01H,32828
11/6/2019 00H,34304
11/5/2019 23H,34983
11/5/2019 22H,33524
11/5/2019 21H,30943
11/5/2019 20H,29961
11/5/2019 19H,29729
11/5/2019 18H,30101
11/5/2019 17H,29741
11/5/2019 16H,32037
11/5/2019 15H,33762
11/5/2019 14H,33658
11/5/2019 13H,33304
11/5/2019 12H,32476
11/5/2019 11H,28957
11/5/2019 10H,23906
11/5/2019 09H,24673
11/5/2019 08H,23292
11/5/2019 07H,23383
11/5/2019 06H,23860
11/5/2019 05H,24712
11/5/2019 04H,25426
11/5/2019 03H,26384
11/5/2019 02H,27774
11/5/2019 01H,30476
11/5/2019 00H,32707
11/4/2019 23H,33960
11/4/2019 22H,33064
11/4/2019 21H,30341
11/4/2019 20H,29575
11/4/2019 19H,29002
11/4/2019 18H,29614
11/4/2019 17H,29438
11/4/2019 16H,29334
11/4/2019 15H,30508
11/4/2019 14H,32766
11/4/2019 13H,33266
11/4/2019 12H,34642
11/4/2019 11H,32002
11/4/2019 10H,27674
11/4/2019 09H,24233
11/4/2019 08H,23598
11/4/2019 07H,23668
11/4/2019 06H,23764
11/4/2019 05H,25819
11/4/2019 04H,25819
11/4/2019 03H,25820
11/4/2019 02H,26896
11/4/2019 01H,28782
11/4/2019 00H,29850
11/3/2019 23H,30663
11/3/2019 22H,30565
11/3/2019 21H,28828
11/3/2019 20H,27258
11/3/2019 19H,25713
11/3/2019 18H,24898
11/3/2019 17H,24085
11/3/2019 16H,24838
11/3/2019 15H,25713
11/3/2019 14H,26046
11/3/2019 13H,25959
11/3/2019 12H,26785
11/3/2019 11H,26194
11/3/2019 10H,25771
11/3/2019 09H,24930
11/3/2019 08H,24391
11/3/2019 07H,24743
11/3/2019 06H,24606
11/3/2019 05H,24880
11/3/2019 04H,28170
11/3/2019 03H,27139
11/3/2019 02H,28397
11/3/2019 01H,28759
11/3/2019 00H,28839
11/2/2019 23H,29075
11/2/2019 22H,27911
11/2/2019 21H,26506
11/2/2019 20H,24668
11/2/2019 19H,24416
11/2/2019 18H,24052
11/2/2019 17H,24666
11/2/2019 16H,25574
11/2/2019 15H,27614
11/2/2019 14H,29566
11/2/2019 13H,31682
11/2/2019 12H,32034
11/2/2019 11H,30727
11/2/2019 10H,28295
11/2/2019 09H,26915
11/2/2019 08H,25430
11/2/2019 07H,26060
11/2/2019 06H,25955
11/2/2019 05H,26356
11/2/2019 04H,26534
11/2/2019 03H,29877
11/2/2019 02H,31292
11/2/2019 01H,32888
11/2/2019 00H,33914
11/1/2019 23H,33609
11/1/2019 22H,32512
11/1/2019 21H,31107
11/1/2019 20H,30754
11/1/2019 19H,29804
11/1/2019 18H,29884
11/1/2019 17H,30227
11/1/2019 16H,31442
11/1/2019 15H,32628
