Net generation from natural gas for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NG.H
19:12:44 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NG.H megawatthours
10/6/2021 21H,43977
10/6/2021 20H,43530
10/6/2021 19H,43888
10/6/2021 18H,43188
10/6/2021 17H,43466
10/6/2021 16H,42010
10/6/2021 15H,42331
10/6/2021 14H,41305
10/6/2021 13H,40904
10/6/2021 12H,39832
10/6/2021 11H,38537
10/6/2021 10H,34328
10/6/2021 09H,30411
10/6/2021 08H,28392
10/6/2021 07H,28470
10/6/2021 06H,28772
10/6/2021 05H,30004
10/6/2021 04H,33566
10/6/2021 03H,35621
10/6/2021 02H,38582
10/6/2021 01H,42124
10/6/2021 00H,44651
10/5/2021 23H,45223
10/5/2021 22H,45371
10/5/2021 21H,45327
10/5/2021 20H,45179
10/5/2021 19H,44800
10/5/2021 18H,44214
10/5/2021 17H,43320
10/5/2021 16H,42428
10/5/2021 15H,41760
10/5/2021 14H,40862
10/5/2021 13H,40339
10/5/2021 12H,40744
10/5/2021 11H,39967
10/5/2021 10H,36873
10/5/2021 09H,32884
10/5/2021 08H,31021
10/5/2021 07H,30045
10/5/2021 06H,31626
10/5/2021 05H,32856
10/5/2021 04H,33578
10/5/2021 03H,36294
10/5/2021 02H,40243
10/5/2021 01H,43250
10/5/2021 00H,46977
10/4/2021 23H,48738
10/4/2021 22H,48676
10/4/2021 21H,49293
10/4/2021 20H,49477
10/4/2021 19H,48826
10/4/2021 18H,48767
10/4/2021 17H,47801
10/4/2021 16H,47762
10/4/2021 15H,47380
10/4/2021 14H,45282
10/4/2021 13H,44057
10/4/2021 12H,43184
10/4/2021 11H,42235
10/4/2021 10H,38046
10/4/2021 09H,34650
10/4/2021 08H,31858
10/4/2021 07H,31777
10/4/2021 06H,32205
10/4/2021 05H,32878
10/4/2021 04H,30908
10/4/2021 03H,35656
10/4/2021 02H,39190
10/4/2021 01H,41476
10/4/2021 00H,44399
10/3/2021 23H,44539
10/3/2021 22H,43498
10/3/2021 21H,42871
10/3/2021 20H,42078
10/3/2021 19H,41284
10/3/2021 18H,40346
10/3/2021 17H,39278
10/3/2021 16H,36432
10/3/2021 15H,34668
10/3/2021 14H,32775
10/3/2021 13H,31181
10/3/2021 12H,30273
10/3/2021 11H,29024
10/3/2021 10H,27459
10/3/2021 09H,26582
10/3/2021 08H,26487
10/3/2021 07H,26912
10/3/2021 06H,27417
10/3/2021 05H,29145
10/3/2021 04H,27839
10/3/2021 03H,33455
10/3/2021 02H,35004
10/3/2021 01H,36345
10/3/2021 00H,39044
10/2/2021 23H,40369
10/2/2021 22H,40320
10/2/2021 21H,39207
10/2/2021 20H,38097
10/2/2021 19H,35873
10/2/2021 18H,34912
10/2/2021 17H,34936
10/2/2021 16H,34564
10/2/2021 15H,33461
10/2/2021 14H,31939
10/2/2021 13H,31259
10/2/2021 12H,29287
10/2/2021 11H,30862
10/2/2021 10H,29060
10/2/2021 09H,26494
10/2/2021 08H,25940
10/2/2021 07H,25823
10/2/2021 06H,26132
10/2/2021 05H,27265
10/2/2021 04H,26498
10/2/2021 03H,31027
10/2/2021 02H,33213
10/2/2021 01H,35796
10/2/2021 00H,38151
10/1/2021 23H,38473
10/1/2021 22H,39511
10/1/2021 21H,39989
10/1/2021 20H,38362
10/1/2021 19H,37535
10/1/2021 18H,37377
10/1/2021 17H,36248
10/1/2021 16H,35988
10/1/2021 15H,34829
10/1/2021 14H,34408
10/1/2021 13H,34426
10/1/2021 12H,35826
10/1/2021 11H,35820
10/1/2021 10H,33361
10/1/2021 09H,28996
10/1/2021 08H,25719
10/1/2021 07H,25385
10/1/2021 06H,25672
10/1/2021 05H,26873
10/1/2021 04H,28532
10/1/2021 03H,31672
10/1/2021 02H,34530
10/1/2021 01H,38566
10/1/2021 00H,42036
09/30/2021 23H,43091
09/30/2021 22H,42729
09/30/2021 21H,44145
09/30/2021 20H,42805
09/30/2021 19H,43069
09/30/2021 18H,42375
09/30/2021 17H,40953
09/30/2021 16H,39683
09/30/2021 15H,38425
09/30/2021 14H,37145
09/30/2021 13H,36761
09/30/2021 12H,38420
09/30/2021 11H,37506
09/30/2021 10H,34892
09/30/2021 09H,29174
09/30/2021 08H,26565
09/30/2021 07H,25723
09/30/2021 06H,26758
09/30/2021 05H,27020
09/30/2021 04H,29774
09/30/2021 03H,31488
09/30/2021 02H,35386
09/30/2021 01H,39453
09/30/2021 00H,42606
09/29/2021 23H,44276
09/29/2021 22H,45196
09/29/2021 21H,45380
09/29/2021 20H,43856
09/29/2021 19H,42469
09/29/2021 18H,40807
09/29/2021 17H,39290
09/29/2021 16H,37198
09/29/2021 15H,36024
09/29/2021 14H,35057
09/29/2021 13H,35738
09/29/2021 12H,36194
09/29/2021 11H,36883
09/29/2021 10H,33441
09/29/2021 09H,27611
09/29/2021 08H,24310
09/29/2021 07H,23667
09/29/2021 06H,25379
09/29/2021 05H,27254
09/29/2021 04H,29970
09/29/2021 03H,34031
09/29/2021 02H,36314
09/29/2021 01H,40452
09/29/2021 00H,44802
09/28/2021 23H,47240
09/28/2021 22H,47605
09/28/2021 21H,48224
09/28/2021 20H,47540
09/28/2021 19H,46281
09/28/2021 18H,44927
09/28/2021 17H,43378
09/28/2021 16H,42185
09/28/2021 15H,41296
09/28/2021 14H,39980
09/28/2021 13H,38761
09/28/2021 12H,37812
09/28/2021 11H,37035
09/28/2021 10H,32863
09/28/2021 09H,28710
09/28/2021 08H,26467
09/28/2021 07H,26192
09/28/2021 06H,26949
09/28/2021 05H,27971
09/28/2021 04H,18623
09/28/2021 03H,34346
09/28/2021 02H,38050
09/28/2021 01H,43036
09/28/2021 00H,46447
09/27/2021 23H,48219
09/27/2021 22H,48391
09/27/2021 21H,47508
09/27/2021 20H,44764
09/27/2021 19H,42450
09/27/2021 18H,39154
09/27/2021 17H,38528
09/27/2021 16H,35986
09/27/2021 15H,33253
09/27/2021 14H,31340
09/27/2021 13H,30289
09/27/2021 12H,30376
09/27/2021 11H,28964
09/27/2021 10H,26456
09/27/2021 09H,20230
09/27/2021 08H,18432
09/27/2021 07H,16461
09/27/2021 06H,16877
09/27/2021 05H,17448
09/27/2021 04H,20140
09/27/2021 03H,22020
09/27/2021 02H,25234
09/27/2021 01H,29027
09/27/2021 00H,32876
09/26/2021 23H,32859
09/26/2021 22H,32558
09/26/2021 21H,29943
09/26/2021 20H,28492
09/26/2021 19H,25258
09/26/2021 18H,23657
09/26/2021 17H,23300
09/26/2021 16H,22264
09/26/2021 15H,21536
09/26/2021 14H,20662
09/26/2021 13H,19148
09/26/2021 12H,17963
09/26/2021 11H,17478
09/26/2021 10H,17408
09/26/2021 09H,16440
09/26/2021 08H,16585
09/26/2021 07H,16737
09/26/2021 06H,17596
09/26/2021 05H,19455
09/26/2021 04H,19929
09/26/2021 03H,23082
09/26/2021 02H,26277
09/26/2021 01H,30480
09/26/2021 00H,31706
09/25/2021 23H,32496
09/25/2021 22H,31708
09/25/2021 21H,31024
09/25/2021 20H,29950
09/25/2021 19H,28095
09/25/2021 18H,26273
09/25/2021 17H,25495
09/25/2021 16H,25917
09/25/2021 15H,25654
09/25/2021 14H,25079
09/25/2021 13H,22332
09/25/2021 12H,22055
09/25/2021 11H,21559
09/25/2021 10H,20779
09/25/2021 09H,19358
09/25/2021 08H,18014
09/25/2021 07H,18490
09/25/2021 06H,18866
09/25/2021 05H,18926
09/25/2021 04H,24167
09/25/2021 03H,22452
09/25/2021 02H,25342
09/25/2021 01H,28532
09/25/2021 00H,32572
09/24/2021 23H,33717
09/24/2021 22H,33985
09/24/2021 21H,33020
09/24/2021 20H,33009
09/24/2021 19H,32382
09/24/2021 18H,31939
09/24/2021 17H,30863
09/24/2021 16H,29460
09/24/2021 15H,30128
09/24/2021 14H,29868
09/24/2021 13H,27959
09/24/2021 12H,27560
09/24/2021 11H,28092
09/24/2021 10H,26811
09/24/2021 09H,21208
09/24/2021 08H,19200
09/24/2021 07H,19086
09/24/2021 06H,20133
09/24/2021 05H,22081
09/24/2021 04H,29364
09/24/2021 03H,28218
09/24/2021 02H,33181
09/24/2021 01H,36830
09/24/2021 00H,40108
09/23/2021 23H,39532
09/23/2021 22H,38940
09/23/2021 21H,38667
09/23/2021 20H,38013
09/23/2021 19H,37970
09/23/2021 18H,37112
09/23/2021 17H,37813
09/23/2021 16H,38356
09/23/2021 15H,37807
09/23/2021 14H,37868
09/23/2021 13H,37856
09/23/2021 12H,36658
09/23/2021 11H,35730
09/23/2021 10H,33277
09/23/2021 09H,28418
09/23/2021 08H,26397
09/23/2021 07H,26237
09/23/2021 06H,26944
09/23/2021 05H,27756
09/23/2021 04H,29531
09/23/2021 03H,34659
09/23/2021 02H,36697
09/23/2021 01H,39100
09/23/2021 00H,40726
09/22/2021 23H,41505
09/22/2021 22H,41855
09/22/2021 21H,41539
09/22/2021 20H,41882
09/22/2021 19H,42159
09/22/2021 18H,42094
09/22/2021 17H,41297
09/22/2021 16H,40089
09/22/2021 15H,39941
09/22/2021 14H,40140
09/22/2021 13H,39137
09/22/2021 12H,38462
09/22/2021 11H,36470
09/22/2021 10H,33693
09/22/2021 09H,30326
09/22/2021 08H,29011
09/22/2021 07H,27380
09/22/2021 06H,27757
09/22/2021 05H,30035
09/22/2021 04H,28875
09/22/2021 03H,33145
09/22/2021 02H,37500
09/22/2021 01H,39764
09/22/2021 00H,43453
09/21/2021 23H,42748
09/21/2021 22H,42013
09/21/2021 21H,42931
09/21/2021 20H,42956
09/21/2021 19H,42778
09/21/2021 18H,42794
09/21/2021 17H,42515
09/21/2021 16H,40179
09/21/2021 15H,39284
09/21/2021 14H,37377
09/21/2021 13H,36408
09/21/2021 12H,36190
09/21/2021 11H,35417
09/21/2021 10H,33552
09/21/2021 09H,29712
09/21/2021 08H,27270
09/21/2021 07H,26703
09/21/2021 06H,27865
09/21/2021 05H,27996
09/21/2021 04H,30846
09/21/2021 03H,31999
09/21/2021 02H,36349
09/21/2021 01H,40340
09/21/2021 00H,44302
09/20/2021 23H,44724
09/20/2021 22H,47250
09/20/2021 21H,47860
09/20/2021 20H,47610
09/20/2021 19H,46293
09/20/2021 18H,44580
09/20/2021 17H,44930
09/20/2021 16H,43586
09/20/2021 15H,41474
09/20/2021 14H,38532
09/20/2021 13H,37980
09/20/2021 12H,37166
09/20/2021 11H,36081
09/20/2021 10H,33834
09/20/2021 09H,29137
09/20/2021 08H,27442
09/20/2021 07H,27014
09/20/2021 06H,27380
09/20/2021 05H,29236
09/20/2021 04H,34286
09/20/2021 03H,33570
09/20/2021 02H,37597
09/20/2021 01H,40580
09/20/2021 00H,45485
09/19/2021 23H,46690
09/19/2021 22H,49358
09/19/2021 21H,49200
09/19/2021 20H,48631
09/19/2021 19H,47619
09/19/2021 18H,45407
09/19/2021 17H,43199
09/19/2021 16H,39045
09/19/2021 15H,35214
09/19/2021 14H,33094
09/19/2021 13H,29734
09/19/2021 12H,27599
09/19/2021 11H,25536
09/19/2021 10H,27100
09/19/2021 09H,26487
09/19/2021 08H,26871
09/19/2021 07H,27576
09/19/2021 06H,29585
09/19/2021 05H,31838
09/19/2021 04H,36469
09/19/2021 03H,37713
09/19/2021 02H,40494
09/19/2021 01H,44169
09/19/2021 00H,48813
09/18/2021 23H,50412
09/18/2021 22H,54264
09/18/2021 21H,55478
09/18/2021 20H,54798
09/18/2021 19H,54173
09/18/2021 18H,51844
09/18/2021 17H,50497
09/18/2021 16H,46722
09/18/2021 15H,43332
09/18/2021 14H,40000
09/18/2021 13H,38248
09/18/2021 12H,34322
09/18/2021 11H,31887
09/18/2021 10H,31893
09/18/2021 09H,30395
09/18/2021 08H,30219
09/18/2021 07H,31148
09/18/2021 06H,33805
09/18/2021 05H,35061
09/18/2021 04H,33219
09/18/2021 03H,40673
09/18/2021 02H,45212
09/18/2021 01H,48647
09/18/2021 00H,53175
09/17/2021 23H,54072
09/17/2021 22H,55987
09/17/2021 21H,57448
09/17/2021 20H,57251
09/17/2021 19H,56207
09/17/2021 18H,55134
09/17/2021 17H,52388
09/17/2021 16H,51532
09/17/2021 15H,48595
09/17/2021 14H,45930
09/17/2021 13H,43798
09/17/2021 12H,41455
09/17/2021 11H,40049
09/17/2021 10H,36670
09/17/2021 09H,31787
09/17/2021 08H,29042
09/17/2021 07H,29472
09/17/2021 06H,29575
09/17/2021 05H,31306
09/17/2021 04H,35260
09/17/2021 03H,37677
09/17/2021 02H,42974
09/17/2021 01H,46574
09/17/2021 00H,50841
09/16/2021 23H,51820
09/16/2021 22H,52301
09/16/2021 21H,52700
09/16/2021 20H,52748
09/16/2021 19H,52049
09/16/2021 18H,51602
09/16/2021 17H,50655
09/16/2021 16H,47984
09/16/2021 15H,45480
09/16/2021 14H,43515
09/16/2021 13H,41491
09/16/2021 12H,40874
09/16/2021 11H,38546
09/16/2021 10H,36463
09/16/2021 09H,32220
09/16/2021 08H,29660
09/16/2021 07H,29631
09/16/2021 06H,30736
09/16/2021 05H,32720
09/16/2021 04H,37064
09/16/2021 03H,37583
09/16/2021 02H,43020
09/16/2021 01H,48631
09/16/2021 00H,53280
09/15/2021 23H,54730
09/15/2021 22H,57837
09/15/2021 21H,58256
09/15/2021 20H,57849
09/15/2021 19H,56848
09/15/2021 18H,56775
09/15/2021 17H,55457
09/15/2021 16H,52337
09/15/2021 15H,47295
09/15/2021 14H,45675
09/15/2021 13H,43578
09/15/2021 12H,42202
09/15/2021 11H,40745
09/15/2021 10H,38155
09/15/2021 09H,34503
09/15/2021 08H,32556
09/15/2021 07H,32519
09/15/2021 06H,33757
09/15/2021 05H,35102
09/15/2021 04H,35380
09/15/2021 03H,41466
09/15/2021 02H,46509
09/15/2021 01H,51853
09/15/2021 00H,55698
09/14/2021 23H,56473
09/14/2021 22H,60021
09/14/2021 21H,61267
09/14/2021 20H,61431
09/14/2021 19H,60935
09/14/2021 18H,59294
09/14/2021 17H,56291
09/14/2021 16H,52152
09/14/2021 15H,47406
09/14/2021 14H,42520
09/14/2021 13H,40252
09/14/2021 12H,37808
09/14/2021 11H,36684
09/14/2021 10H,34398
09/14/2021 09H,30690
09/14/2021 08H,28653
09/14/2021 07H,28261
09/14/2021 06H,29002
09/14/2021 05H,30837
09/14/2021 04H,33316
09/14/2021 03H,38380
09/14/2021 02H,44448
09/14/2021 01H,50326
09/14/2021 00H,56378
09/13/2021 23H,57911
09/13/2021 22H,59597
09/13/2021 21H,60059
09/13/2021 20H,59745
09/13/2021 19H,59745
09/13/2021 18H,57970
09/13/2021 17H,56387
09/13/2021 16H,52947
09/13/2021 15H,47585
09/13/2021 14H,42619
09/13/2021 13H,40164
09/13/2021 12H,39247
09/13/2021 11H,36837
09/13/2021 10H,34103
09/13/2021 09H,30295
09/13/2021 08H,27081
09/13/2021 07H,27956
09/13/2021 06H,29582
09/13/2021 05H,30220
09/13/2021 04H,26792
09/13/2021 03H,37290
09/13/2021 02H,41166
09/13/2021 01H,45507
09/13/2021 00H,49881
09/12/2021 23H,49832
09/12/2021 22H,51275
09/12/2021 21H,49998
09/12/2021 20H,48709
09/12/2021 19H,46394
09/12/2021 18H,44120
09/12/2021 17H,40014
09/12/2021 16H,35833
09/12/2021 15H,30848
09/12/2021 14H,25802
09/12/2021 13H,22369
09/12/2021 12H,20601
09/12/2021 11H,18881
09/12/2021 10H,18754
09/12/2021 09H,19137
09/12/2021 08H,18835
09/12/2021 07H,20499
09/12/2021 06H,21002
09/12/2021 05H,23519
09/12/2021 04H,22233
09/12/2021 03H,28034
09/12/2021 02H,32676
09/12/2021 01H,36460
09/12/2021 00H,37771
09/11/2021 23H,39213
09/11/2021 22H,40106
09/11/2021 21H,39378
09/11/2021 20H,37374
09/11/2021 19H,35158
09/11/2021 18H,35745
09/11/2021 17H,33959
09/11/2021 16H,31920
09/11/2021 15H,29398
09/11/2021 14H,26913
09/11/2021 13H,24199
09/11/2021 12H,21743
09/11/2021 11H,19973
09/11/2021 10H,20019
09/11/2021 09H,18852
09/11/2021 08H,18923
09/11/2021 07H,19110
09/11/2021 06H,20244
09/11/2021 05H,20781
09/11/2021 04H,26503
09/11/2021 03H,26123
09/11/2021 02H,31311
09/11/2021 01H,36204
09/11/2021 00H,39285
09/10/2021 23H,40568
09/10/2021 22H,41313
09/10/2021 21H,40937
09/10/2021 20H,40341
09/10/2021 19H,38934
09/10/2021 18H,38944
09/10/2021 17H,37779
09/10/2021 16H,35274
09/10/2021 15H,33803
09/10/2021 14H,31432
09/10/2021 13H,29688
09/10/2021 12H,28645
09/10/2021 11H,27850
09/10/2021 10H,27305
09/10/2021 09H,22945
09/10/2021 08H,21260
09/10/2021 07H,21502
09/10/2021 06H,22087
09/10/2021 05H,23387
09/10/2021 04H,32120
09/10/2021 03H,31000
09/10/2021 02H,35705
09/10/2021 01H,39247
09/10/2021 00H,43731
09/9/2021 23H,43584
09/9/2021 22H,44645
09/9/2021 21H,43628
09/9/2021 20H,43107
09/9/2021 19H,43308
09/9/2021 18H,43183
09/9/2021 17H,43437
09/9/2021 16H,42488
09/9/2021 15H,40658
09/9/2021 14H,40409
09/9/2021 13H,39189
09/9/2021 12H,37241
09/9/2021 11H,35668
09/9/2021 10H,32958
09/9/2021 09H,29460
09/9/2021 08H,27671
09/9/2021 07H,28148
09/9/2021 06H,28438
09/9/2021 05H,30058
09/9/2021 04H,30744
09/9/2021 03H,35569
09/9/2021 02H,40794
09/9/2021 01H,47132
09/9/2021 00H,50641
09/8/2021 23H,49910
09/8/2021 22H,51557
09/8/2021 21H,52791
09/8/2021 20H,52316
09/8/2021 19H,51200
09/8/2021 18H,49730
09/8/2021 17H,48295
09/8/2021 16H,47412
09/8/2021 15H,43971
09/8/2021 14H,41171
09/8/2021 13H,39003
09/8/2021 12H,36026
09/8/2021 11H,34305
09/8/2021 10H,32068
09/8/2021 09H,28053
09/8/2021 08H,26514
09/8/2021 07H,27024
09/8/2021 06H,26501
09/8/2021 05H,27705
09/8/2021 04H,26522
09/8/2021 03H,35058
09/8/2021 02H,41139
09/8/2021 01H,46022
09/8/2021 00H,49369
09/7/2021 23H,50145
09/7/2021 22H,52502
09/7/2021 21H,52089
09/7/2021 20H,50177
09/7/2021 19H,48849
09/7/2021 18H,46860
09/7/2021 17H,43222
09/7/2021 16H,40021
09/7/2021 15H,37388
09/7/2021 14H,34528
09/7/2021 13H,31769
09/7/2021 12H,29614
09/7/2021 11H,27862
09/7/2021 10H,26346
09/7/2021 09H,22804
09/7/2021 08H,20102
09/7/2021 07H,20923
09/7/2021 06H,22594
09/7/2021 05H,22878
09/7/2021 04H,23415
09/7/2021 03H,31013
09/7/2021 02H,35640
09/7/2021 01H,39601
09/7/2021 00H,43072
09/6/2021 23H,44681
09/6/2021 22H,46374
09/6/2021 21H,45718
09/6/2021 20H,43762
09/6/2021 19H,41845
09/6/2021 18H,40467
09/6/2021 17H,38287
09/6/2021 16H,35700
09/6/2021 15H,32611
09/6/2021 14H,30037
09/6/2021 13H,25563
09/6/2021 12H,22403
09/6/2021 11H,21349
09/6/2021 10H,22446
09/6/2021 09H,21644
09/6/2021 08H,20398
09/6/2021 07H,20216
09/6/2021 06H,21512
09/6/2021 05H,20562
09/6/2021 04H,23330
09/6/2021 03H,28418
09/6/2021 02H,31994
09/6/2021 01H,36285
09/6/2021 00H,37762
09/5/2021 23H,37953
09/5/2021 22H,38145
09/5/2021 21H,37746
09/5/2021 20H,36309
09/5/2021 19H,36136
09/5/2021 18H,35162
09/5/2021 17H,33961
09/5/2021 16H,32212
09/5/2021 15H,31034
09/5/2021 14H,28722
09/5/2021 13H,25442
09/5/2021 12H,23542
09/5/2021 11H,21315
09/5/2021 10H,22180
09/5/2021 09H,21730
09/5/2021 08H,22228
09/5/2021 07H,22529
09/5/2021 06H,23105
09/5/2021 05H,23777
09/5/2021 04H,21802
09/5/2021 03H,27719
09/5/2021 02H,31019
09/5/2021 01H,33987
09/5/2021 00H,35973
09/4/2021 23H,36120
09/4/2021 22H,37423
09/4/2021 21H,36943
09/4/2021 20H,36212
09/4/2021 19H,34516
09/4/2021 18H,33798
09/4/2021 17H,32169
09/4/2021 16H,29656
09/4/2021 15H,27091
09/4/2021 14H,25439
09/4/2021 13H,22280
09/4/2021 12H,20728
09/4/2021 11H,19670
09/4/2021 10H,19685
09/4/2021 09H,18939
09/4/2021 08H,19072
09/4/2021 07H,19984
09/4/2021 06H,20580
09/4/2021 05H,20177
09/4/2021 04H,23221
09/4/2021 03H,27296
09/4/2021 02H,31212
09/4/2021 01H,33602
09/4/2021 00H,37143
09/3/2021 23H,37590
09/3/2021 22H,38432
09/3/2021 21H,37592
09/3/2021 20H,37204
09/3/2021 19H,36961
09/3/2021 18H,36499
09/3/2021 17H,36454
09/3/2021 16H,34789
09/3/2021 15H,32702
09/3/2021 14H,31252
09/3/2021 13H,29080
09/3/2021 12H,27238
09/3/2021 11H,26091
09/3/2021 10H,24809
09/3/2021 09H,20893
09/3/2021 08H,20219
09/3/2021 07H,20550
09/3/2021 06H,20629
09/3/2021 05H,22074
09/3/2021 04H,27577
09/3/2021 03H,27425
09/3/2021 02H,31710
09/3/2021 01H,35682
09/3/2021 00H,39794
09/2/2021 23H,40409
09/2/2021 22H,43560
09/2/2021 21H,43109
09/2/2021 20H,41815
09/2/2021 19H,40476
09/2/2021 18H,39718
09/2/2021 17H,38758
09/2/2021 16H,36567
09/2/2021 15H,34703
09/2/2021 14H,33846
09/2/2021 13H,31670
09/2/2021 12H,29842
09/2/2021 11H,29443
09/2/2021 10H,27630
09/2/2021 09H,24486
09/2/2021 08H,22307
09/2/2021 07H,22017
09/2/2021 06H,22960
09/2/2021 05H,24634
09/2/2021 04H,34367
09/2/2021 03H,30808
09/2/2021 02H,33821
09/2/2021 01H,38244
09/2/2021 00H,41162
09/1/2021 23H,44090
09/1/2021 22H,46222
09/1/2021 21H,47056
09/1/2021 20H,46476
09/1/2021 19H,45224
09/1/2021 18H,46147
09/1/2021 17H,45409
09/1/2021 16H,44492
09/1/2021 15H,43313
09/1/2021 14H,41877
09/1/2021 13H,40749
09/1/2021 12H,39016
09/1/2021 11H,37266
09/1/2021 10H,35803
09/1/2021 09H,32811
09/1/2021 08H,31683
09/1/2021 07H,31419
09/1/2021 06H,32877
09/1/2021 05H,33330
09/1/2021 04H,37879
09/1/2021 03H,37585
09/1/2021 02H,41594
09/1/2021 01H,43774
09/1/2021 00H,47701
08/31/2021 23H,49118
08/31/2021 22H,50458
08/31/2021 21H,51045
08/31/2021 20H,51697
08/31/2021 19H,51958
08/31/2021 18H,51610
08/31/2021 17H,50544
08/31/2021 16H,48547
08/31/2021 15H,46078
08/31/2021 14H,43234
08/31/2021 13H,40659
08/31/2021 12H,40226
08/31/2021 11H,39324
08/31/2021 10H,38070
08/31/2021 09H,34474
08/31/2021 08H,31905
08/31/2021 07H,32404
08/31/2021 06H,34148
08/31/2021 05H,35159
08/31/2021 04H,36492
08/31/2021 03H,40760
08/31/2021 02H,47410
08/31/2021 01H,53008
08/31/2021 00H,57263
08/30/2021 23H,59816
08/30/2021 22H,62251
08/30/2021 21H,62942
08/30/2021 20H,62937
08/30/2021 19H,62390
08/30/2021 18H,60999
08/30/2021 17H,59118
08/30/2021 16H,54524
08/30/2021 15H,51209
08/30/2021 14H,47653
08/30/2021 13H,44400
08/30/2021 12H,41865
08/30/2021 11H,39730
08/30/2021 10H,38144
08/30/2021 09H,35158
08/30/2021 08H,32160
08/30/2021 07H,32052
08/30/2021 06H,33760
08/30/2021 05H,35232
08/30/2021 04H,36669
08/30/2021 03H,40488
08/30/2021 02H,45701
08/30/2021 01H,51088
08/30/2021 00H,54090
08/29/2021 23H,55590
08/29/2021 22H,55771
08/29/2021 21H,54587
08/29/2021 20H,54180
08/29/2021 19H,52268
08/29/2021 18H,50908
08/29/2021 17H,49825
08/29/2021 16H,46528
08/29/2021 15H,41660
08/29/2021 14H,38601
08/29/2021 13H,37366
08/29/2021 12H,32746
08/29/2021 11H,30040
08/29/2021 10H,30142
08/29/2021 09H,29346
08/29/2021 08H,30283
08/29/2021 07H,31474
08/29/2021 06H,32373
08/29/2021 05H,33466
08/29/2021 04H,39810
08/29/2021 03H,40067
08/29/2021 02H,45640
08/29/2021 01H,49787
08/29/2021 00H,54098
08/28/2021 23H,57132
08/28/2021 22H,58553
08/28/2021 21H,59470
08/28/2021 20H,58347
08/28/2021 19H,58236
08/28/2021 18H,57971
08/28/2021 17H,55539
08/28/2021 16H,52739
08/28/2021 15H,48709
08/28/2021 14H,44763
08/28/2021 13H,40452
08/28/2021 12H,37001
08/28/2021 11H,34319
08/28/2021 10H,34510
08/28/2021 09H,33116
08/28/2021 08H,33226
08/28/2021 07H,33559
08/28/2021 06H,35337
08/28/2021 05H,37461
08/28/2021 04H,40873
08/28/2021 03H,44126
08/28/2021 02H,48725
08/28/2021 01H,53672
08/28/2021 00H,58038
08/27/2021 23H,61003
08/27/2021 22H,62369
08/27/2021 21H,65089
08/27/2021 20H,66072
08/27/2021 19H,66697
08/27/2021 18H,66715
08/27/2021 17H,64584
08/27/2021 16H,61532
08/27/2021 15H,56690
08/27/2021 14H,51984
08/27/2021 13H,47196
08/27/2021 12H,43133
08/27/2021 11H,40658
08/27/2021 10H,39884
08/27/2021 09H,37545
08/27/2021 08H,35152
08/27/2021 07H,35361
08/27/2021 06H,37332
08/27/2021 05H,38526
08/27/2021 04H,42225
08/27/2021 03H,46329
08/27/2021 02H,50410
08/27/2021 01H,56123
08/27/2021 00H,60044
08/26/2021 23H,62042
08/26/2021 22H,65390
08/26/2021 21H,66667
08/26/2021 20H,66900
08/26/2021 19H,69146
08/26/2021 18H,67232
08/26/2021 17H,64565
08/26/2021 16H,60824
08/26/2021 15H,55813
08/26/2021 14H,49476
08/26/2021 13H,45771
08/26/2021 12H,42589
08/26/2021 11H,41264
08/26/2021 10H,40088
08/26/2021 09H,36723
08/26/2021 08H,34481
08/26/2021 07H,35752
08/26/2021 06H,36929
08/26/2021 05H,38616
08/26/2021 04H,40532
08/26/2021 03H,48498
08/26/2021 02H,53714
08/26/2021 01H,58822
08/26/2021 00H,63172
08/25/2021 23H,66971
08/25/2021 22H,68815
08/25/2021 21H,69456
08/25/2021 20H,69305
08/25/2021 19H,69421
08/25/2021 18H,68290
08/25/2021 17H,64276
08/25/2021 16H,59343
08/25/2021 15H,54754
08/25/2021 14H,50465
08/25/2021 13H,46179
08/25/2021 12H,42072
08/25/2021 11H,40552
08/25/2021 10H,38996
08/25/2021 09H,35723
08/25/2021 08H,34919
08/25/2021 07H,35573
08/25/2021 06H,37389
08/25/2021 05H,37519
08/25/2021 04H,39932
08/25/2021 03H,45609
08/25/2021 02H,52319
08/25/2021 01H,58129
08/25/2021 00H,62570
08/24/2021 23H,64532
08/24/2021 22H,67508
08/24/2021 21H,67766
