Net generation from other for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.OTH.H
19:04:42 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.OTH.H megawatthours
05/2/2019 22H,660
05/2/2019 21H,675
05/2/2019 20H,676
05/2/2019 19H,677
05/2/2019 18H,662
05/2/2019 17H,651
05/2/2019 16H,693
05/2/2019 15H,707
05/2/2019 14H,711
05/2/2019 13H,682
05/2/2019 12H,745
05/2/2019 11H,678
05/2/2019 10H,685
05/2/2019 09H,701
05/2/2019 08H,700
05/2/2019 07H,729
05/2/2019 06H,705
05/2/2019 05H,729
05/2/2019 04H,729
05/2/2019 03H,691
05/2/2019 02H,717
05/2/2019 01H,661
05/2/2019 00H,663
05/1/2019 23H,645
05/1/2019 22H,644
05/1/2019 21H,646
05/1/2019 20H,611
05/1/2019 19H,627
05/1/2019 18H,658
05/1/2019 17H,648
05/1/2019 16H,650
05/1/2019 15H,660
05/1/2019 14H,662
05/1/2019 13H,654
05/1/2019 12H,627
05/1/2019 11H,637
05/1/2019 10H,623
05/1/2019 09H,623
05/1/2019 08H,649
05/1/2019 07H,671
05/1/2019 06H,677
05/1/2019 05H,690
05/1/2019 04H,673
05/1/2019 03H,662
05/1/2019 02H,648
05/1/2019 01H,597
05/1/2019 00H,587
04/30/2019 23H,587
04/30/2019 22H,593
04/30/2019 21H,597
04/30/2019 20H,585
04/30/2019 19H,622
04/30/2019 18H,615
04/30/2019 17H,589
04/30/2019 16H,680
04/30/2019 15H,674
04/30/2019 14H,626
04/30/2019 13H,633
04/30/2019 12H,621
04/30/2019 11H,682
04/30/2019 10H,612
04/30/2019 09H,613
04/30/2019 08H,623
04/30/2019 07H,616
04/30/2019 06H,616
04/30/2019 05H,652
04/30/2019 04H,671
04/30/2019 03H,671
04/30/2019 02H,667
04/30/2019 01H,621
04/30/2019 00H,634
04/29/2019 23H,616
04/29/2019 22H,617
04/29/2019 21H,622
04/29/2019 20H,587
04/29/2019 19H,569
04/29/2019 18H,596
04/29/2019 17H,586
04/29/2019 16H,642
04/29/2019 15H,643
04/29/2019 14H,684
04/29/2019 13H,678
04/29/2019 12H,585
04/29/2019 11H,587
04/29/2019 10H,584
04/29/2019 09H,580
04/29/2019 08H,572
04/29/2019 07H,633
04/29/2019 06H,656
04/29/2019 05H,639
04/29/2019 04H,610
04/29/2019 03H,609
04/29/2019 02H,606
04/29/2019 01H,604
04/29/2019 00H,610
04/28/2019 23H,565
04/28/2019 22H,585
04/28/2019 21H,598
04/28/2019 20H,621
04/28/2019 19H,572
04/28/2019 18H,565
04/28/2019 17H,562
04/28/2019 16H,620
04/28/2019 15H,637
04/28/2019 14H,675
04/28/2019 13H,669
04/28/2019 12H,548
04/28/2019 11H,543
04/28/2019 10H,526
04/28/2019 09H,543
04/28/2019 08H,542
04/28/2019 07H,548
04/28/2019 06H,636
04/28/2019 05H,617
04/28/2019 04H,626
04/28/2019 03H,563
04/28/2019 02H,533
04/28/2019 01H,508
04/28/2019 00H,493
04/27/2019 23H,568
04/27/2019 22H,567
04/27/2019 21H,515
04/27/2019 20H,593
04/27/2019 19H,548
04/27/2019 18H,546
04/27/2019 17H,541
04/27/2019 16H,540
04/27/2019 15H,589
04/27/2019 14H,573
04/27/2019 13H,611
04/27/2019 12H,540
04/27/2019 11H,542
04/27/2019 10H,536
04/27/2019 09H,587
04/27/2019 08H,563
04/27/2019 07H,551
04/27/2019 06H,636
04/27/2019 05H,572
04/27/2019 04H,593
04/27/2019 03H,653
04/27/2019 02H,650
04/27/2019 01H,614
04/27/2019 00H,578
04/26/2019 23H,568
04/26/2019 22H,574
04/26/2019 21H,620
04/26/2019 20H,623
04/26/2019 19H,569
04/26/2019 18H,562
04/26/2019 17H,573
04/26/2019 16H,565
04/26/2019 15H,645
04/26/2019 14H,639
04/26/2019 13H,634
04/26/2019 12H,586
04/26/2019 11H,633
04/26/2019 10H,575
04/26/2019 09H,666
04/26/2019 08H,619
04/26/2019 07H,618
04/26/2019 06H,645
04/26/2019 05H,642
04/26/2019 04H,628
04/26/2019 03H,637
04/26/2019 02H,610
04/26/2019 01H,629
04/26/2019 00H,617
04/25/2019 23H,606
04/25/2019 22H,594
04/25/2019 21H,565
04/25/2019 20H,621
04/25/2019 19H,617
04/25/2019 18H,572
04/25/2019 17H,644
04/25/2019 16H,659
04/25/2019 15H,697
04/25/2019 14H,623
04/25/2019 13H,626
04/25/2019 12H,594
04/25/2019 11H,588
04/25/2019 10H,585
04/25/2019 09H,584
04/25/2019 08H,619
04/25/2019 07H,615
04/25/2019 06H,661
04/25/2019 05H,613
04/25/2019 04H,661
04/25/2019 03H,643
04/25/2019 02H,669
04/25/2019 01H,676
04/25/2019 00H,628
04/24/2019 23H,646
04/24/2019 22H,574
04/24/2019 21H,573
04/24/2019 20H,629
04/24/2019 19H,634
04/24/2019 18H,581
04/24/2019 17H,577
04/24/2019 16H,620
04/24/2019 15H,615
04/24/2019 14H,621
04/24/2019 13H,629
04/24/2019 12H,611
04/24/2019 11H,563
04/24/2019 10H,559
04/24/2019 09H,557
04/24/2019 08H,550
04/24/2019 07H,587
04/24/2019 06H,660
04/24/2019 05H,655
04/24/2019 04H,602
04/24/2019 03H,649
04/24/2019 02H,627
04/24/2019 01H,613
04/24/2019 00H,608
04/23/2019 23H,604
04/23/2019 22H,555
04/23/2019 21H,553
04/23/2019 20H,547
04/23/2019 19H,549
04/23/2019 18H,553
04/23/2019 17H,552
04/23/2019 16H,649
04/23/2019 15H,654
04/23/2019 14H,601
04/23/2019 13H,609
04/23/2019 12H,563
04/23/2019 11H,549
04/23/2019 10H,556
04/23/2019 09H,535
04/23/2019 08H,552
04/23/2019 07H,564
04/23/2019 06H,602
04/23/2019 05H,598
04/23/2019 04H,594
04/23/2019 03H,602
04/23/2019 02H,589
04/23/2019 01H,559
04/23/2019 00H,550
04/22/2019 23H,553
04/22/2019 22H,566
04/22/2019 21H,624
04/22/2019 20H,546
04/22/2019 19H,596
04/22/2019 18H,563
04/22/2019 17H,562
04/22/2019 16H,546
04/22/2019 15H,649
04/22/2019 14H,591
04/22/2019 13H,571
04/22/2019 12H,566
04/22/2019 11H,560
04/22/2019 10H,556
04/22/2019 09H,558
04/22/2019 08H,560
04/22/2019 07H,568
04/22/2019 06H,579
04/22/2019 05H,591
04/22/2019 04H,633
04/22/2019 03H,613
04/22/2019 02H,574
04/22/2019 01H,627
04/22/2019 00H,549
04/21/2019 23H,559
04/21/2019 22H,559
04/21/2019 21H,563
04/21/2019 20H,551
04/21/2019 19H,548
04/21/2019 18H,550
04/21/2019 17H,540
04/21/2019 16H,544
04/21/2019 15H,545
04/21/2019 14H,553
04/21/2019 13H,570
04/21/2019 12H,569
04/21/2019 11H,567
04/21/2019 10H,589
04/21/2019 09H,566
04/21/2019 08H,575
04/21/2019 07H,606
04/21/2019 06H,594
04/21/2019 05H,670
04/21/2019 04H,658
04/21/2019 03H,620
04/21/2019 02H,623
04/21/2019 01H,580
04/21/2019 00H,588
04/20/2019 23H,637
04/20/2019 22H,552
04/20/2019 21H,588
04/20/2019 20H,557
04/20/2019 19H,563
04/20/2019 18H,555
04/20/2019 17H,565
04/20/2019 16H,570
04/20/2019 15H,576
04/20/2019 14H,621
04/20/2019 13H,595
04/20/2019 12H,579
04/20/2019 11H,580
04/20/2019 10H,578
04/20/2019 09H,577
04/20/2019 08H,633
04/20/2019 07H,640
04/20/2019 06H,666
04/20/2019 05H,607
04/20/2019 04H,685
04/20/2019 03H,617
04/20/2019 02H,608
04/20/2019 01H,624
04/20/2019 00H,647
04/19/2019 23H,540
04/19/2019 22H,574
04/19/2019 21H,616
04/19/2019 20H,609
04/19/2019 19H,601
04/19/2019 18H,572
04/19/2019 17H,572
04/19/2019 16H,611
04/19/2019 15H,644
04/19/2019 14H,627
04/19/2019 13H,616
04/19/2019 12H,582
04/19/2019 11H,639
04/19/2019 10H,636
04/19/2019 09H,623
04/19/2019 08H,610
04/19/2019 07H,616
04/19/2019 06H,644
04/19/2019 05H,642
04/19/2019 04H,642
04/19/2019 03H,665
04/19/2019 02H,634
04/19/2019 01H,616
04/19/2019 00H,605
04/18/2019 23H,570
04/18/2019 22H,571
04/18/2019 21H,572
04/18/2019 20H,572
04/18/2019 19H,617
04/18/2019 18H,611
04/18/2019 17H,608
04/18/2019 16H,683
04/18/2019 15H,658
04/18/2019 14H,649
04/18/2019 13H,622
04/18/2019 12H,590
04/18/2019 11H,582
04/18/2019 10H,589
04/18/2019 09H,593
04/18/2019 08H,591
04/18/2019 07H,596
04/18/2019 06H,622
04/18/2019 05H,641
04/18/2019 04H,621
04/18/2019 03H,622
04/18/2019 02H,628
04/18/2019 01H,594
04/18/2019 00H,597
04/17/2019 23H,581
04/17/2019 22H,579
04/17/2019 21H,570
04/17/2019 20H,567
04/17/2019 19H,640
04/17/2019 18H,564
04/17/2019 17H,625
04/17/2019 16H,576
04/17/2019 15H,588
04/17/2019 14H,613
04/17/2019 13H,588
04/17/2019 12H,574
04/17/2019 11H,576
04/17/2019 10H,570
04/17/2019 09H,599
04/17/2019 08H,630
04/17/2019 07H,635
04/17/2019 06H,661
04/17/2019 05H,688
04/17/2019 04H,653
04/17/2019 03H,675
04/17/2019 02H,647
04/17/2019 01H,587
04/17/2019 00H,599
04/16/2019 23H,601
04/16/2019 22H,643
04/16/2019 21H,606
04/16/2019 20H,627
04/16/2019 19H,620
04/16/2019 18H,648
04/16/2019 17H,645
04/16/2019 16H,698
04/16/2019 15H,705
04/16/2019 14H,649
04/16/2019 13H,649
04/16/2019 12H,596
04/16/2019 11H,600
04/16/2019 10H,613
04/16/2019 09H,598
04/16/2019 08H,598
04/16/2019 07H,645
04/16/2019 06H,679
04/16/2019 05H,631
04/16/2019 04H,662
04/16/2019 03H,632
04/16/2019 02H,630
04/16/2019 01H,632
04/16/2019 00H,631
04/15/2019 23H,601
04/15/2019 22H,652
04/15/2019 21H,611
04/15/2019 20H,632
04/15/2019 19H,627
04/15/2019 18H,663
04/15/2019 17H,666
04/15/2019 16H,685
04/15/2019 15H,705
04/15/2019 14H,653
04/15/2019 13H,632
04/15/2019 12H,599
04/15/2019 11H,589
04/15/2019 10H,588
04/15/2019 09H,589
04/15/2019 08H,588
04/15/2019 07H,622
04/15/2019 06H,647
04/15/2019 05H,608
04/15/2019 04H,656
04/15/2019 03H,619
04/15/2019 02H,607
04/15/2019 01H,574
04/15/2019 00H,563
04/14/2019 23H,561
04/14/2019 22H,578
04/14/2019 21H,586
04/14/2019 20H,615
04/14/2019 19H,573
04/14/2019 18H,614
04/14/2019 17H,613
04/14/2019 16H,610
04/14/2019 15H,620
04/14/2019 14H,655
04/14/2019 13H,642
04/14/2019 12H,615
04/14/2019 11H,607
04/14/2019 10H,634
04/14/2019 09H,603
04/14/2019 08H,621
04/14/2019 07H,665
04/14/2019 06H,691
04/14/2019 05H,636
04/14/2019 04H,670
04/14/2019 03H,687
04/14/2019 02H,674
04/14/2019 01H,638
04/14/2019 00H,602
04/13/2019 23H,606
04/13/2019 22H,605
04/13/2019 21H,604
04/13/2019 20H,595
04/13/2019 19H,615
04/13/2019 18H,605
04/13/2019 17H,608
04/13/2019 16H,607
04/13/2019 15H,677
04/13/2019 14H,712
04/13/2019 13H,649
04/13/2019 12H,661
04/13/2019 11H,647
04/13/2019 10H,640
04/13/2019 09H,667
04/13/2019 08H,626
04/13/2019 07H,673
04/13/2019 06H,690
04/13/2019 05H,659
04/13/2019 04H,692
04/13/2019 03H,686
04/13/2019 02H,637
04/13/2019 01H,578
04/13/2019 00H,574
04/12/2019 23H,574
04/12/2019 22H,564
04/12/2019 21H,559
04/12/2019 20H,562
04/12/2019 19H,564
04/12/2019 18H,566
04/12/2019 17H,639
04/12/2019 16H,677
04/12/2019 15H,646
04/12/2019 14H,644
04/12/2019 13H,658
04/12/2019 12H,644
04/12/2019 11H,609
04/12/2019 10H,604
04/12/2019 09H,602
04/12/2019 08H,633
04/12/2019 07H,635
04/12/2019 06H,679
04/12/2019 05H,681
04/12/2019 04H,676
04/12/2019 03H,645
04/12/2019 02H,635
04/12/2019 01H,625
04/12/2019 00H,598
04/11/2019 23H,600
04/11/2019 22H,592
04/11/2019 21H,662
04/11/2019 20H,664
04/11/2019 19H,593
04/11/2019 18H,579
04/11/2019 17H,583
04/11/2019 16H,592
04/11/2019 15H,668
04/11/2019 14H,664
04/11/2019 13H,666
04/11/2019 12H,635
04/11/2019 11H,589
04/11/2019 10H,588
04/11/2019 09H,581
04/11/2019 08H,617
04/11/2019 07H,616
04/11/2019 06H,661
04/11/2019 05H,643
04/11/2019 04H,642
04/11/2019 03H,663
04/11/2019 02H,615
04/11/2019 01H,577
04/11/2019 00H,574
04/10/2019 23H,579
04/10/2019 22H,576
04/10/2019 21H,612
04/10/2019 20H,616
04/10/2019 19H,614
04/10/2019 18H,564
04/10/2019 17H,573
04/10/2019 16H,595
04/10/2019 15H,625
04/10/2019 14H,622
04/10/2019 13H,617
04/10/2019 12H,580
04/10/2019 11H,618
04/10/2019 10H,624
04/10/2019 09H,578
04/10/2019 08H,583
04/10/2019 07H,589
04/10/2019 06H,669
04/10/2019 05H,641
04/10/2019 04H,642
04/10/2019 03H,665
04/10/2019 02H,659
04/10/2019 01H,584
04/10/2019 00H,575
04/9/2019 23H,621
04/9/2019 22H,618
04/9/2019 21H,606
04/9/2019 20H,647
04/9/2019 19H,577
04/9/2019 18H,640
04/9/2019 17H,580
04/9/2019 16H,589
04/9/2019 15H,628
04/9/2019 14H,644
04/9/2019 13H,607
04/9/2019 12H,596
04/9/2019 11H,584
04/9/2019 10H,583
04/9/2019 09H,578
04/9/2019 08H,584
04/9/2019 07H,629
04/9/2019 06H,647
04/9/2019 05H,642
04/9/2019 04H,616
04/9/2019 03H,621
04/9/2019 02H,620
04/9/2019 01H,606
04/9/2019 00H,578
04/8/2019 23H,647
04/8/2019 22H,605
04/8/2019 21H,596
04/8/2019 20H,584
04/8/2019 19H,613
04/8/2019 18H,621
04/8/2019 17H,665
04/8/2019 16H,590
04/8/2019 15H,649
04/8/2019 14H,657
04/8/2019 13H,632
04/8/2019 12H,589
04/8/2019 11H,583
04/8/2019 10H,574
04/8/2019 09H,578
04/8/2019 08H,587
04/8/2019 07H,616
04/8/2019 06H,640
04/8/2019 05H,638
04/8/2019 04H,618
04/8/2019 03H,609
04/8/2019 02H,598
04/8/2019 01H,563
04/8/2019 00H,557
04/7/2019 23H,587
04/7/2019 22H,570
04/7/2019 21H,583
04/7/2019 20H,530
04/7/2019 19H,529
04/7/2019 18H,541
04/7/2019 17H,528
04/7/2019 16H,536
04/7/2019 15H,560
04/7/2019 14H,550
04/7/2019 13H,547
04/7/2019 12H,549
04/7/2019 11H,544
04/7/2019 10H,536
04/7/2019 09H,533
04/7/2019 08H,553
04/7/2019 07H,551
04/7/2019 06H,603
04/7/2019 05H,591
04/7/2019 04H,634
04/7/2019 03H,592
04/7/2019 02H,626
04/7/2019 01H,584
04/7/2019 00H,525
04/6/2019 23H,528
04/6/2019 22H,608
04/6/2019 21H,533
04/6/2019 20H,589
04/6/2019 19H,587
04/6/2019 18H,549
04/6/2019 17H,554
04/6/2019 16H,625
04/6/2019 15H,656
04/6/2019 14H,587
04/6/2019 13H,595
04/6/2019 12H,582
04/6/2019 11H,562
04/6/2019 10H,560
04/6/2019 09H,581
04/6/2019 08H,588
04/6/2019 07H,623
04/6/2019 06H,644
04/6/2019 05H,688
04/6/2019 04H,710
04/6/2019 03H,655
04/6/2019 02H,638
04/6/2019 01H,604
04/6/2019 00H,613
04/5/2019 23H,626
04/5/2019 22H,652
04/5/2019 21H,674
04/5/2019 20H,591
04/5/2019 19H,612
04/5/2019 18H,617
04/5/2019 17H,615
04/5/2019 16H,633
04/5/2019 15H,648
04/5/2019 14H,655
04/5/2019 13H,686
04/5/2019 12H,662
04/5/2019 11H,621
04/5/2019 10H,669
04/5/2019 09H,673
04/5/2019 08H,656
04/5/2019 07H,662
04/5/2019 06H,614
04/5/2019 05H,689
04/5/2019 04H,690
04/5/2019 03H,674
04/5/2019 02H,666
04/5/2019 01H,648
04/5/2019 00H,645
04/4/2019 23H,681
04/4/2019 22H,673
04/4/2019 21H,654
04/4/2019 20H,655
04/4/2019 19H,594
04/4/2019 18H,552
04/4/2019 17H,571
04/4/2019 16H,596
04/4/2019 15H,601
04/4/2019 14H,587
04/4/2019 13H,590
04/4/2019 12H,558
04/4/2019 11H,559
04/4/2019 10H,619
04/4/2019 09H,611
04/4/2019 08H,575
04/4/2019 07H,580
04/4/2019 06H,590
04/4/2019 05H,617
04/4/2019 04H,617
04/4/2019 03H,609
04/4/2019 02H,621
04/4/2019 01H,590
04/4/2019 00H,577
04/3/2019 23H,556
04/3/2019 22H,572
04/3/2019 21H,567
04/3/2019 20H,572
04/3/2019 19H,573
04/3/2019 18H,591
04/3/2019 17H,591
04/3/2019 16H,584
04/3/2019 15H,580
04/3/2019 14H,542
04/3/2019 13H,525
04/3/2019 12H,526
04/3/2019 11H,558
04/3/2019 10H,523
04/3/2019 09H,521
04/3/2019 08H,563
04/3/2019 07H,566
04/3/2019 06H,571
04/3/2019 05H,620
04/3/2019 04H,560
04/3/2019 03H,571
04/3/2019 02H,606
04/3/2019 01H,579
04/3/2019 00H,545
04/2/2019 23H,548
04/2/2019 22H,550
04/2/2019 21H,567
04/2/2019 20H,607
04/2/2019 19H,653
04/2/2019 18H,656
04/2/2019 17H,576
04/2/2019 16H,573
04/2/2019 15H,577
04/2/2019 14H,602
04/2/2019 13H,602
04/2/2019 12H,588
04/2/2019 11H,624
04/2/2019 10H,618
04/2/2019 09H,620
04/2/2019 08H,614
04/2/2019 07H,613
04/2/2019 06H,686
04/2/2019 05H,700
04/2/2019 04H,678
04/2/2019 03H,654
04/2/2019 02H,619
04/2/2019 01H,601
04/2/2019 00H,600
04/1/2019 23H,661
04/1/2019 22H,656
04/1/2019 21H,621
04/1/2019 20H,609
04/1/2019 19H,572
04/1/2019 18H,563
04/1/2019 17H,598
04/1/2019 16H,607
04/1/2019 15H,602
04/1/2019 14H,637
04/1/2019 13H,638
04/1/2019 12H,695
04/1/2019 11H,586
04/1/2019 10H,583
04/1/2019 09H,668
04/1/2019 08H,623
04/1/2019 07H,600
04/1/2019 06H,610
04/1/2019 05H,610
04/1/2019 04H,619
04/1/2019 03H,631
04/1/2019 02H,610
04/1/2019 01H,548
04/1/2019 00H,555
03/31/2019 23H,558
03/31/2019 22H,591
03/31/2019 21H,549
03/31/2019 20H,540
03/31/2019 19H,523
03/31/2019 18H,558
03/31/2019 17H,562
03/31/2019 16H,622
03/31/2019 15H,662
03/31/2019 14H,612
03/31/2019 13H,612
03/31/2019 12H,579
03/31/2019 11H,584
03/31/2019 10H,604
03/31/2019 09H,603
03/31/2019 08H,608
03/31/2019 07H,621
03/31/2019 06H,598
03/31/2019 05H,608
03/31/2019 04H,618
03/31/2019 03H,627
03/31/2019 02H,627
03/31/2019 01H,597
03/31/2019 00H,560
03/30/2019 23H,587
03/30/2019 22H,588
03/30/2019 21H,567
03/30/2019 20H,579
03/30/2019 19H,542
03/30/2019 18H,553
03/30/2019 17H,624
03/30/2019 16H,612
03/30/2019 15H,648
03/30/2019 14H,666
03/30/2019 13H,604
03/30/2019 12H,588
03/30/2019 11H,557
03/30/2019 10H,545
03/30/2019 09H,551
03/30/2019 08H,557
03/30/2019 07H,613
03/30/2019 06H,606
03/30/2019 05H,651
03/30/2019 04H,671
03/30/2019 03H,619
03/30/2019 02H,619
03/30/2019 01H,556
03/30/2019 00H,581
03/29/2019 23H,557
03/29/2019 22H,613
03/29/2019 21H,612
03/29/2019 20H,612
03/29/2019 19H,603
03/29/2019 18H,547
03/29/2019 17H,617
03/29/2019 16H,629
03/29/2019 15H,585
03/29/2019 14H,605
03/29/2019 13H,605
03/29/2019 12H,576
03/29/2019 11H,574
03/29/2019 10H,568
03/29/2019 09H,576
03/29/2019 08H,569
03/29/2019 07H,602
03/29/2019 06H,641
03/29/2019 05H,633
03/29/2019 04H,569
03/29/2019 03H,580
03/29/2019 02H,575
03/29/2019 01H,528
03/29/2019 00H,561
03/28/2019 23H,550
03/28/2019 22H,554
03/28/2019 21H,580
03/28/2019 20H,578
03/28/2019 19H,522
03/28/2019 18H,517
03/28/2019 17H,526
03/28/2019 16H,595
03/28/2019 15H,568
03/28/2019 14H,558
03/28/2019 13H,552
03/28/2019 12H,560
03/28/2019 11H,563
03/28/2019 10H,544
03/28/2019 09H,511
03/28/2019 08H,512
03/28/2019 07H,588
03/28/2019 06H,585
03/28/2019 05H,587
03/28/2019 04H,583
03/28/2019 03H,588
03/28/2019 02H,595
03/28/2019 01H,532
03/28/2019 00H,524
03/27/2019 23H,518
03/27/2019 22H,524
03/27/2019 21H,523
03/27/2019 20H,521
03/27/2019 19H,598
03/27/2019 18H,605
03/27/2019 17H,589
03/27/2019 16H,590
03/27/2019 15H,572
03/27/2019 14H,568
03/27/2019 13H,545
03/27/2019 12H,540
03/27/2019 11H,520
03/27/2019 10H,518
03/27/2019 09H,514
03/27/2019 08H,555
03/27/2019 07H,563
03/27/2019 06H,626
03/27/2019 05H,599
03/27/2019 04H,557
03/27/2019 03H,578
03/27/2019 02H,544
03/27/2019 01H,593
03/27/2019 00H,595
03/26/2019 23H,557
03/26/2019 22H,519
03/26/2019 21H,521
03/26/2019 20H,518
03/26/2019 19H,512
03/26/2019 18H,594
03/26/2019 17H,602
03/26/2019 16H,530
03/26/2019 15H,578
03/26/2019 14H,605
03/26/2019 13H,608
03/26/2019 12H,507
03/26/2019 11H,511
03/26/2019 10H,515
03/26/2019 09H,518
03/26/2019 08H,591
03/26/2019 07H,596
03/26/2019 06H,540
03/26/2019 05H,605
03/26/2019 04H,576
03/26/2019 03H,565
03/26/2019 02H,565
03/26/2019 01H,563
03/26/2019 00H,537
03/25/2019 23H,517
03/25/2019 22H,511
03/25/2019 21H,510
03/25/2019 20H,527
03/25/2019 19H,514
03/25/2019 18H,514
03/25/2019 17H,545
03/25/2019 16H,587
03/25/2019 15H,598
03/25/2019 14H,614
03/25/2019 13H,651
03/25/2019 12H,608
03/25/2019 11H,607
03/25/2019 10H,606
03/25/2019 09H,608
03/25/2019 08H,611
03/25/2019 07H,624
03/25/2019 06H,631
03/25/2019 05H,657
03/25/2019 04H,655
03/25/2019 03H,613
03/25/2019 02H,666
03/25/2019 01H,625
03/25/2019 00H,590
03/24/2019 23H,567
03/24/2019 22H,594
03/24/2019 21H,593
03/24/2019 20H,555
03/24/2019 19H,612
03/24/2019 18H,573
03/24/2019 17H,581
03/24/2019 16H,647
03/24/2019 15H,613
03/24/2019 14H,613
03/24/2019 13H,563
03/24/2019 12H,635
03/24/2019 11H,636
03/24/2019 10H,576
03/24/2019 09H,604
03/24/2019 08H,586
03/24/2019 07H,671
03/24/2019 06H,656
03/24/2019 05H,614
03/24/2019 04H,612
03/24/2019 03H,630
03/24/2019 02H,629
03/24/2019 01H,611
03/24/2019 00H,596
03/23/2019 23H,638
03/23/2019 22H,642
03/23/2019 21H,613
03/23/2019 20H,636
03/23/2019 19H,568
03/23/2019 18H,600
03/23/2019 17H,602
03/23/2019 16H,597
03/23/2019 15H,581
03/23/2019 14H,610
03/23/2019 13H,564
03/23/2019 12H,572
03/23/2019 11H,573
03/23/2019 10H,568
03/23/2019 09H,601
03/23/2019 08H,609
03/23/2019 07H,618
03/23/2019 06H,642
03/23/2019 05H,660
03/23/2019 04H,607
03/23/2019 03H,627
03/23/2019 02H,619
03/23/2019 01H,595
03/23/2019 00H,565
03/22/2019 23H,568
03/22/2019 22H,580
03/22/2019 21H,583
03/22/2019 20H,630
03/22/2019 19H,570
03/22/2019 18H,571
03/22/2019 17H,651
03/22/2019 16H,655
03/22/2019 15H,677
03/22/2019 14H,631
03/22/2019 13H,598
03/22/2019 12H,579
03/22/2019 11H,577
03/22/2019 10H,578
03/22/2019 09H,577
03/22/2019 08H,578
03/22/2019 07H,549
03/22/2019 06H,628
03/22/2019 05H,667
03/22/2019 04H,612
03/22/2019 03H,608
03/22/2019 02H,617
03/22/2019 01H,581
03/22/2019 00H,617
03/21/2019 23H,551
03/21/2019 22H,551
03/21/2019 21H,604
03/21/2019 20H,567
03/21/2019 19H,572
03/21/2019 18H,600
03/21/2019 17H,603
03/21/2019 16H,561
03/21/2019 15H,598
03/21/2019 14H,613
03/21/2019 13H,605
03/21/2019 12H,575
03/21/2019 11H,575
03/21/2019 10H,566
03/21/2019 09H,570
03/21/2019 08H,580
03/21/2019 07H,573
03/21/2019 06H,606
03/21/2019 05H,610
03/21/2019 04H,571
03/21/2019 03H,573
03/21/2019 02H,600
03/21/2019 01H,589
03/21/2019 00H,555
03/20/2019 23H,596
03/20/2019 22H,566
03/20/2019 21H,619
03/20/2019 20H,621
03/20/2019 19H,598
03/20/2019 18H,595
03/20/2019 17H,598
03/20/2019 16H,591
03/20/2019 15H,633
03/20/2019 14H,636
03/20/2019 13H,607
03/20/2019 12H,568
03/20/2019 11H,620
03/20/2019 10H,562
03/20/2019 09H,566
03/20/2019 08H,586
03/20/2019 07H,615
03/20/2019 06H,663
03/20/2019 05H,597
03/20/2019 04H,600
03/20/2019 03H,599
03/20/2019 02H,614
03/20/2019 01H,608
03/20/2019 00H,587
03/19/2019 23H,584
03/19/2019 22H,547
03/19/2019 21H,540
03/19/2019 20H,511
03/19/2019 19H,522
03/19/2019 18H,512
03/19/2019 17H,630
03/19/2019 16H,636
03/19/2019 15H,639
03/19/2019 14H,639
03/19/2019 13H,579
03/19/2019 12H,555
03/19/2019 11H,531
03/19/2019 10H,540
03/19/2019 09H,553
03/19/2019 08H,563
03/19/2019 07H,605
03/19/2019 06H,630
03/19/2019 05H,574
03/19/2019 04H,645
03/19/2019 03H,586
03/19/2019 02H,562
03/19/2019 01H,573
03/19/2019 00H,555
03/18/2019 23H,511
03/18/2019 22H,493
03/18/2019 21H,490
03/18/2019 20H,454
03/18/2019 19H,481
03/18/2019 18H,498
03/18/2019 17H,502
03/18/2019 16H,558
03/18/2019 15H,625
03/18/2019 14H,666
03/18/2019 13H,642
03/18/2019 12H,627
03/18/2019 11H,607
03/18/2019 10H,627
03/18/2019 09H,655
03/18/2019 08H,609
03/18/2019 07H,689
03/18/2019 06H,644
03/18/2019 05H,614
03/18/2019 04H,617
03/18/2019 03H,624
03/18/2019 02H,617
03/18/2019 01H,613
03/18/2019 00H,564
03/17/2019 23H,584
03/17/2019 22H,584
03/17/2019 21H,567
03/17/2019 20H,590
03/17/2019 19H,623
03/17/2019 18H,632
03/17/2019 17H,586
03/17/2019 16H,673
03/17/2019 15H,654
03/17/2019 14H,657
03/17/2019 13H,664
03/17/2019 12H,607
03/17/2019 11H,605
03/17/2019 10H,615
03/17/2019 09H,602
03/17/2019 08H,638
03/17/2019 07H,668
03/17/2019 06H,627
03/17/2019 05H,678
03/17/2019 04H,656
03/17/2019 03H,632
03/17/2019 02H,667
03/17/2019 01H,634
03/17/2019 00H,564
03/16/2019 23H,577
03/16/2019 22H,572
03/16/2019 21H,580
03/16/2019 20H,630
03/16/2019 19H,645
03/16/2019 18H,577
03/16/2019 17H,602
03/16/2019 16H,676
03/16/2019 15H,622
03/16/2019 14H,618
03/16/2019 13H,681
03/16/2019 12H,630
03/16/2019 11H,623
03/16/2019 10H,610
03/16/2019 09H,615
03/16/2019 08H,623
03/16/2019 07H,653
03/16/2019 06H,648
03/16/2019 05H,673
03/16/2019 04H,639
03/16/2019 03H,663
03/16/2019 02H,660
03/16/2019 01H,585
03/16/2019 00H,608
03/15/2019 23H,578
03/15/2019 22H,578
03/15/2019 21H,583
