Net generation from natural gas for Florida (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390109&sdid=EBA.FLA-ALL.NG.NG.H
19:11:22 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.FLA-ALL.NG.NG.H megawatthours
10/7/2021 06H,15950
10/7/2021 05H,17589
10/7/2021 04H,19908
10/7/2021 03H,22155
10/7/2021 02H,24233
10/7/2021 01H,26392
10/7/2021 00H,27890
10/6/2021 23H,28224
10/6/2021 22H,28706
10/6/2021 21H,28462
10/6/2021 20H,27996
10/6/2021 19H,27566
10/6/2021 18H,26235
10/6/2021 17H,24368
10/6/2021 16H,22580
10/6/2021 15H,20605
10/6/2021 14H,18505
10/6/2021 13H,17505
10/6/2021 12H,17021
10/6/2021 11H,16536
10/6/2021 10H,14607
10/6/2021 09H,14087
10/6/2021 08H,14178
10/6/2021 07H,14632
10/6/2021 06H,15594
10/6/2021 05H,17069
10/6/2021 04H,19457
10/6/2021 03H,21420
10/6/2021 02H,24008
10/6/2021 01H,25963
10/6/2021 00H,27137
10/5/2021 23H,27847
10/5/2021 22H,28353
10/5/2021 21H,27896
10/5/2021 20H,26946
10/5/2021 19H,26485
10/5/2021 18H,25202
10/5/2021 17H,23248
10/5/2021 16H,20592
10/5/2021 15H,18498
10/5/2021 14H,16409
10/5/2021 13H,15734
10/5/2021 12H,15222
10/5/2021 11H,14395
10/5/2021 10H,12984
10/5/2021 09H,12408
10/5/2021 08H,12869
10/5/2021 07H,13257
10/5/2021 06H,14457
10/5/2021 05H,15530
10/5/2021 04H,17589
10/5/2021 03H,20247
10/5/2021 02H,22772
10/5/2021 01H,25043
10/5/2021 00H,27044
10/4/2021 23H,27208
10/4/2021 22H,27192
10/4/2021 21H,26824
10/4/2021 20H,25960
10/4/2021 19H,25000
10/4/2021 18H,23599
10/4/2021 17H,21251
10/4/2021 16H,19521
10/4/2021 15H,17335
10/4/2021 14H,15218
10/4/2021 13H,14991
10/4/2021 12H,14807
10/4/2021 11H,14310
10/4/2021 10H,12992
10/4/2021 09H,12510
10/4/2021 08H,12462
10/4/2021 07H,12550
10/4/2021 06H,13296
10/4/2021 05H,14811
10/4/2021 04H,15954
10/4/2021 03H,18342
10/4/2021 02H,20865
10/4/2021 01H,23055
10/4/2021 00H,24444
10/3/2021 23H,24884
10/3/2021 22H,25357
10/3/2021 21H,24726
10/3/2021 20H,23872
10/3/2021 19H,22997
10/3/2021 18H,21614
10/3/2021 17H,20163
10/3/2021 16H,18051
10/3/2021 15H,16209
10/3/2021 14H,14152
10/3/2021 13H,12737
10/3/2021 12H,11909
10/3/2021 11H,11936
10/3/2021 10H,11733
10/3/2021 09H,12055
10/3/2021 08H,12171
10/3/2021 07H,13076
10/3/2021 06H,13746
10/3/2021 05H,15128
10/3/2021 04H,13409
10/3/2021 03H,15524
10/3/2021 02H,19552
10/3/2021 01H,17493
10/3/2021 00H,22838
10/2/2021 23H,26105
10/2/2021 22H,26179
10/2/2021 21H,26058
10/2/2021 20H,25491
10/2/2021 19H,24737
10/2/2021 18H,23722
10/2/2021 17H,21764
10/2/2021 16H,20240
10/2/2021 15H,18238
10/2/2021 14H,16011
10/2/2021 13H,14630
10/2/2021 12H,14004
10/2/2021 11H,13546
10/2/2021 10H,13250
10/2/2021 09H,13229
10/2/2021 08H,13460
10/2/2021 07H,13807
10/2/2021 06H,15030
10/2/2021 05H,16129
10/2/2021 04H,13715
10/2/2021 03H,19530
10/2/2021 02H,21494
10/2/2021 01H,23384
10/2/2021 00H,24710
10/1/2021 23H,25235
10/1/2021 22H,25550
10/1/2021 21H,25711
10/1/2021 20H,25479
10/1/2021 19H,24482
10/1/2021 18H,23391
10/1/2021 17H,21861
10/1/2021 16H,20688
10/1/2021 15H,18663
10/1/2021 14H,16747
10/1/2021 13H,16428
10/1/2021 12H,16176
10/1/2021 11H,15539
10/1/2021 10H,13754
10/1/2021 09H,13343
10/1/2021 08H,13367
10/1/2021 07H,13724
10/1/2021 06H,14989
10/1/2021 05H,16518
10/1/2021 04H,18973
10/1/2021 03H,21440
10/1/2021 02H,24504
10/1/2021 01H,26961
10/1/2021 00H,28462
09/30/2021 23H,29220
09/30/2021 22H,29536
09/30/2021 21H,28704
09/30/2021 20H,27914
09/30/2021 19H,26313
09/30/2021 18H,25075
09/30/2021 17H,23257
09/30/2021 16H,21188
09/30/2021 15H,18929
09/30/2021 14H,17452
09/30/2021 13H,16548
09/30/2021 12H,16206
09/30/2021 11H,15309
09/30/2021 10H,13792
09/30/2021 09H,13232
09/30/2021 08H,13393
09/30/2021 07H,14158
09/30/2021 06H,15233
09/30/2021 05H,16711
09/30/2021 04H,18867
09/30/2021 03H,21226
09/30/2021 02H,23796
09/30/2021 01H,25964
09/30/2021 00H,27527
09/29/2021 23H,28170
09/29/2021 22H,28311
09/29/2021 21H,27502
09/29/2021 20H,26528
09/29/2021 19H,25335
09/29/2021 18H,23832
09/29/2021 17H,21650
09/29/2021 16H,19331
09/29/2021 15H,17520
09/29/2021 14H,16061
09/29/2021 13H,15411
09/29/2021 12H,15164
09/29/2021 11H,14335
09/29/2021 10H,12947
09/29/2021 09H,12297
09/29/2021 08H,12331
09/29/2021 07H,12895
09/29/2021 06H,13887
09/29/2021 05H,15297
09/29/2021 04H,17369
09/29/2021 03H,20010
09/29/2021 02H,22678
09/29/2021 01H,24963
09/29/2021 00H,26384
09/28/2021 23H,27295
09/28/2021 22H,27452
09/28/2021 21H,26908
09/28/2021 20H,25939
09/28/2021 19H,24972
09/28/2021 18H,24229
09/28/2021 17H,22511
09/28/2021 16H,20062
09/28/2021 15H,18031
09/28/2021 14H,16580
09/28/2021 13H,15923
09/28/2021 12H,15813
09/28/2021 11H,15195
09/28/2021 10H,13829
09/28/2021 09H,13121
09/28/2021 08H,13297
09/28/2021 07H,13942
09/28/2021 06H,15146
09/28/2021 05H,16629
09/28/2021 04H,18539
09/28/2021 03H,21347
09/28/2021 02H,23876
09/28/2021 01H,26236
09/28/2021 00H,27771
09/27/2021 23H,28619
09/27/2021 22H,28571
09/27/2021 21H,28143
09/27/2021 20H,27180
09/27/2021 19H,25972
09/27/2021 18H,24257
09/27/2021 17H,22212
09/27/2021 16H,20021
09/27/2021 15H,17979
09/27/2021 14H,16671
09/27/2021 13H,16050
09/27/2021 12H,16002
09/27/2021 11H,15122
09/27/2021 10H,13633
09/27/2021 09H,12852
09/27/2021 08H,13000
09/27/2021 07H,13679
09/27/2021 06H,14699
09/27/2021 05H,16336
09/27/2021 04H,18401
09/27/2021 03H,21068
09/27/2021 02H,23514
09/27/2021 01H,25658
09/27/2021 00H,27016
09/26/2021 23H,27607
09/26/2021 22H,27590
09/26/2021 21H,27492
09/26/2021 20H,27119
09/26/2021 19H,26410
09/26/2021 18H,25155
09/26/2021 17H,23488
09/26/2021 16H,21200
09/26/2021 15H,18768
09/26/2021 14H,16731
09/26/2021 13H,15199
09/26/2021 12H,14217
09/26/2021 11H,13820
09/26/2021 10H,13560
09/26/2021 09H,13681
09/26/2021 08H,14051
09/26/2021 07H,14826
09/26/2021 06H,15878
09/26/2021 05H,17095
09/26/2021 04H,12858
09/26/2021 03H,18736
09/26/2021 02H,20189
09/26/2021 01H,21767
09/26/2021 00H,25519
09/25/2021 23H,26555
09/25/2021 22H,26956
09/25/2021 21H,26826
09/25/2021 20H,26706
09/25/2021 19H,26094
09/25/2021 18H,25318
09/25/2021 17H,23975
09/25/2021 16H,21562
09/25/2021 15H,18863
09/25/2021 14H,16868
09/25/2021 13H,15354
09/25/2021 12H,14153
09/25/2021 11H,13700
09/25/2021 10H,13410
09/25/2021 09H,13409
09/25/2021 08H,13828
09/25/2021 07H,14619
09/25/2021 06H,15798
09/25/2021 05H,17152
09/25/2021 04H,14897
09/25/2021 03H,16741
09/25/2021 02H,22630
09/25/2021 01H,24494
09/25/2021 00H,25768
09/24/2021 23H,26422
09/24/2021 22H,26473
09/24/2021 21H,26152
09/24/2021 20H,25673
09/24/2021 19H,25699
09/24/2021 18H,24923
09/24/2021 17H,23057
09/24/2021 16H,20682
09/24/2021 15H,18738
09/24/2021 14H,17304
09/24/2021 13H,16527
09/24/2021 12H,16262
09/24/2021 11H,15555
09/24/2021 10H,14486
09/24/2021 09H,13904
09/24/2021 08H,13936
09/24/2021 07H,14264
09/24/2021 06H,15033
09/24/2021 05H,16403
09/24/2021 04H,18434
09/24/2021 03H,20573
09/24/2021 02H,23013
09/24/2021 01H,24933
09/24/2021 00H,26441
09/23/2021 23H,27130
09/23/2021 22H,27277
09/23/2021 21H,27196
09/23/2021 20H,26530
09/23/2021 19H,25452
09/23/2021 18H,24314
09/23/2021 17H,22079
09/23/2021 16H,20604
09/23/2021 15H,18806
09/23/2021 14H,17286
09/23/2021 13H,16454
09/23/2021 12H,16146
09/23/2021 11H,15321
09/23/2021 10H,14264
09/23/2021 09H,13710
09/23/2021 08H,13710
09/23/2021 07H,14076
09/23/2021 06H,14751
09/23/2021 05H,16108
09/23/2021 04H,18320
09/23/2021 03H,20777
09/23/2021 02H,23263
09/23/2021 01H,25121
09/23/2021 00H,26482
09/22/2021 23H,27237
09/22/2021 22H,26955
09/22/2021 21H,26645
09/22/2021 20H,26355
09/22/2021 19H,25905
09/22/2021 18H,25116
09/22/2021 17H,23324
09/22/2021 16H,21111
09/22/2021 15H,18493
09/22/2021 14H,16731
09/22/2021 13H,15781
09/22/2021 12H,15756
09/22/2021 11H,15111
09/22/2021 10H,13582
09/22/2021 09H,12959
09/22/2021 08H,12888
09/22/2021 07H,13287
09/22/2021 06H,14414
09/22/2021 05H,15326
09/22/2021 04H,17182
09/22/2021 03H,19580
09/22/2021 02H,21907
09/22/2021 01H,23907
09/22/2021 00H,24692
09/21/2021 23H,25453
09/21/2021 22H,26394
09/21/2021 21H,26905
09/21/2021 20H,26909
09/21/2021 19H,26276
09/21/2021 18H,25149
09/21/2021 17H,23451
09/21/2021 16H,21567
09/21/2021 15H,19457
09/21/2021 14H,18143
09/21/2021 13H,17338
09/21/2021 12H,17034
09/21/2021 11H,16255
09/21/2021 10H,14848
09/21/2021 09H,14130
09/21/2021 08H,14160
09/21/2021 07H,14683
09/21/2021 06H,15559
09/21/2021 05H,16991
09/21/2021 04H,18839
09/21/2021 03H,21143
09/21/2021 02H,23632
09/21/2021 01H,25639
09/21/2021 00H,26622
09/20/2021 23H,27015
09/20/2021 22H,27645
09/20/2021 21H,28081
09/20/2021 20H,28408
09/20/2021 19H,27815
09/20/2021 18H,27044
09/20/2021 17H,25267
09/20/2021 16H,23062
09/20/2021 15H,20726
09/20/2021 14H,18925
09/20/2021 13H,17761
09/20/2021 12H,17094
09/20/2021 11H,16216
09/20/2021 10H,14784
09/20/2021 09H,13845
09/20/2021 08H,13710
09/20/2021 07H,14314
09/20/2021 06H,15218
09/20/2021 05H,16477
09/20/2021 04H,18629
09/20/2021 03H,20943
09/20/2021 02H,23286
09/20/2021 01H,25321
09/20/2021 00H,26068
09/19/2021 23H,26757
09/19/2021 22H,27598
09/19/2021 21H,27361
09/19/2021 20H,27083
09/19/2021 19H,27010
09/19/2021 18H,26563
09/19/2021 17H,25116
09/19/2021 16H,22695
09/19/2021 15H,19982
09/19/2021 14H,17511
09/19/2021 13H,15632
09/19/2021 12H,14466
09/19/2021 11H,13969
09/19/2021 10H,13846
09/19/2021 09H,13863
09/19/2021 08H,14194
09/19/2021 07H,14928
09/19/2021 06H,15979
09/19/2021 05H,17463
09/19/2021 04H,18822
09/19/2021 03H,20511
09/19/2021 02H,22412
09/19/2021 01H,24095
09/19/2021 00H,25245
09/18/2021 23H,26217
09/18/2021 22H,26717
09/18/2021 21H,26783
09/18/2021 20H,26458
09/18/2021 19H,25756
09/18/2021 18H,24704
09/18/2021 17H,23324
09/18/2021 16H,21162
09/18/2021 15H,19107
09/18/2021 14H,16967
09/18/2021 13H,15241
09/18/2021 12H,14163
09/18/2021 11H,13595
09/18/2021 10H,13394
09/18/2021 09H,13392
09/18/2021 08H,13566
09/18/2021 07H,14176
09/18/2021 06H,14979
09/18/2021 05H,16302
09/18/2021 04H,17750
09/18/2021 03H,19371
09/18/2021 02H,20793
09/18/2021 01H,22369
09/18/2021 00H,23413
09/17/2021 23H,24244
09/17/2021 22H,25084
09/17/2021 21H,25523
09/17/2021 20H,26160
09/17/2021 19H,26477
09/17/2021 18H,26030
09/17/2021 17H,24560
09/17/2021 16H,22472
09/17/2021 15H,20439
09/17/2021 14H,18626
09/17/2021 13H,17382
09/17/2021 12H,16519
09/17/2021 11H,15858
09/17/2021 10H,14546
09/17/2021 09H,14032
09/17/2021 08H,13924
09/17/2021 07H,14265
09/17/2021 06H,14984
09/17/2021 05H,16177
09/17/2021 04H,17971
09/17/2021 03H,20233
09/17/2021 02H,22211
09/17/2021 01H,23794
09/17/2021 00H,24546
09/16/2021 23H,25019
09/16/2021 22H,25678
09/16/2021 21H,26079
09/16/2021 20H,26300
09/16/2021 19H,26178
09/16/2021 18H,25371
09/16/2021 17H,24067
09/16/2021 16H,22646
09/16/2021 15H,21244
09/16/2021 14H,19316
09/16/2021 13H,18051
09/16/2021 12H,17181
09/16/2021 11H,16425
09/16/2021 10H,15140
09/16/2021 09H,14473
09/16/2021 08H,14452
09/16/2021 07H,14971
09/16/2021 06H,15669
09/16/2021 05H,16943
09/16/2021 04H,18888
09/16/2021 03H,21635
09/16/2021 02H,24484
09/16/2021 01H,26408
09/16/2021 00H,27519
09/15/2021 23H,28033
09/15/2021 22H,28671
09/15/2021 21H,28593
09/15/2021 20H,28189
09/15/2021 19H,27914
09/15/2021 18H,26973
09/15/2021 17H,25153
09/15/2021 16H,22828
09/15/2021 15H,20486
09/15/2021 14H,18015
09/15/2021 13H,16876
09/15/2021 12H,16449
09/15/2021 11H,15786
09/15/2021 10H,14439
09/15/2021 09H,13741
09/15/2021 08H,13802
09/15/2021 07H,14387
09/15/2021 06H,15173
09/15/2021 05H,16849
09/15/2021 04H,18982
09/15/2021 03H,21405
09/15/2021 02H,23633
09/15/2021 01H,25437
09/15/2021 00H,26640
09/14/2021 23H,27825
09/14/2021 22H,28787
09/14/2021 21H,29026
09/14/2021 20H,28920
09/14/2021 19H,27705
09/14/2021 18H,26471
09/14/2021 17H,25683
09/14/2021 16H,23180
09/14/2021 15H,21071
09/14/2021 14H,18902
09/14/2021 13H,17391
09/14/2021 12H,16892
09/14/2021 11H,16541
09/14/2021 10H,15259
09/14/2021 09H,14696
09/14/2021 08H,14706
09/14/2021 07H,15222
09/14/2021 06H,15753
09/14/2021 05H,17111
09/14/2021 04H,19185
09/14/2021 03H,21469
09/14/2021 02H,24399
09/14/2021 01H,26221
09/14/2021 00H,27552
09/13/2021 23H,28138
09/13/2021 22H,28449
09/13/2021 21H,28631
09/13/2021 20H,28286
09/13/2021 19H,28233
09/13/2021 18H,27417
09/13/2021 17H,25513
09/13/2021 16H,23384
09/13/2021 15H,20945
09/13/2021 14H,18897
09/13/2021 13H,17990
09/13/2021 12H,18204
09/13/2021 11H,17373
09/13/2021 10H,16218
09/13/2021 09H,15407
09/13/2021 08H,15543
09/13/2021 07H,16183
09/13/2021 06H,17081
09/13/2021 05H,18494
09/13/2021 04H,20269
09/13/2021 03H,22463
09/13/2021 02H,24697
09/13/2021 01H,26326
09/13/2021 00H,26955
09/12/2021 23H,27472
09/12/2021 22H,27688
09/12/2021 21H,28415
09/12/2021 20H,28648
09/12/2021 19H,28245
09/12/2021 18H,27118
09/12/2021 17H,25725
09/12/2021 16H,23563
09/12/2021 15H,21467
09/12/2021 14H,18996
09/12/2021 13H,17258
09/12/2021 12H,15801
09/12/2021 11H,15355
09/12/2021 10H,15193
09/12/2021 09H,15146
09/12/2021 08H,15385
09/12/2021 07H,15981
09/12/2021 06H,16629
09/12/2021 05H,18046
09/12/2021 04H,19780
09/12/2021 03H,21617
09/12/2021 02H,23107
09/12/2021 01H,24556
09/12/2021 00H,25465
09/11/2021 23H,26300
09/11/2021 22H,27346
09/11/2021 21H,27463
09/11/2021 20H,27111
09/11/2021 19H,26231
09/11/2021 18H,25295
09/11/2021 17H,23901
09/11/2021 16H,22272
09/11/2021 15H,20368
09/11/2021 14H,18055
09/11/2021 13H,16440
09/11/2021 12H,15136
09/11/2021 11H,14793
09/11/2021 10H,14370
09/11/2021 09H,14325
09/11/2021 08H,14318
09/11/2021 07H,15358
09/11/2021 06H,16477
09/11/2021 05H,18323
09/11/2021 04H,20386
09/11/2021 03H,22352
09/11/2021 02H,24349
09/11/2021 01H,26477
09/11/2021 00H,27439
09/10/2021 23H,28249
09/10/2021 22H,29399
09/10/2021 21H,29928
09/10/2021 20H,29192
09/10/2021 19H,28604
09/10/2021 18H,27442
09/10/2021 17H,24956
09/10/2021 16H,22741
09/10/2021 15H,20341
09/10/2021 14H,19178
09/10/2021 13H,17972
09/10/2021 12H,17607
09/10/2021 11H,17052
09/10/2021 10H,15801
09/10/2021 09H,14914
09/10/2021 08H,15112
09/10/2021 07H,15403
09/10/2021 06H,16451
09/10/2021 05H,18182
09/10/2021 04H,19752
09/10/2021 03H,22036
09/10/2021 02H,24024
09/10/2021 01H,25084
09/10/2021 00H,25930
09/9/2021 23H,25929
09/9/2021 22H,26298
09/9/2021 21H,27156
09/9/2021 20H,27580
09/9/2021 19H,27029
09/9/2021 18H,26322
09/9/2021 17H,24877
09/9/2021 16H,23895
09/9/2021 15H,21678
09/9/2021 14H,20409
09/9/2021 13H,18924
09/9/2021 12H,18192
09/9/2021 11H,17532
09/9/2021 10H,16104
09/9/2021 09H,15498
09/9/2021 08H,15494
09/9/2021 07H,15919
09/9/2021 06H,16700
09/9/2021 05H,18184
09/9/2021 04H,20086
09/9/2021 03H,22505
09/9/2021 02H,24653
09/9/2021 01H,26905
09/9/2021 00H,28226
09/8/2021 23H,28988
09/8/2021 22H,29316
09/8/2021 21H,29754
09/8/2021 20H,29777
09/8/2021 19H,29069
09/8/2021 18H,28450
09/8/2021 17H,26890
09/8/2021 16H,24658
09/8/2021 15H,22228
09/8/2021 14H,20268
09/8/2021 13H,18676
09/8/2021 12H,17910
09/8/2021 11H,17388
09/8/2021 10H,15931
09/8/2021 09H,15291
09/8/2021 08H,15394
09/8/2021 07H,15922
09/8/2021 06H,16972
09/8/2021 05H,18405
09/8/2021 04H,20331
09/8/2021 03H,22937
09/8/2021 02H,25247
09/8/2021 01H,27171
09/8/2021 00H,28031
09/7/2021 23H,28644
09/7/2021 22H,28813
09/7/2021 21H,29292
09/7/2021 20H,29406
09/7/2021 19H,29101
09/7/2021 18H,27895
09/7/2021 17H,26505
09/7/2021 16H,24143
09/7/2021 15H,21782
09/7/2021 14H,19917
09/7/2021 13H,18455
09/7/2021 12H,17610
09/7/2021 11H,16952
09/7/2021 10H,15619
09/7/2021 09H,14869
09/7/2021 08H,15077
09/7/2021 07H,15726
09/7/2021 06H,16696
09/7/2021 05H,18174
09/7/2021 04H,20280
09/7/2021 03H,22893
09/7/2021 02H,25133
09/7/2021 01H,27335
09/7/2021 00H,28198
09/6/2021 23H,28848
09/6/2021 22H,29464
09/6/2021 21H,29960
09/6/2021 20H,29375
09/6/2021 19H,28111
09/6/2021 18H,27243
09/6/2021 17H,25934
09/6/2021 16H,23946
09/6/2021 15H,21195
09/6/2021 14H,18525
09/6/2021 13H,16276
09/6/2021 12H,15093
09/6/2021 11H,15018
09/6/2021 10H,14775
09/6/2021 09H,14646
09/6/2021 08H,14874
09/6/2021 07H,15614
09/6/2021 06H,16732
09/6/2021 05H,18223
09/6/2021 04H,20117
09/6/2021 03H,22303
09/6/2021 02H,24223
09/6/2021 01H,25882
09/6/2021 00H,26678
09/5/2021 23H,27215
09/5/2021 22H,27388
09/5/2021 21H,27616
09/5/2021 20H,27549
09/5/2021 19H,26868
09/5/2021 18H,25774
09/5/2021 17H,24385
09/5/2021 16H,22148
09/5/2021 15H,20032
09/5/2021 14H,17747
09/5/2021 13H,15491
09/5/2021 12H,14107
09/5/2021 11H,13886
09/5/2021 10H,13765
09/5/2021 09H,13936
09/5/2021 08H,14397
09/5/2021 07H,15145
09/5/2021 06H,16296
09/5/2021 05H,17905
09/5/2021 04H,19579
09/5/2021 03H,21531
09/5/2021 02H,23355
09/5/2021 01H,25199
09/5/2021 00H,25875
09/4/2021 23H,26224
09/4/2021 22H,26088
09/4/2021 21H,25808
09/4/2021 20H,25691
09/4/2021 19H,25888
09/4/2021 18H,25482
09/4/2021 17H,24101
09/4/2021 16H,21917
09/4/2021 15H,19656
09/4/2021 14H,17589
09/4/2021 13H,15769
09/4/2021 12H,14384
09/4/2021 11H,14038
09/4/2021 10H,13847
09/4/2021 09H,13849
09/4/2021 08H,14228
09/4/2021 07H,14818
09/4/2021 06H,15860
09/4/2021 05H,17295
09/4/2021 04H,19031
09/4/2021 03H,21148
09/4/2021 02H,22914
09/4/2021 01H,24708
09/4/2021 00H,25644
09/3/2021 23H,26628
09/3/2021 22H,27065
09/3/2021 21H,26852
09/3/2021 20H,26754
09/3/2021 19H,26859
09/3/2021 18H,26392
09/3/2021 17H,24526
09/3/2021 16H,22921
09/3/2021 15H,21168
09/3/2021 14H,18904
09/3/2021 13H,17587
09/3/2021 12H,16989
09/3/2021 11H,16129
09/3/2021 10H,14852
09/3/2021 09H,14222
09/3/2021 08H,14323
09/3/2021 07H,14707
09/3/2021 06H,15586
09/3/2021 05H,16950
09/3/2021 04H,18865
09/3/2021 03H,20977
09/3/2021 02H,23199
09/3/2021 01H,24754
09/3/2021 00H,25392
09/2/2021 23H,26147
09/2/2021 22H,26326
09/2/2021 21H,25951
09/2/2021 20H,25659
09/2/2021 19H,26397
09/2/2021 18H,26446
09/2/2021 17H,24802
09/2/2021 16H,22643
09/2/2021 15H,21027
09/2/2021 14H,18811
09/2/2021 13H,17807
09/2/2021 12H,17650
09/2/2021 11H,17209
09/2/2021 10H,15743
09/2/2021 09H,15003
09/2/2021 08H,14968
09/2/2021 07H,15482
09/2/2021 06H,16370
09/2/2021 05H,17922
09/2/2021 04H,19408
09/2/2021 03H,21397
09/2/2021 02H,23433
09/2/2021 01H,24498
09/2/2021 00H,24906
09/1/2021 23H,25276
09/1/2021 22H,26194
09/1/2021 21H,26180
09/1/2021 20H,25760
09/1/2021 19H,25778
09/1/2021 18H,25525
09/1/2021 17H,25107
09/1/2021 16H,24067
09/1/2021 15H,22611
09/1/2021 14H,20557
09/1/2021 13H,19276
09/1/2021 12H,18655
09/1/2021 11H,18228
09/1/2021 10H,16928
09/1/2021 09H,16302
09/1/2021 08H,16399
09/1/2021 07H,16942
09/1/2021 06H,17918
09/1/2021 05H,19472
09/1/2021 04H,21680
09/1/2021 03H,23849
09/1/2021 02H,25917
09/1/2021 01H,27927
09/1/2021 00H,28770
08/31/2021 23H,29904
08/31/2021 22H,30671
08/31/2021 21H,30792
08/31/2021 20H,30358
08/31/2021 19H,29887
08/31/2021 18H,28524
08/31/2021 17H,26408
08/31/2021 16H,24082
08/31/2021 15H,21462
08/31/2021 14H,19618
08/31/2021 13H,18598
08/31/2021 12H,18038
08/31/2021 11H,17561
08/31/2021 10H,16378
08/31/2021 09H,15779
08/31/2021 08H,15898
08/31/2021 07H,16416
08/31/2021 06H,17362
08/31/2021 05H,18801
08/31/2021 04H,21152
08/31/2021 03H,24092
08/31/2021 02H,27121
08/31/2021 01H,29525
08/31/2021 00H,30726
08/30/2021 23H,31226
08/30/2021 22H,31523
08/30/2021 21H,31773
08/30/2021 20H,30988
08/30/2021 19H,29926
08/30/2021 18H,28951
08/30/2021 17H,27126
08/30/2021 16H,25268
08/30/2021 15H,22577
08/30/2021 14H,20034
08/30/2021 13H,18780
08/30/2021 12H,18244
08/30/2021 11H,17897
08/30/2021 10H,16870
08/30/2021 09H,16196
08/30/2021 08H,16244
08/30/2021 07H,16700
08/30/2021 06H,17824
08/30/2021 05H,19014
08/30/2021 04H,21145
08/30/2021 03H,23893
08/30/2021 02H,26232
08/30/2021 01H,28013
08/30/2021 00H,28919
08/29/2021 23H,30298
08/29/2021 22H,31186
08/29/2021 21H,30984
08/29/2021 20H,30178
08/29/2021 19H,29633
08/29/2021 18H,28315
08/29/2021 17H,26757
08/29/2021 16H,24929
08/29/2021 15H,22544
08/29/2021 14H,20049
08/29/2021 13H,17978
08/29/2021 12H,16877
08/29/2021 11H,16641
08/29/2021 10H,16562
08/29/2021 09H,16730
08/29/2021 08H,17509
08/29/2021 07H,18209
08/29/2021 06H,19181
08/29/2021 05H,20430
08/29/2021 04H,19828
08/29/2021 03H,19663
08/29/2021 02H,30208
08/29/2021 01H,31441
08/29/2021 00H,22873
08/28/2021 23H,28162
08/28/2021 22H,28913
08/28/2021 21H,28557
08/28/2021 20H,27908
08/28/2021 19H,27434
08/28/2021 18H,26931
08/28/2021 17H,26153
08/28/2021 16H,24446
08/28/2021 15H,22435
08/28/2021 14H,20701
08/28/2021 13H,18763
08/28/2021 12H,17804
08/28/2021 11H,17498
08/28/2021 10H,17104
08/28/2021 09H,17151
08/28/2021 08H,17399
08/28/2021 07H,17990
08/28/2021 06H,18962
08/28/2021 05H,20134
08/28/2021 04H,21375
08/28/2021 03H,22516
08/28/2021 02H,23777
08/28/2021 01H,24998
08/28/2021 00H,25263
08/27/2021 23H,26016
08/27/2021 22H,26649
08/27/2021 21H,26911
08/27/2021 20H,26989
08/27/2021 19H,27742
08/27/2021 18H,27714
08/27/2021 17H,26400
08/27/2021 16H,24511
08/27/2021 15H,21869
08/27/2021 14H,20220
08/27/2021 13H,18899
08/27/2021 12H,18312
08/27/2021 11H,18141
08/27/2021 10H,17144
08/27/2021 09H,16602
08/27/2021 08H,16644
08/27/2021 07H,17280
08/27/2021 06H,18309
08/27/2021 05H,19393
08/27/2021 04H,20888
08/27/2021 03H,22625
08/27/2021 02H,24575
08/27/2021 01H,26047
08/27/2021 00H,26937
08/26/2021 23H,27971
08/26/2021 22H,28569
08/26/2021 21H,28272
08/26/2021 20H,27399
08/26/2021 19H,25922
08/26/2021 18H,24288
08/26/2021 17H,23038
08/26/2021 16H,21637
08/26/2021 15H,19619
08/26/2021 14H,17490
08/26/2021 13H,17026
08/26/2021 12H,16798
08/26/2021 11H,16463
08/26/2021 10H,15215
08/26/2021 09H,14623
08/26/2021 08H,15100
08/26/2021 07H,15508
08/26/2021 06H,16937
08/26/2021 05H,18376
08/26/2021 04H,19817
08/26/2021 03H,22089
08/26/2021 02H,24461
08/26/2021 01H,26612
08/26/2021 00H,27393
08/25/2021 23H,29060
08/25/2021 22H,29377
08/25/2021 21H,29421
08/25/2021 20H,28690
08/25/2021 19H,27238
08/25/2021 18H,26540
08/25/2021 17H,24863
08/25/2021 16H,22871
08/25/2021 15H,21198
08/25/2021 14H,18937
08/25/2021 13H,17571
08/25/2021 12H,17068
08/25/2021 11H,17136
08/25/2021 10H,16071
08/25/2021 09H,15127
08/25/2021 08H,15144
08/25/2021 07H,15594
08/25/2021 06H,16951
08/25/2021 05H,17934
08/25/2021 04H,20041
08/25/2021 03H,22375
08/25/2021 02H,24396
08/25/2021 01H,26487
08/25/2021 00H,27955
08/24/2021 23H,29977
08/24/2021 22H,30775
08/24/2021 21H,30594
