Net generation from natural gas for Florida (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390109&sdid=EBA.FLA-ALL.NG.NG.H
19:11:22 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.FLA-ALL.NG.NG.H megawatthours
03/3/2020 19H,19432
03/3/2020 18H,18602
03/3/2020 17H,17823
03/3/2020 16H,17096
03/3/2020 15H,16299
03/3/2020 14H,15749
03/3/2020 13H,15544
03/3/2020 12H,14520
03/3/2020 11H,12205
03/3/2020 10H,10849
03/3/2020 09H,10545
03/3/2020 08H,10696
03/3/2020 07H,11256
03/3/2020 06H,12191
03/3/2020 05H,13748
03/3/2020 04H,15810
03/3/2020 03H,17825
03/3/2020 02H,19296
03/3/2020 01H,19896
03/3/2020 00H,19806
03/2/2020 23H,18769
03/2/2020 22H,17908
03/2/2020 21H,17319
03/2/2020 20H,17005
03/2/2020 19H,16650
03/2/2020 18H,16453
03/2/2020 17H,16330
03/2/2020 16H,16334
03/2/2020 15H,16471
03/2/2020 14H,16961
03/2/2020 13H,17301
03/2/2020 12H,16151
03/2/2020 11H,13586
03/2/2020 10H,12154
03/2/2020 09H,11520
03/2/2020 08H,11459
03/2/2020 07H,11689
03/2/2020 06H,12272
03/2/2020 05H,13490
03/2/2020 04H,14864
03/2/2020 03H,16337
03/2/2020 02H,17461
03/2/2020 01H,18040
03/2/2020 00H,17371
03/1/2020 23H,16240
03/1/2020 22H,15538
03/1/2020 21H,14118
03/1/2020 20H,14254
03/1/2020 19H,14244
03/1/2020 18H,14408
03/1/2020 17H,14894
03/1/2020 16H,15634
03/1/2020 15H,17129
03/1/2020 14H,18371
03/1/2020 13H,18521
03/1/2020 12H,16841
03/1/2020 11H,15600
03/1/2020 10H,14836
03/1/2020 09H,14342
03/1/2020 08H,14220
03/1/2020 07H,14299
03/1/2020 06H,14443
03/1/2020 05H,15392
03/1/2020 04H,16143
03/1/2020 03H,16788
03/1/2020 02H,17311
03/1/2020 01H,17705
03/1/2020 00H,17053
02/29/2020 23H,15759
02/29/2020 22H,14907
02/29/2020 21H,13817
02/29/2020 20H,14077
02/29/2020 19H,14449
02/29/2020 18H,14878
02/29/2020 17H,15563
02/29/2020 16H,16269
02/29/2020 15H,17182
02/29/2020 14H,17901
02/29/2020 13H,17703
02/29/2020 12H,16098
02/29/2020 11H,14740
02/29/2020 10H,14134
02/29/2020 09H,14059
02/29/2020 08H,14140
02/29/2020 07H,14456
02/29/2020 06H,15056
02/29/2020 05H,16031
02/29/2020 04H,17133
02/29/2020 03H,18180
02/29/2020 02H,18791
02/29/2020 01H,19011
02/29/2020 00H,18202
02/28/2020 23H,16563
02/28/2020 22H,15742
02/28/2020 21H,15259
02/28/2020 20H,15403
02/28/2020 19H,15758
02/28/2020 18H,15686
02/28/2020 17H,16252
02/28/2020 16H,17285
02/28/2020 15H,19393
02/28/2020 14H,21411
02/28/2020 13H,22810
02/28/2020 12H,21167
02/28/2020 11H,17744
02/28/2020 10H,15783
02/28/2020 09H,14954
02/28/2020 08H,14710
02/28/2020 07H,14804
02/28/2020 06H,15175
02/28/2020 05H,15916
02/28/2020 04H,17336
02/28/2020 03H,18873
02/28/2020 02H,19950
02/28/2020 01H,20175
02/28/2020 00H,18972
02/27/2020 23H,17122
02/27/2020 22H,15793
02/27/2020 21H,15114
02/27/2020 20H,15079
02/27/2020 19H,15067
02/27/2020 18H,15306
02/27/2020 17H,15581
02/27/2020 16H,15916
02/27/2020 15H,16291
02/27/2020 14H,17193
02/27/2020 13H,17388
02/27/2020 12H,15842
02/27/2020 11H,13445
02/27/2020 10H,12081
02/27/2020 09H,11618
02/27/2020 08H,11756
02/27/2020 07H,12278
02/27/2020 06H,13270
02/27/2020 05H,14907
02/27/2020 04H,17257
02/27/2020 03H,19342
02/27/2020 02H,20815
02/27/2020 01H,21817
02/27/2020 00H,22198
02/26/2020 23H,21931
02/26/2020 22H,22165
02/26/2020 21H,21986
02/26/2020 20H,21802
02/26/2020 19H,21700
02/26/2020 18H,21282
02/26/2020 17H,21066
02/26/2020 16H,20410
02/26/2020 15H,18994
02/26/2020 14H,17815
02/26/2020 13H,16996
02/26/2020 12H,15905
02/26/2020 11H,14007
02/26/2020 10H,12788
02/26/2020 09H,12663
02/26/2020 08H,13041
02/26/2020 07H,13740
02/26/2020 06H,14888
02/26/2020 05H,16795
02/26/2020 04H,18850
02/26/2020 03H,21004
02/26/2020 02H,22678
02/26/2020 01H,23928
02/26/2020 00H,23966
02/25/2020 23H,23015
02/25/2020 22H,22857
02/25/2020 21H,22676
02/25/2020 20H,22147
02/25/2020 19H,21627
02/25/2020 18H,20364
02/25/2020 17H,19502
02/25/2020 16H,18675
02/25/2020 15H,17411
02/25/2020 14H,16525
02/25/2020 13H,15869
02/25/2020 12H,15129
02/25/2020 11H,12973
02/25/2020 10H,11630
02/25/2020 09H,11331
02/25/2020 08H,11657
02/25/2020 07H,12234
02/25/2020 06H,13389
02/25/2020 05H,15137
02/25/2020 04H,17450
02/25/2020 03H,19403
02/25/2020 02H,20946
02/25/2020 01H,21816
02/25/2020 00H,21490
02/24/2020 23H,20741
02/24/2020 22H,20255
02/24/2020 21H,19681
02/24/2020 20H,19101
02/24/2020 19H,18410
02/24/2020 18H,17852
02/24/2020 17H,17375
02/24/2020 16H,16903
02/24/2020 15H,16591
02/24/2020 14H,16657
02/24/2020 13H,16738
02/24/2020 12H,15681
02/24/2020 11H,13454
02/24/2020 10H,12054
02/24/2020 09H,11583
02/24/2020 08H,11602
02/24/2020 07H,11998
02/24/2020 06H,12703
02/24/2020 05H,14053
02/24/2020 04H,15903
02/24/2020 03H,17487
02/24/2020 02H,18905
02/24/2020 01H,19730
02/24/2020 00H,19310
02/23/2020 23H,18415
02/23/2020 22H,17603
02/23/2020 21H,17160
02/23/2020 20H,16822
02/23/2020 19H,16539
02/23/2020 18H,16210
02/23/2020 17H,16026
02/23/2020 16H,16107
02/23/2020 15H,16312
02/23/2020 14H,16155
02/23/2020 13H,15528
02/23/2020 12H,14467
02/23/2020 11H,13638
02/23/2020 10H,13252
02/23/2020 09H,13135
02/23/2020 08H,13286
02/23/2020 07H,13598
02/23/2020 06H,14309
02/23/2020 05H,15723
02/23/2020 04H,16904
02/23/2020 03H,18246
02/23/2020 02H,18259
02/23/2020 01H,19216
02/23/2020 00H,18845
02/22/2020 23H,17671
02/22/2020 22H,16807
02/22/2020 21H,16411
02/22/2020 20H,16387
02/22/2020 19H,16539
02/22/2020 18H,17003
02/22/2020 17H,17637
02/22/2020 16H,18732
02/22/2020 15H,20375
02/22/2020 14H,21588
02/22/2020 13H,21516
02/22/2020 12H,19861
02/22/2020 11H,18355
02/22/2020 10H,17743
02/22/2020 09H,17431
02/22/2020 08H,17280
02/22/2020 07H,17406
02/22/2020 06H,18034
02/22/2020 05H,18618
02/22/2020 04H,20068
02/22/2020 03H,21503
02/22/2020 02H,22602
02/22/2020 01H,23022
02/22/2020 00H,22576
02/21/2020 23H,21170
02/21/2020 22H,20226
02/21/2020 21H,19964
02/21/2020 20H,19817
02/21/2020 19H,20043
02/21/2020 18H,20475
02/21/2020 17H,20906
02/21/2020 16H,21323
02/21/2020 15H,20955
02/21/2020 14H,20307
02/21/2020 13H,19148
02/21/2020 12H,17733
02/21/2020 11H,15640
02/21/2020 10H,14605
02/21/2020 09H,14461
02/21/2020 08H,14589
02/21/2020 07H,15207
02/21/2020 06H,16481
02/21/2020 05H,18203
02/21/2020 04H,20664
02/21/2020 03H,22857
02/21/2020 02H,24761
02/21/2020 01H,26012
02/21/2020 00H,26271
02/20/2020 23H,26681
02/20/2020 22H,26137
02/20/2020 21H,25666
02/20/2020 20H,25149
02/20/2020 19H,24384
02/20/2020 18H,23448
02/20/2020 17H,22592
02/20/2020 16H,21840
02/20/2020 15H,20969
02/20/2020 14H,20076
02/20/2020 13H,19276
02/20/2020 12H,17623
02/20/2020 11H,14883
02/20/2020 10H,13503
02/20/2020 09H,13388
02/20/2020 08H,13440
02/20/2020 07H,14117
02/20/2020 06H,15395
02/20/2020 05H,17126
02/20/2020 04H,19475
02/20/2020 03H,21523
02/20/2020 02H,23548
02/20/2020 01H,25119
02/20/2020 00H,25578
02/19/2020 23H,25712
02/19/2020 22H,25833
02/19/2020 21H,25565
02/19/2020 20H,25064
02/19/2020 19H,24107
02/19/2020 18H,22719
02/19/2020 17H,21964
02/19/2020 16H,20953
02/19/2020 15H,19606
02/19/2020 14H,18489
02/19/2020 13H,17367
02/19/2020 12H,16109
02/19/2020 11H,14052
02/19/2020 10H,12925
02/19/2020 09H,12810
02/19/2020 08H,13249
02/19/2020 07H,14065
02/19/2020 06H,15469
02/19/2020 05H,17245
02/19/2020 04H,19369
02/19/2020 03H,21610
02/19/2020 02H,23702
02/19/2020 01H,24976
02/19/2020 00H,25733
02/18/2020 23H,25539
02/18/2020 22H,25462
02/18/2020 21H,25188
02/18/2020 20H,24429
02/18/2020 19H,23874
02/18/2020 18H,22852
02/18/2020 17H,21260
02/18/2020 16H,20260
02/18/2020 15H,18758
02/18/2020 14H,17538
02/18/2020 13H,16486
02/18/2020 12H,15139
02/18/2020 11H,12946
02/18/2020 10H,11872
02/18/2020 09H,11795
02/18/2020 08H,12144
02/18/2020 07H,12892
02/18/2020 06H,14021
02/18/2020 05H,15894
02/18/2020 04H,18429
02/18/2020 03H,20718
02/18/2020 02H,22593
02/18/2020 01H,24082
02/18/2020 00H,24736
02/17/2020 23H,24782
02/17/2020 22H,24437
02/17/2020 21H,23952
02/17/2020 20H,23470
02/17/2020 19H,22508
02/17/2020 18H,21583
02/17/2020 17H,20724
02/17/2020 16H,19588
02/17/2020 15H,18273
02/17/2020 14H,16859
02/17/2020 13H,15374
02/17/2020 12H,14039
02/17/2020 11H,12390
02/17/2020 10H,11442
02/17/2020 09H,11304
02/17/2020 08H,11510
02/17/2020 07H,12103
02/17/2020 06H,13408
02/17/2020 05H,15416
02/17/2020 04H,16827
02/17/2020 03H,18826
02/17/2020 02H,20404
02/17/2020 01H,21269
02/17/2020 00H,21977
02/16/2020 23H,21783
02/16/2020 22H,21779
02/16/2020 21H,21412
02/16/2020 20H,20784
02/16/2020 19H,20063
02/16/2020 18H,19399
02/16/2020 17H,18528
02/16/2020 16H,17270
02/16/2020 15H,16175
02/16/2020 14H,14728
02/16/2020 13H,13226
02/16/2020 12H,12153
02/16/2020 11H,11304
02/16/2020 10H,11025
02/16/2020 09H,11035
02/16/2020 08H,11249
02/16/2020 07H,11901
02/16/2020 06H,12953
02/16/2020 05H,12859
02/16/2020 04H,14455
02/16/2020 03H,13792
02/16/2020 02H,16612
02/16/2020 01H,19580
02/16/2020 00H,19735
02/15/2020 23H,19183
02/15/2020 22H,18663
02/15/2020 21H,18214
02/15/2020 20H,18301
02/15/2020 19H,17401
02/15/2020 18H,17493
02/15/2020 17H,17297
02/15/2020 16H,17119
02/15/2020 15H,16507
02/15/2020 14H,15651
02/15/2020 13H,14141
02/15/2020 12H,13092
02/15/2020 11H,11963
02/15/2020 10H,11477
02/15/2020 09H,11347
02/15/2020 08H,11848
02/15/2020 07H,12435
02/15/2020 06H,13601
02/15/2020 05H,13260
02/15/2020 04H,16986
02/15/2020 03H,14493
02/15/2020 02H,19795
02/15/2020 01H,20974
02/15/2020 00H,21669
02/14/2020 23H,21672
02/14/2020 22H,21621
02/14/2020 21H,22148
02/14/2020 20H,21855
02/14/2020 19H,21440
02/14/2020 18H,20813
02/14/2020 17H,20103
02/14/2020 16H,19803
02/14/2020 15H,19434
02/14/2020 14H,18496
02/14/2020 13H,17374
02/14/2020 12H,15943
02/14/2020 11H,13632
02/14/2020 10H,12578
02/14/2020 09H,12509
02/14/2020 08H,12908
02/14/2020 07H,13892
02/14/2020 06H,15292
02/14/2020 05H,17147
02/14/2020 04H,19126
02/14/2020 03H,21261
02/14/2020 02H,23263
02/14/2020 01H,24465
02/14/2020 00H,25117
02/13/2020 23H,25262
02/13/2020 22H,25471
02/13/2020 21H,25130
02/13/2020 20H,24244
02/13/2020 19H,23372
02/13/2020 18H,22313
02/13/2020 17H,21278
02/13/2020 16H,20088
02/13/2020 15H,18820
02/13/2020 14H,17877
02/13/2020 13H,16919
02/13/2020 12H,15643
02/13/2020 11H,13328
02/13/2020 10H,12128
02/13/2020 09H,12026
02/13/2020 08H,12491
02/13/2020 07H,13318
02/13/2020 06H,14624
02/13/2020 05H,16495
02/13/2020 04H,18531
02/13/2020 03H,20571
02/13/2020 02H,22608
02/13/2020 01H,23481
02/13/2020 00H,25743
02/12/2020 23H,23918
02/12/2020 22H,24043
02/12/2020 21H,22959
02/12/2020 20H,22904
02/12/2020 19H,22206
02/12/2020 18H,21225
02/12/2020 17H,20100
02/12/2020 16H,19165
02/12/2020 15H,17775
02/12/2020 14H,16683
02/12/2020 13H,15788
02/12/2020 12H,14553
02/12/2020 11H,12325
02/12/2020 10H,11294
02/12/2020 09H,11149
02/12/2020 08H,11478
02/12/2020 07H,12231
02/12/2020 06H,13535
02/12/2020 05H,15392
02/12/2020 04H,17676
02/12/2020 03H,19806
02/12/2020 02H,21643
02/12/2020 01H,23147
02/12/2020 00H,23556
02/11/2020 23H,23249
02/11/2020 22H,23091
02/11/2020 21H,22457
02/11/2020 20H,21819
02/11/2020 19H,20912
02/11/2020 18H,19781
02/11/2020 17H,18695
02/11/2020 16H,17586
02/11/2020 15H,16608
02/11/2020 14H,15882
02/11/2020 13H,15306
02/11/2020 12H,14059
02/11/2020 11H,11840
02/11/2020 10H,10647
02/11/2020 09H,10453
02/11/2020 08H,10728
02/11/2020 07H,11508
02/11/2020 06H,12683
02/11/2020 05H,14542
02/11/2020 04H,16847
02/11/2020 03H,19270
02/11/2020 02H,20792
02/11/2020 01H,21811
02/11/2020 00H,21427
02/10/2020 23H,20965
02/10/2020 22H,20324
02/10/2020 21H,19561
02/10/2020 20H,18878
02/10/2020 19H,18518
02/10/2020 18H,18059
02/10/2020 17H,17371
02/10/2020 16H,16681
02/10/2020 15H,15932
02/10/2020 14H,15835
02/10/2020 13H,15858
02/10/2020 12H,14359
02/10/2020 11H,11415
02/10/2020 10H,10681
02/10/2020 09H,10348
02/10/2020 08H,10433
02/10/2020 07H,10677
02/10/2020 06H,11362
02/10/2020 05H,13204
02/10/2020 04H,15039
02/10/2020 03H,16349
02/10/2020 02H,17995
02/10/2020 01H,18822
02/10/2020 00H,18448
02/9/2020 23H,17326
02/9/2020 22H,16312
02/9/2020 21H,15718
02/9/2020 20H,15481
02/9/2020 19H,15310
02/9/2020 18H,15261
02/9/2020 17H,15061
02/9/2020 16H,15373
02/9/2020 15H,15618
02/9/2020 14H,15778
02/9/2020 13H,14978
02/9/2020 12H,13648
02/9/2020 11H,12620
02/9/2020 10H,12303
02/9/2020 09H,12134
02/9/2020 08H,11805
02/9/2020 07H,12376
02/9/2020 06H,12912
02/9/2020 05H,14094
02/9/2020 04H,15310
02/9/2020 03H,16220
02/9/2020 02H,17030
02/9/2020 01H,17606
02/9/2020 00H,17444
02/8/2020 23H,16292
02/8/2020 22H,15238
02/8/2020 21H,14701
02/8/2020 20H,14598
02/8/2020 19H,14810
02/8/2020 18H,15117
02/8/2020 17H,16063
02/8/2020 16H,17325
02/8/2020 15H,18386
02/8/2020 14H,19033
02/8/2020 13H,18121
02/8/2020 12H,16145
02/8/2020 11H,14408
02/8/2020 10H,13619
02/8/2020 09H,13282
02/8/2020 08H,13147
02/8/2020 07H,13195
02/8/2020 06H,13250
02/8/2020 05H,13489
02/8/2020 04H,15773
02/8/2020 03H,16909
02/8/2020 02H,17727
02/8/2020 01H,18233
02/8/2020 00H,18260
02/7/2020 23H,17000
02/7/2020 22H,16004
02/7/2020 21H,15259
02/7/2020 20H,15401
02/7/2020 19H,15568
02/7/2020 18H,15811
02/7/2020 17H,16048
02/7/2020 16H,16223
02/7/2020 15H,16104
02/7/2020 14H,16036
02/7/2020 13H,15736
02/7/2020 12H,14792
02/7/2020 11H,12812
02/7/2020 10H,11764
02/7/2020 09H,11786
02/7/2020 08H,12225
02/7/2020 07H,13087
02/7/2020 06H,14537
02/7/2020 05H,15968
02/7/2020 04H,18480
02/7/2020 03H,20526
02/7/2020 02H,22077
02/7/2020 01H,23074
02/7/2020 00H,22889
02/6/2020 23H,22172
02/6/2020 22H,21862
02/6/2020 21H,21458
02/6/2020 20H,20857
02/6/2020 19H,20060
02/6/2020 18H,19521
02/6/2020 17H,19108
02/6/2020 16H,18484
02/6/2020 15H,17550
02/6/2020 14H,16344
02/6/2020 13H,15488
02/6/2020 12H,14158
02/6/2020 11H,12009
02/6/2020 10H,10618
02/6/2020 09H,10351
02/6/2020 08H,10485
02/6/2020 07H,10983
02/6/2020 06H,12034
02/6/2020 05H,13525
02/6/2020 04H,15723
02/6/2020 03H,17604
02/6/2020 02H,19064
02/6/2020 01H,19997
02/6/2020 00H,19886
02/5/2020 23H,18766
02/5/2020 22H,18441
02/5/2020 21H,17794
02/5/2020 20H,16946
02/5/2020 19H,16623
02/5/2020 18H,15984
02/5/2020 17H,15283
02/5/2020 16H,15180
02/5/2020 15H,15134
02/5/2020 14H,15043
02/5/2020 13H,14807
02/5/2020 12H,13596
02/5/2020 11H,11661
02/5/2020 10H,10127
02/5/2020 09H,9704
02/5/2020 08H,9676
02/5/2020 07H,9934
02/5/2020 06H,10857
02/5/2020 05H,12326
02/5/2020 04H,14206
02/5/2020 03H,16100
02/5/2020 02H,17848
02/5/2020 01H,18859
02/5/2020 00H,18812
02/4/2020 23H,17500
02/4/2020 22H,16654
02/4/2020 21H,15751
02/4/2020 20H,15341
02/4/2020 19H,14916
02/4/2020 18H,14835
02/4/2020 17H,14906
02/4/2020 16H,15539
02/4/2020 15H,16475
02/4/2020 14H,17579
02/4/2020 13H,18467
02/4/2020 12H,17090
02/4/2020 11H,13898
02/4/2020 10H,12204
02/4/2020 09H,11641
02/4/2020 08H,11518
02/4/2020 07H,11533
02/4/2020 06H,11900
02/4/2020 05H,12937
02/4/2020 04H,14380
02/4/2020 03H,16236
02/4/2020 02H,17653
02/4/2020 01H,18475
02/4/2020 00H,18278
02/3/2020 23H,16715
02/3/2020 22H,15469
02/3/2020 21H,14737
02/3/2020 20H,14437
02/3/2020 19H,14508
02/3/2020 18H,14747
02/3/2020 17H,15134
02/3/2020 16H,15845
02/3/2020 15H,17628
02/3/2020 14H,19800
02/3/2020 13H,21003
02/3/2020 12H,19195
02/3/2020 11H,16214
02/3/2020 10H,14237
02/3/2020 09H,13595
02/3/2020 08H,13472
02/3/2020 07H,13385
02/3/2020 06H,13721
02/3/2020 05H,14803
02/3/2020 04H,15808
02/3/2020 03H,16538
02/3/2020 02H,16864
02/3/2020 01H,17306
02/3/2020 00H,17411
02/2/2020 23H,16292
02/2/2020 22H,15166
02/2/2020 21H,14430
02/2/2020 20H,14317
02/2/2020 19H,14743
02/2/2020 18H,15221
02/2/2020 17H,15758
02/2/2020 16H,16187
02/2/2020 15H,16565
02/2/2020 14H,16591
02/2/2020 13H,16157
02/2/2020 12H,14550
02/2/2020 11H,13171
02/2/2020 10H,12578
02/2/2020 09H,12362
02/2/2020 08H,12305
02/2/2020 07H,12476
02/2/2020 06H,12988
02/2/2020 05H,13967
02/2/2020 04H,14942
02/2/2020 03H,15851
02/2/2020 02H,16770
02/2/2020 01H,17516
02/2/2020 00H,17896
02/1/2020 23H,16851
02/1/2020 22H,15973
02/1/2020 21H,16280
02/1/2020 20H,16649
02/1/2020 19H,17003
02/1/2020 18H,17524
02/1/2020 17H,17572
02/1/2020 16H,17206
02/1/2020 15H,16343
02/1/2020 14H,14825
02/1/2020 13H,13172
02/1/2020 12H,11883
02/1/2020 11H,11035
02/1/2020 10H,10658
02/1/2020 09H,10591
02/1/2020 08H,10801
02/1/2020 07H,11250
02/1/2020 06H,12069
02/1/2020 05H,13322
02/1/2020 04H,14941
02/1/2020 03H,16427
02/1/2020 02H,17585
02/1/2020 01H,18409
02/1/2020 00H,18861
01/31/2020 23H,18037
01/31/2020 22H,17700
01/31/2020 21H,17313
01/31/2020 20H,16813
01/31/2020 19H,16619
01/31/2020 18H,16699
01/31/2020 17H,16824
01/31/2020 16H,16880
01/31/2020 15H,16695
01/31/2020 14H,16280
01/31/2020 13H,15813
01/31/2020 12H,14433
01/31/2020 11H,12522
01/31/2020 10H,11105
01/31/2020 09H,11069
01/31/2020 08H,10875
01/31/2020 07H,11176
01/31/2020 06H,11887
01/31/2020 05H,13036
01/31/2020 04H,14698
01/31/2020 03H,16377
01/31/2020 02H,17718
01/31/2020 01H,18658
01/31/2020 00H,18723
01/30/2020 23H,17353
01/30/2020 22H,16713
01/30/2020 21H,16204
01/30/2020 20H,15948
01/30/2020 19H,16240
01/30/2020 18H,16621
01/30/2020 17H,16926
01/30/2020 16H,17099
01/30/2020 15H,17019
01/30/2020 14H,16568
01/30/2020 13H,16312
01/30/2020 12H,15054
01/30/2020 11H,13003
01/30/2020 10H,11625
01/30/2020 09H,11214
01/30/2020 08H,11317
01/30/2020 07H,11632
01/30/2020 06H,12209
01/30/2020 05H,13416
01/30/2020 04H,14673
01/30/2020 03H,16671
01/30/2020 02H,17992
01/30/2020 01H,18951
01/30/2020 00H,19064
01/29/2020 23H,17720
01/29/2020 22H,17076
01/29/2020 21H,16495
01/29/2020 20H,16273
01/29/2020 19H,15855
01/29/2020 18H,15568
01/29/2020 17H,15572
01/29/2020 16H,15763
01/29/2020 15H,16456
01/29/2020 14H,17480
01/29/2020 13H,18162
01/29/2020 12H,16862
01/29/2020 11H,14278
01/29/2020 10H,12736
01/29/2020 09H,12212
01/29/2020 08H,12146
01/29/2020 07H,12316
01/29/2020 06H,12811
01/29/2020 05H,13622
01/29/2020 04H,15098
01/29/2020 03H,16549
01/29/2020 02H,17230
01/29/2020 01H,18119
01/29/2020 00H,17775
01/28/2020 23H,16644
01/28/2020 22H,15558
01/28/2020 21H,14576
01/28/2020 20H,14140
01/28/2020 19H,14239
01/28/2020 18H,14375
01/28/2020 17H,14482
01/28/2020 16H,14709
01/28/2020 15H,14886
01/28/2020 14H,15560
01/28/2020 13H,16122
01/28/2020 12H,14929
01/28/2020 11H,12805
01/28/2020 10H,11381
01/28/2020 09H,10905
01/28/2020 08H,10843
01/28/2020 07H,11067
01/28/2020 06H,11532
01/28/2020 05H,12571
01/28/2020 04H,14048
01/28/2020 03H,15621
01/28/2020 02H,17138
01/28/2020 01H,18062
01/28/2020 00H,18092
01/27/2020 23H,16595
01/27/2020 22H,15818
01/27/2020 21H,15506
01/27/2020 20H,15462
01/27/2020 19H,15765
01/27/2020 18H,16260
01/27/2020 17H,17182
01/27/2020 16H,17611
01/27/2020 15H,17658
01/27/2020 14H,17499
01/27/2020 13H,17105
01/27/2020 12H,15633
01/27/2020 11H,12900
01/27/2020 10H,11490
01/27/2020 09H,10917
01/27/2020 08H,10929
01/27/2020 07H,11089
01/27/2020 06H,11469
01/27/2020 05H,12207
01/27/2020 04H,13739
01/27/2020 03H,15468
01/27/2020 02H,16470
01/27/2020 01H,17372
01/27/2020 00H,17205
01/26/2020 23H,15653
01/26/2020 22H,14533
01/26/2020 21H,13748
01/26/2020 20H,13681
01/26/2020 19H,13939
01/26/2020 18H,14247
01/26/2020 17H,14708
01/26/2020 16H,15450
01/26/2020 15H,16330
01/26/2020 14H,16622
01/26/2020 13H,15432
01/26/2020 12H,13736
01/26/2020 11H,12736
01/26/2020 10H,12101
01/26/2020 09H,11774
01/26/2020 08H,11876
01/26/2020 07H,12146
01/26/2020 06H,12335
01/26/2020 05H,13031
01/26/2020 04H,14127
01/26/2020 03H,14906
01/26/2020 02H,15920
01/26/2020 01H,16623
01/26/2020 00H,16845
01/25/2020 23H,15893
01/25/2020 22H,15066
01/25/2020 21H,14592
01/25/2020 20H,14429
01/25/2020 19H,14423
01/25/2020 18H,14467
01/25/2020 17H,14514
01/25/2020 16H,14546
01/25/2020 15H,14203
01/25/2020 14H,13548
01/25/2020 13H,12479
01/25/2020 12H,11429
01/25/2020 11H,10457
01/25/2020 10H,9954
01/25/2020 09H,9879
01/25/2020 08H,10009
01/25/2020 07H,10491
01/25/2020 06H,11071
01/25/2020 05H,12269
01/25/2020 04H,13713
01/25/2020 03H,15062
01/25/2020 02H,16245
01/25/2020 01H,17211
01/25/2020 00H,17620
01/24/2020 23H,16679
01/24/2020 22H,16293
01/24/2020 21H,16030
01/24/2020 20H,15807
01/24/2020 19H,15321
01/24/2020 18H,15169
01/24/2020 17H,15088
01/24/2020 16H,14995
01/24/2020 15H,14942
01/24/2020 14H,15006
01/24/2020 13H,14803
01/24/2020 12H,14246
01/24/2020 11H,11339
01/24/2020 10H,10236
01/24/2020 09H,9937
01/24/2020 08H,10063
01/24/2020 07H,10488
01/24/2020 06H,11104
01/24/2020 05H,12092
01/24/2020 04H,13745
01/24/2020 03H,15556
01/24/2020 02H,16862
01/24/2020 01H,17674
01/24/2020 00H,17893
01/23/2020 23H,16906
01/23/2020 22H,15702
01/23/2020 21H,14766
01/23/2020 20H,14747
01/23/2020 19H,15096
01/23/2020 18H,15330
01/23/2020 17H,15464
01/23/2020 16H,16043
01/23/2020 15H,17089
01/23/2020 14H,17949
01/23/2020 13H,18735
01/23/2020 12H,17883
01/23/2020 11H,15249
01/23/2020 10H,13768
01/23/2020 09H,13501
01/23/2020 08H,13674
01/23/2020 07H,14047
01/23/2020 06H,14511
01/23/2020 05H,15920
01/23/2020 04H,17908
01/23/2020 03H,19854
01/23/2020 02H,21399
01/23/2020 01H,22254
01/23/2020 00H,22097
01/22/2020 23H,20390
01/22/2020 22H,19111
01/22/2020 21H,18509
01/22/2020 20H,19069
01/22/2020 19H,19788
01/22/2020 18H,20785
01/22/2020 17H,21941
01/22/2020 16H,23289
01/22/2020 15H,24885
01/22/2020 14H,27212
01/22/2020 13H,28338
01/22/2020 12H,26260
01/22/2020 11H,22585
01/22/2020 10H,20524
01/22/2020 09H,19336
01/22/2020 08H,18835
01/22/2020 07H,18695
01/22/2020 06H,18784
01/22/2020 05H,18960
01/22/2020 04H,19795
01/22/2020 03H,21145
01/22/2020 02H,21948
01/22/2020 01H,21856
01/22/2020 00H,21165
01/21/2020 23H,18300
01/21/2020 22H,16278
01/21/2020 21H,15543
01/21/2020 20H,15552
01/21/2020 19H,15840
01/21/2020 18H,16391
01/21/2020 17H,16690
01/21/2020 16H,16948
01/21/2020 15H,18419
01/21/2020 14H,19814
01/21/2020 13H,20331
01/21/2020 12H,18146
01/21/2020 11H,15319
01/21/2020 10H,13440
01/21/2020 09H,13002
01/21/2020 08H,12651
01/21/2020 07H,12692
01/21/2020 06H,12991
01/21/2020 05H,13434
01/21/2020 04H,14636
01/21/2020 03H,16383
01/21/2020 02H,17850
01/21/2020 01H,18732
01/21/2020 00H,18806
01/20/2020 23H,17016
01/20/2020 22H,15560
01/20/2020 21H,15003
01/20/2020 20H,15041
01/20/2020 19H,15181
01/20/2020 18H,15356
01/20/2020 17H,15402
01/20/2020 16H,15570
01/20/2020 15H,15413
01/20/2020 14H,14943
01/20/2020 13H,13820
01/20/2020 12H,12946
01/20/2020 11H,11456
01/20/2020 10H,10597
01/20/2020 09H,10178
01/20/2020 08H,10531
01/20/2020 07H,11127
01/20/2020 06H,12176
01/20/2020 05H,13416
01/20/2020 04H,14773
01/20/2020 03H,16045
01/20/2020 02H,17255
01/20/2020 01H,18210
01/20/2020 00H,18924
01/19/2020 23H,18288
01/19/2020 22H,18152
01/19/2020 21H,17818
01/19/2020 20H,17245
01/19/2020 19H,16964
01/19/2020 18H,16292
01/19/2020 17H,15442
01/19/2020 16H,14803
01/19/2020 15H,13670
01/19/2020 14H,12302
01/19/2020 13H,11037
01/19/2020 12H,10325
01/19/2020 11H,9663
