Net generation from other for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.OTH.H
19:14:30 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.OTH.H megawatthours
11/15/2019 20H,467
11/15/2019 19H,467
11/15/2019 18H,454
11/15/2019 17H,456
11/15/2019 16H,465
11/15/2019 15H,462
11/15/2019 14H,492
11/15/2019 13H,507
11/15/2019 12H,481
11/15/2019 11H,465
11/15/2019 10H,462
11/15/2019 09H,460
11/15/2019 08H,467
11/15/2019 07H,474
11/15/2019 06H,474
11/15/2019 05H,474
11/15/2019 04H,507
11/15/2019 03H,510
11/15/2019 02H,511
11/15/2019 01H,512
11/15/2019 00H,513
11/14/2019 23H,509
11/14/2019 22H,526
11/14/2019 21H,527
11/14/2019 20H,525
11/14/2019 19H,527
11/14/2019 18H,536
11/14/2019 17H,526
11/14/2019 16H,528
11/14/2019 15H,554
11/14/2019 14H,550
11/14/2019 13H,567
11/14/2019 12H,550
11/14/2019 11H,536
11/14/2019 10H,516
11/14/2019 09H,508
11/14/2019 08H,516
11/14/2019 07H,523
11/14/2019 06H,521
11/14/2019 05H,514
11/14/2019 04H,524
11/14/2019 03H,544
11/14/2019 02H,530
11/14/2019 01H,525
11/14/2019 00H,515
11/13/2019 23H,523
11/13/2019 22H,517
11/13/2019 21H,492
11/13/2019 20H,487
11/13/2019 19H,471
11/13/2019 18H,639
11/13/2019 17H,680
11/13/2019 16H,813
11/13/2019 15H,858
11/13/2019 14H,950
11/13/2019 13H,911
11/13/2019 12H,653
11/13/2019 11H,530
11/13/2019 10H,515
11/13/2019 09H,487
11/13/2019 08H,470
11/13/2019 07H,485
11/13/2019 06H,482
11/13/2019 05H,477
11/13/2019 04H,496
11/13/2019 03H,521
11/13/2019 02H,550
11/13/2019 01H,538
11/13/2019 00H,521
11/12/2019 23H,513
11/12/2019 22H,492
11/12/2019 21H,498
11/12/2019 20H,503
11/12/2019 19H,501
11/12/2019 18H,498
11/12/2019 17H,536
11/12/2019 16H,563
11/12/2019 15H,580
11/12/2019 14H,574
11/12/2019 13H,540
11/12/2019 12H,515
11/12/2019 11H,505
11/12/2019 10H,500
11/12/2019 09H,486
11/12/2019 08H,492
11/12/2019 07H,493
11/12/2019 06H,487
11/12/2019 05H,486
11/12/2019 04H,503
11/12/2019 03H,537
11/12/2019 02H,551
11/12/2019 01H,557
11/12/2019 00H,556
11/11/2019 23H,540
11/11/2019 22H,525
11/11/2019 21H,537
11/11/2019 20H,576
11/11/2019 19H,567
11/11/2019 18H,528
11/11/2019 17H,514
11/11/2019 16H,507
11/11/2019 15H,516
11/11/2019 14H,515
11/11/2019 13H,513
11/11/2019 12H,513
11/11/2019 11H,507
11/11/2019 10H,498
11/11/2019 09H,496
11/11/2019 08H,494
11/11/2019 07H,499
11/11/2019 06H,505
11/11/2019 05H,509
11/11/2019 04H,506
11/11/2019 03H,504
11/11/2019 02H,506
11/11/2019 01H,502
11/11/2019 00H,502
11/10/2019 23H,500
11/10/2019 22H,501
11/10/2019 21H,504
11/10/2019 20H,506
11/10/2019 19H,509
11/10/2019 18H,514
11/10/2019 17H,509
11/10/2019 16H,505
11/10/2019 15H,507
11/10/2019 14H,508
11/10/2019 13H,504
11/10/2019 12H,529
11/10/2019 11H,547
11/10/2019 10H,540
11/10/2019 09H,531
11/10/2019 08H,527
11/10/2019 07H,528
11/10/2019 06H,525
11/10/2019 05H,513
11/10/2019 04H,511
11/10/2019 03H,511
11/10/2019 02H,510
11/10/2019 01H,505
11/10/2019 00H,499
11/9/2019 23H,501
11/9/2019 22H,499
11/9/2019 21H,495
11/9/2019 20H,501
11/9/2019 19H,502
11/9/2019 18H,496
11/9/2019 17H,510
11/9/2019 16H,515
11/9/2019 15H,518
11/9/2019 14H,510
11/9/2019 13H,528
11/9/2019 12H,514
11/9/2019 11H,495
11/9/2019 10H,501
11/9/2019 09H,493
11/9/2019 08H,495
11/9/2019 07H,499
11/9/2019 06H,510
11/9/2019 05H,501
11/9/2019 04H,499
11/9/2019 03H,502
11/9/2019 02H,508
11/9/2019 01H,544
11/9/2019 00H,544
11/8/2019 23H,519
11/8/2019 22H,504
11/8/2019 21H,499
11/8/2019 20H,488
11/8/2019 19H,494
11/8/2019 18H,497
11/8/2019 17H,490
11/8/2019 16H,506
11/8/2019 15H,548
11/8/2019 14H,537
11/8/2019 13H,517
11/8/2019 12H,495
11/8/2019 11H,473
11/8/2019 10H,434
11/8/2019 09H,452
11/8/2019 08H,447
11/8/2019 07H,468
11/8/2019 06H,475
11/8/2019 05H,488
11/8/2019 04H,487
11/8/2019 03H,471
11/8/2019 02H,494
11/8/2019 01H,496
11/8/2019 00H,498
11/7/2019 23H,483
11/7/2019 22H,461
11/7/2019 21H,473
11/7/2019 20H,467
11/7/2019 19H,479
11/7/2019 18H,475
11/7/2019 17H,471
11/7/2019 16H,475
11/7/2019 15H,476
11/7/2019 14H,482
11/7/2019 13H,488
11/7/2019 12H,480
11/7/2019 11H,453
11/7/2019 10H,444
11/7/2019 09H,439
11/7/2019 08H,439
11/7/2019 07H,443
11/7/2019 06H,451
11/7/2019 05H,461
11/7/2019 04H,452
11/7/2019 03H,459
11/7/2019 02H,456
11/7/2019 01H,485
11/7/2019 00H,495
11/6/2019 23H,500
11/6/2019 22H,488
11/6/2019 21H,483
11/6/2019 20H,499
11/6/2019 19H,497
11/6/2019 18H,489
11/6/2019 17H,499
11/6/2019 16H,521
11/6/2019 15H,522
11/6/2019 14H,531
11/6/2019 13H,517
11/6/2019 12H,493
11/6/2019 11H,478
11/6/2019 10H,475
11/6/2019 09H,486
11/6/2019 08H,495
11/6/2019 07H,498
11/6/2019 06H,501
11/6/2019 05H,499
11/6/2019 04H,493
11/6/2019 03H,496
11/6/2019 02H,512
11/6/2019 01H,517
11/6/2019 00H,503
11/5/2019 23H,497
11/5/2019 22H,479
11/5/2019 21H,465
11/5/2019 20H,451
11/5/2019 19H,463
11/5/2019 18H,466
11/5/2019 17H,475
11/5/2019 16H,473
11/5/2019 15H,470
11/5/2019 14H,486
11/5/2019 13H,498
11/5/2019 12H,490
11/5/2019 11H,480
11/5/2019 10H,455
11/5/2019 09H,446
11/5/2019 08H,451
11/5/2019 07H,447
11/5/2019 06H,441
11/5/2019 05H,473
11/5/2019 04H,447
11/5/2019 03H,454
11/5/2019 02H,472
11/5/2019 01H,476
11/5/2019 00H,481
11/4/2019 23H,440
11/4/2019 22H,437
11/4/2019 21H,444
11/4/2019 20H,436
11/4/2019 19H,438
11/4/2019 18H,467
11/4/2019 17H,447
11/4/2019 16H,419
11/4/2019 15H,422
11/4/2019 14H,412
11/4/2019 13H,413
11/4/2019 12H,424
11/4/2019 11H,407
11/4/2019 10H,376
11/4/2019 09H,369
11/4/2019 08H,373
11/4/2019 07H,348
11/4/2019 06H,345
11/4/2019 05H,351
11/4/2019 04H,348
11/4/2019 03H,349
11/4/2019 02H,352
11/4/2019 01H,357
11/4/2019 00H,383
11/3/2019 23H,378
11/3/2019 22H,370
11/3/2019 21H,373
11/3/2019 20H,367
11/3/2019 19H,371
11/3/2019 18H,379
11/3/2019 17H,375
11/3/2019 16H,372
11/3/2019 15H,374
11/3/2019 14H,380
11/3/2019 13H,377
11/3/2019 12H,370
11/3/2019 11H,376
11/3/2019 10H,370
11/3/2019 09H,388
11/3/2019 08H,384
11/3/2019 07H,370
11/3/2019 06H,376
11/3/2019 05H,379
11/3/2019 04H,383
11/3/2019 03H,386
11/3/2019 02H,379
11/3/2019 01H,369
11/3/2019 00H,375
11/2/2019 23H,379
11/2/2019 22H,380
11/2/2019 21H,375
11/2/2019 20H,375
11/2/2019 19H,375
11/2/2019 18H,382
11/2/2019 17H,385
11/2/2019 16H,383
11/2/2019 15H,381
11/2/2019 14H,389
11/2/2019 13H,380
11/2/2019 12H,377
11/2/2019 11H,378
11/2/2019 10H,378
11/2/2019 09H,375
11/2/2019 08H,377
11/2/2019 07H,376
11/2/2019 06H,377
11/2/2019 05H,372
11/2/2019 04H,366
11/2/2019 03H,366
11/2/2019 02H,367
11/2/2019 01H,361
11/2/2019 00H,366
11/1/2019 23H,373
11/1/2019 22H,370
11/1/2019 21H,366
11/1/2019 20H,369
11/1/2019 19H,367
11/1/2019 18H,378
11/1/2019 17H,394
11/1/2019 16H,394
11/1/2019 15H,413
11/1/2019 14H,404
11/1/2019 13H,431
11/1/2019 12H,441
11/1/2019 11H,400
11/1/2019 10H,386
11/1/2019 09H,373
11/1/2019 08H,381
11/1/2019 07H,386
11/1/2019 06H,377
11/1/2019 05H,379
11/1/2019 04H,365
11/1/2019 03H,378
11/1/2019 02H,394
11/1/2019 01H,397
11/1/2019 00H,389
10/31/2019 23H,394
10/31/2019 22H,398
10/31/2019 21H,385
10/31/2019 20H,380
10/31/2019 19H,370
10/31/2019 18H,388
10/31/2019 17H,394
10/31/2019 16H,400
10/31/2019 15H,407
10/31/2019 14H,403
10/31/2019 13H,404
10/31/2019 12H,389
10/31/2019 11H,399
10/31/2019 10H,402
10/31/2019 09H,371
10/31/2019 08H,379
10/31/2019 07H,389
10/31/2019 06H,395
10/31/2019 05H,402
10/31/2019 04H,407
10/31/2019 03H,425
10/31/2019 02H,420
10/31/2019 01H,403
10/31/2019 00H,399
10/30/2019 23H,393
10/30/2019 22H,393
10/30/2019 21H,384
10/30/2019 20H,380
10/30/2019 19H,385
10/30/2019 18H,383
10/30/2019 17H,381
10/30/2019 16H,383
10/30/2019 15H,393
10/30/2019 14H,379
10/30/2019 13H,367
10/30/2019 12H,356
10/30/2019 11H,376
10/30/2019 10H,364
10/30/2019 09H,356
10/30/2019 08H,363
10/30/2019 07H,363
10/30/2019 06H,370
10/30/2019 05H,375
10/30/2019 04H,382
10/30/2019 03H,393
10/30/2019 02H,410
10/30/2019 01H,406
10/30/2019 00H,407
10/29/2019 23H,393
10/29/2019 22H,391
10/29/2019 21H,404
10/29/2019 20H,412
10/29/2019 19H,420
10/29/2019 18H,424
10/29/2019 17H,430
10/29/2019 16H,439
10/29/2019 15H,431
10/29/2019 14H,422
10/29/2019 13H,394
10/29/2019 12H,384
10/29/2019 11H,362
10/29/2019 10H,342
10/29/2019 09H,330
10/29/2019 08H,329
10/29/2019 07H,340
10/29/2019 06H,329
10/29/2019 05H,327
10/29/2019 04H,332
10/29/2019 03H,338
10/29/2019 02H,357
10/29/2019 01H,359
10/29/2019 00H,356
10/28/2019 23H,349
10/28/2019 22H,347
10/28/2019 21H,348
10/28/2019 20H,349
10/28/2019 19H,370
10/28/2019 18H,368
10/28/2019 17H,365
10/28/2019 16H,361
10/28/2019 15H,350
10/28/2019 14H,369
10/28/2019 13H,386
10/28/2019 12H,373
10/28/2019 11H,364
10/28/2019 10H,324
10/28/2019 09H,336
10/28/2019 08H,324
10/28/2019 07H,321
10/28/2019 06H,341
10/28/2019 05H,325
10/28/2019 04H,321
10/28/2019 03H,323
10/28/2019 02H,321
10/28/2019 01H,334
10/28/2019 00H,345
10/27/2019 23H,348
10/27/2019 22H,348
10/27/2019 21H,352
10/27/2019 20H,346
10/27/2019 19H,342
10/27/2019 18H,350
10/27/2019 17H,349
10/27/2019 16H,359
10/27/2019 15H,354
10/27/2019 14H,357
10/27/2019 13H,354
10/27/2019 12H,355
10/27/2019 11H,353
10/27/2019 10H,354
10/27/2019 09H,357
10/27/2019 08H,357
10/27/2019 07H,350
10/27/2019 06H,350
10/27/2019 05H,352
10/27/2019 04H,351
10/27/2019 03H,357
10/27/2019 02H,370
10/27/2019 01H,368
10/27/2019 00H,366
10/26/2019 23H,366
10/26/2019 22H,370
10/26/2019 21H,367
10/26/2019 20H,369
10/26/2019 19H,389
10/26/2019 18H,386
10/26/2019 17H,389
10/26/2019 16H,380
10/26/2019 15H,383
10/26/2019 14H,381
10/26/2019 13H,385
10/26/2019 12H,387
10/26/2019 11H,375
10/26/2019 10H,373
10/26/2019 09H,379
10/26/2019 08H,383
10/26/2019 07H,383
10/26/2019 06H,380
10/26/2019 05H,389
10/26/2019 04H,383
10/26/2019 03H,379
10/26/2019 02H,391
10/26/2019 01H,391
10/26/2019 00H,390
10/25/2019 23H,390
10/25/2019 22H,394
10/25/2019 21H,413
10/25/2019 20H,412
10/25/2019 19H,416
10/25/2019 18H,419
10/25/2019 17H,424
10/25/2019 16H,420
10/25/2019 15H,415
10/25/2019 14H,418
10/25/2019 13H,421
10/25/2019 12H,417
10/25/2019 11H,414
10/25/2019 10H,412
10/25/2019 09H,396
10/25/2019 08H,395
10/25/2019 07H,394
10/25/2019 06H,396
10/25/2019 05H,401
10/25/2019 04H,399
10/25/2019 03H,399
10/25/2019 02H,418
10/25/2019 01H,424
10/25/2019 00H,425
10/24/2019 23H,404
10/24/2019 22H,408
10/24/2019 21H,415
10/24/2019 20H,416
10/24/2019 19H,410
10/24/2019 18H,412
10/24/2019 17H,416
10/24/2019 16H,432
10/24/2019 15H,409
10/24/2019 14H,400
10/24/2019 13H,405
10/24/2019 12H,399
10/24/2019 11H,400
10/24/2019 10H,384
10/24/2019 09H,372
10/24/2019 08H,379
10/24/2019 07H,370
10/24/2019 06H,376
10/24/2019 05H,380
10/24/2019 04H,374
10/24/2019 03H,384
10/24/2019 02H,400
10/24/2019 01H,415
10/24/2019 00H,405
10/23/2019 23H,404
10/23/2019 22H,415
10/23/2019 21H,415
10/23/2019 20H,417
10/23/2019 19H,436
10/23/2019 18H,412
10/23/2019 17H,406
10/23/2019 16H,414
10/23/2019 15H,407
10/23/2019 14H,400
10/23/2019 13H,385
10/23/2019 12H,402
10/23/2019 11H,384
10/23/2019 10H,374
10/23/2019 09H,363
10/23/2019 08H,367
10/23/2019 07H,380
10/23/2019 06H,403
10/23/2019 05H,401
10/23/2019 04H,396
10/23/2019 03H,402
10/23/2019 02H,404
10/23/2019 01H,407
10/23/2019 00H,394
10/22/2019 23H,386
10/22/2019 22H,390
10/22/2019 21H,399
10/22/2019 20H,407
10/22/2019 19H,414
10/22/2019 18H,411
10/22/2019 17H,416
10/22/2019 16H,417
10/22/2019 15H,401
10/22/2019 14H,390
10/22/2019 13H,381
10/22/2019 12H,355
10/22/2019 11H,335
10/22/2019 10H,332
10/22/2019 09H,319
10/22/2019 08H,320
10/22/2019 07H,320
10/22/2019 06H,323
10/22/2019 05H,322
10/22/2019 04H,324
10/22/2019 03H,335
10/22/2019 02H,355
10/22/2019 01H,358
10/22/2019 00H,357
10/21/2019 23H,362
10/21/2019 22H,361
10/21/2019 21H,365
10/21/2019 20H,371
10/21/2019 19H,371
10/21/2019 18H,360
10/21/2019 17H,352
10/21/2019 16H,361
10/21/2019 15H,365
10/21/2019 14H,363
10/21/2019 13H,370
10/21/2019 12H,376
10/21/2019 11H,368
10/21/2019 10H,359
10/21/2019 09H,359
10/21/2019 08H,348
10/21/2019 07H,348
10/21/2019 06H,347
10/21/2019 05H,346
10/21/2019 04H,346
10/21/2019 03H,343
10/21/2019 02H,346
10/21/2019 01H,346
10/21/2019 00H,346
10/20/2019 23H,347
10/20/2019 22H,347
10/20/2019 21H,345
10/20/2019 20H,345
10/20/2019 19H,346
10/20/2019 18H,345
10/20/2019 17H,343
10/20/2019 16H,343
10/20/2019 15H,351
10/20/2019 14H,357
10/20/2019 13H,357
10/20/2019 12H,358
10/20/2019 11H,358
10/20/2019 10H,363
10/20/2019 09H,361
10/20/2019 08H,360
10/20/2019 07H,361
10/20/2019 06H,361
10/20/2019 05H,359
10/20/2019 04H,359
10/20/2019 03H,361
10/20/2019 02H,358
10/20/2019 01H,359
10/20/2019 00H,360
10/19/2019 23H,360
10/19/2019 22H,361
10/19/2019 21H,360
10/19/2019 20H,359
10/19/2019 19H,359
10/19/2019 18H,359
10/19/2019 17H,361
10/19/2019 16H,362
10/19/2019 15H,362
10/19/2019 14H,358
10/19/2019 13H,362
10/19/2019 12H,353
10/19/2019 11H,354
10/19/2019 10H,363
10/19/2019 09H,364
10/19/2019 08H,365
10/19/2019 07H,360
10/19/2019 06H,360
10/19/2019 05H,359
10/19/2019 04H,357
10/19/2019 03H,357
10/19/2019 02H,364
10/19/2019 01H,380
10/19/2019 00H,378
10/18/2019 23H,378
10/18/2019 22H,373
10/18/2019 21H,371
10/18/2019 20H,370
10/18/2019 19H,365
10/18/2019 18H,361
10/18/2019 17H,354
10/18/2019 16H,355
10/18/2019 15H,351
10/18/2019 14H,358
10/18/2019 13H,353
10/18/2019 12H,350
10/18/2019 11H,349
10/18/2019 10H,344
10/18/2019 09H,337
10/18/2019 08H,339
10/18/2019 07H,334
10/18/2019 06H,331
10/18/2019 05H,330
10/18/2019 04H,335
10/18/2019 03H,336
10/18/2019 02H,337
10/18/2019 01H,338
10/18/2019 00H,338
10/17/2019 23H,340
10/17/2019 22H,348
10/17/2019 21H,351
10/17/2019 20H,361
10/17/2019 19H,355
10/17/2019 18H,348
10/17/2019 17H,343
10/17/2019 16H,342
10/17/2019 15H,333
10/17/2019 14H,339
10/17/2019 13H,344
10/17/2019 12H,334
10/17/2019 11H,337
10/17/2019 10H,344
10/17/2019 09H,345
10/17/2019 08H,346
10/17/2019 07H,340
10/17/2019 06H,341
10/17/2019 05H,342
10/17/2019 04H,342
10/17/2019 03H,334
10/17/2019 02H,321
10/17/2019 01H,375
10/17/2019 00H,393
10/16/2019 23H,317
10/16/2019 22H,322
10/16/2019 21H,320
10/16/2019 20H,316
10/16/2019 19H,323
10/16/2019 18H,321
10/16/2019 17H,317
10/16/2019 16H,318
10/16/2019 15H,318
10/16/2019 14H,311
10/16/2019 13H,314
10/16/2019 12H,315
10/16/2019 11H,315
10/16/2019 10H,315
10/16/2019 09H,314
10/16/2019 08H,314
10/16/2019 07H,316
10/16/2019 06H,319
10/16/2019 05H,321
10/16/2019 04H,316
10/16/2019 03H,309
10/16/2019 02H,301
10/16/2019 01H,300
10/16/2019 00H,299
10/15/2019 23H,309
10/15/2019 22H,314
10/15/2019 21H,313
10/15/2019 20H,316
10/15/2019 19H,315
10/15/2019 18H,314
10/15/2019 17H,323
10/15/2019 16H,313
10/15/2019 15H,308
10/15/2019 14H,308
10/15/2019 13H,311
10/15/2019 12H,312
10/15/2019 11H,308
10/15/2019 10H,324
10/15/2019 09H,326
10/15/2019 08H,326
10/15/2019 07H,326
10/15/2019 06H,335
10/15/2019 05H,341
10/15/2019 04H,344
10/15/2019 03H,360
10/15/2019 02H,362
10/15/2019 01H,361
10/15/2019 00H,431
10/14/2019 23H,431
10/14/2019 22H,433
10/14/2019 21H,431
10/14/2019 20H,458
10/14/2019 19H,514
10/14/2019 18H,514
10/14/2019 17H,550
10/14/2019 16H,545
10/14/2019 15H,568
10/14/2019 14H,583
10/14/2019 13H,589
10/14/2019 12H,581
10/14/2019 11H,503
10/14/2019 10H,481
10/14/2019 09H,481
10/14/2019 08H,442
10/14/2019 07H,359
10/14/2019 06H,368
10/14/2019 05H,369
10/14/2019 04H,363
10/14/2019 03H,371
10/14/2019 02H,419
10/14/2019 01H,464
10/14/2019 00H,409
10/13/2019 23H,362
10/13/2019 22H,359
10/13/2019 21H,355
10/13/2019 20H,362
10/13/2019 19H,353
10/13/2019 18H,361
10/13/2019 17H,359
10/13/2019 16H,355
10/13/2019 15H,365
10/13/2019 14H,366
10/13/2019 13H,367
10/13/2019 12H,366
10/13/2019 11H,364
10/13/2019 10H,367
10/13/2019 09H,366
10/13/2019 08H,364
10/13/2019 07H,365
10/13/2019 06H,365
10/13/2019 05H,360
10/13/2019 04H,354
10/13/2019 03H,347
10/13/2019 02H,345
10/13/2019 01H,339
10/13/2019 00H,349
10/12/2019 23H,350
10/12/2019 22H,345
10/12/2019 21H,338
10/12/2019 20H,341
10/12/2019 19H,338
10/12/2019 18H,339
10/12/2019 17H,340
10/12/2019 16H,334
10/12/2019 15H,331
10/12/2019 14H,339
10/12/2019 13H,337
10/12/2019 12H,336
10/12/2019 11H,338
10/12/2019 10H,338
10/12/2019 09H,337
10/12/2019 08H,338
10/12/2019 07H,336
10/12/2019 06H,340
10/12/2019 05H,340
10/12/2019 04H,343
10/12/2019 03H,344
10/12/2019 02H,343
10/12/2019 01H,339
10/12/2019 00H,345
10/11/2019 23H,341
10/11/2019 22H,340
10/11/2019 21H,342
10/11/2019 20H,341
10/11/2019 19H,344
10/11/2019 18H,342
10/11/2019 17H,331
10/11/2019 16H,328
10/11/2019 15H,336
10/11/2019 14H,337
10/11/2019 13H,336
10/11/2019 12H,337
10/11/2019 11H,337
10/11/2019 10H,336
10/11/2019 09H,335
10/11/2019 08H,337
10/11/2019 07H,339
10/11/2019 06H,349
10/11/2019 05H,348
10/11/2019 04H,335
10/11/2019 03H,343
10/11/2019 02H,347
10/11/2019 01H,342
10/11/2019 00H,343
10/10/2019 23H,342
10/10/2019 22H,341
10/10/2019 21H,388
10/10/2019 20H,413
10/10/2019 19H,412
10/10/2019 18H,409
10/10/2019 17H,358
10/10/2019 16H,344
10/10/2019 15H,344
10/10/2019 14H,352
10/10/2019 13H,345
10/10/2019 12H,337
10/10/2019 11H,345
10/10/2019 10H,340
10/10/2019 09H,339
10/10/2019 08H,337
10/10/2019 07H,336
10/10/2019 06H,339
10/10/2019 05H,339
10/10/2019 04H,340
10/10/2019 03H,341
10/10/2019 02H,343
10/10/2019 01H,341
10/10/2019 00H,341
10/9/2019 23H,343
10/9/2019 22H,344
10/9/2019 21H,347
10/9/2019 20H,340
10/9/2019 19H,339
10/9/2019 18H,349
10/9/2019 17H,337
10/9/2019 16H,339
10/9/2019 15H,338
10/9/2019 14H,336
10/9/2019 13H,347
10/9/2019 12H,335
10/9/2019 11H,339
10/9/2019 10H,337
10/9/2019 09H,334
10/9/2019 08H,340
10/9/2019 07H,335
10/9/2019 06H,341
10/9/2019 05H,346
10/9/2019 04H,344
10/9/2019 03H,343
10/9/2019 02H,344
10/9/2019 01H,342
10/9/2019 00H,332
10/8/2019 23H,332
10/8/2019 22H,336
10/8/2019 21H,336
10/8/2019 20H,337
10/8/2019 19H,339
10/8/2019 18H,341
10/8/2019 17H,334
10/8/2019 16H,334
10/8/2019 15H,325
10/8/2019 14H,328
10/8/2019 13H,331
10/8/2019 12H,347
10/8/2019 11H,350
10/8/2019 10H,356
10/8/2019 09H,355
10/8/2019 08H,347
10/8/2019 07H,346
10/8/2019 06H,349
10/8/2019 05H,347
10/8/2019 04H,349
10/8/2019 03H,350
10/8/2019 02H,357
10/8/2019 01H,357
10/8/2019 00H,357
10/7/2019 23H,360
10/7/2019 22H,358
10/7/2019 21H,355
10/7/2019 20H,442
10/7/2019 19H,456
10/7/2019 18H,453
10/7/2019 17H,455
10/7/2019 16H,449
10/7/2019 15H,394
10/7/2019 14H,353
10/7/2019 13H,349
10/7/2019 12H,349
10/7/2019 11H,345
10/7/2019 10H,344
10/7/2019 09H,348
10/7/2019 08H,345
10/7/2019 07H,349
10/7/2019 06H,351
10/7/2019 05H,351
10/7/2019 04H,354
10/7/2019 03H,352
10/7/2019 02H,357
10/7/2019 01H,357
10/7/2019 00H,358
10/6/2019 23H,361
10/6/2019 22H,368
10/6/2019 21H,367
10/6/2019 20H,364
10/6/2019 19H,360
10/6/2019 18H,359
10/6/2019 17H,359
10/6/2019 16H,355
10/6/2019 15H,355
10/6/2019 14H,354
10/6/2019 13H,353
10/6/2019 12H,352
10/6/2019 11H,351
10/6/2019 10H,351
10/6/2019 09H,350
10/6/2019 08H,351
10/6/2019 07H,353
10/6/2019 06H,352
10/6/2019 05H,347
10/6/2019 04H,346
10/6/2019 03H,345
10/6/2019 02H,348
10/6/2019 01H,353
10/6/2019 00H,353
10/5/2019 23H,353
10/5/2019 22H,354
10/5/2019 21H,356
10/5/2019 20H,355
10/5/2019 19H,351
10/5/2019 18H,354
10/5/2019 17H,360
10/5/2019 16H,357
10/5/2019 15H,357
10/5/2019 14H,358
10/5/2019 13H,357
10/5/2019 12H,358
10/5/2019 11H,358
10/5/2019 10H,357
10/5/2019 09H,357
10/5/2019 08H,357
10/5/2019 07H,356
10/5/2019 06H,355
10/5/2019 05H,355
10/5/2019 04H,354
10/5/2019 03H,358
10/5/2019 02H,359
10/5/2019 01H,357
10/5/2019 00H,352
10/4/2019 23H,356
10/4/2019 22H,386
10/4/2019 21H,439
10/4/2019 20H,446
10/4/2019 19H,445
10/4/2019 18H,440
10/4/2019 17H,441
10/4/2019 16H,439
10/4/2019 15H,440
10/4/2019 14H,442
10/4/2019 13H,427
10/4/2019 12H,407
10/4/2019 11H,381
10/4/2019 10H,372
10/4/2019 09H,371
10/4/2019 08H,371
10/4/2019 07H,373
10/4/2019 06H,398
10/4/2019 05H,430
10/4/2019 04H,443
10/4/2019 03H,443
10/4/2019 02H,444
10/4/2019 01H,444
10/4/2019 00H,443
10/3/2019 23H,441
10/3/2019 22H,442
10/3/2019 21H,461
10/3/2019 20H,477
10/3/2019 19H,469
10/3/2019 18H,453
10/3/2019 17H,443
10/3/2019 16H,438
10/3/2019 15H,432
10/3/2019 14H,436
10/3/2019 13H,410
10/3/2019 12H,387
10/3/2019 11H,379
10/3/2019 10H,373
10/3/2019 09H,361
10/3/2019 08H,357
10/3/2019 07H,358
10/3/2019 06H,384
10/3/2019 05H,431
10/3/2019 04H,433
10/3/2019 03H,447
10/3/2019 02H,452
10/3/2019 01H,451
10/3/2019 00H,463
10/2/2019 23H,473
10/2/2019 22H,485
10/2/2019 21H,474
10/2/2019 20H,485
10/2/2019 19H,482
10/2/2019 18H,471
10/2/2019 17H,476
10/2/2019 16H,461
10/2/2019 15H,447
10/2/2019 14H,416
10/2/2019 13H,401
10/2/2019 12H,383
10/2/2019 11H,381
10/2/2019 10H,384
10/2/2019 09H,387
10/2/2019 08H,395
10/2/2019 07H,388
10/2/2019 06H,378
10/2/2019 05H,381
10/2/2019 04H,382
10/2/2019 03H,384
10/2/2019 02H,380
10/2/2019 01H,395
10/2/2019 00H,438
10/1/2019 23H,525
10/1/2019 22H,558
10/1/2019 21H,581
10/1/2019 20H,487
10/1/2019 19H,452
10/1/2019 18H,422
10/1/2019 17H,390
10/1/2019 16H,363
10/1/2019 15H,347
10/1/2019 14H,338
10/1/2019 13H,339
10/1/2019 12H,337
10/1/2019 11H,333
10/1/2019 10H,336
10/1/2019 09H,336
10/1/2019 08H,334
10/1/2019 07H,332
10/1/2019 06H,332
10/1/2019 05H,333
10/1/2019 04H,329
10/1/2019 03H,323
10/1/2019 02H,324
10/1/2019 01H,337
10/1/2019 00H,350
09/30/2019 23H,375
09/30/2019 22H,392
09/30/2019 21H,409
09/30/2019 20H,400
09/30/2019 19H,382
09/30/2019 18H,367
09/30/2019 17H,349
09/30/2019 16H,352
09/30/2019 15H,369
09/30/2019 14H,347
09/30/2019 13H,349
09/30/2019 12H,348
09/30/2019 11H,349
09/30/2019 10H,347
09/30/2019 09H,347
09/30/2019 08H,349
09/30/2019 07H,346
09/30/2019 06H,345
09/30/2019 05H,347
09/30/2019 04H,345
09/30/2019 03H,346
09/30/2019 02H,349
09/30/2019 01H,346
09/30/2019 00H,342
09/29/2019 23H,342
09/29/2019 22H,354
09/29/2019 21H,357
09/29/2019 20H,361
09/29/2019 19H,362
09/29/2019 18H,362
09/29/2019 17H,360
09/29/2019 16H,359
09/29/2019 15H,358
09/29/2019 14H,359
09/29/2019 13H,355
09/29/2019 12H,355
09/29/2019 11H,359
09/29/2019 10H,363
09/29/2019 09H,364
09/29/2019 08H,367
09/29/2019 07H,369
09/29/2019 06H,368
09/29/2019 05H,368
09/29/2019 04H,367
09/29/2019 03H,366
09/29/2019 02H,369
09/29/2019 01H,367
09/29/2019 00H,367
09/28/2019 23H,367
09/28/2019 22H,366
09/28/2019 21H,365
09/28/2019 20H,366
09/28/2019 19H,363
