Net generation from natural gas for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NG.H
19:14:17 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NG.H megawatthours
04/14/2020 21H,20099
04/14/2020 20H,19888
04/14/2020 19H,20184
04/14/2020 18H,20330
04/14/2020 17H,20955
04/14/2020 16H,21392
04/14/2020 15H,21718
04/14/2020 14H,22220
04/14/2020 13H,22299
04/14/2020 12H,21368
04/14/2020 11H,20222
04/14/2020 10H,18919
04/14/2020 09H,19028
04/14/2020 08H,19073
04/14/2020 07H,19795
04/14/2020 06H,19399
04/14/2020 05H,20740
04/14/2020 04H,21227
04/14/2020 03H,21711
04/14/2020 02H,21932
04/14/2020 01H,20330
04/14/2020 00H,19688
04/13/2020 23H,19417
04/13/2020 22H,19190
04/13/2020 21H,19026
04/13/2020 20H,19597
04/13/2020 19H,19991
04/13/2020 18H,20645
04/13/2020 17H,21006
04/13/2020 16H,20810
04/13/2020 15H,20523
04/13/2020 14H,19557
04/13/2020 13H,18637
04/13/2020 12H,16752
04/13/2020 11H,15221
04/13/2020 10H,13963
04/13/2020 09H,13571
04/13/2020 08H,13504
04/13/2020 07H,13913
04/13/2020 06H,14351
04/13/2020 05H,15231
04/13/2020 04H,16061
04/13/2020 03H,17301
04/13/2020 02H,17719
04/13/2020 01H,17811
04/13/2020 00H,17494
04/12/2020 23H,17735
04/12/2020 22H,17783
04/12/2020 21H,17704
04/12/2020 20H,17870
04/12/2020 19H,17817
04/12/2020 18H,18304
04/12/2020 17H,18253
04/12/2020 16H,17517
04/12/2020 15H,17381
04/12/2020 14H,16550
04/12/2020 13H,15327
04/12/2020 12H,14983
04/12/2020 11H,15150
04/12/2020 10H,15035
04/12/2020 09H,14976
04/12/2020 08H,14992
04/12/2020 07H,15261
04/12/2020 06H,15778
04/12/2020 05H,16783
04/12/2020 04H,17753
04/12/2020 03H,19156
04/12/2020 02H,19825
04/12/2020 01H,19654
04/12/2020 00H,19505
04/11/2020 23H,19529
04/11/2020 22H,19516
04/11/2020 21H,19145
04/11/2020 20H,18932
04/11/2020 19H,19289
04/11/2020 18H,19499
04/11/2020 17H,19414
04/11/2020 16H,19241
04/11/2020 15H,19325
04/11/2020 14H,19012
04/11/2020 13H,18261
04/11/2020 12H,17860
04/11/2020 11H,17644
04/11/2020 10H,17344
04/11/2020 09H,17472
04/11/2020 08H,17419
04/11/2020 07H,17408
04/11/2020 06H,17824
04/11/2020 05H,18495
04/11/2020 04H,19354
04/11/2020 03H,20462
04/11/2020 02H,20908
04/11/2020 01H,20896
04/11/2020 00H,20409
04/10/2020 23H,19709
04/10/2020 22H,19952
04/10/2020 21H,19757
04/10/2020 20H,19845
04/10/2020 19H,19537
04/10/2020 18H,19641
04/10/2020 17H,20702
04/10/2020 16H,20690
04/10/2020 15H,20345
04/10/2020 14H,20071
04/10/2020 13H,19846
04/10/2020 12H,19573
04/10/2020 11H,18620
04/10/2020 10H,16594
04/10/2020 09H,14701
04/10/2020 08H,13839
04/10/2020 07H,13638
04/10/2020 06H,15081
04/10/2020 05H,16321
04/10/2020 04H,18088
04/10/2020 03H,19611
04/10/2020 02H,20272
04/10/2020 01H,19979
04/10/2020 00H,19875
04/9/2020 23H,20114
04/9/2020 22H,20048
04/9/2020 21H,19749
04/9/2020 20H,19577
04/9/2020 19H,19200
04/9/2020 18H,18777
04/9/2020 17H,18338
04/9/2020 16H,18379
04/9/2020 15H,16828
04/9/2020 14H,16843
04/9/2020 13H,16371
04/9/2020 12H,15476
04/9/2020 11H,14684
04/9/2020 10H,14115
04/9/2020 09H,13931
04/9/2020 08H,14372
04/9/2020 07H,14464
04/9/2020 06H,14663
04/9/2020 05H,15812
04/9/2020 04H,17102
04/9/2020 03H,18200
04/9/2020 02H,19654
04/9/2020 01H,20412
04/9/2020 00H,20967
04/8/2020 23H,21236
04/8/2020 22H,21408
04/8/2020 21H,20962
04/8/2020 20H,21035
04/8/2020 19H,20902
04/8/2020 18H,21082
04/8/2020 17H,21091
04/8/2020 16H,20892
04/8/2020 15H,20568
04/8/2020 14H,20098
04/8/2020 13H,19520
04/8/2020 12H,19031
04/8/2020 11H,18638
04/8/2020 10H,17811
04/8/2020 09H,17226
04/8/2020 08H,17247
04/8/2020 07H,17454
04/8/2020 06H,18586
04/8/2020 05H,20124
04/8/2020 04H,20703
04/8/2020 03H,21713
04/8/2020 02H,22410
04/8/2020 01H,22257
04/8/2020 00H,22753
04/7/2020 23H,22698
04/7/2020 22H,22466
04/7/2020 21H,22509
04/7/2020 20H,22538
04/7/2020 19H,22648
04/7/2020 18H,22749
04/7/2020 17H,22237
04/7/2020 16H,21757
04/7/2020 15H,21257
04/7/2020 14H,21011
04/7/2020 13H,20193
04/7/2020 12H,19242
04/7/2020 11H,17180
04/7/2020 10H,15317
04/7/2020 09H,15176
04/7/2020 08H,15184
04/7/2020 07H,15551
04/7/2020 06H,16367
04/7/2020 05H,16872
04/7/2020 04H,17709
04/7/2020 03H,19660
04/7/2020 02H,21753
04/7/2020 01H,22230
04/7/2020 00H,22460
04/6/2020 23H,22766
04/6/2020 22H,22718
04/6/2020 21H,22617
04/6/2020 20H,22683
04/6/2020 19H,23009
04/6/2020 18H,23213
04/6/2020 17H,23082
04/6/2020 16H,22757
04/6/2020 15H,22605
04/6/2020 14H,22499
04/6/2020 13H,21919
04/6/2020 12H,20658
04/6/2020 11H,19481
04/6/2020 10H,17878
04/6/2020 09H,17218
04/6/2020 08H,16883
04/6/2020 07H,16908
04/6/2020 06H,17721
04/6/2020 05H,18313
04/6/2020 04H,18558
04/6/2020 03H,19366
04/6/2020 02H,20136
04/6/2020 01H,20636
04/6/2020 00H,20785
04/5/2020 23H,20964
04/5/2020 22H,20446
04/5/2020 21H,20513
04/5/2020 20H,20217
04/5/2020 19H,20189
04/5/2020 18H,20465
04/5/2020 17H,20520
04/5/2020 16H,20206
04/5/2020 15H,20481
04/5/2020 14H,20434
04/5/2020 13H,19561
04/5/2020 12H,19749
04/5/2020 11H,19351
04/5/2020 10H,18787
04/5/2020 09H,18566
04/5/2020 08H,18756
04/5/2020 07H,18749
04/5/2020 06H,18826
04/5/2020 05H,18635
04/5/2020 04H,19671
04/5/2020 03H,20241
04/5/2020 02H,21273
04/5/2020 01H,21532
04/5/2020 00H,21526
04/4/2020 23H,21454
04/4/2020 22H,21230
04/4/2020 21H,20931
04/4/2020 20H,20988
04/4/2020 19H,21112
04/4/2020 18H,21270
04/4/2020 17H,21751
04/4/2020 16H,21683
04/4/2020 15H,21400
04/4/2020 14H,21046
04/4/2020 13H,20536
04/4/2020 12H,19664
04/4/2020 11H,18354
04/4/2020 10H,17721
04/4/2020 09H,17435
04/4/2020 08H,17815
04/4/2020 07H,17855
04/4/2020 06H,17857
04/4/2020 05H,18503
04/4/2020 04H,19217
04/4/2020 03H,20255
04/4/2020 02H,20988
04/4/2020 01H,21125
04/4/2020 00H,21145
04/3/2020 23H,21084
04/3/2020 22H,21015
04/3/2020 21H,21020
04/3/2020 20H,21045
04/3/2020 19H,21333
04/3/2020 18H,21230
04/3/2020 17H,21093
04/3/2020 16H,20936
04/3/2020 15H,20407
04/3/2020 14H,20106
04/3/2020 13H,19458
04/3/2020 12H,18823
04/3/2020 11H,17493
04/3/2020 10H,16109
04/3/2020 09H,15664
04/3/2020 08H,15799
04/3/2020 07H,15576
04/3/2020 06H,16676
04/3/2020 05H,18182
04/3/2020 04H,18886
04/3/2020 03H,20115
04/3/2020 02H,20940
04/3/2020 01H,21142
04/3/2020 00H,20537
04/2/2020 23H,20348
04/2/2020 22H,20353
04/2/2020 21H,19944
04/2/2020 20H,20030
04/2/2020 19H,20689
04/2/2020 18H,20943
04/2/2020 17H,20694
04/2/2020 16H,20433
04/2/2020 15H,20595
04/2/2020 14H,20444
04/2/2020 13H,20083
04/2/2020 12H,19400
04/2/2020 11H,18014
04/2/2020 10H,16629
04/2/2020 09H,16250
04/2/2020 08H,16175
04/2/2020 07H,16178
04/2/2020 06H,16766
04/2/2020 05H,17538
04/2/2020 04H,18596
04/2/2020 03H,19933
04/2/2020 02H,20757
04/2/2020 01H,21224
04/2/2020 00H,20984
04/1/2020 23H,20874
04/1/2020 22H,20883
04/1/2020 21H,20752
04/1/2020 20H,20597
04/1/2020 19H,20655
04/1/2020 18H,20756
04/1/2020 17H,21046
04/1/2020 16H,21266
04/1/2020 15H,21430
04/1/2020 14H,21411
04/1/2020 13H,20898
04/1/2020 12H,19719
04/1/2020 11H,18264
04/1/2020 10H,16735
04/1/2020 09H,16489
04/1/2020 08H,16584
04/1/2020 07H,16695
04/1/2020 06H,17485
04/1/2020 05H,18495
04/1/2020 04H,18441
04/1/2020 03H,19301
04/1/2020 02H,21189
04/1/2020 01H,22223
04/1/2020 00H,22852
03/31/2020 23H,22998
03/31/2020 22H,22863
03/31/2020 21H,22940
03/31/2020 20H,23264
03/31/2020 19H,23538
03/31/2020 18H,23787
03/31/2020 17H,23809
03/31/2020 16H,23667
03/31/2020 15H,23218
03/31/2020 14H,22440
03/31/2020 13H,21755
03/31/2020 12H,20561
03/31/2020 11H,18719
03/31/2020 10H,17387
03/31/2020 09H,16387
03/31/2020 08H,16077
03/31/2020 07H,16583
03/31/2020 06H,17631
03/31/2020 05H,19338
03/31/2020 04H,19766
03/31/2020 03H,21000
03/31/2020 02H,22187
03/31/2020 01H,22401
03/31/2020 00H,22114
03/30/2020 23H,21984
03/30/2020 22H,21958
03/30/2020 21H,21726
03/30/2020 20H,21838
03/30/2020 19H,22028
03/30/2020 18H,22104
03/30/2020 17H,22102
03/30/2020 16H,22181
03/30/2020 15H,22078
03/30/2020 14H,21515
03/30/2020 13H,21291
03/30/2020 12H,20413
03/30/2020 11H,18469
03/30/2020 10H,15332
03/30/2020 09H,12958
03/30/2020 08H,12804
03/30/2020 07H,13142
03/30/2020 06H,14354
03/30/2020 05H,16229
03/30/2020 04H,17240
03/30/2020 03H,18417
03/30/2020 02H,19331
03/30/2020 01H,19753
03/30/2020 00H,18914
03/29/2020 23H,18031
03/29/2020 22H,17833
03/29/2020 21H,17539
03/29/2020 20H,17483
03/29/2020 19H,17244
03/29/2020 18H,17385
03/29/2020 17H,17180
03/29/2020 16H,16794
03/29/2020 15H,15708
03/29/2020 14H,13921
03/29/2020 13H,13128
03/29/2020 12H,12356
03/29/2020 11H,11991
03/29/2020 10H,11893
03/29/2020 09H,11839
03/29/2020 08H,11934
03/29/2020 07H,12396
03/29/2020 06H,12923
03/29/2020 05H,14701
03/29/2020 04H,16230
03/29/2020 03H,17581
03/29/2020 02H,19100
03/29/2020 01H,19697
03/29/2020 00H,19268
03/28/2020 23H,19799
03/28/2020 22H,19945
03/28/2020 21H,19679
03/28/2020 20H,19775
03/28/2020 19H,19769
03/28/2020 18H,19768
03/28/2020 17H,19741
03/28/2020 16H,19117
03/28/2020 15H,18337
03/28/2020 14H,17448
03/28/2020 13H,16424
03/28/2020 12H,16049
03/28/2020 11H,15693
03/28/2020 10H,15176
03/28/2020 09H,15036
03/28/2020 08H,15100
03/28/2020 07H,15898
03/28/2020 06H,17675
03/28/2020 05H,18686
03/28/2020 04H,19327
03/28/2020 03H,21175
03/28/2020 02H,22547
03/28/2020 01H,22590
03/28/2020 00H,22723
03/27/2020 23H,23640
03/27/2020 22H,23993
03/27/2020 21H,23891
03/27/2020 20H,23962
03/27/2020 19H,24226
03/27/2020 18H,24316
03/27/2020 17H,24061
03/27/2020 16H,23455
03/27/2020 15H,22877
03/27/2020 14H,22696
03/27/2020 13H,22167
03/27/2020 12H,21199
03/27/2020 11H,19748
03/27/2020 10H,18163
03/27/2020 09H,17054
03/27/2020 08H,16585
03/27/2020 07H,17169
03/27/2020 06H,17840
03/27/2020 05H,18929
03/27/2020 04H,19710
03/27/2020 03H,21444
03/27/2020 02H,23642
03/27/2020 01H,24498
03/27/2020 00H,24593
03/26/2020 23H,24810
03/26/2020 22H,24760
03/26/2020 21H,24652
03/26/2020 20H,24710
03/26/2020 19H,24404
03/26/2020 18H,24287
03/26/2020 17H,24681
03/26/2020 16H,24585
03/26/2020 15H,24145
03/26/2020 14H,22983
03/26/2020 13H,21868
03/26/2020 12H,21089
03/26/2020 11H,19661
03/26/2020 10H,18569
03/26/2020 09H,17705
03/26/2020 08H,17543
03/26/2020 07H,16960
03/26/2020 06H,17690
03/26/2020 05H,18518
03/26/2020 04H,19646
03/26/2020 03H,21633
03/26/2020 02H,23390
03/26/2020 01H,23557
03/26/2020 00H,23967
03/25/2020 23H,23984
03/25/2020 22H,23931
03/25/2020 21H,23818
03/25/2020 20H,24191
03/25/2020 19H,24243
03/25/2020 18H,24354
03/25/2020 17H,24360
03/25/2020 16H,24238
03/25/2020 15H,23815
03/25/2020 14H,23412
03/25/2020 13H,22562
03/25/2020 12H,21682
03/25/2020 11H,19245
03/25/2020 10H,18023
03/25/2020 09H,17948
03/25/2020 08H,18149
03/25/2020 07H,18772
03/25/2020 06H,18907
03/25/2020 05H,20343
03/25/2020 04H,20637
03/25/2020 03H,21313
03/25/2020 02H,23425
03/25/2020 01H,23951
03/25/2020 00H,24039
03/24/2020 23H,24165
03/24/2020 22H,24284
03/24/2020 21H,24189
03/24/2020 20H,24171
03/24/2020 19H,24433
03/24/2020 18H,24176
03/24/2020 17H,23687
03/24/2020 16H,23778
03/24/2020 15H,23692
03/24/2020 14H,23085
03/24/2020 13H,22709
03/24/2020 12H,21668
03/24/2020 11H,19968
03/24/2020 10H,18579
03/24/2020 09H,18356
03/24/2020 08H,18281
03/24/2020 07H,18985
03/24/2020 06H,19731
03/24/2020 05H,20144
03/24/2020 04H,21017
03/24/2020 03H,22908
03/24/2020 02H,24019
03/24/2020 01H,24798
03/24/2020 00H,25084
03/23/2020 23H,25242
03/23/2020 22H,25587
03/23/2020 21H,25661
03/23/2020 20H,26022
03/23/2020 19H,26691
03/23/2020 18H,27077
03/23/2020 17H,27731
03/23/2020 16H,27823
03/23/2020 15H,27742
03/23/2020 14H,27286
03/23/2020 13H,26450
03/23/2020 12H,25421
03/23/2020 11H,23180
03/23/2020 10H,20509
03/23/2020 09H,19446
03/23/2020 08H,19040
03/23/2020 07H,18695
03/23/2020 06H,19235
03/23/2020 05H,19915
03/23/2020 04H,20355
03/23/2020 03H,20858
03/23/2020 02H,21305
03/23/2020 01H,21658
03/23/2020 00H,21231
03/22/2020 23H,21152
03/22/2020 22H,20640
03/22/2020 21H,19929
03/22/2020 20H,19598
03/22/2020 19H,19544
03/22/2020 18H,19500
03/22/2020 17H,19423
03/22/2020 16H,19165
03/22/2020 15H,18472
03/22/2020 14H,18186
03/22/2020 13H,18165
03/22/2020 12H,18071
03/22/2020 11H,17573
03/22/2020 10H,17458
03/22/2020 09H,17636
03/22/2020 08H,17561
03/22/2020 07H,17449
03/22/2020 06H,18048
03/22/2020 05H,18733
03/22/2020 04H,19396
03/22/2020 03H,20655
03/22/2020 02H,21037
03/22/2020 01H,21064
03/22/2020 00H,20344
03/21/2020 23H,20159
03/21/2020 22H,20017
03/21/2020 21H,19942
03/21/2020 20H,20137
03/21/2020 19H,20342
03/21/2020 18H,21039
03/21/2020 17H,21493
03/21/2020 16H,21717
03/21/2020 15H,21656
03/21/2020 14H,21353
03/21/2020 13H,21081
03/21/2020 12H,20573
03/21/2020 11H,19739
03/21/2020 10H,19249
03/21/2020 09H,19359
03/21/2020 08H,19476
03/21/2020 07H,19430
03/21/2020 06H,20115
03/21/2020 05H,21226
03/21/2020 04H,21485
03/21/2020 03H,22375
03/21/2020 02H,22929
03/21/2020 01H,22611
03/21/2020 00H,21664
03/20/2020 23H,21120
03/20/2020 22H,20534
03/20/2020 21H,20447
03/20/2020 20H,20163
03/20/2020 19H,20199
03/20/2020 18H,19643
03/20/2020 17H,19193
03/20/2020 16H,18929
03/20/2020 15H,18107
03/20/2020 14H,17443
03/20/2020 13H,16863
03/20/2020 12H,15441
03/20/2020 11H,13153
03/20/2020 10H,11375
03/20/2020 09H,11163
03/20/2020 08H,11020
03/20/2020 07H,11183
03/20/2020 06H,12170
03/20/2020 05H,14056
03/20/2020 04H,15744
03/20/2020 03H,17975
03/20/2020 02H,18906
03/20/2020 01H,19790
03/20/2020 00H,19864
03/19/2020 23H,20201
03/19/2020 22H,20582
03/19/2020 21H,20952
03/19/2020 20H,21513
03/19/2020 19H,21699
03/19/2020 18H,21974
03/19/2020 17H,22147
03/19/2020 16H,22344
03/19/2020 15H,22106
03/19/2020 14H,21568
03/19/2020 13H,20678
03/19/2020 12H,20084
03/19/2020 11H,18335
03/19/2020 10H,18065
03/19/2020 09H,17736
03/19/2020 08H,17625
03/19/2020 07H,17864
03/19/2020 06H,18546
03/19/2020 05H,19199
03/19/2020 04H,20063
03/19/2020 03H,21408
03/19/2020 02H,23183
03/19/2020 01H,23493
03/19/2020 00H,23495
03/18/2020 23H,24118
03/18/2020 22H,24095
03/18/2020 21H,24080
03/18/2020 20H,24601
03/18/2020 19H,24551
03/18/2020 18H,24629
03/18/2020 17H,24254
03/18/2020 16H,23760
03/18/2020 15H,23369
03/18/2020 14H,22734
03/18/2020 13H,22595
03/18/2020 12H,21446
03/18/2020 11H,19943
03/18/2020 10H,18806
03/18/2020 09H,18511
03/18/2020 08H,18523
03/18/2020 07H,18619
03/18/2020 06H,18944
03/18/2020 05H,20112
03/18/2020 04H,20480
03/18/2020 03H,21347
03/18/2020 02H,23208
03/18/2020 01H,23578
03/18/2020 00H,23561
03/17/2020 23H,23111
03/17/2020 22H,23556
03/17/2020 21H,23800
03/17/2020 20H,24635
03/17/2020 19H,25054
03/17/2020 18H,25423
03/17/2020 17H,25519
03/17/2020 16H,25566
03/17/2020 15H,25271
03/17/2020 14H,25007
03/17/2020 13H,24500
03/17/2020 12H,23486
03/17/2020 11H,21198
03/17/2020 10H,19499
03/17/2020 09H,18688
03/17/2020 08H,18324
03/17/2020 07H,18434
03/17/2020 06H,19115
03/17/2020 05H,20404
03/17/2020 04H,21266
03/17/2020 03H,22728
03/17/2020 02H,24950
03/17/2020 01H,25855
03/17/2020 00H,25963
03/16/2020 23H,26358
03/16/2020 22H,26134
03/16/2020 21H,26385
03/16/2020 20H,26841
03/16/2020 19H,27455
03/16/2020 18H,28001
03/16/2020 17H,28443
03/16/2020 16H,28220
03/16/2020 15H,28006
03/16/2020 14H,27922
03/16/2020 13H,27334
03/16/2020 12H,26066
03/16/2020 11H,23196
03/16/2020 10H,20262
03/16/2020 09H,19287
03/16/2020 08H,19040
03/16/2020 07H,19080
03/16/2020 06H,19585
03/16/2020 05H,19420
03/16/2020 04H,20157
03/16/2020 03H,21547
03/16/2020 02H,22126
03/16/2020 01H,22235
03/16/2020 00H,21384
03/15/2020 23H,21462
03/15/2020 22H,20995
03/15/2020 21H,20778
03/15/2020 20H,20648
03/15/2020 19H,20488
03/15/2020 18H,20817
03/15/2020 17H,20912
03/15/2020 16H,21173
03/15/2020 15H,21212
03/15/2020 14H,20569
03/15/2020 13H,19926
03/15/2020 12H,19285
03/15/2020 11H,18762
03/15/2020 10H,18366
03/15/2020 09H,18420
03/15/2020 08H,18787
03/15/2020 07H,18745
03/15/2020 06H,19175
03/15/2020 05H,19709
03/15/2020 04H,20689
03/15/2020 03H,21831
03/15/2020 02H,21887
03/15/2020 01H,21828
03/15/2020 00H,21668
03/14/2020 23H,21224
03/14/2020 22H,21394
03/14/2020 21H,21192
03/14/2020 20H,21509
03/14/2020 19H,21530
03/14/2020 18H,21733
03/14/2020 17H,21996
03/14/2020 16H,21523
03/14/2020 15H,21435
03/14/2020 14H,20801
03/14/2020 13H,20035
03/14/2020 12H,19037
03/14/2020 11H,18179
03/14/2020 10H,17597
03/14/2020 09H,17561
03/14/2020 08H,17525
03/14/2020 07H,17644
03/14/2020 06H,18319
03/14/2020 05H,19844
03/14/2020 04H,20962
03/14/2020 03H,22319
03/14/2020 02H,22969
03/14/2020 01H,23242
03/14/2020 00H,22031
03/13/2020 23H,22099
03/13/2020 22H,21948
03/13/2020 21H,21595
03/13/2020 20H,21522
03/13/2020 19H,21437
03/13/2020 18H,21013
03/13/2020 17H,20665
03/13/2020 16H,20690
03/13/2020 15H,20779
03/13/2020 14H,20252
03/13/2020 13H,19561
03/13/2020 12H,18645
03/13/2020 11H,15844
03/13/2020 10H,12736
03/13/2020 09H,11654
03/13/2020 08H,11340
03/13/2020 07H,11816
03/13/2020 06H,12692
03/13/2020 05H,14177
03/13/2020 04H,15391
03/13/2020 03H,17000
03/13/2020 02H,18298
03/13/2020 01H,19138
03/13/2020 00H,19233
03/12/2020 23H,18963
03/12/2020 22H,18403
03/12/2020 21H,18352
03/12/2020 20H,18752
03/12/2020 19H,18885
03/12/2020 18H,19281
03/12/2020 17H,19707
03/12/2020 16H,19728
03/12/2020 15H,19685
03/12/2020 14H,19808
03/12/2020 13H,19609
03/12/2020 12H,18989
03/12/2020 11H,17236
03/12/2020 10H,15317
03/12/2020 09H,14550
03/12/2020 08H,14462
03/12/2020 07H,14966
03/12/2020 06H,16039
03/12/2020 05H,17363
03/12/2020 04H,18169
03/12/2020 03H,19735
03/12/2020 02H,21207
03/12/2020 01H,22195
03/12/2020 00H,22104
03/11/2020 23H,21772
03/11/2020 22H,21722
03/11/2020 21H,21870
03/11/2020 20H,22591
03/11/2020 19H,23214
03/11/2020 18H,23895
03/11/2020 17H,24189
03/11/2020 16H,24477
03/11/2020 15H,24638
03/11/2020 14H,24658
03/11/2020 13H,24514
03/11/2020 12H,23694
03/11/2020 11H,21696
03/11/2020 10H,19824
03/11/2020 09H,19677
03/11/2020 08H,19512
03/11/2020 07H,19292
03/11/2020 06H,19690
03/11/2020 05H,20877
03/11/2020 04H,22072
03/11/2020 03H,23127
03/11/2020 02H,23829
03/11/2020 01H,24654
03/11/2020 00H,24225
03/10/2020 23H,24144
03/10/2020 22H,24316
03/10/2020 21H,23879
03/10/2020 20H,24076
03/10/2020 19H,24880
03/10/2020 18H,24626
03/10/2020 17H,24576
03/10/2020 16H,24421
03/10/2020 15H,24737
03/10/2020 14H,24889
03/10/2020 13H,24378
03/10/2020 12H,22824
03/10/2020 11H,20658
03/10/2020 10H,18157
03/10/2020 09H,17216
03/10/2020 08H,16253
03/10/2020 07H,16190
03/10/2020 06H,16556
03/10/2020 05H,18009
03/10/2020 04H,18789
03/10/2020 03H,19930
03/10/2020 02H,21148
03/10/2020 01H,21195
03/10/2020 00H,21083
03/9/2020 23H,20843
03/9/2020 22H,20687
03/9/2020 21H,20411
03/9/2020 20H,20548
03/9/2020 19H,20665
03/9/2020 18H,20846
03/9/2020 17H,21002
03/9/2020 16H,21169
03/9/2020 15H,21623
03/9/2020 14H,21621
03/9/2020 13H,21502
03/9/2020 12H,20518
03/9/2020 11H,17442
03/9/2020 10H,14536
03/9/2020 09H,13105
03/9/2020 08H,11852
03/9/2020 07H,11325
03/9/2020 06H,11440
03/9/2020 05H,12323
03/9/2020 04H,14057
03/9/2020 03H,15189
03/9/2020 02H,15788
03/9/2020 01H,16106
03/9/2020 00H,15237
03/8/2020 23H,14303
03/8/2020 22H,14000
03/8/2020 21H,13509
03/8/2020 20H,13402
03/8/2020 19H,14046
03/8/2020 18H,14374
03/8/2020 17H,14878
03/8/2020 16H,15372
03/8/2020 15H,16063
03/8/2020 14H,16552
03/8/2020 13H,16200
03/8/2020 12H,15834
03/8/2020 11H,14822
03/8/2020 10H,14926
03/8/2020 09H,14216
03/8/2020 08H,14886
03/8/2020 07H,15184
03/8/2020 06H,15978
03/8/2020 05H,16767
03/8/2020 04H,17736
03/8/2020 03H,18060
03/8/2020 02H,18566
03/8/2020 01H,18504
03/8/2020 00H,17595
03/7/2020 23H,16783
03/7/2020 22H,16235
03/7/2020 21H,16617
03/7/2020 20H,17642
03/7/2020 19H,18271
03/7/2020 18H,18976
03/7/2020 17H,19923
03/7/2020 16H,20855
03/7/2020 15H,21361
03/7/2020 14H,21365
03/7/2020 13H,21057
03/7/2020 12H,20453
03/7/2020 11H,19727
03/7/2020 10H,19625
03/7/2020 09H,19519
03/7/2020 08H,19682
03/7/2020 07H,19406
03/7/2020 06H,19561
03/7/2020 05H,20355
03/7/2020 04H,21037
03/7/2020 03H,21639
03/7/2020 02H,22118
03/7/2020 01H,22878
03/7/2020 00H,22428
03/6/2020 23H,22227
03/6/2020 22H,22432
03/6/2020 21H,22689
03/6/2020 20H,23375
03/6/2020 19H,24446
03/6/2020 18H,24640
03/6/2020 17H,25170
03/6/2020 16H,25642
03/6/2020 15H,25383
03/6/2020 14H,25326
03/6/2020 13H,24868
03/6/2020 12H,22466
03/6/2020 11H,20337
03/6/2020 10H,19317
03/6/2020 09H,19068
03/6/2020 08H,18391
03/6/2020 07H,18162
03/6/2020 06H,18634
03/6/2020 05H,18951
03/6/2020 04H,20205
03/6/2020 03H,21503
03/6/2020 02H,21645
03/6/2020 01H,21227
03/6/2020 00H,20178
03/5/2020 23H,19652
03/5/2020 22H,19255
03/5/2020 21H,18974
03/5/2020 20H,19259
03/5/2020 19H,19503
03/5/2020 18H,20174
03/5/2020 17H,20640
03/5/2020 16H,21075
03/5/2020 15H,21335
03/5/2020 14H,21664
03/5/2020 13H,20836
03/5/2020 12H,19673
03/5/2020 11H,18412
03/5/2020 10H,17662
03/5/2020 09H,17900
03/5/2020 08H,18357
03/5/2020 07H,18404
03/5/2020 06H,19328
03/5/2020 05H,19986
03/5/2020 04H,20912
03/5/2020 03H,21904
03/5/2020 02H,22437
03/5/2020 01H,22808
03/5/2020 00H,22630
03/4/2020 23H,22396
03/4/2020 22H,22633
03/4/2020 21H,23640
03/4/2020 20H,24234
03/4/2020 19H,24349
03/4/2020 18H,24963
03/4/2020 17H,25242
03/4/2020 16H,25638
03/4/2020 15H,25215
03/4/2020 14H,24940
03/4/2020 13H,24663
03/4/2020 12H,23030
03/4/2020 11H,20055
03/4/2020 10H,19180
03/4/2020 09H,18874
03/4/2020 08H,18894
03/4/2020 07H,19047
03/4/2020 06H,19856
03/4/2020 05H,20837
03/4/2020 04H,21616
03/4/2020 03H,22695
03/4/2020 02H,23496
03/4/2020 01H,23371
03/4/2020 00H,22336
03/3/2020 23H,21362
03/3/2020 22H,20775
03/3/2020 21H,20703
03/3/2020 20H,20699
03/3/2020 19H,20850
03/3/2020 18H,20710
03/3/2020 17H,21006
03/3/2020 16H,20777
03/3/2020 15H,20730
03/3/2020 14H,20844
03/3/2020 13H,20724
03/3/2020 12H,19630
03/3/2020 11H,18070
03/3/2020 10H,16814
03/3/2020 09H,17328
03/3/2020 08H,17602
03/3/2020 07H,17947
03/3/2020 06H,18149
03/3/2020 05H,19887
03/3/2020 04H,21947
03/3/2020 03H,23767
03/3/2020 02H,24761
03/3/2020 01H,25147
03/3/2020 00H,24740
03/2/2020 23H,24404
03/2/2020 22H,24012
03/2/2020 21H,24242
03/2/2020 20H,24266
03/2/2020 19H,24591
03/2/2020 18H,24602
03/2/2020 17H,24551
03/2/2020 16H,24329
03/2/2020 15H,23847
03/2/2020 14H,23821
03/2/2020 13H,22917
03/2/2020 12H,20641
03/2/2020 11H,16671
03/2/2020 10H,14405
03/2/2020 09H,14398
03/2/2020 08H,13856
03/2/2020 07H,13908
03/2/2020 06H,14506
03/2/2020 05H,14810
03/2/2020 04H,16169
03/2/2020 03H,17591
03/2/2020 02H,18191
03/2/2020 01H,18300
03/2/2020 00H,17623
03/1/2020 23H,16581
03/1/2020 22H,16331
03/1/2020 21H,16300
03/1/2020 20H,16906
03/1/2020 19H,17721
03/1/2020 18H,18402
03/1/2020 17H,18701
03/1/2020 16H,18651
03/1/2020 15H,18404
03/1/2020 14H,18246
03/1/2020 13H,17901
