Net generation from coal for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.COL.H
19:09:35 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.COL.H megawatthours
02/1/2020 23H,6381
02/1/2020 22H,6429
02/1/2020 21H,6518
02/1/2020 20H,6791
02/1/2020 19H,7709
02/1/2020 18H,8859
02/1/2020 17H,9591
02/1/2020 16H,9428
02/1/2020 15H,9517
02/1/2020 14H,9228
02/1/2020 13H,8704
02/1/2020 12H,8324
02/1/2020 11H,8334
02/1/2020 10H,8046
02/1/2020 09H,8283
02/1/2020 08H,9055
02/1/2020 07H,9749
02/1/2020 06H,10297
02/1/2020 05H,10981
02/1/2020 04H,11396
02/1/2020 03H,11473
02/1/2020 02H,11400
02/1/2020 01H,11092
02/1/2020 00H,10230
01/31/2020 23H,9584
01/31/2020 22H,9424
01/31/2020 21H,9408
01/31/2020 20H,9817
01/31/2020 19H,9850
01/31/2020 18H,9660
01/31/2020 17H,9194
01/31/2020 16H,9029
01/31/2020 15H,8594
01/31/2020 14H,8718
01/31/2020 13H,7737
01/31/2020 12H,6844
01/31/2020 11H,6482
01/31/2020 10H,6516
01/31/2020 09H,6834
01/31/2020 08H,7189
01/31/2020 07H,8155
01/31/2020 06H,9071
01/31/2020 05H,10269
01/31/2020 04H,10979
01/31/2020 03H,11497
01/31/2020 02H,11721
01/31/2020 01H,12383
01/31/2020 00H,12111
01/30/2020 23H,11774
01/30/2020 22H,11885
01/30/2020 21H,12032
01/30/2020 20H,12436
01/30/2020 19H,12908
01/30/2020 18H,13493
01/30/2020 17H,13530
01/30/2020 16H,13731
01/30/2020 15H,14129
01/30/2020 14H,14325
01/30/2020 13H,13682
01/30/2020 12H,12724
01/30/2020 11H,11958
01/30/2020 10H,11694
01/30/2020 09H,11631
01/30/2020 08H,11830
01/30/2020 07H,11965
01/30/2020 06H,12356
01/30/2020 05H,12751
01/30/2020 04H,13025
01/30/2020 03H,13150
01/30/2020 02H,13607
01/30/2020 01H,13717
01/30/2020 00H,13401
01/29/2020 23H,13058
01/29/2020 22H,12794
01/29/2020 21H,13006
01/29/2020 20H,13046
01/29/2020 19H,12812
01/29/2020 18H,12695
01/29/2020 17H,13085
01/29/2020 16H,13124
01/29/2020 15H,13027
01/29/2020 14H,12853
01/29/2020 13H,11996
01/29/2020 12H,11215
01/29/2020 11H,10725
01/29/2020 10H,10446
01/29/2020 09H,10282
01/29/2020 08H,10075
01/29/2020 07H,9913
01/29/2020 06H,9979
01/29/2020 05H,10525
01/29/2020 04H,10853
01/29/2020 03H,10802
01/29/2020 02H,10779
01/29/2020 01H,10548
01/29/2020 00H,9999
01/28/2020 23H,9795
01/28/2020 22H,9825
01/28/2020 21H,10264
01/28/2020 20H,10611
01/28/2020 19H,10673
01/28/2020 18H,10333
01/28/2020 17H,10188
01/28/2020 16H,10601
01/28/2020 15H,10572
01/28/2020 14H,10345
01/28/2020 13H,9387
01/28/2020 12H,8805
01/28/2020 11H,8637
01/28/2020 10H,8544
01/28/2020 09H,8690
01/28/2020 08H,8739
01/28/2020 07H,8470
01/28/2020 06H,8696
01/28/2020 05H,8744
01/28/2020 04H,9074
01/28/2020 03H,9230
01/28/2020 02H,9637
01/28/2020 01H,9950
01/28/2020 00H,9421
01/27/2020 23H,8872
01/27/2020 22H,9119
01/27/2020 21H,9528
01/27/2020 20H,10235
01/27/2020 19H,10693
01/27/2020 18H,11099
01/27/2020 17H,11359
01/27/2020 16H,11044
01/27/2020 15H,10903
01/27/2020 14H,11185
01/27/2020 13H,10459
01/27/2020 12H,9145
01/27/2020 11H,8421
01/27/2020 10H,8127
01/27/2020 09H,8219
01/27/2020 08H,8325
01/27/2020 07H,8661
01/27/2020 06H,9477
01/27/2020 05H,10075
01/27/2020 04H,10423
01/27/2020 03H,11293
01/27/2020 02H,11965
01/27/2020 01H,11878
01/27/2020 00H,11093
01/26/2020 23H,10408
01/26/2020 22H,10094
01/26/2020 21H,10265
01/26/2020 20H,10353
01/26/2020 19H,10451
01/26/2020 18H,10482
01/26/2020 17H,10079
01/26/2020 16H,9440
01/26/2020 15H,9168
01/26/2020 14H,8504
01/26/2020 13H,8078
01/26/2020 12H,8117
01/26/2020 11H,8436
01/26/2020 10H,8732
01/26/2020 09H,9185
01/26/2020 08H,9657
01/26/2020 07H,10245
01/26/2020 06H,10568
01/26/2020 05H,10753
01/26/2020 04H,10901
01/26/2020 03H,10969
01/26/2020 02H,11139
01/26/2020 01H,11082
01/26/2020 00H,10739
01/25/2020 23H,10317
01/25/2020 22H,9968
01/25/2020 21H,10038
01/25/2020 20H,10247
01/25/2020 19H,10675
01/25/2020 18H,10862
01/25/2020 17H,11338
01/25/2020 16H,10994
01/25/2020 15H,10515
01/25/2020 14H,10022
01/25/2020 13H,9516
01/25/2020 12H,8929
01/25/2020 11H,8598
01/25/2020 10H,8648
01/25/2020 09H,8892
01/25/2020 08H,8905
01/25/2020 07H,9219
01/25/2020 06H,9782
01/25/2020 05H,10467
01/25/2020 04H,11388
01/25/2020 03H,11936
01/25/2020 02H,12137
01/25/2020 01H,12770
01/25/2020 00H,12443
01/24/2020 23H,12612
01/24/2020 22H,12245
01/24/2020 21H,11883
01/24/2020 20H,11751
01/24/2020 19H,11446
01/24/2020 18H,11628
01/24/2020 17H,11684
01/24/2020 16H,11451
01/24/2020 15H,10913
01/24/2020 14H,10593
01/24/2020 13H,9240
01/24/2020 12H,8121
01/24/2020 11H,7751
01/24/2020 10H,7445
01/24/2020 09H,7406
01/24/2020 08H,7534
01/24/2020 07H,7529
01/24/2020 06H,7698
01/24/2020 05H,7881
01/24/2020 04H,8052
01/24/2020 03H,7942
01/24/2020 02H,8179
01/24/2020 01H,8334
01/24/2020 00H,8404
01/23/2020 23H,8364
01/23/2020 22H,8339
01/23/2020 21H,8579
01/23/2020 20H,8832
01/23/2020 19H,9021
01/23/2020 18H,9003
01/23/2020 17H,8870
01/23/2020 16H,8630
01/23/2020 15H,8574
01/23/2020 14H,8809
01/23/2020 13H,8185
01/23/2020 12H,7701
01/23/2020 11H,7907
01/23/2020 10H,8054
01/23/2020 09H,8417
01/23/2020 08H,8941
01/23/2020 07H,9682
01/23/2020 06H,10653
01/23/2020 05H,11298
01/23/2020 04H,12299
01/23/2020 03H,12989
01/23/2020 02H,13325
01/23/2020 01H,13424
01/23/2020 00H,12422
01/22/2020 23H,12029
01/22/2020 22H,11350
01/22/2020 21H,10862
01/22/2020 20H,10428
01/22/2020 19H,10274
01/22/2020 18H,10374
01/22/2020 17H,10442
01/22/2020 16H,9898
01/22/2020 15H,9635
01/22/2020 14H,9438
01/22/2020 13H,8753
01/22/2020 12H,8069
01/22/2020 11H,7593
01/22/2020 10H,7675
01/22/2020 09H,7537
01/22/2020 08H,7244
01/22/2020 07H,7242
01/22/2020 06H,7552
01/22/2020 05H,7729
01/22/2020 04H,8159
01/22/2020 03H,8246
01/22/2020 02H,8932
01/22/2020 01H,9287
01/22/2020 00H,9554
01/21/2020 23H,9546
01/21/2020 22H,9606
01/21/2020 21H,10452
01/21/2020 20H,10866
01/21/2020 19H,10887
01/21/2020 18H,11560
01/21/2020 17H,12340
01/21/2020 16H,12570
01/21/2020 15H,12857
01/21/2020 14H,13094
01/21/2020 13H,12221
01/21/2020 12H,11610
01/21/2020 11H,10810
01/21/2020 10H,10670
01/21/2020 09H,10723
01/21/2020 08H,10990
01/21/2020 07H,10750
01/21/2020 06H,10635
01/21/2020 05H,11221
01/21/2020 04H,12006
01/21/2020 03H,12367
01/21/2020 02H,12912
01/21/2020 01H,13372
01/21/2020 00H,13498
01/20/2020 23H,13398
01/20/2020 22H,13596
01/20/2020 21H,13853
01/20/2020 20H,14085
01/20/2020 19H,14048
01/20/2020 18H,14397
01/20/2020 17H,14613
01/20/2020 16H,14382
01/20/2020 15H,14406
01/20/2020 14H,14351
01/20/2020 13H,13798
01/20/2020 12H,13522
01/20/2020 11H,13616
01/20/2020 10H,13771
01/20/2020 09H,13750
01/20/2020 08H,13659
01/20/2020 07H,13636
01/20/2020 06H,13745
01/20/2020 05H,14125
01/20/2020 04H,14257
01/20/2020 03H,14167
01/20/2020 02H,13856
01/20/2020 01H,13744
01/20/2020 00H,13235
01/19/2020 23H,13055
01/19/2020 22H,12676
01/19/2020 21H,12662
01/19/2020 20H,12692
01/19/2020 19H,12326
01/19/2020 18H,12154
01/19/2020 17H,12212
01/19/2020 16H,11682
01/19/2020 15H,11293
01/19/2020 14H,10532
01/19/2020 13H,9425
01/19/2020 12H,8941
01/19/2020 11H,8781
01/19/2020 10H,8787
01/19/2020 09H,8964
01/19/2020 08H,9206
01/19/2020 07H,9237
01/19/2020 06H,9798
01/19/2020 05H,10412
01/19/2020 04H,10943
01/19/2020 03H,10958
01/19/2020 02H,10937
01/19/2020 01H,10608
01/19/2020 00H,9852
01/18/2020 23H,9194
01/18/2020 22H,8562
01/18/2020 21H,7961
01/18/2020 20H,7791
01/18/2020 19H,7320
01/18/2020 18H,7031
01/18/2020 17H,6630
01/18/2020 16H,6402
01/18/2020 15H,6285
01/18/2020 14H,6108
01/18/2020 13H,5876
01/18/2020 12H,5679
01/18/2020 11H,5686
01/18/2020 10H,5866
01/18/2020 09H,6335
01/18/2020 08H,6549
01/18/2020 07H,7044
01/18/2020 06H,7613
01/18/2020 05H,8370
01/18/2020 04H,8713
01/18/2020 03H,8693
01/18/2020 02H,8583
01/18/2020 01H,8302
01/18/2020 00H,8219
01/17/2020 23H,8455
01/17/2020 22H,8201
01/17/2020 21H,8660
01/17/2020 20H,9075
01/17/2020 19H,10132
01/17/2020 18H,10412
01/17/2020 17H,10636
01/17/2020 16H,10746
01/17/2020 15H,11330
01/17/2020 14H,11349
01/17/2020 13H,11244
01/17/2020 12H,11424
01/17/2020 11H,11263
01/17/2020 10H,11073
01/17/2020 09H,10723
01/17/2020 08H,10601
01/17/2020 07H,11084
01/17/2020 06H,11723
01/17/2020 05H,11798
01/17/2020 04H,11942
01/17/2020 03H,12175
01/17/2020 02H,12294
01/17/2020 01H,12096
01/17/2020 00H,11655
01/16/2020 23H,11432
01/16/2020 22H,11321
01/16/2020 21H,10974
01/16/2020 20H,11322
01/16/2020 19H,11551
01/16/2020 18H,11739
01/16/2020 17H,11345
01/16/2020 16H,10960
01/16/2020 15H,10969
01/16/2020 14H,10796
01/16/2020 13H,10268
01/16/2020 12H,9598
01/16/2020 11H,8811
01/16/2020 10H,8261
01/16/2020 09H,7969
01/16/2020 08H,7556
01/16/2020 07H,6767
01/16/2020 06H,6692
01/16/2020 05H,6780
01/16/2020 04H,6872
01/16/2020 03H,6916
01/16/2020 02H,6878
01/16/2020 01H,7183
01/16/2020 00H,7340
01/15/2020 23H,7076
01/15/2020 22H,7057
01/15/2020 21H,7249
01/15/2020 20H,7334
01/15/2020 19H,6674
01/15/2020 18H,6678
01/15/2020 17H,6915
01/15/2020 16H,7052
01/15/2020 15H,7546
01/15/2020 14H,7528
01/15/2020 13H,7185
01/15/2020 12H,6754
01/15/2020 11H,6856
01/15/2020 10H,6989
01/15/2020 09H,6784
01/15/2020 08H,6765
01/15/2020 07H,6904
01/15/2020 06H,7169
01/15/2020 05H,7853
01/15/2020 04H,7768
01/15/2020 03H,8172
01/15/2020 02H,8314
01/15/2020 01H,8364
01/15/2020 00H,8603
01/14/2020 23H,8161
01/14/2020 22H,8560
01/14/2020 21H,9314
01/14/2020 20H,10241
01/14/2020 19H,10749
01/14/2020 18H,11420
01/14/2020 17H,11860
01/14/2020 16H,11628
01/14/2020 15H,11293
01/14/2020 14H,11442
01/14/2020 13H,10956
01/14/2020 12H,10250
01/14/2020 11H,9909
01/14/2020 10H,9772
01/14/2020 09H,9734
01/14/2020 08H,9648
01/14/2020 07H,9329
01/14/2020 06H,9767
01/14/2020 05H,10480
01/14/2020 04H,10487
01/14/2020 03H,10457
01/14/2020 02H,10275
01/14/2020 01H,10505
01/14/2020 00H,9932
01/13/2020 23H,9294
01/13/2020 22H,8819
01/13/2020 21H,8964
01/13/2020 20H,9396
01/13/2020 19H,9943
01/13/2020 18H,10904
01/13/2020 17H,11396
01/13/2020 16H,11251
01/13/2020 15H,10694
01/13/2020 14H,10444
01/13/2020 13H,9771
01/13/2020 12H,9098
01/13/2020 11H,8328
01/13/2020 10H,8005
01/13/2020 09H,7344
01/13/2020 08H,7746
01/13/2020 07H,8077
01/13/2020 06H,8814
01/13/2020 05H,9855
01/13/2020 04H,10746
01/13/2020 03H,11443
01/13/2020 02H,11780
01/13/2020 01H,12499
01/13/2020 00H,12364
01/12/2020 23H,12128
01/12/2020 22H,11316
01/12/2020 21H,10530
01/12/2020 20H,10008
01/12/2020 19H,9724
01/12/2020 18H,9647
01/12/2020 17H,9890
01/12/2020 16H,10341
01/12/2020 15H,9944
01/12/2020 14H,9234
01/12/2020 13H,8745
01/12/2020 12H,8416
01/12/2020 11H,7803
01/12/2020 10H,7877
01/12/2020 09H,7827
01/12/2020 08H,7764
01/12/2020 07H,7540
01/12/2020 06H,7744
01/12/2020 05H,8729
01/12/2020 04H,9419
01/12/2020 03H,10347
01/12/2020 02H,10662
01/12/2020 01H,11175
01/12/2020 00H,11065
01/11/2020 23H,11085
01/11/2020 22H,11426
01/11/2020 21H,11801
01/11/2020 20H,11787
01/11/2020 19H,11669
01/11/2020 18H,11578
01/11/2020 17H,10548
01/11/2020 16H,9032
01/11/2020 15H,8610
01/11/2020 14H,8132
01/11/2020 13H,7390
01/11/2020 12H,7269
01/11/2020 11H,7458
01/11/2020 10H,7183
01/11/2020 09H,6804
01/11/2020 08H,6803
01/11/2020 07H,6664
01/11/2020 06H,6468
01/11/2020 05H,6722
01/11/2020 04H,7206
01/11/2020 03H,7285
01/11/2020 02H,7039
01/11/2020 01H,6971
01/11/2020 00H,6917
01/10/2020 23H,6722
01/10/2020 22H,6477
01/10/2020 21H,6366
01/10/2020 20H,6400
01/10/2020 19H,6435
01/10/2020 18H,6566
01/10/2020 17H,6641
01/10/2020 16H,7362
01/10/2020 15H,7890
01/10/2020 14H,7989
01/10/2020 13H,7681
01/10/2020 12H,7155
01/10/2020 11H,6395
01/10/2020 10H,6178
01/10/2020 09H,6416
01/10/2020 08H,6839
01/10/2020 07H,7187
01/10/2020 06H,7414
01/10/2020 05H,7986
01/10/2020 04H,8445
01/10/2020 03H,8924
01/10/2020 02H,9267
01/10/2020 01H,9646
01/10/2020 00H,9341
01/9/2020 23H,9029
01/9/2020 22H,8473
01/9/2020 21H,7936
01/9/2020 20H,7293
01/9/2020 19H,6987
01/9/2020 18H,6856
01/9/2020 17H,6501
01/9/2020 16H,6076
01/9/2020 15H,5912
01/9/2020 14H,5654
01/9/2020 13H,5441
01/9/2020 12H,5301
01/9/2020 11H,5052
01/9/2020 10H,4751
01/9/2020 09H,4643
01/9/2020 08H,4685
01/9/2020 07H,4785
01/9/2020 06H,5014
01/9/2020 05H,5302
01/9/2020 04H,5449
01/9/2020 03H,5782
01/9/2020 02H,5908
01/9/2020 01H,5739
01/9/2020 00H,5403
01/8/2020 23H,5115
01/8/2020 22H,5052
01/8/2020 21H,5062
01/8/2020 20H,5164
01/8/2020 19H,5488
01/8/2020 18H,5826
01/8/2020 17H,6532
01/8/2020 16H,6798
01/8/2020 15H,7095
01/8/2020 14H,7312
01/8/2020 13H,7628
01/8/2020 12H,7284
01/8/2020 11H,6898
01/8/2020 10H,6846
01/8/2020 09H,6806
01/8/2020 08H,7063
01/8/2020 07H,7098
01/8/2020 06H,7344
01/8/2020 05H,7765
01/8/2020 04H,8021
01/8/2020 03H,8427
01/8/2020 02H,8884
01/8/2020 01H,9492
01/8/2020 00H,9251
01/7/2020 23H,8944
01/7/2020 22H,8363
01/7/2020 21H,7953
01/7/2020 20H,7803
01/7/2020 19H,8250
01/7/2020 18H,9012
01/7/2020 17H,9352
01/7/2020 16H,8984
01/7/2020 15H,9168
01/7/2020 14H,9439
01/7/2020 13H,9502
01/7/2020 12H,9210
01/7/2020 11H,8421
01/7/2020 10H,7794
01/7/2020 09H,7208
01/7/2020 08H,6704
01/7/2020 07H,6502
01/7/2020 06H,6534
01/7/2020 05H,6629
01/7/2020 04H,6755
01/7/2020 03H,7717
01/7/2020 02H,8664
01/7/2020 01H,8462
01/7/2020 00H,7838
01/6/2020 23H,6519
01/6/2020 22H,6535
01/6/2020 21H,7064
01/6/2020 20H,7644
01/6/2020 19H,8308
01/6/2020 18H,9234
01/6/2020 17H,10059
01/6/2020 16H,10113
01/6/2020 15H,10149
01/6/2020 14H,9848
01/6/2020 13H,9086
01/6/2020 12H,8009
01/6/2020 11H,7473
01/6/2020 10H,7357
01/6/2020 09H,7202
01/6/2020 08H,7086
01/6/2020 07H,7282
01/6/2020 06H,7774
01/6/2020 05H,8375
01/6/2020 04H,9231
01/6/2020 03H,9122
01/6/2020 02H,8983
01/6/2020 01H,9521
01/6/2020 00H,9111
01/5/2020 23H,8041
01/5/2020 22H,6770
01/5/2020 21H,5700
01/5/2020 20H,5249
01/5/2020 19H,4954
01/5/2020 18H,4980
01/5/2020 17H,4904
01/5/2020 16H,4978
01/5/2020 15H,5520
01/5/2020 14H,5845
01/5/2020 13H,6032
01/5/2020 12H,5740
01/5/2020 11H,5543
01/5/2020 10H,5269
01/5/2020 09H,5122
01/5/2020 08H,4991
01/5/2020 07H,4862
01/5/2020 06H,4743
01/5/2020 05H,4948
01/5/2020 04H,4921
01/5/2020 03H,5131
01/5/2020 02H,5470
01/5/2020 01H,5916
01/5/2020 00H,6460
01/4/2020 23H,6486
01/4/2020 22H,6977
01/4/2020 21H,7660
01/4/2020 20H,8581
01/4/2020 19H,9204
01/4/2020 18H,9535
01/4/2020 17H,10100
01/4/2020 16H,9936
01/4/2020 15H,10023
01/4/2020 14H,9761
01/4/2020 13H,9219
01/4/2020 12H,8698
01/4/2020 11H,8337
01/4/2020 10H,8040
01/4/2020 09H,7638
01/4/2020 08H,7399
01/4/2020 07H,7399
01/4/2020 06H,7816
01/4/2020 05H,8010
01/4/2020 04H,8305
01/4/2020 03H,8691
01/4/2020 02H,9082
01/4/2020 01H,9073
01/4/2020 00H,8540
01/3/2020 23H,7883
01/3/2020 22H,7662
01/3/2020 21H,7510
01/3/2020 20H,7498
01/3/2020 19H,7193
01/3/2020 18H,6782
01/3/2020 17H,7282
01/3/2020 16H,7412
01/3/2020 15H,7299
01/3/2020 14H,7183
01/3/2020 13H,6802
01/3/2020 12H,6238
01/3/2020 11H,5686
01/3/2020 10H,5862
01/3/2020 09H,6095
01/3/2020 08H,6487
01/3/2020 07H,6901
01/3/2020 06H,7150
01/3/2020 05H,7736
01/3/2020 04H,8122
01/3/2020 03H,8502
01/3/2020 02H,8705
01/3/2020 01H,9077
01/3/2020 00H,9005
01/2/2020 23H,9008
01/2/2020 22H,8711
01/2/2020 21H,8851
01/2/2020 20H,9265
01/2/2020 19H,9997
01/2/2020 18H,10453
01/2/2020 17H,10300
01/2/2020 16H,9585
01/2/2020 15H,9334
01/2/2020 14H,9158
01/2/2020 13H,8862
01/2/2020 12H,8521
01/2/2020 11H,8044
01/2/2020 10H,7877
01/2/2020 09H,7908
01/2/2020 08H,7500
01/2/2020 07H,7316
01/2/2020 06H,7461
01/2/2020 05H,8085
01/2/2020 04H,8146
01/2/2020 03H,8212
01/2/2020 02H,7973
01/2/2020 01H,7603
01/2/2020 00H,7176
01/1/2020 23H,6531
01/1/2020 22H,5842
01/1/2020 21H,5956
01/1/2020 20H,5544
01/1/2020 19H,5966
01/1/2020 18H,6190
01/1/2020 17H,6362
01/1/2020 16H,6054
01/1/2020 15H,6148
01/1/2020 14H,6213
01/1/2020 13H,5789
01/1/2020 12H,5595
01/1/2020 11H,5389
01/1/2020 10H,5295
01/1/2020 09H,5320
01/1/2020 08H,5598
01/1/2020 07H,5794
01/1/2020 06H,5720
01/1/2020 05H,6150
01/1/2020 04H,6448
01/1/2020 03H,7213
01/1/2020 02H,8057
01/1/2020 01H,8880
01/1/2020 00H,9429
12/31/2019 23H,9122
12/31/2019 22H,8437
12/31/2019 21H,8478
12/31/2019 20H,8865
12/31/2019 19H,9447
12/31/2019 18H,10166
12/31/2019 17H,10401
12/31/2019 16H,9546
12/31/2019 15H,8739
12/31/2019 14H,8737
12/31/2019 13H,8121
12/31/2019 12H,7500
12/31/2019 11H,7071
12/31/2019 10H,6966
12/31/2019 09H,6966
12/31/2019 08H,6987
12/31/2019 07H,6783
12/31/2019 06H,6786
12/31/2019 05H,6786
12/31/2019 04H,6786
12/31/2019 03H,6786
12/31/2019 02H,6786
12/31/2019 01H,6786
12/31/2019 00H,6786
12/30/2019 23H,6786
12/30/2019 22H,6786
12/30/2019 21H,6786
12/30/2019 20H,6786
12/30/2019 19H,6786
12/30/2019 18H,6786
12/30/2019 17H,6786
12/30/2019 16H,6786
12/30/2019 15H,6786
12/30/2019 14H,6786
12/30/2019 13H,6786
12/30/2019 12H,6786
12/30/2019 11H,6786
12/30/2019 10H,6786
12/30/2019 09H,6786
12/30/2019 08H,6786
12/30/2019 07H,6786
12/30/2019 06H,6786
12/30/2019 05H,6786
12/30/2019 04H,6786
12/30/2019 03H,6786
12/30/2019 02H,6786
12/30/2019 01H,6786
12/30/2019 00H,6786
12/29/2019 23H,6786
12/29/2019 22H,6786
12/29/2019 21H,6786
12/29/2019 20H,6786
12/29/2019 19H,6786
12/29/2019 18H,6786
12/29/2019 17H,6786
12/29/2019 16H,6786
12/29/2019 15H,6786
12/29/2019 14H,6786
12/29/2019 13H,6786
12/29/2019 12H,6786
12/29/2019 11H,6786
12/29/2019 10H,6786
12/29/2019 09H,6786
12/29/2019 08H,6786
12/29/2019 07H,6786
12/29/2019 06H,5066
12/29/2019 05H,5548
12/29/2019 04H,6141
12/29/2019 03H,6557
12/29/2019 02H,6764
12/29/2019 01H,7256
12/29/2019 00H,7506
12/28/2019 23H,7561
12/28/2019 22H,7723
12/28/2019 21H,7836
12/28/2019 20H,7875
12/28/2019 19H,8091
12/28/2019 18H,7935
12/28/2019 17H,8236
12/28/2019 16H,8377
12/28/2019 15H,8048
12/28/2019 14H,7173
12/28/2019 13H,6925
12/28/2019 12H,7069
12/28/2019 11H,6424
12/28/2019 10H,5958
12/28/2019 09H,5711
12/28/2019 08H,5862
12/28/2019 07H,6115
12/28/2019 06H,6786
12/28/2019 05H,6786
12/28/2019 04H,6786
12/28/2019 03H,6786
12/28/2019 02H,6786
12/28/2019 01H,6786
12/28/2019 00H,6786
12/27/2019 23H,6786
12/27/2019 22H,6786
12/27/2019 21H,6786
12/27/2019 20H,6786
12/27/2019 19H,6786
12/27/2019 18H,6786
12/27/2019 17H,6786
12/27/2019 16H,6786
12/27/2019 15H,6786
12/27/2019 14H,6786
12/27/2019 13H,6786
12/27/2019 12H,6786
12/27/2019 11H,6786
12/27/2019 10H,6786
12/27/2019 09H,6786
12/27/2019 08H,6786
12/27/2019 07H,6786
12/27/2019 06H,6786
12/27/2019 05H,6786
12/27/2019 04H,6786
12/27/2019 03H,6786
12/27/2019 02H,6786
12/27/2019 01H,6786
12/27/2019 00H,6786
12/26/2019 23H,6786
12/26/2019 22H,6786
12/26/2019 21H,6786
12/26/2019 20H,6786
12/26/2019 19H,6786
12/26/2019 18H,6786
12/26/2019 17H,6786
12/26/2019 16H,6786
12/26/2019 15H,6786
12/26/2019 14H,6786
12/26/2019 13H,6786
12/26/2019 12H,6786
12/26/2019 11H,6786
12/26/2019 10H,6786
12/26/2019 09H,6786
12/26/2019 08H,6786
12/26/2019 07H,6786
12/26/2019 06H,6786
12/26/2019 05H,6786
12/26/2019 04H,6786
12/26/2019 03H,6786
12/26/2019 02H,6786
12/26/2019 01H,6786
12/26/2019 00H,6786
12/25/2019 23H,6786
12/25/2019 22H,6786
12/25/2019 21H,6786
12/25/2019 20H,6786
12/25/2019 19H,6786
12/25/2019 18H,6786
12/25/2019 17H,6786
12/25/2019 16H,6786
12/25/2019 15H,6786
12/25/2019 14H,6786
12/25/2019 13H,6786
12/25/2019 12H,6786
12/25/2019 11H,6786
12/25/2019 10H,6786
12/25/2019 09H,6786
12/25/2019 08H,6786
12/25/2019 07H,6786
12/25/2019 06H,5995
12/25/2019 05H,6468
12/25/2019 04H,6369
12/25/2019 03H,6264
12/25/2019 02H,6477
12/25/2019 01H,7000
12/25/2019 00H,7274
12/24/2019 23H,7112
12/24/2019 22H,6877
12/24/2019 21H,6929
12/24/2019 20H,7414
12/24/2019 19H,7663
12/24/2019 18H,8392
12/24/2019 17H,8373
12/24/2019 16H,7673
12/24/2019 15H,7297
12/24/2019 14H,7066
12/24/2019 13H,6635
12/24/2019 12H,6925
12/24/2019 11H,6491
12/24/2019 10H,6073
12/24/2019 09H,5880
12/24/2019 08H,6165
12/24/2019 07H,6017
12/24/2019 06H,6021
12/24/2019 05H,6616
12/24/2019 04H,6825
12/24/2019 03H,7199
12/24/2019 02H,7445
12/24/2019 01H,7759
12/24/2019 00H,8286
12/23/2019 23H,9206
12/23/2019 22H,9379
12/23/2019 21H,9852
12/23/2019 20H,10485
12/23/2019 19H,10986
12/23/2019 18H,11381
12/23/2019 17H,10820
12/23/2019 16H,9976
12/23/2019 15H,10287
12/23/2019 14H,9724
12/23/2019 13H,9076
12/23/2019 12H,8591
12/23/2019 11H,8031
12/23/2019 10H,7446
12/23/2019 09H,6937
12/23/2019 08H,6389
12/23/2019 07H,6159
12/23/2019 06H,11338
12/23/2019 05H,11338
12/23/2019 04H,11338
12/23/2019 03H,11338
12/23/2019 02H,11338
12/23/2019 01H,11338
12/23/2019 00H,11338
12/22/2019 23H,11338
12/22/2019 22H,11338
12/22/2019 21H,11338
12/22/2019 20H,11338
12/22/2019 19H,11338
12/22/2019 18H,11338
12/22/2019 17H,11338
12/22/2019 16H,11338
12/22/2019 15H,11338
12/22/2019 14H,11338
12/22/2019 13H,11338
12/22/2019 12H,11338
12/22/2019 11H,11338
12/22/2019 10H,11338
12/22/2019 09H,11338
12/22/2019 08H,11338
12/22/2019 07H,11338
12/22/2019 06H,6786
12/22/2019 05H,6786
12/22/2019 04H,6786
12/22/2019 03H,6786
12/22/2019 02H,6786
12/22/2019 01H,6786
12/22/2019 00H,6786
12/21/2019 23H,6786
12/21/2019 22H,6786
12/21/2019 21H,6786
12/21/2019 20H,6786
12/21/2019 19H,6786
12/21/2019 18H,6786
12/21/2019 17H,6786
12/21/2019 16H,6786
12/21/2019 15H,6786
12/21/2019 14H,6786
12/21/2019 13H,6786
12/21/2019 12H,6786
12/21/2019 11H,6786
12/21/2019 10H,6786
12/21/2019 09H,6786
12/21/2019 08H,6786
12/21/2019 07H,6786
12/21/2019 06H,6786
12/21/2019 05H,6786
12/21/2019 04H,6786
12/21/2019 03H,6786
12/21/2019 02H,6786
12/21/2019 01H,6786
12/21/2019 00H,6786
12/20/2019 23H,6786
12/20/2019 22H,6786
12/20/2019 21H,6786
12/20/2019 20H,6786
12/20/2019 19H,6786
12/20/2019 18H,6786
12/20/2019 17H,6786
12/20/2019 16H,6786
12/20/2019 15H,6786
12/20/2019 14H,6786
12/20/2019 13H,6786
12/20/2019 12H,6786
12/20/2019 11H,6786
12/20/2019 10H,6786
12/20/2019 09H,6786
12/20/2019 08H,6786
12/20/2019 07H,6786
12/20/2019 06H,6786
12/20/2019 05H,6786
12/20/2019 04H,6786
12/20/2019 03H,6786
12/20/2019 02H,6786
12/20/2019 01H,6786
12/20/2019 00H,6786
12/19/2019 23H,6786
12/19/2019 22H,6786
12/19/2019 21H,6786
12/19/2019 20H,6786
12/19/2019 19H,6786
12/19/2019 18H,6786
12/19/2019 17H,6786
12/19/2019 16H,6786
12/19/2019 15H,6786
