Net generation from natural gas for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.NG.H
19:09:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.NG.H megawatthours
03/23/2020 19H,10899
03/23/2020 18H,11767
03/23/2020 17H,11951
03/23/2020 16H,12394
03/23/2020 15H,12398
03/23/2020 14H,11865
03/23/2020 13H,11458
03/23/2020 12H,10619
03/23/2020 11H,9854
03/23/2020 10H,9234
03/23/2020 09H,8822
03/23/2020 08H,8547
03/23/2020 07H,8030
03/23/2020 06H,7960
03/23/2020 05H,8461
03/23/2020 04H,8735
03/23/2020 03H,9171
03/23/2020 02H,9689
03/23/2020 01H,9742
03/23/2020 00H,9332
03/22/2020 23H,9302
03/22/2020 22H,9181
03/22/2020 21H,9035
03/22/2020 20H,9205
03/22/2020 19H,9377
03/22/2020 18H,9808
03/22/2020 17H,9894
03/22/2020 16H,9800
03/22/2020 15H,9821
03/22/2020 14H,9313
03/22/2020 13H,9218
03/22/2020 12H,9120
03/22/2020 11H,9024
03/22/2020 10H,8731
03/22/2020 09H,8506
03/22/2020 08H,8748
03/22/2020 07H,8583
03/22/2020 06H,8838
03/22/2020 05H,9314
03/22/2020 04H,9214
03/22/2020 03H,9187
03/22/2020 02H,9126
03/22/2020 01H,9290
03/22/2020 00H,9171
03/21/2020 23H,9230
03/21/2020 22H,9119
03/21/2020 21H,9172
03/21/2020 20H,9268
03/21/2020 19H,9726
03/21/2020 18H,10203
03/21/2020 17H,10553
03/21/2020 16H,10860
03/21/2020 15H,11030
03/21/2020 14H,10665
03/21/2020 13H,9833
03/21/2020 12H,9541
03/21/2020 11H,9075
03/21/2020 10H,8749
03/21/2020 09H,8529
03/21/2020 08H,8468
03/21/2020 07H,8800
03/21/2020 06H,8828
03/21/2020 05H,8981
03/21/2020 04H,9411
03/21/2020 03H,9810
03/21/2020 02H,10728
03/21/2020 01H,10750
03/21/2020 00H,9917
03/20/2020 23H,9226
03/20/2020 22H,8890
03/20/2020 21H,8607
03/20/2020 20H,8086
03/20/2020 19H,7834
03/20/2020 18H,7577
03/20/2020 17H,6767
03/20/2020 16H,6500
03/20/2020 15H,6165
03/20/2020 14H,5636
03/20/2020 13H,5926
03/20/2020 12H,5268
03/20/2020 11H,3872
03/20/2020 10H,3378
03/20/2020 09H,3127
03/20/2020 08H,3270
03/20/2020 07H,2950
03/20/2020 06H,3476
03/20/2020 05H,4321
03/20/2020 04H,4327
03/20/2020 03H,4191
03/20/2020 02H,4651
03/20/2020 01H,4355
03/20/2020 00H,4482
03/19/2020 23H,4265
03/19/2020 22H,3887
03/19/2020 21H,3930
03/19/2020 20H,3955
03/19/2020 19H,3910
03/19/2020 18H,4070
03/19/2020 17H,4010
03/19/2020 16H,4444
03/19/2020 15H,4741
03/19/2020 14H,4559
03/19/2020 13H,4364
03/19/2020 12H,3970
03/19/2020 11H,3533
03/19/2020 10H,3397
03/19/2020 09H,3402
03/19/2020 08H,3131
03/19/2020 07H,3168
03/19/2020 06H,4121
03/19/2020 05H,5396
03/19/2020 04H,5977
03/19/2020 03H,6741
03/19/2020 02H,7309
03/19/2020 01H,8120
03/19/2020 00H,8300
03/18/2020 23H,8523
03/18/2020 22H,9035
03/18/2020 21H,9200
03/18/2020 20H,9414
03/18/2020 19H,9738
03/18/2020 18H,10214
03/18/2020 17H,9818
03/18/2020 16H,9534
03/18/2020 15H,9019
03/18/2020 14H,8682
03/18/2020 13H,8546
03/18/2020 12H,7618
03/18/2020 11H,6799
03/18/2020 10H,6365
03/18/2020 09H,6031
03/18/2020 08H,5995
03/18/2020 07H,5875
03/18/2020 06H,6307
03/18/2020 05H,6367
03/18/2020 04H,6616
03/18/2020 03H,7045
03/18/2020 02H,7578
03/18/2020 01H,7757
03/18/2020 00H,7908
03/17/2020 23H,7790
03/17/2020 22H,7853
03/17/2020 21H,8222
03/17/2020 20H,8787
03/17/2020 19H,9198
03/17/2020 18H,9211
03/17/2020 17H,9197
03/17/2020 16H,9596
03/17/2020 15H,9492
03/17/2020 14H,9761
03/17/2020 13H,9851
03/17/2020 12H,9337
03/17/2020 11H,8680
03/17/2020 10H,8171
03/17/2020 09H,7759
03/17/2020 08H,7995
03/17/2020 07H,8028
03/17/2020 06H,8238
03/17/2020 05H,8642
03/17/2020 04H,9452
03/17/2020 03H,10203
03/17/2020 02H,10606
03/17/2020 01H,10797
03/17/2020 00H,10759
03/16/2020 23H,11145
03/16/2020 22H,11653
03/16/2020 21H,12110
03/16/2020 20H,12530
03/16/2020 19H,13004
03/16/2020 18H,13585
03/16/2020 17H,14147
03/16/2020 16H,14577
03/16/2020 15H,14409
03/16/2020 14H,14093
03/16/2020 13H,13029
03/16/2020 12H,11612
03/16/2020 11H,10663
03/16/2020 10H,9599
03/16/2020 09H,9288
03/16/2020 08H,8807
03/16/2020 07H,8856
03/16/2020 06H,8855
03/16/2020 05H,9303
03/16/2020 04H,10027
03/16/2020 03H,10579
03/16/2020 02H,10684
03/16/2020 01H,10728
03/16/2020 00H,10646
03/15/2020 23H,10594
03/15/2020 22H,10378
03/15/2020 21H,10373
03/15/2020 20H,10123
03/15/2020 19H,9787
03/15/2020 18H,9665
03/15/2020 17H,9573
03/15/2020 16H,9458
03/15/2020 15H,9162
03/15/2020 14H,8868
03/15/2020 13H,8725
03/15/2020 12H,8423
03/15/2020 11H,8372
03/15/2020 10H,8194
03/15/2020 09H,8051
03/15/2020 08H,7939
03/15/2020 07H,7803
03/15/2020 06H,7558
03/15/2020 05H,7655
03/15/2020 04H,8052
03/15/2020 03H,8544
03/15/2020 02H,9114
03/15/2020 01H,9489
03/15/2020 00H,9562
03/14/2020 23H,10098
03/14/2020 22H,10384
03/14/2020 21H,10927
03/14/2020 20H,11289
03/14/2020 19H,11675
03/14/2020 18H,11887
03/14/2020 17H,11851
03/14/2020 16H,11409
03/14/2020 15H,10842
03/14/2020 14H,10681
03/14/2020 13H,10537
03/14/2020 12H,10303
03/14/2020 11H,9990
03/14/2020 10H,9696
03/14/2020 09H,9312
03/14/2020 08H,9357
03/14/2020 07H,9450
03/14/2020 06H,8889
03/14/2020 05H,8157
03/14/2020 04H,7517
03/14/2020 03H,8129
03/14/2020 02H,8457
03/14/2020 01H,8402
03/14/2020 00H,8360
03/13/2020 23H,8208
03/13/2020 22H,8172
03/13/2020 21H,7557
03/13/2020 20H,7361
03/13/2020 19H,7059
03/13/2020 18H,6514
03/13/2020 17H,6247
03/13/2020 16H,6412
03/13/2020 15H,6536
03/13/2020 14H,6388
03/13/2020 13H,6297
03/13/2020 12H,5864
03/13/2020 11H,4713
03/13/2020 10H,3788
03/13/2020 09H,3744
03/13/2020 08H,3597
03/13/2020 07H,3377
03/13/2020 06H,3708
03/13/2020 05H,3792
03/13/2020 04H,4088
03/13/2020 03H,4564
03/13/2020 02H,5231
03/13/2020 01H,5581
03/13/2020 00H,5363
03/12/2020 23H,5803
03/12/2020 22H,6383
03/12/2020 21H,6473
03/12/2020 20H,6090
03/12/2020 19H,5776
03/12/2020 18H,5295
03/12/2020 17H,4805
03/12/2020 16H,5343
03/12/2020 15H,5399
03/12/2020 14H,4553
03/12/2020 13H,4196
03/12/2020 12H,3947
03/12/2020 11H,3622
03/12/2020 10H,3225
03/12/2020 09H,3176
03/12/2020 08H,3161
03/12/2020 07H,3189
03/12/2020 06H,3533
03/12/2020 05H,4313
03/12/2020 04H,5417
03/12/2020 03H,6480
03/12/2020 02H,7811
03/12/2020 01H,8798
03/12/2020 00H,8710
03/11/2020 23H,8883
03/11/2020 22H,9594
03/11/2020 21H,9900
03/11/2020 20H,10283
03/11/2020 19H,10810
03/11/2020 18H,11053
03/11/2020 17H,11215
03/11/2020 16H,11566
03/11/2020 15H,11046
03/11/2020 14H,10481
03/11/2020 13H,9489
03/11/2020 12H,8062
03/11/2020 11H,6505
03/11/2020 10H,5846
03/11/2020 09H,5753
03/11/2020 08H,5530
03/11/2020 07H,5531
03/11/2020 06H,5874
03/11/2020 05H,6462
03/11/2020 04H,6782
03/11/2020 03H,6878
03/11/2020 02H,7916
03/11/2020 01H,8677
03/11/2020 00H,8419
03/10/2020 23H,8192
03/10/2020 22H,8131
03/10/2020 21H,8917
03/10/2020 20H,9680
03/10/2020 19H,10233
03/10/2020 18H,10712
03/10/2020 17H,11682
03/10/2020 16H,12070
03/10/2020 15H,13016
03/10/2020 14H,12814
03/10/2020 13H,12721
03/10/2020 12H,12053
03/10/2020 11H,10986
03/10/2020 10H,10319
03/10/2020 09H,10001
03/10/2020 08H,9934
03/10/2020 07H,10203
03/10/2020 06H,10402
03/10/2020 05H,10863
03/10/2020 04H,11269
03/10/2020 03H,12183
03/10/2020 02H,12660
03/10/2020 01H,12102
03/10/2020 00H,11064
03/9/2020 23H,9747
03/9/2020 22H,8149
03/9/2020 21H,7383
03/9/2020 20H,6953
03/9/2020 19H,6777
03/9/2020 18H,6046
03/9/2020 17H,5443
03/9/2020 16H,5779
03/9/2020 15H,5848
03/9/2020 14H,5316
03/9/2020 13H,5220
03/9/2020 12H,4728
03/9/2020 11H,4296
03/9/2020 10H,3465
03/9/2020 09H,3100
03/9/2020 08H,2902
03/9/2020 07H,3098
03/9/2020 06H,3283
03/9/2020 05H,3601
03/9/2020 04H,3718
03/9/2020 03H,4008
03/9/2020 02H,4138
03/9/2020 01H,4033
03/9/2020 00H,3726
03/8/2020 23H,3337
03/8/2020 22H,3054
03/8/2020 21H,2977
03/8/2020 20H,3247
03/8/2020 19H,3251
03/8/2020 18H,3295
03/8/2020 17H,3731
03/8/2020 16H,3892
03/8/2020 15H,4141
03/8/2020 14H,4073
03/8/2020 13H,3981
03/8/2020 12H,3620
03/8/2020 11H,3352
03/8/2020 10H,3193
03/8/2020 09H,3066
03/8/2020 08H,3060
03/8/2020 07H,3211
03/8/2020 06H,3429
03/8/2020 05H,3852
03/8/2020 04H,3833
03/8/2020 03H,4224
03/8/2020 02H,4270
03/8/2020 01H,3715
03/8/2020 00H,3304
03/7/2020 23H,3134
03/7/2020 22H,3186
03/7/2020 21H,3237
03/7/2020 20H,3283
03/7/2020 19H,3472
03/7/2020 18H,3930
03/7/2020 17H,4007
03/7/2020 16H,4389
03/7/2020 15H,4555
03/7/2020 14H,4527
03/7/2020 13H,4187
03/7/2020 12H,4151
03/7/2020 11H,4060
03/7/2020 10H,4046
03/7/2020 09H,3991
03/7/2020 08H,3983
03/7/2020 07H,4071
03/7/2020 06H,4402
03/7/2020 05H,4374
03/7/2020 04H,4405
03/7/2020 03H,4478
03/7/2020 02H,4575
03/7/2020 01H,4979
03/7/2020 00H,4975
03/6/2020 23H,5392
03/6/2020 22H,5880
03/6/2020 21H,6706
03/6/2020 20H,7497
03/6/2020 19H,8227
03/6/2020 18H,9016
03/6/2020 17H,10176
03/6/2020 16H,11415
03/6/2020 15H,11840
03/6/2020 14H,11875
03/6/2020 13H,12131
03/6/2020 12H,11332
03/6/2020 11H,10529
03/6/2020 10H,10389
03/6/2020 09H,10203
03/6/2020 08H,10210
03/6/2020 07H,10215
03/6/2020 06H,10690
03/6/2020 05H,10652
03/6/2020 04H,10639
03/6/2020 03H,10547
03/6/2020 02H,10319
03/6/2020 01H,9653
03/6/2020 00H,7251
03/5/2020 23H,6194
03/5/2020 22H,5753
03/5/2020 21H,5545
03/5/2020 20H,5480
03/5/2020 19H,5125
03/5/2020 18H,5511
03/5/2020 17H,5454
03/5/2020 16H,5452
03/5/2020 15H,6066
03/5/2020 14H,6722
03/5/2020 13H,6964
03/5/2020 12H,5648
03/5/2020 11H,5044
03/5/2020 10H,4765
03/5/2020 09H,4444
03/5/2020 08H,4221
03/5/2020 07H,4770
03/5/2020 06H,5450
03/5/2020 05H,6381
03/5/2020 04H,6959
03/5/2020 03H,7729
03/5/2020 02H,8950
03/5/2020 01H,10227
03/5/2020 00H,10323
03/4/2020 23H,10477
03/4/2020 22H,10804
03/4/2020 21H,11054
03/4/2020 20H,11016
03/4/2020 19H,11042
03/4/2020 18H,11179
03/4/2020 17H,11391
03/4/2020 16H,11232
03/4/2020 15H,10422
03/4/2020 14H,9678
03/4/2020 13H,8901
03/4/2020 12H,8291
03/4/2020 11H,7229
03/4/2020 10H,6933
03/4/2020 09H,7494
03/4/2020 08H,8216
03/4/2020 07H,8617
03/4/2020 06H,9227
03/4/2020 05H,10260
03/4/2020 04H,10445
03/4/2020 03H,10949
03/4/2020 02H,11193
03/4/2020 01H,11231
03/4/2020 00H,11073
03/3/2020 23H,11120
03/3/2020 22H,11156
03/3/2020 21H,11249
03/3/2020 20H,11553
03/3/2020 19H,11538
03/3/2020 18H,11665
03/3/2020 17H,11805
03/3/2020 16H,11695
03/3/2020 15H,11377
03/3/2020 14H,10340
03/3/2020 13H,8914
03/3/2020 12H,7229
03/3/2020 11H,6488
03/3/2020 10H,6579
03/3/2020 09H,6636
03/3/2020 08H,6679
03/3/2020 07H,7208
03/3/2020 06H,8229
03/3/2020 05H,8655
03/3/2020 04H,9288
03/3/2020 03H,10340
03/3/2020 02H,11374
03/3/2020 01H,11395
03/3/2020 00H,11121
03/2/2020 23H,11064
03/2/2020 22H,11412
03/2/2020 21H,11456
03/2/2020 20H,11675
03/2/2020 19H,11477
03/2/2020 18H,11264
03/2/2020 17H,10620
03/2/2020 16H,8957
03/2/2020 15H,8327
03/2/2020 14H,7760
03/2/2020 13H,6753
03/2/2020 12H,5168
03/2/2020 11H,4464
03/2/2020 10H,4196
03/2/2020 09H,4315
03/2/2020 08H,4589
03/2/2020 07H,4601
03/2/2020 06H,4839
03/2/2020 05H,5082
03/2/2020 04H,5049
03/2/2020 03H,5624
03/2/2020 02H,6777
03/2/2020 01H,7759
03/2/2020 00H,8053
03/1/2020 23H,7767
03/1/2020 22H,7416
03/1/2020 21H,7343
03/1/2020 20H,7311
03/1/2020 19H,7186
03/1/2020 18H,6512
03/1/2020 17H,6317
03/1/2020 16H,6284
03/1/2020 15H,5669
03/1/2020 14H,4309
03/1/2020 13H,4020
03/1/2020 12H,3417
03/1/2020 11H,3008
03/1/2020 10H,2904
03/1/2020 09H,2873
03/1/2020 08H,2846
03/1/2020 07H,2993
03/1/2020 06H,3167
03/1/2020 05H,3155
03/1/2020 04H,3556
03/1/2020 03H,3542
03/1/2020 02H,3526
03/1/2020 01H,3649
03/1/2020 00H,3267
02/29/2020 23H,3184
02/29/2020 22H,3104
02/29/2020 21H,3048
02/29/2020 20H,3099
02/29/2020 19H,3232
02/29/2020 18H,4231
02/29/2020 17H,5790
02/29/2020 16H,6351
02/29/2020 15H,6060
02/29/2020 14H,6472
02/29/2020 13H,6519
02/29/2020 12H,6348
02/29/2020 11H,6616
02/29/2020 10H,6733
02/29/2020 09H,7238
02/29/2020 08H,8220
02/29/2020 07H,8899
02/29/2020 06H,9493
02/29/2020 05H,10178
02/29/2020 04H,10540
02/29/2020 03H,10602
02/29/2020 02H,10746
02/29/2020 01H,10488
02/29/2020 00H,9846
02/28/2020 23H,8672
02/28/2020 22H,8206
02/28/2020 21H,8407
02/28/2020 20H,8551
02/28/2020 19H,9079
02/28/2020 18H,9829
02/28/2020 17H,10040
02/28/2020 16H,10157
02/28/2020 15H,9833
02/28/2020 14H,9920
02/28/2020 13H,9961
02/28/2020 12H,9163
02/28/2020 11H,8592
02/28/2020 10H,8486
02/28/2020 09H,8772
02/28/2020 08H,8777
02/28/2020 07H,8597
02/28/2020 06H,8459
02/28/2020 05H,8482
02/28/2020 04H,8414
02/28/2020 03H,8284
02/28/2020 02H,8278
02/28/2020 01H,8259
02/28/2020 00H,7267
02/27/2020 23H,6871
02/27/2020 22H,7368
02/27/2020 21H,8171
02/27/2020 20H,8805
02/27/2020 19H,8914
02/27/2020 18H,9547
02/27/2020 17H,10112
02/27/2020 16H,10223
02/27/2020 15H,10067
02/27/2020 14H,9695
02/27/2020 13H,9641
02/27/2020 12H,8493
02/27/2020 11H,7732
02/27/2020 10H,7581
02/27/2020 09H,7513
02/27/2020 08H,8253
02/27/2020 07H,9257
02/27/2020 06H,10186
02/27/2020 05H,11424
02/27/2020 04H,12526
02/27/2020 03H,13198
02/27/2020 02H,13468
02/27/2020 01H,13344
02/27/2020 00H,11179
02/26/2020 23H,10012
02/26/2020 22H,9169
02/26/2020 21H,8953
02/26/2020 20H,9224
02/26/2020 19H,9560
02/26/2020 18H,9836
02/26/2020 17H,9676
02/26/2020 16H,9353
02/26/2020 15H,8933
02/26/2020 14H,8312
02/26/2020 13H,7882
02/26/2020 12H,6546
02/26/2020 11H,5763
02/26/2020 10H,5476
02/26/2020 09H,5169
02/26/2020 08H,5045
02/26/2020 07H,5159
02/26/2020 06H,5029
02/26/2020 05H,5449
02/26/2020 04H,5778
02/26/2020 03H,5940
02/26/2020 02H,6183
02/26/2020 01H,5905
02/26/2020 00H,5483
02/25/2020 23H,5063
02/25/2020 22H,5168
02/25/2020 21H,5653
02/25/2020 20H,5405
02/25/2020 19H,6287
02/25/2020 18H,6228
02/25/2020 17H,6562
02/25/2020 16H,6760
02/25/2020 15H,7490
02/25/2020 14H,7533
02/25/2020 13H,7371
02/25/2020 12H,6579
02/25/2020 11H,6231
02/25/2020 10H,6243
02/25/2020 09H,5939
02/25/2020 08H,6038
02/25/2020 07H,5604
02/25/2020 06H,6636
02/25/2020 05H,7014
02/25/2020 04H,7568
02/25/2020 03H,7908
02/25/2020 02H,8440
02/25/2020 01H,8757
02/25/2020 00H,8774
02/24/2020 23H,8731
02/24/2020 22H,8238
02/24/2020 21H,8238
02/24/2020 20H,8234
02/24/2020 19H,8103
02/24/2020 18H,7770
02/24/2020 17H,7330
02/24/2020 16H,6551
02/24/2020 15H,5833
02/24/2020 14H,5852
02/24/2020 13H,5324
02/24/2020 12H,4474
02/24/2020 11H,3730
02/24/2020 10H,3466
02/24/2020 09H,3288
02/24/2020 08H,3270
02/24/2020 07H,3999
02/24/2020 06H,4987
02/24/2020 05H,5276
02/24/2020 04H,5621
02/24/2020 03H,5604
02/24/2020 02H,5742
02/24/2020 01H,5440
02/24/2020 00H,5116
02/23/2020 23H,5374
02/23/2020 22H,5631
02/23/2020 21H,5489
02/23/2020 20H,5882
02/23/2020 19H,6271
02/23/2020 18H,6288
02/23/2020 17H,6572
02/23/2020 16H,6640
02/23/2020 15H,6135
02/23/2020 14H,5861
02/23/2020 13H,5485
02/23/2020 12H,5484
02/23/2020 11H,5209
02/23/2020 10H,5126
02/23/2020 09H,5055
02/23/2020 08H,4969
02/23/2020 07H,5010
02/23/2020 06H,5337
02/23/2020 05H,5396
02/23/2020 04H,5565
02/23/2020 03H,6426
02/23/2020 02H,6421
02/23/2020 01H,6940
02/23/2020 00H,6896
02/22/2020 23H,6485
02/22/2020 22H,5972
02/22/2020 21H,5919
02/22/2020 20H,6470
02/22/2020 19H,7463
02/22/2020 18H,7956
02/22/2020 17H,8322
02/22/2020 16H,8362
02/22/2020 15H,8229
02/22/2020 14H,7762
02/22/2020 13H,7327
02/22/2020 12H,6402
02/22/2020 11H,5937
02/22/2020 10H,5593
02/22/2020 09H,5504
02/22/2020 08H,5412
02/22/2020 07H,5476
02/22/2020 06H,5563
02/22/2020 05H,5872
02/22/2020 04H,6149
02/22/2020 03H,6562
02/22/2020 02H,6785
02/22/2020 01H,7040
02/22/2020 00H,6562
02/21/2020 23H,5939
02/21/2020 22H,6127
02/21/2020 21H,6443
02/21/2020 20H,7491
02/21/2020 19H,8401
02/21/2020 18H,9246
02/21/2020 17H,9812
02/21/2020 16H,10255
02/21/2020 15H,10332
02/21/2020 14H,10675
02/21/2020 13H,10759
02/21/2020 12H,10260
02/21/2020 11H,9892
02/21/2020 10H,9703
02/21/2020 09H,9639
02/21/2020 08H,9888
02/21/2020 07H,10448
02/21/2020 06H,11239
02/21/2020 05H,11171
02/21/2020 04H,11255
02/21/2020 03H,11411
02/21/2020 02H,11486
02/21/2020 01H,11705
02/21/2020 00H,10911
02/20/2020 23H,10268
02/20/2020 22H,10050
02/20/2020 21H,10015
02/20/2020 20H,10190
02/20/2020 19H,10106
02/20/2020 18H,10144
02/20/2020 17H,10009
02/20/2020 16H,9297
02/20/2020 15H,9246
02/20/2020 14H,9173
02/20/2020 13H,8685
02/20/2020 12H,7151
02/20/2020 11H,6657
02/20/2020 10H,6678
02/20/2020 09H,6776
02/20/2020 08H,7028
02/20/2020 07H,7386
02/20/2020 06H,7916
02/20/2020 05H,8467
02/20/2020 04H,8877
02/20/2020 03H,9426
02/20/2020 02H,9897
02/20/2020 01H,10455
02/20/2020 00H,10445
02/19/2020 23H,10836
02/19/2020 22H,11000
02/19/2020 21H,11197
02/19/2020 20H,11568
02/19/2020 19H,12054
02/19/2020 18H,12291
02/19/2020 17H,12055
02/19/2020 16H,11921
02/19/2020 15H,11736
02/19/2020 14H,11486
02/19/2020 13H,11106
02/19/2020 12H,10501
02/19/2020 11H,9779
02/19/2020 10H,9717
02/19/2020 09H,9646
02/19/2020 08H,9723
02/19/2020 07H,9728
02/19/2020 06H,9803
02/19/2020 05H,10358
02/19/2020 04H,10586
02/19/2020 03H,10971
02/19/2020 02H,11354
02/19/2020 01H,11203
02/19/2020 00H,10391
02/18/2020 23H,9606
02/18/2020 22H,9075
02/18/2020 21H,9044
02/18/2020 20H,9053
02/18/2020 19H,9072
02/18/2020 18H,9127
02/18/2020 17H,8737
02/18/2020 16H,8830
02/18/2020 15H,8866
02/18/2020 14H,8733
02/18/2020 13H,7915
02/18/2020 12H,6232
02/18/2020 11H,5271
02/18/2020 10H,5056
02/18/2020 09H,4864
02/18/2020 08H,4863
02/18/2020 07H,5095
02/18/2020 06H,5594
02/18/2020 05H,5773
02/18/2020 04H,5915
02/18/2020 03H,6221
02/18/2020 02H,6955
02/18/2020 01H,7612
02/18/2020 00H,7563
02/17/2020 23H,7251
02/17/2020 22H,7291
02/17/2020 21H,7485
02/17/2020 20H,7710
02/17/2020 19H,7833
02/17/2020 18H,7393
02/17/2020 17H,8543
02/17/2020 16H,8804
02/17/2020 15H,8891
02/17/2020 14H,9126
02/17/2020 13H,9085
02/17/2020 12H,8301
02/17/2020 11H,7820
02/17/2020 10H,7366
02/17/2020 09H,6834
02/17/2020 08H,6287
02/17/2020 07H,6371
02/17/2020 06H,6239
02/17/2020 05H,6409
02/17/2020 04H,6635
02/17/2020 03H,7345
02/17/2020 02H,8510
02/17/2020 01H,9583
02/17/2020 00H,9613
02/16/2020 23H,9218
02/16/2020 22H,9173
02/16/2020 21H,9357
02/16/2020 20H,9705
02/16/2020 19H,9904
02/16/2020 18H,9789
02/16/2020 17H,10124
02/16/2020 16H,9967
02/16/2020 15H,9435
02/16/2020 14H,9009
02/16/2020 13H,8813
02/16/2020 12H,8639
02/16/2020 11H,8301
02/16/2020 10H,8224
02/16/2020 09H,8249
02/16/2020 08H,8193
02/16/2020 07H,8363
02/16/2020 06H,9036
02/16/2020 05H,9314
02/16/2020 04H,9828
02/16/2020 03H,10122
02/16/2020 02H,10934
02/16/2020 01H,11597
02/16/2020 00H,10798
02/15/2020 23H,10047
02/15/2020 22H,9778
02/15/2020 21H,9461
02/15/2020 20H,9128
02/15/2020 19H,8788
02/15/2020 18H,7855
02/15/2020 17H,7562
02/15/2020 16H,7380
02/15/2020 15H,6435
02/15/2020 14H,6144
02/15/2020 13H,5724
02/15/2020 12H,5430
02/15/2020 11H,5149
02/15/2020 10H,4917
02/15/2020 09H,4801
02/15/2020 08H,5012
02/15/2020 07H,5221
02/15/2020 06H,5112
02/15/2020 05H,5537
02/15/2020 04H,5742
02/15/2020 03H,5733
02/15/2020 02H,5724
02/15/2020 01H,5573
02/15/2020 00H,5066
02/14/2020 23H,5018
02/14/2020 22H,5391
02/14/2020 21H,6231
02/14/2020 20H,7620
02/14/2020 19H,9072
02/14/2020 18H,10245
02/14/2020 17H,10943
02/14/2020 16H,12075
02/14/2020 15H,12949
02/14/2020 14H,13484
02/14/2020 13H,13111
02/14/2020 12H,12198
02/14/2020 11H,11479
02/14/2020 10H,11440
02/14/2020 09H,11288
02/14/2020 08H,11228
02/14/2020 07H,11101
02/14/2020 06H,12599
02/14/2020 05H,12590
02/14/2020 04H,12742
02/14/2020 03H,13186
02/14/2020 02H,13507
02/14/2020 01H,13628
02/14/2020 00H,12718
02/13/2020 23H,12287
02/13/2020 22H,12007
02/13/2020 21H,11977
02/13/2020 20H,12157
02/13/2020 19H,12452
02/13/2020 18H,12772
02/13/2020 17H,12692
02/13/2020 16H,12681
02/13/2020 15H,12579
02/13/2020 14H,12283
02/13/2020 13H,11612
02/13/2020 12H,10500
02/13/2020 11H,9085
02/13/2020 10H,8500
02/13/2020 09H,8096
02/13/2020 08H,7641
02/13/2020 07H,7692
02/13/2020 06H,9067
02/13/2020 05H,9067
02/13/2020 04H,9067
02/13/2020 03H,9067
02/13/2020 02H,9067
02/13/2020 01H,9067
02/13/2020 00H,9067
02/12/2020 23H,8981
02/12/2020 22H,8974
02/12/2020 21H,9475
02/12/2020 20H,10200
02/12/2020 19H,11032
02/12/2020 18H,11483
02/12/2020 17H,11936
02/12/2020 16H,12093
02/12/2020 15H,12274
02/12/2020 14H,12157
02/12/2020 13H,11966
02/12/2020 12H,11137
02/12/2020 11H,10576
02/12/2020 10H,10091
02/12/2020 09H,9800
02/12/2020 08H,9592
02/12/2020 07H,9786
02/12/2020 06H,12735
02/12/2020 05H,12735
02/12/2020 04H,12735
02/12/2020 03H,12735
02/12/2020 02H,12735
02/12/2020 01H,12743
02/12/2020 00H,12348
02/11/2020 23H,11669
02/11/2020 22H,11560
02/11/2020 21H,11480
02/11/2020 20H,11649
02/11/2020 19H,11706
02/11/2020 18H,11632
02/11/2020 17H,11245
02/11/2020 16H,11203
02/11/2020 15H,11046
02/11/2020 14H,11164
02/11/2020 13H,10736
02/11/2020 12H,9606
02/11/2020 11H,8277
02/11/2020 10H,8445
02/11/2020 09H,8370
02/11/2020 08H,8920
02/11/2020 07H,8686
02/11/2020 06H,9672
02/11/2020 05H,10260
02/11/2020 04H,10972
02/11/2020 03H,11634
02/11/2020 02H,12016
02/11/2020 01H,12323
02/11/2020 00H,11802
02/10/2020 23H,11559
02/10/2020 22H,11399
02/10/2020 21H,11594
02/10/2020 20H,12029
02/10/2020 19H,12286
02/10/2020 18H,12382
02/10/2020 17H,12717
02/10/2020 16H,12272
02/10/2020 15H,11763
02/10/2020 14H,11634
02/10/2020 13H,11060
02/10/2020 12H,9716
02/10/2020 11H,8744
02/10/2020 10H,7995
02/10/2020 09H,7124
02/10/2020 08H,6927
02/10/2020 07H,6721
02/10/2020 06H,6485
02/10/2020 05H,6148
02/10/2020 04H,5426
02/10/2020 03H,5039
02/10/2020 02H,4968
02/10/2020 01H,5366
02/10/2020 00H,4744
02/9/2020 23H,4410
02/9/2020 22H,4260
02/9/2020 21H,4260
02/9/2020 20H,4286
02/9/2020 19H,4534
02/9/2020 18H,4187
02/9/2020 17H,3995
02/9/2020 16H,4344
02/9/2020 15H,4457
02/9/2020 14H,4117
02/9/2020 13H,3959
02/9/2020 12H,3765
02/9/2020 11H,3627
02/9/2020 10H,3539
02/9/2020 09H,3520
02/9/2020 08H,3531
02/9/2020 07H,3542
02/9/2020 06H,4018
02/9/2020 05H,4588
02/9/2020 04H,4297
02/9/2020 03H,4420
02/9/2020 02H,4416
02/9/2020 01H,4424
02/9/2020 00H,4093
02/8/2020 23H,3954
02/8/2020 22H,3895
02/8/2020 21H,4091
02/8/2020 20H,4954
02/8/2020 19H,5931
02/8/2020 18H,7976
02/8/2020 17H,9820
02/8/2020 16H,11367
02/8/2020 15H,11469
02/8/2020 14H,11815
02/8/2020 13H,11571
02/8/2020 12H,11309
02/8/2020 11H,11089
