Net generation from other for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OTH.H
19:06:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OTH.H megawatthours
10/4/2021 07H,576
10/4/2021 06H,594
10/4/2021 05H,672
10/4/2021 04H,787
10/4/2021 03H,836
10/4/2021 02H,834
10/4/2021 01H,833
10/4/2021 00H,804
10/3/2021 23H,804
10/3/2021 22H,799
10/3/2021 21H,769
10/3/2021 20H,671
10/3/2021 19H,668
10/3/2021 18H,672
10/3/2021 17H,616
10/3/2021 16H,579
10/3/2021 15H,538
10/3/2021 14H,515
10/3/2021 13H,508
10/3/2021 12H,514
10/3/2021 11H,546
10/3/2021 10H,519
10/3/2021 09H,521
10/3/2021 08H,519
10/3/2021 07H,547
10/3/2021 06H,562
10/3/2021 05H,682
10/3/2021 04H,707
10/3/2021 03H,721
10/3/2021 02H,732
10/3/2021 01H,766
10/3/2021 00H,741
10/2/2021 23H,743
10/2/2021 22H,720
10/2/2021 21H,729
10/2/2021 20H,728
10/2/2021 19H,721
10/2/2021 18H,669
10/2/2021 17H,598
10/2/2021 16H,583
10/2/2021 15H,577
10/2/2021 14H,569
10/2/2021 13H,567
10/2/2021 12H,574
10/2/2021 11H,602
10/2/2021 10H,567
10/2/2021 09H,546
10/2/2021 08H,572
10/2/2021 07H,600
10/2/2021 06H,619
10/2/2021 05H,611
10/2/2021 04H,669
10/2/2021 03H,692
10/2/2021 02H,766
10/2/2021 01H,866
10/2/2021 00H,850
10/1/2021 23H,847
10/1/2021 22H,836
10/1/2021 21H,822
10/1/2021 20H,739
10/1/2021 19H,717
10/1/2021 18H,744
10/1/2021 17H,761
10/1/2021 16H,746
10/1/2021 15H,684
10/1/2021 14H,685
10/1/2021 13H,765
10/1/2021 12H,874
10/1/2021 11H,866
10/1/2021 10H,775
10/1/2021 09H,741
10/1/2021 08H,739
10/1/2021 07H,740
10/1/2021 06H,757
10/1/2021 05H,799
10/1/2021 04H,877
10/1/2021 03H,972
10/1/2021 02H,1012
10/1/2021 01H,1148
10/1/2021 00H,1130
09/30/2021 23H,1133
09/30/2021 22H,1131
09/30/2021 21H,1113
09/30/2021 20H,1044
09/30/2021 19H,1032
09/30/2021 18H,1034
09/30/2021 17H,892
09/30/2021 16H,773
09/30/2021 15H,749
09/30/2021 14H,737
09/30/2021 13H,773
09/30/2021 12H,810
09/30/2021 11H,780
09/30/2021 10H,743
09/30/2021 09H,711
09/30/2021 08H,709
09/30/2021 07H,726
09/30/2021 06H,752
09/30/2021 05H,807
09/30/2021 04H,918
09/30/2021 03H,992
09/30/2021 02H,1112
09/30/2021 01H,1138
09/30/2021 00H,1110
09/29/2021 23H,1113
09/29/2021 22H,1108
09/29/2021 21H,1108
09/29/2021 20H,1048
09/29/2021 19H,1020
09/29/2021 18H,946
09/29/2021 17H,905
09/29/2021 16H,822
09/29/2021 15H,732
09/29/2021 14H,705
09/29/2021 13H,764
09/29/2021 12H,846
09/29/2021 11H,820
09/29/2021 10H,763
09/29/2021 09H,744
09/29/2021 08H,746
09/29/2021 07H,747
09/29/2021 06H,753
09/29/2021 05H,818
09/29/2021 04H,876
09/29/2021 03H,969
09/29/2021 02H,1023
09/29/2021 01H,1021
09/29/2021 00H,1043
09/28/2021 23H,1023
09/28/2021 22H,1020
09/28/2021 21H,946
09/28/2021 20H,931
09/28/2021 19H,919
09/28/2021 18H,932
09/28/2021 17H,914
09/28/2021 16H,929
09/28/2021 15H,933
09/28/2021 14H,936
09/28/2021 13H,923
09/28/2021 12H,934
09/28/2021 11H,925
09/28/2021 10H,859
09/28/2021 09H,768
09/28/2021 08H,757
09/28/2021 07H,813
09/28/2021 06H,893
09/28/2021 05H,892
09/28/2021 04H,891
09/28/2021 03H,959
09/28/2021 02H,1022
09/28/2021 01H,1046
09/28/2021 00H,1019
09/27/2021 23H,1024
09/27/2021 22H,1023
09/27/2021 21H,1014
09/27/2021 20H,1001
09/27/2021 19H,1008
09/27/2021 18H,1004
09/27/2021 17H,944
09/27/2021 16H,914
09/27/2021 15H,895
09/27/2021 14H,911
09/27/2021 13H,913
09/27/2021 12H,927
09/27/2021 11H,892
09/27/2021 10H,803
09/27/2021 09H,722
09/27/2021 08H,698
09/27/2021 07H,736
09/27/2021 06H,813
09/27/2021 05H,874
09/27/2021 04H,879
09/27/2021 03H,876
09/27/2021 02H,956
09/27/2021 01H,1064
09/27/2021 00H,1102
09/26/2021 23H,1036
09/26/2021 22H,986
09/26/2021 21H,976
09/26/2021 20H,870
09/26/2021 19H,831
09/26/2021 18H,827
09/26/2021 17H,721
09/26/2021 16H,663
09/26/2021 15H,631
09/26/2021 14H,667
09/26/2021 13H,816
09/26/2021 12H,823
09/26/2021 11H,805
09/26/2021 10H,721
09/26/2021 09H,702
09/26/2021 08H,730
09/26/2021 07H,723
09/26/2021 06H,816
09/26/2021 05H,918
09/26/2021 04H,899
09/26/2021 03H,944
09/26/2021 02H,990
09/26/2021 01H,1026
09/26/2021 00H,1039
09/25/2021 23H,1031
09/25/2021 22H,975
09/25/2021 21H,904
09/25/2021 20H,889
09/25/2021 19H,877
09/25/2021 18H,880
09/25/2021 17H,849
09/25/2021 16H,813
09/25/2021 15H,772
09/25/2021 14H,778
09/25/2021 13H,886
09/25/2021 12H,887
09/25/2021 11H,910
09/25/2021 10H,898
09/25/2021 09H,857
09/25/2021 08H,867
09/25/2021 07H,884
09/25/2021 06H,866
09/25/2021 05H,900
09/25/2021 04H,907
09/25/2021 03H,906
09/25/2021 02H,968
09/25/2021 01H,984
09/25/2021 00H,965
09/24/2021 23H,953
09/24/2021 22H,942
09/24/2021 21H,948
09/24/2021 20H,898
09/24/2021 19H,853
09/24/2021 18H,813
09/24/2021 17H,819
09/24/2021 16H,817
09/24/2021 15H,873
09/24/2021 14H,855
09/24/2021 13H,851
09/24/2021 12H,874
09/24/2021 11H,911
09/24/2021 10H,870
09/24/2021 09H,818
09/24/2021 08H,804
09/24/2021 07H,825
09/24/2021 06H,856
09/24/2021 05H,922
09/24/2021 04H,937
09/24/2021 03H,1053
09/24/2021 02H,1178
09/24/2021 01H,1243
09/24/2021 00H,1222
09/23/2021 23H,1215
09/23/2021 22H,1140
09/23/2021 21H,1112
09/23/2021 20H,1019
09/23/2021 19H,949
09/23/2021 18H,881
09/23/2021 17H,814
09/23/2021 16H,795
09/23/2021 15H,818
09/23/2021 14H,898
09/23/2021 13H,959
09/23/2021 12H,982
09/23/2021 11H,1006
09/23/2021 10H,1016
09/23/2021 09H,968
09/23/2021 08H,983
09/23/2021 07H,1023
09/23/2021 06H,1022
09/23/2021 05H,1046
09/23/2021 04H,1139
09/23/2021 03H,1178
09/23/2021 02H,1172
09/23/2021 01H,1243
09/23/2021 00H,1235
09/22/2021 23H,1250
09/22/2021 22H,1246
09/22/2021 21H,1249
09/22/2021 20H,1248
09/22/2021 19H,1252
09/22/2021 18H,1244
09/22/2021 17H,1241
09/22/2021 16H,1237
09/22/2021 15H,1240
09/22/2021 14H,1244
09/22/2021 13H,1244
09/22/2021 12H,1233
09/22/2021 11H,1098
09/22/2021 10H,991
09/22/2021 09H,881
09/22/2021 08H,897
09/22/2021 07H,899
09/22/2021 06H,901
09/22/2021 05H,901
09/22/2021 04H,935
09/22/2021 03H,1038
09/22/2021 02H,1137
09/22/2021 01H,1151
09/22/2021 00H,1126
09/21/2021 23H,1130
09/21/2021 22H,1112
09/21/2021 21H,1106
09/21/2021 20H,1106
09/21/2021 19H,1113
09/21/2021 18H,1079
09/21/2021 17H,1118
09/21/2021 16H,1149
09/21/2021 15H,1113
09/21/2021 14H,1003
09/21/2021 13H,1005
09/21/2021 12H,1011
09/21/2021 11H,983
09/21/2021 10H,919
09/21/2021 09H,870
09/21/2021 08H,864
09/21/2021 07H,885
09/21/2021 06H,971
09/21/2021 05H,1007
09/21/2021 04H,932
09/21/2021 03H,1055
09/21/2021 02H,1248
09/21/2021 01H,1242
09/21/2021 00H,1221
09/20/2021 23H,1221
09/20/2021 22H,1216
09/20/2021 21H,1158
09/20/2021 20H,1151
09/20/2021 19H,1150
09/20/2021 18H,1140
09/20/2021 17H,1008
09/20/2021 16H,1009
09/20/2021 15H,981
09/20/2021 14H,974
09/20/2021 13H,1001
09/20/2021 12H,989
09/20/2021 11H,925
09/20/2021 10H,857
09/20/2021 09H,803
09/20/2021 08H,794
09/20/2021 07H,776
09/20/2021 06H,843
09/20/2021 05H,931
09/20/2021 04H,1043
09/20/2021 03H,1147
09/20/2021 02H,1219
09/20/2021 01H,1213
09/20/2021 00H,1191
09/19/2021 23H,1191
09/19/2021 22H,1192
09/19/2021 21H,1201
09/19/2021 20H,1219
09/19/2021 19H,1215
09/19/2021 18H,1217
09/19/2021 17H,1209
09/19/2021 16H,1009
09/19/2021 15H,858
09/19/2021 14H,799
09/19/2021 13H,772
09/19/2021 12H,792
09/19/2021 11H,807
09/19/2021 10H,795
09/19/2021 09H,759
09/19/2021 08H,757
09/19/2021 07H,764
09/19/2021 06H,880
09/19/2021 05H,931
09/19/2021 04H,978
09/19/2021 03H,1124
09/19/2021 02H,1203
09/19/2021 01H,1220
09/19/2021 00H,1190
09/18/2021 23H,1176
09/18/2021 22H,1161
09/18/2021 21H,1150
09/18/2021 20H,1143
09/18/2021 19H,1142
09/18/2021 18H,1108
09/18/2021 17H,1102
09/18/2021 16H,1033
09/18/2021 15H,934
09/18/2021 14H,857
09/18/2021 13H,813
09/18/2021 12H,783
09/18/2021 11H,803
09/18/2021 10H,802
09/18/2021 09H,804
09/18/2021 08H,801
09/18/2021 07H,816
09/18/2021 06H,947
09/18/2021 05H,1012
09/18/2021 04H,1007
09/18/2021 03H,978
09/18/2021 02H,1012
09/18/2021 01H,1164
09/18/2021 00H,1213
09/17/2021 23H,1210
09/17/2021 22H,1209
09/17/2021 21H,1152
09/17/2021 20H,1139
09/17/2021 19H,1134
09/17/2021 18H,1117
09/17/2021 17H,961
09/17/2021 16H,884
09/17/2021 15H,843
09/17/2021 14H,796
09/17/2021 13H,800
09/17/2021 12H,795
09/17/2021 11H,878
09/17/2021 10H,815
09/17/2021 09H,787
09/17/2021 08H,806
09/17/2021 07H,811
09/17/2021 06H,822
09/17/2021 05H,823
09/17/2021 04H,805
09/17/2021 03H,861
09/17/2021 02H,1110
09/17/2021 01H,1142
09/17/2021 00H,1115
09/16/2021 23H,1116
09/16/2021 22H,1105
09/16/2021 21H,1117
09/16/2021 20H,1130
09/16/2021 19H,1061
09/16/2021 18H,963
09/16/2021 17H,923
09/16/2021 16H,840
09/16/2021 15H,846
09/16/2021 14H,829
09/16/2021 13H,889
09/16/2021 12H,974
09/16/2021 11H,954
09/16/2021 10H,853
09/16/2021 09H,849
09/16/2021 08H,838
09/16/2021 07H,858
09/16/2021 06H,877
09/16/2021 05H,888
09/16/2021 04H,988
09/16/2021 03H,1114
09/16/2021 02H,1241
09/16/2021 01H,1245
09/16/2021 00H,1213
09/15/2021 23H,1212
09/15/2021 22H,1214
09/15/2021 21H,1211
09/15/2021 20H,1209
09/15/2021 19H,1191
09/15/2021 18H,1029
09/15/2021 17H,956
09/15/2021 16H,899
09/15/2021 15H,822
09/15/2021 14H,810
09/15/2021 13H,832
09/15/2021 12H,857
09/15/2021 11H,851
09/15/2021 10H,832
09/15/2021 09H,815
09/15/2021 08H,812
09/15/2021 07H,819
09/15/2021 06H,818
09/15/2021 05H,799
09/15/2021 04H,849
09/15/2021 03H,1010
09/15/2021 02H,1150
09/15/2021 01H,1209
09/15/2021 00H,1174
09/14/2021 23H,1172
09/14/2021 22H,1177
09/14/2021 21H,1144
09/14/2021 20H,1144
09/14/2021 19H,1146
09/14/2021 18H,1153
09/14/2021 17H,1088
09/14/2021 16H,901
09/14/2021 15H,813
09/14/2021 14H,759
09/14/2021 13H,776
09/14/2021 12H,862
09/14/2021 11H,909
09/14/2021 10H,841
09/14/2021 09H,829
09/14/2021 08H,825
09/14/2021 07H,831
09/14/2021 06H,839
09/14/2021 05H,813
09/14/2021 04H,1011
09/14/2021 03H,1194
09/14/2021 02H,1242
09/14/2021 01H,1245
09/14/2021 00H,1215
09/13/2021 23H,1211
09/13/2021 22H,1213
09/13/2021 21H,1207
09/13/2021 20H,1170
09/13/2021 19H,1118
09/13/2021 18H,1122
09/13/2021 17H,1021
09/13/2021 16H,888
09/13/2021 15H,803
09/13/2021 14H,780
09/13/2021 13H,785
09/13/2021 12H,800
09/13/2021 11H,899
09/13/2021 10H,868
09/13/2021 09H,832
09/13/2021 08H,821
09/13/2021 07H,853
09/13/2021 06H,874
09/13/2021 05H,857
09/13/2021 04H,821
09/13/2021 03H,902
09/13/2021 02H,1064
09/13/2021 01H,1173
09/13/2021 00H,1141
09/12/2021 23H,1148
09/12/2021 22H,1145
09/12/2021 21H,1113
09/12/2021 20H,1036
09/12/2021 19H,881
09/12/2021 18H,780
09/12/2021 17H,765
09/12/2021 16H,700
09/12/2021 15H,666
09/12/2021 14H,657
09/12/2021 13H,681
09/12/2021 12H,704
09/12/2021 11H,726
09/12/2021 10H,726
09/12/2021 09H,726
09/12/2021 08H,737
09/12/2021 07H,751
09/12/2021 06H,792
09/12/2021 05H,776
09/12/2021 04H,789
09/12/2021 03H,790
09/12/2021 02H,911
09/12/2021 01H,1105
09/12/2021 00H,1138
09/11/2021 23H,1127
09/11/2021 22H,1124
09/11/2021 21H,1072
09/11/2021 20H,1014
09/11/2021 19H,991
09/11/2021 18H,897
09/11/2021 17H,779
09/11/2021 16H,707
09/11/2021 15H,698
09/11/2021 14H,703
09/11/2021 13H,706
09/11/2021 12H,699
09/11/2021 11H,815
09/11/2021 10H,805
09/11/2021 09H,772
09/11/2021 08H,782
09/11/2021 07H,839
09/11/2021 06H,913
09/11/2021 05H,939
09/11/2021 04H,937
09/11/2021 03H,925
09/11/2021 02H,934
09/11/2021 01H,1058
09/11/2021 00H,1067
09/10/2021 23H,1098
09/10/2021 22H,1064
09/10/2021 21H,950
09/10/2021 20H,918
09/10/2021 19H,937
09/10/2021 18H,892
09/10/2021 17H,759
09/10/2021 16H,731
09/10/2021 15H,723
09/10/2021 14H,758
09/10/2021 13H,829
09/10/2021 12H,878
09/10/2021 11H,914
09/10/2021 10H,802
09/10/2021 09H,717
09/10/2021 08H,771
09/10/2021 07H,793
09/10/2021 06H,850
09/10/2021 05H,975
09/10/2021 04H,1029
09/10/2021 03H,1092
09/10/2021 02H,1150
09/10/2021 01H,1247
09/10/2021 00H,1238
09/9/2021 23H,1308
09/9/2021 22H,1278
09/9/2021 21H,1210
09/9/2021 20H,1112
09/9/2021 19H,1078
09/9/2021 18H,1078
09/9/2021 17H,1124
09/9/2021 16H,1135
09/9/2021 15H,1118
09/9/2021 14H,1108
09/9/2021 13H,1095
09/9/2021 12H,1104
09/9/2021 11H,1181
09/9/2021 10H,1158
09/9/2021 09H,1114
09/9/2021 08H,1115
09/9/2021 07H,1123
09/9/2021 06H,1183
09/9/2021 05H,1199
09/9/2021 04H,1172
09/9/2021 03H,1329
09/9/2021 02H,1355
09/9/2021 01H,1357
09/9/2021 00H,1336
09/8/2021 23H,1337
09/8/2021 22H,1341
09/8/2021 21H,1342
09/8/2021 20H,1340
09/8/2021 19H,1295
09/8/2021 18H,1266
09/8/2021 17H,1272
09/8/2021 16H,1269
09/8/2021 15H,1271
09/8/2021 14H,1274
09/8/2021 13H,1268
09/8/2021 12H,1255
09/8/2021 11H,1194
09/8/2021 10H,1133
09/8/2021 09H,1081
09/8/2021 08H,1087
09/8/2021 07H,1139
09/8/2021 06H,1151
09/8/2021 05H,1128
09/8/2021 04H,1104
09/8/2021 03H,1217
09/8/2021 02H,1309
09/8/2021 01H,1333
09/8/2021 00H,1319
09/7/2021 23H,1314
09/7/2021 22H,1313
09/7/2021 21H,1316
09/7/2021 20H,1309
09/7/2021 19H,1315
09/7/2021 18H,1319
09/7/2021 17H,1280
09/7/2021 16H,1240
09/7/2021 15H,1212
09/7/2021 14H,1042
09/7/2021 13H,1126
09/7/2021 12H,1154
09/7/2021 11H,1094
09/7/2021 10H,976
09/7/2021 09H,907
09/7/2021 08H,915
09/7/2021 07H,948
09/7/2021 06H,1033
09/7/2021 05H,1049
09/7/2021 04H,1127
09/7/2021 03H,1143
09/7/2021 02H,1226
09/7/2021 01H,1386
09/7/2021 00H,1394
09/6/2021 23H,1386
09/6/2021 22H,1389
09/6/2021 21H,1320
09/6/2021 20H,1271
09/6/2021 19H,1122
09/6/2021 18H,998
09/6/2021 17H,958
09/6/2021 16H,939
09/6/2021 15H,869
09/6/2021 14H,783
09/6/2021 13H,796
09/6/2021 12H,794
09/6/2021 11H,830
09/6/2021 10H,804
09/6/2021 09H,787
09/6/2021 08H,783
09/6/2021 07H,803
09/6/2021 06H,801
09/6/2021 05H,897
09/6/2021 04H,947
09/6/2021 03H,925
09/6/2021 02H,1057
09/6/2021 01H,1124
09/6/2021 00H,1116
09/5/2021 23H,1113
09/5/2021 22H,1116
09/5/2021 21H,1108
09/5/2021 20H,1019
09/5/2021 19H,915
09/5/2021 18H,905
09/5/2021 17H,892
09/5/2021 16H,786
09/5/2021 15H,726
09/5/2021 14H,708
09/5/2021 13H,710
09/5/2021 12H,709
09/5/2021 11H,726
09/5/2021 10H,727
09/5/2021 09H,729
09/5/2021 08H,732
09/5/2021 07H,734
09/5/2021 06H,749
09/5/2021 05H,807
09/5/2021 04H,968
09/5/2021 03H,1114
09/5/2021 02H,1134
09/5/2021 01H,1153
09/5/2021 00H,1118
09/4/2021 23H,1118
09/4/2021 22H,1117
09/4/2021 21H,1103
09/4/2021 20H,1102
09/4/2021 19H,1074
09/4/2021 18H,956
09/4/2021 17H,795
09/4/2021 16H,769
09/4/2021 15H,765
09/4/2021 14H,741
09/4/2021 13H,750
09/4/2021 12H,746
09/4/2021 11H,768
09/4/2021 10H,757
09/4/2021 09H,751
09/4/2021 08H,772
09/4/2021 07H,797
09/4/2021 06H,871
09/4/2021 05H,895
09/4/2021 04H,887
09/4/2021 03H,866
09/4/2021 02H,955
09/4/2021 01H,1124
09/4/2021 00H,1113
09/3/2021 23H,1115
09/3/2021 22H,979
09/3/2021 21H,937
09/3/2021 20H,915
09/3/2021 19H,903
09/3/2021 18H,950
09/3/2021 17H,962
09/3/2021 16H,882
09/3/2021 15H,800
09/3/2021 14H,793
09/3/2021 13H,854
09/3/2021 12H,929
09/3/2021 11H,910
09/3/2021 10H,832
09/3/2021 09H,780
09/3/2021 08H,790
09/3/2021 07H,830
09/3/2021 06H,894
09/3/2021 05H,931
09/3/2021 04H,884
09/3/2021 03H,948
09/3/2021 02H,1289
09/3/2021 01H,1407
09/3/2021 00H,1381
09/2/2021 23H,1385
09/2/2021 22H,1383
09/2/2021 21H,1390
09/2/2021 20H,1386
09/2/2021 19H,1319
09/2/2021 18H,1171
09/2/2021 17H,1133
09/2/2021 16H,1121
09/2/2021 15H,1116
09/2/2021 14H,1076
09/2/2021 13H,1069
09/2/2021 12H,1089
09/2/2021 11H,1129
09/2/2021 10H,1170
09/2/2021 09H,1161
09/2/2021 08H,1167
09/2/2021 07H,1160
09/2/2021 06H,1158
09/2/2021 05H,1176
09/2/2021 04H,1149
09/2/2021 03H,1321
09/2/2021 02H,1411
09/2/2021 01H,1413
09/2/2021 00H,1387
09/1/2021 23H,1381
09/1/2021 22H,1383
09/1/2021 21H,1384
09/1/2021 20H,1380
09/1/2021 19H,1364
09/1/2021 18H,1277
09/1/2021 17H,1222
09/1/2021 16H,1203
09/1/2021 15H,1150
09/1/2021 14H,1150
09/1/2021 13H,1155
09/1/2021 12H,1152
09/1/2021 11H,1179
09/1/2021 10H,1186
09/1/2021 09H,1182
09/1/2021 08H,1182
09/1/2021 07H,1178
09/1/2021 06H,1181
09/1/2021 05H,1168
09/1/2021 04H,1164
09/1/2021 03H,1205
09/1/2021 02H,1279
09/1/2021 01H,1410
09/1/2021 00H,1391
08/31/2021 23H,1385
08/31/2021 22H,1382
08/31/2021 21H,1346
08/31/2021 20H,1291
08/31/2021 19H,1292
08/31/2021 18H,1310
08/31/2021 17H,1281
08/31/2021 16H,1162
08/31/2021 15H,1118
08/31/2021 14H,1075
08/31/2021 13H,1155
08/31/2021 12H,1237
08/31/2021 11H,1328
08/31/2021 10H,1288
08/31/2021 09H,1263
08/31/2021 08H,1289
08/31/2021 07H,1286
08/31/2021 06H,1303
08/31/2021 05H,1299
08/31/2021 04H,1358
08/31/2021 03H,1403
08/31/2021 02H,1396
08/31/2021 01H,1400
08/31/2021 00H,1368
08/30/2021 23H,1373
08/30/2021 22H,1358
08/30/2021 21H,1352
08/30/2021 20H,1369
08/30/2021 19H,1374
08/30/2021 18H,1372
08/30/2021 17H,1342
08/30/2021 16H,1154
08/30/2021 15H,1117
08/30/2021 14H,1067
08/30/2021 13H,1036
08/30/2021 12H,1051
08/30/2021 11H,1111
08/30/2021 10H,1157
08/30/2021 09H,1183
08/30/2021 08H,1180
08/30/2021 07H,1148
08/30/2021 06H,1065
08/30/2021 05H,990
08/30/2021 04H,1118
08/30/2021 03H,1314
08/30/2021 02H,1393
08/30/2021 01H,1400
08/30/2021 00H,1379
08/29/2021 23H,1382
08/29/2021 22H,1376
08/29/2021 21H,1375
08/29/2021 20H,1381
08/29/2021 19H,1382
08/29/2021 18H,1378
08/29/2021 17H,1378
08/29/2021 16H,1368
08/29/2021 15H,1261
08/29/2021 14H,1218
08/29/2021 13H,1193
08/29/2021 12H,1135
08/29/2021 11H,1176
08/29/2021 10H,1172
08/29/2021 09H,1199
08/29/2021 08H,1225
08/29/2021 07H,1191
08/29/2021 06H,1181
08/29/2021 05H,1201
08/29/2021 04H,1307
08/29/2021 03H,1400
08/29/2021 02H,1403
08/29/2021 01H,1402
08/29/2021 00H,1376
08/28/2021 23H,1376
08/28/2021 22H,1381
08/28/2021 21H,1375
08/28/2021 20H,1368
08/28/2021 19H,1357
08/28/2021 18H,1380
08/28/2021 17H,1380
08/28/2021 16H,1372
08/28/2021 15H,1287
08/28/2021 14H,1234
08/28/2021 13H,1231
08/28/2021 12H,1229
08/28/2021 11H,1254
08/28/2021 10H,1255
08/28/2021 09H,1250
08/28/2021 08H,1248
08/28/2021 07H,1209
08/28/2021 06H,1153
08/28/2021 05H,1226
08/28/2021 04H,1319
08/28/2021 03H,1394
08/28/2021 02H,1406
08/28/2021 01H,1411
08/28/2021 00H,1367
08/27/2021 23H,1374
08/27/2021 22H,1374
08/27/2021 21H,1372
08/27/2021 20H,1377
08/27/2021 19H,1365
08/27/2021 18H,1354
08/27/2021 17H,1296
08/27/2021 16H,1211
08/27/2021 15H,1122
08/27/2021 14H,1191
08/27/2021 13H,1201
08/27/2021 12H,1201
08/27/2021 11H,1227
08/27/2021 10H,1209
08/27/2021 09H,1219
08/27/2021 08H,1213
08/27/2021 07H,1213
08/27/2021 06H,1217
08/27/2021 05H,1217
08/27/2021 04H,1259
08/27/2021 03H,1386
08/27/2021 02H,1393
08/27/2021 01H,1401
08/27/2021 00H,1368
08/26/2021 23H,1344
08/26/2021 22H,1342
08/26/2021 21H,1343
08/26/2021 20H,1350
08/26/2021 19H,1355
08/26/2021 18H,1362
08/26/2021 17H,1347
08/26/2021 16H,1362
08/26/2021 15H,1376
08/26/2021 14H,1366
08/26/2021 13H,1362
08/26/2021 12H,1367
08/26/2021 11H,1284
08/26/2021 10H,1187
08/26/2021 09H,1180
08/26/2021 08H,1177
08/26/2021 07H,1174
08/26/2021 06H,1134
08/26/2021 05H,1017
08/26/2021 04H,985
08/26/2021 03H,1101
08/26/2021 02H,1312
08/26/2021 01H,1321
08/26/2021 00H,1259
08/25/2021 23H,1252
08/25/2021 22H,1258
08/25/2021 21H,1250
08/25/2021 20H,1251
08/25/2021 19H,1251
08/25/2021 18H,1258
08/25/2021 17H,1274
08/25/2021 16H,1285
08/25/2021 15H,1273
08/25/2021 14H,1279
08/25/2021 13H,1273
08/25/2021 12H,1273
08/25/2021 11H,1289
08/25/2021 10H,1140
08/25/2021 09H,1116
08/25/2021 08H,1179
08/25/2021 07H,1182
08/25/2021 06H,1133
08/25/2021 05H,1143
08/25/2021 04H,1239
08/25/2021 03H,1341
08/25/2021 02H,1341
08/25/2021 01H,1346
08/25/2021 00H,1413
08/24/2021 23H,1433
08/24/2021 22H,1436
08/24/2021 21H,1411
08/24/2021 20H,1370
08/24/2021 19H,1407
08/24/2021 18H,1411
08/24/2021 17H,1363
08/24/2021 16H,1346
08/24/2021 15H,1224
08/24/2021 14H,1113
08/24/2021 13H,1103
08/24/2021 12H,1161
08/24/2021 11H,1238
08/24/2021 10H,1175
08/24/2021 09H,1140
08/24/2021 08H,1165
08/24/2021 07H,1182
08/24/2021 06H,1261
08/24/2021 05H,1327
08/24/2021 04H,1320
08/24/2021 03H,1374
08/24/2021 02H,1391
08/24/2021 01H,1399
08/24/2021 00H,1372
08/23/2021 23H,1371
08/23/2021 22H,1371
08/23/2021 21H,1370
08/23/2021 20H,1374
08/23/2021 19H,1370
08/23/2021 18H,1373
08/23/2021 17H,1364
08/23/2021 16H,1288
08/23/2021 15H,1184
08/23/2021 14H,1134
08/23/2021 13H,1095
08/23/2021 12H,1080
08/23/2021 11H,1164
08/23/2021 10H,1129
08/23/2021 09H,1041
08/23/2021 08H,1047
08/23/2021 07H,1098
08/23/2021 06H,1143
08/23/2021 05H,1078
08/23/2021 04H,1086
08/23/2021 03H,1139
08/23/2021 02H,1304
08/23/2021 01H,1357
08/23/2021 00H,1374
08/22/2021 23H,1378
08/22/2021 22H,1371
08/22/2021 21H,1369
08/22/2021 20H,1371
08/22/2021 19H,1375
08/22/2021 18H,1373
08/22/2021 17H,1364
08/22/2021 16H,1293
08/22/2021 15H,1211
08/22/2021 14H,1135
08/22/2021 13H,1126
08/22/2021 12H,1022
08/22/2021 11H,1049
08/22/2021 10H,1051
08/22/2021 09H,1050
08/22/2021 08H,1121
08/22/2021 07H,1130
08/22/2021 06H,1096
08/22/2021 05H,1155
08/22/2021 04H,1196
08/22/2021 03H,1331
08/22/2021 02H,1363
08/22/2021 01H,1400
08/22/2021 00H,1382
08/21/2021 23H,1380
08/21/2021 22H,1374
08/21/2021 21H,1374
08/21/2021 20H,1370
08/21/2021 19H,1371
08/21/2021 18H,1370
08/21/2021 17H,1371
08/21/2021 16H,1376
08/21/2021 15H,1354
08/21/2021 14H,1281
08/21/2021 13H,1166
08/21/2021 12H,1109
08/21/2021 11H,1147
08/21/2021 10H,1123
08/21/2021 09H,1124
08/21/2021 08H,1129
08/21/2021 07H,1137
08/21/2021 06H,1131
08/21/2021 05H,1171
08/21/2021 04H,1149
08/21/2021 03H,1178
08/21/2021 02H,1322
08/21/2021 01H,1331
08/21/2021 00H,1307
08/20/2021 23H,1370
08/20/2021 22H,1377
08/20/2021 21H,1373
08/20/2021 20H,1376
08/20/2021 19H,1376
08/20/2021 18H,1375
08/20/2021 17H,1384
08/20/2021 16H,1352
08/20/2021 15H,1313
08/20/2021 14H,1315
08/20/2021 13H,1252
08/20/2021 12H,1164
08/20/2021 11H,1083
08/20/2021 10H,1017
08/20/2021 09H,1009
08/20/2021 08H,1005
08/20/2021 07H,1029
08/20/2021 06H,1091
08/20/2021 05H,1176
08/20/2021 04H,1387
08/20/2021 03H,1404
08/20/2021 02H,1406
08/20/2021 01H,1406
08/20/2021 00H,1380
08/19/2021 23H,1379
08/19/2021 22H,1375
08/19/2021 21H,1381
08/19/2021 20H,1379
08/19/2021 19H,1374
08/19/2021 18H,1376
08/19/2021 17H,1381
08/19/2021 16H,1372
08/19/2021 15H,1386
08/19/2021 14H,1372
08/19/2021 13H,1375
08/19/2021 12H,1364
08/19/2021 11H,1320
