Net generation from other for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OTH.H
19:06:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OTH.H megawatthours
02/5/2020 07H,981
02/5/2020 06H,983
02/5/2020 05H,992
02/5/2020 04H,1072
02/5/2020 03H,1263
02/5/2020 02H,1414
02/5/2020 01H,1410
02/5/2020 00H,1389
02/4/2020 23H,1306
02/4/2020 22H,1118
02/4/2020 21H,991
02/4/2020 20H,946
02/4/2020 19H,932
02/4/2020 18H,933
02/4/2020 17H,971
02/4/2020 16H,1046
02/4/2020 15H,1109
02/4/2020 14H,1240
02/4/2020 13H,1352
02/4/2020 12H,1258
02/4/2020 11H,1074
02/4/2020 10H,965
02/4/2020 09H,960
02/4/2020 08H,963
02/4/2020 07H,962
02/4/2020 06H,965
02/4/2020 05H,988
02/4/2020 04H,1127
02/4/2020 03H,1307
02/4/2020 02H,1398
02/4/2020 01H,1425
02/4/2020 00H,1410
02/3/2020 23H,1262
02/3/2020 22H,1139
02/3/2020 21H,1018
02/3/2020 20H,984
02/3/2020 19H,972
02/3/2020 18H,971
02/3/2020 17H,981
02/3/2020 16H,1050
02/3/2020 15H,1269
02/3/2020 14H,1451
02/3/2020 13H,1459
02/3/2020 12H,1447
02/3/2020 11H,1390
02/3/2020 10H,1225
02/3/2020 09H,1109
02/3/2020 08H,1046
02/3/2020 07H,1057
02/3/2020 06H,1094
02/3/2020 05H,1150
02/3/2020 04H,1296
02/3/2020 03H,1366
02/3/2020 02H,1331
02/3/2020 01H,1279
02/3/2020 00H,1335
02/2/2020 23H,1209
02/2/2020 22H,1057
02/2/2020 21H,964
02/2/2020 20H,964
02/2/2020 19H,957
02/2/2020 18H,1019
02/2/2020 17H,1154
02/2/2020 16H,1209
02/2/2020 15H,1218
02/2/2020 14H,1329
02/2/2020 13H,1437
02/2/2020 12H,1453
02/2/2020 11H,1412
02/2/2020 10H,1410
02/2/2020 09H,1399
02/2/2020 08H,1385
02/2/2020 07H,1386
02/2/2020 06H,1382
02/2/2020 05H,1407
02/2/2020 04H,1417
02/2/2020 03H,1412
02/2/2020 02H,1420
02/2/2020 01H,1379
02/2/2020 00H,1377
02/1/2020 23H,1375
02/1/2020 22H,1375
02/1/2020 21H,1371
02/1/2020 20H,1322
02/1/2020 19H,1272
02/1/2020 18H,1275
02/1/2020 17H,1334
02/1/2020 16H,1334
02/1/2020 15H,1434
02/1/2020 14H,1434
02/1/2020 13H,1428
02/1/2020 12H,1460
02/1/2020 11H,1407
02/1/2020 10H,1360
02/1/2020 09H,1335
02/1/2020 08H,1345
02/1/2020 07H,1366
02/1/2020 06H,1393
02/1/2020 05H,1407
02/1/2020 04H,1424
02/1/2020 03H,1448
02/1/2020 02H,1461
02/1/2020 01H,1428
02/1/2020 00H,1431
01/31/2020 23H,1429
01/31/2020 22H,1423
01/31/2020 21H,1429
01/31/2020 20H,1432
01/31/2020 19H,1421
01/31/2020 18H,1418
01/31/2020 17H,1431
01/31/2020 16H,1432
01/31/2020 15H,1420
01/31/2020 14H,1419
01/31/2020 13H,1479
01/31/2020 12H,1522
01/31/2020 11H,1486
01/31/2020 10H,1455
01/31/2020 09H,1450
01/31/2020 08H,1439
01/31/2020 07H,1432
01/31/2020 06H,1433
01/31/2020 05H,1421
01/31/2020 04H,1399
01/31/2020 03H,1447
01/31/2020 02H,1468
01/31/2020 01H,1425
01/31/2020 00H,1419
01/30/2020 23H,1351
01/30/2020 22H,1232
01/30/2020 21H,1063
01/30/2020 20H,984
01/30/2020 19H,1019
01/30/2020 18H,1028
01/30/2020 17H,1151
01/30/2020 16H,1218
01/30/2020 15H,1311
01/30/2020 14H,1395
01/30/2020 13H,1392
01/30/2020 12H,1437
01/30/2020 11H,1428
01/30/2020 10H,1426
01/30/2020 09H,1416
01/30/2020 08H,1429
01/30/2020 07H,1464
01/30/2020 06H,1439
01/30/2020 05H,1414
01/30/2020 04H,1449
01/30/2020 03H,1516
01/30/2020 02H,1518
01/30/2020 01H,1458
01/30/2020 00H,1457
01/29/2020 23H,1396
01/29/2020 22H,1281
01/29/2020 21H,1171
01/29/2020 20H,1117
01/29/2020 19H,1099
01/29/2020 18H,1106
01/29/2020 17H,1086
01/29/2020 16H,1124
01/29/2020 15H,1289
01/29/2020 14H,1451
01/29/2020 13H,1447
01/29/2020 12H,1490
01/29/2020 11H,1490
01/29/2020 10H,1426
01/29/2020 09H,1409
01/29/2020 08H,1405
01/29/2020 07H,1409
01/29/2020 06H,1406
01/29/2020 05H,1389
01/29/2020 04H,1458
01/29/2020 03H,1485
01/29/2020 02H,1489
01/29/2020 01H,1440
01/29/2020 00H,1410
01/28/2020 23H,1349
01/28/2020 22H,1183
01/28/2020 21H,1044
01/28/2020 20H,966
01/28/2020 19H,972
01/28/2020 18H,995
01/28/2020 17H,992
01/28/2020 16H,1193
01/28/2020 15H,1348
01/28/2020 14H,1468
01/28/2020 13H,1400
01/28/2020 12H,1399
01/28/2020 11H,1381
01/28/2020 10H,1368
01/28/2020 09H,1369
01/28/2020 08H,1317
01/28/2020 07H,1254
01/28/2020 06H,1250
01/28/2020 05H,1262
01/28/2020 04H,1359
01/28/2020 03H,1423
01/28/2020 02H,1437
01/28/2020 01H,1449
01/28/2020 00H,1447
01/27/2020 23H,1365
01/27/2020 22H,1335
01/27/2020 21H,1326
01/27/2020 20H,1360
01/27/2020 19H,1391
01/27/2020 18H,1428
01/27/2020 17H,1480
01/27/2020 16H,1505
01/27/2020 15H,1502
01/27/2020 14H,1495
01/27/2020 13H,1489
01/27/2020 12H,1534
01/27/2020 11H,1503
01/27/2020 10H,1436
01/27/2020 09H,1456
01/27/2020 08H,1449
01/27/2020 07H,1421
01/27/2020 06H,1439
01/27/2020 05H,1466
01/27/2020 04H,1454
01/27/2020 03H,1445
01/27/2020 02H,1449
01/27/2020 01H,1415
01/27/2020 00H,1397
01/26/2020 23H,1343
01/26/2020 22H,1112
01/26/2020 21H,946
01/26/2020 20H,929
01/26/2020 19H,952
01/26/2020 18H,1001
01/26/2020 17H,1156
01/26/2020 16H,1293
01/26/2020 15H,1306
01/26/2020 14H,1423
01/26/2020 13H,1428
01/26/2020 12H,1449
01/26/2020 11H,1432
01/26/2020 10H,1429
01/26/2020 09H,1439
01/26/2020 08H,1464
01/26/2020 07H,1435
01/26/2020 06H,1453
01/26/2020 05H,1447
01/26/2020 04H,1446
01/26/2020 03H,1451
01/26/2020 02H,1450
01/26/2020 01H,1409
01/26/2020 00H,1405
01/25/2020 23H,1324
01/25/2020 22H,1111
01/25/2020 21H,972
01/25/2020 20H,926
01/25/2020 19H,928
01/25/2020 18H,925
01/25/2020 17H,1003
01/25/2020 16H,1214
01/25/2020 15H,1339
01/25/2020 14H,1358
01/25/2020 13H,1329
01/25/2020 12H,1204
01/25/2020 11H,1137
01/25/2020 10H,1071
01/25/2020 09H,1043
01/25/2020 08H,1067
01/25/2020 07H,1145
01/25/2020 06H,1214
01/25/2020 05H,1304
01/25/2020 04H,1314
01/25/2020 03H,1349
01/25/2020 02H,1429
01/25/2020 01H,1411
01/25/2020 00H,1368
01/24/2020 23H,1374
01/24/2020 22H,1405
01/24/2020 21H,1401
01/24/2020 20H,1361
01/24/2020 19H,1323
01/24/2020 18H,1312
01/24/2020 17H,1331
01/24/2020 16H,1385
01/24/2020 15H,1404
01/24/2020 14H,1427
01/24/2020 13H,1465
01/24/2020 12H,1467
01/24/2020 11H,1414
01/24/2020 10H,1305
01/24/2020 09H,1288
01/24/2020 08H,1255
01/24/2020 07H,1263
01/24/2020 06H,1309
01/24/2020 05H,1376
01/24/2020 04H,1476
01/24/2020 03H,1513
01/24/2020 02H,1501
01/24/2020 01H,1449
01/24/2020 00H,1473
01/23/2020 23H,1436
01/23/2020 22H,1348
01/23/2020 21H,1237
01/23/2020 20H,1237
01/23/2020 19H,1317
01/23/2020 18H,1300
01/23/2020 17H,1244
01/23/2020 16H,1266
01/23/2020 15H,1448
01/23/2020 14H,1600
01/23/2020 13H,1524
01/23/2020 12H,1621
01/23/2020 11H,1621
01/23/2020 10H,1574
01/23/2020 09H,1484
01/23/2020 08H,1481
01/23/2020 07H,1479
01/23/2020 06H,1480
01/23/2020 05H,1433
01/23/2020 04H,1439
01/23/2020 03H,1542
01/23/2020 02H,1545
01/23/2020 01H,1473
01/23/2020 00H,1455
01/22/2020 23H,1377
01/22/2020 22H,1359
01/22/2020 21H,1241
01/22/2020 20H,1137
01/22/2020 19H,1175
01/22/2020 18H,1194
01/22/2020 17H,1266
01/22/2020 16H,1316
01/22/2020 15H,1378
01/22/2020 14H,1552
01/22/2020 13H,1571
01/22/2020 12H,1594
01/22/2020 11H,1530
01/22/2020 10H,1494
01/22/2020 09H,1462
01/22/2020 08H,1394
01/22/2020 07H,1385
01/22/2020 06H,1380
01/22/2020 05H,1434
01/22/2020 04H,1482
01/22/2020 03H,1505
01/22/2020 02H,1551
01/22/2020 01H,1511
01/22/2020 00H,1513
01/21/2020 23H,1486
01/21/2020 22H,1385
01/21/2020 21H,1351
01/21/2020 20H,1287
01/21/2020 19H,1254
01/21/2020 18H,1301
01/21/2020 17H,1343
01/21/2020 16H,1344
01/21/2020 15H,1446
01/21/2020 14H,1488
01/21/2020 13H,1493
01/21/2020 12H,1522
01/21/2020 11H,1518
01/21/2020 10H,1466
01/21/2020 09H,1433
01/21/2020 08H,1428
01/21/2020 07H,1436
01/21/2020 06H,1435
01/21/2020 05H,1434
01/21/2020 04H,1458
01/21/2020 03H,1471
01/21/2020 02H,1499
01/21/2020 01H,1518
01/21/2020 00H,1483
01/20/2020 23H,1459
01/20/2020 22H,1464
01/20/2020 21H,1224
01/20/2020 20H,1123
01/20/2020 19H,1183
01/20/2020 18H,1167
01/20/2020 17H,1178
01/20/2020 16H,1259
01/20/2020 15H,1369
01/20/2020 14H,1449
01/20/2020 13H,1500
01/20/2020 12H,1517
01/20/2020 11H,1471
01/20/2020 10H,1417
01/20/2020 09H,1400
01/20/2020 08H,1354
01/20/2020 07H,1324
01/20/2020 06H,1345
01/20/2020 05H,1394
01/20/2020 04H,1425
01/20/2020 03H,1467
01/20/2020 02H,1457
01/20/2020 01H,1380
01/20/2020 00H,1235
01/19/2020 23H,1168
01/19/2020 22H,1087
01/19/2020 21H,904
01/19/2020 20H,885
01/19/2020 19H,900
01/19/2020 18H,954
01/19/2020 17H,943
01/19/2020 16H,1056
01/19/2020 15H,1164
01/19/2020 14H,1178
01/19/2020 13H,1166
01/19/2020 12H,1116
01/19/2020 11H,1079
01/19/2020 10H,1056
01/19/2020 09H,1043
01/19/2020 08H,994
01/19/2020 07H,976
01/19/2020 06H,973
01/19/2020 05H,1059
01/19/2020 04H,1174
01/19/2020 03H,1230
01/19/2020 02H,1361
01/19/2020 01H,1327
01/19/2020 00H,1317
01/18/2020 23H,1313
01/18/2020 22H,1316
01/18/2020 21H,1306
01/18/2020 20H,1316
01/18/2020 19H,1314
01/18/2020 18H,1311
01/18/2020 17H,1317
01/18/2020 16H,1315
01/18/2020 15H,1331
01/18/2020 14H,1372
01/18/2020 13H,1377
01/18/2020 12H,1418
01/18/2020 11H,1372
01/18/2020 10H,1343
01/18/2020 09H,1345
01/18/2020 08H,1341
01/18/2020 07H,1345
01/18/2020 06H,1347
01/18/2020 05H,1344
01/18/2020 04H,1424
01/18/2020 03H,1528
01/18/2020 02H,1526
01/18/2020 01H,1499
01/18/2020 00H,1496
01/17/2020 23H,1448
01/17/2020 22H,1238
01/17/2020 21H,1028
01/17/2020 20H,1003
01/17/2020 19H,1009
01/17/2020 18H,1012
01/17/2020 17H,1091
01/17/2020 16H,1276
01/17/2020 15H,1457
01/17/2020 14H,1477
01/17/2020 13H,1525
01/17/2020 12H,1548
01/17/2020 11H,1545
01/17/2020 10H,1368
01/17/2020 09H,1221
01/17/2020 08H,1183
01/17/2020 07H,1143
01/17/2020 06H,1133
01/17/2020 05H,1173
01/17/2020 04H,1258
01/17/2020 03H,1302
01/17/2020 02H,1325
01/17/2020 01H,1299
01/17/2020 00H,1291
01/16/2020 23H,1207
01/16/2020 22H,918
01/16/2020 21H,798
01/16/2020 20H,769
01/16/2020 19H,741
01/16/2020 18H,752
01/16/2020 17H,746
01/16/2020 16H,763
01/16/2020 15H,805
01/16/2020 14H,862
01/16/2020 13H,905
01/16/2020 12H,874
01/16/2020 11H,797
01/16/2020 10H,770
01/16/2020 09H,767
01/16/2020 08H,764
01/16/2020 07H,777
01/16/2020 06H,782
01/16/2020 05H,804
01/16/2020 04H,894
01/16/2020 03H,1015
01/16/2020 02H,1022
01/16/2020 01H,981
01/16/2020 00H,973
01/15/2020 23H,984
01/15/2020 22H,898
01/15/2020 21H,813
01/15/2020 20H,779
01/15/2020 19H,764
01/15/2020 18H,768
01/15/2020 17H,783
01/15/2020 16H,800
01/15/2020 15H,806
01/15/2020 14H,903
01/15/2020 13H,997
01/15/2020 12H,1034
01/15/2020 11H,986
01/15/2020 10H,852
01/15/2020 09H,794
01/15/2020 08H,806
01/15/2020 07H,796
01/15/2020 06H,796
01/15/2020 05H,916
01/15/2020 04H,1080
01/15/2020 03H,1153
01/15/2020 02H,1170
01/15/2020 01H,1109
01/15/2020 00H,1112
01/14/2020 23H,1019
01/14/2020 22H,927
01/14/2020 21H,843
01/14/2020 20H,855
01/14/2020 19H,902
01/14/2020 18H,911
01/14/2020 17H,920
01/14/2020 16H,890
01/14/2020 15H,873
01/14/2020 14H,913
01/14/2020 13H,973
01/14/2020 12H,1026
01/14/2020 11H,921
01/14/2020 10H,823
01/14/2020 09H,803
01/14/2020 08H,813
01/14/2020 07H,854
01/14/2020 06H,943
01/14/2020 05H,928
01/14/2020 04H,901
01/14/2020 03H,908
01/14/2020 02H,1009
01/14/2020 01H,1054
01/14/2020 00H,1057
01/13/2020 23H,1050
01/13/2020 22H,1017
01/13/2020 21H,1029
01/13/2020 20H,1024
01/13/2020 19H,1046
01/13/2020 18H,979
01/13/2020 17H,963
01/13/2020 16H,969
01/13/2020 15H,973
01/13/2020 14H,962
01/13/2020 13H,965
01/13/2020 12H,900
01/13/2020 11H,755
01/13/2020 10H,793
01/13/2020 09H,767
01/13/2020 08H,732
01/13/2020 07H,713
01/13/2020 06H,711
01/13/2020 05H,770
01/13/2020 04H,761
01/13/2020 03H,758
01/13/2020 02H,786
01/13/2020 01H,853
01/13/2020 00H,849
01/12/2020 23H,795
01/12/2020 22H,783
01/12/2020 21H,729
01/12/2020 20H,668
01/12/2020 19H,636
01/12/2020 18H,617
01/12/2020 17H,606
01/12/2020 16H,686
01/12/2020 15H,713
01/12/2020 14H,632
01/12/2020 13H,594
01/12/2020 12H,630
01/12/2020 11H,636
01/12/2020 10H,643
01/12/2020 09H,643
01/12/2020 08H,628
01/12/2020 07H,621
01/12/2020 06H,640
01/12/2020 05H,706
01/12/2020 04H,777
01/12/2020 03H,860
01/12/2020 02H,973
01/12/2020 01H,942
01/12/2020 00H,930
01/11/2020 23H,888
01/11/2020 22H,853
01/11/2020 21H,816
01/11/2020 20H,810
01/11/2020 19H,872
01/11/2020 18H,938
01/11/2020 17H,877
01/11/2020 16H,806
01/11/2020 15H,812
01/11/2020 14H,749
01/11/2020 13H,661
01/11/2020 12H,669
01/11/2020 11H,666
01/11/2020 10H,692
01/11/2020 09H,705
01/11/2020 08H,698
01/11/2020 07H,769
01/11/2020 06H,802
01/11/2020 05H,847
01/11/2020 04H,979
01/11/2020 03H,1036
01/11/2020 02H,1162
01/11/2020 01H,1209
01/11/2020 00H,1208
01/10/2020 23H,1154
01/10/2020 22H,1009
01/10/2020 21H,918
01/10/2020 20H,901
01/10/2020 19H,907
01/10/2020 18H,1043
01/10/2020 17H,1190
01/10/2020 16H,1349
01/10/2020 15H,1412
01/10/2020 14H,1456
01/10/2020 13H,1481
01/10/2020 12H,1516
01/10/2020 11H,1329
01/10/2020 10H,1180
01/10/2020 09H,1107
01/10/2020 08H,1104
01/10/2020 07H,1146
01/10/2020 06H,1184
01/10/2020 05H,1358
01/10/2020 04H,1456
01/10/2020 03H,1490
01/10/2020 02H,1525
01/10/2020 01H,1490
01/10/2020 00H,1476
01/9/2020 23H,1336
01/9/2020 22H,1272
01/9/2020 21H,1156
01/9/2020 20H,1042
01/9/2020 19H,1015
01/9/2020 18H,1034
01/9/2020 17H,1191
01/9/2020 16H,1283
01/9/2020 15H,1415
01/9/2020 14H,1554
01/9/2020 13H,1596
01/9/2020 12H,1626
01/9/2020 11H,1578
01/9/2020 10H,1505
01/9/2020 09H,1477
01/9/2020 08H,1434
01/9/2020 07H,1428
01/9/2020 06H,1435
01/9/2020 05H,1415
01/9/2020 04H,1376
01/9/2020 03H,1383
01/9/2020 02H,1410
01/9/2020 01H,1424
01/9/2020 00H,1409
01/8/2020 23H,1293
01/8/2020 22H,1188
01/8/2020 21H,1000
01/8/2020 20H,938
01/8/2020 19H,958
01/8/2020 18H,1000
01/8/2020 17H,1116
01/8/2020 16H,1321
01/8/2020 15H,1461
01/8/2020 14H,1472
01/8/2020 13H,1472
01/8/2020 12H,1506
01/8/2020 11H,1495
01/8/2020 10H,1459
01/8/2020 09H,1431
01/8/2020 08H,1419
01/8/2020 07H,1429
01/8/2020 06H,1417
01/8/2020 05H,1417
01/8/2020 04H,1472
01/8/2020 03H,1508
01/8/2020 02H,1507
01/8/2020 01H,1473
01/8/2020 00H,1475
01/7/2020 23H,1411
01/7/2020 22H,1317
01/7/2020 21H,1212
01/7/2020 20H,1187
01/7/2020 19H,1263
01/7/2020 18H,1303
01/7/2020 17H,1341
01/7/2020 16H,1328
01/7/2020 15H,1389
01/7/2020 14H,1425
01/7/2020 13H,1480
01/7/2020 12H,1514
01/7/2020 11H,1503
01/7/2020 10H,1453
01/7/2020 09H,1426
01/7/2020 08H,1430
01/7/2020 07H,1424
01/7/2020 06H,1450
01/7/2020 05H,1495
01/7/2020 04H,1496
01/7/2020 03H,1513
01/7/2020 02H,1506
01/7/2020 01H,1460
01/7/2020 00H,1452
01/6/2020 23H,1395
01/6/2020 22H,1352
01/6/2020 21H,1137
01/6/2020 20H,989
01/6/2020 19H,963
01/6/2020 18H,1004
01/6/2020 17H,1179
01/6/2020 16H,1374
01/6/2020 15H,1466
01/6/2020 14H,1480
01/6/2020 13H,1489
01/6/2020 12H,1510
01/6/2020 11H,1506
01/6/2020 10H,1437
01/6/2020 09H,1415
01/6/2020 08H,1405
01/6/2020 07H,1412
01/6/2020 06H,1407
01/6/2020 05H,1417
01/6/2020 04H,1457
01/6/2020 03H,1479
01/6/2020 02H,1480
01/6/2020 01H,1448
01/6/2020 00H,1438
01/5/2020 23H,1412
01/5/2020 22H,1304
01/5/2020 21H,1098
01/5/2020 20H,1001
01/5/2020 19H,1026
01/5/2020 18H,1079
01/5/2020 17H,1052
01/5/2020 16H,1130
01/5/2020 15H,1284
01/5/2020 14H,1429
01/5/2020 13H,1442
01/5/2020 12H,1423
01/5/2020 11H,1418
01/5/2020 10H,1355
01/5/2020 09H,1268
01/5/2020 08H,1219
01/5/2020 07H,1242
01/5/2020 06H,1288
01/5/2020 05H,1322
01/5/2020 04H,1343
01/5/2020 03H,1452
01/5/2020 02H,1466
01/5/2020 01H,1430
01/5/2020 00H,1422
01/4/2020 23H,1253
01/4/2020 22H,1074
01/4/2020 21H,924
01/4/2020 20H,953
01/4/2020 19H,979
01/4/2020 18H,978
01/4/2020 17H,983
01/4/2020 16H,1011
01/4/2020 15H,1001
01/4/2020 14H,926
01/4/2020 13H,912
01/4/2020 12H,944
01/4/2020 11H,906
01/4/2020 10H,881
01/4/2020 09H,866
01/4/2020 08H,917
01/4/2020 07H,974
01/4/2020 06H,992
01/4/2020 05H,1052
01/4/2020 04H,1275
01/4/2020 03H,1334
01/4/2020 02H,1368
01/4/2020 01H,1360
01/4/2020 00H,1361
01/3/2020 23H,1353
01/3/2020 22H,1356
01/3/2020 21H,1360
01/3/2020 20H,1361
01/3/2020 19H,1356
01/3/2020 18H,1359
01/3/2020 17H,1351
01/3/2020 16H,1313
01/3/2020 15H,1317
01/3/2020 14H,1310
01/3/2020 13H,1307
01/3/2020 12H,1289
01/3/2020 11H,1142
01/3/2020 10H,1074
01/3/2020 09H,1042
01/3/2020 08H,1051
01/3/2020 07H,1082
01/3/2020 06H,1209
01/3/2020 05H,1271
01/3/2020 04H,1327
01/3/2020 03H,1400
01/3/2020 02H,1421
01/3/2020 01H,1390
01/3/2020 00H,1383
01/2/2020 23H,1378
01/2/2020 22H,1374
01/2/2020 21H,1343
01/2/2020 20H,1312
01/2/2020 19H,1317
01/2/2020 18H,1322
01/2/2020 17H,1312
01/2/2020 16H,1357
01/2/2020 15H,1387
01/2/2020 14H,1388
01/2/2020 13H,1390
01/2/2020 12H,1434
01/2/2020 11H,1402
01/2/2020 10H,1352
01/2/2020 09H,1343
01/2/2020 08H,1328
01/2/2020 07H,1345
01/2/2020 06H,1387
01/2/2020 05H,1407
01/2/2020 04H,1389
01/2/2020 03H,1383
01/2/2020 02H,1383
01/2/2020 01H,1331
01/2/2020 00H,1297
01/1/2020 23H,1168
01/1/2020 22H,942
01/1/2020 21H,895
01/1/2020 20H,902
01/1/2020 19H,903
01/1/2020 18H,974
01/1/2020 17H,955
01/1/2020 16H,977
01/1/2020 15H,1150
01/1/2020 14H,1318
01/1/2020 13H,1328
01/1/2020 12H,1380
01/1/2020 11H,1382
01/1/2020 10H,1339
01/1/2020 09H,1292
01/1/2020 08H,1259
01/1/2020 07H,1286
01/1/2020 06H,1289
01/1/2020 05H,1277
01/1/2020 04H,1281
01/1/2020 03H,1331
01/1/2020 02H,1324
01/1/2020 01H,1274
01/1/2020 00H,1272
12/31/2019 23H,1261
12/31/2019 22H,1218
12/31/2019 21H,1097
12/31/2019 20H,956
12/31/2019 19H,934
12/31/2019 18H,960
12/31/2019 17H,982
12/31/2019 16H,1090
12/31/2019 15H,1228
12/31/2019 14H,1319
12/31/2019 13H,1335
12/31/2019 12H,1308
12/31/2019 11H,1247
12/31/2019 10H,1106
12/31/2019 09H,1081
12/31/2019 08H,1049
12/31/2019 07H,981
12/31/2019 06H,935
12/31/2019 05H,973
12/31/2019 04H,1180
12/31/2019 03H,1342
12/31/2019 02H,1274
12/31/2019 01H,1158
12/31/2019 00H,1150
12/30/2019 23H,1139
12/30/2019 22H,1051
12/30/2019 21H,930
12/30/2019 20H,798
12/30/2019 19H,772
12/30/2019 18H,852
12/30/2019 17H,893
12/30/2019 16H,813
12/30/2019 15H,729
12/30/2019 14H,640
12/30/2019 13H,645
12/30/2019 12H,663
12/30/2019 11H,647
12/30/2019 10H,630
12/30/2019 09H,611
12/30/2019 08H,610
12/30/2019 07H,612
12/30/2019 06H,682
12/30/2019 05H,801
12/30/2019 04H,850
12/30/2019 03H,857
12/30/2019 02H,883
12/30/2019 01H,848
12/30/2019 00H,849
12/29/2019 23H,822
12/29/2019 22H,720
12/29/2019 21H,729
12/29/2019 20H,706
12/29/2019 19H,685
12/29/2019 18H,642
12/29/2019 17H,616
12/29/2019 16H,625
12/29/2019 15H,635
12/29/2019 14H,617
12/29/2019 13H,642
12/29/2019 12H,666
12/29/2019 11H,669
12/29/2019 10H,644
12/29/2019 09H,660
12/29/2019 08H,681
12/29/2019 07H,743
12/29/2019 06H,850
12/29/2019 05H,957
12/29/2019 04H,1051
12/29/2019 03H,1157
12/29/2019 02H,1173
12/29/2019 01H,1060
12/29/2019 00H,1052
12/28/2019 23H,957
12/28/2019 22H,888
12/28/2019 21H,878
12/28/2019 20H,897
12/28/2019 19H,884
12/28/2019 18H,856
12/28/2019 17H,838
12/28/2019 16H,899
12/28/2019 15H,1066
12/28/2019 14H,1140
12/28/2019 13H,1078
12/28/2019 12H,1126
12/28/2019 11H,1023
12/28/2019 10H,951
12/28/2019 09H,928
12/28/2019 08H,929
12/28/2019 07H,971
12/28/2019 06H,1033
12/28/2019 05H,1190
12/28/2019 04H,1303
12/28/2019 03H,1360
12/28/2019 02H,1366
12/28/2019 01H,1252
12/28/2019 00H,1246
12/27/2019 23H,1175
12/27/2019 22H,1070
12/27/2019 21H,1028
12/27/2019 20H,1034
12/27/2019 19H,1041
12/27/2019 18H,1065
12/27/2019 17H,1185
12/27/2019 16H,1236
12/27/2019 15H,1233
12/27/2019 14H,1242
12/27/2019 13H,1231
12/27/2019 12H,1343
12/27/2019 11H,1279
12/27/2019 10H,1186
12/27/2019 09H,1126
12/27/2019 08H,1088
12/27/2019 07H,1069
12/27/2019 06H,1127
12/27/2019 05H,1203
12/27/2019 04H,1283
12/27/2019 03H,1305
12/27/2019 02H,1312
12/27/2019 01H,1191
12/27/2019 00H,1183
12/26/2019 23H,1089
12/26/2019 22H,997
12/26/2019 21H,870
12/26/2019 20H,880
12/26/2019 19H,877
12/26/2019 18H,852
12/26/2019 17H,845
12/26/2019 16H,924
12/26/2019 15H,1043
12/26/2019 14H,1168
12/26/2019 13H,1167
12/26/2019 12H,1269
12/26/2019 11H,1226
12/26/2019 10H,1218
12/26/2019 09H,1148
12/26/2019 08H,1075
12/26/2019 07H,1044
12/26/2019 06H,1043
12/26/2019 05H,1098
12/26/2019 04H,1099
12/26/2019 03H,1084
12/26/2019 02H,1085
12/26/2019 01H,972
12/26/2019 00H,942
12/25/2019 23H,914
12/25/2019 22H,859
12/25/2019 21H,798
12/25/2019 20H,753
12/25/2019 19H,791
12/25/2019 18H,808
12/25/2019 17H,820
12/25/2019 16H,831
12/25/2019 15H,895
12/25/2019 14H,978
12/25/2019 13H,1015
12/25/2019 12H,961
12/25/2019 11H,935
12/25/2019 10H,937
12/25/2019 09H,957
12/25/2019 08H,957
12/25/2019 07H,954
12/25/2019 06H,964
12/25/2019 05H,1018
12/25/2019 04H,1080
12/25/2019 03H,1094
12/25/2019 02H,1056
12/25/2019 01H,884
12/25/2019 00H,918
12/24/2019 23H,903
12/24/2019 22H,851
12/24/2019 21H,844
12/24/2019 20H,829
12/24/2019 19H,805
12/24/2019 18H,814
12/24/2019 17H,814
12/24/2019 16H,819
12/24/2019 15H,854
12/24/2019 14H,1005
12/24/2019 13H,1051
12/24/2019 12H,1084
12/24/2019 11H,1120
12/24/2019 10H,1045
12/24/2019 09H,1119
12/24/2019 08H,1155
12/24/2019 07H,1192
12/24/2019 06H,1294
12/24/2019 05H,1338
12/24/2019 04H,1425
12/24/2019 03H,1441
12/24/2019 02H,1444
12/24/2019 01H,1286
12/24/2019 00H,1286
12/23/2019 23H,1313
12/23/2019 22H,1300
12/23/2019 21H,1302
12/23/2019 20H,1314
12/23/2019 19H,1307
12/23/2019 18H,1362
12/23/2019 17H,1368
12/23/2019 16H,1355
12/23/2019 15H,1300
12/23/2019 14H,1245
12/23/2019 13H,1281
12/23/2019 12H,1429
12/23/2019 11H,1437
12/23/2019 10H,1422
12/23/2019 09H,1436
12/23/2019 08H,1424
12/23/2019 07H,1436
12/23/2019 06H,1437
12/23/2019 05H,1406
12/23/2019 04H,1423
12/23/2019 03H,1393
12/23/2019 02H,1365
12/23/2019 01H,1286
12/23/2019 00H,1318
12/22/2019 23H,1314
12/22/2019 22H,1313
12/22/2019 21H,1310
12/22/2019 20H,1292
12/22/2019 19H,1283
12/22/2019 18H,1293
12/22/2019 17H,1285
12/22/2019 16H,1271
12/22/2019 15H,1269
12/22/2019 14H,1332
12/22/2019 13H,1295
12/22/2019 12H,1379
12/22/2019 11H,1375
12/22/2019 10H,1345
12/22/2019 09H,1223
12/22/2019 08H,1145
12/22/2019 07H,1099
12/22/2019 06H,1109
12/22/2019 05H,1221
12/22/2019 04H,1350
12/22/2019 03H,1358
12/22/2019 02H,1362
12/22/2019 01H,1244
