Net generation from petroleum for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OIL.H
19:06:54 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OIL.H megawatthours
04/4/2019 07H,0
04/4/2019 06H,0
04/4/2019 05H,0
04/4/2019 04H,0
04/4/2019 03H,0
04/4/2019 02H,0
04/4/2019 01H,0
04/4/2019 00H,0
04/3/2019 23H,0
04/3/2019 22H,0
04/3/2019 21H,0
04/3/2019 20H,0
04/3/2019 19H,-1
04/3/2019 18H,0
04/3/2019 17H,0
04/3/2019 16H,0
04/3/2019 15H,0
04/3/2019 14H,30
04/3/2019 13H,458
04/3/2019 12H,430
04/3/2019 11H,310
04/3/2019 10H,85
04/3/2019 09H,1
04/3/2019 08H,0
04/3/2019 07H,-1
04/3/2019 06H,-1
04/3/2019 05H,0
04/3/2019 04H,0
04/3/2019 03H,0
04/3/2019 02H,0
04/3/2019 01H,0
04/3/2019 00H,0
04/2/2019 23H,0
04/2/2019 22H,0
04/2/2019 21H,0
04/2/2019 20H,-1
04/2/2019 19H,-1
04/2/2019 18H,0
04/2/2019 17H,0
04/2/2019 16H,0
04/2/2019 15H,0
04/2/2019 14H,0
04/2/2019 13H,0
04/2/2019 12H,0
04/2/2019 11H,0
04/2/2019 10H,-1
04/2/2019 09H,-1
04/2/2019 08H,0
04/2/2019 07H,-1
04/2/2019 06H,-1
04/2/2019 05H,-2
04/2/2019 04H,0
04/2/2019 03H,0
04/2/2019 02H,0
04/2/2019 01H,0
04/2/2019 00H,0
04/1/2019 23H,0
04/1/2019 22H,0
04/1/2019 21H,0
04/1/2019 20H,0
04/1/2019 19H,-1
04/1/2019 18H,0
04/1/2019 17H,0
04/1/2019 16H,0
04/1/2019 15H,0
04/1/2019 14H,0
04/1/2019 13H,0
04/1/2019 12H,-3
04/1/2019 11H,-4
04/1/2019 10H,0
04/1/2019 09H,-2
04/1/2019 08H,-4
04/1/2019 07H,0
04/1/2019 06H,-4
04/1/2019 05H,0
04/1/2019 04H,-5
04/1/2019 03H,0
04/1/2019 02H,0
04/1/2019 01H,0
04/1/2019 00H,0
03/31/2019 23H,0
03/31/2019 22H,0
03/31/2019 21H,0
03/31/2019 20H,0
03/31/2019 19H,-1
03/31/2019 18H,-1
03/31/2019 17H,0
03/31/2019 16H,0
03/31/2019 15H,0
03/31/2019 14H,0
03/31/2019 13H,0
03/31/2019 12H,0
03/31/2019 11H,0
03/31/2019 10H,0
03/31/2019 09H,0
03/31/2019 08H,0
03/31/2019 07H,0
03/31/2019 06H,0
03/31/2019 05H,0
03/31/2019 04H,0
03/31/2019 03H,0
03/31/2019 02H,0
03/31/2019 01H,0
03/31/2019 00H,0
03/30/2019 23H,0
03/30/2019 22H,0
03/30/2019 21H,0
03/30/2019 20H,0
03/30/2019 19H,0
03/30/2019 18H,0
03/30/2019 17H,-1
03/30/2019 16H,0
03/30/2019 15H,0
03/30/2019 14H,0
03/30/2019 13H,0
03/30/2019 12H,0
03/30/2019 11H,0
03/30/2019 10H,0
03/30/2019 09H,0
03/30/2019 08H,0
03/30/2019 07H,0
03/30/2019 06H,0
03/30/2019 05H,0
03/30/2019 04H,0
03/30/2019 03H,0
03/30/2019 02H,0
03/30/2019 01H,0
03/30/2019 00H,0
03/29/2019 23H,0
03/29/2019 22H,0
03/29/2019 21H,0
03/29/2019 20H,-1
03/29/2019 19H,0
03/29/2019 18H,0
03/29/2019 17H,0
03/29/2019 16H,-1
03/29/2019 15H,0
03/29/2019 14H,0
03/29/2019 13H,0
03/29/2019 12H,-1
03/29/2019 11H,-1
03/29/2019 10H,0
03/29/2019 09H,-1
03/29/2019 08H,-1
03/29/2019 07H,0
03/29/2019 06H,-2
03/29/2019 05H,0
03/29/2019 04H,0
03/29/2019 03H,0
03/29/2019 02H,0
03/29/2019 01H,0
03/29/2019 00H,0
03/28/2019 23H,0
03/28/2019 22H,0
03/28/2019 21H,0
03/28/2019 20H,0
03/28/2019 19H,0
03/28/2019 18H,0
03/28/2019 17H,-1
03/28/2019 16H,-2
03/28/2019 15H,0
03/28/2019 14H,6
03/28/2019 13H,47
03/28/2019 12H,-1
03/28/2019 11H,0
03/28/2019 10H,0
03/28/2019 09H,0
03/28/2019 08H,-1
03/28/2019 07H,0
03/28/2019 06H,0
03/28/2019 05H,0
03/28/2019 04H,0
03/28/2019 03H,0
03/28/2019 02H,0
03/28/2019 01H,0
03/28/2019 00H,0
03/27/2019 23H,0
03/27/2019 22H,0
03/27/2019 21H,0
03/27/2019 20H,0
03/27/2019 19H,0
03/27/2019 18H,-1
03/27/2019 17H,0
03/27/2019 16H,0
03/27/2019 15H,-1
03/27/2019 14H,0
03/27/2019 13H,0
03/27/2019 12H,0
03/27/2019 11H,0
03/27/2019 10H,-1
03/27/2019 09H,-1
03/27/2019 08H,-1
03/27/2019 07H,-1
03/27/2019 06H,-2
03/27/2019 05H,0
03/27/2019 04H,0
03/27/2019 03H,0
03/27/2019 02H,0
03/27/2019 01H,0
03/27/2019 00H,0
03/26/2019 23H,0
03/26/2019 22H,0
03/26/2019 21H,0
03/26/2019 20H,0
03/26/2019 19H,0
03/26/2019 18H,0
03/26/2019 17H,0
03/26/2019 16H,0
03/26/2019 15H,0
03/26/2019 14H,-1
03/26/2019 13H,0
03/26/2019 12H,-5
03/26/2019 11H,0
03/26/2019 10H,0
03/26/2019 09H,0
03/26/2019 08H,0
03/26/2019 07H,0
03/26/2019 06H,0
03/26/2019 05H,0
03/26/2019 04H,0
03/26/2019 03H,0
03/26/2019 02H,0
03/26/2019 01H,0
03/26/2019 00H,0
03/25/2019 23H,0
03/25/2019 22H,0
03/25/2019 21H,-3
03/25/2019 20H,0
03/25/2019 19H,0
03/25/2019 18H,0
03/25/2019 17H,-4
03/25/2019 16H,13
03/25/2019 15H,21
03/25/2019 14H,-1
03/25/2019 13H,-1
03/25/2019 12H,0
03/25/2019 11H,-4
03/25/2019 10H,0
03/25/2019 09H,0
03/25/2019 08H,-5
03/25/2019 07H,0
03/25/2019 06H,0
03/25/2019 05H,0
03/25/2019 04H,0
03/25/2019 03H,0
03/25/2019 02H,0
03/25/2019 01H,0
03/25/2019 00H,0
03/24/2019 23H,0
03/24/2019 22H,0
03/24/2019 21H,0
03/24/2019 20H,0
03/24/2019 19H,0
03/24/2019 18H,0
03/24/2019 17H,0
03/24/2019 16H,0
03/24/2019 15H,0
03/24/2019 14H,0
03/24/2019 13H,0
03/24/2019 12H,-1
03/24/2019 11H,0
03/24/2019 10H,0
03/24/2019 09H,0
03/24/2019 08H,0
03/24/2019 07H,0
03/24/2019 06H,0
03/24/2019 05H,0
03/24/2019 04H,0
03/24/2019 03H,0
03/24/2019 02H,0
03/24/2019 01H,0
03/24/2019 00H,0
03/23/2019 23H,0
03/23/2019 22H,0
03/23/2019 21H,0
03/23/2019 20H,0
03/23/2019 19H,0
03/23/2019 18H,0
03/23/2019 17H,0
03/23/2019 16H,0
03/23/2019 15H,-1
03/23/2019 14H,0
03/23/2019 13H,0
03/23/2019 12H,-1
03/23/2019 11H,0
03/23/2019 10H,0
03/23/2019 09H,0
03/23/2019 08H,0
03/23/2019 07H,0
03/23/2019 06H,0
03/23/2019 05H,0
03/23/2019 04H,0
03/23/2019 03H,0
03/23/2019 02H,0
03/23/2019 01H,0
03/23/2019 00H,0
03/22/2019 23H,0
03/22/2019 22H,0
03/22/2019 21H,0
03/22/2019 20H,0
03/22/2019 19H,0
03/22/2019 18H,0
03/22/2019 17H,0
03/22/2019 16H,0
03/22/2019 15H,0
03/22/2019 14H,0
03/22/2019 13H,0
03/22/2019 12H,-2
03/22/2019 11H,-1
03/22/2019 10H,0
03/22/2019 09H,-1
03/22/2019 08H,-1
03/22/2019 07H,0
03/22/2019 06H,-1
03/22/2019 05H,0
03/22/2019 04H,0
03/22/2019 03H,0
03/22/2019 02H,0
03/22/2019 01H,0
03/22/2019 00H,0
03/21/2019 23H,0
03/21/2019 22H,0
03/21/2019 21H,-1
03/21/2019 20H,-1
03/21/2019 19H,0
03/21/2019 18H,8
03/21/2019 17H,29
03/21/2019 16H,0
03/21/2019 15H,0
03/21/2019 14H,-1
03/21/2019 13H,-1
03/21/2019 12H,-1
03/21/2019 11H,-1
03/21/2019 10H,-2
03/21/2019 09H,0
03/21/2019 08H,-1
03/21/2019 07H,-1
03/21/2019 06H,-1
03/21/2019 05H,0
03/21/2019 04H,0
03/21/2019 03H,0
03/21/2019 02H,0
03/21/2019 01H,0
03/21/2019 00H,0
03/20/2019 23H,0
03/20/2019 22H,-1
03/20/2019 21H,0
03/20/2019 20H,0
03/20/2019 19H,2
03/20/2019 18H,7
03/20/2019 17H,27
03/20/2019 16H,27
03/20/2019 15H,0
03/20/2019 14H,0
03/20/2019 13H,0
03/20/2019 12H,-1
03/20/2019 11H,-1
03/20/2019 10H,0
03/20/2019 09H,-1
03/20/2019 08H,-1
03/20/2019 07H,0
03/20/2019 06H,-1
03/20/2019 05H,-1
03/20/2019 04H,-1
03/20/2019 03H,0
03/20/2019 02H,0
03/20/2019 01H,0
03/20/2019 00H,0
03/19/2019 23H,0
03/19/2019 22H,0
03/19/2019 21H,0
03/19/2019 20H,0
03/19/2019 19H,0
03/19/2019 18H,0
03/19/2019 17H,0
03/19/2019 16H,0
03/19/2019 15H,-1
03/19/2019 14H,0
03/19/2019 13H,0
03/19/2019 12H,0
03/19/2019 11H,-1
03/19/2019 10H,0
03/19/2019 09H,-1
03/19/2019 08H,-1
03/19/2019 07H,0
03/19/2019 06H,-1
03/19/2019 05H,0
03/19/2019 04H,0
03/19/2019 03H,0
03/19/2019 02H,0
03/19/2019 01H,0
03/19/2019 00H,0
03/18/2019 23H,0
03/18/2019 22H,0
03/18/2019 21H,0
03/18/2019 20H,0
03/18/2019 19H,0
03/18/2019 18H,-1
03/18/2019 17H,-1
03/18/2019 16H,-1
03/18/2019 15H,-2
03/18/2019 14H,-1
03/18/2019 13H,-3
03/18/2019 12H,-2
03/18/2019 11H,-2
03/18/2019 10H,-2
03/18/2019 09H,-3
03/18/2019 08H,-2
03/18/2019 07H,-1
03/18/2019 06H,0
03/18/2019 05H,0
03/18/2019 04H,0
03/18/2019 03H,0
03/18/2019 02H,0
03/18/2019 01H,0
03/18/2019 00H,0
03/17/2019 23H,0
03/17/2019 22H,0
03/17/2019 21H,0
03/17/2019 20H,0
03/17/2019 19H,0
03/17/2019 18H,0
03/17/2019 17H,0
03/17/2019 16H,0
03/17/2019 15H,0
03/17/2019 14H,0
03/17/2019 13H,0
03/17/2019 12H,0
03/17/2019 11H,0
03/17/2019 10H,-1
03/17/2019 09H,0
03/17/2019 08H,0
03/17/2019 07H,0
03/17/2019 06H,0
03/17/2019 05H,0
03/17/2019 04H,0
03/17/2019 03H,0
03/17/2019 02H,0
03/17/2019 01H,0
03/17/2019 00H,0
03/16/2019 23H,0
03/16/2019 22H,0
03/16/2019 21H,0
03/16/2019 20H,0
03/16/2019 19H,0
03/16/2019 18H,0
03/16/2019 17H,0
03/16/2019 16H,0
03/16/2019 15H,0
03/16/2019 14H,0
03/16/2019 13H,0
03/16/2019 12H,0
03/16/2019 11H,0
03/16/2019 10H,0
03/16/2019 09H,0
03/16/2019 08H,0
03/16/2019 07H,0
03/16/2019 06H,0
03/16/2019 05H,-1
03/16/2019 04H,-1
03/16/2019 03H,0
03/16/2019 02H,0
03/16/2019 01H,0
03/16/2019 00H,0
03/15/2019 23H,0
03/15/2019 22H,0
03/15/2019 21H,0
03/15/2019 20H,0
03/15/2019 19H,0
03/15/2019 18H,0
03/15/2019 17H,0
03/15/2019 16H,0
03/15/2019 15H,0
03/15/2019 14H,0
03/15/2019 13H,0
03/15/2019 12H,0
03/15/2019 11H,0
03/15/2019 10H,-1
03/15/2019 09H,-1
03/15/2019 08H,0
03/15/2019 07H,-1
03/15/2019 06H,0
03/15/2019 05H,-1
03/15/2019 04H,0
03/15/2019 03H,0
03/15/2019 02H,0
03/15/2019 01H,0
03/15/2019 00H,0
03/14/2019 23H,0
03/14/2019 22H,-1
03/14/2019 21H,0
03/14/2019 20H,0
03/14/2019 19H,0
03/14/2019 18H,0
03/14/2019 17H,0
03/14/2019 16H,0
03/14/2019 15H,0
03/14/2019 14H,1
03/14/2019 13H,29
03/14/2019 12H,0
03/14/2019 11H,0
03/14/2019 10H,0
03/14/2019 09H,0
03/14/2019 08H,0
03/14/2019 07H,0
03/14/2019 06H,-1
03/14/2019 05H,-7
03/14/2019 04H,-1
03/14/2019 03H,0
03/14/2019 02H,0
03/14/2019 01H,0
03/14/2019 00H,0
03/13/2019 23H,0
03/13/2019 22H,0
03/13/2019 21H,0
03/13/2019 20H,0
03/13/2019 19H,0
03/13/2019 18H,0
03/13/2019 17H,0
03/13/2019 16H,-1
03/13/2019 15H,0
03/13/2019 14H,0
03/13/2019 13H,0
03/13/2019 12H,0
03/13/2019 11H,0
03/13/2019 10H,0
03/13/2019 09H,0
03/13/2019 08H,0
03/13/2019 07H,0
03/13/2019 06H,0
03/13/2019 05H,-7
03/13/2019 04H,0
03/13/2019 03H,0
03/13/2019 02H,0
03/13/2019 01H,0
03/13/2019 00H,0
03/12/2019 23H,0
03/12/2019 22H,0
03/12/2019 21H,0
03/12/2019 20H,0
03/12/2019 19H,0
03/12/2019 18H,0
03/12/2019 17H,0
03/12/2019 16H,0
03/12/2019 15H,-1
03/12/2019 14H,0
03/12/2019 13H,0
03/12/2019 12H,-1
03/12/2019 11H,-2
03/12/2019 10H,0
03/12/2019 09H,-2
03/12/2019 08H,-2
03/12/2019 07H,0
03/12/2019 06H,-2
03/12/2019 05H,0
03/12/2019 04H,0
03/12/2019 03H,0
03/12/2019 02H,0
03/12/2019 01H,-1
03/12/2019 00H,0
03/11/2019 23H,0
03/11/2019 22H,0
03/11/2019 21H,0
03/11/2019 20H,0
03/11/2019 19H,0
03/11/2019 18H,0
03/11/2019 17H,0
03/11/2019 16H,0
03/11/2019 15H,0
03/11/2019 14H,0
03/11/2019 13H,-1
03/11/2019 12H,0
03/11/2019 11H,-2
03/11/2019 10H,-3
03/11/2019 09H,0
03/11/2019 08H,-2
03/11/2019 07H,-5
03/11/2019 06H,-2
03/11/2019 05H,0
03/11/2019 04H,0
03/11/2019 03H,0
03/11/2019 02H,0
03/11/2019 01H,0
03/11/2019 00H,0
03/10/2019 23H,0
03/10/2019 22H,0
03/10/2019 21H,-1
03/10/2019 20H,0
03/10/2019 19H,0
03/10/2019 18H,0
03/10/2019 17H,0
03/10/2019 16H,0
03/10/2019 15H,0
03/10/2019 14H,0
03/10/2019 13H,0
03/10/2019 12H,0
03/10/2019 11H,-1
03/10/2019 10H,0
03/10/2019 09H,0
03/10/2019 08H,0
03/10/2019 07H,0
03/10/2019 06H,0
03/10/2019 05H,0
03/10/2019 04H,0
03/10/2019 03H,0
03/10/2019 02H,0
03/10/2019 01H,0
03/10/2019 00H,0
03/9/2019 23H,0
03/9/2019 22H,0
03/9/2019 21H,-1
03/9/2019 20H,0
03/9/2019 19H,0
03/9/2019 18H,0
03/9/2019 17H,0
03/9/2019 16H,0
03/9/2019 15H,0
03/9/2019 14H,0
03/9/2019 13H,0
03/9/2019 12H,0
03/9/2019 11H,-1
03/9/2019 10H,0
03/9/2019 09H,0
03/9/2019 08H,0
03/9/2019 07H,0
03/9/2019 06H,0
03/9/2019 05H,0
03/9/2019 04H,0
03/9/2019 03H,0
03/9/2019 02H,0
03/9/2019 01H,0
03/9/2019 00H,0
03/8/2019 23H,0
03/8/2019 22H,0
03/8/2019 21H,0
03/8/2019 20H,0
03/8/2019 19H,0
03/8/2019 18H,0
03/8/2019 17H,0
03/8/2019 16H,2
03/8/2019 15H,0
03/8/2019 14H,0
03/8/2019 13H,-2
03/8/2019 12H,-2
03/8/2019 11H,0
03/8/2019 10H,-3
03/8/2019 09H,-2
03/8/2019 08H,0
03/8/2019 07H,-2
03/8/2019 06H,0
03/8/2019 05H,0
03/8/2019 04H,0
03/8/2019 03H,31
03/8/2019 02H,24
03/8/2019 01H,0
03/8/2019 00H,0
03/7/2019 23H,0
03/7/2019 22H,0
03/7/2019 21H,-1
03/7/2019 20H,0
03/7/2019 19H,0
03/7/2019 18H,0
03/7/2019 17H,0
03/7/2019 16H,0
03/7/2019 15H,0
03/7/2019 14H,0
03/7/2019 13H,-4
03/7/2019 12H,-2
03/7/2019 11H,26
03/7/2019 10H,-3
03/7/2019 09H,-2
03/7/2019 08H,0
03/7/2019 07H,-3
03/7/2019 06H,0
03/7/2019 05H,0
03/7/2019 04H,0
03/7/2019 03H,0
03/7/2019 02H,0
03/7/2019 01H,0
03/7/2019 00H,-1
03/6/2019 23H,-1
03/6/2019 22H,-1
03/6/2019 21H,-1
03/6/2019 20H,-1
03/6/2019 19H,0
03/6/2019 18H,0
03/6/2019 17H,0
03/6/2019 16H,-1
03/6/2019 15H,-1
03/6/2019 14H,-2
03/6/2019 13H,-1
03/6/2019 12H,0
03/6/2019 11H,27
03/6/2019 10H,-1
03/6/2019 09H,-1
03/6/2019 08H,-1
03/6/2019 07H,-1
03/6/2019 06H,0
03/6/2019 05H,0
03/6/2019 04H,0
03/6/2019 03H,0
03/6/2019 02H,0
03/6/2019 01H,0
03/6/2019 00H,0
03/5/2019 23H,0
03/5/2019 22H,0
03/5/2019 21H,0
03/5/2019 20H,0
03/5/2019 19H,0
03/5/2019 18H,0
03/5/2019 17H,0
03/5/2019 16H,0
03/5/2019 15H,0
03/5/2019 14H,-2
03/5/2019 13H,0
03/5/2019 12H,-4
03/5/2019 11H,-1
03/5/2019 10H,-1
03/5/2019 09H,-1
03/5/2019 08H,0
03/5/2019 07H,-1
03/5/2019 06H,0
03/5/2019 05H,0
03/5/2019 04H,0
03/5/2019 03H,0
03/5/2019 02H,0
03/5/2019 01H,0
03/5/2019 00H,0
03/4/2019 23H,0
03/4/2019 22H,0
03/4/2019 21H,0
03/4/2019 20H,0
03/4/2019 19H,0
03/4/2019 18H,0
03/4/2019 17H,0
03/4/2019 16H,0
03/4/2019 15H,0
03/4/2019 14H,0
03/4/2019 13H,-2
03/4/2019 12H,0
03/4/2019 11H,0
03/4/2019 10H,0
03/4/2019 09H,0
03/4/2019 08H,0
03/4/2019 07H,0
03/4/2019 06H,0
03/4/2019 05H,0
03/4/2019 04H,0
03/4/2019 03H,0
03/4/2019 02H,0
03/4/2019 01H,0
03/4/2019 00H,0
03/3/2019 23H,0
03/3/2019 22H,0
03/3/2019 21H,0
03/3/2019 20H,0
03/3/2019 19H,0
03/3/2019 18H,0
03/3/2019 17H,0
03/3/2019 16H,0
03/3/2019 15H,0
03/3/2019 14H,0
03/3/2019 13H,0
03/3/2019 12H,0
03/3/2019 11H,-1
03/3/2019 10H,0
03/3/2019 09H,0
03/3/2019 08H,0
03/3/2019 07H,0
03/3/2019 06H,0
03/3/2019 05H,0
03/3/2019 04H,0
03/3/2019 03H,0
03/3/2019 02H,0
03/3/2019 01H,0
03/3/2019 00H,0
03/2/2019 23H,-1
03/2/2019 22H,0
03/2/2019 21H,0
03/2/2019 20H,0
03/2/2019 19H,0
03/2/2019 18H,0
03/2/2019 17H,0
03/2/2019 16H,0
03/2/2019 15H,0
03/2/2019 14H,0
03/2/2019 13H,0
03/2/2019 12H,0
03/2/2019 11H,0
03/2/2019 10H,0
03/2/2019 09H,-1
03/2/2019 08H,0
03/2/2019 07H,0
03/2/2019 06H,-10
03/2/2019 05H,0
03/2/2019 04H,0
03/2/2019 03H,0
03/2/2019 02H,0
03/2/2019 01H,0
03/2/2019 00H,0
03/1/2019 23H,0
03/1/2019 22H,0
03/1/2019 21H,0
03/1/2019 20H,0
03/1/2019 19H,0
03/1/2019 18H,0
03/1/2019 17H,0
03/1/2019 16H,0
03/1/2019 15H,0
03/1/2019 14H,0
03/1/2019 13H,0
03/1/2019 12H,0
03/1/2019 11H,0
03/1/2019 10H,0
03/1/2019 09H,-2
03/1/2019 08H,-3
03/1/2019 07H,-5
03/1/2019 06H,-6
03/1/2019 05H,0
03/1/2019 04H,0
03/1/2019 03H,0
03/1/2019 02H,0
03/1/2019 01H,1
03/1/2019 00H,1
02/28/2019 23H,0
02/28/2019 22H,0
02/28/2019 21H,0
02/28/2019 20H,0
02/28/2019 19H,0
02/28/2019 18H,0
02/28/2019 17H,0
02/28/2019 16H,0
02/28/2019 15H,0
02/28/2019 14H,0
02/28/2019 13H,0
02/28/2019 12H,0
02/28/2019 11H,0
02/28/2019 10H,0
02/28/2019 09H,0
02/28/2019 08H,-3
02/28/2019 07H,-6
02/28/2019 06H,-5
02/28/2019 05H,0
02/28/2019 04H,0
02/28/2019 03H,0
02/28/2019 02H,0
02/28/2019 01H,0
02/28/2019 00H,0
02/27/2019 23H,0
02/27/2019 22H,0
02/27/2019 21H,0
02/27/2019 20H,0
02/27/2019 19H,0
02/27/2019 18H,-1
02/27/2019 17H,-1
02/27/2019 16H,-2
02/27/2019 15H,-1
02/27/2019 14H,-1
02/27/2019 13H,0
02/27/2019 12H,-1
02/27/2019 11H,-2
02/27/2019 10H,-2
02/27/2019 09H,-1
02/27/2019 08H,-1
02/27/2019 07H,-2
02/27/2019 06H,-1
02/27/2019 05H,0
02/27/2019 04H,-1
02/27/2019 03H,0
02/27/2019 02H,0
02/27/2019 01H,0
02/27/2019 00H,0
02/26/2019 23H,0
02/26/2019 22H,0
02/26/2019 21H,0
02/26/2019 20H,0
02/26/2019 19H,0
02/26/2019 18H,0
02/26/2019 17H,0
02/26/2019 16H,0
02/26/2019 15H,-1
02/26/2019 14H,-1
02/26/2019 13H,-2
02/26/2019 12H,-2
02/26/2019 11H,-1
02/26/2019 10H,-2
02/26/2019 09H,-3
02/26/2019 08H,-1
02/26/2019 07H,-2
02/26/2019 06H,-1
02/26/2019 05H,0
02/26/2019 04H,0
02/26/2019 03H,0
02/26/2019 02H,0
02/26/2019 01H,-3
02/26/2019 00H,-2
02/25/2019 23H,-2
02/25/2019 22H,-2
02/25/2019 21H,-2
02/25/2019 20H,-2
02/25/2019 19H,-2
02/25/2019 18H,-2
02/25/2019 17H,-2
02/25/2019 16H,-2
02/25/2019 15H,-2
02/25/2019 14H,-2
02/25/2019 13H,-5
02/25/2019 12H,-6
02/25/2019 11H,-3
02/25/2019 10H,-4
02/25/2019 09H,-5
02/25/2019 08H,-2
02/25/2019 07H,-6
02/25/2019 06H,-2
02/25/2019 05H,0
02/25/2019 04H,0
02/25/2019 03H,0
02/25/2019 02H,0
02/25/2019 01H,0
02/25/2019 00H,0
02/24/2019 23H,0
02/24/2019 22H,-1
02/24/2019 21H,0
02/24/2019 20H,0
02/24/2019 19H,0
02/24/2019 18H,0
02/24/2019 17H,0
02/24/2019 16H,0
02/24/2019 15H,0
02/24/2019 14H,0
02/24/2019 13H,0
02/24/2019 12H,0
02/24/2019 11H,0
02/24/2019 10H,0
02/24/2019 09H,0
02/24/2019 08H,0
02/24/2019 07H,0
02/24/2019 06H,0
02/24/2019 05H,0
02/24/2019 04H,0
02/24/2019 03H,0
02/24/2019 02H,0
02/24/2019 01H,0
02/24/2019 00H,0
02/23/2019 23H,0
02/23/2019 22H,0
02/23/2019 21H,0
02/23/2019 20H,0
02/23/2019 19H,0
02/23/2019 18H,0
02/23/2019 17H,0
02/23/2019 16H,0
02/23/2019 15H,0
02/23/2019 14H,0
02/23/2019 13H,0
02/23/2019 12H,0
02/23/2019 11H,0
02/23/2019 10H,-1
02/23/2019 09H,0
02/23/2019 08H,0
02/23/2019 07H,0
02/23/2019 06H,0
02/23/2019 05H,0
02/23/2019 04H,0
02/23/2019 03H,0
02/23/2019 02H,0
02/23/2019 01H,0
02/23/2019 00H,0
02/22/2019 23H,0
02/22/2019 22H,0
02/22/2019 21H,0
02/22/2019 20H,0
02/22/2019 19H,0
02/22/2019 18H,0
02/22/2019 17H,0
02/22/2019 16H,0
02/22/2019 15H,-1
02/22/2019 14H,0
02/22/2019 13H,0
02/22/2019 12H,0
02/22/2019 11H,-10
02/22/2019 10H,0
02/22/2019 09H,0
02/22/2019 08H,0
02/22/2019 07H,0
02/22/2019 06H,-6
02/22/2019 05H,0
02/22/2019 04H,0
02/22/2019 03H,0
02/22/2019 02H,0
02/22/2019 01H,0
02/22/2019 00H,0
02/21/2019 23H,0
02/21/2019 22H,0
02/21/2019 21H,0
02/21/2019 20H,0
02/21/2019 19H,0
02/21/2019 18H,0
02/21/2019 17H,0
02/21/2019 16H,0
02/21/2019 15H,0
02/21/2019 14H,0
02/21/2019 13H,0
02/21/2019 12H,0
02/21/2019 11H,-10
02/21/2019 10H,-2
02/21/2019 09H,0
02/21/2019 08H,0
02/21/2019 07H,0
02/21/2019 06H,-6
02/21/2019 05H,0
02/21/2019 04H,0
02/21/2019 03H,0
02/21/2019 02H,0
02/21/2019 01H,0
02/21/2019 00H,0
02/20/2019 23H,0
02/20/2019 22H,0
02/20/2019 21H,0
02/20/2019 20H,0
02/20/2019 19H,0
02/20/2019 18H,0
02/20/2019 17H,0
02/20/2019 16H,0
02/20/2019 15H,0
02/20/2019 14H,0
02/20/2019 13H,-2
02/20/2019 12H,-2
02/20/2019 11H,0
02/20/2019 10H,-1
02/20/2019 09H,-3
02/20/2019 08H,-2
02/20/2019 07H,-8
02/20/2019 06H,-5
02/20/2019 05H,-1
02/20/2019 04H,-1
02/20/2019 03H,-1
02/20/2019 02H,-1
02/20/2019 01H,-1
02/20/2019 00H,-1
02/19/2019 23H,-2
02/19/2019 22H,-2
02/19/2019 21H,0
02/19/2019 20H,30
02/19/2019 19H,18
02/19/2019 18H,-1
02/19/2019 17H,-1
02/19/2019 16H,-1
02/19/2019 15H,-1
02/19/2019 14H,-1
02/19/2019 13H,-1
02/19/2019 12H,-2
02/19/2019 11H,-1
02/19/2019 10H,-2
02/19/2019 09H,-3
02/19/2019 08H,-2
02/19/2019 07H,-4
02/19/2019 06H,-1
02/19/2019 05H,-2
02/19/2019 04H,-1
02/19/2019 03H,-1
02/19/2019 02H,-1
02/19/2019 01H,-1
02/19/2019 00H,-1
02/18/2019 23H,-2
02/18/2019 22H,-2
02/18/2019 21H,0
02/18/2019 20H,0
02/18/2019 19H,-2
02/18/2019 18H,-2
02/18/2019 17H,-1
02/18/2019 16H,-1
02/18/2019 15H,-1
02/18/2019 14H,-1
02/18/2019 13H,0
02/18/2019 12H,-1
02/18/2019 11H,-1
02/18/2019 10H,-1
02/18/2019 09H,-1
02/18/2019 08H,-2
02/18/2019 07H,-2
02/18/2019 06H,-2
02/18/2019 05H,0
02/18/2019 04H,0
02/18/2019 03H,0
02/18/2019 02H,0
02/18/2019 01H,-1
02/18/2019 00H,0
02/17/2019 23H,0
02/17/2019 22H,0
02/17/2019 21H,0
02/17/2019 20H,0
02/17/2019 19H,0
02/17/2019 18H,0
02/17/2019 17H,0
02/17/2019 16H,0
02/17/2019 15H,0
02/17/2019 14H,0
02/17/2019 13H,0
02/17/2019 12H,0
02/17/2019 11H,0
02/17/2019 10H,0
02/17/2019 09H,0
02/17/2019 08H,-1
02/17/2019 07H,0
02/17/2019 06H,0
02/17/2019 05H,0
02/17/2019 04H,0
02/17/2019 03H,0
02/17/2019 02H,0
02/17/2019 01H,0
02/17/2019 00H,0
02/16/2019 23H,0
02/16/2019 22H,0
02/16/2019 21H,0
02/16/2019 20H,-1
02/16/2019 19H,0
02/16/2019 18H,0
02/16/2019 17H,0
02/16/2019 16H,0
02/16/2019 15H,-1
02/16/2019 14H,-1
02/16/2019 13H,-1
02/16/2019 12H,-1
02/16/2019 11H,-1
02/16/2019 10H,-1
02/16/2019 09H,-1
02/16/2019 08H,-1
02/16/2019 07H,-1
02/16/2019 06H,0
02/16/2019 05H,0
