Net generation from petroleum for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.OIL.H
19:13:03 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.OIL.H megawatthours
08/5/2020 21H,777
08/5/2020 20H,880
08/5/2020 19H,899
08/5/2020 18H,910
08/5/2020 17H,918
08/5/2020 16H,874
08/5/2020 15H,826
08/5/2020 14H,819
08/5/2020 13H,679
08/5/2020 12H,646
08/5/2020 11H,581
08/5/2020 10H,577
08/5/2020 09H,552
08/5/2020 08H,493
08/5/2020 07H,462
08/5/2020 06H,389
08/5/2020 05H,375
08/5/2020 04H,161
08/5/2020 03H,304
08/5/2020 02H,390
08/5/2020 01H,472
08/5/2020 00H,460
08/4/2020 23H,568
08/4/2020 22H,539
08/4/2020 21H,511
08/4/2020 20H,503
08/4/2020 19H,510
08/4/2020 18H,500
08/4/2020 17H,414
08/4/2020 16H,403
08/4/2020 15H,405
08/4/2020 14H,376
08/4/2020 13H,174
08/4/2020 12H,164
08/4/2020 11H,163
08/4/2020 10H,166
08/4/2020 09H,166
08/4/2020 08H,167
08/4/2020 07H,164
08/4/2020 06H,162
08/4/2020 05H,160
08/4/2020 04H,153
08/4/2020 03H,152
08/4/2020 02H,157
08/4/2020 01H,168
08/4/2020 00H,355
08/3/2020 23H,376
08/3/2020 22H,302
08/3/2020 21H,260
08/3/2020 20H,411
08/3/2020 19H,411
08/3/2020 18H,409
08/3/2020 17H,180
08/3/2020 16H,180
08/3/2020 15H,181
08/3/2020 14H,159
08/3/2020 13H,155
08/3/2020 12H,156
08/3/2020 11H,155
08/3/2020 10H,157
08/3/2020 09H,159
08/3/2020 08H,160
08/3/2020 07H,155
08/3/2020 06H,152
08/3/2020 05H,153
08/3/2020 04H,153
08/3/2020 03H,152
08/3/2020 02H,157
08/3/2020 01H,168
08/3/2020 00H,355
08/2/2020 23H,376
08/2/2020 22H,302
08/2/2020 21H,260
08/2/2020 20H,411
08/2/2020 19H,411
08/2/2020 18H,409
08/2/2020 17H,180
08/2/2020 16H,180
08/2/2020 15H,181
08/2/2020 14H,159
08/2/2020 13H,155
08/2/2020 12H,156
08/2/2020 11H,155
08/2/2020 10H,157
08/2/2020 09H,159
08/2/2020 08H,160
08/2/2020 07H,155
08/2/2020 06H,152
08/2/2020 05H,152
08/2/2020 04H,196
08/2/2020 03H,173
08/2/2020 02H,180
08/2/2020 01H,180
08/2/2020 00H,181
08/1/2020 23H,185
08/1/2020 22H,237
08/1/2020 21H,238
08/1/2020 20H,239
08/1/2020 19H,190
08/1/2020 18H,190
08/1/2020 17H,192
08/1/2020 16H,191
08/1/2020 15H,195
08/1/2020 14H,194
08/1/2020 13H,195
08/1/2020 12H,194
08/1/2020 11H,195
08/1/2020 10H,194
08/1/2020 09H,196
08/1/2020 08H,197
08/1/2020 07H,195
08/1/2020 06H,196
08/1/2020 05H,197
08/1/2020 04H,191
08/1/2020 03H,193
08/1/2020 02H,192
08/1/2020 01H,189
08/1/2020 00H,187
07/31/2020 23H,185
07/31/2020 22H,187
07/31/2020 21H,188
07/31/2020 20H,188
07/31/2020 19H,203
07/31/2020 18H,206
07/31/2020 17H,207
07/31/2020 16H,206
07/31/2020 15H,247
07/31/2020 14H,259
07/31/2020 13H,207
07/31/2020 12H,194
07/31/2020 11H,196
07/31/2020 10H,196
07/31/2020 09H,198
07/31/2020 08H,199
07/31/2020 07H,198
07/31/2020 06H,194
07/31/2020 05H,192
07/31/2020 04H,178
07/31/2020 03H,189
07/31/2020 02H,565
07/31/2020 01H,915
07/31/2020 00H,930
07/30/2020 23H,1035
07/30/2020 22H,1438
07/30/2020 21H,1395
07/30/2020 20H,1660
07/30/2020 19H,1681
07/30/2020 18H,1516
07/30/2020 17H,1122
07/30/2020 16H,698
07/30/2020 15H,686
07/30/2020 14H,693
07/30/2020 13H,483
07/30/2020 12H,165
07/30/2020 11H,167
07/30/2020 10H,168
07/30/2020 09H,168
07/30/2020 08H,147
07/30/2020 07H,160
07/30/2020 06H,177
07/30/2020 05H,178
07/30/2020 04H,228
07/30/2020 03H,196
07/30/2020 02H,694
07/30/2020 01H,1055
07/30/2020 00H,1406
07/29/2020 23H,2096
07/29/2020 22H,2113
07/29/2020 21H,1818
07/29/2020 20H,1758
07/29/2020 19H,1646
07/29/2020 18H,1066
07/29/2020 17H,1044
07/29/2020 16H,726
07/29/2020 15H,724
07/29/2020 14H,523
07/29/2020 13H,194
07/29/2020 12H,197
07/29/2020 11H,196
07/29/2020 10H,198
07/29/2020 09H,197
07/29/2020 08H,202
07/29/2020 07H,202
07/29/2020 06H,202
07/29/2020 05H,198
07/29/2020 04H,359
07/29/2020 03H,398
07/29/2020 02H,880
07/29/2020 01H,1101
07/29/2020 00H,1382
07/28/2020 23H,1733
07/28/2020 22H,1686
07/28/2020 21H,1685
07/28/2020 20H,1696
07/28/2020 19H,1725
07/28/2020 18H,1709
07/28/2020 17H,1714
07/28/2020 16H,1445
07/28/2020 15H,1115
07/28/2020 14H,950
07/28/2020 13H,412
07/28/2020 12H,195
07/28/2020 11H,197
07/28/2020 10H,196
07/28/2020 09H,195
07/28/2020 08H,197
07/28/2020 07H,194
07/28/2020 06H,192
07/28/2020 05H,189
07/28/2020 04H,165
07/28/2020 03H,625
07/28/2020 02H,856
07/28/2020 01H,883
07/28/2020 00H,1005
07/27/2020 23H,1092
07/27/2020 22H,988
07/27/2020 21H,1016
07/27/2020 20H,1108
07/27/2020 19H,1094
07/27/2020 18H,1074
07/27/2020 17H,972
07/27/2020 16H,763
07/27/2020 15H,428
07/27/2020 14H,468
07/27/2020 13H,433
07/27/2020 12H,196
07/27/2020 11H,194
07/27/2020 10H,191
07/27/2020 09H,175
07/27/2020 08H,166
07/27/2020 07H,168
07/27/2020 06H,165
07/27/2020 05H,165
07/27/2020 04H,170
07/27/2020 03H,186
07/27/2020 02H,186
07/27/2020 01H,185
07/27/2020 00H,255
07/26/2020 23H,286
07/26/2020 22H,287
07/26/2020 21H,190
07/26/2020 20H,281
07/26/2020 19H,280
07/26/2020 18H,193
07/26/2020 17H,192
07/26/2020 16H,381
07/26/2020 15H,195
07/26/2020 14H,195
07/26/2020 13H,195
07/26/2020 12H,197
07/26/2020 11H,198
07/26/2020 10H,200
07/26/2020 09H,189
07/26/2020 08H,178
07/26/2020 07H,178
07/26/2020 06H,176
07/26/2020 05H,169
07/26/2020 04H,348
07/26/2020 03H,185
07/26/2020 02H,191
07/26/2020 01H,191
07/26/2020 00H,190
07/25/2020 23H,188
07/25/2020 22H,387
07/25/2020 21H,753
07/25/2020 20H,963
07/25/2020 19H,947
07/25/2020 18H,891
07/25/2020 17H,910
07/25/2020 16H,913
07/25/2020 15H,932
07/25/2020 14H,896
07/25/2020 13H,865
07/25/2020 12H,816
07/25/2020 11H,814
07/25/2020 10H,803
07/25/2020 09H,786
07/25/2020 08H,768
07/25/2020 07H,733
07/25/2020 06H,354
07/25/2020 05H,351
07/25/2020 04H,170
07/25/2020 03H,366
07/25/2020 02H,374
07/25/2020 01H,373
07/25/2020 00H,370
07/24/2020 23H,370
07/24/2020 22H,373
07/24/2020 21H,964
07/24/2020 20H,318
07/24/2020 19H,344
07/24/2020 18H,336
07/24/2020 17H,238
07/24/2020 16H,367
07/24/2020 15H,270
07/24/2020 14H,242
07/24/2020 13H,240
07/24/2020 12H,221
07/24/2020 11H,203
07/24/2020 10H,208
07/24/2020 09H,204
07/24/2020 08H,190
07/24/2020 07H,183
07/24/2020 06H,178
07/24/2020 05H,174
07/24/2020 04H,174
07/24/2020 03H,358
07/24/2020 02H,500
07/24/2020 01H,521
07/24/2020 00H,536
07/23/2020 23H,550
07/23/2020 22H,547
07/23/2020 21H,504
07/23/2020 20H,363
07/23/2020 19H,328
07/23/2020 18H,337
07/23/2020 17H,239
07/23/2020 16H,229
07/23/2020 15H,212
07/23/2020 14H,213
07/23/2020 13H,206
07/23/2020 12H,208
07/23/2020 11H,208
07/23/2020 10H,207
07/23/2020 09H,194
07/23/2020 08H,186
07/23/2020 07H,184
07/23/2020 06H,182
07/23/2020 05H,173
07/23/2020 04H,228
07/23/2020 03H,185
07/23/2020 02H,398
07/23/2020 01H,464
07/23/2020 00H,874
07/22/2020 23H,1261
07/22/2020 22H,1816
07/22/2020 21H,1935
07/22/2020 20H,1867
07/22/2020 19H,1928
07/22/2020 18H,1867
07/22/2020 17H,1859
07/22/2020 16H,1236
07/22/2020 15H,852
07/22/2020 14H,750
07/22/2020 13H,415
07/22/2020 12H,274
07/22/2020 11H,273
07/22/2020 10H,272
07/22/2020 09H,263
07/22/2020 08H,249
07/22/2020 07H,240
07/22/2020 06H,237
07/22/2020 05H,234
07/22/2020 04H,230
07/22/2020 03H,246
07/22/2020 02H,255
07/22/2020 01H,445
07/22/2020 00H,630
07/21/2020 23H,986
07/21/2020 22H,1180
07/21/2020 21H,1147
07/21/2020 20H,1163
07/21/2020 19H,1286
07/21/2020 18H,880
07/21/2020 17H,695
07/21/2020 16H,655
07/21/2020 15H,605
07/21/2020 14H,472
07/21/2020 13H,267
07/21/2020 12H,268
07/21/2020 11H,266
07/21/2020 10H,264
07/21/2020 09H,247
07/21/2020 08H,240
07/21/2020 07H,239
07/21/2020 06H,238
07/21/2020 05H,231
07/21/2020 04H,262
07/21/2020 03H,417
07/21/2020 02H,593
07/21/2020 01H,676
07/21/2020 00H,677
07/20/2020 23H,806
07/20/2020 22H,952
07/20/2020 21H,954
07/20/2020 20H,903
07/20/2020 19H,828
07/20/2020 18H,812
07/20/2020 17H,778
07/20/2020 16H,754
07/20/2020 15H,634
07/20/2020 14H,623
07/20/2020 13H,530
07/20/2020 12H,460
07/20/2020 11H,241
07/20/2020 10H,245
07/20/2020 09H,244
07/20/2020 08H,247
07/20/2020 07H,246
07/20/2020 06H,254
07/20/2020 05H,264
07/20/2020 04H,264
07/20/2020 03H,262
07/20/2020 02H,445
07/20/2020 01H,528
07/20/2020 00H,593
07/19/2020 23H,751
07/19/2020 22H,756
07/19/2020 21H,733
07/19/2020 20H,523
07/19/2020 19H,512
07/19/2020 18H,523
07/19/2020 17H,517
07/19/2020 16H,579
07/19/2020 15H,550
07/19/2020 14H,672
07/19/2020 13H,266
07/19/2020 12H,266
07/19/2020 11H,252
07/19/2020 10H,244
07/19/2020 09H,244
07/19/2020 08H,243
07/19/2020 07H,239
07/19/2020 06H,254
07/19/2020 05H,260
07/19/2020 04H,193
07/19/2020 03H,259
07/19/2020 02H,587
07/19/2020 01H,1085
07/19/2020 00H,1417
07/18/2020 23H,1551
07/18/2020 22H,1237
07/18/2020 21H,1162
07/18/2020 20H,774
07/18/2020 19H,708
07/18/2020 18H,719
07/18/2020 17H,733
07/18/2020 16H,693
07/18/2020 15H,261
07/18/2020 14H,264
07/18/2020 13H,192
07/18/2020 12H,194
07/18/2020 11H,178
07/18/2020 10H,171
07/18/2020 09H,172
07/18/2020 08H,177
07/18/2020 07H,172
07/18/2020 06H,181
07/18/2020 05H,196
07/18/2020 04H,164
07/18/2020 03H,193
07/18/2020 02H,194
07/18/2020 01H,190
07/18/2020 00H,193
07/17/2020 23H,575
07/17/2020 22H,576
07/17/2020 21H,671
07/17/2020 20H,720
07/17/2020 19H,726
07/17/2020 18H,717
07/17/2020 17H,849
07/17/2020 16H,763
07/17/2020 15H,249
07/17/2020 14H,231
07/17/2020 13H,298
07/17/2020 12H,194
07/17/2020 11H,183
07/17/2020 10H,188
07/17/2020 09H,173
07/17/2020 08H,172
07/17/2020 07H,170
07/17/2020 06H,168
07/17/2020 05H,165
07/17/2020 04H,166
07/17/2020 03H,175
07/17/2020 02H,177
07/17/2020 01H,176
07/17/2020 00H,176
07/16/2020 23H,173
07/16/2020 22H,221
07/16/2020 21H,269
07/16/2020 20H,222
07/16/2020 19H,215
07/16/2020 18H,244
07/16/2020 17H,217
07/16/2020 16H,228
07/16/2020 15H,282
07/16/2020 14H,193
07/16/2020 13H,254
07/16/2020 12H,192
07/16/2020 11H,182
07/16/2020 10H,181
07/16/2020 09H,172
07/16/2020 08H,171
07/16/2020 07H,168
07/16/2020 06H,170
07/16/2020 05H,170
07/16/2020 04H,198
07/16/2020 03H,178
07/16/2020 02H,177
07/16/2020 01H,178
07/16/2020 00H,345
07/15/2020 23H,638
07/15/2020 22H,689
07/15/2020 21H,671
07/15/2020 20H,526
07/15/2020 19H,519
07/15/2020 18H,602
07/15/2020 17H,408
07/15/2020 16H,413
07/15/2020 15H,415
07/15/2020 14H,294
07/15/2020 13H,287
07/15/2020 12H,281
07/15/2020 11H,273
07/15/2020 10H,272
07/15/2020 09H,265
07/15/2020 08H,278
07/15/2020 07H,281
07/15/2020 06H,201
07/15/2020 05H,198
07/15/2020 04H,164
07/15/2020 03H,182
07/15/2020 02H,179
07/15/2020 01H,175
07/15/2020 00H,263
07/14/2020 23H,247
07/14/2020 22H,335
07/14/2020 21H,505
07/14/2020 20H,514
07/14/2020 19H,593
07/14/2020 18H,599
07/14/2020 17H,645
07/14/2020 16H,595
07/14/2020 15H,593
07/14/2020 14H,592
07/14/2020 13H,575
07/14/2020 12H,362
07/14/2020 11H,237
07/14/2020 10H,193
07/14/2020 09H,170
07/14/2020 08H,171
07/14/2020 07H,170
07/14/2020 06H,168
07/14/2020 05H,166
07/14/2020 04H,162
07/14/2020 03H,175
07/14/2020 02H,176
07/14/2020 01H,174
07/14/2020 00H,173
07/13/2020 23H,211
07/13/2020 22H,382
07/13/2020 21H,553
07/13/2020 20H,579
07/13/2020 19H,581
07/13/2020 18H,576
07/13/2020 17H,541
07/13/2020 16H,542
07/13/2020 15H,515
07/13/2020 14H,475
07/13/2020 13H,340
07/13/2020 12H,277
07/13/2020 11H,227
07/13/2020 10H,185
07/13/2020 09H,177
07/13/2020 08H,173
07/13/2020 07H,171
07/13/2020 06H,169
07/13/2020 05H,162
07/13/2020 04H,180
07/13/2020 03H,172
07/13/2020 02H,177
07/13/2020 01H,175
07/13/2020 00H,174
07/12/2020 23H,173
07/12/2020 22H,174
07/12/2020 21H,176
07/12/2020 20H,176
07/12/2020 19H,179
07/12/2020 18H,179
07/12/2020 17H,180
07/12/2020 16H,180
07/12/2020 15H,184
07/12/2020 14H,186
07/12/2020 13H,184
07/12/2020 12H,189
07/12/2020 11H,184
07/12/2020 10H,177
07/12/2020 09H,174
07/12/2020 08H,174
07/12/2020 07H,180
07/12/2020 06H,177
07/12/2020 05H,174
07/12/2020 04H,260
07/12/2020 03H,187
07/12/2020 02H,183
07/12/2020 01H,178
07/12/2020 00H,178
07/11/2020 23H,174
07/11/2020 22H,173
07/11/2020 21H,176
07/11/2020 20H,177
07/11/2020 19H,176
07/11/2020 18H,176
07/11/2020 17H,177
07/11/2020 16H,177
07/11/2020 15H,179
07/11/2020 14H,177
07/11/2020 13H,189
07/11/2020 12H,257
07/11/2020 11H,265
07/11/2020 10H,266
07/11/2020 09H,264
07/11/2020 08H,269
07/11/2020 07H,268
07/11/2020 06H,267
07/11/2020 05H,260
07/11/2020 04H,259
07/11/2020 03H,260
07/11/2020 02H,257
07/11/2020 01H,258
07/11/2020 00H,255
07/10/2020 23H,255
07/10/2020 22H,256
07/10/2020 21H,257
07/10/2020 20H,259
07/10/2020 19H,262
07/10/2020 18H,261
07/10/2020 17H,262
07/10/2020 16H,262
07/10/2020 15H,266
07/10/2020 14H,360
07/10/2020 13H,317
07/10/2020 12H,266
07/10/2020 11H,266
07/10/2020 10H,267
07/10/2020 09H,270
07/10/2020 08H,269
07/10/2020 07H,267
07/10/2020 06H,262
07/10/2020 05H,261
07/10/2020 04H,268
07/10/2020 03H,451
07/10/2020 02H,911
07/10/2020 01H,931
07/10/2020 00H,1412
07/9/2020 23H,1538
07/9/2020 22H,1687
07/9/2020 21H,1618
07/9/2020 20H,1452
07/9/2020 19H,1273
07/9/2020 18H,1178
07/9/2020 17H,1124
07/9/2020 16H,1126
07/9/2020 15H,935
07/9/2020 14H,475
07/9/2020 13H,455
07/9/2020 12H,440
07/9/2020 11H,346
07/9/2020 10H,312
07/9/2020 09H,271
07/9/2020 08H,270
07/9/2020 07H,274
07/9/2020 06H,267
07/9/2020 05H,262
07/9/2020 04H,256
07/9/2020 03H,257
07/9/2020 02H,257
07/9/2020 01H,258
07/9/2020 00H,261
07/8/2020 23H,258
07/8/2020 22H,445
07/8/2020 21H,526
07/8/2020 20H,660
07/8/2020 19H,678
07/8/2020 18H,684
07/8/2020 17H,720
07/8/2020 16H,696
07/8/2020 15H,418
07/8/2020 14H,382
07/8/2020 13H,268
07/8/2020 12H,272
07/8/2020 11H,277
07/8/2020 10H,271
07/8/2020 09H,267
07/8/2020 08H,263
07/8/2020 07H,259
07/8/2020 06H,261
07/8/2020 05H,257
07/8/2020 04H,189
07/8/2020 03H,258
07/8/2020 02H,258
07/8/2020 01H,258
07/8/2020 00H,311
07/7/2020 23H,359
07/7/2020 22H,501
07/7/2020 21H,523
07/7/2020 20H,526
07/7/2020 19H,563
07/7/2020 18H,478
07/7/2020 17H,527
07/7/2020 16H,538
07/7/2020 15H,424
07/7/2020 14H,425
07/7/2020 13H,300
07/7/2020 12H,300
07/7/2020 11H,196
07/7/2020 10H,199
07/7/2020 09H,203
07/7/2020 08H,203
07/7/2020 07H,200
07/7/2020 06H,197
07/7/2020 05H,192
07/7/2020 04H,190
07/7/2020 03H,190
07/7/2020 02H,190
07/7/2020 01H,238
07/7/2020 00H,187
07/6/2020 23H,413
07/6/2020 22H,376
07/6/2020 21H,388
07/6/2020 20H,470
07/6/2020 19H,483
07/6/2020 18H,631
07/6/2020 17H,409
07/6/2020 16H,347
07/6/2020 15H,303
07/6/2020 14H,193
07/6/2020 13H,191
07/6/2020 12H,194
07/6/2020 11H,194
07/6/2020 10H,197
07/6/2020 09H,199
07/6/2020 08H,199
07/6/2020 07H,198
07/6/2020 06H,197
07/6/2020 05H,191
07/6/2020 04H,199
07/6/2020 03H,190
07/6/2020 02H,190
07/6/2020 01H,188
07/6/2020 00H,187
07/5/2020 23H,237
07/5/2020 22H,202
07/5/2020 21H,187
07/5/2020 20H,188
07/5/2020 19H,189
07/5/2020 18H,191
07/5/2020 17H,191
07/5/2020 16H,190
07/5/2020 15H,194
07/5/2020 14H,195
07/5/2020 13H,194
07/5/2020 12H,197
07/5/2020 11H,195
07/5/2020 10H,184
07/5/2020 09H,187
07/5/2020 08H,195
07/5/2020 07H,202
07/5/2020 06H,202
07/5/2020 05H,201
07/5/2020 04H,197
07/5/2020 03H,198
07/5/2020 02H,198
07/5/2020 01H,193
07/5/2020 00H,189
07/4/2020 23H,195
07/4/2020 22H,253
07/4/2020 21H,266
07/4/2020 20H,278
07/4/2020 19H,316
07/4/2020 18H,387
07/4/2020 17H,390
07/4/2020 16H,324
07/4/2020 15H,197
07/4/2020 14H,197
07/4/2020 13H,197
07/4/2020 12H,196
07/4/2020 11H,196
07/4/2020 10H,198
07/4/2020 09H,201
07/4/2020 08H,200
07/4/2020 07H,200
07/4/2020 06H,198
07/4/2020 05H,195
07/4/2020 04H,188
07/4/2020 03H,194
07/4/2020 02H,415
07/4/2020 01H,865
07/4/2020 00H,1132
07/3/2020 23H,1362
07/3/2020 22H,1876
07/3/2020 21H,1856
07/3/2020 20H,1195
07/3/2020 19H,1184
07/3/2020 18H,1056
07/3/2020 17H,700
07/3/2020 16H,441
07/3/2020 15H,502
07/3/2020 14H,193
07/3/2020 13H,193
07/3/2020 12H,194
07/3/2020 11H,196
07/3/2020 10H,197
07/3/2020 09H,202
07/3/2020 08H,200
07/3/2020 07H,197
07/3/2020 06H,196
07/3/2020 05H,192
07/3/2020 04H,192
07/3/2020 03H,187
07/3/2020 02H,188
07/3/2020 01H,186
07/3/2020 00H,186
07/2/2020 23H,186
07/2/2020 22H,186
07/2/2020 21H,188
07/2/2020 20H,190
07/2/2020 19H,190
07/2/2020 18H,190
07/2/2020 17H,190
07/2/2020 16H,189
07/2/2020 15H,204
07/2/2020 14H,190
07/2/2020 13H,202
07/2/2020 12H,203
07/2/2020 11H,204
07/2/2020 10H,198
07/2/2020 09H,199
07/2/2020 08H,198
07/2/2020 07H,198
07/2/2020 06H,195
07/2/2020 05H,192
07/2/2020 04H,190
07/2/2020 03H,192
07/2/2020 02H,192
07/2/2020 01H,190
07/2/2020 00H,189
07/1/2020 23H,186
07/1/2020 22H,186
07/1/2020 21H,188
07/1/2020 20H,189
07/1/2020 19H,190
07/1/2020 18H,189
07/1/2020 17H,190
07/1/2020 16H,187
07/1/2020 15H,189
07/1/2020 14H,190
07/1/2020 13H,201
07/1/2020 12H,202
07/1/2020 11H,203
07/1/2020 10H,198
07/1/2020 09H,196
07/1/2020 08H,199
07/1/2020 07H,197
07/1/2020 06H,194
07/1/2020 05H,190
07/1/2020 04H,188
07/1/2020 03H,190
07/1/2020 02H,189
07/1/2020 01H,187
07/1/2020 00H,187
06/30/2020 23H,184
06/30/2020 22H,309
06/30/2020 21H,189
06/30/2020 20H,190
06/30/2020 19H,190
06/30/2020 18H,192
06/30/2020 17H,191
06/30/2020 16H,190
06/30/2020 15H,189
06/30/2020 14H,199
06/30/2020 13H,195
06/30/2020 12H,191
06/30/2020 11H,184
06/30/2020 10H,162
06/30/2020 09H,172
06/30/2020 08H,173
06/30/2020 07H,170
06/30/2020 06H,168
06/30/2020 05H,175
06/30/2020 04H,163
06/30/2020 03H,188
06/30/2020 02H,189
06/30/2020 01H,189
06/30/2020 00H,774
06/29/2020 23H,1000
06/29/2020 22H,1011
06/29/2020 21H,1092
06/29/2020 20H,1316
06/29/2020 19H,698
06/29/2020 18H,193
06/29/2020 17H,188
06/29/2020 16H,188
06/29/2020 15H,194
06/29/2020 14H,191
06/29/2020 13H,193
06/29/2020 12H,192
06/29/2020 11H,192
06/29/2020 10H,178
06/29/2020 09H,171
06/29/2020 08H,168
06/29/2020 07H,172
06/29/2020 06H,167
06/29/2020 05H,166
06/29/2020 04H,196
06/29/2020 03H,183
06/29/2020 02H,188
06/29/2020 01H,187
06/29/2020 00H,186
06/28/2020 23H,188
06/28/2020 22H,187
06/28/2020 21H,192
06/28/2020 20H,191
06/28/2020 19H,188
06/28/2020 18H,192
06/28/2020 17H,193
06/28/2020 16H,192
06/28/2020 15H,193
06/28/2020 14H,194
06/28/2020 13H,191
06/28/2020 12H,180
06/28/2020 11H,171
06/28/2020 10H,172
06/28/2020 09H,174
06/28/2020 08H,176
06/28/2020 07H,177
06/28/2020 06H,176
06/28/2020 05H,185
06/28/2020 04H,164
06/28/2020 03H,201
06/28/2020 02H,199
06/28/2020 01H,193
06/28/2020 00H,188
06/27/2020 23H,186
06/27/2020 22H,189
06/27/2020 21H,186
06/27/2020 20H,192
06/27/2020 19H,190
06/27/2020 18H,192
06/27/2020 17H,191
06/27/2020 16H,193
06/27/2020 15H,192
06/27/2020 14H,192
06/27/2020 13H,193
06/27/2020 12H,177
06/27/2020 11H,170
06/27/2020 10H,174
06/27/2020 09H,172
06/27/2020 08H,172
06/27/2020 07H,172
06/27/2020 06H,170
06/27/2020 05H,164
06/27/2020 04H,179
06/27/2020 03H,185
06/27/2020 02H,188
06/27/2020 01H,187
06/27/2020 00H,185
06/26/2020 23H,186
06/26/2020 22H,246
06/26/2020 21H,245
06/26/2020 20H,244
06/26/2020 19H,256
06/26/2020 18H,278
06/26/2020 17H,340
06/26/2020 16H,212
06/26/2020 15H,193
06/26/2020 14H,204
06/26/2020 13H,205
06/26/2020 12H,208
06/26/2020 11H,185
06/26/2020 10H,173
06/26/2020 09H,174
06/26/2020 08H,175
06/26/2020 07H,173
06/26/2020 06H,167
06/26/2020 05H,170
06/26/2020 04H,170
06/26/2020 03H,190
06/26/2020 02H,188
06/26/2020 01H,187
06/26/2020 00H,187
06/25/2020 23H,188
06/25/2020 22H,247
06/25/2020 21H,248
06/25/2020 20H,245
06/25/2020 19H,303
06/25/2020 18H,263
06/25/2020 17H,260
06/25/2020 16H,211
06/25/2020 15H,201
06/25/2020 14H,206
06/25/2020 13H,215
06/25/2020 12H,203
06/25/2020 11H,206
06/25/2020 10H,185
06/25/2020 09H,177
06/25/2020 08H,176
06/25/2020 07H,176
06/25/2020 06H,173
06/25/2020 05H,169
06/25/2020 04H,196
06/25/2020 03H,192
06/25/2020 02H,191
06/25/2020 01H,190
06/25/2020 00H,269
06/24/2020 23H,272
06/24/2020 22H,313
06/24/2020 21H,345
06/24/2020 20H,344
06/24/2020 19H,392
06/24/2020 18H,445
06/24/2020 17H,365
06/24/2020 16H,236
06/24/2020 15H,241
06/24/2020 14H,264
06/24/2020 13H,254
06/24/2020 12H,198
06/24/2020 11H,202
06/24/2020 10H,183
06/24/2020 09H,176
06/24/2020 08H,176
06/24/2020 07H,174
06/24/2020 06H,193
06/24/2020 05H,201
06/24/2020 04H,195
06/24/2020 03H,194
06/24/2020 02H,193
06/24/2020 01H,393
06/24/2020 00H,391
06/23/2020 23H,610
06/23/2020 22H,700
06/23/2020 21H,622
06/23/2020 20H,643
06/23/2020 19H,609
06/23/2020 18H,628
06/23/2020 17H,584
06/23/2020 16H,649
06/23/2020 15H,717
06/23/2020 14H,417
06/23/2020 13H,197
06/23/2020 12H,200
06/23/2020 11H,183
06/23/2020 10H,176
06/23/2020 09H,177
06/23/2020 08H,179
06/23/2020 07H,180
06/23/2020 06H,179
06/23/2020 05H,191
06/23/2020 04H,173
06/23/2020 03H,286
06/23/2020 02H,466
06/23/2020 01H,479
06/23/2020 00H,584
06/22/2020 23H,791
06/22/2020 22H,944
06/22/2020 21H,901
06/22/2020 20H,771
06/22/2020 19H,888
06/22/2020 18H,911
06/22/2020 17H,919
06/22/2020 16H,916
06/22/2020 15H,844
06/22/2020 14H,809
06/22/2020 13H,395
06/22/2020 12H,196
06/22/2020 11H,185
06/22/2020 10H,172
06/22/2020 09H,175
06/22/2020 08H,176
06/22/2020 07H,176
06/22/2020 06H,173
06/22/2020 05H,166
06/22/2020 04H,179
06/22/2020 03H,187
06/22/2020 02H,191
06/22/2020 01H,188
06/22/2020 00H,190
06/21/2020 23H,191
06/21/2020 22H,190
06/21/2020 21H,190
06/21/2020 20H,194
06/21/2020 19H,195
06/21/2020 18H,188
06/21/2020 17H,189
06/21/2020 16H,193
06/21/2020 15H,193
06/21/2020 14H,192
06/21/2020 13H,167
06/21/2020 12H,164
06/21/2020 11H,165
06/21/2020 10H,169
06/21/2020 09H,168
06/21/2020 08H,169
06/21/2020 07H,172
06/21/2020 06H,174
06/21/2020 05H,176
06/21/2020 04H,185
06/21/2020 03H,194
06/21/2020 02H,193
06/21/2020 01H,189
06/21/2020 00H,191
06/20/2020 23H,235
06/20/2020 22H,236
06/20/2020 21H,244
06/20/2020 20H,187
06/20/2020 19H,189
06/20/2020 18H,188
06/20/2020 17H,191
06/20/2020 16H,192
06/20/2020 15H,192
06/20/2020 14H,191
06/20/2020 13H,187
06/20/2020 12H,169
06/20/2020 11H,168
06/20/2020 10H,166
06/20/2020 09H,170
06/20/2020 08H,170
06/20/2020 07H,168
06/20/2020 06H,162
06/20/2020 05H,178
06/20/2020 04H,160
06/20/2020 03H,187
06/20/2020 02H,185
06/20/2020 01H,224
06/20/2020 00H,225
06/19/2020 23H,207
06/19/2020 22H,228
06/19/2020 21H,232
06/19/2020 20H,252
06/19/2020 19H,228
06/19/2020 18H,209
06/19/2020 17H,208
06/19/2020 16H,264
06/19/2020 15H,241
06/19/2020 14H,189
06/19/2020 13H,186
06/19/2020 12H,191
06/19/2020 11H,186
06/19/2020 10H,170
06/19/2020 09H,170
06/19/2020 08H,166
06/19/2020 07H,165
06/19/2020 06H,162
06/19/2020 05H,160
06/19/2020 04H,155
06/19/2020 03H,185
