Net generation from petroleum for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.OIL.H
19:13:03 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.OIL.H megawatthours
10/3/2021 06H,194
10/3/2021 05H,191
10/3/2021 04H,194
10/3/2021 03H,198
10/3/2021 02H,211
10/3/2021 01H,214
10/3/2021 00H,213
10/2/2021 23H,213
10/2/2021 22H,211
10/2/2021 21H,213
10/2/2021 20H,205
10/2/2021 19H,207
10/2/2021 18H,205
10/2/2021 17H,207
10/2/2021 16H,209
10/2/2021 15H,212
10/2/2021 14H,217
10/2/2021 13H,218
10/2/2021 12H,220
10/2/2021 11H,220
10/2/2021 10H,208
10/2/2021 09H,203
10/2/2021 08H,202
10/2/2021 07H,200
10/2/2021 06H,195
10/2/2021 05H,196
10/2/2021 04H,215
10/2/2021 03H,198
10/2/2021 02H,210
10/2/2021 01H,209
10/2/2021 00H,209
10/1/2021 23H,204
10/1/2021 22H,204
10/1/2021 21H,207
10/1/2021 20H,208
10/1/2021 19H,207
10/1/2021 18H,210
10/1/2021 17H,212
10/1/2021 16H,210
10/1/2021 15H,259
10/1/2021 14H,218
10/1/2021 13H,218
10/1/2021 12H,218
10/1/2021 11H,220
10/1/2021 10H,224
10/1/2021 09H,224
10/1/2021 08H,225
10/1/2021 07H,228
10/1/2021 06H,226
10/1/2021 05H,226
10/1/2021 04H,178
10/1/2021 03H,212
10/1/2021 02H,210
10/1/2021 01H,210
10/1/2021 00H,210
09/30/2021 23H,206
09/30/2021 22H,282
09/30/2021 21H,253
09/30/2021 20H,273
09/30/2021 19H,262
09/30/2021 18H,214
09/30/2021 17H,221
09/30/2021 16H,207
09/30/2021 15H,237
09/30/2021 14H,223
09/30/2021 13H,221
09/30/2021 12H,204
09/30/2021 11H,182
09/30/2021 10H,187
09/30/2021 09H,185
09/30/2021 08H,181
09/30/2021 07H,181
09/30/2021 06H,205
09/30/2021 05H,180
09/30/2021 04H,215
09/30/2021 03H,208
09/30/2021 02H,244
09/30/2021 01H,246
09/30/2021 00H,219
09/29/2021 23H,209
09/29/2021 22H,211
09/29/2021 21H,211
09/29/2021 20H,217
09/29/2021 19H,219
09/29/2021 18H,214
09/29/2021 17H,212
09/29/2021 16H,234
09/29/2021 15H,237
09/29/2021 14H,239
09/29/2021 13H,220
09/29/2021 12H,221
09/29/2021 11H,220
09/29/2021 10H,223
09/29/2021 09H,223
09/29/2021 08H,220
09/29/2021 07H,220
09/29/2021 06H,220
09/29/2021 05H,221
09/29/2021 04H,216
09/29/2021 03H,214
09/29/2021 02H,216
09/29/2021 01H,216
09/29/2021 00H,222
09/28/2021 23H,216
09/28/2021 22H,218
09/28/2021 21H,216
09/28/2021 20H,211
09/28/2021 19H,208
09/28/2021 18H,210
09/28/2021 17H,212
09/28/2021 16H,212
09/28/2021 15H,230
09/28/2021 14H,229
09/28/2021 13H,227
09/28/2021 12H,219
09/28/2021 11H,220
09/28/2021 10H,220
09/28/2021 09H,218
09/28/2021 08H,215
09/28/2021 07H,212
09/28/2021 06H,215
09/28/2021 05H,214
09/28/2021 04H,218
09/28/2021 03H,212
09/28/2021 02H,211
09/28/2021 01H,211
09/28/2021 00H,213
09/27/2021 23H,211
09/27/2021 22H,212
09/27/2021 21H,213
09/27/2021 20H,210
09/27/2021 19H,208
09/27/2021 18H,211
09/27/2021 17H,208
09/27/2021 16H,210
09/27/2021 15H,216
09/27/2021 14H,218
09/27/2021 13H,216
09/27/2021 12H,220
09/27/2021 11H,221
09/27/2021 10H,222
09/27/2021 09H,222
09/27/2021 08H,222
09/27/2021 07H,222
09/27/2021 06H,222
09/27/2021 05H,219
09/27/2021 04H,213
09/27/2021 03H,212
09/27/2021 02H,216
09/27/2021 01H,220
09/27/2021 00H,219
09/26/2021 23H,217
09/26/2021 22H,217
09/26/2021 21H,215
09/26/2021 20H,210
09/26/2021 19H,210
09/26/2021 18H,213
09/26/2021 17H,210
09/26/2021 16H,212
09/26/2021 15H,216
09/26/2021 14H,217
09/26/2021 13H,217
09/26/2021 12H,218
09/26/2021 11H,218
09/26/2021 10H,221
09/26/2021 09H,220
09/26/2021 08H,214
09/26/2021 07H,215
09/26/2021 06H,215
09/26/2021 05H,217
09/26/2021 04H,217
09/26/2021 03H,213
09/26/2021 02H,209
09/26/2021 01H,213
09/26/2021 00H,210
09/25/2021 23H,209
09/25/2021 22H,209
09/25/2021 21H,210
09/25/2021 20H,210
09/25/2021 19H,211
09/25/2021 18H,211
09/25/2021 17H,212
09/25/2021 16H,214
09/25/2021 15H,217
09/25/2021 14H,216
09/25/2021 13H,218
09/25/2021 12H,221
09/25/2021 11H,224
09/25/2021 10H,224
09/25/2021 09H,222
09/25/2021 08H,221
09/25/2021 07H,224
09/25/2021 06H,221
09/25/2021 05H,221
09/25/2021 04H,210
09/25/2021 03H,217
09/25/2021 02H,218
09/25/2021 01H,219
09/25/2021 00H,219
09/24/2021 23H,218
09/24/2021 22H,216
09/24/2021 21H,211
09/24/2021 20H,210
09/24/2021 19H,210
09/24/2021 18H,213
09/24/2021 17H,238
09/24/2021 16H,212
09/24/2021 15H,215
09/24/2021 14H,217
09/24/2021 13H,216
09/24/2021 12H,217
09/24/2021 11H,217
09/24/2021 10H,220
09/24/2021 09H,217
09/24/2021 08H,212
09/24/2021 07H,211
09/24/2021 06H,213
09/24/2021 05H,211
09/24/2021 04H,215
09/24/2021 03H,207
09/24/2021 02H,208
09/24/2021 01H,209
09/24/2021 00H,209
09/23/2021 23H,207
09/23/2021 22H,208
09/23/2021 21H,213
09/23/2021 20H,242
09/23/2021 19H,261
09/23/2021 18H,263
09/23/2021 17H,265
09/23/2021 16H,265
09/23/2021 15H,248
09/23/2021 14H,249
09/23/2021 13H,277
09/23/2021 12H,234
09/23/2021 11H,233
09/23/2021 10H,218
09/23/2021 09H,218
09/23/2021 08H,216
09/23/2021 07H,216
09/23/2021 06H,220
09/23/2021 05H,222
09/23/2021 04H,213
09/23/2021 03H,214
09/23/2021 02H,213
09/23/2021 01H,216
09/23/2021 00H,215
09/22/2021 23H,213
09/22/2021 22H,262
09/22/2021 21H,262
09/22/2021 20H,258
09/22/2021 19H,260
09/22/2021 18H,261
09/22/2021 17H,262
09/22/2021 16H,262
09/22/2021 15H,230
09/22/2021 14H,214
09/22/2021 13H,216
09/22/2021 12H,216
09/22/2021 11H,219
09/22/2021 10H,219
09/22/2021 09H,218
09/22/2021 08H,215
09/22/2021 07H,212
09/22/2021 06H,214
09/22/2021 05H,216
09/22/2021 04H,220
09/22/2021 03H,211
09/22/2021 02H,213
09/22/2021 01H,211
09/22/2021 00H,232
09/21/2021 23H,228
09/21/2021 22H,229
09/21/2021 21H,212
09/21/2021 20H,210
09/21/2021 19H,211
09/21/2021 18H,211
09/21/2021 17H,214
09/21/2021 16H,216
09/21/2021 15H,217
09/21/2021 14H,218
09/21/2021 13H,221
09/21/2021 12H,228
09/21/2021 11H,228
09/21/2021 10H,226
09/21/2021 09H,223
09/21/2021 08H,222
09/21/2021 07H,224
09/21/2021 06H,225
09/21/2021 05H,223
09/21/2021 04H,198
09/21/2021 03H,214
09/21/2021 02H,214
09/21/2021 01H,213
09/21/2021 00H,234
09/20/2021 23H,231
09/20/2021 22H,211
09/20/2021 21H,200
09/20/2021 20H,198
09/20/2021 19H,198
09/20/2021 18H,203
09/20/2021 17H,202
09/20/2021 16H,201
09/20/2021 15H,202
09/20/2021 14H,204
09/20/2021 13H,205
09/20/2021 12H,207
09/20/2021 11H,207
09/20/2021 10H,208
09/20/2021 09H,206
09/20/2021 08H,201
09/20/2021 07H,202
09/20/2021 06H,202
09/20/2021 05H,203
09/20/2021 04H,208
09/20/2021 03H,197
09/20/2021 02H,194
09/20/2021 01H,197
09/20/2021 00H,197
09/19/2021 23H,198
09/19/2021 22H,197
09/19/2021 21H,198
09/19/2021 20H,198
09/19/2021 19H,199
09/19/2021 18H,201
09/19/2021 17H,199
09/19/2021 16H,201
09/19/2021 15H,204
09/19/2021 14H,204
09/19/2021 13H,206
09/19/2021 12H,206
09/19/2021 11H,211
09/19/2021 10H,212
09/19/2021 09H,213
09/19/2021 08H,211
09/19/2021 07H,214
09/19/2021 06H,212
09/19/2021 05H,210
09/19/2021 04H,197
09/19/2021 03H,205
09/19/2021 02H,204
09/19/2021 01H,207
09/19/2021 00H,203
09/18/2021 23H,203
09/18/2021 22H,199
09/18/2021 21H,203
09/18/2021 20H,198
09/18/2021 19H,196
09/18/2021 18H,201
09/18/2021 17H,202
09/18/2021 16H,199
09/18/2021 15H,202
09/18/2021 14H,204
09/18/2021 13H,204
09/18/2021 12H,209
09/18/2021 11H,207
09/18/2021 10H,205
09/18/2021 09H,203
09/18/2021 08H,201
09/18/2021 07H,200
09/18/2021 06H,202
09/18/2021 05H,200
09/18/2021 04H,211
09/18/2021 03H,200
09/18/2021 02H,206
09/18/2021 01H,210
09/18/2021 00H,208
09/17/2021 23H,207
09/17/2021 22H,228
09/17/2021 21H,230
09/17/2021 20H,227
09/17/2021 19H,225
09/17/2021 18H,229
09/17/2021 17H,275
09/17/2021 16H,257
09/17/2021 15H,241
09/17/2021 14H,238
09/17/2021 13H,215
09/17/2021 12H,239
09/17/2021 11H,218
09/17/2021 10H,220
09/17/2021 09H,221
09/17/2021 08H,217
09/17/2021 07H,214
09/17/2021 06H,213
09/17/2021 05H,214
09/17/2021 04H,208
09/17/2021 03H,212
09/17/2021 02H,234
09/17/2021 01H,234
09/17/2021 00H,231
09/16/2021 23H,228
09/16/2021 22H,230
09/16/2021 21H,262
09/16/2021 20H,226
09/16/2021 19H,416
09/16/2021 18H,389
09/16/2021 17H,276
09/16/2021 16H,297
09/16/2021 15H,241
09/16/2021 14H,214
09/16/2021 13H,216
09/16/2021 12H,213
09/16/2021 11H,218
09/16/2021 10H,219
09/16/2021 09H,213
09/16/2021 08H,211
09/16/2021 07H,212
09/16/2021 06H,210
09/16/2021 05H,209
09/16/2021 04H,220
09/16/2021 03H,206
09/16/2021 02H,207
09/16/2021 01H,209
09/16/2021 00H,207
09/15/2021 23H,205
09/15/2021 22H,206
09/15/2021 21H,210
09/15/2021 20H,236
09/15/2021 19H,423
09/15/2021 18H,350
09/15/2021 17H,260
09/15/2021 16H,258
09/15/2021 15H,452
09/15/2021 14H,216
09/15/2021 13H,216
09/15/2021 12H,216
09/15/2021 11H,219
09/15/2021 10H,223
09/15/2021 09H,223
09/15/2021 08H,222
09/15/2021 07H,222
09/15/2021 06H,225
09/15/2021 05H,223
09/15/2021 04H,212
09/15/2021 03H,215
09/15/2021 02H,214
09/15/2021 01H,219
09/15/2021 00H,217
09/14/2021 23H,212
09/14/2021 22H,242
09/14/2021 21H,238
09/14/2021 20H,245
09/14/2021 19H,235
09/14/2021 18H,373
09/14/2021 17H,207
09/14/2021 16H,208
09/14/2021 15H,208
09/14/2021 14H,246
09/14/2021 13H,244
09/14/2021 12H,215
09/14/2021 11H,216
09/14/2021 10H,219
09/14/2021 09H,217
09/14/2021 08H,211
09/14/2021 07H,212
09/14/2021 06H,212
09/14/2021 05H,213
09/14/2021 04H,218
09/14/2021 03H,210
09/14/2021 02H,207
09/14/2021 01H,210
09/14/2021 00H,208
09/13/2021 23H,238
09/13/2021 22H,343
09/13/2021 21H,305
09/13/2021 20H,301
09/13/2021 19H,362
09/13/2021 18H,222
09/13/2021 17H,222
09/13/2021 16H,242
09/13/2021 15H,245
09/13/2021 14H,247
09/13/2021 13H,215
09/13/2021 12H,216
09/13/2021 11H,217
09/13/2021 10H,222
09/13/2021 09H,222
09/13/2021 08H,217
09/13/2021 07H,221
09/13/2021 06H,223
09/13/2021 05H,220
09/13/2021 04H,216
09/13/2021 03H,213
09/13/2021 02H,214
09/13/2021 01H,215
09/13/2021 00H,218
09/12/2021 23H,216
09/12/2021 22H,214
09/12/2021 21H,214
09/12/2021 20H,209
09/12/2021 19H,209
09/12/2021 18H,210
09/12/2021 17H,211
09/12/2021 16H,214
09/12/2021 15H,216
09/12/2021 14H,217
09/12/2021 13H,216
09/12/2021 12H,219
09/12/2021 11H,218
09/12/2021 10H,224
09/12/2021 09H,222
09/12/2021 08H,220
09/12/2021 07H,218
09/12/2021 06H,217
09/12/2021 05H,217
09/12/2021 04H,217
09/12/2021 03H,212
09/12/2021 02H,214
09/12/2021 01H,213
09/12/2021 00H,207
09/11/2021 23H,208
09/11/2021 22H,208
09/11/2021 21H,213
09/11/2021 20H,211
09/11/2021 19H,212
09/11/2021 18H,214
09/11/2021 17H,212
09/11/2021 16H,211
09/11/2021 15H,217
09/11/2021 14H,215
09/11/2021 13H,217
09/11/2021 12H,218
09/11/2021 11H,220
09/11/2021 10H,221
09/11/2021 09H,221
09/11/2021 08H,222
09/11/2021 07H,221
09/11/2021 06H,225
09/11/2021 05H,221
09/11/2021 04H,207
09/11/2021 03H,217
09/11/2021 02H,221
09/11/2021 01H,218
09/11/2021 00H,218
09/10/2021 23H,210
09/10/2021 22H,209
09/10/2021 21H,210
09/10/2021 20H,222
09/10/2021 19H,220
09/10/2021 18H,207
09/10/2021 17H,209
09/10/2021 16H,210
09/10/2021 15H,209
09/10/2021 14H,211
09/10/2021 13H,216
09/10/2021 12H,218
09/10/2021 11H,220
09/10/2021 10H,219
09/10/2021 09H,219
09/10/2021 08H,214
09/10/2021 07H,212
09/10/2021 06H,215
09/10/2021 05H,216
09/10/2021 04H,217
09/10/2021 03H,205
09/10/2021 02H,207
09/10/2021 01H,205
09/10/2021 00H,207
09/9/2021 23H,205
09/9/2021 22H,207
09/9/2021 21H,209
09/9/2021 20H,204
09/9/2021 19H,206
09/9/2021 18H,208
09/9/2021 17H,209
09/9/2021 16H,208
09/9/2021 15H,214
09/9/2021 14H,216
09/9/2021 13H,214
09/9/2021 12H,217
09/9/2021 11H,218
09/9/2021 10H,220
09/9/2021 09H,220
09/9/2021 08H,218
09/9/2021 07H,220
09/9/2021 06H,220
09/9/2021 05H,219
09/9/2021 04H,206
09/9/2021 03H,214
09/9/2021 02H,234
09/9/2021 01H,334
09/9/2021 00H,336
09/8/2021 23H,365
09/8/2021 22H,330
09/8/2021 21H,313
09/8/2021 20H,209
09/8/2021 19H,256
09/8/2021 18H,256
09/8/2021 17H,306
09/8/2021 16H,421
09/8/2021 15H,371
09/8/2021 14H,302
09/8/2021 13H,250
09/8/2021 12H,219
09/8/2021 11H,213
09/8/2021 10H,216
09/8/2021 09H,216
09/8/2021 08H,215
09/8/2021 07H,214
09/8/2021 06H,211
09/8/2021 05H,211
09/8/2021 04H,207
09/8/2021 03H,205
09/8/2021 02H,206
09/8/2021 01H,207
09/8/2021 00H,204
09/7/2021 23H,217
09/7/2021 22H,218
09/7/2021 21H,216
09/7/2021 20H,215
09/7/2021 19H,218
09/7/2021 18H,206
09/7/2021 17H,209
09/7/2021 16H,210
09/7/2021 15H,211
09/7/2021 14H,211
09/7/2021 13H,214
09/7/2021 12H,213
09/7/2021 11H,217
09/7/2021 10H,217
09/7/2021 09H,218
09/7/2021 08H,216
09/7/2021 07H,214
09/7/2021 06H,214
09/7/2021 05H,210
09/7/2021 04H,208
09/7/2021 03H,210
09/7/2021 02H,211
09/7/2021 01H,214
09/7/2021 00H,214
09/6/2021 23H,240
09/6/2021 22H,239
09/6/2021 21H,210
09/6/2021 20H,202
09/6/2021 19H,202
09/6/2021 18H,206
09/6/2021 17H,205
09/6/2021 16H,206
09/6/2021 15H,208
09/6/2021 14H,210
09/6/2021 13H,210
09/6/2021 12H,212
09/6/2021 11H,212
09/6/2021 10H,213
09/6/2021 09H,214
09/6/2021 08H,212
09/6/2021 07H,208
09/6/2021 06H,208
09/6/2021 05H,210
09/6/2021 04H,215
09/6/2021 03H,205
09/6/2021 02H,206
09/6/2021 01H,204
09/6/2021 00H,204
09/5/2021 23H,216
09/5/2021 22H,218
09/5/2021 21H,233
09/5/2021 20H,217
09/5/2021 19H,202
09/5/2021 18H,207
09/5/2021 17H,207
09/5/2021 16H,211
09/5/2021 15H,211
09/5/2021 14H,214
09/5/2021 13H,215
09/5/2021 12H,218
09/5/2021 11H,217
09/5/2021 10H,222
09/5/2021 09H,217
09/5/2021 08H,219
09/5/2021 07H,218
09/5/2021 06H,219
09/5/2021 05H,220
09/5/2021 04H,208
09/5/2021 03H,216
09/5/2021 02H,214
09/5/2021 01H,218
09/5/2021 00H,217
09/4/2021 23H,216
09/4/2021 22H,215
09/4/2021 21H,212
09/4/2021 20H,206
09/4/2021 19H,207
09/4/2021 18H,207
09/4/2021 17H,207
09/4/2021 16H,206
09/4/2021 15H,209
09/4/2021 14H,209
09/4/2021 13H,209
09/4/2021 12H,214
09/4/2021 11H,219
09/4/2021 10H,217
09/4/2021 09H,219
09/4/2021 08H,217
09/4/2021 07H,215
09/4/2021 06H,213
09/4/2021 05H,211
09/4/2021 04H,210
09/4/2021 03H,210
09/4/2021 02H,205
09/4/2021 01H,206
09/4/2021 00H,202
09/3/2021 23H,205
09/3/2021 22H,206
09/3/2021 21H,206
09/3/2021 20H,208
09/3/2021 19H,210
09/3/2021 18H,213
09/3/2021 17H,213
09/3/2021 16H,213
09/3/2021 15H,217
09/3/2021 14H,216
09/3/2021 13H,220
09/3/2021 12H,221
09/3/2021 11H,214
09/3/2021 10H,212
09/3/2021 09H,216
09/3/2021 08H,219
09/3/2021 07H,218
09/3/2021 06H,216
09/3/2021 05H,211
09/3/2021 04H,198
09/3/2021 03H,207
09/3/2021 02H,204
09/3/2021 01H,205
09/3/2021 00H,205
09/2/2021 23H,206
09/2/2021 22H,207
09/2/2021 21H,203
09/2/2021 20H,302
09/2/2021 19H,473
09/2/2021 18H,574
09/2/2021 17H,578
09/2/2021 16H,578
09/2/2021 15H,577
09/2/2021 14H,575
09/2/2021 13H,576
09/2/2021 12H,583
09/2/2021 11H,570
09/2/2021 10H,511
09/2/2021 09H,455
09/2/2021 08H,303
09/2/2021 07H,262
09/2/2021 06H,261
09/2/2021 05H,239
09/2/2021 04H,85
09/2/2021 03H,202
09/2/2021 02H,200
09/2/2021 01H,200
09/2/2021 00H,207
09/1/2021 23H,261
09/1/2021 22H,260
09/1/2021 21H,258
09/1/2021 20H,297
09/1/2021 19H,200
09/1/2021 18H,185
09/1/2021 17H,156
09/1/2021 16H,134
09/1/2021 15H,92
09/1/2021 14H,95
09/1/2021 13H,104
09/1/2021 12H,164
09/1/2021 11H,77
09/1/2021 10H,77
09/1/2021 09H,78
09/1/2021 08H,80
09/1/2021 07H,80
09/1/2021 06H,79
09/1/2021 05H,79
09/1/2021 04H,61
09/1/2021 03H,73
09/1/2021 02H,73
09/1/2021 01H,92
09/1/2021 00H,104
08/31/2021 23H,115
08/31/2021 22H,118
08/31/2021 21H,115
08/31/2021 20H,124
08/31/2021 19H,102
08/31/2021 18H,122
08/31/2021 17H,120
08/31/2021 16H,96
08/31/2021 15H,93
08/31/2021 14H,64
08/31/2021 13H,67
08/31/2021 12H,67
08/31/2021 11H,69
08/31/2021 10H,66
08/31/2021 09H,63
08/31/2021 08H,61
08/31/2021 07H,61
08/31/2021 06H,63
08/31/2021 05H,63
08/31/2021 04H,69
08/31/2021 03H,58
08/31/2021 02H,58
08/31/2021 01H,72
08/31/2021 00H,76
08/30/2021 23H,87
08/30/2021 22H,113
08/30/2021 21H,123
08/30/2021 20H,169
08/30/2021 19H,222
08/30/2021 18H,173
08/30/2021 17H,113
08/30/2021 16H,87
08/30/2021 15H,91
08/30/2021 14H,69
08/30/2021 13H,70
08/30/2021 12H,71
08/30/2021 11H,71
08/30/2021 10H,75
08/30/2021 09H,75
08/30/2021 08H,76
08/30/2021 07H,74
08/30/2021 06H,73
08/30/2021 05H,71
08/30/2021 04H,198
08/30/2021 03H,69
08/30/2021 02H,69
08/30/2021 01H,117
08/30/2021 00H,237
08/29/2021 23H,234
08/29/2021 22H,230
08/29/2021 21H,228
08/29/2021 20H,226
08/29/2021 19H,227
08/29/2021 18H,214
08/29/2021 17H,215
08/29/2021 16H,212
08/29/2021 15H,204
08/29/2021 14H,205
08/29/2021 13H,206
08/29/2021 12H,206
08/29/2021 11H,207
08/29/2021 10H,210
08/29/2021 09H,206
08/29/2021 08H,203
08/29/2021 07H,203
08/29/2021 06H,202
08/29/2021 05H,202
08/29/2021 04H,217
08/29/2021 03H,199
08/29/2021 02H,231
08/29/2021 01H,421
08/29/2021 00H,419
08/28/2021 23H,425
08/28/2021 22H,480
08/28/2021 21H,487
08/28/2021 20H,471
08/28/2021 19H,444
08/28/2021 18H,261
08/28/2021 17H,246
08/28/2021 16H,293
08/28/2021 15H,262
08/28/2021 14H,232
08/28/2021 13H,215
08/28/2021 12H,217
08/28/2021 11H,219
08/28/2021 10H,223
08/28/2021 09H,222
08/28/2021 08H,221
08/28/2021 07H,221
08/28/2021 06H,224
08/28/2021 05H,220
08/28/2021 04H,529
08/28/2021 03H,227
08/28/2021 02H,412
08/28/2021 01H,779
08/28/2021 00H,1017
08/27/2021 23H,922
08/27/2021 22H,1274
08/27/2021 21H,1714
08/27/2021 20H,1720
08/27/2021 19H,1718
08/27/2021 18H,1750
08/27/2021 17H,1644
08/27/2021 16H,1480
08/27/2021 15H,1080
08/27/2021 14H,740
08/27/2021 13H,729
08/27/2021 12H,534
08/27/2021 11H,536
08/27/2021 10H,538
08/27/2021 09H,536
08/27/2021 08H,533
08/27/2021 07H,532
08/27/2021 06H,538
08/27/2021 05H,525
08/27/2021 04H,430
08/27/2021 03H,690
08/27/2021 02H,1043
08/27/2021 01H,1440
08/27/2021 00H,1576
08/26/2021 23H,2007
08/26/2021 22H,2065
08/26/2021 21H,2084
08/26/2021 20H,2258
08/26/2021 19H,2201
08/26/2021 18H,1980
08/26/2021 17H,1585
08/26/2021 16H,1377
08/26/2021 15H,1129
08/26/2021 14H,928
08/26/2021 13H,746
08/26/2021 12H,547
08/26/2021 11H,546
08/26/2021 10H,541
08/26/2021 09H,540
08/26/2021 08H,534
08/26/2021 07H,536
08/26/2021 06H,543
08/26/2021 05H,488
08/26/2021 04H,207
08/26/2021 03H,653
08/26/2021 02H,635
08/26/2021 01H,1189
08/26/2021 00H,1217
08/25/2021 23H,1403
08/25/2021 22H,1692
08/25/2021 21H,1929
08/25/2021 20H,2009
08/25/2021 19H,1953
08/25/2021 18H,1374
08/25/2021 17H,1097
08/25/2021 16H,1058
08/25/2021 15H,928
08/25/2021 14H,539
08/25/2021 13H,469
08/25/2021 12H,274
08/25/2021 11H,271
08/25/2021 10H,256
08/25/2021 09H,212
08/25/2021 08H,210
08/25/2021 07H,207
08/25/2021 06H,209
08/25/2021 05H,208
08/25/2021 04H,211
08/25/2021 03H,204
08/25/2021 02H,846
08/25/2021 01H,1564
08/25/2021 00H,1876
08/24/2021 23H,2961
08/24/2021 22H,3678
08/24/2021 21H,3001
08/24/2021 20H,2805
08/24/2021 19H,1879
08/24/2021 18H,1760
08/24/2021 17H,1256
08/24/2021 16H,847
08/24/2021 15H,711
08/24/2021 14H,408
08/24/2021 13H,216
08/24/2021 12H,218
08/24/2021 11H,217
08/24/2021 10H,219
08/24/2021 09H,220
08/24/2021 08H,222
08/24/2021 07H,220
08/24/2021 06H,221
08/24/2021 05H,216
08/24/2021 04H,202
08/24/2021 03H,211
08/24/2021 02H,220
08/24/2021 01H,238
08/24/2021 00H,480
08/23/2021 23H,1019
08/23/2021 22H,1282
08/23/2021 21H,982
08/23/2021 20H,272
08/23/2021 19H,241
08/23/2021 18H,237
08/23/2021 17H,231
08/23/2021 16H,208
08/23/2021 15H,209
08/23/2021 14H,212
08/23/2021 13H,216
08/23/2021 12H,216
08/23/2021 11H,214
08/23/2021 10H,214
08/23/2021 09H,210
08/23/2021 08H,209
08/23/2021 07H,207
08/23/2021 06H,207
08/23/2021 05H,206
08/23/2021 04H,212
08/23/2021 03H,202
08/23/2021 02H,204
08/23/2021 01H,350
08/23/2021 00H,355
08/22/2021 23H,360
08/22/2021 22H,367
08/22/2021 21H,364
08/22/2021 20H,364
08/22/2021 19H,364
08/22/2021 18H,234
08/22/2021 17H,236
08/22/2021 16H,223
08/22/2021 15H,211
08/22/2021 14H,211
08/22/2021 13H,214
08/22/2021 12H,218
08/22/2021 11H,218
08/22/2021 10H,220
08/22/2021 09H,222
08/22/2021 08H,221
08/22/2021 07H,221
08/22/2021 06H,220
08/22/2021 05H,219
08/22/2021 04H,202
08/22/2021 03H,210
08/22/2021 02H,212
08/22/2021 01H,224
08/22/2021 00H,224
08/21/2021 23H,237
08/21/2021 22H,244
08/21/2021 21H,224
08/21/2021 20H,220
08/21/2021 19H,218
08/21/2021 18H,205
08/21/2021 17H,205
08/21/2021 16H,239
08/21/2021 15H,209
08/21/2021 14H,212
08/21/2021 13H,211
08/21/2021 12H,210
08/21/2021 11H,211
08/21/2021 10H,211
08/21/2021 09H,209
08/21/2021 08H,208
08/21/2021 07H,207
08/21/2021 06H,204
08/21/2021 05H,204
08/21/2021 04H,243
08/21/2021 03H,202
08/21/2021 02H,204
08/21/2021 01H,204
08/21/2021 00H,886
08/20/2021 23H,1729
08/20/2021 22H,1471
08/20/2021 21H,478
08/20/2021 20H,262
08/20/2021 19H,208
08/20/2021 18H,208
08/20/2021 17H,229
08/20/2021 16H,247
08/20/2021 15H,236
08/20/2021 14H,234
08/20/2021 13H,267
08/20/2021 12H,249
08/20/2021 11H,250
08/20/2021 10H,252
08/20/2021 09H,251
08/20/2021 08H,252
08/20/2021 07H,249
08/20/2021 06H,247
08/20/2021 05H,247
08/20/2021 04H,205
08/20/2021 03H,246
08/20/2021 02H,245
08/20/2021 01H,269
08/20/2021 00H,310
08/19/2021 23H,308
08/19/2021 22H,514
08/19/2021 21H,293
08/19/2021 20H,260
08/19/2021 19H,260
08/19/2021 18H,260
08/19/2021 17H,261
08/19/2021 16H,285
08/19/2021 15H,284
08/19/2021 14H,254
08/19/2021 13H,214
08/19/2021 12H,224
08/19/2021 11H,231
08/19/2021 10H,217
08/19/2021 09H,215
08/19/2021 08H,209
08/19/2021 07H,210
08/19/2021 06H,215
08/19/2021 05H,212
08/19/2021 04H,211
08/19/2021 03H,204
08/19/2021 02H,206
08/19/2021 01H,204
08/19/2021 00H,203
08/18/2021 23H,226
08/18/2021 22H,270
08/18/2021 21H,205
08/18/2021 20H,202
08/18/2021 19H,203
08/18/2021 18H,218
08/18/2021 17H,219
08/18/2021 16H,233
08/18/2021 15H,249
08/18/2021 14H,224
08/18/2021 13H,226
08/18/2021 12H,214
08/18/2021 11H,216
08/18/2021 10H,218
08/18/2021 09H,219
08/18/2021 08H,214
08/18/2021 07H,214
08/18/2021 06H,216
08/18/2021 05H,211
08/18/2021 04H,207
08/18/2021 03H,210
08/18/2021 02H,211
08/18/2021 01H,214
08/18/2021 00H,214
08/17/2021 23H,212
08/17/2021 22H,210
08/17/2021 21H,228
08/17/2021 20H,229
08/17/2021 19H,246
08/17/2021 18H,245
08/17/2021 17H,243
08/17/2021 16H,226
08/17/2021 15H,247
08/17/2021 14H,228
08/17/2021 13H,226
08/17/2021 12H,212
08/17/2021 11H,210
08/17/2021 10H,212
08/17/2021 09H,211
08/17/2021 08H,208
08/17/2021 07H,206
08/17/2021 06H,210
08/17/2021 05H,209
08/17/2021 04H,216
08/17/2021 03H,205
08/17/2021 02H,204
08/17/2021 01H,208
08/17/2021 00H,206
08/16/2021 23H,250
08/16/2021 22H,249
08/16/2021 21H,209
08/16/2021 20H,205
08/16/2021 19H,207
08/16/2021 18H,211
08/16/2021 17H,209
08/16/2021 16H,208
08/16/2021 15H,245
08/16/2021 14H,265
08/16/2021 13H,230
08/16/2021 12H,216
08/16/2021 11H,217
08/16/2021 10H,218
