Net generation from coal for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.COL.H
19:20:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.COL.H megawatthours
10/7/2021 17H,4320
10/7/2021 16H,4222
10/7/2021 15H,4148
10/7/2021 14H,4135
10/7/2021 13H,4122
10/7/2021 12H,4104
10/7/2021 11H,4046
10/7/2021 10H,3996
10/7/2021 09H,3991
10/7/2021 08H,3901
10/7/2021 07H,3761
10/7/2021 06H,4051
10/7/2021 05H,4081
10/7/2021 04H,4258
10/7/2021 03H,4396
10/7/2021 02H,4634
10/7/2021 01H,4636
10/7/2021 00H,4638
10/6/2021 23H,4633
10/6/2021 22H,4628
10/6/2021 21H,4638
10/6/2021 20H,4530
10/6/2021 19H,4276
10/6/2021 18H,4127
10/6/2021 17H,4103
10/6/2021 16H,3931
10/6/2021 15H,3697
10/6/2021 14H,3631
10/6/2021 13H,3621
10/6/2021 12H,3615
10/6/2021 11H,3560
10/6/2021 10H,3517
10/6/2021 09H,3412
10/6/2021 08H,3350
10/6/2021 07H,3443
10/6/2021 06H,3589
10/6/2021 05H,3658
10/6/2021 04H,3724
10/6/2021 03H,3833
10/6/2021 02H,3862
10/6/2021 01H,3873
10/6/2021 00H,3885
10/5/2021 23H,3876
10/5/2021 22H,3875
10/5/2021 21H,3847
10/5/2021 20H,3651
10/5/2021 19H,3759
10/5/2021 18H,3759
10/5/2021 17H,3748
10/5/2021 16H,3609
10/5/2021 15H,3567
10/5/2021 14H,3557
10/5/2021 13H,3558
10/5/2021 12H,3581
10/5/2021 11H,3543
10/5/2021 10H,3555
10/5/2021 09H,3569
10/5/2021 08H,3559
10/5/2021 07H,3537
10/5/2021 06H,3644
10/5/2021 05H,3796
10/5/2021 04H,4053
10/5/2021 03H,4191
10/5/2021 02H,4313
10/5/2021 01H,4337
10/5/2021 00H,4331
10/4/2021 23H,4192
10/4/2021 22H,4189
10/4/2021 21H,4221
10/4/2021 20H,4268
10/4/2021 19H,4279
10/4/2021 18H,4262
10/4/2021 17H,4169
10/4/2021 16H,4165
10/4/2021 15H,4141
10/4/2021 14H,4125
10/4/2021 13H,4230
10/4/2021 12H,4073
10/4/2021 11H,3926
10/4/2021 10H,3921
10/4/2021 09H,3816
10/4/2021 08H,3798
10/4/2021 07H,3815
10/4/2021 06H,3831
10/4/2021 05H,3898
10/4/2021 04H,4163
10/4/2021 03H,4583
10/4/2021 02H,4669
10/4/2021 01H,4681
10/4/2021 00H,4705
10/3/2021 23H,4707
10/3/2021 22H,4681
10/3/2021 21H,4694
10/3/2021 20H,4707
10/3/2021 19H,4688
10/3/2021 18H,4690
10/3/2021 17H,4621
10/3/2021 16H,4432
10/3/2021 15H,4342
10/3/2021 14H,4342
10/3/2021 13H,4351
10/3/2021 12H,4258
10/3/2021 11H,4236
10/3/2021 10H,4231
10/3/2021 09H,4196
10/3/2021 08H,4250
10/3/2021 07H,4279
10/3/2021 06H,4493
10/3/2021 05H,4868
10/3/2021 04H,4847
10/3/2021 03H,4464
10/3/2021 02H,4486
10/3/2021 01H,4533
10/3/2021 00H,4541
10/2/2021 23H,4559
10/2/2021 22H,4558
10/2/2021 21H,4565
10/2/2021 20H,4577
10/2/2021 19H,4588
10/2/2021 18H,4582
10/2/2021 17H,4592
10/2/2021 16H,4547
10/2/2021 15H,4568
10/2/2021 14H,4524
10/2/2021 13H,4503
10/2/2021 12H,4508
10/2/2021 11H,4495
10/2/2021 10H,4511
10/2/2021 09H,4735
10/2/2021 08H,5053
10/2/2021 07H,5154
10/2/2021 06H,5331
10/2/2021 05H,5450
10/2/2021 04H,5386
10/2/2021 03H,5434
10/2/2021 02H,5382
10/2/2021 01H,5693
10/2/2021 00H,5704
10/1/2021 23H,5742
10/1/2021 22H,5838
10/1/2021 21H,6175
10/1/2021 20H,6184
10/1/2021 19H,6043
10/1/2021 18H,5974
10/1/2021 17H,5794
10/1/2021 16H,5564
10/1/2021 15H,5508
10/1/2021 14H,5562
10/1/2021 13H,5617
10/1/2021 12H,5468
10/1/2021 11H,5363
10/1/2021 10H,5326
10/1/2021 09H,5395
10/1/2021 08H,5428
10/1/2021 07H,5488
10/1/2021 06H,5457
10/1/2021 05H,5490
10/1/2021 04H,5558
10/1/2021 03H,5637
10/1/2021 02H,5575
10/1/2021 01H,5475
10/1/2021 00H,5595
09/30/2021 23H,5727
09/30/2021 22H,5753
09/30/2021 21H,5750
09/30/2021 20H,5745
09/30/2021 19H,5710
09/30/2021 18H,5567
09/30/2021 17H,4980
09/30/2021 16H,4905
09/30/2021 15H,5230
09/30/2021 14H,5365
09/30/2021 13H,5435
09/30/2021 12H,5484
09/30/2021 11H,5483
09/30/2021 10H,5433
09/30/2021 09H,5260
09/30/2021 08H,5312
09/30/2021 07H,5211
09/30/2021 06H,5548
09/30/2021 05H,5606
09/30/2021 04H,5667
09/30/2021 03H,5744
09/30/2021 02H,5738
09/30/2021 01H,5629
09/30/2021 00H,5718
09/29/2021 23H,5728
09/29/2021 22H,5742
09/29/2021 21H,5727
09/29/2021 20H,5741
09/29/2021 19H,5633
09/29/2021 18H,5663
09/29/2021 17H,5488
09/29/2021 16H,5436
09/29/2021 15H,5477
09/29/2021 14H,5483
09/29/2021 13H,5480
09/29/2021 12H,5484
09/29/2021 11H,5390
09/29/2021 10H,5371
09/29/2021 09H,5339
09/29/2021 08H,5384
09/29/2021 07H,5331
09/29/2021 06H,5108
09/29/2021 05H,5063
09/29/2021 04H,5154
09/29/2021 03H,5582
09/29/2021 02H,5728
09/29/2021 01H,5723
09/29/2021 00H,5715
09/28/2021 23H,5615
09/28/2021 22H,5324
09/28/2021 21H,5247
09/28/2021 20H,5152
09/28/2021 19H,5054
09/28/2021 18H,4936
09/28/2021 17H,4949
09/28/2021 16H,4863
09/28/2021 15H,4736
09/28/2021 14H,4752
09/28/2021 13H,4797
09/28/2021 12H,4699
09/28/2021 11H,4581
09/28/2021 10H,4598
09/28/2021 09H,4561
09/28/2021 08H,4538
09/28/2021 07H,4555
09/28/2021 06H,4688
09/28/2021 05H,4673
09/28/2021 04H,4838
09/28/2021 03H,4881
09/28/2021 02H,4648
09/28/2021 01H,4552
09/28/2021 00H,4487
09/27/2021 23H,4445
09/27/2021 22H,4299
09/27/2021 21H,3983
09/27/2021 20H,4043
09/27/2021 19H,4123
09/27/2021 18H,4039
09/27/2021 17H,4048
09/27/2021 16H,3974
09/27/2021 15H,3962
09/27/2021 14H,3956
09/27/2021 13H,4115
09/27/2021 12H,4126
09/27/2021 11H,4102
09/27/2021 10H,3877
09/27/2021 09H,3718
09/27/2021 08H,3842
09/27/2021 07H,3765
09/27/2021 06H,4100
09/27/2021 05H,4102
09/27/2021 04H,4125
09/27/2021 03H,4226
09/27/2021 02H,4237
09/27/2021 01H,4220
09/27/2021 00H,4302
09/26/2021 23H,4376
09/26/2021 22H,4586
09/26/2021 21H,4518
09/26/2021 20H,4573
09/26/2021 19H,4871
09/26/2021 18H,4729
09/26/2021 17H,4616
09/26/2021 16H,4414
09/26/2021 15H,4486
09/26/2021 14H,4472
09/26/2021 13H,4501
09/26/2021 12H,4585
09/26/2021 11H,4570
09/26/2021 10H,4549
09/26/2021 09H,4555
09/26/2021 08H,4611
09/26/2021 07H,4492
09/26/2021 06H,4802
09/26/2021 05H,4968
09/26/2021 04H,4756
09/26/2021 03H,4741
09/26/2021 02H,4865
09/26/2021 01H,4913
09/26/2021 00H,4937
09/25/2021 23H,4935
09/25/2021 22H,4888
09/25/2021 21H,4831
09/25/2021 20H,4658
09/25/2021 19H,4519
09/25/2021 18H,4455
09/25/2021 17H,4394
09/25/2021 16H,4385
09/25/2021 15H,4413
09/25/2021 14H,4443
09/25/2021 13H,4488
09/25/2021 12H,4496
09/25/2021 11H,4427
09/25/2021 10H,4382
09/25/2021 09H,4362
09/25/2021 08H,4368
09/25/2021 07H,4521
09/25/2021 06H,4781
09/25/2021 05H,4944
09/25/2021 04H,5077
09/25/2021 03H,5272
09/25/2021 02H,5407
09/25/2021 01H,5462
09/25/2021 00H,5476
09/24/2021 23H,5425
09/24/2021 22H,5363
09/24/2021 21H,5144
09/24/2021 20H,4656
09/24/2021 19H,4598
09/24/2021 18H,4555
09/24/2021 17H,4367
09/24/2021 16H,4172
09/24/2021 15H,4052
09/24/2021 14H,3982
09/24/2021 13H,4128
09/24/2021 12H,4116
09/24/2021 11H,4184
09/24/2021 10H,4045
09/24/2021 09H,4477
09/24/2021 08H,4509
09/24/2021 07H,4674
09/24/2021 06H,4833
09/24/2021 05H,4935
09/24/2021 04H,5156
09/24/2021 03H,5205
09/24/2021 02H,5348
09/24/2021 01H,5437
09/24/2021 00H,5338
09/23/2021 23H,5357
09/23/2021 22H,5337
09/23/2021 21H,5262
09/23/2021 20H,5139
09/23/2021 19H,4907
09/23/2021 18H,4777
09/23/2021 17H,4621
09/23/2021 16H,4337
09/23/2021 15H,4202
09/23/2021 14H,4234
09/23/2021 13H,4344
09/23/2021 12H,4509
09/23/2021 11H,4699
09/23/2021 10H,4938
09/23/2021 09H,4927
09/23/2021 08H,4903
09/23/2021 07H,5248
09/23/2021 06H,5381
09/23/2021 05H,5704
09/23/2021 04H,5788
09/23/2021 03H,5861
09/23/2021 02H,5940
09/23/2021 01H,5990
09/23/2021 00H,6001
09/22/2021 23H,5907
09/22/2021 22H,5644
09/22/2021 21H,5594
09/22/2021 20H,5622
09/22/2021 19H,5632
09/22/2021 18H,5769
09/22/2021 17H,5770
09/22/2021 16H,5546
09/22/2021 15H,5444
09/22/2021 14H,5405
09/22/2021 13H,5335
09/22/2021 12H,5504
09/22/2021 11H,5682
09/22/2021 10H,5673
09/22/2021 09H,5673
09/22/2021 08H,5774
09/22/2021 07H,5780
09/22/2021 06H,5855
09/22/2021 05H,6058
09/22/2021 04H,6290
09/22/2021 03H,6277
09/22/2021 02H,6300
09/22/2021 01H,6310
09/22/2021 00H,6333
09/21/2021 23H,6295
09/21/2021 22H,6319
09/21/2021 21H,6099
09/21/2021 20H,5997
09/21/2021 19H,5992
09/21/2021 18H,6094
09/21/2021 17H,6105
09/21/2021 16H,5949
09/21/2021 15H,5853
09/21/2021 14H,5962
09/21/2021 13H,6056
09/21/2021 12H,5841
09/21/2021 11H,5764
09/21/2021 10H,5603
09/21/2021 09H,5594
09/21/2021 08H,5573
09/21/2021 07H,5727
09/21/2021 06H,5882
09/21/2021 05H,6013
09/21/2021 04H,6014
09/21/2021 03H,6223
09/21/2021 02H,6239
09/21/2021 01H,6220
09/21/2021 00H,6221
09/20/2021 23H,6230
09/20/2021 22H,6260
09/20/2021 21H,6273
09/20/2021 20H,6281
09/20/2021 19H,6203
09/20/2021 18H,6208
09/20/2021 17H,6226
09/20/2021 16H,6229
09/20/2021 15H,6064
09/20/2021 14H,6033
09/20/2021 13H,5951
09/20/2021 12H,5819
09/20/2021 11H,5724
09/20/2021 10H,5681
09/20/2021 09H,5522
09/20/2021 08H,5501
09/20/2021 07H,5484
09/20/2021 06H,5875
09/20/2021 05H,5918
09/20/2021 04H,6201
09/20/2021 03H,6295
09/20/2021 02H,6197
09/20/2021 01H,5989
09/20/2021 00H,5988
09/19/2021 23H,6086
09/19/2021 22H,6099
09/19/2021 21H,6038
09/19/2021 20H,6115
09/19/2021 19H,6108
09/19/2021 18H,6093
09/19/2021 17H,6147
09/19/2021 16H,6151
09/19/2021 15H,6000
09/19/2021 14H,5831
09/19/2021 13H,5802
09/19/2021 12H,5826
09/19/2021 11H,5836
09/19/2021 10H,5784
09/19/2021 09H,5603
09/19/2021 08H,5582
09/19/2021 07H,5562
09/19/2021 06H,5796
09/19/2021 05H,5842
09/19/2021 04H,5842
09/19/2021 03H,6051
09/19/2021 02H,6136
09/19/2021 01H,6246
09/19/2021 00H,6280
09/18/2021 23H,6348
09/18/2021 22H,6307
09/18/2021 21H,6339
09/18/2021 20H,6315
09/18/2021 19H,6280
09/18/2021 18H,6009
09/18/2021 17H,5951
09/18/2021 16H,5948
09/18/2021 15H,5933
09/18/2021 14H,5914
09/18/2021 13H,5940
09/18/2021 12H,5931
09/18/2021 11H,5852
09/18/2021 10H,5741
09/18/2021 09H,5624
09/18/2021 08H,5483
09/18/2021 07H,5361
09/18/2021 06H,5684
09/18/2021 05H,5825
09/18/2021 04H,5930
09/18/2021 03H,6809
09/18/2021 02H,7715
09/18/2021 01H,7883
09/18/2021 00H,7912
09/17/2021 23H,7897
09/17/2021 22H,7861
09/17/2021 21H,7723
09/17/2021 20H,7616
09/17/2021 19H,7740
09/17/2021 18H,7704
09/17/2021 17H,7437
09/17/2021 16H,6863
09/17/2021 15H,6350
09/17/2021 14H,6048
09/17/2021 13H,6047
09/17/2021 12H,6055
09/17/2021 11H,5979
09/17/2021 10H,5878
09/17/2021 09H,5770
09/17/2021 08H,5579
09/17/2021 07H,5635
09/17/2021 06H,5986
09/17/2021 05H,6046
09/17/2021 04H,6155
09/17/2021 03H,6856
09/17/2021 02H,7356
09/17/2021 01H,7345
09/17/2021 00H,7400
09/16/2021 23H,7789
09/16/2021 22H,7948
09/16/2021 21H,7899
09/16/2021 20H,7965
09/16/2021 19H,7971
09/16/2021 18H,7938
09/16/2021 17H,7917
09/16/2021 16H,7894
09/16/2021 15H,7208
09/16/2021 14H,7034
09/16/2021 13H,6880
09/16/2021 12H,6821
09/16/2021 11H,6807
09/16/2021 10H,6775
09/16/2021 09H,6655
09/16/2021 08H,6819
09/16/2021 07H,7104
09/16/2021 06H,7334
09/16/2021 05H,7434
09/16/2021 04H,7407
09/16/2021 03H,7815
09/16/2021 02H,8084
09/16/2021 01H,8126
09/16/2021 00H,8202
09/15/2021 23H,8170
09/15/2021 22H,8224
09/15/2021 21H,8181
09/15/2021 20H,7833
09/15/2021 19H,8059
09/15/2021 18H,8435
09/15/2021 17H,8464
09/15/2021 16H,8507
09/15/2021 15H,8378
09/15/2021 14H,8234
09/15/2021 13H,8180
09/15/2021 12H,8281
09/15/2021 11H,8151
09/15/2021 10H,7314
09/15/2021 09H,6822
09/15/2021 08H,7126
09/15/2021 07H,7390
09/15/2021 06H,7886
09/15/2021 05H,7946
09/15/2021 04H,8142
09/15/2021 03H,8287
09/15/2021 02H,8289
09/15/2021 01H,8237
09/15/2021 00H,8253
09/14/2021 23H,8284
09/14/2021 22H,8304
09/14/2021 21H,8149
09/14/2021 20H,8123
09/14/2021 19H,8110
09/14/2021 18H,8112
09/14/2021 17H,8106
09/14/2021 16H,7860
09/14/2021 15H,7115
09/14/2021 14H,7026
09/14/2021 13H,7395
09/14/2021 12H,8005
09/14/2021 11H,7568
09/14/2021 10H,6806
09/14/2021 09H,6439
09/14/2021 08H,6526
09/14/2021 07H,6840
09/14/2021 06H,7052
09/14/2021 05H,7382
09/14/2021 04H,7546
09/14/2021 03H,7748
09/14/2021 02H,7977
09/14/2021 01H,8000
09/14/2021 00H,7926
09/13/2021 23H,7943
09/13/2021 22H,8000
09/13/2021 21H,7960
09/13/2021 20H,7604
09/13/2021 19H,7463
09/13/2021 18H,7447
09/13/2021 17H,7162
09/13/2021 16H,6487
09/13/2021 15H,6115
09/13/2021 14H,6179
09/13/2021 13H,6684
09/13/2021 12H,6982
09/13/2021 11H,6989
09/13/2021 10H,6730
09/13/2021 09H,6448
09/13/2021 08H,6476
09/13/2021 07H,6733
09/13/2021 06H,6738
09/13/2021 05H,6403
09/13/2021 04H,6636
09/13/2021 03H,7058
09/13/2021 02H,7145
09/13/2021 01H,7227
09/13/2021 00H,7448
09/12/2021 23H,7528
09/12/2021 22H,7522
09/12/2021 21H,7536
09/12/2021 20H,7554
09/12/2021 19H,7494
09/12/2021 18H,7195
09/12/2021 17H,6970
09/12/2021 16H,6399
09/12/2021 15H,5853
09/12/2021 14H,5819
09/12/2021 13H,5884
09/12/2021 12H,6072
09/12/2021 11H,6330
09/12/2021 10H,6271
09/12/2021 09H,6226
09/12/2021 08H,6357
09/12/2021 07H,6484
09/12/2021 06H,6621
09/12/2021 05H,6006
09/12/2021 04H,6147
09/12/2021 03H,6596
09/12/2021 02H,7020
09/12/2021 01H,6994
09/12/2021 00H,7072
09/11/2021 23H,6925
09/11/2021 22H,6789
09/11/2021 21H,6808
09/11/2021 20H,6789
09/11/2021 19H,6794
09/11/2021 18H,6621
09/11/2021 17H,6377
09/11/2021 16H,5846
09/11/2021 15H,5374
09/11/2021 14H,5010
09/11/2021 13H,5209
09/11/2021 12H,5379
09/11/2021 11H,5234
09/11/2021 10H,5179
09/11/2021 09H,5156
09/11/2021 08H,5318
09/11/2021 07H,5851
09/11/2021 06H,5770
09/11/2021 05H,5825
09/11/2021 04H,5935
09/11/2021 03H,6432
09/11/2021 02H,6755
09/11/2021 01H,7382
09/11/2021 00H,7744
09/10/2021 23H,7945
09/10/2021 22H,8116
09/10/2021 21H,8241
09/10/2021 20H,8034
09/10/2021 19H,7636
09/10/2021 18H,6990
09/10/2021 17H,6584
09/10/2021 16H,6225
09/10/2021 15H,5898
09/10/2021 14H,5820
09/10/2021 13H,5957
09/10/2021 12H,5963
09/10/2021 11H,5790
09/10/2021 10H,5455
09/10/2021 09H,5321
09/10/2021 08H,5277
09/10/2021 07H,5396
09/10/2021 06H,5948
09/10/2021 05H,5934
09/10/2021 04H,6219
09/10/2021 03H,6853
09/10/2021 02H,7397
09/10/2021 01H,7564
09/10/2021 00H,7765
09/9/2021 23H,7821
09/9/2021 22H,7881
09/9/2021 21H,7873
09/9/2021 20H,7795
09/9/2021 19H,7648
09/9/2021 18H,7632
09/9/2021 17H,7360
09/9/2021 16H,7192
09/9/2021 15H,6508
09/9/2021 14H,6236
09/9/2021 13H,6478
09/9/2021 12H,6833
09/9/2021 11H,6313
09/9/2021 10H,5948
09/9/2021 09H,5882
09/9/2021 08H,6055
09/9/2021 07H,6092
09/9/2021 06H,6208
09/9/2021 05H,6224
09/9/2021 04H,6582
09/9/2021 03H,7104
09/9/2021 02H,7527
09/9/2021 01H,7608
09/9/2021 00H,7865
09/8/2021 23H,7922
09/8/2021 22H,7907
09/8/2021 21H,7876
09/8/2021 20H,7864
09/8/2021 19H,7824
09/8/2021 18H,7808
09/8/2021 17H,7555
09/8/2021 16H,7504
09/8/2021 15H,7361
09/8/2021 14H,6921
09/8/2021 13H,6741
09/8/2021 12H,7325
09/8/2021 11H,6792
09/8/2021 10H,6305
09/8/2021 09H,5998
09/8/2021 08H,5979
09/8/2021 07H,6210
09/8/2021 06H,6662
09/8/2021 05H,6733
09/8/2021 04H,7154
09/8/2021 03H,7318
09/8/2021 02H,7449
09/8/2021 01H,7612
09/8/2021 00H,7840
09/7/2021 23H,7894
09/7/2021 22H,7882
09/7/2021 21H,7884
09/7/2021 20H,7907
09/7/2021 19H,7894
09/7/2021 18H,7808
09/7/2021 17H,7715
09/7/2021 16H,7440
09/7/2021 15H,6610
09/7/2021 14H,6305
09/7/2021 13H,6584
09/7/2021 12H,6868
09/7/2021 11H,6376
09/7/2021 10H,5748
09/7/2021 09H,5540
09/7/2021 08H,5540
09/7/2021 07H,5728
09/7/2021 06H,6224
09/7/2021 05H,6368
09/7/2021 04H,6297
09/7/2021 03H,6941
09/7/2021 02H,7210
09/7/2021 01H,7331
09/7/2021 00H,7345
09/6/2021 23H,7436
09/6/2021 22H,7576
09/6/2021 21H,7605
09/6/2021 20H,7486
09/6/2021 19H,7417
09/6/2021 18H,7364
09/6/2021 17H,7389
09/6/2021 16H,6874
09/6/2021 15H,6166
09/6/2021 14H,6246
09/6/2021 13H,6562
09/6/2021 12H,6574
09/6/2021 11H,6697
09/6/2021 10H,6423
09/6/2021 09H,6357
09/6/2021 08H,6567
09/6/2021 07H,6805
09/6/2021 06H,7252
09/6/2021 05H,6626
09/6/2021 04H,6773
09/6/2021 03H,6998
09/6/2021 02H,7518
09/6/2021 01H,7472
09/6/2021 00H,7461
09/5/2021 23H,7672
09/5/2021 22H,7641
09/5/2021 21H,7713
09/5/2021 20H,7749
09/5/2021 19H,7632
09/5/2021 18H,7226
09/5/2021 17H,6257
09/5/2021 16H,5755
09/5/2021 15H,5698
09/5/2021 14H,5775
09/5/2021 13H,5566
09/5/2021 12H,5391
09/5/2021 11H,5385
09/5/2021 10H,5549
09/5/2021 09H,5607
09/5/2021 08H,5736
09/5/2021 07H,5834
09/5/2021 06H,5881
09/5/2021 05H,5871
09/5/2021 04H,5936
09/5/2021 03H,6182
09/5/2021 02H,6770
09/5/2021 01H,7258
09/5/2021 00H,7301
09/4/2021 23H,7516
09/4/2021 22H,7435
09/4/2021 21H,7323
09/4/2021 20H,7210
09/4/2021 19H,7043
09/4/2021 18H,6787
09/4/2021 17H,6026
09/4/2021 16H,5429
09/4/2021 15H,5044
09/4/2021 14H,4946
09/4/2021 13H,4803
09/4/2021 12H,5017
09/4/2021 11H,5224
09/4/2021 10H,5195
09/4/2021 09H,5201
09/4/2021 08H,5261
09/4/2021 07H,5392
09/4/2021 06H,5654
09/4/2021 05H,5826
09/4/2021 04H,5907
09/4/2021 03H,6325
09/4/2021 02H,7190
09/4/2021 01H,7159
09/4/2021 00H,7167
09/3/2021 23H,7575
09/3/2021 22H,7663
09/3/2021 21H,7692
09/3/2021 20H,7618
09/3/2021 19H,7376
09/3/2021 18H,7266
09/3/2021 17H,6481
09/3/2021 16H,6109
09/3/2021 15H,5720
09/3/2021 14H,5673
09/3/2021 13H,5702
09/3/2021 12H,5805
09/3/2021 11H,5716
09/3/2021 10H,5554
09/3/2021 09H,5534
09/3/2021 08H,5592
09/3/2021 07H,5652
09/3/2021 06H,6136
09/3/2021 05H,6312
09/3/2021 04H,6893
09/3/2021 03H,8090
09/3/2021 02H,8401
09/3/2021 01H,9008
09/3/2021 00H,9023
09/2/2021 23H,9100
09/2/2021 22H,9196
09/2/2021 21H,9186
09/2/2021 20H,9028
09/2/2021 19H,9135
09/2/2021 18H,8809
09/2/2021 17H,7937
09/2/2021 16H,7182
09/2/2021 15H,6366
09/2/2021 14H,6140
09/2/2021 13H,6139
09/2/2021 12H,6165
09/2/2021 11H,6166
09/2/2021 10H,6033
09/2/2021 09H,5929
09/2/2021 08H,6131
09/2/2021 07H,6292
09/2/2021 06H,6356
09/2/2021 05H,6460
09/2/2021 04H,7276
09/2/2021 03H,8545
09/2/2021 02H,9174
09/2/2021 01H,9263
09/2/2021 00H,9273
09/1/2021 23H,9402
09/1/2021 22H,9417
09/1/2021 21H,9391
09/1/2021 20H,9413
09/1/2021 19H,9380
09/1/2021 18H,9251
09/1/2021 17H,8927
09/1/2021 16H,8628
09/1/2021 15H,7481
09/1/2021 14H,6495
09/1/2021 13H,6353
09/1/2021 12H,6697
09/1/2021 11H,6386
09/1/2021 10H,6204
09/1/2021 09H,6201
09/1/2021 08H,6304
09/1/2021 07H,6388
09/1/2021 06H,6535
09/1/2021 05H,6720
09/1/2021 04H,6966
09/1/2021 03H,7689
09/1/2021 02H,8617
09/1/2021 01H,9366
09/1/2021 00H,9054
08/31/2021 23H,8857
08/31/2021 22H,8797
08/31/2021 21H,8863
08/31/2021 20H,9043
08/31/2021 19H,8780
08/31/2021 18H,8972
08/31/2021 17H,9388
08/31/2021 16H,9295
08/31/2021 15H,9273
08/31/2021 14H,8889
08/31/2021 13H,8483
08/31/2021 12H,8607
08/31/2021 11H,7586
08/31/2021 10H,7145
08/31/2021 09H,7148
08/31/2021 08H,7169
08/31/2021 07H,7241
08/31/2021 06H,7285
08/31/2021 05H,7319
08/31/2021 04H,7746
08/31/2021 03H,8964
08/31/2021 02H,10038
08/31/2021 01H,10100
08/31/2021 00H,9765
08/30/2021 23H,10496
08/30/2021 22H,10185
08/30/2021 21H,10170
08/30/2021 20H,10297
08/30/2021 19H,10264
08/30/2021 18H,10279
08/30/2021 17H,10310
08/30/2021 16H,10033
08/30/2021 15H,9455
08/30/2021 14H,8458
08/30/2021 13H,8068
08/30/2021 12H,8022
08/30/2021 11H,7479
08/30/2021 10H,7209
08/30/2021 09H,7200
08/30/2021 08H,7217
08/30/2021 07H,7243
08/30/2021 06H,7347
08/30/2021 05H,7530
08/30/2021 04H,8502
08/30/2021 03H,9776
08/30/2021 02H,10025
08/30/2021 01H,10185
08/30/2021 00H,10106
08/29/2021 23H,10370
08/29/2021 22H,10794
08/29/2021 21H,10610
08/29/2021 20H,10581
08/29/2021 19H,10584
08/29/2021 18H,10332
08/29/2021 17H,9825
08/29/2021 16H,9290
08/29/2021 15H,7842
08/29/2021 14H,7320
08/29/2021 13H,7224
08/29/2021 12H,7226
08/29/2021 11H,7288
08/29/2021 10H,7288
08/29/2021 09H,7293
08/29/2021 08H,7319
08/29/2021 07H,7443
08/29/2021 06H,7780
08/29/2021 05H,8031
08/29/2021 04H,8713
08/29/2021 03H,9817
08/29/2021 02H,10020
08/29/2021 01H,10164
08/29/2021 00H,10384
08/28/2021 23H,10458
08/28/2021 22H,10526
08/28/2021 21H,10483
08/28/2021 20H,10296
08/28/2021 19H,10271
08/28/2021 18H,10353
08/28/2021 17H,10231
08/28/2021 16H,10030
08/28/2021 15H,8637
08/28/2021 14H,7368
08/28/2021 13H,7041
08/28/2021 12H,7038
08/28/2021 11H,7004
08/28/2021 10H,6970
08/28/2021 09H,6973
08/28/2021 08H,6946
08/28/2021 07H,7191
08/28/2021 06H,7372
08/28/2021 05H,7394
08/28/2021 04H,7938
08/28/2021 03H,9367
08/28/2021 02H,10466
08/28/2021 01H,10520
08/28/2021 00H,10416
08/27/2021 23H,10721
08/27/2021 22H,10966
08/27/2021 21H,11037
08/27/2021 20H,11104
08/27/2021 19H,10975
08/27/2021 18H,10955
08/27/2021 17H,10923
08/27/2021 16H,11012
08/27/2021 15H,10442
08/27/2021 14H,8660
08/27/2021 13H,7899
08/27/2021 12H,7808
08/27/2021 11H,7256
08/27/2021 10H,6950
08/27/2021 09H,6917
08/27/2021 08H,6919
08/27/2021 07H,7157
08/27/2021 06H,7443
08/27/2021 05H,7881
08/27/2021 04H,9356
08/27/2021 03H,10306
08/27/2021 02H,10378
08/27/2021 01H,10443
08/27/2021 00H,10384
08/26/2021 23H,10463
08/26/2021 22H,10419
08/26/2021 21H,10608
08/26/2021 20H,10619
08/26/2021 19H,10558
08/26/2021 18H,10435
08/26/2021 17H,9819
08/26/2021 16H,9689
08/26/2021 15H,8678
08/26/2021 14H,7613
08/26/2021 13H,7048
08/26/2021 12H,7379
08/26/2021 11H,7309
08/26/2021 10H,7295
08/26/2021 09H,7310
08/26/2021 08H,7310
08/26/2021 07H,7440
08/26/2021 06H,7562
08/26/2021 05H,8116
08/26/2021 04H,9419
08/26/2021 03H,9995
08/26/2021 02H,10373
08/26/2021 01H,10859
08/26/2021 00H,10881
08/25/2021 23H,10853
08/25/2021 22H,10752
08/25/2021 21H,10696
08/25/2021 20H,10950
08/25/2021 19H,11113
08/25/2021 18H,11104
08/25/2021 17H,11053
08/25/2021 16H,11074
08/25/2021 15H,10466
08/25/2021 14H,8976
08/25/2021 13H,7970
08/25/2021 12H,7854
08/25/2021 11H,7658
08/25/2021 10H,7401
08/25/2021 09H,7546
08/25/2021 08H,7736
08/25/2021 07H,7910
08/25/2021 06H,8716
08/25/2021 05H,9138
08/25/2021 04H,9946
08/25/2021 03H,10814
08/25/2021 02H,10986
08/25/2021 01H,11026
08/25/2021 00H,11025
08/24/2021 23H,11022
08/24/2021 22H,11018
08/24/2021 21H,11051
08/24/2021 20H,11034
08/24/2021 19H,10890
08/24/2021 18H,11110
08/24/2021 17H,11110
08/24/2021 16H,10673
08/24/2021 15H,10113
08/24/2021 14H,8534
08/24/2021 13H,7538
08/24/2021 12H,7443
08/24/2021 11H,7286
08/24/2021 10H,7347
08/24/2021 09H,7335
