Net generation from solar for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.SUN.H
19:22:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.SUN.H megawatthours
01/6/2020 22H,1532
01/6/2020 21H,1448
01/6/2020 20H,1434
01/6/2020 19H,1462
01/6/2020 18H,1439
01/6/2020 17H,1299
01/6/2020 16H,734
01/6/2020 15H,134
01/6/2020 14H,63
01/6/2020 13H,34
01/6/2020 12H,16
01/6/2020 11H,15
01/6/2020 10H,17
01/6/2020 09H,24
01/6/2020 08H,18
01/6/2020 07H,15
01/6/2020 06H,88
01/6/2020 05H,116
01/6/2020 04H,129
01/6/2020 03H,118
01/6/2020 02H,120
01/6/2020 01H,182
01/6/2020 00H,681
01/5/2020 23H,1277
01/5/2020 22H,1529
01/5/2020 21H,1519
01/5/2020 20H,1493
01/5/2020 19H,1511
01/5/2020 18H,1482
01/5/2020 17H,1301
01/5/2020 16H,698
01/5/2020 15H,80
01/5/2020 14H,10
01/5/2020 13H,3
01/5/2020 12H,1
01/5/2020 11H,-1
01/5/2020 10H,-1
01/5/2020 09H,-3
01/5/2020 08H,-2
01/5/2020 07H,-2
01/5/2020 06H,-3
01/5/2020 05H,-1
01/5/2020 04H,67
01/5/2020 03H,131
01/5/2020 02H,129
01/5/2020 01H,160
01/5/2020 00H,649
01/4/2020 23H,1303
01/4/2020 22H,1452
01/4/2020 21H,1428
01/4/2020 20H,1448
01/4/2020 19H,1475
01/4/2020 18H,1428
01/4/2020 17H,1154
01/4/2020 16H,641
01/4/2020 15H,78
01/4/2020 14H,8
01/4/2020 13H,-1
01/4/2020 12H,-2
01/4/2020 11H,-1
01/4/2020 10H,-3
01/4/2020 09H,-2
01/4/2020 08H,-1
01/4/2020 07H,-4
01/4/2020 06H,-1
01/4/2020 05H,-2
01/4/2020 04H,9
01/4/2020 03H,80
01/4/2020 02H,120
01/4/2020 01H,154
01/4/2020 00H,609
01/3/2020 23H,1301
01/3/2020 22H,1510
01/3/2020 21H,1451
01/3/2020 20H,1392
01/3/2020 19H,1439
01/3/2020 18H,1455
01/3/2020 17H,1259
01/3/2020 16H,620
01/3/2020 15H,75
01/3/2020 14H,14
01/3/2020 13H,9
01/3/2020 12H,23
01/3/2020 11H,27
01/3/2020 10H,18
01/3/2020 09H,13
01/3/2020 08H,14
01/3/2020 07H,14
01/3/2020 06H,23
01/3/2020 05H,41
01/3/2020 04H,155
01/3/2020 03H,163
01/3/2020 02H,161
01/3/2020 01H,165
01/3/2020 00H,592
01/2/2020 23H,1185
01/2/2020 22H,1348
01/2/2020 21H,1285
01/2/2020 20H,1318
01/2/2020 19H,1335
01/2/2020 18H,1268
01/2/2020 17H,1017
01/2/2020 16H,471
01/2/2020 15H,42
01/2/2020 14H,15
01/2/2020 13H,20
01/2/2020 12H,16
01/2/2020 11H,31
01/2/2020 10H,26
01/2/2020 09H,8
01/2/2020 08H,1
01/2/2020 07H,6
01/2/2020 06H,20
01/2/2020 05H,26
01/2/2020 04H,33
01/2/2020 03H,29
01/2/2020 02H,1
01/2/2020 01H,86
01/2/2020 00H,496
01/1/2020 23H,906
01/1/2020 22H,1157
01/1/2020 21H,1204
01/1/2020 20H,1348
01/1/2020 19H,1360
01/1/2020 18H,1269
01/1/2020 17H,1176
01/1/2020 16H,653
01/1/2020 15H,64
01/1/2020 14H,9
01/1/2020 13H,1
01/1/2020 12H,-3
01/1/2020 11H,-3
01/1/2020 10H,-2
01/1/2020 09H,-3
01/1/2020 08H,-1
01/1/2020 07H,-2
01/1/2020 06H,-2
01/1/2020 05H,-1
01/1/2020 04H,1
01/1/2020 03H,10
01/1/2020 02H,7
01/1/2020 01H,18
01/1/2020 00H,300
12/31/2019 23H,648
12/31/2019 22H,927
12/31/2019 21H,1073
12/31/2019 20H,776
12/31/2019 19H,1010
12/31/2019 18H,828
12/31/2019 17H,640
12/31/2019 16H,257
12/31/2019 15H,53
12/31/2019 14H,37
12/31/2019 13H,27
12/31/2019 12H,19
12/31/2019 11H,46
12/31/2019 10H,34
12/31/2019 09H,39
12/31/2019 08H,39
12/31/2019 07H,33
12/31/2019 06H,33
12/31/2019 05H,26
12/31/2019 04H,29
12/31/2019 03H,27
12/31/2019 02H,22
12/31/2019 01H,16
12/31/2019 00H,146
12/30/2019 23H,432
12/30/2019 22H,656
12/30/2019 21H,799
12/30/2019 20H,806
12/30/2019 19H,715
12/30/2019 18H,672
12/30/2019 17H,579
12/30/2019 16H,418
12/30/2019 15H,61
12/30/2019 14H,9
12/30/2019 13H,-1
12/30/2019 12H,-2
12/30/2019 11H,-2
12/30/2019 10H,-3
12/30/2019 09H,-2
12/30/2019 08H,-2
12/30/2019 07H,-3
12/30/2019 06H,-2
12/30/2019 05H,-1
12/30/2019 04H,52
12/30/2019 03H,110
12/30/2019 02H,113
12/30/2019 01H,116
12/30/2019 00H,560
12/29/2019 23H,1221
12/29/2019 22H,1442
12/29/2019 21H,1439
12/29/2019 20H,1384
12/29/2019 19H,1365
12/29/2019 18H,1324
12/29/2019 17H,1143
12/29/2019 16H,589
12/29/2019 15H,65
12/29/2019 14H,15
12/29/2019 13H,8
12/29/2019 12H,5
12/29/2019 11H,4
12/29/2019 10H,16
12/29/2019 09H,27
12/29/2019 08H,17
12/29/2019 07H,18
12/29/2019 06H,37
12/29/2019 05H,33
12/29/2019 04H,31
12/29/2019 03H,47
12/29/2019 02H,46
12/29/2019 01H,65
12/29/2019 00H,462
12/28/2019 23H,799
12/28/2019 22H,1081
12/28/2019 21H,1134
12/28/2019 20H,1202
12/28/2019 19H,1069
12/28/2019 18H,1083
12/28/2019 17H,913
12/28/2019 16H,408
12/28/2019 15H,43
12/28/2019 14H,16
12/28/2019 13H,6
12/28/2019 12H,3
12/28/2019 11H,4
12/28/2019 10H,3
12/28/2019 09H,3
12/28/2019 08H,-2
12/28/2019 07H,-4
12/28/2019 06H,0
12/28/2019 05H,5
12/28/2019 04H,0
12/28/2019 03H,6
12/28/2019 02H,11
12/28/2019 01H,7
12/28/2019 00H,88
12/27/2019 23H,504
12/27/2019 22H,583
12/27/2019 21H,569
12/27/2019 20H,723
12/27/2019 19H,629
12/27/2019 18H,392
12/27/2019 17H,248
12/27/2019 16H,132
12/27/2019 15H,17
12/27/2019 14H,6
12/27/2019 13H,-1
12/27/2019 12H,-3
12/27/2019 11H,-1
12/27/2019 10H,-4
12/27/2019 09H,-2
12/27/2019 08H,0
12/27/2019 07H,3
12/27/2019 06H,5
12/27/2019 05H,4
12/27/2019 04H,14
12/27/2019 03H,15
12/27/2019 02H,11
12/27/2019 01H,12
12/27/2019 00H,102
12/26/2019 23H,368
12/26/2019 22H,590
12/26/2019 21H,686
12/26/2019 20H,861
12/26/2019 19H,870
12/26/2019 18H,827
12/26/2019 17H,806
12/26/2019 16H,497
12/26/2019 15H,80
12/26/2019 14H,22
12/26/2019 13H,3
12/26/2019 12H,4
12/26/2019 11H,3
12/26/2019 10H,3
12/26/2019 09H,7
12/26/2019 08H,13
12/26/2019 07H,12
12/26/2019 06H,10
12/26/2019 05H,12
12/26/2019 04H,15
12/26/2019 03H,34
12/26/2019 02H,106
12/26/2019 01H,122
12/26/2019 00H,445
12/25/2019 23H,791
12/25/2019 22H,1097
12/25/2019 21H,1170
12/25/2019 20H,1094
12/25/2019 19H,1035
12/25/2019 18H,951
12/25/2019 17H,684
12/25/2019 16H,317
12/25/2019 15H,66
12/25/2019 14H,44
12/25/2019 13H,15
12/25/2019 12H,11
12/25/2019 11H,23
12/25/2019 10H,55
12/25/2019 09H,38
12/25/2019 08H,20
12/25/2019 07H,17
12/25/2019 06H,19
12/25/2019 05H,24
12/25/2019 04H,23
12/25/2019 03H,18
12/25/2019 02H,26
12/25/2019 01H,16
12/25/2019 00H,144
12/24/2019 23H,425
12/24/2019 22H,582
12/24/2019 21H,504
12/24/2019 20H,421
12/24/2019 19H,296
12/24/2019 18H,196
12/24/2019 17H,121
12/24/2019 16H,68
12/24/2019 15H,14
12/24/2019 14H,18
12/24/2019 13H,23
12/24/2019 12H,14
12/24/2019 11H,12
12/24/2019 10H,10
12/24/2019 09H,12
12/24/2019 08H,21
12/24/2019 07H,14
12/24/2019 06H,33
12/24/2019 05H,53
12/24/2019 04H,52
12/24/2019 03H,82
12/24/2019 02H,87
12/24/2019 01H,93
12/24/2019 00H,216
12/23/2019 23H,389
12/23/2019 22H,451
12/23/2019 21H,407
12/23/2019 20H,522
12/23/2019 19H,539
12/23/2019 18H,422
12/23/2019 17H,316
12/23/2019 16H,147
12/23/2019 15H,46
12/23/2019 14H,37
12/23/2019 13H,23
12/23/2019 12H,26
12/23/2019 11H,32
12/23/2019 10H,31
12/23/2019 09H,44
12/23/2019 08H,42
12/23/2019 07H,40
12/23/2019 06H,52
12/23/2019 05H,51
12/23/2019 04H,44
12/23/2019 03H,45
12/23/2019 02H,43
12/23/2019 01H,28
12/23/2019 00H,145
12/22/2019 23H,386
12/22/2019 22H,576
12/22/2019 21H,781
12/22/2019 20H,791
12/22/2019 19H,823
12/22/2019 18H,717
12/22/2019 17H,657
12/22/2019 16H,369
12/22/2019 15H,90
12/22/2019 14H,64
12/22/2019 13H,38
12/22/2019 12H,20
12/22/2019 11H,20
12/22/2019 10H,16
12/22/2019 09H,18
12/22/2019 08H,16
12/22/2019 07H,10
12/22/2019 06H,12
12/22/2019 05H,9
12/22/2019 04H,3
12/22/2019 03H,8
12/22/2019 02H,6
12/22/2019 01H,91
12/22/2019 00H,391
12/21/2019 23H,957
12/21/2019 22H,1225
12/21/2019 21H,1215
12/21/2019 20H,1209
12/21/2019 19H,1226
12/21/2019 18H,1232
12/21/2019 17H,1039
12/21/2019 16H,539
12/21/2019 15H,54
12/21/2019 14H,12
12/21/2019 13H,4
12/21/2019 12H,8
12/21/2019 11H,18
12/21/2019 10H,7
12/21/2019 09H,8
12/21/2019 08H,23
12/21/2019 07H,19
12/21/2019 06H,60
12/21/2019 05H,127
12/21/2019 04H,129
12/21/2019 03H,130
12/21/2019 02H,130
12/21/2019 01H,130
12/21/2019 00H,482
12/20/2019 23H,1161
12/20/2019 22H,1328
12/20/2019 21H,1375
12/20/2019 20H,1308
12/20/2019 19H,1246
12/20/2019 18H,1342
12/20/2019 17H,1226
12/20/2019 16H,726
12/20/2019 15H,92
12/20/2019 14H,23
12/20/2019 13H,9
12/20/2019 12H,35
12/20/2019 11H,51
12/20/2019 10H,59
12/20/2019 09H,24
12/20/2019 08H,7
12/20/2019 07H,4
12/20/2019 06H,-1
12/20/2019 05H,50
12/20/2019 04H,134
12/20/2019 03H,144
12/20/2019 02H,148
12/20/2019 01H,141
12/20/2019 00H,472
12/19/2019 23H,1135
12/19/2019 22H,1360
12/19/2019 21H,1333
12/19/2019 20H,1262
12/19/2019 19H,1150
12/19/2019 18H,1260
12/19/2019 17H,1058
12/19/2019 16H,598
12/19/2019 15H,71
12/19/2019 14H,7
12/19/2019 13H,-4
12/19/2019 12H,-3
12/19/2019 11H,-1
12/19/2019 10H,-1
12/19/2019 09H,-3
12/19/2019 08H,-1
12/19/2019 07H,-1
12/19/2019 06H,13
12/19/2019 05H,21
12/19/2019 04H,11
12/19/2019 03H,19
12/19/2019 02H,110
12/19/2019 01H,146
12/19/2019 00H,355
12/18/2019 23H,963
12/18/2019 22H,1103
12/18/2019 21H,1155
12/18/2019 20H,1235
12/18/2019 19H,1294
12/18/2019 18H,1330
12/18/2019 17H,1150
12/18/2019 16H,606
12/18/2019 15H,80
12/18/2019 14H,19
12/18/2019 13H,7
12/18/2019 12H,5
12/18/2019 11H,2
12/18/2019 10H,-1
12/18/2019 09H,2
12/18/2019 08H,5
12/18/2019 07H,3
12/18/2019 06H,2
12/18/2019 05H,59
12/18/2019 04H,129
12/18/2019 03H,150
12/18/2019 02H,155
12/18/2019 01H,173
12/18/2019 00H,535
12/17/2019 23H,1275
12/17/2019 22H,1536
12/17/2019 21H,1408
12/17/2019 20H,1463
12/17/2019 19H,1446
12/17/2019 18H,1447
12/17/2019 17H,1268
12/17/2019 16H,744
12/17/2019 15H,157
12/17/2019 14H,83
12/17/2019 13H,75
12/17/2019 12H,83
12/17/2019 11H,80
12/17/2019 10H,74
12/17/2019 09H,66
12/17/2019 08H,68
12/17/2019 07H,63
12/17/2019 06H,141
12/17/2019 05H,166
12/17/2019 04H,172
12/17/2019 03H,181
12/17/2019 02H,169
12/17/2019 01H,168
12/17/2019 00H,500
12/16/2019 23H,1156
12/16/2019 22H,1336
12/16/2019 21H,1277
12/16/2019 20H,1314
12/16/2019 19H,1296
12/16/2019 18H,1283
12/16/2019 17H,1023
12/16/2019 16H,576
12/16/2019 15H,82
12/16/2019 14H,12
12/16/2019 13H,8
12/16/2019 12H,7
12/16/2019 11H,7
12/16/2019 10H,8
12/16/2019 09H,11
12/16/2019 08H,12
12/16/2019 07H,11
12/16/2019 06H,6
12/16/2019 05H,49
12/16/2019 04H,106
12/16/2019 03H,117
12/16/2019 02H,131
12/16/2019 01H,150
12/16/2019 00H,494
12/15/2019 23H,1102
12/15/2019 22H,1264
12/15/2019 21H,1295
12/15/2019 20H,1269
12/15/2019 19H,1272
12/15/2019 18H,1303
12/15/2019 17H,1129
12/15/2019 16H,629
12/15/2019 15H,128
12/15/2019 14H,66
12/15/2019 13H,59
12/15/2019 12H,45
12/15/2019 11H,32
12/15/2019 10H,37
12/15/2019 09H,37
12/15/2019 08H,49
12/15/2019 07H,51
12/15/2019 06H,59
12/15/2019 05H,37
12/15/2019 04H,60
12/15/2019 03H,133
12/15/2019 02H,153
12/15/2019 01H,156
12/15/2019 00H,478
12/14/2019 23H,1006
12/14/2019 22H,1102
12/14/2019 21H,1231
12/14/2019 20H,1174
12/14/2019 19H,1203
12/14/2019 18H,1208
12/14/2019 17H,1119
12/14/2019 16H,711
12/14/2019 15H,169
12/14/2019 14H,85
12/14/2019 13H,52
12/14/2019 12H,39
12/14/2019 11H,49
12/14/2019 10H,51
12/14/2019 09H,45
12/14/2019 08H,55
12/14/2019 07H,122
12/14/2019 06H,143
12/14/2019 05H,128
12/14/2019 04H,126
12/14/2019 03H,125
12/14/2019 02H,131
12/14/2019 01H,60
12/14/2019 00H,339
12/13/2019 23H,1099
12/13/2019 22H,1277
12/13/2019 21H,1226
12/13/2019 20H,1223
12/13/2019 19H,1129
12/13/2019 18H,1182
12/13/2019 17H,1080
12/13/2019 16H,636
12/13/2019 15H,92
12/13/2019 14H,9
12/13/2019 13H,4
12/13/2019 12H,11
12/13/2019 11H,23
12/13/2019 10H,29
12/13/2019 09H,18
12/13/2019 08H,10
12/13/2019 07H,11
12/13/2019 06H,8
12/13/2019 05H,8
12/13/2019 04H,13
12/13/2019 03H,25
12/13/2019 02H,17
12/13/2019 01H,21
12/13/2019 00H,359
12/12/2019 23H,900
12/12/2019 22H,1141
12/12/2019 21H,1212
12/12/2019 20H,1181
12/12/2019 19H,1075
12/12/2019 18H,1030
12/12/2019 17H,954
12/12/2019 16H,576
12/12/2019 15H,84
12/12/2019 14H,9
12/12/2019 13H,-3
12/12/2019 12H,-1
12/12/2019 11H,-3
12/12/2019 10H,-2
12/12/2019 09H,-2
12/12/2019 08H,-3
12/12/2019 07H,-1
12/12/2019 06H,-1
12/12/2019 05H,-1
12/12/2019 04H,4
12/12/2019 03H,9
12/12/2019 02H,25
12/12/2019 01H,125
12/12/2019 00H,378
12/11/2019 23H,869
12/11/2019 22H,1179
12/11/2019 21H,1155
12/11/2019 20H,1063
12/11/2019 19H,1069
12/11/2019 18H,1029
12/11/2019 17H,720
12/11/2019 16H,362
12/11/2019 15H,41
12/11/2019 14H,10
12/11/2019 13H,12
12/11/2019 12H,5
12/11/2019 11H,1
12/11/2019 10H,-1
12/11/2019 09H,0
12/11/2019 08H,-3
12/11/2019 07H,-2
12/11/2019 06H,23
12/11/2019 05H,112
12/11/2019 04H,114
12/11/2019 03H,120
12/11/2019 02H,125
12/11/2019 01H,120
12/11/2019 00H,413
12/10/2019 23H,1071
12/10/2019 22H,1320
12/10/2019 21H,1226
12/10/2019 20H,1221
12/10/2019 19H,1197
12/10/2019 18H,1170
12/10/2019 17H,1018
12/10/2019 16H,599
12/10/2019 15H,69
12/10/2019 14H,4
12/10/2019 13H,-3
12/10/2019 12H,-1
12/10/2019 11H,7
12/10/2019 10H,6
12/10/2019 09H,1
12/10/2019 08H,0
12/10/2019 07H,-2
12/10/2019 06H,1
12/10/2019 05H,3
12/10/2019 04H,3
12/10/2019 03H,17
12/10/2019 02H,94
12/10/2019 01H,106
12/10/2019 00H,338
12/9/2019 23H,784
12/9/2019 22H,861
12/9/2019 21H,765
12/9/2019 20H,748
12/9/2019 19H,599
12/9/2019 18H,525
12/9/2019 17H,491
12/9/2019 16H,214
12/9/2019 15H,19
12/9/2019 14H,1
12/9/2019 13H,0
12/9/2019 12H,-3
12/9/2019 11H,-1
12/9/2019 10H,-2
12/9/2019 09H,-1
12/9/2019 08H,2
12/9/2019 07H,0
12/9/2019 06H,12
12/9/2019 05H,11
12/9/2019 04H,10
12/9/2019 03H,31
12/9/2019 02H,49
12/9/2019 01H,43
12/9/2019 00H,78
12/8/2019 23H,169
12/8/2019 22H,229
12/8/2019 21H,286
12/8/2019 20H,335
12/8/2019 19H,340
12/8/2019 18H,285
12/8/2019 17H,256
12/8/2019 16H,166
12/8/2019 15H,72
12/8/2019 14H,73
12/8/2019 13H,47
12/8/2019 12H,39
12/8/2019 11H,35
12/8/2019 10H,43
12/8/2019 09H,62
12/8/2019 08H,38
12/8/2019 07H,22
12/8/2019 06H,16
12/8/2019 05H,11
12/8/2019 04H,18
12/8/2019 03H,31
12/8/2019 02H,31
12/8/2019 01H,5
12/8/2019 00H,50
12/7/2019 23H,251
12/7/2019 22H,430
12/7/2019 21H,679
12/7/2019 20H,811
12/7/2019 19H,831
12/7/2019 18H,737
12/7/2019 17H,642
12/7/2019 16H,478
12/7/2019 15H,95
12/7/2019 14H,29
12/7/2019 13H,12
12/7/2019 12H,4
12/7/2019 11H,-1
12/7/2019 10H,6
12/7/2019 09H,28
12/7/2019 08H,17
12/7/2019 07H,12
12/7/2019 06H,11
12/7/2019 05H,4
12/7/2019 04H,6
12/7/2019 03H,10
12/7/2019 02H,9
12/7/2019 01H,0
12/7/2019 00H,146
12/6/2019 23H,797
12/6/2019 22H,937
12/6/2019 21H,889
12/6/2019 20H,782
12/6/2019 19H,914
12/6/2019 18H,822
12/6/2019 17H,727
12/6/2019 16H,449
12/6/2019 15H,75
12/6/2019 14H,13
12/6/2019 13H,6
12/6/2019 12H,10
12/6/2019 11H,5
12/6/2019 10H,-1
12/6/2019 09H,0
12/6/2019 08H,0
12/6/2019 07H,0
12/6/2019 06H,-1
12/6/2019 05H,-1
12/6/2019 04H,4
12/6/2019 03H,12
12/6/2019 02H,8
12/6/2019 01H,92
12/6/2019 00H,374
12/5/2019 23H,812
12/5/2019 22H,972
12/5/2019 21H,1074
12/5/2019 20H,1103
12/5/2019 19H,1069
12/5/2019 18H,1000
12/5/2019 17H,886
12/5/2019 16H,564
12/5/2019 15H,84
12/5/2019 14H,13
12/5/2019 13H,15
12/5/2019 12H,42
12/5/2019 11H,30
12/5/2019 10H,42
12/5/2019 09H,54
12/5/2019 08H,57
12/5/2019 07H,42
12/5/2019 06H,31
12/5/2019 05H,32
12/5/2019 04H,48
12/5/2019 03H,86
12/5/2019 02H,98
12/5/2019 01H,102
12/5/2019 00H,215
12/4/2019 23H,444
12/4/2019 22H,881
12/4/2019 21H,1072
12/4/2019 20H,1089
12/4/2019 19H,854
12/4/2019 18H,858
12/4/2019 17H,577
12/4/2019 16H,181
12/4/2019 15H,30
12/4/2019 14H,25
12/4/2019 13H,21
12/4/2019 12H,15
12/4/2019 11H,23
12/4/2019 10H,13
12/4/2019 09H,16
12/4/2019 08H,21
12/4/2019 07H,14
12/4/2019 06H,12
12/4/2019 05H,18
12/4/2019 04H,19
12/4/2019 03H,26
12/4/2019 02H,15
12/4/2019 01H,11
12/4/2019 00H,63
12/3/2019 23H,310
12/3/2019 22H,538
12/3/2019 21H,718
12/3/2019 20H,889
12/3/2019 19H,881
12/3/2019 18H,859
12/3/2019 17H,783
12/3/2019 16H,449
12/3/2019 15H,113
12/3/2019 14H,10
12/3/2019 13H,-2
12/3/2019 12H,-1
12/3/2019 11H,-3
12/3/2019 10H,-2
12/3/2019 09H,-2
12/3/2019 08H,-2
12/3/2019 07H,-1
12/3/2019 06H,-1
12/3/2019 05H,-1
12/3/2019 04H,3
12/3/2019 03H,8
12/3/2019 02H,8
12/3/2019 01H,4
12/3/2019 00H,260
12/2/2019 23H,532
12/2/2019 22H,913
12/2/2019 21H,896
12/2/2019 20H,899
12/2/2019 19H,870
12/2/2019 18H,805
12/2/2019 17H,774
12/2/2019 16H,598
12/2/2019 15H,155
12/2/2019 14H,7
12/2/2019 13H,-1
12/2/2019 12H,-2
12/2/2019 11H,-1
12/2/2019 10H,1
12/2/2019 09H,-1
12/2/2019 08H,1
12/2/2019 07H,-1
12/2/2019 06H,-2
12/2/2019 05H,-2
12/2/2019 04H,32
12/2/2019 03H,136
12/2/2019 02H,138
12/2/2019 01H,139
12/2/2019 00H,380
12/1/2019 23H,957
12/1/2019 22H,1211
12/1/2019 21H,1219
12/1/2019 20H,1315
12/1/2019 19H,1310
12/1/2019 18H,1333
12/1/2019 17H,1222
12/1/2019 16H,789
12/1/2019 15H,177
12/1/2019 14H,18
12/1/2019 13H,3
12/1/2019 12H,3
12/1/2019 11H,8
12/1/2019 10H,0
12/1/2019 09H,4
12/1/2019 08H,-1
12/1/2019 07H,9
12/1/2019 06H,4
12/1/2019 05H,1
12/1/2019 04H,108
12/1/2019 03H,132
12/1/2019 02H,134
12/1/2019 01H,151
12/1/2019 00H,393
11/30/2019 23H,1100
11/30/2019 22H,1345
11/30/2019 21H,1287
11/30/2019 20H,1325
11/30/2019 19H,1300
11/30/2019 18H,1220
11/30/2019 17H,1134
11/30/2019 16H,730
11/30/2019 15H,135
11/30/2019 14H,10
11/30/2019 13H,27
11/30/2019 12H,46
11/30/2019 11H,35
11/30/2019 10H,45
11/30/2019 09H,57
11/30/2019 08H,58
11/30/2019 07H,63
11/30/2019 06H,42
11/30/2019 05H,47
11/30/2019 04H,37
11/30/2019 03H,39
11/30/2019 02H,57
11/30/2019 01H,110
11/30/2019 00H,453
11/29/2019 23H,830
11/29/2019 22H,726
11/29/2019 21H,667
11/29/2019 20H,825
11/29/2019 19H,808
11/29/2019 18H,734
11/29/2019 17H,439
11/29/2019 16H,168
11/29/2019 15H,36
11/29/2019 14H,9
11/29/2019 13H,16
11/29/2019 12H,11
11/29/2019 11H,-2
11/29/2019 10H,2
11/29/2019 09H,29
11/29/2019 08H,71
11/29/2019 07H,70
11/29/2019 06H,75
11/29/2019 05H,87
11/29/2019 04H,89
11/29/2019 03H,97
11/29/2019 02H,93
11/29/2019 01H,75
11/29/2019 00H,130
11/28/2019 23H,318
11/28/2019 22H,547
11/28/2019 21H,666
11/28/2019 20H,712
11/28/2019 19H,804
11/28/2019 18H,617
11/28/2019 17H,336
11/28/2019 16H,201
11/28/2019 15H,109
11/28/2019 14H,84
11/28/2019 13H,75
11/28/2019 12H,79
11/28/2019 11H,86
11/28/2019 10H,88
11/28/2019 09H,88
11/28/2019 08H,86
11/28/2019 07H,82
11/28/2019 06H,78
11/28/2019 05H,83
11/28/2019 04H,91
11/28/2019 03H,98
11/28/2019 02H,94
11/28/2019 01H,90
11/28/2019 00H,132
11/27/2019 23H,248
11/27/2019 22H,652
11/27/2019 21H,778
11/27/2019 20H,817
11/27/2019 19H,784
11/27/2019 18H,890
11/27/2019 17H,704
11/27/2019 16H,396
11/27/2019 15H,151
11/27/2019 14H,90
11/27/2019 13H,72
11/27/2019 12H,64
11/27/2019 11H,69
11/27/2019 10H,75
11/27/2019 09H,40
11/27/2019 08H,45
11/27/2019 07H,47
11/27/2019 06H,49
11/27/2019 05H,57
11/27/2019 04H,147
11/27/2019 03H,150
11/27/2019 02H,145
11/27/2019 01H,144
11/27/2019 00H,388
11/26/2019 23H,970
11/26/2019 22H,1165
11/26/2019 21H,1178
11/26/2019 20H,1174
11/26/2019 19H,1143
11/26/2019 18H,1154
11/26/2019 17H,997
11/26/2019 16H,649
11/26/2019 15H,120
11/26/2019 14H,20
11/26/2019 13H,16
11/26/2019 12H,11
11/26/2019 11H,13
11/26/2019 10H,29
11/26/2019 09H,37
11/26/2019 08H,40
11/26/2019 07H,47
11/26/2019 06H,45
11/26/2019 05H,44
11/26/2019 04H,56
11/26/2019 03H,86
11/26/2019 02H,72
11/26/2019 01H,93
11/26/2019 00H,348
11/25/2019 23H,853
11/25/2019 22H,1061
11/25/2019 21H,985
11/25/2019 20H,931
11/25/2019 19H,959
11/25/2019 18H,858
11/25/2019 17H,698
11/25/2019 16H,440
11/25/2019 15H,151
11/25/2019 14H,61
11/25/2019 13H,40
11/25/2019 12H,25
11/25/2019 11H,34
11/25/2019 10H,39
11/25/2019 09H,7
11/25/2019 08H,14
11/25/2019 07H,22
11/25/2019 06H,16
11/25/2019 05H,3
11/25/2019 04H,4
11/25/2019 03H,125
11/25/2019 02H,143
11/25/2019 01H,140
11/25/2019 00H,385
11/24/2019 23H,996
11/24/2019 22H,1190
11/24/2019 21H,1211
11/24/2019 20H,1196
11/24/2019 19H,1301
11/24/2019 18H,1062
11/24/2019 17H,697
11/24/2019 16H,595
11/24/2019 15H,136
11/24/2019 14H,9
11/24/2019 13H,2
11/24/2019 12H,0
11/24/2019 11H,-2
11/24/2019 10H,0
11/24/2019 09H,5
11/24/2019 08H,5
11/24/2019 07H,3
11/24/2019 06H,0
11/24/2019 05H,0
11/24/2019 04H,3
11/24/2019 03H,8
11/24/2019 02H,48
11/24/2019 01H,147
11/24/2019 00H,370
11/23/2019 23H,885
11/23/2019 22H,1197
11/23/2019 21H,1168
11/23/2019 20H,1108
11/23/2019 19H,1141
11/23/2019 18H,1158
11/23/2019 17H,1122
11/23/2019 16H,839
11/23/2019 15H,178
11/23/2019 14H,7
11/23/2019 13H,-1
11/23/2019 12H,2
11/23/2019 11H,3
11/23/2019 10H,4
11/23/2019 09H,-3
11/23/2019 08H,-1
11/23/2019 07H,-2
11/23/2019 06H,-3
11/23/2019 05H,1
11/23/2019 04H,6
11/23/2019 03H,43
11/23/2019 02H,122
11/23/2019 01H,136
11/23/2019 00H,388
11/22/2019 23H,856
11/22/2019 22H,1206
11/22/2019 21H,1022
11/22/2019 20H,1161
11/22/2019 19H,1122
11/22/2019 18H,1130
11/22/2019 17H,1018
11/22/2019 16H,727
11/22/2019 15H,151
11/22/2019 14H,5
11/22/2019 13H,-2
11/22/2019 12H,-2
11/22/2019 11H,-1
11/22/2019 10H,-2
11/22/2019 09H,-3
11/22/2019 08H,-1
11/22/2019 07H,4
11/22/2019 06H,4
11/22/2019 05H,3
11/22/2019 04H,5
11/22/2019 03H,9
11/22/2019 02H,10
11/22/2019 01H,26
11/22/2019 00H,233
11/21/2019 23H,442
11/21/2019 22H,675
11/21/2019 21H,777
11/21/2019 20H,754
11/21/2019 19H,728
11/21/2019 18H,700
11/21/2019 17H,592
11/21/2019 16H,310
11/21/2019 15H,91
11/21/2019 14H,21
11/21/2019 13H,23
11/21/2019 12H,35
11/21/2019 11H,27
11/21/2019 10H,39
11/21/2019 09H,40
11/21/2019 08H,7
11/21/2019 07H,10
11/21/2019 06H,2
11/21/2019 05H,4
11/21/2019 04H,6
11/21/2019 03H,6
11/21/2019 02H,9
11/21/2019 01H,41
11/21/2019 00H,152
11/20/2019 23H,332
11/20/2019 22H,705
11/20/2019 21H,785
11/20/2019 20H,673
