Net generation from hydro for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WAT.H
19:21:40 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WAT.H megawatthours
06/3/2019 06H,658
06/3/2019 05H,865
06/3/2019 04H,1089
06/3/2019 03H,1101
06/3/2019 02H,1221
06/3/2019 01H,1018
06/3/2019 00H,967
06/2/2019 23H,931
06/2/2019 22H,876
06/2/2019 21H,648
06/2/2019 20H,597
06/2/2019 19H,513
06/2/2019 18H,426
06/2/2019 17H,498
06/2/2019 16H,497
06/2/2019 15H,456
06/2/2019 14H,447
06/2/2019 13H,453
06/2/2019 12H,432
06/2/2019 11H,448
06/2/2019 10H,537
06/2/2019 09H,573
06/2/2019 08H,591
06/2/2019 07H,620
06/2/2019 06H,638
06/2/2019 05H,1019
06/2/2019 04H,1241
06/2/2019 03H,1263
06/2/2019 02H,1407
06/2/2019 01H,1448
06/2/2019 00H,1294
06/1/2019 23H,1219
06/1/2019 22H,1082
06/1/2019 21H,848
06/1/2019 20H,666
06/1/2019 19H,606
06/1/2019 18H,572
06/1/2019 17H,590
06/1/2019 16H,635
06/1/2019 15H,573
06/1/2019 14H,767
06/1/2019 13H,548
06/1/2019 12H,504
06/1/2019 11H,484
06/1/2019 10H,509
06/1/2019 09H,719
06/1/2019 08H,803
06/1/2019 07H,381
06/1/2019 06H,927
06/1/2019 05H,1338
06/1/2019 04H,1570
06/1/2019 03H,1608
06/1/2019 02H,1206
06/1/2019 01H,1179
06/1/2019 00H,1093
05/31/2019 23H,1029
05/31/2019 22H,920
05/31/2019 21H,640
05/31/2019 20H,534
05/31/2019 19H,518
05/31/2019 18H,447
05/31/2019 17H,542
05/31/2019 16H,518
05/31/2019 15H,675
05/31/2019 14H,928
05/31/2019 13H,705
05/31/2019 12H,536
05/31/2019 11H,516
05/31/2019 10H,516
05/31/2019 09H,552
05/31/2019 08H,668
05/31/2019 07H,720
05/31/2019 06H,878
05/31/2019 05H,1312
05/31/2019 04H,1574
05/31/2019 03H,1569
05/31/2019 02H,1322
05/31/2019 01H,1208
05/31/2019 00H,1008
05/30/2019 23H,817
05/30/2019 22H,725
05/30/2019 21H,778
05/30/2019 20H,690
05/30/2019 19H,592
05/30/2019 18H,535
05/30/2019 17H,526
05/30/2019 16H,509
05/30/2019 15H,605
05/30/2019 14H,734
05/30/2019 13H,715
05/30/2019 12H,495
05/30/2019 11H,490
05/30/2019 10H,497
05/30/2019 09H,518
05/30/2019 08H,601
05/30/2019 07H,676
05/30/2019 06H,909
05/30/2019 05H,1310
05/30/2019 04H,1416
05/30/2019 03H,1371
05/30/2019 02H,1066
05/30/2019 01H,985
05/30/2019 00H,1057
05/29/2019 23H,962
05/29/2019 22H,850
05/29/2019 21H,763
05/29/2019 20H,672
05/29/2019 19H,650
05/29/2019 18H,600
05/29/2019 17H,591
05/29/2019 16H,552
05/29/2019 15H,631
05/29/2019 14H,954
05/29/2019 13H,743
05/29/2019 12H,610
05/29/2019 11H,576
05/29/2019 10H,615
05/29/2019 09H,719
05/29/2019 08H,819
05/29/2019 07H,753
05/29/2019 06H,1064
05/29/2019 05H,1572
05/29/2019 04H,1670
05/29/2019 03H,1543
05/29/2019 02H,1427
05/29/2019 01H,1223
05/29/2019 00H,1004
05/28/2019 23H,928
05/28/2019 22H,865
05/28/2019 21H,818
05/28/2019 20H,670
05/28/2019 19H,670
05/28/2019 18H,578
05/28/2019 17H,574
05/28/2019 16H,584
05/28/2019 15H,703
05/28/2019 14H,930
05/28/2019 13H,782
05/28/2019 12H,598
05/28/2019 11H,595
05/28/2019 10H,594
05/28/2019 09H,594
05/28/2019 08H,685
05/28/2019 07H,748
05/28/2019 06H,996
05/28/2019 05H,1316
05/28/2019 04H,1521
05/28/2019 03H,1263
05/28/2019 02H,1040
05/28/2019 01H,943
05/28/2019 00H,813
05/27/2019 23H,756
05/27/2019 22H,695
05/27/2019 21H,619
05/27/2019 20H,517
05/27/2019 19H,517
05/27/2019 18H,467
05/27/2019 17H,460
05/27/2019 16H,412
05/27/2019 15H,506
05/27/2019 14H,692
05/27/2019 13H,693
05/27/2019 12H,584
05/27/2019 11H,561
05/27/2019 10H,588
05/27/2019 09H,648
05/27/2019 08H,737
05/27/2019 07H,722
05/27/2019 06H,918
05/27/2019 05H,1203
05/27/2019 04H,1365
05/27/2019 03H,1321
05/27/2019 02H,1114
05/27/2019 01H,1152
05/27/2019 00H,1009
05/26/2019 23H,898
05/26/2019 22H,804
05/26/2019 21H,717
05/26/2019 20H,577
05/26/2019 19H,533
05/26/2019 18H,513
05/26/2019 17H,525
05/26/2019 16H,433
05/26/2019 15H,436
05/26/2019 14H,502
05/26/2019 13H,588
05/26/2019 12H,568
05/26/2019 11H,592
05/26/2019 10H,599
05/26/2019 09H,662
05/26/2019 08H,773
05/26/2019 07H,832
05/26/2019 06H,951
05/26/2019 05H,992
05/26/2019 04H,1055
05/26/2019 03H,1151
05/26/2019 02H,1040
05/26/2019 01H,1025
05/26/2019 00H,855
05/25/2019 23H,796
05/25/2019 22H,754
05/25/2019 21H,653
05/25/2019 20H,546
05/25/2019 19H,545
05/25/2019 18H,528
05/25/2019 17H,545
05/25/2019 16H,474
05/25/2019 15H,396
05/25/2019 14H,586
05/25/2019 13H,808
05/25/2019 12H,628
05/25/2019 11H,647
05/25/2019 10H,667
05/25/2019 09H,678
05/25/2019 08H,832
05/25/2019 07H,1112
05/25/2019 06H,1279
05/25/2019 05H,1453
05/25/2019 04H,1577
05/25/2019 03H,1530
05/25/2019 02H,1313
05/25/2019 01H,1131
05/25/2019 00H,938
05/24/2019 23H,1101
05/24/2019 22H,1010
05/24/2019 21H,934
05/24/2019 20H,759
05/24/2019 19H,637
05/24/2019 18H,618
05/24/2019 17H,611
05/24/2019 16H,606
05/24/2019 15H,748
05/24/2019 14H,997
05/24/2019 13H,1001
05/24/2019 12H,803
05/24/2019 11H,616
05/24/2019 10H,640
05/24/2019 09H,737
05/24/2019 08H,899
05/24/2019 07H,1155
05/24/2019 06H,1316
05/24/2019 05H,1447
05/24/2019 04H,1474
05/24/2019 03H,1479
05/24/2019 02H,1186
05/24/2019 01H,1045
05/24/2019 00H,909
05/23/2019 23H,807
05/23/2019 22H,858
05/23/2019 21H,754
05/23/2019 20H,678
05/23/2019 19H,498
05/23/2019 18H,491
05/23/2019 17H,556
05/23/2019 16H,692
05/23/2019 15H,975
05/23/2019 14H,1117
05/23/2019 13H,858
05/23/2019 12H,671
05/23/2019 11H,578
05/23/2019 10H,597
05/23/2019 09H,629
05/23/2019 08H,640
05/23/2019 07H,697
05/23/2019 06H,1122
05/23/2019 05H,1276
05/23/2019 04H,1293
05/23/2019 03H,1274
05/23/2019 02H,1097
05/23/2019 01H,902
05/23/2019 00H,695
05/22/2019 23H,670
05/22/2019 22H,672
05/22/2019 21H,703
05/22/2019 20H,734
05/22/2019 19H,737
05/22/2019 18H,727
05/22/2019 17H,655
05/22/2019 16H,641
05/22/2019 15H,709
05/22/2019 14H,759
05/22/2019 13H,729
05/22/2019 12H,603
05/22/2019 11H,551
05/22/2019 10H,557
05/22/2019 09H,594
05/22/2019 08H,616
05/22/2019 07H,818
05/22/2019 06H,1081
05/22/2019 05H,1183
05/22/2019 04H,1165
05/22/2019 03H,997
05/22/2019 02H,831
05/22/2019 01H,881
05/22/2019 00H,940
05/21/2019 23H,944
05/21/2019 22H,876
05/21/2019 21H,811
05/21/2019 20H,866
05/21/2019 19H,657
05/21/2019 18H,634
05/21/2019 17H,578
05/21/2019 16H,620
05/21/2019 15H,738
05/21/2019 14H,840
05/21/2019 13H,749
05/21/2019 12H,631
05/21/2019 11H,476
05/21/2019 10H,509
05/21/2019 09H,560
05/21/2019 08H,589
05/21/2019 07H,715
05/21/2019 06H,949
05/21/2019 05H,1099
05/21/2019 04H,1067
05/21/2019 03H,1010
05/21/2019 02H,904
05/21/2019 01H,837
05/21/2019 00H,591
05/20/2019 23H,546
05/20/2019 22H,470
05/20/2019 21H,489
05/20/2019 20H,571
05/20/2019 19H,624
05/20/2019 18H,617
05/20/2019 17H,587
05/20/2019 16H,575
05/20/2019 15H,651
05/20/2019 14H,897
05/20/2019 13H,756
05/20/2019 12H,621
05/20/2019 11H,707
05/20/2019 10H,762
05/20/2019 09H,720
05/20/2019 08H,762
05/20/2019 07H,767
05/20/2019 06H,913
05/20/2019 05H,1148
05/20/2019 04H,1253
05/20/2019 03H,1101
05/20/2019 02H,1003
05/20/2019 01H,920
05/20/2019 00H,838
05/19/2019 23H,696
05/19/2019 22H,710
05/19/2019 21H,725
05/19/2019 20H,685
05/19/2019 19H,634
05/19/2019 18H,559
05/19/2019 17H,488
05/19/2019 16H,544
05/19/2019 15H,423
05/19/2019 14H,432
05/19/2019 13H,421
05/19/2019 12H,397
05/19/2019 11H,486
05/19/2019 10H,517
05/19/2019 09H,567
05/19/2019 08H,576
05/19/2019 07H,779
05/19/2019 06H,1050
05/19/2019 05H,1243
05/19/2019 04H,1223
05/19/2019 03H,1109
05/19/2019 02H,951
05/19/2019 01H,802
05/19/2019 00H,749
05/18/2019 23H,669
05/18/2019 22H,644
05/18/2019 21H,617
05/18/2019 20H,600
05/18/2019 19H,579
05/18/2019 18H,588
05/18/2019 17H,625
05/18/2019 16H,577
05/18/2019 15H,519
05/18/2019 14H,727
05/18/2019 13H,719
05/18/2019 12H,651
05/18/2019 11H,648
05/18/2019 10H,653
05/18/2019 09H,748
05/18/2019 08H,897
05/18/2019 07H,1161
05/18/2019 06H,1264
05/18/2019 05H,1125
05/18/2019 04H,1119
05/18/2019 03H,1117
05/18/2019 02H,1059
05/18/2019 01H,1008
05/18/2019 00H,798
05/17/2019 23H,719
05/17/2019 22H,672
05/17/2019 21H,658
05/17/2019 20H,651
05/17/2019 19H,649
05/17/2019 18H,524
05/17/2019 17H,500
05/17/2019 16H,618
05/17/2019 15H,580
05/17/2019 14H,633
05/17/2019 13H,572
05/17/2019 12H,511
05/17/2019 11H,486
05/17/2019 10H,604
05/17/2019 09H,647
05/17/2019 08H,814
05/17/2019 07H,819
05/17/2019 06H,1054
05/17/2019 05H,1179
05/17/2019 04H,1044
05/17/2019 03H,1059
05/17/2019 02H,920
05/17/2019 01H,908
05/17/2019 00H,941
05/16/2019 23H,831
05/16/2019 22H,732
05/16/2019 21H,751
05/16/2019 20H,693
05/16/2019 19H,702
05/16/2019 18H,777
05/16/2019 17H,724
05/16/2019 16H,615
05/16/2019 15H,751
05/16/2019 14H,801
05/16/2019 13H,708
05/16/2019 12H,567
05/16/2019 11H,519
05/16/2019 10H,536
05/16/2019 09H,620
05/16/2019 08H,692
05/16/2019 07H,832
05/16/2019 06H,1057
05/16/2019 05H,1203
05/16/2019 04H,1139
05/16/2019 03H,1159
05/16/2019 02H,1015
05/16/2019 01H,858
05/16/2019 00H,903
05/15/2019 23H,800
05/15/2019 22H,752
05/15/2019 21H,778
05/15/2019 20H,798
05/15/2019 19H,752
05/15/2019 18H,667
05/15/2019 17H,700
05/15/2019 16H,783
05/15/2019 15H,787
05/15/2019 14H,789
05/15/2019 13H,681
05/15/2019 12H,535
05/15/2019 11H,724
05/15/2019 10H,723
05/15/2019 09H,754
05/15/2019 08H,785
05/15/2019 07H,840
05/15/2019 06H,973
05/15/2019 05H,990
05/15/2019 04H,1008
05/15/2019 03H,1049
05/15/2019 02H,896
05/15/2019 01H,763
05/15/2019 00H,799
05/14/2019 23H,841
05/14/2019 22H,828
05/14/2019 21H,760
05/14/2019 20H,667
05/14/2019 19H,554
05/14/2019 18H,688
05/14/2019 17H,763
05/14/2019 16H,604
05/14/2019 15H,588
05/14/2019 14H,716
05/14/2019 13H,690
05/14/2019 12H,600
05/14/2019 11H,552
05/14/2019 10H,656
05/14/2019 09H,763
05/14/2019 08H,802
05/14/2019 07H,815
05/14/2019 06H,938
05/14/2019 05H,1000
05/14/2019 04H,1009
05/14/2019 03H,1047
05/14/2019 02H,1038
05/14/2019 01H,887
05/14/2019 00H,808
05/13/2019 23H,806
05/13/2019 22H,712
05/13/2019 21H,695
05/13/2019 20H,639
05/13/2019 19H,658
05/13/2019 18H,694
05/13/2019 17H,733
05/13/2019 16H,744
05/13/2019 15H,617
05/13/2019 14H,810
05/13/2019 13H,722
05/13/2019 12H,562
05/13/2019 11H,553
05/13/2019 10H,555
05/13/2019 09H,569
05/13/2019 08H,616
05/13/2019 07H,605
05/13/2019 06H,744
05/13/2019 05H,781
05/13/2019 04H,948
05/13/2019 03H,921
05/13/2019 02H,964
05/13/2019 01H,836
05/13/2019 00H,787
05/12/2019 23H,713
05/12/2019 22H,654
05/12/2019 21H,610
05/12/2019 20H,582
05/12/2019 19H,539
05/12/2019 18H,552
05/12/2019 17H,519
05/12/2019 16H,525
05/12/2019 15H,546
05/12/2019 14H,567
05/12/2019 13H,545
05/12/2019 12H,526
05/12/2019 11H,532
05/12/2019 10H,558
05/12/2019 09H,604
05/12/2019 08H,780
05/12/2019 07H,740
05/12/2019 06H,804
05/12/2019 05H,814
05/12/2019 04H,898
05/12/2019 03H,896
05/12/2019 02H,782
05/12/2019 01H,779
05/12/2019 00H,749
05/11/2019 23H,694
05/11/2019 22H,659
05/11/2019 21H,799
05/11/2019 20H,849
05/11/2019 19H,646
05/11/2019 18H,669
05/11/2019 17H,686
05/11/2019 16H,648
05/11/2019 15H,667
05/11/2019 14H,759
05/11/2019 13H,654
05/11/2019 12H,575
05/11/2019 11H,583
05/11/2019 10H,604
05/11/2019 09H,656
05/11/2019 08H,690
05/11/2019 07H,918
05/11/2019 06H,1022
05/11/2019 05H,1041
05/11/2019 04H,1019
05/11/2019 03H,1024
05/11/2019 02H,1018
05/11/2019 01H,974
05/11/2019 00H,829
05/10/2019 23H,881
05/10/2019 22H,798
05/10/2019 21H,768
05/10/2019 20H,719
05/10/2019 19H,671
05/10/2019 18H,717
05/10/2019 17H,788
05/10/2019 16H,803
05/10/2019 15H,866
05/10/2019 14H,970
05/10/2019 13H,905
05/10/2019 12H,663
05/10/2019 11H,650
05/10/2019 10H,729
05/10/2019 09H,835
05/10/2019 08H,879
05/10/2019 07H,803
05/10/2019 06H,834
05/10/2019 05H,959
05/10/2019 04H,991
05/10/2019 03H,1037
05/10/2019 02H,980
05/10/2019 01H,874
05/10/2019 00H,869
05/9/2019 23H,768
05/9/2019 22H,739
05/9/2019 21H,739
05/9/2019 20H,750
05/9/2019 19H,729
05/9/2019 18H,742
05/9/2019 17H,713
05/9/2019 16H,769
05/9/2019 15H,912
05/9/2019 14H,942
05/9/2019 13H,879
05/9/2019 12H,812
05/9/2019 11H,799
05/9/2019 10H,841
05/9/2019 09H,861
05/9/2019 08H,834
05/9/2019 07H,863
05/9/2019 06H,996
05/9/2019 05H,970
05/9/2019 04H,1046
05/9/2019 03H,987
05/9/2019 02H,888
05/9/2019 01H,864
05/9/2019 00H,727
05/8/2019 23H,681
05/8/2019 22H,694
05/8/2019 21H,748
05/8/2019 20H,708
05/8/2019 19H,735
05/8/2019 18H,765
05/8/2019 17H,722
05/8/2019 16H,715
05/8/2019 15H,853
05/8/2019 14H,922
05/8/2019 13H,943
05/8/2019 12H,817
05/8/2019 11H,807
05/8/2019 10H,823
05/8/2019 09H,848
05/8/2019 08H,866
05/8/2019 07H,882
05/8/2019 06H,929
05/8/2019 05H,984
05/8/2019 04H,998
05/8/2019 03H,856
05/8/2019 02H,837
05/8/2019 01H,824
05/8/2019 00H,897
05/7/2019 23H,814
05/7/2019 22H,855
05/7/2019 21H,890
05/7/2019 20H,864
05/7/2019 19H,840
05/7/2019 18H,781
05/7/2019 17H,757
05/7/2019 16H,692
05/7/2019 15H,785
05/7/2019 14H,958
05/7/2019 13H,904
05/7/2019 12H,728
05/7/2019 11H,769
05/7/2019 10H,751
05/7/2019 09H,755
05/7/2019 08H,655
05/7/2019 07H,875
05/7/2019 06H,988
05/7/2019 05H,1009
05/7/2019 04H,1019
05/7/2019 03H,1025
05/7/2019 02H,1003
05/7/2019 01H,751
05/7/2019 00H,672
05/6/2019 23H,619
05/6/2019 22H,596
05/6/2019 21H,595
05/6/2019 20H,613
05/6/2019 19H,583
05/6/2019 18H,617
05/6/2019 17H,752
05/6/2019 16H,620
05/6/2019 15H,671
05/6/2019 14H,919
05/6/2019 13H,895
05/6/2019 12H,800
05/6/2019 11H,757
05/6/2019 10H,724
05/6/2019 09H,759
05/6/2019 08H,781
05/6/2019 07H,921
05/6/2019 06H,966
05/6/2019 05H,1017
05/6/2019 04H,1003
05/6/2019 03H,1011
05/6/2019 02H,1019
05/6/2019 01H,881
05/6/2019 00H,811
05/5/2019 23H,697
05/5/2019 22H,691
05/5/2019 21H,696
05/5/2019 20H,647
05/5/2019 19H,622
05/5/2019 18H,561
05/5/2019 17H,585
05/5/2019 16H,643
05/5/2019 15H,607
05/5/2019 14H,611
05/5/2019 13H,536
05/5/2019 12H,502
05/5/2019 11H,476
05/5/2019 10H,502
05/5/2019 09H,530
05/5/2019 08H,745
05/5/2019 07H,983
05/5/2019 06H,1041
05/5/2019 05H,990
05/5/2019 04H,990
05/5/2019 03H,975
05/5/2019 02H,1073
05/5/2019 01H,1028
05/5/2019 00H,855
05/4/2019 23H,785
05/4/2019 22H,784
05/4/2019 21H,701
05/4/2019 20H,686
05/4/2019 19H,642
05/4/2019 18H,630
05/4/2019 17H,623
05/4/2019 16H,613
05/4/2019 15H,689
05/4/2019 14H,872
05/4/2019 13H,686
05/4/2019 12H,587
05/4/2019 11H,611
05/4/2019 10H,657
05/4/2019 09H,721
05/4/2019 08H,855
05/4/2019 07H,1028
05/4/2019 06H,1059
05/4/2019 05H,1047
05/4/2019 04H,1066
05/4/2019 03H,1062
05/4/2019 02H,1084
05/4/2019 01H,1074
05/4/2019 00H,959
05/3/2019 23H,905
05/3/2019 22H,868
05/3/2019 21H,804
05/3/2019 20H,752
05/3/2019 19H,731
05/3/2019 18H,736
05/3/2019 17H,659
05/3/2019 16H,647
05/3/2019 15H,883
05/3/2019 14H,1007
05/3/2019 13H,754
05/3/2019 12H,531
05/3/2019 11H,530
05/3/2019 10H,493
05/3/2019 09H,639
05/3/2019 08H,663
05/3/2019 07H,726
05/3/2019 06H,833
05/3/2019 05H,910
05/3/2019 04H,996
05/3/2019 03H,987
05/3/2019 02H,963
05/3/2019 01H,770
05/3/2019 00H,706
05/2/2019 23H,693
05/2/2019 22H,740
05/2/2019 21H,668
05/2/2019 20H,644
05/2/2019 19H,649
05/2/2019 18H,650
05/2/2019 17H,687
05/2/2019 16H,705
05/2/2019 15H,692
05/2/2019 14H,875
05/2/2019 13H,873
05/2/2019 12H,733
05/2/2019 11H,729
05/2/2019 10H,721
05/2/2019 09H,711
05/2/2019 08H,758
05/2/2019 07H,862
05/2/2019 06H,1000
05/2/2019 05H,1026
05/2/2019 04H,1016
05/2/2019 03H,1006
05/2/2019 02H,1079
05/2/2019 01H,1058
05/2/2019 00H,800
05/1/2019 23H,787
05/1/2019 22H,680
05/1/2019 21H,608
05/1/2019 20H,637
05/1/2019 19H,638
05/1/2019 18H,620
05/1/2019 17H,605
05/1/2019 16H,612
05/1/2019 15H,820
05/1/2019 14H,914
05/1/2019 13H,768
05/1/2019 12H,551
05/1/2019 11H,519
05/1/2019 10H,530
05/1/2019 09H,541
05/1/2019 08H,672
05/1/2019 07H,875
05/1/2019 06H,994
05/1/2019 05H,987
05/1/2019 04H,1008
05/1/2019 03H,1031
05/1/2019 02H,1023
05/1/2019 01H,846
05/1/2019 00H,794
04/30/2019 23H,673
04/30/2019 22H,691
04/30/2019 21H,600
04/30/2019 20H,595
04/30/2019 19H,589
04/30/2019 18H,600
04/30/2019 17H,579
04/30/2019 16H,570
04/30/2019 15H,705
04/30/2019 14H,914
04/30/2019 13H,910
04/30/2019 12H,668
04/30/2019 11H,600
04/30/2019 10H,618
04/30/2019 09H,648
04/30/2019 08H,652
04/30/2019 07H,912
04/30/2019 06H,947
04/30/2019 05H,1028
04/30/2019 04H,982
04/30/2019 03H,986
04/30/2019 02H,830
04/30/2019 01H,729
04/30/2019 00H,680
04/29/2019 23H,720
04/29/2019 22H,726
04/29/2019 21H,717
04/29/2019 20H,723
04/29/2019 19H,653
04/29/2019 18H,635
04/29/2019 17H,535
04/29/2019 16H,629
04/29/2019 15H,752
04/29/2019 14H,860
04/29/2019 13H,821
04/29/2019 12H,602
04/29/2019 11H,554
04/29/2019 10H,572
04/29/2019 09H,607
04/29/2019 08H,626
04/29/2019 07H,755
04/29/2019 06H,866
04/29/2019 05H,962
04/29/2019 04H,1052
04/29/2019 03H,1138
04/29/2019 02H,1116
04/29/2019 01H,1065
04/29/2019 00H,829
04/28/2019 23H,738
04/28/2019 22H,735
04/28/2019 21H,700
04/28/2019 20H,655
04/28/2019 19H,535
04/28/2019 18H,438
04/28/2019 17H,428
04/28/2019 16H,446
04/28/2019 15H,534
04/28/2019 14H,626
04/28/2019 13H,674
04/28/2019 12H,597
04/28/2019 11H,596
04/28/2019 10H,572
04/28/2019 09H,595
04/28/2019 08H,645
04/28/2019 07H,652
04/28/2019 06H,941
04/28/2019 05H,1015
04/28/2019 04H,1021
04/28/2019 03H,1020
04/28/2019 02H,998
04/28/2019 01H,891
04/28/2019 00H,752
04/27/2019 23H,696
04/27/2019 22H,695
04/27/2019 21H,599
04/27/2019 20H,642
04/27/2019 19H,566
04/27/2019 18H,573
04/27/2019 17H,441
04/27/2019 16H,466
04/27/2019 15H,543
04/27/2019 14H,758
04/27/2019 13H,835
04/27/2019 12H,598
04/27/2019 11H,570
04/27/2019 10H,665
04/27/2019 09H,723
04/27/2019 08H,673
04/27/2019 07H,811
04/27/2019 06H,1021
04/27/2019 05H,977
04/27/2019 04H,1041
04/27/2019 03H,1088
04/27/2019 02H,1107
04/27/2019 01H,855
04/27/2019 00H,854
04/26/2019 23H,787
04/26/2019 22H,701
04/26/2019 21H,658
04/26/2019 20H,619
04/26/2019 19H,608
04/26/2019 18H,595
04/26/2019 17H,395
04/26/2019 16H,433
04/26/2019 15H,691
04/26/2019 14H,904
04/26/2019 13H,790
04/26/2019 12H,549
04/26/2019 11H,499
04/26/2019 10H,512
04/26/2019 09H,565
04/26/2019 08H,833
04/26/2019 07H,950
04/26/2019 06H,1064
04/26/2019 05H,1040
04/26/2019 04H,1089
04/26/2019 03H,984
04/26/2019 02H,1143
04/26/2019 01H,927
04/26/2019 00H,874
04/25/2019 23H,779
04/25/2019 22H,798
04/25/2019 21H,797
04/25/2019 20H,642
04/25/2019 19H,611
04/25/2019 18H,586
04/25/2019 17H,559
04/25/2019 16H,468
04/25/2019 15H,624
04/25/2019 14H,858
04/25/2019 13H,805
04/25/2019 12H,621
04/25/2019 11H,603
04/25/2019 10H,587
04/25/2019 09H,596
04/25/2019 08H,672
04/25/2019 07H,826
04/25/2019 06H,1045
04/25/2019 05H,1052
04/25/2019 04H,1062
04/25/2019 03H,1122
04/25/2019 02H,1184
04/25/2019 01H,1028
04/25/2019 00H,900
04/24/2019 23H,788
04/24/2019 22H,662
04/24/2019 21H,688
04/24/2019 20H,729
04/24/2019 19H,669
04/24/2019 18H,553
04/24/2019 17H,528
04/24/2019 16H,512
04/24/2019 15H,676
04/24/2019 14H,943
04/24/2019 13H,874
04/24/2019 12H,622
04/24/2019 11H,586
04/24/2019 10H,600
04/24/2019 09H,631
04/24/2019 08H,814
04/24/2019 07H,921
04/24/2019 06H,1050
04/24/2019 05H,1133
04/24/2019 04H,1118
04/24/2019 03H,1149
04/24/2019 02H,1153
04/24/2019 01H,871
04/24/2019 00H,755
04/23/2019 23H,712
04/23/2019 22H,658
04/23/2019 21H,631
04/23/2019 20H,649
04/23/2019 19H,615
04/23/2019 18H,577
04/23/2019 17H,521
04/23/2019 16H,583
04/23/2019 15H,709
04/23/2019 14H,956
04/23/2019 13H,620
04/23/2019 12H,503
04/23/2019 11H,464
04/23/2019 10H,489
04/23/2019 09H,627
04/23/2019 08H,677
04/23/2019 07H,874
04/23/2019 06H,1093
04/23/2019 05H,1151
04/23/2019 04H,1141
04/23/2019 03H,1151
04/23/2019 02H,1105
04/23/2019 01H,1005
04/23/2019 00H,863
04/22/2019 23H,682
04/22/2019 22H,484
04/22/2019 21H,452
04/22/2019 20H,449
04/22/2019 19H,456
04/22/2019 18H,601
04/22/2019 17H,559
04/22/2019 16H,645
04/22/2019 15H,876
04/22/2019 14H,933
04/22/2019 13H,787
04/22/2019 12H,555
04/22/2019 11H,480
04/22/2019 10H,521
04/22/2019 09H,533
04/22/2019 08H,576
04/22/2019 07H,630
04/22/2019 06H,785
04/22/2019 05H,785
04/22/2019 04H,926
04/22/2019 03H,956
04/22/2019 02H,879
04/22/2019 01H,774
04/22/2019 00H,680
04/21/2019 23H,621
04/21/2019 22H,579
04/21/2019 21H,462
04/21/2019 20H,443
04/21/2019 19H,453
04/21/2019 18H,533
04/21/2019 17H,535
04/21/2019 16H,575
04/21/2019 15H,682
04/21/2019 14H,717
04/21/2019 13H,678
04/21/2019 12H,581
04/21/2019 11H,565
04/21/2019 10H,566
04/21/2019 09H,562
04/21/2019 08H,609
04/21/2019 07H,697
04/21/2019 06H,788
04/21/2019 05H,940
04/21/2019 04H,1079
04/21/2019 03H,1057
04/21/2019 02H,1007
04/21/2019 01H,786
04/21/2019 00H,698
04/20/2019 23H,626
04/20/2019 22H,608
04/20/2019 21H,536
04/20/2019 20H,472
04/20/2019 19H,451
04/20/2019 18H,485
04/20/2019 17H,516
04/20/2019 16H,642
04/20/2019 15H,678
04/20/2019 14H,609
04/20/2019 13H,509
04/20/2019 12H,474
04/20/2019 11H,494
04/20/2019 10H,515
04/20/2019 09H,524
04/20/2019 08H,698
04/20/2019 07H,907
04/20/2019 06H,1054
04/20/2019 05H,1088
04/20/2019 04H,1097
04/20/2019 03H,1137
04/20/2019 02H,1163
04/20/2019 01H,997
04/20/2019 00H,766
04/19/2019 23H,712
04/19/2019 22H,853
04/19/2019 21H,597
04/19/2019 20H,550
04/19/2019 19H,519
04/19/2019 18H,631
04/19/2019 17H,660
04/19/2019 16H,656
04/19/2019 15H,654
04/19/2019 14H,782
04/19/2019 13H,723
04/19/2019 12H,582
04/19/2019 11H,540
04/19/2019 10H,546
04/19/2019 09H,586
04/19/2019 08H,635
04/19/2019 07H,720
04/19/2019 06H,870
04/19/2019 05H,1068
04/19/2019 04H,1147
04/19/2019 03H,1160
04/19/2019 02H,1119
04/19/2019 01H,1072
04/19/2019 00H,908
04/18/2019 23H,785
04/18/2019 22H,664
04/18/2019 21H,479
04/18/2019 20H,454
04/18/2019 19H,452
04/18/2019 18H,591
04/18/2019 17H,618
04/18/2019 16H,682
04/18/2019 15H,820
04/18/2019 14H,929
04/18/2019 13H,729
04/18/2019 12H,545
04/18/2019 11H,507
04/18/2019 10H,517
04/18/2019 09H,670
04/18/2019 08H,818
04/18/2019 07H,923
04/18/2019 06H,997
04/18/2019 05H,1124
04/18/2019 04H,1149
04/18/2019 03H,1169
04/18/2019 02H,1152
04/18/2019 01H,1064
04/18/2019 00H,956
04/17/2019 23H,704
04/17/2019 22H,506
04/17/2019 21H,479
04/17/2019 20H,444
04/17/2019 19H,440
04/17/2019 18H,580
04/17/2019 17H,604
04/17/2019 16H,616
04/17/2019 15H,742
04/17/2019 14H,905
04/17/2019 13H,726
04/17/2019 12H,546
04/17/2019 11H,521
04/17/2019 10H,511
04/17/2019 09H,566
04/17/2019 08H,701
04/17/2019 07H,907
04/17/2019 06H,924
04/17/2019 05H,1024
04/17/2019 04H,1076
04/17/2019 03H,1058
04/17/2019 02H,965
04/17/2019 01H,819
04/17/2019 00H,722
04/16/2019 23H,660
04/16/2019 22H,564
