Net generation from hydro for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WAT.H
19:21:40 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WAT.H megawatthours
10/22/2019 15H,545
10/22/2019 14H,574
10/22/2019 13H,258
10/22/2019 12H,213
10/22/2019 11H,221
10/22/2019 10H,229
10/22/2019 09H,242
10/22/2019 08H,275
10/22/2019 07H,376
10/22/2019 06H,604
10/22/2019 05H,947
10/22/2019 04H,1076
10/22/2019 03H,1135
10/22/2019 02H,1017
10/22/2019 01H,1071
10/22/2019 00H,541
10/21/2019 23H,398
10/21/2019 22H,250
10/21/2019 21H,215
10/21/2019 20H,188
10/21/2019 19H,215
10/21/2019 18H,235
10/21/2019 17H,285
10/21/2019 16H,248
10/21/2019 15H,635
10/21/2019 14H,729
10/21/2019 13H,456
10/21/2019 12H,224
10/21/2019 11H,172
10/21/2019 10H,156
10/21/2019 09H,168
10/21/2019 08H,233
10/21/2019 07H,375
10/21/2019 06H,407
10/21/2019 05H,702
10/21/2019 04H,936
10/21/2019 03H,990
10/21/2019 02H,1289
10/21/2019 01H,1103
10/21/2019 00H,735
10/20/2019 23H,540
10/20/2019 22H,381
10/20/2019 21H,337
10/20/2019 20H,274
10/20/2019 19H,252
10/20/2019 18H,240
10/20/2019 17H,238
10/20/2019 16H,185
10/20/2019 15H,289
10/20/2019 14H,435
10/20/2019 13H,332
10/20/2019 12H,209
10/20/2019 11H,178
10/20/2019 10H,176
10/20/2019 09H,193
10/20/2019 08H,296
10/20/2019 07H,355
10/20/2019 06H,480
10/20/2019 05H,651
10/20/2019 04H,908
10/20/2019 03H,906
10/20/2019 02H,1064
10/20/2019 01H,993
10/20/2019 00H,548
10/19/2019 23H,456
10/19/2019 22H,366
10/19/2019 21H,297
10/19/2019 20H,248
10/19/2019 19H,226
10/19/2019 18H,198
10/19/2019 17H,183
10/19/2019 16H,206
10/19/2019 15H,450
10/19/2019 14H,658
10/19/2019 13H,371
10/19/2019 12H,184
10/19/2019 11H,193
10/19/2019 10H,203
10/19/2019 09H,206
10/19/2019 08H,274
10/19/2019 07H,331
10/19/2019 06H,460
10/19/2019 05H,804
10/19/2019 04H,1103
10/19/2019 03H,1127
10/19/2019 02H,1148
10/19/2019 01H,1056
10/19/2019 00H,531
10/18/2019 23H,283
10/18/2019 22H,286
10/18/2019 21H,257
10/18/2019 20H,264
10/18/2019 19H,306
10/18/2019 18H,301
10/18/2019 17H,230
10/18/2019 16H,240
10/18/2019 15H,693
10/18/2019 14H,865
10/18/2019 13H,471
10/18/2019 12H,245
10/18/2019 11H,226
10/18/2019 10H,248
10/18/2019 09H,256
10/18/2019 08H,285
10/18/2019 07H,268
10/18/2019 06H,370
10/18/2019 05H,809
10/18/2019 04H,999
10/18/2019 03H,1201
10/18/2019 02H,1230
10/18/2019 01H,1082
10/18/2019 00H,789
10/17/2019 23H,426
10/17/2019 22H,360
10/17/2019 21H,371
10/17/2019 20H,406
10/17/2019 19H,270
10/17/2019 18H,185
10/17/2019 17H,196
10/17/2019 16H,209
10/17/2019 15H,540
10/17/2019 14H,648
10/17/2019 13H,372
10/17/2019 12H,227
10/17/2019 11H,192
10/17/2019 10H,195
10/17/2019 09H,202
10/17/2019 08H,239
10/17/2019 07H,355
10/17/2019 06H,509
10/17/2019 05H,719
10/17/2019 04H,905
10/17/2019 03H,1185
10/17/2019 02H,1290
10/17/2019 01H,1011
10/17/2019 00H,822
10/16/2019 23H,480
10/16/2019 22H,465
10/16/2019 21H,389
10/16/2019 20H,317
10/16/2019 19H,335
10/16/2019 18H,264
10/16/2019 17H,211
10/16/2019 16H,206
10/16/2019 15H,539
10/16/2019 14H,755
10/16/2019 13H,492
10/16/2019 12H,230
10/16/2019 11H,203
10/16/2019 10H,205
10/16/2019 09H,211
10/16/2019 08H,227
10/16/2019 07H,383
10/16/2019 06H,578
10/16/2019 05H,1059
10/16/2019 04H,1141
10/16/2019 03H,1126
10/16/2019 02H,1126
10/16/2019 01H,1040
10/16/2019 00H,735
10/15/2019 23H,406
10/15/2019 22H,309
10/15/2019 21H,228
10/15/2019 20H,234
10/15/2019 19H,212
10/15/2019 18H,182
10/15/2019 17H,197
10/15/2019 16H,233
10/15/2019 15H,472
10/15/2019 14H,662
10/15/2019 13H,487
10/15/2019 12H,261
10/15/2019 11H,178
10/15/2019 10H,190
10/15/2019 09H,245
10/15/2019 08H,285
10/15/2019 07H,388
10/15/2019 06H,592
10/15/2019 05H,996
10/15/2019 04H,1013
10/15/2019 03H,1075
10/15/2019 02H,1019
10/15/2019 01H,952
10/15/2019 00H,549
10/14/2019 23H,401
10/14/2019 22H,324
10/14/2019 21H,319
10/14/2019 20H,247
10/14/2019 19H,245
10/14/2019 18H,209
10/14/2019 17H,213
10/14/2019 16H,242
10/14/2019 15H,677
10/14/2019 14H,714
10/14/2019 13H,539
10/14/2019 12H,203
10/14/2019 11H,173
10/14/2019 10H,174
10/14/2019 09H,200
10/14/2019 08H,281
10/14/2019 07H,401
10/14/2019 06H,466
10/14/2019 05H,689
10/14/2019 04H,789
10/14/2019 03H,986
10/14/2019 02H,1150
10/14/2019 01H,1028
10/14/2019 00H,654
10/13/2019 23H,458
10/13/2019 22H,325
10/13/2019 21H,302
10/13/2019 20H,231
10/13/2019 19H,298
10/13/2019 18H,307
10/13/2019 17H,336
10/13/2019 16H,347
10/13/2019 15H,346
10/13/2019 14H,497
10/13/2019 13H,381
10/13/2019 12H,235
10/13/2019 11H,247
10/13/2019 10H,248
10/13/2019 09H,271
10/13/2019 08H,433
10/13/2019 07H,346
10/13/2019 06H,466
10/13/2019 05H,705
10/13/2019 04H,904
10/13/2019 03H,1126
10/13/2019 02H,1077
10/13/2019 01H,988
10/13/2019 00H,728
10/12/2019 23H,439
10/12/2019 22H,387
10/12/2019 21H,297
10/12/2019 20H,257
10/12/2019 19H,287
10/12/2019 18H,234
10/12/2019 17H,243
10/12/2019 16H,247
10/12/2019 15H,323
10/12/2019 14H,553
10/12/2019 13H,493
10/12/2019 12H,329
10/12/2019 11H,332
10/12/2019 10H,354
10/12/2019 09H,293
10/12/2019 08H,409
10/12/2019 07H,462
10/12/2019 06H,841
10/12/2019 05H,954
10/12/2019 04H,969
10/12/2019 03H,1105
10/12/2019 02H,1414
10/12/2019 01H,1275
10/12/2019 00H,670
10/11/2019 23H,303
10/11/2019 22H,263
10/11/2019 21H,243
10/11/2019 20H,241
10/11/2019 19H,247
10/11/2019 18H,223
10/11/2019 17H,213
10/11/2019 16H,200
10/11/2019 15H,584
10/11/2019 14H,761
10/11/2019 13H,429
10/11/2019 12H,242
10/11/2019 11H,226
10/11/2019 10H,228
10/11/2019 09H,234
10/11/2019 08H,282
10/11/2019 07H,309
10/11/2019 06H,385
10/11/2019 05H,791
10/11/2019 04H,1155
10/11/2019 03H,1423
10/11/2019 02H,1424
10/11/2019 01H,1253
10/11/2019 00H,866
10/10/2019 23H,427
10/10/2019 22H,368
10/10/2019 21H,246
10/10/2019 20H,222
10/10/2019 19H,258
10/10/2019 18H,306
10/10/2019 17H,243
10/10/2019 16H,231
10/10/2019 15H,646
10/10/2019 14H,808
10/10/2019 13H,375
10/10/2019 12H,250
10/10/2019 11H,239
10/10/2019 10H,232
10/10/2019 09H,316
10/10/2019 08H,407
10/10/2019 07H,414
10/10/2019 06H,618
10/10/2019 05H,967
10/10/2019 04H,1163
10/10/2019 03H,1398
10/10/2019 02H,1294
10/10/2019 01H,1346
10/10/2019 00H,1012
10/9/2019 23H,610
10/9/2019 22H,459
10/9/2019 21H,303
10/9/2019 20H,258
10/9/2019 19H,281
10/9/2019 18H,221
10/9/2019 17H,30
10/9/2019 16H,92
10/9/2019 15H,345
10/9/2019 14H,473
10/9/2019 13H,257
10/9/2019 12H,75
10/9/2019 11H,172
10/9/2019 10H,270
10/9/2019 09H,309
10/9/2019 08H,341
10/9/2019 07H,326
10/9/2019 06H,421
10/9/2019 05H,855
10/9/2019 04H,1153
10/9/2019 03H,1451
10/9/2019 02H,1468
10/9/2019 01H,1289
10/9/2019 00H,841
10/8/2019 23H,548
10/8/2019 22H,440
10/8/2019 21H,355
10/8/2019 20H,287
10/8/2019 19H,277
10/8/2019 18H,230
10/8/2019 17H,234
10/8/2019 16H,243
10/8/2019 15H,421
10/8/2019 14H,608
10/8/2019 13H,353
10/8/2019 12H,269
10/8/2019 11H,261
10/8/2019 10H,261
10/8/2019 09H,262
10/8/2019 08H,322
10/8/2019 07H,336
10/8/2019 06H,544
10/8/2019 05H,1027
10/8/2019 04H,1216
10/8/2019 03H,1456
10/8/2019 02H,1526
10/8/2019 01H,1284
10/8/2019 00H,938
10/7/2019 23H,526
10/7/2019 22H,446
10/7/2019 21H,343
10/7/2019 20H,284
10/7/2019 19H,297
10/7/2019 18H,264
10/7/2019 17H,247
10/7/2019 16H,270
10/7/2019 15H,432
10/7/2019 14H,558
10/7/2019 13H,308
10/7/2019 12H,229
10/7/2019 11H,197
10/7/2019 10H,213
10/7/2019 09H,267
10/7/2019 08H,382
10/7/2019 07H,302
10/7/2019 06H,407
10/7/2019 05H,627
10/7/2019 04H,903
10/7/2019 03H,848
10/7/2019 02H,748
10/7/2019 01H,578
10/7/2019 00H,488
10/6/2019 23H,423
10/6/2019 22H,342
10/6/2019 21H,304
10/6/2019 20H,266
10/6/2019 19H,314
10/6/2019 18H,228
10/6/2019 17H,217
10/6/2019 16H,173
10/6/2019 15H,185
10/6/2019 14H,213
10/6/2019 13H,199
10/6/2019 12H,176
10/6/2019 11H,207
10/6/2019 10H,207
10/6/2019 09H,222
10/6/2019 08H,267
10/6/2019 07H,276
10/6/2019 06H,306
10/6/2019 05H,669
10/6/2019 04H,819
10/6/2019 03H,862
10/6/2019 02H,896
10/6/2019 01H,766
10/6/2019 00H,503
10/5/2019 23H,355
10/5/2019 22H,296
10/5/2019 21H,258
10/5/2019 20H,255
10/5/2019 19H,233
10/5/2019 18H,205
10/5/2019 17H,173
10/5/2019 16H,180
10/5/2019 15H,253
10/5/2019 14H,304
10/5/2019 13H,164
10/5/2019 12H,133
10/5/2019 11H,143
10/5/2019 10H,141
10/5/2019 09H,174
10/5/2019 08H,196
10/5/2019 07H,221
10/5/2019 06H,389
10/5/2019 05H,377
10/5/2019 04H,662
10/5/2019 03H,754
10/5/2019 02H,923
10/5/2019 01H,609
10/5/2019 00H,460
10/4/2019 23H,394
10/4/2019 22H,496
10/4/2019 21H,319
10/4/2019 20H,247
10/4/2019 19H,232
10/4/2019 18H,180
10/4/2019 17H,172
10/4/2019 16H,178
10/4/2019 15H,262
10/4/2019 14H,291
10/4/2019 13H,173
10/4/2019 12H,131
10/4/2019 11H,155
10/4/2019 10H,140
10/4/2019 09H,176
10/4/2019 08H,198
10/4/2019 07H,175
10/4/2019 06H,194
10/4/2019 05H,393
10/4/2019 04H,936
10/4/2019 03H,1113
10/4/2019 02H,1222
10/4/2019 01H,786
10/4/2019 00H,484
10/3/2019 23H,342
10/3/2019 22H,212
10/3/2019 21H,194
10/3/2019 20H,158
10/3/2019 19H,165
10/3/2019 18H,167
10/3/2019 17H,189
10/3/2019 16H,155
10/3/2019 15H,314
10/3/2019 14H,386
10/3/2019 13H,185
10/3/2019 12H,160
10/3/2019 11H,145
10/3/2019 10H,156
10/3/2019 09H,166
10/3/2019 08H,190
10/3/2019 07H,240
10/3/2019 06H,269
10/3/2019 05H,468
10/3/2019 04H,941
10/3/2019 03H,951
10/3/2019 02H,947
10/3/2019 01H,667
10/3/2019 00H,387
10/2/2019 23H,335
10/2/2019 22H,331
10/2/2019 21H,260
10/2/2019 20H,226
10/2/2019 19H,231
10/2/2019 18H,220
10/2/2019 17H,212
10/2/2019 16H,267
10/2/2019 15H,308
10/2/2019 14H,467
10/2/2019 13H,270
10/2/2019 12H,213
10/2/2019 11H,222
10/2/2019 10H,215
10/2/2019 09H,222
10/2/2019 08H,318
10/2/2019 07H,303
10/2/2019 06H,362
10/2/2019 05H,555
10/2/2019 04H,887
10/2/2019 03H,1118
10/2/2019 02H,1006
10/2/2019 01H,728
10/2/2019 00H,504
10/1/2019 23H,386
10/1/2019 22H,445
10/1/2019 21H,413
10/1/2019 20H,330
10/1/2019 19H,194
10/1/2019 18H,197
10/1/2019 17H,218
10/1/2019 16H,214
10/1/2019 15H,333
10/1/2019 14H,550
10/1/2019 13H,182
10/1/2019 12H,59
10/1/2019 11H,46
10/1/2019 10H,65
10/1/2019 09H,182
10/1/2019 08H,306
10/1/2019 07H,399
10/1/2019 06H,655
10/1/2019 05H,972
10/1/2019 04H,1259
10/1/2019 03H,1251
10/1/2019 02H,1272
10/1/2019 01H,1146
10/1/2019 00H,783
09/30/2019 23H,459
09/30/2019 22H,385
09/30/2019 21H,333
09/30/2019 20H,322
09/30/2019 19H,301
09/30/2019 18H,292
09/30/2019 17H,225
09/30/2019 16H,214
09/30/2019 15H,430
09/30/2019 14H,440
09/30/2019 13H,198
09/30/2019 12H,55
09/30/2019 11H,54
09/30/2019 10H,68
09/30/2019 09H,246
09/30/2019 08H,356
09/30/2019 07H,467
09/30/2019 06H,556
09/30/2019 05H,811
09/30/2019 04H,885
09/30/2019 03H,968
09/30/2019 02H,992
09/30/2019 01H,1048
09/30/2019 00H,883
09/29/2019 23H,444
09/29/2019 22H,367
09/29/2019 21H,282
09/29/2019 20H,297
09/29/2019 19H,374
09/29/2019 18H,321
09/29/2019 17H,256
09/29/2019 16H,183
09/29/2019 15H,252
09/29/2019 14H,295
09/29/2019 13H,146
09/29/2019 12H,99
09/29/2019 11H,104
09/29/2019 10H,208
09/29/2019 09H,342
09/29/2019 08H,509
09/29/2019 07H,456
09/29/2019 06H,578
09/29/2019 05H,836
09/29/2019 04H,1116
09/29/2019 03H,1160
09/29/2019 02H,1356
09/29/2019 01H,947
09/29/2019 00H,550
09/28/2019 23H,369
09/28/2019 22H,338
09/28/2019 21H,393
09/28/2019 20H,393
09/28/2019 19H,388
09/28/2019 18H,311
09/28/2019 17H,201
09/28/2019 16H,209
09/28/2019 15H,266
09/28/2019 14H,391
09/28/2019 13H,118
09/28/2019 12H,77
09/28/2019 11H,81
09/28/2019 10H,117
09/28/2019 09H,316
09/28/2019 08H,427
09/28/2019 07H,446
09/28/2019 06H,555
09/28/2019 05H,883
09/28/2019 04H,1049
09/28/2019 03H,1183
09/28/2019 02H,1338
09/28/2019 01H,969
09/28/2019 00H,596
09/27/2019 23H,391
09/27/2019 22H,329
09/27/2019 21H,364
09/27/2019 20H,386
09/27/2019 19H,363
09/27/2019 18H,277
09/27/2019 17H,236
09/27/2019 16H,284
09/27/2019 15H,453
09/27/2019 14H,703
09/27/2019 13H,292
09/27/2019 12H,217
09/27/2019 11H,204
09/27/2019 10H,220
09/27/2019 09H,257
09/27/2019 08H,292
09/27/2019 07H,263
09/27/2019 06H,422
09/27/2019 05H,778
09/27/2019 04H,1024
09/27/2019 03H,1027
09/27/2019 02H,1151
09/27/2019 01H,818
09/27/2019 00H,731
09/26/2019 23H,598
09/26/2019 22H,488
09/26/2019 21H,437
09/26/2019 20H,267
09/26/2019 19H,388
09/26/2019 18H,321
09/26/2019 17H,295
09/26/2019 16H,293
09/26/2019 15H,530
09/26/2019 14H,853
09/26/2019 13H,372
09/26/2019 12H,212
09/26/2019 11H,211
09/26/2019 10H,215
09/26/2019 09H,298
09/26/2019 08H,357
09/26/2019 07H,387
09/26/2019 06H,556
09/26/2019 05H,869
09/26/2019 04H,1433
09/26/2019 03H,1454
09/26/2019 02H,1503
09/26/2019 01H,1454
09/26/2019 00H,1240
09/25/2019 23H,751
09/25/2019 22H,642
09/25/2019 21H,473
09/25/2019 20H,437
09/25/2019 19H,364
09/25/2019 18H,315
09/25/2019 17H,282
09/25/2019 16H,295
09/25/2019 15H,466
09/25/2019 14H,797
09/25/2019 13H,357
09/25/2019 12H,273
09/25/2019 11H,252
09/25/2019 10H,256
09/25/2019 09H,300
09/25/2019 08H,380
09/25/2019 07H,465
09/25/2019 06H,539
09/25/2019 05H,717
09/25/2019 04H,1222
09/25/2019 03H,1337
09/25/2019 02H,1435
09/25/2019 01H,1151
09/25/2019 00H,1016
09/24/2019 23H,787
09/24/2019 22H,626
09/24/2019 21H,592
09/24/2019 20H,467
09/24/2019 19H,389
09/24/2019 18H,237
09/24/2019 17H,244
09/24/2019 16H,268
09/24/2019 15H,477
09/24/2019 14H,590
09/24/2019 13H,494
09/24/2019 12H,309
09/24/2019 11H,278
09/24/2019 10H,302
09/24/2019 09H,376
09/24/2019 08H,419
09/24/2019 07H,401
09/24/2019 06H,545
09/24/2019 05H,840
09/24/2019 04H,1260
09/24/2019 03H,1447
09/24/2019 02H,1402
09/24/2019 01H,1183
09/24/2019 00H,946
09/23/2019 23H,615
09/23/2019 22H,540
09/23/2019 21H,539
09/23/2019 20H,522
09/23/2019 19H,357
09/23/2019 18H,243
09/23/2019 17H,233
09/23/2019 16H,232
09/23/2019 15H,328
09/23/2019 14H,633
09/23/2019 13H,407
09/23/2019 12H,305
09/23/2019 11H,301
09/23/2019 10H,272
09/23/2019 09H,317
09/23/2019 08H,442
09/23/2019 07H,458
09/23/2019 06H,546
09/23/2019 05H,699
09/23/2019 04H,998
09/23/2019 03H,1157
09/23/2019 02H,1370
09/23/2019 01H,1243
09/23/2019 00H,1145
09/22/2019 23H,933
09/22/2019 22H,830
09/22/2019 21H,673
09/22/2019 20H,679
09/22/2019 19H,446
09/22/2019 18H,350
09/22/2019 17H,228
09/22/2019 16H,201
09/22/2019 15H,286
09/22/2019 14H,328
09/22/2019 13H,314
09/22/2019 12H,282
09/22/2019 11H,285
09/22/2019 10H,283
09/22/2019 09H,338
09/22/2019 08H,417
09/22/2019 07H,382
09/22/2019 06H,521
09/22/2019 05H,666
09/22/2019 04H,868
09/22/2019 03H,1325
09/22/2019 02H,1521
09/22/2019 01H,1220
09/22/2019 00H,1018
09/21/2019 23H,994
09/21/2019 22H,819
09/21/2019 21H,611
09/21/2019 20H,581
09/21/2019 19H,421
09/21/2019 18H,331
09/21/2019 17H,271
09/21/2019 16H,268
09/21/2019 15H,279
09/21/2019 14H,371
09/21/2019 13H,269
09/21/2019 12H,248
09/21/2019 11H,264
09/21/2019 10H,265
09/21/2019 09H,337
09/21/2019 08H,425
09/21/2019 07H,454
09/21/2019 06H,611
09/21/2019 05H,935
09/21/2019 04H,1202
09/21/2019 03H,1239
09/21/2019 02H,1347
09/21/2019 01H,1215
09/21/2019 00H,985
09/20/2019 23H,768
09/20/2019 22H,632
09/20/2019 21H,536
09/20/2019 20H,489
09/20/2019 19H,373
09/20/2019 18H,280
09/20/2019 17H,285
09/20/2019 16H,245
09/20/2019 15H,298
09/20/2019 14H,474
09/20/2019 13H,280
09/20/2019 12H,213
09/20/2019 11H,219
09/20/2019 10H,266
09/20/2019 09H,343
09/20/2019 08H,445
09/20/2019 07H,585
09/20/2019 06H,910
09/20/2019 05H,1203
09/20/2019 04H,1358
09/20/2019 03H,1504
09/20/2019 02H,1398
09/20/2019 01H,1123
09/20/2019 00H,808
09/19/2019 23H,774
09/19/2019 22H,670
09/19/2019 21H,517
09/19/2019 20H,451
09/19/2019 19H,365
09/19/2019 18H,262
09/19/2019 17H,209
09/19/2019 16H,197
09/19/2019 15H,292
09/19/2019 14H,505
09/19/2019 13H,354
09/19/2019 12H,255
09/19/2019 11H,254
09/19/2019 10H,247
09/19/2019 09H,283
09/19/2019 08H,287
09/19/2019 07H,545
09/19/2019 06H,656
09/19/2019 05H,1027
09/19/2019 04H,1316
09/19/2019 03H,1470
09/19/2019 02H,1454
09/19/2019 01H,1282
09/19/2019 00H,1020
09/18/2019 23H,864
09/18/2019 22H,805
09/18/2019 21H,621
09/18/2019 20H,420
09/18/2019 19H,278
09/18/2019 18H,218
09/18/2019 17H,214
09/18/2019 16H,206
09/18/2019 15H,232
09/18/2019 14H,505
09/18/2019 13H,327
09/18/2019 12H,235
09/18/2019 11H,236
09/18/2019 10H,350
09/18/2019 09H,355
09/18/2019 08H,355
09/18/2019 07H,350
09/18/2019 06H,505
09/18/2019 05H,867
09/18/2019 04H,1203
09/18/2019 03H,1486
09/18/2019 02H,1557
09/18/2019 01H,1337
09/18/2019 00H,1024
09/17/2019 23H,947
09/17/2019 22H,830
09/17/2019 21H,673
09/17/2019 20H,611
09/17/2019 19H,320
09/17/2019 18H,244
09/17/2019 17H,231
09/17/2019 16H,251
09/17/2019 15H,377
09/17/2019 14H,714
09/17/2019 13H,312
09/17/2019 12H,265
09/17/2019 11H,271
09/17/2019 10H,286
09/17/2019 09H,303
09/17/2019 08H,364
09/17/2019 07H,392
09/17/2019 06H,453
09/17/2019 05H,723
09/17/2019 04H,1216
09/17/2019 03H,1560
09/17/2019 02H,1353
09/17/2019 01H,1271
09/17/2019 00H,1029
09/16/2019 23H,781
09/16/2019 22H,688
09/16/2019 21H,719
09/16/2019 20H,546
09/16/2019 19H,393
09/16/2019 18H,310
09/16/2019 17H,255
09/16/2019 16H,283
09/16/2019 15H,467
09/16/2019 14H,726
09/16/2019 13H,310
09/16/2019 12H,214
09/16/2019 11H,223
09/16/2019 10H,241
09/16/2019 09H,289
09/16/2019 08H,353
09/16/2019 07H,454
09/16/2019 06H,510
09/16/2019 05H,844
09/16/2019 04H,1085
09/16/2019 03H,1403
09/16/2019 02H,1348
09/16/2019 01H,1125
09/16/2019 00H,994
09/15/2019 23H,798
09/15/2019 22H,700
09/15/2019 21H,581
09/15/2019 20H,490
09/15/2019 19H,415
09/15/2019 18H,314
09/15/2019 17H,323
09/15/2019 16H,282
09/15/2019 15H,260
09/15/2019 14H,344
09/15/2019 13H,281
09/15/2019 12H,263
09/15/2019 11H,268
09/15/2019 10H,306
09/15/2019 09H,403
09/15/2019 08H,484
09/15/2019 07H,541
09/15/2019 06H,600
09/15/2019 05H,876
09/15/2019 04H,994
09/15/2019 03H,1142
09/15/2019 02H,1128
09/15/2019 01H,1147
09/15/2019 00H,1069
09/14/2019 23H,954
09/14/2019 22H,749
09/14/2019 21H,545
09/14/2019 20H,537
09/14/2019 19H,434
09/14/2019 18H,331
09/14/2019 17H,314
09/14/2019 16H,302
09/14/2019 15H,276
09/14/2019 14H,250
09/14/2019 13H,243
09/14/2019 12H,206
09/14/2019 11H,238
09/14/2019 10H,249
09/14/2019 09H,305
09/14/2019 08H,363
09/14/2019 07H,443
09/14/2019 06H,705
09/14/2019 05H,1058
09/14/2019 04H,1611
09/14/2019 03H,1592
09/14/2019 02H,1565
09/14/2019 01H,1548
09/14/2019 00H,1116
09/13/2019 23H,946
09/13/2019 22H,732
09/13/2019 21H,499
09/13/2019 20H,380
09/13/2019 19H,350
09/13/2019 18H,292
09/13/2019 17H,267
09/13/2019 16H,274
09/13/2019 15H,322
09/13/2019 14H,412
09/13/2019 13H,257
09/13/2019 12H,202
09/13/2019 11H,206
09/13/2019 10H,216
09/13/2019 09H,287
09/13/2019 08H,474
09/13/2019 07H,555
09/13/2019 06H,723
09/13/2019 05H,1129
09/13/2019 04H,1569
09/13/2019 03H,1697
09/13/2019 02H,1619
09/13/2019 01H,1532
09/13/2019 00H,1333
09/12/2019 23H,943
09/12/2019 22H,736
09/12/2019 21H,635
09/12/2019 20H,679
09/12/2019 19H,419
09/12/2019 18H,263
09/12/2019 17H,216
09/12/2019 16H,227
09/12/2019 15H,265
09/12/2019 14H,402
09/12/2019 13H,295
09/12/2019 12H,257
09/12/2019 11H,256
09/12/2019 10H,265
09/12/2019 09H,281
09/12/2019 08H,389
09/12/2019 07H,427
09/12/2019 06H,469
09/12/2019 05H,852
09/12/2019 04H,1402
09/12/2019 03H,1603
09/12/2019 02H,1437
09/12/2019 01H,1296
09/12/2019 00H,945
09/11/2019 23H,866
09/11/2019 22H,704
09/11/2019 21H,763
09/11/2019 20H,583
09/11/2019 19H,457
09/11/2019 18H,328
09/11/2019 17H,284
09/11/2019 16H,237
09/11/2019 15H,294
09/11/2019 14H,582
09/11/2019 13H,303
09/11/2019 12H,263
09/11/2019 11H,225
09/11/2019 10H,232
09/11/2019 09H,244
09/11/2019 08H,344
09/11/2019 07H,373
09/11/2019 06H,654
09/11/2019 05H,1018
09/11/2019 04H,1233
09/11/2019 03H,1394
09/11/2019 02H,1319
09/11/2019 01H,1078
09/11/2019 00H,972
09/10/2019 23H,788
09/10/2019 22H,650
09/10/2019 21H,563
09/10/2019 20H,471
09/10/2019 19H,411
09/10/2019 18H,310
09/10/2019 17H,319
09/10/2019 16H,235
09/10/2019 15H,341
09/10/2019 14H,432
09/10/2019 13H,265
09/10/2019 12H,202
09/10/2019 11H,218
09/10/2019 10H,204
09/10/2019 09H,296
09/10/2019 08H,420
09/10/2019 07H,576
09/10/2019 06H,557
09/10/2019 05H,835
09/10/2019 04H,1224
09/10/2019 03H,1515
09/10/2019 02H,1397
09/10/2019 01H,1319
09/10/2019 00H,948
09/9/2019 23H,749
09/9/2019 22H,629
09/9/2019 21H,577
09/9/2019 20H,534
09/9/2019 19H,447
09/9/2019 18H,382
09/9/2019 17H,359
09/9/2019 16H,285
09/9/2019 15H,330
09/9/2019 14H,378
09/9/2019 13H,241
09/9/2019 12H,165
09/9/2019 11H,198
09/9/2019 10H,225
09/9/2019 09H,268
09/9/2019 08H,377
09/9/2019 07H,543
09/9/2019 06H,735
09/9/2019 05H,925
09/9/2019 04H,1325
09/9/2019 03H,1276
09/9/2019 02H,1205
09/9/2019 01H,948
09/9/2019 00H,763
09/8/2019 23H,564
09/8/2019 22H,570
09/8/2019 21H,499
09/8/2019 20H,488
09/8/2019 19H,345
09/8/2019 18H,309
09/8/2019 17H,289
09/8/2019 16H,215
09/8/2019 15H,77
09/8/2019 14H,119
09/8/2019 13H,122
09/8/2019 12H,139
09/8/2019 11H,168
09/8/2019 10H,155
09/8/2019 09H,252
09/8/2019 08H,442
09/8/2019 07H,458
09/8/2019 06H,557
09/8/2019 05H,877
09/8/2019 04H,1172
09/8/2019 03H,1196
09/8/2019 02H,1341
09/8/2019 01H,1195
09/8/2019 00H,965
09/7/2019 23H,786
09/7/2019 22H,714
09/7/2019 21H,548
09/7/2019 20H,450
09/7/2019 19H,398
09/7/2019 18H,306
09/7/2019 17H,302
09/7/2019 16H,302
09/7/2019 15H,308
09/7/2019 14H,276
09/7/2019 13H,245
09/7/2019 12H,70
09/7/2019 11H,67
09/7/2019 10H,76
09/7/2019 09H,133
09/7/2019 08H,228
09/7/2019 07H,474
09/7/2019 06H,612
09/7/2019 05H,899
09/7/2019 04H,1373
09/7/2019 03H,1387
09/7/2019 02H,1261
09/7/2019 01H,1235
09/7/2019 00H,1138
09/6/2019 23H,959
09/6/2019 22H,814
09/6/2019 21H,731
09/6/2019 20H,537
09/6/2019 19H,431
09/6/2019 18H,332
09/6/2019 17H,297
09/6/2019 16H,295
09/6/2019 15H,300
09/6/2019 14H,395
09/6/2019 13H,275
09/6/2019 12H,252
09/6/2019 11H,247
09/6/2019 10H,253
09/6/2019 09H,313
09/6/2019 08H,384
09/6/2019 07H,459
09/6/2019 06H,538
09/6/2019 05H,1015
09/6/2019 04H,1296
09/6/2019 03H,1116
09/6/2019 02H,1147
09/6/2019 01H,1136
09/6/2019 00H,1023
09/5/2019 23H,903
09/5/2019 22H,911
09/5/2019 21H,768
09/5/2019 20H,719
09/5/2019 19H,685
09/5/2019 18H,573
09/5/2019 17H,393
09/5/2019 16H,235
09/5/2019 15H,431
09/5/2019 14H,572
09/5/2019 13H,329
09/5/2019 12H,43
09/5/2019 11H,33
09/5/2019 10H,58
09/5/2019 09H,116
09/5/2019 08H,179
09/5/2019 07H,376
09/5/2019 06H,568
09/5/2019 05H,1288
09/5/2019 04H,1321
