Net generation from natural gas for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NG.H
19:21:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NG.H megawatthours
11/18/2019 21H,5540
11/18/2019 20H,5515
11/18/2019 19H,5448
11/18/2019 18H,5447
11/18/2019 17H,5705
11/18/2019 16H,6472
11/18/2019 15H,6933
11/18/2019 14H,6630
11/18/2019 13H,5511
11/18/2019 12H,5165
11/18/2019 11H,5025
11/18/2019 10H,4948
11/18/2019 09H,4988
11/18/2019 08H,5460
11/18/2019 07H,5822
11/18/2019 06H,6461
11/18/2019 05H,7048
11/18/2019 04H,7281
11/18/2019 03H,7609
11/18/2019 02H,7757
11/18/2019 01H,7527
11/18/2019 00H,6321
11/17/2019 23H,5061
11/17/2019 22H,4612
11/17/2019 21H,4266
11/17/2019 20H,4009
11/17/2019 19H,3805
11/17/2019 18H,3733
11/17/2019 17H,3899
11/17/2019 16H,4932
11/17/2019 15H,5217
11/17/2019 14H,5348
11/17/2019 13H,4955
11/17/2019 12H,4799
11/17/2019 11H,4731
11/17/2019 10H,4980
11/17/2019 09H,5141
11/17/2019 08H,5589
11/17/2019 07H,5860
11/17/2019 06H,6554
11/17/2019 05H,6889
11/17/2019 04H,7066
11/17/2019 03H,7304
11/17/2019 02H,7485
11/17/2019 01H,7085
11/17/2019 00H,6394
11/16/2019 23H,5886
11/16/2019 22H,5249
11/16/2019 21H,4721
11/16/2019 20H,4533
11/16/2019 19H,4554
11/16/2019 18H,4679
11/16/2019 17H,4850
11/16/2019 16H,5280
11/16/2019 15H,5483
11/16/2019 14H,5301
11/16/2019 13H,4860
11/16/2019 12H,4498
11/16/2019 11H,4482
11/16/2019 10H,4464
11/16/2019 09H,4507
11/16/2019 08H,4763
11/16/2019 07H,5234
11/16/2019 06H,6209
11/16/2019 05H,6656
11/16/2019 04H,6873
11/16/2019 03H,7151
11/16/2019 02H,7287
11/16/2019 01H,6866
11/16/2019 00H,6221
11/15/2019 23H,5760
11/15/2019 22H,5550
11/15/2019 21H,5197
11/15/2019 20H,5036
11/15/2019 19H,4914
11/15/2019 18H,5191
11/15/2019 17H,5368
11/15/2019 16H,5852
11/15/2019 15H,6055
11/15/2019 14H,5691
11/15/2019 13H,4754
11/15/2019 12H,4682
11/15/2019 11H,4415
11/15/2019 10H,4599
11/15/2019 09H,4833
11/15/2019 08H,5214
11/15/2019 07H,5662
11/15/2019 06H,6305
11/15/2019 05H,6912
11/15/2019 04H,7408
11/15/2019 03H,7682
11/15/2019 02H,7824
11/15/2019 01H,7616
11/15/2019 00H,6906
11/14/2019 23H,6114
11/14/2019 22H,5812
11/14/2019 21H,5477
11/14/2019 20H,5503
11/14/2019 19H,5418
11/14/2019 18H,5670
11/14/2019 17H,5763
11/14/2019 16H,5978
11/14/2019 15H,6063
11/14/2019 14H,6024
11/14/2019 13H,5591
11/14/2019 12H,5170
11/14/2019 11H,5173
11/14/2019 10H,4911
11/14/2019 09H,5101
11/14/2019 08H,5308
11/14/2019 07H,5731
11/14/2019 06H,6391
11/14/2019 05H,6820
11/14/2019 04H,7340
11/14/2019 03H,7543
11/14/2019 02H,7269
11/14/2019 01H,7194
11/14/2019 00H,6576
11/13/2019 23H,5441
11/13/2019 22H,5052
11/13/2019 21H,4650
11/13/2019 20H,4591
11/13/2019 19H,4543
11/13/2019 18H,4616
11/13/2019 17H,4911
11/13/2019 16H,5515
11/13/2019 15H,6341
11/13/2019 14H,6255
11/13/2019 13H,5245
11/13/2019 12H,4689
11/13/2019 11H,4404
11/13/2019 10H,4483
11/13/2019 09H,4644
11/13/2019 08H,5103
11/13/2019 07H,5429
11/13/2019 06H,6109
11/13/2019 05H,6458
11/13/2019 04H,6752
11/13/2019 03H,7299
11/13/2019 02H,7502
11/13/2019 01H,7275
11/13/2019 00H,6461
11/12/2019 23H,5717
11/12/2019 22H,5217
11/12/2019 21H,5149
11/12/2019 20H,5164
11/12/2019 19H,5206
11/12/2019 18H,4976
11/12/2019 17H,5012
11/12/2019 16H,5703
11/12/2019 15H,6270
11/12/2019 14H,6126
11/12/2019 13H,5155
11/12/2019 12H,4760
11/12/2019 11H,4596
11/12/2019 10H,4617
11/12/2019 09H,4744
11/12/2019 08H,5455
11/12/2019 07H,5890
11/12/2019 06H,6563
11/12/2019 05H,7289
11/12/2019 04H,7544
11/12/2019 03H,7878
11/12/2019 02H,8101
11/12/2019 01H,7946
11/12/2019 00H,7228
11/11/2019 23H,6728
11/11/2019 22H,6222
11/11/2019 21H,5774
11/11/2019 20H,5394
11/11/2019 19H,5442
11/11/2019 18H,5197
11/11/2019 17H,5000
11/11/2019 16H,5379
11/11/2019 15H,5874
11/11/2019 14H,5517
11/11/2019 13H,5207
11/11/2019 12H,4679
11/11/2019 11H,4387
11/11/2019 10H,4498
11/11/2019 09H,4873
11/11/2019 08H,5020
11/11/2019 07H,5510
11/11/2019 06H,3979
11/11/2019 05H,6419
11/11/2019 04H,6867
11/11/2019 03H,7028
11/11/2019 02H,7141
11/11/2019 01H,7227
11/11/2019 00H,6355
11/10/2019 23H,5564
11/10/2019 22H,5104
11/10/2019 21H,4671
11/10/2019 20H,3886
11/10/2019 19H,3703
11/10/2019 18H,3580
11/10/2019 17H,3520
11/10/2019 16H,3746
11/10/2019 15H,4004
11/10/2019 14H,3980
11/10/2019 13H,4025
11/10/2019 12H,3876
11/10/2019 11H,3797
11/10/2019 10H,3897
11/10/2019 09H,4064
11/10/2019 08H,4669
11/10/2019 07H,4935
11/10/2019 06H,5565
11/10/2019 05H,5867
11/10/2019 04H,6056
11/10/2019 03H,6102
11/10/2019 02H,6219
11/10/2019 01H,6196
11/10/2019 00H,5665
11/9/2019 23H,4976
11/9/2019 22H,5027
11/9/2019 21H,4799
11/9/2019 20H,4504
11/9/2019 19H,4231
11/9/2019 18H,4081
11/9/2019 17H,3817
11/9/2019 16H,3873
11/9/2019 15H,4157
11/9/2019 14H,4029
11/9/2019 13H,3793
11/9/2019 12H,3409
11/9/2019 11H,3325
11/9/2019 10H,3438
11/9/2019 09H,3767
11/9/2019 08H,3873
11/9/2019 07H,4609
11/9/2019 06H,4993
11/9/2019 05H,5322
11/9/2019 04H,5392
11/9/2019 03H,5592
11/9/2019 02H,5907
11/9/2019 01H,6006
11/9/2019 00H,5430
11/8/2019 23H,4986
11/8/2019 22H,4880
11/8/2019 21H,4323
11/8/2019 20H,4279
11/8/2019 19H,4079
11/8/2019 18H,3970
11/8/2019 17H,4253
11/8/2019 16H,4313
11/8/2019 15H,4620
11/8/2019 14H,4343
11/8/2019 13H,3684
11/8/2019 12H,3396
11/8/2019 11H,3278
11/8/2019 10H,3293
11/8/2019 09H,3574
11/8/2019 08H,4036
11/8/2019 07H,4427
11/8/2019 06H,5209
11/8/2019 05H,5687
11/8/2019 04H,6109
11/8/2019 03H,6203
11/8/2019 02H,6404
11/8/2019 01H,6247
11/8/2019 00H,5606
11/7/2019 23H,5284
11/7/2019 22H,5004
11/7/2019 21H,4424
11/7/2019 20H,4302
11/7/2019 19H,3999
11/7/2019 18H,4103
11/7/2019 17H,4001
11/7/2019 16H,4544
11/7/2019 15H,4948
11/7/2019 14H,4526
11/7/2019 13H,3886
11/7/2019 12H,3607
11/7/2019 11H,3361
11/7/2019 10H,3374
11/7/2019 09H,3462
11/7/2019 08H,3800
11/7/2019 07H,4256
11/7/2019 06H,5075
11/7/2019 05H,5859
11/7/2019 04H,6158
11/7/2019 03H,6345
11/7/2019 02H,6413
11/7/2019 01H,6555
11/7/2019 00H,5855
11/6/2019 23H,5271
11/6/2019 22H,4917
11/6/2019 21H,4652
11/6/2019 20H,4301
11/6/2019 19H,3940
11/6/2019 18H,3858
11/6/2019 17H,3689
11/6/2019 16H,3795
11/6/2019 15H,4178
11/6/2019 14H,4264
11/6/2019 13H,3538
11/6/2019 12H,3325
11/6/2019 11H,3176
11/6/2019 10H,3207
11/6/2019 09H,3341
11/6/2019 08H,4089
11/6/2019 07H,4533
11/6/2019 06H,5553
11/6/2019 05H,6083
11/6/2019 04H,6373
11/6/2019 03H,6699
11/6/2019 02H,7087
11/6/2019 01H,6984
11/6/2019 00H,6204
11/5/2019 23H,5544
11/5/2019 22H,5197
11/5/2019 21H,4788
11/5/2019 20H,4648
11/5/2019 19H,4345
11/5/2019 18H,4227
11/5/2019 17H,4281
11/5/2019 16H,4536
11/5/2019 15H,5019
11/5/2019 14H,4946
11/5/2019 13H,4378
11/5/2019 12H,4102
11/5/2019 11H,3950
11/5/2019 10H,3996
11/5/2019 09H,4210
11/5/2019 08H,4580
11/5/2019 07H,5162
11/5/2019 06H,5922
11/5/2019 05H,6377
11/5/2019 04H,6638
11/5/2019 03H,6887
11/5/2019 02H,7074
11/5/2019 01H,6780
11/5/2019 00H,6172
11/4/2019 23H,5329
11/4/2019 22H,4735
11/4/2019 21H,4611
11/4/2019 20H,4620
11/4/2019 19H,4414
11/4/2019 18H,4791
11/4/2019 17H,4935
11/4/2019 16H,5321
11/4/2019 15H,5839
11/4/2019 14H,5774
11/4/2019 13H,4903
11/4/2019 12H,4536
11/4/2019 11H,4350
11/4/2019 10H,4282
11/4/2019 09H,4305
11/4/2019 08H,4954
11/4/2019 07H,5308
11/4/2019 06H,5843
11/4/2019 05H,5954
11/4/2019 04H,5614
11/4/2019 03H,6236
11/4/2019 02H,6588
11/4/2019 01H,6539
11/4/2019 00H,5777
11/3/2019 23H,4943
11/3/2019 22H,4169
11/3/2019 21H,4072
11/3/2019 20H,4085
11/3/2019 19H,3830
11/3/2019 18H,3656
11/3/2019 17H,3506
11/3/2019 16H,4218
11/3/2019 15H,4348
11/3/2019 14H,4267
11/3/2019 13H,4286
11/3/2019 12H,4208
11/3/2019 11H,4206
11/3/2019 10H,4176
11/3/2019 09H,4375
11/3/2019 08H,4284
11/3/2019 07H,5486
11/3/2019 06H,5609
11/3/2019 05H,5733
11/3/2019 04H,6337
11/3/2019 03H,6574
11/3/2019 02H,6408
11/3/2019 01H,6067
11/3/2019 00H,6150
11/2/2019 23H,5278
11/2/2019 22H,4602
11/2/2019 21H,4277
11/2/2019 20H,4378
11/2/2019 19H,4521
11/2/2019 18H,4322
11/2/2019 17H,4872
11/2/2019 16H,4961
11/2/2019 15H,5492
11/2/2019 14H,5474
11/2/2019 13H,5351
11/2/2019 12H,5110
11/2/2019 11H,5042
11/2/2019 10H,5033
11/2/2019 09H,4979
11/2/2019 08H,4915
11/2/2019 07H,5337
11/2/2019 06H,5410
11/2/2019 05H,5879
11/2/2019 04H,6377
11/2/2019 03H,6523
11/2/2019 02H,6597
11/2/2019 01H,6440
11/2/2019 00H,6045
11/1/2019 23H,4820
11/1/2019 22H,4689
11/1/2019 21H,4842
11/1/2019 20H,5084
11/1/2019 19H,5103
11/1/2019 18H,4691
11/1/2019 17H,5365
11/1/2019 16H,5501
11/1/2019 15H,5723
11/1/2019 14H,6035
11/1/2019 13H,5879
11/1/2019 12H,5263
11/1/2019 11H,4644
11/1/2019 10H,4791
11/1/2019 09H,4896
11/1/2019 08H,5108
11/1/2019 07H,6074
11/1/2019 06H,6509
11/1/2019 05H,7011
11/1/2019 04H,7138
11/1/2019 03H,6981
11/1/2019 02H,6759
11/1/2019 01H,6359
11/1/2019 00H,5474
10/31/2019 23H,4858
10/31/2019 22H,4463
10/31/2019 21H,4460
10/31/2019 20H,4512
10/31/2019 19H,4522
10/31/2019 18H,4892
10/31/2019 17H,5493
10/31/2019 16H,6267
10/31/2019 15H,6764
10/31/2019 14H,7362
10/31/2019 13H,6814
10/31/2019 12H,6472
10/31/2019 11H,6160
10/31/2019 10H,5995
10/31/2019 09H,6050
10/31/2019 08H,6083
10/31/2019 07H,6526
10/31/2019 06H,6934
10/31/2019 05H,7079
10/31/2019 04H,7204
10/31/2019 03H,7373
10/31/2019 02H,7103
10/31/2019 01H,6551
10/31/2019 00H,5779
10/30/2019 23H,4672
10/30/2019 22H,4460
10/30/2019 21H,4419
10/30/2019 20H,4554
10/30/2019 19H,4740
10/30/2019 18H,4864
10/30/2019 17H,5677
10/30/2019 16H,6247
10/30/2019 15H,6734
10/30/2019 14H,6880
10/30/2019 13H,6427
10/30/2019 12H,5941
10/30/2019 11H,5620
10/30/2019 10H,5547
10/30/2019 09H,5518
10/30/2019 08H,5310
10/30/2019 07H,5557
10/30/2019 06H,5902
10/30/2019 05H,6380
10/30/2019 04H,6806
10/30/2019 03H,6981
10/30/2019 02H,6952
10/30/2019 01H,6241
10/30/2019 00H,5246
10/29/2019 23H,4871
10/29/2019 22H,4832
10/29/2019 21H,4847
10/29/2019 20H,5084
10/29/2019 19H,5021
10/29/2019 18H,5021
10/29/2019 17H,5383
10/29/2019 16H,6292
10/29/2019 15H,6987
10/29/2019 14H,7463
10/29/2019 13H,7123
10/29/2019 12H,6399
10/29/2019 11H,5971
10/29/2019 10H,5866
10/29/2019 09H,5827
10/29/2019 08H,6186
10/29/2019 07H,6715
10/29/2019 06H,7397
10/29/2019 05H,8258
10/29/2019 04H,8868
10/29/2019 03H,8917
10/29/2019 02H,8928
10/29/2019 01H,8429
10/29/2019 00H,6942
10/28/2019 23H,6279
10/28/2019 22H,5953
10/28/2019 21H,5739
10/28/2019 20H,5931
10/28/2019 19H,5779
10/28/2019 18H,5600
10/28/2019 17H,5646
10/28/2019 16H,6656
10/28/2019 15H,7504
10/28/2019 14H,7222
10/28/2019 13H,6221
10/28/2019 12H,5928
10/28/2019 11H,5554
10/28/2019 10H,5544
10/28/2019 09H,5724
10/28/2019 08H,5858
10/28/2019 07H,6158
10/28/2019 06H,6717
10/28/2019 05H,7573
10/28/2019 04H,7830
10/28/2019 03H,7618
10/28/2019 02H,7908
10/28/2019 01H,7994
10/28/2019 00H,6484
10/27/2019 23H,5586
10/27/2019 22H,5284
10/27/2019 21H,5067
10/27/2019 20H,4863
10/27/2019 19H,4334
10/27/2019 18H,4049
10/27/2019 17H,3917
10/27/2019 16H,3905
10/27/2019 15H,4367
10/27/2019 14H,4672
10/27/2019 13H,4648
10/27/2019 12H,4609
10/27/2019 11H,4480
10/27/2019 10H,4514
10/27/2019 09H,4754
10/27/2019 08H,5402
10/27/2019 07H,6302
10/27/2019 06H,6798
10/27/2019 05H,7495
10/27/2019 04H,7972
10/27/2019 03H,8269
10/27/2019 02H,8262
10/27/2019 01H,7568
10/27/2019 00H,6837
10/26/2019 23H,6096
10/26/2019 22H,5445
10/26/2019 21H,5253
10/26/2019 20H,5204
10/26/2019 19H,4984
10/26/2019 18H,5057
10/26/2019 17H,5311
10/26/2019 16H,5766
10/26/2019 15H,6483
10/26/2019 14H,6046
10/26/2019 13H,5237
10/26/2019 12H,4990
10/26/2019 11H,5033
10/26/2019 10H,5173
10/26/2019 09H,5310
10/26/2019 08H,5700
10/26/2019 07H,6394
10/26/2019 06H,7267
10/26/2019 05H,8547
10/26/2019 04H,9231
10/26/2019 03H,9341
10/26/2019 02H,9696
10/26/2019 01H,9382
10/26/2019 00H,8360
10/25/2019 23H,7626
10/25/2019 22H,6904
10/25/2019 21H,6347
10/25/2019 20H,6473
10/25/2019 19H,6146
10/25/2019 18H,5915
10/25/2019 17H,6223
10/25/2019 16H,6370
10/25/2019 15H,7706
10/25/2019 14H,8063
10/25/2019 13H,7287
10/25/2019 12H,6971
10/25/2019 11H,6767
10/25/2019 10H,6834
10/25/2019 09H,6970
10/25/2019 08H,7161
10/25/2019 07H,7915
10/25/2019 06H,8560
10/25/2019 05H,8971
10/25/2019 04H,9292
10/25/2019 03H,9452
10/25/2019 02H,9345
10/25/2019 01H,8100
10/25/2019 00H,7128
10/24/2019 23H,6532
10/24/2019 22H,6431
10/24/2019 21H,5992
10/24/2019 20H,5829
10/24/2019 19H,5699
10/24/2019 18H,5568
10/24/2019 17H,5990
10/24/2019 16H,6137
10/24/2019 15H,7299
10/24/2019 14H,8024
10/24/2019 13H,7605
10/24/2019 12H,6930
10/24/2019 11H,6940
10/24/2019 10H,6790
10/24/2019 09H,6526
10/24/2019 08H,6945
10/24/2019 07H,7527
10/24/2019 06H,8014
10/24/2019 05H,8542
10/24/2019 04H,8907
10/24/2019 03H,9024
10/24/2019 02H,9304
10/24/2019 01H,9240
10/24/2019 00H,8294
10/23/2019 23H,7632
10/23/2019 22H,6809
10/23/2019 21H,6227
10/23/2019 20H,5996
10/23/2019 19H,5559
10/23/2019 18H,5261
10/23/2019 17H,5665
10/23/2019 16H,6322
10/23/2019 15H,7103
10/23/2019 14H,7492
10/23/2019 13H,7062
10/23/2019 12H,6831
10/23/2019 11H,6809
10/23/2019 10H,6665
10/23/2019 09H,6812
10/23/2019 08H,6920
10/23/2019 07H,7205
10/23/2019 06H,7678
10/23/2019 05H,8509
10/23/2019 04H,8960
10/23/2019 03H,9103
10/23/2019 02H,8831
10/23/2019 01H,8568
10/23/2019 00H,7976
10/22/2019 23H,7163
10/22/2019 22H,6157
10/22/2019 21H,5723
10/22/2019 20H,5761
10/22/2019 19H,5490
10/22/2019 18H,5360
10/22/2019 17H,5254
10/22/2019 16H,6202
10/22/2019 15H,7192
10/22/2019 14H,7251
10/22/2019 13H,6756
10/22/2019 12H,6467
10/22/2019 11H,6278
10/22/2019 10H,6259
10/22/2019 09H,6274
10/22/2019 08H,6434
10/22/2019 07H,7078
10/22/2019 06H,7419
10/22/2019 05H,7765
10/22/2019 04H,8028
10/22/2019 03H,8229
10/22/2019 02H,8282
10/22/2019 01H,7904
10/22/2019 00H,7458
10/21/2019 23H,7009
10/21/2019 22H,6618
10/21/2019 21H,5905
10/21/2019 20H,5731
10/21/2019 19H,5418
10/21/2019 18H,5426
10/21/2019 17H,5098
10/21/2019 16H,5964
10/21/2019 15H,7020
10/21/2019 14H,7169
10/21/2019 13H,6504
10/21/2019 12H,6157
10/21/2019 11H,5963
10/21/2019 10H,6607
10/21/2019 09H,6725
10/21/2019 08H,6891
10/21/2019 07H,7443
10/21/2019 06H,7666
10/21/2019 05H,8133
10/21/2019 04H,8313
10/21/2019 03H,8391
10/21/2019 02H,8399
10/21/2019 01H,8129
10/21/2019 00H,7382
10/20/2019 23H,6340
10/20/2019 22H,5816
10/20/2019 21H,5447
10/20/2019 20H,5154
10/20/2019 19H,5070
10/20/2019 18H,4875
10/20/2019 17H,4765
10/20/2019 16H,5958
10/20/2019 15H,6681
10/20/2019 14H,7015
10/20/2019 13H,6844
10/20/2019 12H,6730
10/20/2019 11H,6663
10/20/2019 10H,6660
10/20/2019 09H,6620
10/20/2019 08H,6832
10/20/2019 07H,7164
10/20/2019 06H,7506
10/20/2019 05H,7954
10/20/2019 04H,8251
10/20/2019 03H,8577
10/20/2019 02H,8915
10/20/2019 01H,9024
10/20/2019 00H,8526
10/19/2019 23H,8094
10/19/2019 22H,7613
10/19/2019 21H,7254
10/19/2019 20H,7062
10/19/2019 19H,6746
10/19/2019 18H,6693
10/19/2019 17H,6550
10/19/2019 16H,6613
10/19/2019 15H,7199
10/19/2019 14H,7059
10/19/2019 13H,6766
10/19/2019 12H,6367
10/19/2019 11H,5957
10/19/2019 10H,6053
10/19/2019 09H,5940
10/19/2019 08H,6586
10/19/2019 07H,7567
10/19/2019 06H,8245
10/19/2019 05H,9030
10/19/2019 04H,9192
10/19/2019 03H,9314
10/19/2019 02H,9466
10/19/2019 01H,8834
10/19/2019 00H,8150
10/18/2019 23H,7508
10/18/2019 22H,7243
10/18/2019 21H,7024
10/18/2019 20H,7010
10/18/2019 19H,6738
10/18/2019 18H,6464
10/18/2019 17H,6406
10/18/2019 16H,7051
10/18/2019 15H,7906
10/18/2019 14H,7913
10/18/2019 13H,7134
10/18/2019 12H,6185
10/18/2019 11H,5608
10/18/2019 10H,5651
10/18/2019 09H,5856
10/18/2019 08H,6498
10/18/2019 07H,7894
10/18/2019 06H,9142
10/18/2019 05H,9570
10/18/2019 04H,10465
10/18/2019 03H,10835
10/18/2019 02H,11107
10/18/2019 01H,10900
10/18/2019 00H,10416
10/17/2019 23H,10418
10/17/2019 22H,9678
10/17/2019 21H,9439
10/17/2019 20H,8754
10/17/2019 19H,8235
10/17/2019 18H,7825
10/17/2019 17H,7544
10/17/2019 16H,7455
10/17/2019 15H,8083
10/17/2019 14H,8366
10/17/2019 13H,7904
10/17/2019 12H,7391
10/17/2019 11H,7319
10/17/2019 10H,7298
10/17/2019 09H,7292
10/17/2019 08H,7358
10/17/2019 07H,7839
10/17/2019 06H,8444
10/17/2019 05H,9152
10/17/2019 04H,9757
10/17/2019 03H,10388
10/17/2019 02H,10597
10/17/2019 01H,10289
10/17/2019 00H,9762
10/16/2019 23H,8869
10/16/2019 22H,8093
10/16/2019 21H,7980
10/16/2019 20H,7251
10/16/2019 19H,6522
10/16/2019 18H,6438
10/16/2019 17H,6857
10/16/2019 16H,7318
10/16/2019 15H,7472
10/16/2019 14H,7469
10/16/2019 13H,7052
10/16/2019 12H,6800
10/16/2019 11H,6547
10/16/2019 10H,6448
10/16/2019 09H,6642
10/16/2019 08H,7043
10/16/2019 07H,7808
10/16/2019 06H,8733
10/16/2019 05H,9401
10/16/2019 04H,9629
10/16/2019 03H,9965
10/16/2019 02H,10106
10/16/2019 01H,10168
10/16/2019 00H,9799
10/15/2019 23H,9344
10/15/2019 22H,9019
10/15/2019 21H,8575
10/15/2019 20H,8179
10/15/2019 19H,7810
10/15/2019 18H,7554
10/15/2019 17H,7337
10/15/2019 16H,7100
10/15/2019 15H,7751
10/15/2019 14H,7989
10/15/2019 13H,7488
10/15/2019 12H,7155
10/15/2019 11H,7030
10/15/2019 10H,6957
10/15/2019 09H,7046
10/15/2019 08H,7437
10/15/2019 07H,8308
10/15/2019 06H,8895
10/15/2019 05H,9570
10/15/2019 04H,10003
10/15/2019 03H,10189
10/15/2019 02H,10382
10/15/2019 01H,10193
10/15/2019 00H,9842
10/14/2019 23H,9528
10/14/2019 22H,9197
10/14/2019 21H,9096
10/14/2019 20H,8582
10/14/2019 19H,8131
10/14/2019 18H,7708
10/14/2019 17H,7510
10/14/2019 16H,7579
10/14/2019 15H,7723
10/14/2019 14H,7502
10/14/2019 13H,7082
10/14/2019 12H,6733
10/14/2019 11H,5669
10/14/2019 10H,5626
10/14/2019 09H,5863
10/14/2019 08H,6306
10/14/2019 07H,7417
10/14/2019 06H,7842
10/14/2019 05H,8896
10/14/2019 04H,9561
10/14/2019 03H,10108
10/14/2019 02H,10536
10/14/2019 01H,10470
10/14/2019 00H,10055
10/13/2019 23H,9528
10/13/2019 22H,8629
10/13/2019 21H,7782
10/13/2019 20H,7246
10/13/2019 19H,6266
10/13/2019 18H,5399
10/13/2019 17H,6428
10/13/2019 16H,6737
10/13/2019 15H,7000
10/13/2019 14H,7013
10/13/2019 13H,7010
10/13/2019 12H,7031
10/13/2019 11H,7094
10/13/2019 10H,7111
10/13/2019 09H,7237
10/13/2019 08H,7437
10/13/2019 07H,8129
10/13/2019 06H,8813
10/13/2019 05H,9208
10/13/2019 04H,9568
10/13/2019 03H,9937
10/13/2019 02H,10208
10/13/2019 01H,9933
10/13/2019 00H,9206
10/12/2019 23H,8823
10/12/2019 22H,8255
10/12/2019 21H,7344
10/12/2019 20H,6575
10/12/2019 19H,6026
10/12/2019 18H,5638
10/12/2019 17H,5555
10/12/2019 16H,6240
10/12/2019 15H,6795
10/12/2019 14H,7394
10/12/2019 13H,7418
10/12/2019 12H,7216
10/12/2019 11H,7130
10/12/2019 10H,7182
10/12/2019 09H,7632
10/12/2019 08H,7912
10/12/2019 07H,7774
10/12/2019 06H,8220
10/12/2019 05H,8603
10/12/2019 04H,8996
10/12/2019 03H,9123
10/12/2019 02H,9082
10/12/2019 01H,8318
10/12/2019 00H,7601
10/11/2019 23H,7357
10/11/2019 22H,7121
10/11/2019 21H,7224
10/11/2019 20H,6964
10/11/2019 19H,6418
10/11/2019 18H,5967
10/11/2019 17H,5757
10/11/2019 16H,5848
10/11/2019 15H,6919
10/11/2019 14H,7474
10/11/2019 13H,7088
10/11/2019 12H,6197
10/11/2019 11H,6084
10/11/2019 10H,5637
10/11/2019 09H,5682
10/11/2019 08H,6875
10/11/2019 07H,7170
10/11/2019 06H,7768
10/11/2019 05H,8235
10/11/2019 04H,8877
10/11/2019 03H,9174
10/11/2019 02H,9325
10/11/2019 01H,9111
10/11/2019 00H,8585
10/10/2019 23H,8074
10/10/2019 22H,7771
10/10/2019 21H,7432
10/10/2019 20H,7079
10/10/2019 19H,6184
10/10/2019 18H,6111
10/10/2019 17H,5897
10/10/2019 16H,6131
10/10/2019 15H,7258
10/10/2019 14H,7645
10/10/2019 13H,7390
10/10/2019 12H,6322
10/10/2019 11H,6094
10/10/2019 10H,5327
10/10/2019 09H,5415
10/10/2019 08H,6281
10/10/2019 07H,7458
10/10/2019 06H,8150
10/10/2019 05H,9461
10/10/2019 04H,10099
10/10/2019 03H,10425
10/10/2019 02H,10669
10/10/2019 01H,10549
10/10/2019 00H,9823
10/9/2019 23H,8926
10/9/2019 22H,8062
10/9/2019 21H,6934
10/9/2019 20H,6458
10/9/2019 19H,5916
10/9/2019 18H,5431
10/9/2019 17H,5179
10/9/2019 16H,5685
10/9/2019 15H,6799
10/9/2019 14H,6921
10/9/2019 13H,6335
10/9/2019 12H,5802
10/9/2019 11H,5485
10/9/2019 10H,5463
10/9/2019 09H,6675
10/9/2019 08H,7179
10/9/2019 07H,7683
10/9/2019 06H,8475
10/9/2019 05H,9477
10/9/2019 04H,10243
10/9/2019 03H,10815
10/9/2019 02H,10990
10/9/2019 01H,10867
10/9/2019 00H,10503
10/8/2019 23H,10058
10/8/2019 22H,9692
10/8/2019 21H,9185
10/8/2019 20H,8703
10/8/2019 19H,7210
10/8/2019 18H,6658
10/8/2019 17H,6170
10/8/2019 16H,6436
10/8/2019 15H,6983
10/8/2019 14H,7056
10/8/2019 13H,6589
10/8/2019 12H,6325
10/8/2019 11H,6178
10/8/2019 10H,6203
10/8/2019 09H,5803
10/8/2019 08H,6813
10/8/2019 07H,7052
10/8/2019 06H,8782
10/8/2019 05H,9492
10/8/2019 04H,10256
10/8/2019 03H,10917
10/8/2019 02H,11267
10/8/2019 01H,11413
10/8/2019 00H,11254
10/7/2019 23H,11032
10/7/2019 22H,9811
10/7/2019 21H,8699
10/7/2019 20H,8132
10/7/2019 19H,7019
10/7/2019 18H,6336
10/7/2019 17H,5897
10/7/2019 16H,6415
10/7/2019 15H,6950
10/7/2019 14H,6974
10/7/2019 13H,6666
10/7/2019 12H,6273
10/7/2019 11H,6083
10/7/2019 10H,6159
10/7/2019 09H,6765
10/7/2019 08H,7287
10/7/2019 07H,7678
10/7/2019 06H,8374
10/7/2019 05H,9097
10/7/2019 04H,9702
10/7/2019 03H,10442
10/7/2019 02H,10980
10/7/2019 01H,10902
10/7/2019 00H,10398
10/6/2019 23H,9479
10/6/2019 22H,8797
10/6/2019 21H,7657
10/6/2019 20H,7075
10/6/2019 19H,6499
10/6/2019 18H,5944
10/6/2019 17H,5491
10/6/2019 16H,5405
10/6/2019 15H,5730
10/6/2019 14H,5928
10/6/2019 13H,5891
10/6/2019 12H,5794
10/6/2019 11H,5950
10/6/2019 10H,6103
10/6/2019 09H,6474
10/6/2019 08H,7458
10/6/2019 07H,8134
10/6/2019 06H,8860
10/6/2019 05H,9627
10/6/2019 04H,10175
10/6/2019 03H,10836
10/6/2019 02H,11595
10/6/2019 01H,11657
10/6/2019 00H,11342
10/5/2019 23H,11033
10/5/2019 22H,10411
10/5/2019 21H,9833
10/5/2019 20H,9044
10/5/2019 19H,8090
10/5/2019 18H,7274
10/5/2019 17H,6852
10/5/2019 16H,6748
10/5/2019 15H,6823
10/5/2019 14H,6797
10/5/2019 13H,6298
