Net generation from natural gas for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NG.H
19:20:20 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NG.H megawatthours
01/28/2019 12H,15202
01/28/2019 11H,13509
01/28/2019 10H,12429
01/28/2019 09H,11697
01/28/2019 08H,11505
01/28/2019 07H,11115
01/28/2019 06H,11153
01/28/2019 05H,11195
01/28/2019 04H,11682
01/28/2019 03H,12483
01/28/2019 02H,12391
01/28/2019 01H,12314
01/28/2019 00H,11560
01/27/2019 23H,10592
01/27/2019 22H,10326
01/27/2019 21H,10402
01/27/2019 20H,10605
01/27/2019 19H,10975
01/27/2019 18H,10475
01/27/2019 17H,11042
01/27/2019 16H,12264
01/27/2019 15H,12957
01/27/2019 14H,13205
01/27/2019 13H,12594
01/27/2019 12H,11928
01/27/2019 11H,11214
01/27/2019 10H,11284
01/27/2019 09H,10847
01/27/2019 08H,10772
01/27/2019 07H,10729
01/27/2019 06H,10808
01/27/2019 05H,11126
01/27/2019 04H,11616
01/27/2019 03H,11926
01/27/2019 02H,11785
01/27/2019 01H,11343
01/27/2019 00H,10588
01/26/2019 23H,9452
01/26/2019 22H,9290
01/26/2019 21H,9310
01/26/2019 20H,9493
01/26/2019 19H,9753
01/26/2019 18H,10403
01/26/2019 17H,11446
01/26/2019 16H,13389
01/26/2019 15H,14877
01/26/2019 14H,15605
01/26/2019 13H,15326
01/26/2019 12H,14814
01/26/2019 11H,14763
01/26/2019 10H,14922
01/26/2019 09H,14431
01/26/2019 08H,13933
01/26/2019 07H,13416
01/26/2019 06H,13505
01/26/2019 05H,13676
01/26/2019 04H,14241
01/26/2019 03H,14453
01/26/2019 02H,14374
01/26/2019 01H,13963
01/26/2019 00H,12568
01/25/2019 23H,10662
01/25/2019 22H,10040
01/25/2019 21H,9909
01/25/2019 20H,10297
01/25/2019 19H,10666
01/25/2019 18H,11388
01/25/2019 17H,12377
01/25/2019 16H,14789
01/25/2019 15H,16882
01/25/2019 14H,17639
01/25/2019 13H,17884
01/25/2019 12H,17244
01/25/2019 11H,15909
01/25/2019 10H,14763
01/25/2019 09H,14258
01/25/2019 08H,14365
01/25/2019 07H,14010
01/25/2019 06H,13397
01/25/2019 05H,13313
01/25/2019 04H,13985
01/25/2019 03H,14548
01/25/2019 02H,14560
01/25/2019 01H,14376
01/25/2019 00H,13247
01/24/2019 23H,11032
01/24/2019 22H,10167
01/24/2019 21H,9894
01/24/2019 20H,10382
01/24/2019 19H,11094
01/24/2019 18H,11545
01/24/2019 17H,12299
01/24/2019 16H,12603
01/24/2019 15H,12471
01/24/2019 14H,11999
01/24/2019 13H,11839
01/24/2019 12H,9904
01/24/2019 11H,7618
01/24/2019 10H,7112
01/24/2019 09H,6767
01/24/2019 08H,6751
01/24/2019 07H,6719
01/24/2019 06H,7006
01/24/2019 05H,7495
01/24/2019 04H,8239
01/24/2019 03H,9167
01/24/2019 02H,9913
01/24/2019 01H,10283
01/24/2019 00H,10963
01/23/2019 23H,10251
01/23/2019 22H,9448
01/23/2019 21H,9723
01/23/2019 20H,9754
01/23/2019 19H,9356
01/23/2019 18H,9310
01/23/2019 17H,9727
01/23/2019 16H,10241
01/23/2019 15H,10893
01/23/2019 14H,11037
01/23/2019 13H,11400
01/23/2019 12H,10616
01/23/2019 11H,8754
01/23/2019 10H,7968
01/23/2019 09H,7976
01/23/2019 08H,8118
01/23/2019 07H,8584
01/23/2019 06H,8750
01/23/2019 05H,9325
01/23/2019 04H,10756
01/23/2019 03H,12114
01/23/2019 02H,12525
01/23/2019 01H,12684
01/23/2019 00H,12623
01/22/2019 23H,11626
01/22/2019 22H,10932
01/22/2019 21H,10977
01/22/2019 20H,11301
01/22/2019 19H,12212
01/22/2019 18H,13696
01/22/2019 17H,14529
01/22/2019 16H,15016
01/22/2019 15H,14947
01/22/2019 14H,15879
01/22/2019 13H,16109
01/22/2019 12H,15387
01/22/2019 11H,14422
01/22/2019 10H,13594
01/22/2019 09H,13740
01/22/2019 08H,13653
01/22/2019 07H,13745
01/22/2019 06H,13865
01/22/2019 05H,14052
01/22/2019 04H,14472
01/22/2019 03H,14923
01/22/2019 02H,14950
01/22/2019 01H,14905
01/22/2019 00H,14548
01/21/2019 23H,12645
01/21/2019 22H,11957
01/21/2019 21H,11946
01/21/2019 20H,12268
01/21/2019 19H,13326
01/21/2019 18H,14148
01/21/2019 17H,14895
01/21/2019 16H,15246
01/21/2019 15H,15733
01/21/2019 14H,16425
01/21/2019 13H,16420
01/21/2019 12H,15533
01/21/2019 11H,15152
01/21/2019 10H,14805
01/21/2019 09H,14517
01/21/2019 08H,14083
01/21/2019 07H,13630
01/21/2019 06H,13409
01/21/2019 05H,13493
01/21/2019 04H,13586
01/21/2019 03H,13575
01/21/2019 02H,13563
01/21/2019 01H,13567
01/21/2019 00H,13400
01/20/2019 23H,12217
01/20/2019 22H,11117
01/20/2019 21H,10693
01/20/2019 20H,11263
01/20/2019 19H,12540
01/20/2019 18H,13192
01/20/2019 17H,13156
01/20/2019 16H,12447
01/20/2019 15H,11745
01/20/2019 14H,10545
01/20/2019 13H,9701
01/20/2019 12H,9041
01/20/2019 11H,8387
01/20/2019 10H,7953
01/20/2019 09H,7462
01/20/2019 08H,7055
01/20/2019 07H,6990
01/20/2019 06H,6929
01/20/2019 05H,7083
01/20/2019 04H,7295
01/20/2019 03H,7850
01/20/2019 02H,8224
01/20/2019 01H,8672
01/20/2019 00H,8652
01/19/2019 23H,8628
01/19/2019 22H,8435
01/19/2019 21H,8350
01/19/2019 20H,8157
01/19/2019 19H,8178
01/19/2019 18H,8242
01/19/2019 17H,8185
01/19/2019 16H,8311
01/19/2019 15H,8497
01/19/2019 14H,8065
01/19/2019 13H,7272
01/19/2019 12H,7157
01/19/2019 11H,7089
01/19/2019 10H,6937
01/19/2019 09H,7225
01/19/2019 08H,7490
01/19/2019 07H,8070
01/19/2019 06H,8401
01/19/2019 05H,9032
01/19/2019 04H,10445
01/19/2019 03H,11056
01/19/2019 02H,11474
01/19/2019 01H,11605
01/19/2019 00H,11359
01/18/2019 23H,10749
01/18/2019 22H,10824
01/18/2019 21H,10985
01/18/2019 20H,11307
01/18/2019 19H,11430
01/18/2019 18H,12112
01/18/2019 17H,12380
01/18/2019 16H,12501
01/18/2019 15H,12615
01/18/2019 14H,12612
01/18/2019 13H,12690
01/18/2019 12H,11981
01/18/2019 11H,10858
01/18/2019 10H,10759
01/18/2019 09H,10569
01/18/2019 08H,10718
01/18/2019 07H,10966
01/18/2019 06H,11554
01/18/2019 05H,12266
01/18/2019 04H,13312
01/18/2019 03H,14173
01/18/2019 02H,14440
01/18/2019 01H,14621
01/18/2019 00H,14558
01/17/2019 23H,14528
01/17/2019 22H,14431
01/17/2019 21H,14226
01/17/2019 20H,14034
01/17/2019 19H,14329
01/17/2019 18H,14518
01/17/2019 17H,14948
01/17/2019 16H,15391
01/17/2019 15H,16239
01/17/2019 14H,18365
01/17/2019 13H,18985
01/17/2019 12H,18034
01/17/2019 11H,16512
01/17/2019 10H,15577
01/17/2019 09H,15581
01/17/2019 08H,15406
01/17/2019 07H,15037
01/17/2019 06H,14448
01/17/2019 05H,14382
01/17/2019 04H,14876
01/17/2019 03H,14958
01/17/2019 02H,15158
01/17/2019 01H,15119
01/17/2019 00H,15069
01/16/2019 23H,13214
01/16/2019 22H,12145
01/16/2019 21H,11761
01/16/2019 20H,12223
01/16/2019 19H,12519
01/16/2019 18H,13556
01/16/2019 17H,14607
01/16/2019 16H,15883
01/16/2019 15H,17307
01/16/2019 14H,18793
01/16/2019 13H,18899
01/16/2019 12H,17853
01/16/2019 11H,16399
01/16/2019 10H,15846
01/16/2019 09H,15678
01/16/2019 08H,15443
01/16/2019 07H,15064
01/16/2019 06H,14499
01/16/2019 05H,15269
01/16/2019 04H,15596
01/16/2019 03H,16206
01/16/2019 02H,16743
01/16/2019 01H,16750
01/16/2019 00H,16157
01/15/2019 23H,14811
01/15/2019 22H,14060
01/15/2019 21H,13875
01/15/2019 20H,14184
01/15/2019 19H,15019
01/15/2019 18H,15713
01/15/2019 17H,16821
01/15/2019 16H,17066
01/15/2019 15H,17050
01/15/2019 14H,17576
01/15/2019 13H,17623
01/15/2019 12H,16587
01/15/2019 11H,15149
01/15/2019 10H,14296
01/15/2019 09H,14007
01/15/2019 08H,13788
01/15/2019 07H,13707
01/15/2019 06H,14203
01/15/2019 05H,14833
01/15/2019 04H,15709
01/15/2019 03H,16816
01/15/2019 02H,17323
01/15/2019 01H,17399
01/15/2019 00H,17176
01/14/2019 23H,16748
01/14/2019 22H,16077
01/14/2019 21H,16219
01/14/2019 20H,16102
01/14/2019 19H,16343
01/14/2019 18H,16526
01/14/2019 17H,16822
01/14/2019 16H,16927
01/14/2019 15H,16747
01/14/2019 14H,16702
01/14/2019 13H,16711
01/14/2019 12H,15526
01/14/2019 11H,13708
01/14/2019 10H,12575
01/14/2019 09H,12154
01/14/2019 08H,11699
01/14/2019 07H,11527
01/14/2019 06H,11555
01/14/2019 05H,11941
01/14/2019 04H,13275
01/14/2019 03H,13986
01/14/2019 02H,14391
01/14/2019 01H,14538
01/14/2019 00H,14274
01/13/2019 23H,13663
01/13/2019 22H,12921
01/13/2019 21H,12652
01/13/2019 20H,12893
01/13/2019 19H,12857
01/13/2019 18H,12851
01/13/2019 17H,12967
01/13/2019 16H,13104
01/13/2019 15H,13245
01/13/2019 14H,12849
01/13/2019 13H,12081
01/13/2019 12H,11398
01/13/2019 11H,10991
01/13/2019 10H,10661
01/13/2019 09H,10483
01/13/2019 08H,10624
01/13/2019 07H,10940
01/13/2019 06H,11710
01/13/2019 05H,12421
01/13/2019 04H,13023
01/13/2019 03H,13658
01/13/2019 02H,14069
01/13/2019 01H,14290
01/13/2019 00H,14184
01/12/2019 23H,13710
01/12/2019 22H,13569
01/12/2019 21H,13662
01/12/2019 20H,13751
01/12/2019 19H,13836
01/12/2019 18H,14045
01/12/2019 17H,14237
01/12/2019 16H,14338
01/12/2019 15H,14446
01/12/2019 14H,14258
01/12/2019 13H,13655
01/12/2019 12H,13144
01/12/2019 11H,12320
01/12/2019 10H,12172
01/12/2019 09H,12150
01/12/2019 08H,12365
01/12/2019 07H,12649
01/12/2019 06H,13226
01/12/2019 05H,14075
01/12/2019 04H,14533
01/12/2019 03H,14553
01/12/2019 02H,14745
01/12/2019 01H,14621
01/12/2019 00H,14236
01/11/2019 23H,13452
01/11/2019 22H,12707
01/11/2019 21H,12688
01/11/2019 20H,13026
01/11/2019 19H,13859
01/11/2019 18H,14265
01/11/2019 17H,14769
01/11/2019 16H,16375
01/11/2019 15H,18585
01/11/2019 14H,20117
01/11/2019 13H,20576
01/11/2019 12H,19382
01/11/2019 11H,17947
01/11/2019 10H,17462
01/11/2019 09H,16917
01/11/2019 08H,16541
01/11/2019 07H,16328
01/11/2019 06H,16238
01/11/2019 05H,16454
01/11/2019 04H,16850
01/11/2019 03H,17324
01/11/2019 02H,17852
01/11/2019 01H,17548
01/11/2019 00H,16755
01/10/2019 23H,14846
01/10/2019 22H,13501
01/10/2019 21H,13165
01/10/2019 20H,13265
01/10/2019 19H,14162
01/10/2019 18H,15273
01/10/2019 17H,15986
01/10/2019 16H,16863
01/10/2019 15H,18729
01/10/2019 14H,19185
01/10/2019 13H,19004
01/10/2019 12H,18206
01/10/2019 11H,16250
01/10/2019 10H,15121
01/10/2019 09H,15247
01/10/2019 08H,14742
01/10/2019 07H,14506
01/10/2019 06H,14418
01/10/2019 05H,15287
01/10/2019 04H,15649
01/10/2019 03H,15935
01/10/2019 02H,16216
01/10/2019 01H,16292
01/10/2019 00H,15815
01/9/2019 23H,13985
01/9/2019 22H,13039
01/9/2019 21H,12449
01/9/2019 20H,12501
01/9/2019 19H,12665
01/9/2019 18H,12754
01/9/2019 17H,13253
01/9/2019 16H,13939
01/9/2019 15H,14418
01/9/2019 14H,15001
01/9/2019 13H,15099
01/9/2019 12H,13678
01/9/2019 11H,11553
01/9/2019 10H,10576
01/9/2019 09H,10778
01/9/2019 08H,10511
01/9/2019 07H,10496
01/9/2019 06H,10697
01/9/2019 05H,11150
01/9/2019 04H,11733
01/9/2019 03H,12410
01/9/2019 02H,13280
01/9/2019 01H,13292
01/9/2019 00H,13002
01/8/2019 23H,12044
01/8/2019 22H,12092
01/8/2019 21H,12224
01/8/2019 20H,12455
01/8/2019 19H,12375
01/8/2019 18H,12248
01/8/2019 17H,12170
01/8/2019 16H,12414
01/8/2019 15H,12589
01/8/2019 14H,12739
01/8/2019 13H,13201
01/8/2019 12H,11942
01/8/2019 11H,10629
01/8/2019 10H,9731
01/8/2019 09H,9952
01/8/2019 08H,10160
01/8/2019 07H,10132
01/8/2019 06H,10483
01/8/2019 05H,11055
01/8/2019 04H,11843
01/8/2019 03H,12701
01/8/2019 02H,13411
01/8/2019 01H,13662
01/8/2019 00H,13470
01/7/2019 23H,12569
01/7/2019 22H,12754
01/7/2019 21H,12061
01/7/2019 20H,12117
01/7/2019 19H,11942
01/7/2019 18H,12338
01/7/2019 17H,12473
01/7/2019 16H,13217
01/7/2019 15H,14321
01/7/2019 14H,15381
01/7/2019 13H,15053
01/7/2019 12H,13974
01/7/2019 11H,12270
01/7/2019 10H,11193
01/7/2019 09H,10479
01/7/2019 08H,10160
01/7/2019 07H,10227
01/7/2019 06H,10436
01/7/2019 05H,10737
01/7/2019 04H,11000
01/7/2019 03H,11419
01/7/2019 02H,11815
01/7/2019 01H,11726
01/7/2019 00H,11578
01/6/2019 23H,10608
01/6/2019 22H,10191
01/6/2019 21H,9797
01/6/2019 20H,10126
01/6/2019 19H,10366
01/6/2019 18H,10376
01/6/2019 17H,10740
01/6/2019 16H,11600
01/6/2019 15H,12732
01/6/2019 14H,13075
01/6/2019 13H,12778
01/6/2019 12H,12387
01/6/2019 11H,11754
01/6/2019 10H,11335
01/6/2019 09H,11116
01/6/2019 08H,10966
01/6/2019 07H,11173
01/6/2019 06H,11209
01/6/2019 05H,11713
01/6/2019 04H,11885
01/6/2019 03H,11968
01/6/2019 02H,12387
01/6/2019 01H,12380
01/6/2019 00H,12102
01/5/2019 23H,11198
01/5/2019 22H,10521
01/5/2019 21H,10302
01/5/2019 20H,10297
01/5/2019 19H,10717
01/5/2019 18H,11225
01/5/2019 17H,11755
01/5/2019 16H,12292
01/5/2019 15H,12668
01/5/2019 14H,12842
01/5/2019 13H,12632
01/5/2019 12H,12081
01/5/2019 11H,11624
01/5/2019 10H,11226
01/5/2019 09H,11236
01/5/2019 08H,11188
01/5/2019 07H,11505
01/5/2019 06H,11750
01/5/2019 05H,12185
01/5/2019 04H,12864
01/5/2019 03H,13287
01/5/2019 02H,13408
01/5/2019 01H,13624
01/5/2019 00H,13446
01/4/2019 23H,12868
01/4/2019 22H,12477
01/4/2019 21H,12299
01/4/2019 20H,12625
01/4/2019 19H,12984
01/4/2019 18H,13108
01/4/2019 17H,12890
01/4/2019 16H,12491
01/4/2019 15H,12161
01/4/2019 14H,11470
01/4/2019 13H,10895
01/4/2019 12H,9744
01/4/2019 11H,9037
01/4/2019 10H,8561
01/4/2019 09H,8400
01/4/2019 08H,8565
01/4/2019 07H,8709
01/4/2019 06H,9134
01/4/2019 05H,9894
01/4/2019 04H,10972
01/4/2019 03H,11956
01/4/2019 02H,12509
01/4/2019 01H,13240
01/4/2019 00H,13233
01/3/2019 23H,12525
01/3/2019 22H,12421
01/3/2019 21H,12075
01/3/2019 20H,12157
01/3/2019 19H,12084
01/3/2019 18H,11951
01/3/2019 17H,12100
01/3/2019 16H,12164
01/3/2019 15H,11689
01/3/2019 14H,10614
01/3/2019 13H,10506
01/3/2019 12H,9269
01/3/2019 11H,8340
01/3/2019 10H,7426
01/3/2019 09H,7325
01/3/2019 08H,7363
01/3/2019 07H,7704
01/3/2019 06H,8438
01/3/2019 05H,9405
01/3/2019 04H,10649
01/3/2019 03H,11610
01/3/2019 02H,12156
01/3/2019 01H,12891
01/3/2019 00H,13264
01/2/2019 23H,12668
01/2/2019 22H,12370
01/2/2019 21H,12344
01/2/2019 20H,12321
01/2/2019 19H,12044
01/2/2019 18H,11678
01/2/2019 17H,11621
01/2/2019 16H,11480
01/2/2019 15H,10836
01/2/2019 14H,9847
01/2/2019 13H,9318
01/2/2019 12H,7956
01/2/2019 11H,7270
01/2/2019 10H,7052
01/2/2019 09H,6984
01/2/2019 08H,7014
01/2/2019 07H,7088
01/2/2019 06H,7203
01/2/2019 05H,7496
01/2/2019 04H,8535
01/2/2019 03H,8935
01/2/2019 02H,9582
01/2/2019 01H,10583
01/2/2019 00H,10967
01/1/2019 23H,10054
01/1/2019 22H,9422
01/1/2019 21H,9470
01/1/2019 20H,9309
01/1/2019 19H,9520
01/1/2019 18H,9167
01/1/2019 17H,8589
01/1/2019 16H,7663
01/1/2019 15H,6785
01/1/2019 14H,6254
01/1/2019 13H,5547
01/1/2019 12H,5152
01/1/2019 11H,5234
01/1/2019 10H,5269
01/1/2019 09H,5430
01/1/2019 08H,5719
01/1/2019 07H,6097
01/1/2019 06H,6519
01/1/2019 05H,7312
01/1/2019 04H,7818
01/1/2019 03H,8496
01/1/2019 02H,9045
01/1/2019 01H,9792
01/1/2019 00H,10576
12/31/2018 23H,9715
12/31/2018 22H,9311
12/31/2018 21H,9303
12/31/2018 20H,9484
12/31/2018 19H,9729
12/31/2018 18H,9979
12/31/2018 17H,9575
12/31/2018 16H,9236
12/31/2018 15H,8538
12/31/2018 14H,8115
12/31/2018 13H,7830
12/31/2018 12H,7212
12/31/2018 11H,6537
12/31/2018 10H,6390
12/31/2018 09H,6447
12/31/2018 08H,6474
12/31/2018 07H,6733
12/31/2018 06H,6956
12/31/2018 05H,7644
12/31/2018 04H,8458
12/31/2018 03H,9290
12/31/2018 02H,9876
12/31/2018 01H,10715
12/31/2018 00H,10765
12/30/2018 23H,9845
12/30/2018 22H,9109
12/30/2018 21H,8850
12/30/2018 20H,9171
12/30/2018 19H,9213
12/30/2018 18H,9385
12/30/2018 17H,9176
12/30/2018 16H,8955
12/30/2018 15H,8432
12/30/2018 14H,7414
12/30/2018 13H,6973
12/30/2018 12H,6613
12/30/2018 11H,6482
12/30/2018 10H,6455
12/30/2018 09H,6479
12/30/2018 08H,6694
12/30/2018 07H,6627
12/30/2018 06H,6868
12/30/2018 05H,7528
12/30/2018 04H,7822
12/30/2018 03H,8370
12/30/2018 02H,8933
12/30/2018 01H,9566
12/30/2018 00H,9928
12/29/2018 23H,9069
12/29/2018 22H,7972
12/29/2018 21H,7830
12/29/2018 20H,7952
12/29/2018 19H,8477
12/29/2018 18H,8925
12/29/2018 17H,9086
12/29/2018 16H,9315
12/29/2018 15H,8787
12/29/2018 14H,7914
12/29/2018 13H,7409
12/29/2018 12H,6880
12/29/2018 11H,6952
12/29/2018 10H,6767
12/29/2018 09H,6814
12/29/2018 08H,6868
12/29/2018 07H,6995
12/29/2018 06H,7084
12/29/2018 05H,8395
12/29/2018 04H,9279
12/29/2018 03H,10101
12/29/2018 02H,10278
12/29/2018 01H,10609
12/29/2018 00H,10932
12/28/2018 23H,10679
12/28/2018 22H,10048
12/28/2018 21H,10176
12/28/2018 20H,10364
12/28/2018 19H,10453
12/28/2018 18H,10431
12/28/2018 17H,10654
12/28/2018 16H,10681
12/28/2018 15H,10273
12/28/2018 14H,9725
12/28/2018 13H,9229
12/28/2018 12H,8160
12/28/2018 11H,7720
12/28/2018 10H,7649
12/28/2018 09H,7642
12/28/2018 08H,7672
12/28/2018 07H,7948
12/28/2018 06H,8592
12/28/2018 05H,9379
12/28/2018 04H,10268
12/28/2018 03H,11206
12/28/2018 02H,11781
12/28/2018 01H,12143
12/28/2018 00H,12465
12/27/2018 23H,12372
12/27/2018 22H,12048
12/27/2018 21H,12074
12/27/2018 20H,12118
12/27/2018 19H,12095
12/27/2018 18H,12677
12/27/2018 17H,12630
12/27/2018 16H,12502
12/27/2018 15H,12207
12/27/2018 14H,11706
12/27/2018 13H,11155
12/27/2018 12H,10825
12/27/2018 11H,9962
12/27/2018 10H,9880
12/27/2018 09H,9590
12/27/2018 08H,9726
12/27/2018 07H,10197
12/27/2018 06H,10481
12/27/2018 05H,10996
12/27/2018 04H,11396
12/27/2018 03H,11930
12/27/2018 02H,12421
12/27/2018 01H,12290
12/27/2018 00H,12225
12/26/2018 23H,11102
12/26/2018 22H,10661
12/26/2018 21H,10366
12/26/2018 20H,10234
12/26/2018 19H,10840
12/26/2018 18H,11406
12/26/2018 17H,12253
12/26/2018 16H,12128
12/26/2018 15H,12561
12/26/2018 14H,12816
12/26/2018 13H,12571
12/26/2018 12H,11560
12/26/2018 11H,10305
12/26/2018 10H,9558
12/26/2018 09H,9228
12/26/2018 08H,8698
12/26/2018 07H,8523
12/26/2018 06H,8605
12/26/2018 05H,8504
12/26/2018 04H,8887
12/26/2018 03H,8791
12/26/2018 02H,8889
12/26/2018 01H,8888
12/26/2018 00H,8646
12/25/2018 23H,7745
12/25/2018 22H,6996
12/25/2018 21H,6985
12/25/2018 20H,7073
12/25/2018 19H,7438
12/25/2018 18H,8358
12/25/2018 17H,9335
12/25/2018 16H,10931
12/25/2018 15H,12778
12/25/2018 14H,13899
12/25/2018 13H,13676
12/25/2018 12H,13214
12/25/2018 11H,12500
12/25/2018 10H,11958
12/25/2018 09H,11638
12/25/2018 08H,11478
12/25/2018 07H,11449
12/25/2018 06H,11212
12/25/2018 05H,11227
12/25/2018 04H,11054
12/25/2018 03H,11003
12/25/2018 02H,10835
12/25/2018 01H,10462
12/25/2018 00H,10626
12/24/2018 23H,9756
12/24/2018 22H,8800
12/24/2018 21H,8488
12/24/2018 20H,8704
12/24/2018 19H,9108
12/24/2018 18H,9234
12/24/2018 17H,10127
12/24/2018 16H,11561
12/24/2018 15H,13010
12/24/2018 14H,13024
12/24/2018 13H,12167
12/24/2018 12H,11161
12/24/2018 11H,10227
12/24/2018 10H,9332
12/24/2018 09H,8699
12/24/2018 08H,8468
12/24/2018 07H,8581
12/24/2018 06H,8838
12/24/2018 05H,9211
12/24/2018 04H,9455
12/24/2018 03H,9683
12/24/2018 02H,9952
12/24/2018 01H,9763
12/24/2018 00H,9935
12/23/2018 23H,9272
12/23/2018 22H,9031
12/23/2018 21H,9062
12/23/2018 20H,9291
12/23/2018 19H,9143
12/23/2018 18H,9347
12/23/2018 17H,9792
12/23/2018 16H,10817
12/23/2018 15H,12422
12/23/2018 14H,13364
12/23/2018 13H,13402
12/23/2018 12H,13297
12/23/2018 11H,12938
12/23/2018 10H,12917
12/23/2018 09H,12586
12/23/2018 08H,12398
12/23/2018 07H,12578
12/23/2018 06H,12775
12/23/2018 05H,12792
12/23/2018 04H,13312
12/23/2018 03H,13274
12/23/2018 02H,12928
12/23/2018 01H,11944
12/23/2018 00H,11381
12/22/2018 23H,9911
12/22/2018 22H,9631
12/22/2018 21H,9729
12/22/2018 20H,9911
12/22/2018 19H,10107
12/22/2018 18H,10164
12/22/2018 17H,11254
12/22/2018 16H,12827
12/22/2018 15H,14221
12/22/2018 14H,14493
12/22/2018 13H,14088
12/22/2018 12H,13549
12/22/2018 11H,12868
12/22/2018 10H,12340
12/22/2018 09H,12208
12/22/2018 08H,12346
12/22/2018 07H,12428
12/22/2018 06H,13199
12/22/2018 05H,14065
12/22/2018 04H,15229
12/22/2018 03H,15830
12/22/2018 02H,15776
12/22/2018 01H,16193
12/22/2018 00H,16137
12/21/2018 23H,15412
12/21/2018 22H,14661
12/21/2018 21H,14406
12/21/2018 20H,14567
12/21/2018 19H,14838
12/21/2018 18H,15007
12/21/2018 17H,14873
12/21/2018 16H,14453
12/21/2018 15H,13933
12/21/2018 14H,13377
12/21/2018 13H,12658
12/21/2018 12H,11789
12/21/2018 11H,10538
12/21/2018 10H,9694
12/21/2018 09H,9227
12/21/2018 08H,9220
12/21/2018 07H,9596
12/21/2018 06H,10791
12/21/2018 05H,11851
12/21/2018 04H,12570
12/21/2018 03H,13054
12/21/2018 02H,13662
12/21/2018 01H,13885
12/21/2018 00H,14038
12/20/2018 23H,13634
12/20/2018 22H,13207
12/20/2018 21H,13081
12/20/2018 20H,13160
12/20/2018 19H,13469
12/20/2018 18H,13748
12/20/2018 17H,13948
12/20/2018 16H,13849
12/20/2018 15H,13520
12/20/2018 14H,13206
12/20/2018 13H,12872
12/20/2018 12H,11987
12/20/2018 11H,10859
12/20/2018 10H,10062
12/20/2018 09H,9722
12/20/2018 08H,9718
12/20/2018 07H,10327
12/20/2018 06H,10595
12/20/2018 05H,11454
12/20/2018 04H,12149
12/20/2018 03H,12682
12/20/2018 02H,13156
12/20/2018 01H,13485
12/20/2018 00H,13642
12/19/2018 23H,13199
12/19/2018 22H,12533
12/19/2018 21H,12348
12/19/2018 20H,12509
12/19/2018 19H,12540
12/19/2018 18H,12941
12/19/2018 17H,13490
12/19/2018 16H,14267
12/19/2018 15H,14330
12/19/2018 14H,14537
12/19/2018 13H,14398
12/19/2018 12H,13768
12/19/2018 11H,12572
12/19/2018 10H,12139
12/19/2018 09H,11739
12/19/2018 08H,11736
12/19/2018 07H,11778
12/19/2018 06H,11843
12/19/2018 05H,12977
12/19/2018 04H,13645
12/19/2018 03H,13634
12/19/2018 02H,13680
12/19/2018 01H,13671
12/19/2018 00H,13420
12/18/2018 23H,12698
12/18/2018 22H,12515
12/18/2018 21H,12042
12/18/2018 20H,12161
12/18/2018 19H,12481
12/18/2018 18H,12914
12/18/2018 17H,14031
12/18/2018 16H,14855
12/18/2018 15H,15967
12/18/2018 14H,17296
12/18/2018 13H,17505
12/18/2018 12H,16638
12/18/2018 11H,15457
12/18/2018 10H,14335
12/18/2018 09H,13288
12/18/2018 08H,12784
12/18/2018 07H,12876
12/18/2018 06H,12440
12/18/2018 05H,12936
12/18/2018 04H,13759
12/18/2018 03H,14362
12/18/2018 02H,14581
12/18/2018 01H,14324
12/18/2018 00H,13384
12/17/2018 23H,12375
12/17/2018 22H,11176
12/17/2018 21H,10295
12/17/2018 20H,10693
12/17/2018 19H,10890
12/17/2018 18H,11567
12/17/2018 17H,12610
12/17/2018 16H,12786
12/17/2018 15H,13437
12/17/2018 14H,13794
12/17/2018 13H,13587
12/17/2018 12H,12505
12/17/2018 11H,10775
12/17/2018 10H,9655
12/17/2018 09H,9313
12/17/2018 08H,9233
12/17/2018 07H,9132
12/17/2018 06H,10030
12/17/2018 05H,10716
12/17/2018 04H,11622
12/17/2018 03H,12199
12/17/2018 02H,12502
12/17/2018 01H,12448
12/17/2018 00H,12222
12/16/2018 23H,11694
12/16/2018 22H,10992
12/16/2018 21H,10877
12/16/2018 20H,10912
12/16/2018 19H,10739
12/16/2018 18H,10686
12/16/2018 17H,10782
12/16/2018 16H,11082
12/16/2018 15H,10671
12/16/2018 14H,10113
12/16/2018 13H,9480
12/16/2018 12H,8787
12/16/2018 11H,8622
12/16/2018 10H,8264
12/16/2018 09H,8353
12/16/2018 08H,8730
12/16/2018 07H,9153
12/16/2018 06H,9525
12/16/2018 05H,10414
12/16/2018 04H,11069
12/16/2018 03H,11863
12/16/2018 02H,12252
12/16/2018 01H,12418
12/16/2018 00H,12643
12/15/2018 23H,11970
12/15/2018 22H,11355
12/15/2018 21H,11070
12/15/2018 20H,11197
12/15/2018 19H,11453
12/15/2018 18H,11299
12/15/2018 17H,11222
12/15/2018 16H,10937
12/15/2018 15H,10934
12/15/2018 14H,10506
12/15/2018 13H,10322
12/15/2018 12H,9884
12/15/2018 11H,9257
12/15/2018 10H,9167
12/15/2018 09H,9193
12/15/2018 08H,9163
12/15/2018 07H,9484
12/15/2018 06H,10252
12/15/2018 05H,10886
12/15/2018 04H,11668
