Net generation from natural gas for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NG.H
19:20:20 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NG.H megawatthours
01/4/2020 21H,11286
01/4/2020 20H,11314
01/4/2020 19H,11923
01/4/2020 18H,12282
01/4/2020 17H,12778
01/4/2020 16H,12793
01/4/2020 15H,12743
01/4/2020 14H,11978
01/4/2020 13H,11588
01/4/2020 12H,11080
01/4/2020 11H,10258
01/4/2020 10H,10092
01/4/2020 09H,10414
01/4/2020 08H,10431
01/4/2020 07H,11024
01/4/2020 06H,11358
01/4/2020 05H,12373
01/4/2020 04H,13174
01/4/2020 03H,13571
01/4/2020 02H,13971
01/4/2020 01H,14743
01/4/2020 00H,14717
01/3/2020 23H,14198
01/3/2020 22H,13798
01/3/2020 21H,13733
01/3/2020 20H,13834
01/3/2020 19H,14069
01/3/2020 18H,14232
01/3/2020 17H,14347
01/3/2020 16H,14384
01/3/2020 15H,13815
01/3/2020 14H,13240
01/3/2020 13H,12819
01/3/2020 12H,12133
01/3/2020 11H,11550
01/3/2020 10H,11418
01/3/2020 09H,11128
01/3/2020 08H,11298
01/3/2020 07H,11950
01/3/2020 06H,12264
01/3/2020 05H,13042
01/3/2020 04H,13621
01/3/2020 03H,14128
01/3/2020 02H,14677
01/3/2020 01H,15103
01/3/2020 00H,15720
01/2/2020 23H,15627
01/2/2020 22H,15440
01/2/2020 21H,15190
01/2/2020 20H,15149
01/2/2020 19H,14842
01/2/2020 18H,14939
01/2/2020 17H,15075
01/2/2020 16H,14792
01/2/2020 15H,14091
01/2/2020 14H,13608
01/2/2020 13H,13607
01/2/2020 12H,13456
01/2/2020 11H,12619
01/2/2020 10H,12920
01/2/2020 09H,13299
01/2/2020 08H,13151
01/2/2020 07H,13098
01/2/2020 06H,13333
01/2/2020 05H,13225
01/2/2020 04H,13542
01/2/2020 03H,13776
01/2/2020 02H,13858
01/2/2020 01H,13870
01/2/2020 00H,13728
01/1/2020 23H,13216
01/1/2020 22H,12182
01/1/2020 21H,11428
01/1/2020 20H,11255
01/1/2020 19H,11696
01/1/2020 18H,12404
01/1/2020 17H,13104
01/1/2020 16H,13590
01/1/2020 15H,13699
01/1/2020 14H,13931
01/1/2020 13H,14046
01/1/2020 12H,14031
01/1/2020 11H,14101
01/1/2020 10H,14052
01/1/2020 09H,13748
01/1/2020 08H,13759
01/1/2020 07H,13847
01/1/2020 06H,14078
01/1/2020 05H,14260
01/1/2020 04H,14666
01/1/2020 03H,14879
01/1/2020 02H,15075
01/1/2020 01H,15384
01/1/2020 00H,15135
12/31/2019 23H,14198
12/31/2019 22H,13365
12/31/2019 21H,12783
12/31/2019 20H,13172
12/31/2019 19H,13675
12/31/2019 18H,14117
12/31/2019 17H,14498
12/31/2019 16H,14771
12/31/2019 15H,15217
12/31/2019 14H,15503
12/31/2019 13H,14971
12/31/2019 12H,13944
12/31/2019 11H,13426
12/31/2019 10H,13399
12/31/2019 09H,13071
12/31/2019 08H,12922
12/31/2019 07H,12742
12/31/2019 06H,12717
12/31/2019 05H,13256
12/31/2019 04H,13701
12/31/2019 03H,13944
12/31/2019 02H,13808
12/31/2019 01H,13486
12/31/2019 00H,13438
12/30/2019 23H,12643
12/30/2019 22H,11774
12/30/2019 21H,11282
12/30/2019 20H,11323
12/30/2019 19H,11655
12/30/2019 18H,12012
12/30/2019 17H,12070
12/30/2019 16H,11775
12/30/2019 15H,11685
12/30/2019 14H,11565
12/30/2019 13H,10862
12/30/2019 12H,9109
12/30/2019 11H,8391
12/30/2019 10H,7992
12/30/2019 09H,8052
12/30/2019 08H,8191
12/30/2019 07H,8567
12/30/2019 06H,8836
12/30/2019 05H,9832
12/30/2019 04H,11102
12/30/2019 03H,11732
12/30/2019 02H,11938
12/30/2019 01H,12065
12/30/2019 00H,12139
12/29/2019 23H,11651
12/29/2019 22H,11380
12/29/2019 21H,11184
12/29/2019 20H,11188
12/29/2019 19H,11157
12/29/2019 18H,11153
12/29/2019 17H,10886
12/29/2019 16H,10213
12/29/2019 15H,9498
12/29/2019 14H,8700
12/29/2019 13H,8366
12/29/2019 12H,7805
12/29/2019 11H,7735
12/29/2019 10H,7711
12/29/2019 09H,7474
12/29/2019 08H,7933
12/29/2019 07H,8182
12/29/2019 06H,8837
12/29/2019 05H,9880
12/29/2019 04H,11074
12/29/2019 03H,11710
12/29/2019 02H,11851
12/29/2019 01H,12003
12/29/2019 00H,12305
12/28/2019 23H,11699
12/28/2019 22H,11522
12/28/2019 21H,11497
12/28/2019 20H,11590
12/28/2019 19H,11542
12/28/2019 18H,11703
12/28/2019 17H,11645
12/28/2019 16H,11670
12/28/2019 15H,10845
12/28/2019 14H,9798
12/28/2019 13H,9040
12/28/2019 12H,8683
12/28/2019 11H,8787
12/28/2019 10H,8541
12/28/2019 09H,8503
12/28/2019 08H,8482
12/28/2019 07H,8437
12/28/2019 06H,8791
12/28/2019 05H,9568
12/28/2019 04H,11399
12/28/2019 03H,12123
12/28/2019 02H,12620
12/28/2019 01H,12892
12/28/2019 00H,12960
12/27/2019 23H,12625
12/27/2019 22H,12602
12/27/2019 21H,12702
12/27/2019 20H,12723
12/27/2019 19H,12691
12/27/2019 18H,12735
12/27/2019 17H,12721
12/27/2019 16H,12375
12/27/2019 15H,12263
12/27/2019 14H,11359
12/27/2019 13H,10624
12/27/2019 12H,9908
12/27/2019 11H,9471
12/27/2019 10H,9664
12/27/2019 09H,9684
12/27/2019 08H,9966
12/27/2019 07H,10079
12/27/2019 06H,10711
12/27/2019 05H,11286
12/27/2019 04H,12361
12/27/2019 03H,12985
12/27/2019 02H,13097
12/27/2019 01H,13162
12/27/2019 00H,13297
12/26/2019 23H,12681
12/26/2019 22H,12475
12/26/2019 21H,12334
12/26/2019 20H,11865
12/26/2019 19H,12142
12/26/2019 18H,12322
12/26/2019 17H,12770
12/26/2019 16H,12887
12/26/2019 15H,12997
12/26/2019 14H,13023
12/26/2019 13H,12479
12/26/2019 12H,11289
12/26/2019 11H,10545
12/26/2019 10H,10191
12/26/2019 09H,9205
12/26/2019 08H,8933
12/26/2019 07H,8960
12/26/2019 06H,9078
12/26/2019 05H,9439
12/26/2019 04H,9905
12/26/2019 03H,10011
12/26/2019 02H,10033
12/26/2019 01H,10013
12/26/2019 00H,9985
12/25/2019 23H,9416
12/25/2019 22H,9120
12/25/2019 21H,8924
12/25/2019 20H,8916
12/25/2019 19H,8838
12/25/2019 18H,9068
12/25/2019 17H,9131
12/25/2019 16H,9502
12/25/2019 15H,10194
12/25/2019 14H,10658
12/25/2019 13H,10168
12/25/2019 12H,9517
12/25/2019 11H,8977
12/25/2019 10H,8671
12/25/2019 09H,8785
12/25/2019 08H,8787
12/25/2019 07H,8572
12/25/2019 06H,9052
12/25/2019 05H,9565
12/25/2019 04H,10247
12/25/2019 03H,10340
12/25/2019 02H,10799
12/25/2019 01H,11387
12/25/2019 00H,11669
12/24/2019 23H,11144
12/24/2019 22H,10205
12/24/2019 21H,9679
12/24/2019 20H,9583
12/24/2019 19H,9978
12/24/2019 18H,10799
12/24/2019 17H,11361
12/24/2019 16H,11885
12/24/2019 15H,11805
12/24/2019 14H,11665
12/24/2019 13H,11100
12/24/2019 12H,10488
12/24/2019 11H,10160
12/24/2019 10H,9859
12/24/2019 09H,9780
12/24/2019 08H,9919
12/24/2019 07H,10223
12/24/2019 06H,10814
12/24/2019 05H,11869
12/24/2019 04H,12704
12/24/2019 03H,13106
12/24/2019 02H,13134
12/24/2019 01H,13335
12/24/2019 00H,13443
12/23/2019 23H,13384
12/23/2019 22H,13403
12/23/2019 21H,13351
12/23/2019 20H,13389
12/23/2019 19H,13258
12/23/2019 18H,13844
12/23/2019 17H,14261
12/23/2019 16H,14075
12/23/2019 15H,13475
12/23/2019 14H,13148
12/23/2019 13H,12526
12/23/2019 12H,11461
12/23/2019 11H,10838
12/23/2019 10H,10213
12/23/2019 09H,9765
12/23/2019 08H,9995
12/23/2019 07H,10215
12/23/2019 06H,10872
12/23/2019 05H,12499
12/23/2019 04H,13416
12/23/2019 03H,13822
12/23/2019 02H,14234
12/23/2019 01H,14447
12/23/2019 00H,14477
12/22/2019 23H,14314
12/22/2019 22H,13850
12/22/2019 21H,13845
12/22/2019 20H,14167
12/22/2019 19H,14612
12/22/2019 18H,14526
12/22/2019 17H,14704
12/22/2019 16H,14622
12/22/2019 15H,14263
12/22/2019 14H,13610
12/22/2019 13H,13324
12/22/2019 12H,12613
12/22/2019 11H,12888
12/22/2019 10H,12462
12/22/2019 09H,12003
12/22/2019 08H,12125
12/22/2019 07H,11870
12/22/2019 06H,12576
12/22/2019 05H,13170
12/22/2019 04H,13451
12/22/2019 03H,13590
12/22/2019 02H,13477
12/22/2019 01H,13569
12/22/2019 00H,14179
12/21/2019 23H,14201
12/21/2019 22H,13664
12/21/2019 21H,13444
12/21/2019 20H,13520
12/21/2019 19H,13525
12/21/2019 18H,13803
12/21/2019 17H,14392
12/21/2019 16H,14470
12/21/2019 15H,14524
12/21/2019 14H,14381
12/21/2019 13H,14164
12/21/2019 12H,13500
12/21/2019 11H,13207
12/21/2019 10H,12787
12/21/2019 09H,12607
12/21/2019 08H,12248
12/21/2019 07H,12872
12/21/2019 06H,13600
12/21/2019 05H,13788
12/21/2019 04H,14281
12/21/2019 03H,14480
12/21/2019 02H,14601
12/21/2019 01H,14588
12/21/2019 00H,14565
12/20/2019 23H,14248
12/20/2019 22H,13116
12/20/2019 21H,12706
12/20/2019 20H,12490
12/20/2019 19H,12547
12/20/2019 18H,13183
12/20/2019 17H,14175
12/20/2019 16H,15703
12/20/2019 15H,17818
12/20/2019 14H,19386
12/20/2019 13H,19537
12/20/2019 12H,18831
12/20/2019 11H,17882
12/20/2019 10H,16726
12/20/2019 09H,16156
12/20/2019 08H,16022
12/20/2019 07H,15706
12/20/2019 06H,15673
12/20/2019 05H,15928
12/20/2019 04H,16557
12/20/2019 03H,16722
12/20/2019 02H,16478
12/20/2019 01H,16005
12/20/2019 00H,14800
12/19/2019 23H,13890
12/19/2019 22H,13519
12/19/2019 21H,13505
12/19/2019 20H,13794
12/19/2019 19H,13842
12/19/2019 18H,14097
12/19/2019 17H,15587
12/19/2019 16H,17398
12/19/2019 15H,18646
12/19/2019 14H,19744
12/19/2019 13H,19706
12/19/2019 12H,19198
12/19/2019 11H,17893
12/19/2019 10H,16638
12/19/2019 09H,16175
12/19/2019 08H,15949
12/19/2019 07H,16002
12/19/2019 06H,16080
12/19/2019 05H,16399
12/19/2019 04H,16643
12/19/2019 03H,16757
12/19/2019 02H,16686
12/19/2019 01H,16623
12/19/2019 00H,15917
12/18/2019 23H,14830
12/18/2019 22H,13786
12/18/2019 21H,13474
12/18/2019 20H,13561
12/18/2019 19H,13722
12/18/2019 18H,14291
12/18/2019 17H,14951
12/18/2019 16H,15944
12/18/2019 15H,16947
12/18/2019 14H,18494
12/18/2019 13H,19203
12/18/2019 12H,17466
12/18/2019 11H,15918
12/18/2019 10H,15597
12/18/2019 09H,15048
12/18/2019 08H,14701
12/18/2019 07H,14471
12/18/2019 06H,13325
12/18/2019 05H,13276
12/18/2019 04H,13780
12/18/2019 03H,14665
12/18/2019 02H,14826
12/18/2019 01H,15121
12/18/2019 00H,15091
12/17/2019 23H,14266
12/17/2019 22H,13137
12/17/2019 21H,12806
12/17/2019 20H,12700
12/17/2019 19H,12680
12/17/2019 18H,12619
12/17/2019 17H,12521
12/17/2019 16H,12273
12/17/2019 15H,11665
12/17/2019 14H,10927
12/17/2019 13H,10130
12/17/2019 12H,9530
12/17/2019 11H,8427
12/17/2019 10H,8294
12/17/2019 09H,7945
12/17/2019 08H,8146
12/17/2019 07H,8445
12/17/2019 06H,9889
12/17/2019 05H,10113
12/17/2019 04H,11353
12/17/2019 03H,12756
12/17/2019 02H,13406
12/17/2019 01H,13867
12/17/2019 00H,13908
12/16/2019 23H,13814
12/16/2019 22H,13457
12/16/2019 21H,13126
12/16/2019 20H,12776
12/16/2019 19H,12914
12/16/2019 18H,12929
12/16/2019 17H,13134
12/16/2019 16H,13425
12/16/2019 15H,13722
12/16/2019 14H,13825
12/16/2019 13H,14104
12/16/2019 12H,13573
12/16/2019 11H,12190
12/16/2019 10H,11487
12/16/2019 09H,11168
12/16/2019 08H,11443
12/16/2019 07H,11642
12/16/2019 06H,11581
12/16/2019 05H,12125
12/16/2019 04H,12860
12/16/2019 03H,13083
12/16/2019 02H,13247
12/16/2019 01H,13443
12/16/2019 00H,13521
12/15/2019 23H,12982
12/15/2019 22H,12180
12/15/2019 21H,11605
12/15/2019 20H,11398
12/15/2019 19H,11579
12/15/2019 18H,11665
12/15/2019 17H,12013
12/15/2019 16H,12821
12/15/2019 15H,13319
12/15/2019 14H,13793
12/15/2019 13H,13778
12/15/2019 12H,13721
12/15/2019 11H,13716
12/15/2019 10H,13361
12/15/2019 09H,13387
12/15/2019 08H,13283
12/15/2019 07H,13384
12/15/2019 06H,13459
12/15/2019 05H,14021
12/15/2019 04H,14299
12/15/2019 03H,14533
12/15/2019 02H,14609
12/15/2019 01H,14540
12/15/2019 00H,14520
12/14/2019 23H,13637
12/14/2019 22H,13036
12/14/2019 21H,12805
12/14/2019 20H,12620
12/14/2019 19H,13236
12/14/2019 18H,13886
12/14/2019 17H,14634
12/14/2019 16H,15030
12/14/2019 15H,14872
12/14/2019 14H,14364
12/14/2019 13H,13739
12/14/2019 12H,13712
12/14/2019 11H,13750
12/14/2019 10H,13372
12/14/2019 09H,13204
12/14/2019 08H,13473
12/14/2019 07H,13657
12/14/2019 06H,14122
12/14/2019 05H,14643
12/14/2019 04H,15222
12/14/2019 03H,15972
12/14/2019 02H,16682
12/14/2019 01H,17333
12/14/2019 00H,17955
12/13/2019 23H,18095
12/13/2019 22H,17803
12/13/2019 21H,17576
12/13/2019 20H,17393
12/13/2019 19H,17554
12/13/2019 18H,17899
12/13/2019 17H,17985
12/13/2019 16H,17808
12/13/2019 15H,17636
12/13/2019 14H,17207
12/13/2019 13H,16971
12/13/2019 12H,16396
12/13/2019 11H,15485
12/13/2019 10H,15489
12/13/2019 09H,15490
12/13/2019 08H,15359
12/13/2019 07H,15413
12/13/2019 06H,15366
12/13/2019 05H,16104
12/13/2019 04H,16551
12/13/2019 03H,16973
12/13/2019 02H,17066
12/13/2019 01H,17711
12/13/2019 00H,18319
12/12/2019 23H,17959
12/12/2019 22H,17517
12/12/2019 21H,17328
12/12/2019 20H,17133
12/12/2019 19H,17070
12/12/2019 18H,17026
12/12/2019 17H,17156
12/12/2019 16H,17602
12/12/2019 15H,17978
12/12/2019 14H,18254
12/12/2019 13H,18695
12/12/2019 12H,17921
12/12/2019 11H,16998
12/12/2019 10H,16917
12/12/2019 09H,16795
12/12/2019 08H,17186
12/12/2019 07H,17449
12/12/2019 06H,17128
12/12/2019 05H,17309
12/12/2019 04H,17438
12/12/2019 03H,17598
12/12/2019 02H,17677
12/12/2019 01H,17701
12/12/2019 00H,17360
12/11/2019 23H,16328
12/11/2019 22H,15502
12/11/2019 21H,15250
12/11/2019 20H,15594
12/11/2019 19H,16070
12/11/2019 18H,16382
12/11/2019 17H,17031
12/11/2019 16H,17501
12/11/2019 15H,17490
12/11/2019 14H,17687
12/11/2019 13H,17535
12/11/2019 12H,16278
12/11/2019 11H,15051
12/11/2019 10H,14523
12/11/2019 09H,14167
12/11/2019 08H,14148
12/11/2019 07H,14264
12/11/2019 06H,14431
12/11/2019 05H,14500
12/11/2019 04H,14927
12/11/2019 03H,15820
12/11/2019 02H,16177
12/11/2019 01H,16547
12/11/2019 00H,16259
12/10/2019 23H,15672
12/10/2019 22H,15184
12/10/2019 21H,14911
12/10/2019 20H,14606
12/10/2019 19H,14389
12/10/2019 18H,14128
12/10/2019 17H,13804
12/10/2019 16H,13668
12/10/2019 15H,13430
12/10/2019 14H,13362
12/10/2019 13H,13584
12/10/2019 12H,12813
12/10/2019 11H,11980
12/10/2019 10H,11656
12/10/2019 09H,11468
12/10/2019 08H,11686
12/10/2019 07H,11971
12/10/2019 06H,12349
12/10/2019 05H,12671
12/10/2019 04H,13783
12/10/2019 03H,14769
12/10/2019 02H,15357
12/10/2019 01H,15216
12/10/2019 00H,14745
12/9/2019 23H,14078
12/9/2019 22H,13891
12/9/2019 21H,13947
12/9/2019 20H,14289
12/9/2019 19H,14349
12/9/2019 18H,14509
12/9/2019 17H,14294
12/9/2019 16H,14095
12/9/2019 15H,13909
12/9/2019 14H,14026
12/9/2019 13H,14354
12/9/2019 12H,13240
12/9/2019 11H,12467
12/9/2019 10H,11536
12/9/2019 09H,11144
12/9/2019 08H,11430
12/9/2019 07H,11489
12/9/2019 06H,11788
12/9/2019 05H,12329
12/9/2019 04H,13226
12/9/2019 03H,13841
12/9/2019 02H,14407
12/9/2019 01H,14525
12/9/2019 00H,14772
12/8/2019 23H,13532
12/8/2019 22H,12896
12/8/2019 21H,12652
12/8/2019 20H,12207
12/8/2019 19H,12011
12/8/2019 18H,12215
12/8/2019 17H,12687
12/8/2019 16H,12982
12/8/2019 15H,13252
12/8/2019 14H,13021
12/8/2019 13H,12568
12/8/2019 12H,11847
12/8/2019 11H,11262
12/8/2019 10H,11338
12/8/2019 09H,11096
12/8/2019 08H,11331
12/8/2019 07H,11454
12/8/2019 06H,11802
12/8/2019 05H,12508
12/8/2019 04H,13126
12/8/2019 03H,13259
12/8/2019 02H,13341
12/8/2019 01H,13205
12/8/2019 00H,13581
12/7/2019 23H,12750
12/7/2019 22H,12001
12/7/2019 21H,11960
12/7/2019 20H,11981
12/7/2019 19H,12065
12/7/2019 18H,12206
12/7/2019 17H,12344
12/7/2019 16H,12710
12/7/2019 15H,12882
12/7/2019 14H,13028
12/7/2019 13H,12149
12/7/2019 12H,11966
12/7/2019 11H,11715
12/7/2019 10H,11833
12/7/2019 09H,11822
12/7/2019 08H,11884
12/7/2019 07H,11835
12/7/2019 06H,12464
12/7/2019 05H,12937
12/7/2019 04H,13535
12/7/2019 03H,14234
12/7/2019 02H,14539
12/7/2019 01H,14925
12/7/2019 00H,15251
12/6/2019 23H,14713
12/6/2019 22H,14145
12/6/2019 21H,13715
12/6/2019 20H,13865
12/6/2019 19H,13711
12/6/2019 18H,13846
12/6/2019 17H,13827
12/6/2019 16H,14059
12/6/2019 15H,14783
12/6/2019 14H,15608
12/6/2019 13H,16222
12/6/2019 12H,15479
12/6/2019 11H,14068
12/6/2019 10H,13495
12/6/2019 09H,13570
12/6/2019 08H,13617
12/6/2019 07H,13725
12/6/2019 06H,13429
12/6/2019 05H,13873
12/6/2019 04H,14562
12/6/2019 03H,15185
12/6/2019 02H,15326
12/6/2019 01H,15149
12/6/2019 00H,15003
12/5/2019 23H,13639
12/5/2019 22H,12680
12/5/2019 21H,12502
12/5/2019 20H,12557
12/5/2019 19H,12897
12/5/2019 18H,13067
12/5/2019 17H,13344
12/5/2019 16H,14220
12/5/2019 15H,15826
12/5/2019 14H,16937
12/5/2019 13H,17460
12/5/2019 12H,16661
12/5/2019 11H,15314
12/5/2019 10H,14885
12/5/2019 09H,14552
12/5/2019 08H,14368
12/5/2019 07H,14357
12/5/2019 06H,14698
12/5/2019 05H,15114
12/5/2019 04H,15663
12/5/2019 03H,16391
12/5/2019 02H,16420
12/5/2019 01H,16222
12/5/2019 00H,16188
12/4/2019 23H,15054
12/4/2019 22H,14046
12/4/2019 21H,13395
12/4/2019 20H,13548
12/4/2019 19H,14068
12/4/2019 18H,14394
12/4/2019 17H,14891
12/4/2019 16H,15917
12/4/2019 15H,17230
12/4/2019 14H,18753
12/4/2019 13H,19650
12/4/2019 12H,19106
12/4/2019 11H,17928
12/4/2019 10H,17819
12/4/2019 09H,17464
12/4/2019 08H,17787
12/4/2019 07H,17778
12/4/2019 06H,17274
12/4/2019 05H,17287
12/4/2019 04H,17755
12/4/2019 03H,18645
12/4/2019 02H,18400
12/4/2019 01H,18007
12/4/2019 00H,17904
12/3/2019 23H,16623
12/3/2019 22H,15624
12/3/2019 21H,15375
12/3/2019 20H,15346
12/3/2019 19H,15353
12/3/2019 18H,15629
12/3/2019 17H,15822
12/3/2019 16H,16409
12/3/2019 15H,17497
12/3/2019 14H,18908
12/3/2019 13H,19527
12/3/2019 12H,18616
12/3/2019 11H,17397
12/3/2019 10H,17229
12/3/2019 09H,16832
12/3/2019 08H,16560
12/3/2019 07H,16571
12/3/2019 06H,16886
12/3/2019 05H,17003
12/3/2019 04H,17749
12/3/2019 03H,17770
12/3/2019 02H,17847
12/3/2019 01H,17893
12/3/2019 00H,17665
12/2/2019 23H,16351
12/2/2019 22H,15618
12/2/2019 21H,15271
12/2/2019 20H,15199
12/2/2019 19H,14783
12/2/2019 18H,14671
12/2/2019 17H,14892
12/2/2019 16H,15288
12/2/2019 15H,15443
12/2/2019 14H,15761
12/2/2019 13H,15849
12/2/2019 12H,14447
12/2/2019 11H,12880
12/2/2019 10H,12688
12/2/2019 09H,12153
12/2/2019 08H,11539
12/2/2019 07H,11127
12/2/2019 06H,10464
12/2/2019 05H,10605
12/2/2019 04H,11342
12/2/2019 03H,11735
12/2/2019 02H,11807
12/2/2019 01H,12106
12/2/2019 00H,12071
12/1/2019 23H,11491
12/1/2019 22H,11162
12/1/2019 21H,10564
12/1/2019 20H,10781
12/1/2019 19H,10982
12/1/2019 18H,10947
12/1/2019 17H,10945
12/1/2019 16H,10846
12/1/2019 15H,10427
12/1/2019 14H,9388
12/1/2019 13H,8947
12/1/2019 12H,8622
12/1/2019 11H,8189
12/1/2019 10H,7996
12/1/2019 09H,8062
12/1/2019 08H,8628
12/1/2019 07H,9264
12/1/2019 06H,9103
12/1/2019 05H,10011
12/1/2019 04H,10869
12/1/2019 03H,11204
12/1/2019 02H,11421
12/1/2019 01H,11420
12/1/2019 00H,11365
11/30/2019 23H,11092
11/30/2019 22H,10479
11/30/2019 21H,9882
11/30/2019 20H,9962
11/30/2019 19H,10041
11/30/2019 18H,10189
11/30/2019 17H,10022
11/30/2019 16H,9999
11/30/2019 15H,9938
11/30/2019 14H,10442
11/30/2019 13H,10731
11/30/2019 12H,10146
11/30/2019 11H,9609
11/30/2019 10H,9490
11/30/2019 09H,9213
11/30/2019 08H,9030
11/30/2019 07H,9272
11/30/2019 06H,9201
11/30/2019 05H,9589
11/30/2019 04H,10165
11/30/2019 03H,10865
11/30/2019 02H,10893
11/30/2019 01H,10969
11/30/2019 00H,11437
11/29/2019 23H,10807
11/29/2019 22H,10280
11/29/2019 21H,9925
11/29/2019 20H,9512
11/29/2019 19H,9670
11/29/2019 18H,9893
11/29/2019 17H,10326
11/29/2019 16H,10667
11/29/2019 15H,10652
11/29/2019 14H,10746
11/29/2019 13H,10902
11/29/2019 12H,10255
11/29/2019 11H,9749
11/29/2019 10H,9818
11/29/2019 09H,9542
11/29/2019 08H,9648
11/29/2019 07H,9496
11/29/2019 06H,9450
11/29/2019 05H,9688
11/29/2019 04H,9909
11/29/2019 03H,10083
11/29/2019 02H,10109
11/29/2019 01H,10319
11/29/2019 00H,10704
11/28/2019 23H,10427
11/28/2019 22H,9829
11/28/2019 21H,9873
11/28/2019 20H,9651
11/28/2019 19H,10380
11/28/2019 18H,11433
11/28/2019 17H,12148
11/28/2019 16H,12204
11/28/2019 15H,11444
11/28/2019 14H,11279
11/28/2019 13H,10419
11/28/2019 12H,10096
11/28/2019 11H,9903
11/28/2019 10H,10162
11/28/2019 09H,9905
11/28/2019 08H,10097
11/28/2019 07H,10569
11/28/2019 06H,11153
11/28/2019 05H,11780
11/28/2019 04H,12684
11/28/2019 03H,13356
11/28/2019 02H,13509
11/28/2019 01H,13723
11/28/2019 00H,13874
11/27/2019 23H,13678
11/27/2019 22H,13673
11/27/2019 21H,13545
11/27/2019 20H,13713
11/27/2019 19H,13920
11/27/2019 18H,13881
11/27/2019 17H,13456
11/27/2019 16H,13489
11/27/2019 15H,12989
11/27/2019 14H,12314
11/27/2019 13H,12304
11/27/2019 12H,11474
11/27/2019 11H,10865
11/27/2019 10H,10613
11/27/2019 09H,10752
11/27/2019 08H,10844
11/27/2019 07H,11445
11/27/2019 06H,12155
11/27/2019 05H,13283
11/27/2019 04H,13675
11/27/2019 03H,14514
11/27/2019 02H,14691
11/27/2019 01H,14542
11/27/2019 00H,14697
11/26/2019 23H,14427
11/26/2019 22H,14092
11/26/2019 21H,13561
11/26/2019 20H,13703
11/26/2019 19H,13871
11/26/2019 18H,14062
11/26/2019 17H,14313
11/26/2019 16H,14737
11/26/2019 15H,15064
11/26/2019 14H,15987
11/26/2019 13H,16547
11/26/2019 12H,15951
11/26/2019 11H,15198
11/26/2019 10H,15382
11/26/2019 09H,15053
11/26/2019 08H,14947
11/26/2019 07H,15060
11/26/2019 06H,14796
11/26/2019 05H,14797
11/26/2019 04H,15498
11/26/2019 03H,15499
11/26/2019 02H,15365
11/26/2019 01H,15422
11/26/2019 00H,15573
11/25/2019 23H,14981
11/25/2019 22H,14788
11/25/2019 21H,14599
11/25/2019 20H,14257
11/25/2019 19H,14532
11/25/2019 18H,14833
11/25/2019 17H,15477
11/25/2019 16H,16071
11/25/2019 15H,16813
11/25/2019 14H,17652
11/25/2019 13H,17331
11/25/2019 12H,16490
11/25/2019 11H,15182
11/25/2019 10H,14600
11/25/2019 09H,14320
11/25/2019 08H,14046
11/25/2019 07H,13825
11/25/2019 06H,13894
11/25/2019 05H,13838
11/25/2019 04H,14116
11/25/2019 03H,14098
11/25/2019 02H,14170
11/25/2019 01H,14138
11/25/2019 00H,14140
11/24/2019 23H,13224
11/24/2019 22H,11876
11/24/2019 21H,11024
11/24/2019 20H,10913
11/24/2019 19H,11269
11/24/2019 18H,11785
11/24/2019 17H,12424
11/24/2019 16H,12757
11/24/2019 15H,13249
11/24/2019 14H,13008
11/24/2019 13H,12387
11/24/2019 12H,11928
11/24/2019 11H,11776
11/24/2019 10H,11267
11/24/2019 09H,11048
11/24/2019 08H,10927
11/24/2019 07H,11026
11/24/2019 06H,10962
11/24/2019 05H,11874
11/24/2019 04H,12409
11/24/2019 03H,12800
11/24/2019 02H,13064
11/24/2019 01H,13391
11/24/2019 00H,13435
11/23/2019 23H,13092
11/23/2019 22H,12809
11/23/2019 21H,12583
11/23/2019 20H,12758
11/23/2019 19H,12869
11/23/2019 18H,12609
11/23/2019 17H,12533
11/23/2019 16H,12688
11/23/2019 15H,12022
11/23/2019 14H,10986
11/23/2019 13H,10684
11/23/2019 12H,10984
11/23/2019 11H,10841
11/23/2019 10H,10625
11/23/2019 09H,10477
11/23/2019 08H,10425
11/23/2019 07H,10439
11/23/2019 06H,11146
11/23/2019 05H,11247
11/23/2019 04H,11850
11/23/2019 03H,12634
11/23/2019 02H,12819
11/23/2019 01H,13318
11/23/2019 00H,13606
11/22/2019 23H,13174
11/22/2019 22H,12818
11/22/2019 21H,12432
11/22/2019 20H,12621
11/22/2019 19H,12207
11/22/2019 18H,12252
11/22/2019 17H,12534
11/22/2019 16H,12904
11/22/2019 15H,12872
11/22/2019 14H,13112
11/22/2019 13H,13329
11/22/2019 12H,13257
11/22/2019 11H,12484
11/22/2019 10H,11502
11/22/2019 09H,11069
11/22/2019 08H,11007
11/22/2019 07H,11021
11/22/2019 06H,11665
11/22/2019 05H,11932
11/22/2019 04H,12317
11/22/2019 03H,12871
11/22/2019 02H,13276
11/22/2019 01H,13216
11/22/2019 00H,13055
11/21/2019 23H,12336
11/21/2019 22H,11924
11/21/2019 21H,11656
11/21/2019 20H,11775
11/21/2019 19H,11715
11/21/2019 18H,11928
11/21/2019 17H,11900
11/21/2019 16H,12365
11/21/2019 15H,12956
11/21/2019 14H,13777
11/21/2019 13H,14491
