Net generation from natural gas for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.NG.H
19:04:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.NG.H megawatthours
01/16/2020 12H,10575
01/16/2020 11H,10577
01/16/2020 10H,10815
01/16/2020 09H,11042
01/16/2020 08H,11819
01/16/2020 07H,12990
01/16/2020 06H,14043
01/16/2020 05H,14717
01/16/2020 04H,15209
01/16/2020 03H,15508
01/16/2020 02H,15903
01/16/2020 01H,15370
01/16/2020 00H,12930
01/15/2020 23H,11267
01/15/2020 22H,10073
01/15/2020 21H,10539
01/15/2020 20H,10538
01/15/2020 19H,10487
01/15/2020 18H,11164
01/15/2020 17H,11911
01/15/2020 16H,13399
01/15/2020 15H,14648
01/15/2020 14H,13477
01/15/2020 13H,10760
01/15/2020 12H,10358
01/15/2020 11H,10057
01/15/2020 10H,9987
01/15/2020 09H,9963
01/15/2020 08H,10341
01/15/2020 07H,11407
01/15/2020 06H,12562
01/15/2020 05H,13394
01/15/2020 04H,13597
01/15/2020 03H,13724
01/15/2020 02H,13216
01/15/2020 01H,12359
01/15/2020 00H,9887
01/14/2020 23H,8819
01/14/2020 22H,7789
01/14/2020 21H,7922
01/14/2020 20H,8218
01/14/2020 19H,8644
01/14/2020 18H,9307
01/14/2020 17H,9756
01/14/2020 16H,11668
01/14/2020 15H,13032
01/14/2020 14H,11439
01/14/2020 13H,9996
01/14/2020 12H,8941
01/14/2020 11H,8751
01/14/2020 10H,9088
01/14/2020 09H,9382
01/14/2020 08H,9859
01/14/2020 07H,11525
01/14/2020 06H,12590
01/14/2020 05H,13330
01/14/2020 04H,13987
01/14/2020 03H,14036
01/14/2020 02H,14547
01/14/2020 01H,13797
01/14/2020 00H,10823
01/13/2020 23H,8732
01/13/2020 22H,8035
01/13/2020 21H,7595
01/13/2020 20H,7352
01/13/2020 19H,6917
01/13/2020 18H,8193
01/13/2020 17H,9097
01/13/2020 16H,11315
01/13/2020 15H,11742
01/13/2020 14H,9899
01/13/2020 13H,8436
01/13/2020 12H,8364
01/13/2020 11H,7921
01/13/2020 10H,7738
01/13/2020 09H,7429
01/13/2020 08H,7858
01/13/2020 07H,9039
01/13/2020 06H,9631
01/13/2020 05H,10188
01/13/2020 04H,10007
01/13/2020 03H,10140
01/13/2020 02H,10118
01/13/2020 01H,9233
01/13/2020 00H,7330
01/12/2020 23H,5933
01/12/2020 22H,5558
01/12/2020 21H,5260
01/12/2020 20H,5483
01/12/2020 19H,5788
01/12/2020 18H,5438
01/12/2020 17H,6081
01/12/2020 16H,7291
01/12/2020 15H,8322
01/12/2020 14H,7770
01/12/2020 13H,8098
01/12/2020 12H,7610
01/12/2020 11H,8980
01/12/2020 10H,9545
01/12/2020 09H,9921
01/12/2020 08H,9955
01/12/2020 07H,9581
01/12/2020 06H,9919
01/12/2020 05H,10880
01/12/2020 04H,10536
01/12/2020 03H,10355
01/12/2020 02H,9959
01/12/2020 01H,9662
01/12/2020 00H,7437
01/11/2020 23H,6429
01/11/2020 22H,5275
01/11/2020 21H,5002
01/11/2020 20H,4970
01/11/2020 19H,5339
01/11/2020 18H,5000
01/11/2020 17H,5585
01/11/2020 16H,7294
01/11/2020 15H,9003
01/11/2020 14H,8521
01/11/2020 13H,8194
01/11/2020 12H,8078
01/11/2020 11H,8487
01/11/2020 10H,8622
01/11/2020 09H,9852
01/11/2020 08H,10566
01/11/2020 07H,11924
01/11/2020 06H,12557
01/11/2020 05H,13412
01/11/2020 04H,13552
01/11/2020 03H,14321
01/11/2020 02H,14236
01/11/2020 01H,13749
01/11/2020 00H,11110
01/10/2020 23H,8839
01/10/2020 22H,8009
01/10/2020 21H,7532
01/10/2020 20H,7687
01/10/2020 19H,8130
01/10/2020 18H,9458
01/10/2020 17H,10047
01/10/2020 16H,12619
01/10/2020 15H,12941
01/10/2020 14H,11766
01/10/2020 13H,10156
01/10/2020 12H,10466
01/10/2020 11H,11115
01/10/2020 10H,10246
01/10/2020 09H,10140
01/10/2020 08H,11078
01/10/2020 07H,11517
01/10/2020 06H,11878
01/10/2020 05H,13175
01/10/2020 04H,13288
01/10/2020 03H,13050
01/10/2020 02H,12238
01/10/2020 01H,11822
01/10/2020 00H,9937
01/9/2020 23H,8308
01/9/2020 22H,7540
01/9/2020 21H,7329
01/9/2020 20H,7494
01/9/2020 19H,7696
01/9/2020 18H,8537
01/9/2020 17H,8762
01/9/2020 16H,10757
01/9/2020 15H,10861
01/9/2020 14H,9939
01/9/2020 13H,8364
01/9/2020 12H,7766
01/9/2020 11H,7207
01/9/2020 10H,7490
01/9/2020 09H,7787
01/9/2020 08H,8406
01/9/2020 07H,9659
01/9/2020 06H,10091
01/9/2020 05H,10742
01/9/2020 04H,12238
01/9/2020 03H,11559
01/9/2020 02H,11163
01/9/2020 01H,10604
01/9/2020 00H,9099
01/8/2020 23H,7936
01/8/2020 22H,6491
01/8/2020 21H,6057
01/8/2020 20H,6801
01/8/2020 19H,7185
01/8/2020 18H,7528
01/8/2020 17H,8231
01/8/2020 16H,9120
01/8/2020 15H,9741
01/8/2020 14H,7954
01/8/2020 13H,7089
01/8/2020 12H,6805
01/8/2020 11H,6517
01/8/2020 10H,7116
01/8/2020 09H,7728
01/8/2020 08H,9701
01/8/2020 07H,11099
01/8/2020 06H,12019
01/8/2020 05H,13269
01/8/2020 04H,14014
01/8/2020 03H,13806
01/8/2020 02H,14075
01/8/2020 01H,13877
01/8/2020 00H,12537
01/7/2020 23H,11153
01/7/2020 22H,9705
01/7/2020 21H,9160
01/7/2020 20H,9190
01/7/2020 19H,9009
01/7/2020 18H,9426
01/7/2020 17H,10021
01/7/2020 16H,12090
01/7/2020 15H,13280
01/7/2020 14H,12000
01/7/2020 13H,10517
01/7/2020 12H,10111
01/7/2020 11H,10004
01/7/2020 10H,10181
01/7/2020 09H,10702
01/7/2020 08H,11225
01/7/2020 07H,11993
01/7/2020 06H,13095
01/7/2020 05H,13729
01/7/2020 04H,14051
01/7/2020 03H,14428
01/7/2020 02H,14511
01/7/2020 01H,13938
01/7/2020 00H,12143
01/6/2020 23H,9590
01/6/2020 22H,8648
01/6/2020 21H,8987
01/6/2020 20H,9138
01/6/2020 19H,8350
01/6/2020 18H,8585
01/6/2020 17H,9160
01/6/2020 16H,11069
01/6/2020 15H,11852
01/6/2020 14H,10994
01/6/2020 13H,9968
01/6/2020 12H,9402
01/6/2020 11H,8976
01/6/2020 10H,9084
01/6/2020 09H,9363
01/6/2020 08H,9712
01/6/2020 07H,10008
01/6/2020 06H,10519
01/6/2020 05H,10532
01/6/2020 04H,10635
01/6/2020 03H,10380
01/6/2020 02H,9623
01/6/2020 01H,8670
01/6/2020 00H,6427
01/5/2020 23H,4690
01/5/2020 22H,3563
01/5/2020 21H,3680
01/5/2020 20H,3922
01/5/2020 19H,3901
01/5/2020 18H,4471
01/5/2020 17H,4155
01/5/2020 16H,6992
01/5/2020 15H,7896
01/5/2020 14H,7630
01/5/2020 13H,8478
01/5/2020 12H,7985
01/5/2020 11H,8126
01/5/2020 10H,8448
01/5/2020 09H,8780
01/5/2020 08H,9201
01/5/2020 07H,9758
01/5/2020 06H,10353
01/5/2020 05H,10188
01/5/2020 04H,9650
01/5/2020 03H,9320
01/5/2020 02H,9273
01/5/2020 01H,8575
01/5/2020 00H,7470
01/4/2020 23H,6043
01/4/2020 22H,4855
01/4/2020 21H,4769
01/4/2020 20H,4347
01/4/2020 19H,4520
01/4/2020 18H,4283
01/4/2020 17H,4511
01/4/2020 16H,6205
01/4/2020 15H,7592
01/4/2020 14H,7786
01/4/2020 13H,7673
01/4/2020 12H,7734
01/4/2020 11H,7734
01/4/2020 10H,8509
01/4/2020 09H,9070
01/4/2020 08H,10299
01/4/2020 07H,11330
01/4/2020 06H,12304
01/4/2020 05H,12090
01/4/2020 04H,12201
01/4/2020 03H,12143
01/4/2020 02H,12330
01/4/2020 01H,12101
01/4/2020 00H,10177
01/3/2020 23H,9098
01/3/2020 22H,8453
01/3/2020 21H,8064
01/3/2020 20H,8124
01/3/2020 19H,8026
01/3/2020 18H,8522
01/3/2020 17H,9700
01/3/2020 16H,11134
01/3/2020 15H,11670
01/3/2020 14H,11010
01/3/2020 13H,10555
01/3/2020 12H,10286
01/3/2020 11H,10238
01/3/2020 10H,10484
01/3/2020 09H,10684
01/3/2020 08H,11147
01/3/2020 07H,11913
01/3/2020 06H,12507
01/3/2020 05H,13095
01/3/2020 04H,13287
01/3/2020 03H,13205
01/3/2020 02H,13050
01/3/2020 01H,12620
01/3/2020 00H,10454
01/2/2020 23H,8893
01/2/2020 22H,8207
01/2/2020 21H,7853
01/2/2020 20H,7654
01/2/2020 19H,7406
01/2/2020 18H,7345
01/2/2020 17H,8096
01/2/2020 16H,8792
01/2/2020 15H,8735
01/2/2020 14H,7789
01/2/2020 13H,7256
01/2/2020 12H,7552
01/2/2020 11H,7140
01/2/2020 10H,6810
01/2/2020 09H,6972
01/2/2020 08H,7314
01/2/2020 07H,7560
01/2/2020 06H,8158
01/2/2020 05H,8950
01/2/2020 04H,8749
01/2/2020 03H,8005
01/2/2020 02H,7956
01/2/2020 01H,7695
01/2/2020 00H,6781
01/1/2020 23H,6230
01/1/2020 22H,5552
01/1/2020 21H,5441
01/1/2020 20H,5287
01/1/2020 19H,5320
01/1/2020 18H,5475
01/1/2020 17H,6395
01/1/2020 16H,6700
01/1/2020 15H,8221
01/1/2020 14H,8160
01/1/2020 13H,8378
01/1/2020 12H,8498
01/1/2020 11H,8925
01/1/2020 10H,9321
01/1/2020 09H,10236
01/1/2020 08H,10294
01/1/2020 07H,10313
01/1/2020 06H,9910
01/1/2020 05H,9988
01/1/2020 04H,10151
01/1/2020 03H,10441
01/1/2020 02H,11254
01/1/2020 01H,11414
01/1/2020 00H,9123
12/31/2019 23H,8153
12/31/2019 22H,7457
12/31/2019 21H,7252
12/31/2019 20H,7277
12/31/2019 19H,7452
12/31/2019 18H,7259
12/31/2019 17H,8162
12/31/2019 16H,9817
12/31/2019 15H,10011
12/31/2019 14H,9605
12/31/2019 13H,9661
12/31/2019 12H,9173
12/31/2019 11H,9516
12/31/2019 10H,9814
12/31/2019 09H,10078
12/31/2019 08H,11058
12/31/2019 07H,12230
12/31/2019 06H,12494
12/31/2019 05H,12864
12/31/2019 04H,13280
12/31/2019 03H,13550
12/31/2019 02H,13702
12/31/2019 01H,13419
12/31/2019 00H,11850
12/30/2019 23H,9912
12/30/2019 22H,9958
12/30/2019 21H,9730
12/30/2019 20H,9684
12/30/2019 19H,10120
12/30/2019 18H,11289
12/30/2019 17H,11975
12/30/2019 16H,12115
12/30/2019 15H,11660
12/30/2019 14H,10641
12/30/2019 13H,9861
12/30/2019 12H,9256
12/30/2019 11H,10010
12/30/2019 10H,10512
12/30/2019 09H,10795
12/30/2019 08H,11194
12/30/2019 07H,11975
12/30/2019 06H,12375
12/30/2019 05H,12489
12/30/2019 04H,12355
12/30/2019 03H,12467
12/30/2019 02H,12536
12/30/2019 01H,12261
12/30/2019 00H,10536
12/29/2019 23H,9422
12/29/2019 22H,8307
12/29/2019 21H,7808
12/29/2019 20H,8041
12/29/2019 19H,7563
12/29/2019 18H,7885
12/29/2019 17H,8570
12/29/2019 16H,9731
12/29/2019 15H,10537
12/29/2019 14H,10312
12/29/2019 13H,10242
12/29/2019 12H,10476
12/29/2019 11H,10474
12/29/2019 10H,10480
12/29/2019 09H,10705
12/29/2019 08H,11640
12/29/2019 07H,11680
12/29/2019 06H,11925
12/29/2019 05H,12088
12/29/2019 04H,12148
12/29/2019 03H,11838
12/29/2019 02H,11863
12/29/2019 01H,11234
12/29/2019 00H,8639
12/28/2019 23H,6290
12/28/2019 22H,5563
12/28/2019 21H,5434
12/28/2019 20H,5417
12/28/2019 19H,5882
12/28/2019 18H,5688
12/28/2019 17H,6740
12/28/2019 16H,9012
12/28/2019 15H,10618
12/28/2019 14H,9791
12/28/2019 13H,10313
12/28/2019 12H,10386
12/28/2019 11H,10863
12/28/2019 10H,10846
12/28/2019 09H,11724
12/28/2019 08H,12047
12/28/2019 07H,12509
12/28/2019 06H,12788
12/28/2019 05H,13235
12/28/2019 04H,13259
12/28/2019 03H,13006
12/28/2019 02H,12866
12/28/2019 01H,12614
12/28/2019 00H,10446
12/27/2019 23H,8882
12/27/2019 22H,8323
12/27/2019 21H,8507
12/27/2019 20H,7977
12/27/2019 19H,7885
12/27/2019 18H,8371
12/27/2019 17H,10456
12/27/2019 16H,12336
12/27/2019 15H,11579
12/27/2019 14H,11093
12/27/2019 13H,10978
12/27/2019 12H,11399
12/27/2019 11H,11406
12/27/2019 10H,11576
12/27/2019 09H,11348
12/27/2019 08H,11912
12/27/2019 07H,12828
12/27/2019 06H,13914
12/27/2019 05H,14113
12/27/2019 04H,14064
12/27/2019 03H,14450
12/27/2019 02H,14436
12/27/2019 01H,14678
12/27/2019 00H,12707
12/26/2019 23H,11752
12/26/2019 22H,11609
12/26/2019 21H,11214
12/26/2019 20H,11176
12/26/2019 19H,11841
12/26/2019 18H,12044
12/26/2019 17H,12050
12/26/2019 16H,11630
12/26/2019 15H,10770
12/26/2019 14H,10459
12/26/2019 13H,10446
12/26/2019 12H,9947
12/26/2019 11H,9487
12/26/2019 10H,9335
12/26/2019 09H,9289
12/26/2019 08H,9966
12/26/2019 07H,10253
12/26/2019 06H,10710
12/26/2019 05H,10927
12/26/2019 04H,11065
12/26/2019 03H,10638
12/26/2019 02H,10333
12/26/2019 01H,10698
12/26/2019 00H,9973
12/25/2019 23H,9228
12/25/2019 22H,8940
12/25/2019 21H,8609
12/25/2019 20H,8442
12/25/2019 19H,8597
12/25/2019 18H,8646
12/25/2019 17H,8621
12/25/2019 16H,10049
12/25/2019 15H,10050
12/25/2019 14H,9950
12/25/2019 13H,9843
12/25/2019 12H,9399
12/25/2019 11H,9530
12/25/2019 10H,9526
12/25/2019 09H,9752
12/25/2019 08H,10021
12/25/2019 07H,10450
12/25/2019 06H,10889
12/25/2019 05H,10873
12/25/2019 04H,10717
12/25/2019 03H,10764
12/25/2019 02H,10942
12/25/2019 01H,11763
12/25/2019 00H,10612
12/24/2019 23H,9422
12/24/2019 22H,9390
12/24/2019 21H,9266
12/24/2019 20H,9206
12/24/2019 19H,9622
12/24/2019 18H,9307
12/24/2019 17H,9753
12/24/2019 16H,11641
12/24/2019 15H,12357
12/24/2019 14H,11801
12/24/2019 13H,11377
12/24/2019 12H,11521
12/24/2019 11H,11594
12/24/2019 10H,11036
12/24/2019 09H,11425
12/24/2019 08H,12302
12/24/2019 07H,13323
12/24/2019 06H,14145
12/24/2019 05H,14235
12/24/2019 04H,14541
12/24/2019 03H,14445
12/24/2019 02H,14432
12/24/2019 01H,14043
12/24/2019 00H,13192
12/23/2019 23H,13409
12/23/2019 22H,13129
12/23/2019 21H,13010
12/23/2019 20H,13133
12/23/2019 19H,13376
12/23/2019 18H,13455
12/23/2019 17H,12922
12/23/2019 16H,12416
12/23/2019 15H,11935
12/23/2019 14H,11657
12/23/2019 13H,11361
12/23/2019 12H,11272
12/23/2019 11H,10706
12/23/2019 10H,10542
12/23/2019 09H,10972
12/23/2019 08H,11320
12/23/2019 07H,11894
12/23/2019 06H,12161
12/23/2019 05H,11762
12/23/2019 04H,12439
12/23/2019 03H,12397
12/23/2019 02H,12358
12/23/2019 01H,11750
12/23/2019 00H,11149
12/22/2019 23H,10653
12/22/2019 22H,9950
12/22/2019 21H,9298
12/22/2019 20H,9315
12/22/2019 19H,9315
12/22/2019 18H,9525
12/22/2019 17H,10155
12/22/2019 16H,10541
12/22/2019 15H,10499
12/22/2019 14H,10206
12/22/2019 13H,10020
12/22/2019 12H,9979
12/22/2019 11H,10155
12/22/2019 10H,10404
12/22/2019 09H,10905
12/22/2019 08H,11139
12/22/2019 07H,11725
12/22/2019 06H,11825
12/22/2019 05H,11758
12/22/2019 04H,11737
12/22/2019 03H,12121
12/22/2019 02H,11348
12/22/2019 01H,11593
12/22/2019 00H,10865
12/21/2019 23H,9739
12/21/2019 22H,8142
12/21/2019 21H,8126
12/21/2019 20H,8217
12/21/2019 19H,8707
12/21/2019 18H,9165
12/21/2019 17H,9415
12/21/2019 16H,10047
12/21/2019 15H,10454
12/21/2019 14H,10228
12/21/2019 13H,10210
12/21/2019 12H,10042
12/21/2019 11H,10091
12/21/2019 10H,10001
12/21/2019 09H,10479
12/21/2019 08H,10889
12/21/2019 07H,12005
12/21/2019 06H,12682
12/21/2019 05H,12840
12/21/2019 04H,12976
12/21/2019 03H,13597
12/21/2019 02H,13917
12/21/2019 01H,14063
12/21/2019 00H,11952
12/20/2019 23H,10101
12/20/2019 22H,9170
12/20/2019 21H,8988
12/20/2019 20H,9545
12/20/2019 19H,8904
12/20/2019 18H,9564
12/20/2019 17H,9827
12/20/2019 16H,11552
12/20/2019 15H,12787
12/20/2019 14H,11596
12/20/2019 13H,11077
12/20/2019 12H,11112
12/20/2019 11H,11113
12/20/2019 10H,11213
12/20/2019 09H,11443
12/20/2019 08H,12095
12/20/2019 07H,12799
12/20/2019 06H,13534
12/20/2019 05H,14566
12/20/2019 04H,14988
12/20/2019 03H,15057
12/20/2019 02H,17693
12/20/2019 01H,17214
12/20/2019 00H,11078
12/19/2019 23H,10830
12/19/2019 22H,9856
12/19/2019 21H,9857
12/19/2019 20H,10003
12/19/2019 19H,10576
12/19/2019 18H,10392
12/19/2019 17H,10749
12/19/2019 16H,12994
12/19/2019 15H,13927
12/19/2019 14H,13193
12/19/2019 13H,12027
12/19/2019 12H,12115
12/19/2019 11H,11703
12/19/2019 10H,11918
12/19/2019 09H,12404
12/19/2019 08H,13132
12/19/2019 07H,13584
12/19/2019 06H,14832
12/19/2019 05H,15715
12/19/2019 04H,16543
12/19/2019 03H,16682
12/19/2019 02H,17801
12/19/2019 01H,17263
12/19/2019 00H,15377
12/18/2019 23H,14731
12/18/2019 22H,14592
12/18/2019 21H,14038
12/18/2019 20H,13446
12/18/2019 19H,13475
12/18/2019 18H,13892
12/18/2019 17H,14130
12/18/2019 16H,14199
12/18/2019 15H,15199
12/18/2019 14H,14016
12/18/2019 13H,12858
12/18/2019 12H,12436
12/18/2019 11H,11894
12/18/2019 10H,11837
12/18/2019 09H,12050
12/18/2019 08H,13187
12/18/2019 07H,13991
12/18/2019 06H,15067
12/18/2019 05H,15937
12/18/2019 04H,16462
12/18/2019 03H,16435
12/18/2019 02H,16193
12/18/2019 01H,16653
12/18/2019 00H,14528
12/17/2019 23H,13060
12/17/2019 22H,11788
12/17/2019 21H,10729
12/17/2019 20H,10915
12/17/2019 19H,11162
12/17/2019 18H,11695
12/17/2019 17H,11992
12/17/2019 16H,14076
12/17/2019 15H,14894
12/17/2019 14H,13486
12/17/2019 13H,12072
12/17/2019 12H,11735
12/17/2019 11H,11642
12/17/2019 10H,11637
12/17/2019 09H,12175
12/17/2019 08H,12761
12/17/2019 07H,14053
12/17/2019 06H,15212
12/17/2019 05H,15919
12/17/2019 04H,16619
12/17/2019 03H,16485
12/17/2019 02H,16568
12/17/2019 01H,16199
12/17/2019 00H,12681
12/16/2019 23H,10637
12/16/2019 22H,9547
12/16/2019 21H,9328
12/16/2019 20H,9469
12/16/2019 19H,9272
12/16/2019 18H,9590
12/16/2019 17H,10626
12/16/2019 16H,12593
12/16/2019 15H,13908
12/16/2019 14H,12606
12/16/2019 13H,11450
12/16/2019 12H,10927
12/16/2019 11H,10555
12/16/2019 10H,10626
12/16/2019 09H,10837
12/16/2019 08H,11222
12/16/2019 07H,11519
12/16/2019 06H,11941
12/16/2019 05H,12712
12/16/2019 04H,12764
12/16/2019 03H,12476
12/16/2019 02H,11868
12/16/2019 01H,11662
12/16/2019 00H,9367
12/15/2019 23H,6842
12/15/2019 22H,7217
12/15/2019 21H,6880
12/15/2019 20H,6378
12/15/2019 19H,6573
12/15/2019 18H,5988
12/15/2019 17H,6026
12/15/2019 16H,7680
12/15/2019 15H,9104
12/15/2019 14H,9310
12/15/2019 13H,9165
12/15/2019 12H,8905
12/15/2019 11H,8918
12/15/2019 10H,8806
12/15/2019 09H,9045
12/15/2019 08H,9478
12/15/2019 07H,9357
12/15/2019 06H,10876
12/15/2019 05H,11370
12/15/2019 04H,11170
12/15/2019 03H,10920
12/15/2019 02H,11249
12/15/2019 01H,11698
12/15/2019 00H,9608
12/14/2019 23H,8253
12/14/2019 22H,8203
12/14/2019 21H,7382
12/14/2019 20H,7235
12/14/2019 19H,7082
12/14/2019 18H,7465
12/14/2019 17H,7713
12/14/2019 16H,8863
12/14/2019 15H,9935
12/14/2019 14H,9093
12/14/2019 13H,9282
12/14/2019 12H,8953
12/14/2019 11H,8908
12/14/2019 10H,8774
12/14/2019 09H,9502
12/14/2019 08H,10480
12/14/2019 07H,11446
12/14/2019 06H,11715
12/14/2019 05H,12093
12/14/2019 04H,11649
12/14/2019 03H,12157
12/14/2019 02H,12342
12/14/2019 01H,12729
12/14/2019 00H,11233
12/13/2019 23H,10006
12/13/2019 22H,9758
12/13/2019 21H,9698
12/13/2019 20H,9497
12/13/2019 19H,9509
12/13/2019 18H,9463
12/13/2019 17H,10815
12/13/2019 16H,11539
12/13/2019 15H,12175
12/13/2019 14H,11185
12/13/2019 13H,10073
12/13/2019 12H,9684
12/13/2019 11H,9370
12/13/2019 10H,9305
12/13/2019 09H,9559
12/13/2019 08H,9755
12/13/2019 07H,10541
12/13/2019 06H,11729
12/13/2019 05H,12656
12/13/2019 04H,13026
12/13/2019 03H,13274
12/13/2019 02H,13492
12/13/2019 01H,13573
12/13/2019 00H,11847
12/12/2019 23H,10648
12/12/2019 22H,10074
12/12/2019 21H,9281
12/12/2019 20H,9747
12/12/2019 19H,9876
12/12/2019 18H,10465
12/12/2019 17H,10975
12/12/2019 16H,12542
12/12/2019 15H,12406
12/12/2019 14H,11023
12/12/2019 13H,10174
12/12/2019 12H,10063
12/12/2019 11H,10187
12/12/2019 10H,10500
12/12/2019 09H,10906
12/12/2019 08H,11549
12/12/2019 07H,12402
12/12/2019 06H,13096
12/12/2019 05H,14074
12/12/2019 04H,14981
12/12/2019 03H,15370
12/12/2019 02H,16091
12/12/2019 01H,15729
12/12/2019 00H,14032
12/11/2019 23H,13913
12/11/2019 22H,13253
12/11/2019 21H,12660
12/11/2019 20H,12603
12/11/2019 19H,12214
12/11/2019 18H,12462
12/11/2019 17H,12839
12/11/2019 16H,13797
12/11/2019 15H,14100
12/11/2019 14H,12998
12/11/2019 13H,12817
12/11/2019 12H,12216
12/11/2019 11H,12542
12/11/2019 10H,12871
12/11/2019 09H,12774
12/11/2019 08H,12924
12/11/2019 07H,13295
12/11/2019 06H,13753
12/11/2019 05H,15074
12/11/2019 04H,15626
12/11/2019 03H,15964
12/11/2019 02H,16652
12/11/2019 01H,16610
12/11/2019 00H,15176
12/10/2019 23H,13216
12/10/2019 22H,12771
12/10/2019 21H,12623
12/10/2019 20H,12556
12/10/2019 19H,12671
12/10/2019 18H,13462
12/10/2019 17H,13585
12/10/2019 16H,13836
12/10/2019 15H,14408
12/10/2019 14H,13228
12/10/2019 13H,12755
12/10/2019 12H,12797
12/10/2019 11H,12839
12/10/2019 10H,12840
12/10/2019 09H,13037
12/10/2019 08H,12701
12/10/2019 07H,13332
12/10/2019 06H,14599
12/10/2019 05H,15659
12/10/2019 04H,15749
12/10/2019 03H,15876
12/10/2019 02H,15851
12/10/2019 01H,15390
12/10/2019 00H,12623
12/9/2019 23H,11643
12/9/2019 22H,10466
12/9/2019 21H,10808
12/9/2019 20H,10885
12/9/2019 19H,11331
12/9/2019 18H,11574
12/9/2019 17H,11692
12/9/2019 16H,12463
12/9/2019 15H,12935
12/9/2019 14H,11887
12/9/2019 13H,10675
12/9/2019 12H,9634
12/9/2019 11H,9547
12/9/2019 10H,9641
12/9/2019 09H,9619
12/9/2019 08H,10398
12/9/2019 07H,11080
12/9/2019 06H,11748
12/9/2019 05H,11954
12/9/2019 04H,12073
12/9/2019 03H,12097
12/9/2019 02H,11337
12/9/2019 01H,11944
12/9/2019 00H,10465
12/8/2019 23H,8769
12/8/2019 22H,9147
12/8/2019 21H,8722
12/8/2019 20H,9068
12/8/2019 19H,9169
12/8/2019 18H,9034
12/8/2019 17H,9332
12/8/2019 16H,9352
12/8/2019 15H,9785
12/8/2019 14H,9263
12/8/2019 13H,9474
12/8/2019 12H,9338
12/8/2019 11H,9374
12/8/2019 10H,9484
12/8/2019 09H,10231
12/8/2019 08H,11214
12/8/2019 07H,12146
12/8/2019 06H,12457
12/8/2019 05H,12618
12/8/2019 04H,12610
12/8/2019 03H,13432
12/8/2019 02H,13082
12/8/2019 01H,13606
12/8/2019 00H,11919
12/7/2019 23H,12573
12/7/2019 22H,11697
12/7/2019 21H,11510
12/7/2019 20H,10946
12/7/2019 19H,11219
12/7/2019 18H,11380
12/7/2019 17H,11357
12/7/2019 16H,11306
12/7/2019 15H,10507
12/7/2019 14H,10289
12/7/2019 13H,10494
12/7/2019 12H,10600
12/7/2019 11H,10562
12/7/2019 10H,10843
12/7/2019 09H,10738
12/7/2019 08H,11654
12/7/2019 07H,12566
12/7/2019 06H,13249
12/7/2019 05H,13920
12/7/2019 04H,14480
12/7/2019 03H,15013
12/7/2019 02H,15318
12/7/2019 01H,16248
12/7/2019 00H,14309
12/6/2019 23H,13317
12/6/2019 22H,13450
12/6/2019 21H,12656
12/6/2019 20H,11394
12/6/2019 19H,11178
12/6/2019 18H,11386
12/6/2019 17H,12074
12/6/2019 16H,13049
12/6/2019 15H,14213
12/6/2019 14H,12803
12/6/2019 13H,11452
12/6/2019 12H,11347
12/6/2019 11H,11303
12/6/2019 10H,11435
12/6/2019 09H,11699
12/6/2019 08H,12157
12/6/2019 07H,13258
12/6/2019 06H,14404
12/6/2019 05H,15728
12/6/2019 04H,16316
12/6/2019 03H,16452
12/6/2019 02H,16989
12/6/2019 01H,16914
12/6/2019 00H,14295
12/5/2019 23H,12551
12/5/2019 22H,12509
12/5/2019 21H,11760
12/5/2019 20H,11461
12/5/2019 19H,11237
12/5/2019 18H,11221
12/5/2019 17H,11878
12/5/2019 16H,12914
12/5/2019 15H,13414
12/5/2019 14H,12506
12/5/2019 13H,11596
12/5/2019 12H,11130
12/5/2019 11H,10997
12/5/2019 10H,10917
12/5/2019 09H,11224
12/5/2019 08H,11567
12/5/2019 07H,12426
12/5/2019 06H,13933
12/5/2019 05H,15162
12/5/2019 04H,15538
12/5/2019 03H,15882
12/5/2019 02H,15672
12/5/2019 01H,16406
12/5/2019 00H,14953
12/4/2019 23H,14561
12/4/2019 22H,14195
12/4/2019 21H,14964
12/4/2019 20H,15323
12/4/2019 19H,14893
12/4/2019 18H,15266
12/4/2019 17H,14886
12/4/2019 16H,14261
12/4/2019 15H,13888
12/4/2019 14H,12470
12/4/2019 13H,11344
12/4/2019 12H,11138
12/4/2019 11H,10939
12/4/2019 10H,10992
12/4/2019 09H,11684
12/4/2019 08H,12037
12/4/2019 07H,12797
12/4/2019 06H,14115
12/4/2019 05H,15193
12/4/2019 04H,15825
12/4/2019 03H,15732
12/4/2019 02H,16600
12/4/2019 01H,17113
12/4/2019 00H,15388
12/3/2019 23H,15047
12/3/2019 22H,14756
12/3/2019 21H,14323
12/3/2019 20H,13701
12/3/2019 19H,13415
12/3/2019 18H,13725
12/3/2019 17H,13808
12/3/2019 16H,13931
12/3/2019 15H,14015
12/3/2019 14H,12701
12/3/2019 13H,11214
12/3/2019 12H,10780
12/3/2019 11H,10808
12/3/2019 10H,11291
12/3/2019 09H,11446
12/3/2019 08H,12035
12/3/2019 07H,12730
12/3/2019 06H,14369
12/3/2019 05H,15403
12/3/2019 04H,16054
