Net generation from solar for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.SUN.H
19:23:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.SUN.H megawatthours
05/25/2020 17H,204
05/25/2020 16H,211
05/25/2020 15H,207
05/25/2020 14H,173
05/25/2020 13H,120
05/25/2020 12H,28
05/25/2020 11H,0
05/25/2020 10H,0
05/25/2020 09H,0
05/25/2020 08H,0
05/25/2020 07H,0
05/25/2020 06H,-2
05/25/2020 05H,-1
05/25/2020 04H,0
05/25/2020 03H,-1
05/25/2020 02H,0
05/25/2020 01H,15
05/25/2020 00H,101
05/24/2020 23H,176
05/24/2020 22H,240
05/24/2020 21H,149
05/24/2020 20H,179
05/24/2020 19H,175
05/24/2020 18H,142
05/24/2020 17H,130
05/24/2020 16H,172
05/24/2020 15H,140
05/24/2020 14H,110
05/24/2020 13H,77
05/24/2020 12H,10
05/24/2020 11H,0
05/24/2020 10H,0
05/24/2020 09H,-1
05/24/2020 08H,0
05/24/2020 07H,0
05/24/2020 06H,0
05/24/2020 05H,-2
05/24/2020 04H,30
05/24/2020 03H,0
05/24/2020 02H,12
05/24/2020 01H,23
05/24/2020 00H,82
05/23/2020 23H,136
05/23/2020 22H,177
05/23/2020 21H,205
05/23/2020 20H,219
05/23/2020 19H,212
05/23/2020 18H,221
05/23/2020 17H,216
05/23/2020 16H,238
05/23/2020 15H,117
05/23/2020 14H,83
05/23/2020 13H,33
05/23/2020 12H,9
05/23/2020 11H,-1
05/23/2020 10H,0
05/23/2020 09H,0
05/23/2020 08H,-1
05/23/2020 07H,0
05/23/2020 06H,0
05/23/2020 05H,0
05/23/2020 04H,85
05/23/2020 03H,4
05/23/2020 02H,6
05/23/2020 01H,7
05/23/2020 00H,41
05/22/2020 23H,99
05/22/2020 22H,143
05/22/2020 21H,184
05/22/2020 20H,190
05/22/2020 19H,179
05/22/2020 18H,171
05/22/2020 17H,145
05/22/2020 16H,64
05/22/2020 15H,33
05/22/2020 14H,12
05/22/2020 13H,8
05/22/2020 12H,1
05/22/2020 11H,0
05/22/2020 10H,0
05/22/2020 09H,90
05/22/2020 08H,5
05/22/2020 07H,5
05/22/2020 06H,5
05/22/2020 05H,5
05/22/2020 04H,4
05/22/2020 03H,5
05/22/2020 02H,5
05/22/2020 01H,15
05/22/2020 00H,80
05/21/2020 23H,114
05/21/2020 22H,110
05/21/2020 21H,146
05/21/2020 20H,136
05/21/2020 19H,191
05/21/2020 18H,160
05/21/2020 17H,174
05/21/2020 16H,178
05/21/2020 15H,165
05/21/2020 14H,135
05/21/2020 13H,76
05/21/2020 12H,21
05/21/2020 11H,-1
05/21/2020 10H,0
05/21/2020 09H,0
05/21/2020 08H,0
05/21/2020 07H,0
05/21/2020 06H,0
05/21/2020 05H,0
05/21/2020 04H,0
05/21/2020 03H,-3
05/21/2020 02H,0
05/21/2020 01H,8
05/21/2020 00H,63
05/20/2020 23H,113
05/20/2020 22H,157
05/20/2020 21H,167
05/20/2020 20H,176
05/20/2020 19H,175
05/20/2020 18H,161
05/20/2020 17H,161
05/20/2020 16H,159
05/20/2020 15H,102
05/20/2020 14H,127
05/20/2020 13H,65
05/20/2020 12H,8
05/20/2020 11H,0
05/20/2020 10H,0
05/20/2020 09H,0
05/20/2020 08H,0
05/20/2020 07H,0
05/20/2020 06H,0
05/20/2020 05H,0
05/20/2020 04H,0
05/20/2020 03H,29
05/20/2020 02H,5
05/20/2020 01H,9
05/20/2020 00H,61
05/19/2020 23H,104
05/19/2020 22H,90
05/19/2020 21H,83
05/19/2020 20H,77
05/19/2020 19H,107
05/19/2020 18H,127
05/19/2020 17H,111
05/19/2020 16H,119
05/19/2020 15H,85
05/19/2020 14H,46
05/19/2020 13H,29
05/19/2020 12H,12
05/19/2020 11H,-2
05/19/2020 10H,0
05/19/2020 09H,-1
05/19/2020 08H,-1
05/19/2020 07H,0
05/19/2020 06H,0
05/19/2020 05H,0
05/19/2020 04H,0
05/19/2020 03H,8
05/19/2020 02H,5
05/19/2020 01H,15
05/19/2020 00H,83
05/18/2020 23H,138
05/18/2020 22H,141
05/18/2020 21H,116
05/18/2020 20H,132
05/18/2020 19H,156
05/18/2020 18H,166
05/18/2020 17H,166
05/18/2020 16H,143
05/18/2020 15H,98
05/18/2020 14H,59
05/18/2020 13H,56
05/18/2020 12H,10
05/18/2020 11H,2
05/18/2020 10H,-2
05/18/2020 09H,0
05/18/2020 08H,1
05/18/2020 07H,0
05/18/2020 06H,0
05/18/2020 05H,1
05/18/2020 04H,0
05/18/2020 03H,0
05/18/2020 02H,1
05/18/2020 01H,6
05/18/2020 00H,24
05/17/2020 23H,57
05/17/2020 22H,96
05/17/2020 21H,85
05/17/2020 20H,152
05/17/2020 19H,129
05/17/2020 18H,158
05/17/2020 17H,172
05/17/2020 16H,116
05/17/2020 15H,78
05/17/2020 14H,74
05/17/2020 13H,41
05/17/2020 12H,5
05/17/2020 11H,0
05/17/2020 10H,-1
05/17/2020 09H,-2
05/17/2020 08H,0
05/17/2020 07H,0
05/17/2020 06H,0
05/17/2020 05H,0
05/17/2020 04H,0
05/17/2020 03H,-1
05/17/2020 02H,0
05/17/2020 01H,4
05/17/2020 00H,48
05/16/2020 23H,162
05/16/2020 22H,106
05/16/2020 21H,109
05/16/2020 20H,135
05/16/2020 19H,150
05/16/2020 18H,150
05/16/2020 17H,158
05/16/2020 16H,162
05/16/2020 15H,120
05/16/2020 14H,87
05/16/2020 13H,35
05/16/2020 12H,5
05/16/2020 11H,-1
05/16/2020 10H,0
05/16/2020 09H,0
05/16/2020 08H,-2
05/16/2020 07H,0
05/16/2020 06H,-1
05/16/2020 05H,0
05/16/2020 04H,20
05/16/2020 03H,7
05/16/2020 02H,7
05/16/2020 01H,11
05/16/2020 00H,50
05/15/2020 23H,103
05/15/2020 22H,122
05/15/2020 21H,148
05/15/2020 20H,170
05/15/2020 19H,149
05/15/2020 18H,150
05/15/2020 17H,122
05/15/2020 16H,156
05/15/2020 15H,133
05/15/2020 14H,163
05/15/2020 13H,108
05/15/2020 12H,23
05/15/2020 11H,-1
05/15/2020 10H,0
05/15/2020 09H,0
05/15/2020 08H,0
05/15/2020 07H,-2
05/15/2020 06H,0
05/15/2020 05H,-1
05/15/2020 04H,21
05/15/2020 03H,9
05/15/2020 02H,8
05/15/2020 01H,12
05/15/2020 00H,38
05/14/2020 23H,114
05/14/2020 22H,128
05/14/2020 21H,182
05/14/2020 20H,190
05/14/2020 19H,208
05/14/2020 18H,200
05/14/2020 17H,211
05/14/2020 16H,171
05/14/2020 15H,130
05/14/2020 14H,143
05/14/2020 13H,80
05/14/2020 12H,20
05/14/2020 11H,0
05/14/2020 10H,0
05/14/2020 09H,-1
05/14/2020 08H,0
05/14/2020 07H,0
05/14/2020 06H,0
05/14/2020 05H,-2
05/14/2020 04H,1
05/14/2020 03H,0
05/14/2020 02H,-1
05/14/2020 01H,5
05/14/2020 00H,72
05/13/2020 23H,115
05/13/2020 22H,167
05/13/2020 21H,189
05/13/2020 20H,195
05/13/2020 19H,172
05/13/2020 18H,212
05/13/2020 17H,189
05/13/2020 16H,139
05/13/2020 15H,69
05/13/2020 14H,34
05/13/2020 13H,14
05/13/2020 12H,1
05/13/2020 11H,0
05/13/2020 10H,0
05/13/2020 09H,-1
05/13/2020 08H,0
05/13/2020 07H,0
05/13/2020 06H,0
05/13/2020 05H,-2
05/13/2020 04H,0
05/13/2020 03H,0
05/13/2020 02H,0
05/13/2020 01H,0
05/13/2020 00H,12
05/12/2020 23H,33
05/12/2020 22H,39
05/12/2020 21H,53
05/12/2020 20H,67
05/12/2020 19H,64
05/12/2020 18H,64
05/12/2020 17H,57
05/12/2020 16H,69
05/12/2020 15H,66
05/12/2020 14H,43
05/12/2020 13H,20
05/12/2020 12H,4
05/12/2020 11H,0
05/12/2020 10H,-2
05/12/2020 09H,0
05/12/2020 08H,0
05/12/2020 07H,0
05/12/2020 06H,0
05/12/2020 05H,0
05/12/2020 04H,0
05/12/2020 03H,-2
05/12/2020 02H,0
05/12/2020 01H,2
05/12/2020 00H,33
05/11/2020 23H,104
05/11/2020 22H,105
05/11/2020 21H,153
05/11/2020 20H,171
05/11/2020 19H,180
05/11/2020 18H,217
05/11/2020 17H,242
05/11/2020 16H,235
05/11/2020 15H,229
05/11/2020 14H,208
05/11/2020 13H,136
05/11/2020 12H,25
05/11/2020 11H,0
05/11/2020 10H,0
05/11/2020 09H,0
05/11/2020 08H,0
05/11/2020 07H,-1
05/11/2020 06H,0
05/11/2020 05H,0
05/11/2020 04H,0
05/11/2020 03H,-1
05/11/2020 02H,-2
05/11/2020 01H,9
05/11/2020 00H,87
05/10/2020 23H,152
05/10/2020 22H,172
05/10/2020 21H,177
05/10/2020 20H,219
05/10/2020 19H,244
05/10/2020 18H,245
05/10/2020 17H,240
05/10/2020 16H,251
05/10/2020 15H,229
05/10/2020 14H,207
05/10/2020 13H,135
05/10/2020 12H,29
05/10/2020 11H,0
05/10/2020 10H,0
05/10/2020 09H,0
05/10/2020 08H,0
05/10/2020 07H,-1
05/10/2020 06H,0
05/10/2020 05H,0
05/10/2020 04H,0
05/10/2020 03H,0
05/10/2020 02H,0
05/10/2020 01H,9
05/10/2020 00H,88
05/9/2020 23H,193
05/9/2020 22H,225
05/9/2020 21H,239
05/9/2020 20H,248
05/9/2020 19H,250
05/9/2020 18H,250
05/9/2020 17H,247
05/9/2020 16H,245
05/9/2020 15H,237
05/9/2020 14H,232
05/9/2020 13H,135
05/9/2020 12H,28
05/9/2020 11H,-2
05/9/2020 10H,0
05/9/2020 09H,0
05/9/2020 08H,-1
05/9/2020 07H,0
05/9/2020 06H,0
05/9/2020 05H,0
05/9/2020 04H,0
05/9/2020 03H,-1
05/9/2020 02H,0
05/9/2020 01H,11
05/9/2020 00H,122
05/8/2020 23H,105
05/8/2020 22H,114
05/8/2020 21H,106
05/8/2020 20H,103
05/8/2020 19H,70
05/8/2020 18H,39
05/8/2020 17H,31
05/8/2020 16H,31
05/8/2020 15H,33
05/8/2020 14H,5
05/8/2020 13H,0
05/8/2020 12H,-2
05/8/2020 11H,0
05/8/2020 10H,-1
05/8/2020 09H,0
05/8/2020 08H,0
05/8/2020 07H,0
05/8/2020 06H,0
05/8/2020 05H,0
05/8/2020 04H,0
05/8/2020 03H,0
05/8/2020 02H,0
05/8/2020 01H,3
05/8/2020 00H,54
05/7/2020 23H,168
05/7/2020 22H,214
05/7/2020 21H,236
05/7/2020 20H,240
05/7/2020 19H,254
05/7/2020 18H,228
05/7/2020 17H,284
05/7/2020 16H,239
05/7/2020 15H,199
05/7/2020 14H,200
05/7/2020 13H,123
05/7/2020 12H,22
05/7/2020 11H,-2
05/7/2020 10H,0
05/7/2020 09H,0
05/7/2020 08H,0
05/7/2020 07H,0
05/7/2020 06H,0
05/7/2020 05H,-1
05/7/2020 04H,0
05/7/2020 03H,0
05/7/2020 02H,-1
05/7/2020 01H,10
05/7/2020 00H,85
05/6/2020 23H,176
05/6/2020 22H,163
05/6/2020 21H,180
05/6/2020 20H,175
05/6/2020 19H,167
05/6/2020 18H,157
05/6/2020 17H,124
05/6/2020 16H,141
05/6/2020 15H,148
05/6/2020 14H,205
05/6/2020 13H,130
05/6/2020 12H,24
05/6/2020 11H,0
05/6/2020 10H,0
05/6/2020 09H,-1
05/6/2020 08H,0
05/6/2020 07H,0
05/6/2020 06H,0
05/6/2020 05H,0
05/6/2020 04H,0
05/6/2020 03H,0
05/6/2020 02H,-1
05/6/2020 01H,7
05/6/2020 00H,93
05/5/2020 23H,154
05/5/2020 22H,164
05/5/2020 21H,197
05/5/2020 20H,155
05/5/2020 19H,116
05/5/2020 18H,89
05/5/2020 17H,79
05/5/2020 16H,40
05/5/2020 15H,29
05/5/2020 14H,34
05/5/2020 13H,7
05/5/2020 12H,4
05/5/2020 11H,0
05/5/2020 10H,0
05/5/2020 09H,0
05/5/2020 08H,-3
05/5/2020 07H,0
05/5/2020 06H,0
05/5/2020 05H,0
05/5/2020 04H,0
05/5/2020 03H,0
05/5/2020 02H,0
05/5/2020 01H,2
05/5/2020 00H,18
05/4/2020 23H,56
05/4/2020 22H,37
05/4/2020 21H,101
05/4/2020 20H,101
05/4/2020 19H,119
05/4/2020 18H,148
05/4/2020 17H,126
05/4/2020 16H,153
05/4/2020 15H,97
05/4/2020 14H,52
05/4/2020 13H,30
05/4/2020 12H,2
05/4/2020 11H,-1
05/4/2020 10H,0
05/4/2020 09H,0
05/4/2020 08H,-2
05/4/2020 07H,0
05/4/2020 06H,0
05/4/2020 05H,0
05/4/2020 04H,0
05/4/2020 03H,0
05/4/2020 02H,0
05/4/2020 01H,0
05/4/2020 00H,11
05/3/2020 23H,123
05/3/2020 22H,34
05/3/2020 21H,75
05/3/2020 20H,133
05/3/2020 19H,170
05/3/2020 18H,186
05/3/2020 17H,185
05/3/2020 16H,194
05/3/2020 15H,180
05/3/2020 14H,154
05/3/2020 13H,84
05/3/2020 12H,13
05/3/2020 11H,0
05/3/2020 10H,0
05/3/2020 09H,-1
05/3/2020 08H,0
05/3/2020 07H,-2
05/3/2020 06H,0
05/3/2020 05H,0
05/3/2020 04H,0
05/3/2020 03H,0
05/3/2020 02H,0
05/3/2020 01H,3
05/3/2020 00H,78
05/2/2020 23H,171
05/2/2020 22H,219
05/2/2020 21H,219
05/2/2020 20H,224
05/2/2020 19H,229
05/2/2020 18H,244
05/2/2020 17H,228
05/2/2020 16H,223
05/2/2020 15H,206
05/2/2020 14H,184
05/2/2020 13H,102
05/2/2020 12H,11
05/2/2020 11H,0
05/2/2020 10H,-1
05/2/2020 09H,-1
05/2/2020 08H,0
05/2/2020 07H,0
05/2/2020 06H,-3
05/2/2020 05H,0
05/2/2020 04H,0
05/2/2020 03H,-1
05/2/2020 02H,0
05/2/2020 01H,8
05/2/2020 00H,79
05/1/2020 23H,166
05/1/2020 22H,208
05/1/2020 21H,220
05/1/2020 20H,220
05/1/2020 19H,237
05/1/2020 18H,228
05/1/2020 17H,229
05/1/2020 16H,226
05/1/2020 15H,236
05/1/2020 14H,201
05/1/2020 13H,122
05/1/2020 12H,19
05/1/2020 11H,0
05/1/2020 10H,0
05/1/2020 09H,57
05/1/2020 08H,16
05/1/2020 07H,16
05/1/2020 06H,16
05/1/2020 05H,14
05/1/2020 04H,16
05/1/2020 03H,16
05/1/2020 02H,16
05/1/2020 01H,21
05/1/2020 00H,85
04/30/2020 23H,184
04/30/2020 22H,198
04/30/2020 21H,228
04/30/2020 20H,223
04/30/2020 19H,228
04/30/2020 18H,229
04/30/2020 17H,214
04/30/2020 16H,207
04/30/2020 15H,198
04/30/2020 14H,176
04/30/2020 13H,95
04/30/2020 12H,14
04/30/2020 11H,0
04/30/2020 10H,0
04/30/2020 09H,0
04/30/2020 08H,0
04/30/2020 07H,0
04/30/2020 06H,-1
04/30/2020 05H,0
04/30/2020 04H,-2
04/30/2020 03H,-1
04/30/2020 02H,0
04/30/2020 01H,2
04/30/2020 00H,44
04/29/2020 23H,126
04/29/2020 22H,184
04/29/2020 21H,137
04/29/2020 20H,179
04/29/2020 19H,124
04/29/2020 18H,120
04/29/2020 17H,121
04/29/2020 16H,113
04/29/2020 15H,80
04/29/2020 14H,38
04/29/2020 13H,24
04/29/2020 12H,1
04/29/2020 11H,-1
04/29/2020 10H,0
04/29/2020 09H,0
04/29/2020 08H,0
04/29/2020 07H,-1
04/29/2020 06H,0
04/29/2020 05H,0
04/29/2020 04H,0
04/29/2020 03H,-2
04/29/2020 02H,0
04/29/2020 01H,2
04/29/2020 00H,19
04/28/2020 23H,66
04/28/2020 22H,76
04/28/2020 21H,94
04/28/2020 20H,153
04/28/2020 19H,171
04/28/2020 18H,205
04/28/2020 17H,172
04/28/2020 16H,146
04/28/2020 15H,104
04/28/2020 14H,87
04/28/2020 13H,85
04/28/2020 12H,12
04/28/2020 11H,10
04/28/2020 10H,10
04/28/2020 09H,10
04/28/2020 08H,10
04/28/2020 07H,10
04/28/2020 06H,10
04/28/2020 05H,10
04/28/2020 04H,10
04/28/2020 03H,9
04/28/2020 02H,10
04/28/2020 01H,12
04/28/2020 00H,29
04/27/2020 23H,80
04/27/2020 22H,129
04/27/2020 21H,172
04/27/2020 20H,189
04/27/2020 19H,198
04/27/2020 18H,217
04/27/2020 17H,246
04/27/2020 16H,227
04/27/2020 15H,220
04/27/2020 14H,248
04/27/2020 13H,106
04/27/2020 12H,18
04/27/2020 11H,7
04/27/2020 10H,7
04/27/2020 09H,7
04/27/2020 08H,7
04/27/2020 07H,7
04/27/2020 06H,7
04/27/2020 05H,7
04/27/2020 04H,7
04/27/2020 03H,7
04/27/2020 02H,5
04/27/2020 01H,11
04/27/2020 00H,76
04/26/2020 23H,171
04/26/2020 22H,168
04/26/2020 21H,180
04/26/2020 20H,196
04/26/2020 19H,207
04/26/2020 18H,179
04/26/2020 17H,179
04/26/2020 16H,166
04/26/2020 15H,148
04/26/2020 14H,90
04/26/2020 13H,49
04/26/2020 12H,7
04/26/2020 11H,0
04/26/2020 10H,0
04/26/2020 09H,0
04/26/2020 08H,-1
04/26/2020 07H,0
04/26/2020 06H,-1
04/26/2020 05H,10
04/26/2020 04H,1
04/26/2020 03H,1
04/26/2020 02H,0
04/26/2020 01H,1
04/26/2020 00H,24
04/25/2020 23H,38
04/25/2020 22H,51
04/25/2020 21H,48
04/25/2020 20H,64
04/25/2020 19H,107
04/25/2020 18H,104
04/25/2020 17H,90
04/25/2020 16H,67
04/25/2020 15H,67
04/25/2020 14H,28
04/25/2020 13H,7
04/25/2020 12H,0
04/25/2020 11H,0
04/25/2020 10H,0
04/25/2020 09H,0
04/25/2020 08H,0
04/25/2020 07H,0
04/25/2020 06H,0
04/25/2020 05H,0
04/25/2020 04H,0
04/25/2020 03H,-1
04/25/2020 02H,0
04/25/2020 01H,0
04/25/2020 00H,20
04/24/2020 23H,96
04/24/2020 22H,126
04/24/2020 21H,160
04/24/2020 20H,168
04/24/2020 19H,205
04/24/2020 18H,205
04/24/2020 17H,215
04/24/2020 16H,169
04/24/2020 15H,154
04/24/2020 14H,159
04/24/2020 13H,69
04/24/2020 12H,11
04/24/2020 11H,6
04/24/2020 10H,5
04/24/2020 09H,6
04/24/2020 08H,6
04/24/2020 07H,6
04/24/2020 06H,6
04/24/2020 05H,6
04/24/2020 04H,6
04/24/2020 03H,6
04/24/2020 02H,6
04/24/2020 01H,7
04/24/2020 00H,20
04/23/2020 23H,54
04/23/2020 22H,56
04/23/2020 21H,96
04/23/2020 20H,116
04/23/2020 19H,75
04/23/2020 18H,68
04/23/2020 17H,46
04/23/2020 16H,34
04/23/2020 15H,18
04/23/2020 14H,12
04/23/2020 13H,6
04/23/2020 12H,-2
04/23/2020 11H,0
04/23/2020 10H,0
04/23/2020 09H,0
04/23/2020 08H,0
04/23/2020 07H,-2
04/23/2020 06H,0
04/23/2020 05H,0
04/23/2020 04H,0
04/23/2020 03H,0
04/23/2020 02H,4
04/23/2020 01H,0
04/23/2020 00H,1
04/22/2020 23H,4
04/22/2020 22H,13
04/22/2020 21H,25
04/22/2020 20H,66
04/22/2020 19H,107
04/22/2020 18H,118
04/22/2020 17H,124
04/22/2020 16H,87
04/22/2020 15H,48
04/22/2020 14H,38
04/22/2020 13H,32
04/22/2020 12H,3
04/22/2020 11H,-2
04/22/2020 10H,-1
04/22/2020 09H,0
04/22/2020 08H,0
04/22/2020 07H,0
04/22/2020 06H,0
04/22/2020 05H,0
04/22/2020 04H,0
04/22/2020 03H,0
04/22/2020 02H,0
04/22/2020 01H,2
04/22/2020 00H,71
04/21/2020 23H,181
04/21/2020 22H,206
04/21/2020 21H,211
04/21/2020 20H,321
04/21/2020 19H,218
04/21/2020 18H,197
04/21/2020 17H,207
04/21/2020 16H,208
04/21/2020 15H,218
04/21/2020 14H,187
04/21/2020 13H,98
04/21/2020 12H,20
04/21/2020 11H,10
04/21/2020 10H,9
04/21/2020 09H,11
04/21/2020 08H,11
04/21/2020 07H,11
04/21/2020 06H,11
04/21/2020 05H,0
04/21/2020 04H,0
04/21/2020 03H,0
04/21/2020 02H,0
04/21/2020 01H,0
04/21/2020 00H,65
04/20/2020 23H,208
04/20/2020 22H,200
04/20/2020 21H,209
04/20/2020 20H,225
04/20/2020 19H,213
04/20/2020 18H,213
04/20/2020 17H,213
04/20/2020 16H,227
04/20/2020 15H,206
04/20/2020 14H,190
04/20/2020 13H,83
04/20/2020 12H,5
04/20/2020 11H,0
04/20/2020 10H,-2
04/20/2020 09H,0
04/20/2020 08H,-1
04/20/2020 07H,0
04/20/2020 06H,0
04/20/2020 05H,-1
04/20/2020 04H,0
04/20/2020 03H,0
04/20/2020 02H,0
04/20/2020 01H,0
04/20/2020 00H,0
04/19/2020 23H,3
04/19/2020 22H,9
04/19/2020 21H,11
04/19/2020 20H,36
04/19/2020 19H,50
04/19/2020 18H,83
04/19/2020 17H,57
04/19/2020 16H,65
04/19/2020 15H,45
04/19/2020 14H,59
04/19/2020 13H,13
04/19/2020 12H,0
04/19/2020 11H,0
04/19/2020 10H,-2
04/19/2020 09H,0
04/19/2020 08H,0
04/19/2020 07H,-1
04/19/2020 06H,0
04/19/2020 05H,0
04/19/2020 04H,0
04/19/2020 03H,0
04/19/2020 02H,0
04/19/2020 01H,3
04/19/2020 00H,65
04/18/2020 23H,167
04/18/2020 22H,221
04/18/2020 21H,213
04/18/2020 20H,293
04/18/2020 19H,204
04/18/2020 18H,220
04/18/2020 17H,196
04/18/2020 16H,139
04/18/2020 15H,83
04/18/2020 14H,30
04/18/2020 13H,7
04/18/2020 12H,0
04/18/2020 11H,-1
04/18/2020 10H,0
04/18/2020 09H,-2
04/18/2020 08H,0
04/18/2020 07H,0
04/18/2020 06H,0
04/18/2020 05H,0
04/18/2020 04H,-1
04/18/2020 03H,0
04/18/2020 02H,0
04/18/2020 01H,0
04/18/2020 00H,11
04/17/2020 23H,48
04/17/2020 22H,120
04/17/2020 21H,156
04/17/2020 20H,297
04/17/2020 19H,201
04/17/2020 18H,222
04/17/2020 17H,226
04/17/2020 16H,222
04/17/2020 15H,216
04/17/2020 14H,187
04/17/2020 13H,87
04/17/2020 12H,8
04/17/2020 11H,0
04/17/2020 10H,0
04/17/2020 09H,-2
04/17/2020 08H,0
04/17/2020 07H,64
04/17/2020 06H,0
04/17/2020 05H,0
04/17/2020 04H,0
04/17/2020 03H,0
04/17/2020 02H,0
04/17/2020 01H,2
04/17/2020 00H,69
04/16/2020 23H,179
04/16/2020 22H,220
04/16/2020 21H,228
04/16/2020 20H,231
04/16/2020 19H,231
04/16/2020 18H,232
04/16/2020 17H,232
04/16/2020 16H,227
04/16/2020 15H,213
04/16/2020 14H,207
04/16/2020 13H,92
04/16/2020 12H,6
04/16/2020 11H,-1
04/16/2020 10H,0
04/16/2020 09H,0
04/16/2020 08H,-2
04/16/2020 07H,0
04/16/2020 06H,-1
04/16/2020 05H,0
04/16/2020 04H,0
04/16/2020 03H,0
04/16/2020 02H,-1
04/16/2020 01H,2
04/16/2020 00H,70
04/15/2020 23H,183
04/15/2020 22H,224
04/15/2020 21H,230
04/15/2020 20H,238
04/15/2020 19H,226
04/15/2020 18H,230
04/15/2020 17H,229
04/15/2020 16H,227
04/15/2020 15H,219
04/15/2020 14H,207
04/15/2020 13H,97
04/15/2020 12H,6
04/15/2020 11H,0
04/15/2020 10H,0
04/15/2020 09H,0
04/15/2020 08H,0
04/15/2020 07H,-2
04/15/2020 06H,-1
04/15/2020 05H,0
04/15/2020 04H,0
04/15/2020 03H,0
04/15/2020 02H,0
04/15/2020 01H,2
04/15/2020 00H,62
04/14/2020 23H,118
04/14/2020 22H,231
04/14/2020 21H,136
04/14/2020 20H,166
04/14/2020 19H,160
04/14/2020 18H,174
04/14/2020 17H,182
04/14/2020 16H,178
04/14/2020 15H,168
04/14/2020 14H,157
04/14/2020 13H,82
04/14/2020 12H,5
04/14/2020 11H,0
04/14/2020 10H,-1
04/14/2020 09H,0
04/14/2020 08H,0
04/14/2020 07H,-2
04/14/2020 06H,0
04/14/2020 05H,0
04/14/2020 04H,11
04/14/2020 03H,-1
04/14/2020 02H,0
04/14/2020 01H,1
04/14/2020 00H,29
04/13/2020 23H,93
04/13/2020 22H,140
04/13/2020 21H,157
04/13/2020 20H,178
04/13/2020 19H,164
04/13/2020 18H,135
04/13/2020 17H,98
04/13/2020 16H,63
04/13/2020 15H,39
04/13/2020 14H,23
04/13/2020 13H,6
04/13/2020 12H,0
04/13/2020 11H,0
04/13/2020 10H,0
04/13/2020 09H,-1
04/13/2020 08H,-1
04/13/2020 07H,0
04/13/2020 06H,-2
04/13/2020 05H,0
04/13/2020 04H,-1
04/13/2020 03H,0
04/13/2020 02H,0
04/13/2020 01H,1
04/13/2020 00H,8
04/12/2020 23H,27
04/12/2020 22H,75
04/12/2020 21H,60
04/12/2020 20H,4
04/12/2020 19H,3
04/12/2020 18H,18
04/12/2020 17H,13
04/12/2020 16H,0
04/12/2020 15H,9
04/12/2020 14H,15
04/12/2020 13H,1
04/12/2020 12H,0
04/12/2020 11H,-2
04/12/2020 10H,-1
04/12/2020 09H,0
04/12/2020 08H,0
04/12/2020 07H,0
04/12/2020 06H,0
04/12/2020 05H,0
04/12/2020 04H,0
04/12/2020 03H,0
04/12/2020 02H,-1
04/12/2020 01H,0
04/12/2020 00H,19
04/11/2020 23H,102
04/11/2020 22H,179
04/11/2020 21H,208
04/11/2020 20H,205
04/11/2020 19H,223
04/11/2020 18H,238
04/11/2020 17H,239
04/11/2020 16H,222
04/11/2020 15H,215
04/11/2020 14H,181
04/11/2020 13H,83
04/11/2020 12H,4
04/11/2020 11H,-2
04/11/2020 10H,0
04/11/2020 09H,0
04/11/2020 08H,0
04/11/2020 07H,0
04/11/2020 06H,0
04/11/2020 05H,-1
04/11/2020 04H,-1
04/11/2020 03H,0
04/11/2020 02H,0
04/11/2020 01H,1
04/11/2020 00H,67
04/10/2020 23H,185
04/10/2020 22H,234
04/10/2020 21H,243
04/10/2020 20H,247
04/10/2020 19H,248
04/10/2020 18H,248
04/10/2020 17H,298
04/10/2020 16H,245
04/10/2020 15H,234
04/10/2020 14H,206
04/10/2020 13H,76
04/10/2020 12H,4
04/10/2020 11H,0
04/10/2020 10H,-2
04/10/2020 09H,0
04/10/2020 08H,-1
04/10/2020 07H,0
04/10/2020 06H,81
04/10/2020 05H,0
04/10/2020 04H,0
04/10/2020 03H,0
04/10/2020 02H,0
04/10/2020 01H,0
04/10/2020 00H,18
04/9/2020 23H,68
04/9/2020 22H,191
04/9/2020 21H,235
04/9/2020 20H,239
04/9/2020 19H,240
04/9/2020 18H,245
04/9/2020 17H,243
04/9/2020 16H,228
04/9/2020 15H,220
04/9/2020 14H,159
04/9/2020 13H,58
04/9/2020 12H,0
04/9/2020 11H,0
04/9/2020 10H,-2
04/9/2020 09H,-1
04/9/2020 08H,0
04/9/2020 07H,0
04/9/2020 06H,0
04/9/2020 05H,0
04/9/2020 04H,0
04/9/2020 03H,0
04/9/2020 02H,0
04/9/2020 01H,1
04/9/2020 00H,37
04/8/2020 23H,117
04/8/2020 22H,131
04/8/2020 21H,134
04/8/2020 20H,113
04/8/2020 19H,175
04/8/2020 18H,217
04/8/2020 17H,164
04/8/2020 16H,108
04/8/2020 15H,52
04/8/2020 14H,27
04/8/2020 13H,7
04/8/2020 12H,0
04/8/2020 11H,-1
04/8/2020 10H,-2
04/8/2020 09H,0
04/8/2020 08H,0
04/8/2020 07H,0
04/8/2020 06H,29
04/8/2020 05H,0
04/8/2020 04H,-1
04/8/2020 03H,0
04/8/2020 02H,0
04/8/2020 01H,0
