Net generation from solar for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.SUN.H
19:23:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.SUN.H megawatthours
10/4/2021 04H,-1
10/4/2021 03H,0
10/4/2021 02H,-2
10/4/2021 01H,-2
10/4/2021 00H,5
10/3/2021 23H,110
10/3/2021 22H,327
10/3/2021 21H,258
10/3/2021 20H,134
10/3/2021 19H,175
10/3/2021 18H,204
10/3/2021 17H,164
10/3/2021 16H,115
10/3/2021 15H,58
10/3/2021 14H,30
10/3/2021 13H,2
10/3/2021 12H,0
10/3/2021 11H,0
10/3/2021 10H,-3
10/3/2021 09H,0
10/3/2021 08H,-1
10/3/2021 07H,0
10/3/2021 06H,-1
10/3/2021 05H,-4
10/3/2021 04H,0
10/3/2021 03H,-1
10/3/2021 02H,-2
10/3/2021 01H,0
10/3/2021 00H,1
10/2/2021 23H,44
10/2/2021 22H,53
10/2/2021 21H,94
10/2/2021 20H,108
10/2/2021 19H,180
10/2/2021 18H,151
10/2/2021 17H,88
10/2/2021 16H,88
10/2/2021 15H,79
10/2/2021 14H,30
10/2/2021 13H,5
10/2/2021 12H,-1
10/2/2021 11H,-2
10/2/2021 10H,0
10/2/2021 09H,-2
10/2/2021 08H,-1
10/2/2021 07H,0
10/2/2021 06H,-2
10/2/2021 05H,-1
10/2/2021 04H,0
10/2/2021 03H,-3
10/2/2021 02H,0
10/2/2021 01H,0
10/2/2021 00H,3
10/1/2021 23H,78
10/1/2021 22H,247
10/1/2021 21H,184
10/1/2021 20H,179
10/1/2021 19H,273
10/1/2021 18H,313
10/1/2021 17H,284
10/1/2021 16H,308
10/1/2021 15H,257
10/1/2021 14H,111
10/1/2021 13H,30
10/1/2021 12H,0
10/1/2021 11H,-3
10/1/2021 10H,0
10/1/2021 09H,-1
10/1/2021 08H,-1
10/1/2021 07H,0
10/1/2021 06H,-1
10/1/2021 05H,-2
10/1/2021 04H,-2
10/1/2021 03H,-2
10/1/2021 02H,-1
10/1/2021 01H,0
10/1/2021 00H,1
09/30/2021 23H,23
09/30/2021 22H,75
09/30/2021 21H,78
09/30/2021 20H,88
09/30/2021 19H,108
09/30/2021 18H,209
09/30/2021 17H,193
09/30/2021 16H,128
09/30/2021 15H,130
09/30/2021 14H,30
09/30/2021 13H,13
09/30/2021 12H,-1
09/30/2021 11H,-2
09/30/2021 10H,0
09/30/2021 09H,0
09/30/2021 08H,-2
09/30/2021 07H,-2
09/30/2021 06H,-2
09/30/2021 05H,-1
09/30/2021 04H,0
09/30/2021 03H,-2
09/30/2021 02H,0
09/30/2021 01H,-1
09/30/2021 00H,5
09/29/2021 23H,61
09/29/2021 22H,219
09/29/2021 21H,319
09/29/2021 20H,349
09/29/2021 19H,305
09/29/2021 18H,350
09/29/2021 17H,280
09/29/2021 16H,329
09/29/2021 15H,356
09/29/2021 14H,250
09/29/2021 13H,51
09/29/2021 12H,0
09/29/2021 11H,-4
09/29/2021 10H,0
09/29/2021 09H,0
09/29/2021 08H,-1
09/29/2021 07H,0
09/29/2021 06H,-2
09/29/2021 05H,0
09/29/2021 04H,-2
09/29/2021 03H,-2
09/29/2021 02H,-2
09/29/2021 01H,-1
09/29/2021 00H,9
09/28/2021 23H,90
09/28/2021 22H,147
09/28/2021 21H,198
09/28/2021 20H,259
09/28/2021 19H,317
09/28/2021 18H,330
09/28/2021 17H,406
09/28/2021 16H,413
09/28/2021 15H,398
09/28/2021 14H,322
09/28/2021 13H,100
09/28/2021 12H,1
09/28/2021 11H,-2
09/28/2021 10H,0
09/28/2021 09H,0
09/28/2021 08H,-1
09/28/2021 07H,0
09/28/2021 06H,-2
09/28/2021 05H,-2
09/28/2021 04H,0
09/28/2021 03H,-3
09/28/2021 02H,0
09/28/2021 01H,1
09/28/2021 00H,17
09/27/2021 23H,223
09/27/2021 22H,387
09/27/2021 21H,422
09/27/2021 20H,423
09/27/2021 19H,399
09/27/2021 18H,396
09/27/2021 17H,410
09/27/2021 16H,411
09/27/2021 15H,399
09/27/2021 14H,329
09/27/2021 13H,98
09/27/2021 12H,-2
09/27/2021 11H,0
09/27/2021 10H,-2
09/27/2021 09H,-2
09/27/2021 08H,-2
09/27/2021 07H,0
09/27/2021 06H,0
09/27/2021 05H,-2
09/27/2021 04H,0
09/27/2021 03H,0
09/27/2021 02H,15
09/27/2021 01H,0
09/27/2021 00H,24
09/26/2021 23H,224
09/26/2021 22H,384
09/26/2021 21H,422
09/26/2021 20H,421
09/26/2021 19H,409
09/26/2021 18H,413
09/26/2021 17H,424
09/26/2021 16H,431
09/26/2021 15H,401
09/26/2021 14H,266
09/26/2021 13H,66
09/26/2021 12H,-4
09/26/2021 11H,0
09/26/2021 10H,-2
09/26/2021 09H,0
09/26/2021 08H,0
09/26/2021 07H,-1
09/26/2021 06H,0
09/26/2021 05H,-3
09/26/2021 04H,0
09/26/2021 03H,1
09/26/2021 02H,-3
09/26/2021 01H,0
09/26/2021 00H,20
09/25/2021 23H,203
09/25/2021 22H,371
09/25/2021 21H,408
09/25/2021 20H,424
09/25/2021 19H,419
09/25/2021 18H,420
09/25/2021 17H,427
09/25/2021 16H,419
09/25/2021 15H,402
09/25/2021 14H,336
09/25/2021 13H,116
09/25/2021 12H,-1
09/25/2021 11H,-2
09/25/2021 10H,0
09/25/2021 09H,-3
09/25/2021 08H,0
09/25/2021 07H,-1
09/25/2021 06H,-2
09/25/2021 05H,0
09/25/2021 04H,-2
09/25/2021 03H,13
09/25/2021 02H,0
09/25/2021 01H,-2
09/25/2021 00H,11
09/24/2021 23H,174
09/24/2021 22H,350
09/24/2021 21H,397
09/24/2021 20H,445
09/24/2021 19H,431
09/24/2021 18H,430
09/24/2021 17H,432
09/24/2021 16H,435
09/24/2021 15H,407
09/24/2021 14H,229
09/24/2021 13H,66
09/24/2021 12H,-1
09/24/2021 11H,-2
09/24/2021 10H,0
09/24/2021 09H,-4
09/24/2021 08H,0
09/24/2021 07H,-1
09/24/2021 06H,0
09/24/2021 05H,0
09/24/2021 04H,-2
09/24/2021 03H,0
09/24/2021 02H,0
09/24/2021 01H,-3
09/24/2021 00H,30
09/23/2021 23H,252
09/23/2021 22H,416
09/23/2021 21H,453
09/23/2021 20H,438
09/23/2021 19H,440
09/23/2021 18H,438
09/23/2021 17H,442
09/23/2021 16H,430
09/23/2021 15H,440
09/23/2021 14H,364
09/23/2021 13H,128
09/23/2021 12H,0
09/23/2021 11H,-1
09/23/2021 10H,0
09/23/2021 09H,-2
09/23/2021 08H,0
09/23/2021 07H,0
09/23/2021 06H,-1
09/23/2021 05H,-1
09/23/2021 04H,-1
09/23/2021 03H,-4
09/23/2021 02H,0
09/23/2021 01H,-2
09/23/2021 00H,31
09/22/2021 23H,247
09/22/2021 22H,370
09/22/2021 21H,380
09/22/2021 20H,377
09/22/2021 19H,294
09/22/2021 18H,307
09/22/2021 17H,239
09/22/2021 16H,217
09/22/2021 15H,208
09/22/2021 14H,99
09/22/2021 13H,29
09/22/2021 12H,-2
09/22/2021 11H,0
09/22/2021 10H,-2
09/22/2021 09H,0
09/22/2021 08H,-2
09/22/2021 07H,-2
09/22/2021 06H,0
09/22/2021 05H,-2
09/22/2021 04H,0
09/22/2021 03H,-2
09/22/2021 02H,0
09/22/2021 01H,-2
09/22/2021 00H,1
09/21/2021 23H,52
09/21/2021 22H,86
09/21/2021 21H,153
09/21/2021 20H,206
09/21/2021 19H,311
09/21/2021 18H,297
09/21/2021 17H,264
09/21/2021 16H,248
09/21/2021 15H,180
09/21/2021 14H,74
09/21/2021 13H,13
09/21/2021 12H,-1
09/21/2021 11H,-3
09/21/2021 10H,-1
09/21/2021 09H,0
09/21/2021 08H,-2
09/21/2021 07H,0
09/21/2021 06H,0
09/21/2021 05H,-2
09/21/2021 04H,0
09/21/2021 03H,-1
09/21/2021 02H,-1
09/21/2021 01H,-4
09/21/2021 00H,38
09/20/2021 23H,77
09/20/2021 22H,73
09/20/2021 21H,125
09/20/2021 20H,198
09/20/2021 19H,242
09/20/2021 18H,228
09/20/2021 17H,295
09/20/2021 16H,204
09/20/2021 15H,80
09/20/2021 14H,48
09/20/2021 13H,4
09/20/2021 12H,-2
09/20/2021 11H,-3
09/20/2021 10H,0
09/20/2021 09H,-2
09/20/2021 08H,0
09/20/2021 07H,-1
09/20/2021 06H,-2
09/20/2021 05H,-2
09/20/2021 04H,-1
09/20/2021 03H,0
09/20/2021 02H,-2
09/20/2021 01H,0
09/20/2021 00H,25
09/19/2021 23H,226
09/19/2021 22H,280
09/19/2021 21H,273
09/19/2021 20H,285
09/19/2021 19H,177
09/19/2021 18H,112
09/19/2021 17H,68
09/19/2021 16H,81
09/19/2021 15H,44
09/19/2021 14H,29
09/19/2021 13H,4
09/19/2021 12H,0
09/19/2021 11H,-5
09/19/2021 10H,0
09/19/2021 09H,-2
09/19/2021 08H,-3
09/19/2021 07H,0
09/19/2021 06H,-1
09/19/2021 05H,0
09/19/2021 04H,-1
09/19/2021 03H,-3
09/19/2021 02H,0
09/19/2021 01H,-1
09/19/2021 00H,7
09/18/2021 23H,49
09/18/2021 22H,71
09/18/2021 21H,78
09/18/2021 20H,100
09/18/2021 19H,164
09/18/2021 18H,251
09/18/2021 17H,206
09/18/2021 16H,170
09/18/2021 15H,146
09/18/2021 14H,51
09/18/2021 13H,2
09/18/2021 12H,-2
09/18/2021 11H,0
09/18/2021 10H,-3
09/18/2021 09H,0
09/18/2021 08H,-1
09/18/2021 07H,-1
09/18/2021 06H,0
09/18/2021 05H,0
09/18/2021 04H,-2
09/18/2021 03H,-2
09/18/2021 02H,-1
09/18/2021 01H,0
09/18/2021 00H,3
09/17/2021 23H,13
09/17/2021 22H,26
09/17/2021 21H,112
09/17/2021 20H,137
09/17/2021 19H,126
09/17/2021 18H,185
09/17/2021 17H,152
09/17/2021 16H,100
09/17/2021 15H,71
09/17/2021 14H,32
09/17/2021 13H,4
09/17/2021 12H,-3
09/17/2021 11H,-2
09/17/2021 10H,0
09/17/2021 09H,-5
09/17/2021 08H,0
09/17/2021 07H,0
09/17/2021 06H,-2
09/17/2021 05H,0
09/17/2021 04H,0
09/17/2021 03H,-2
09/17/2021 02H,-1
09/17/2021 01H,-1
09/17/2021 00H,22
09/16/2021 23H,95
09/16/2021 22H,130
09/16/2021 21H,309
09/16/2021 20H,244
09/16/2021 19H,229
09/16/2021 18H,178
09/16/2021 17H,174
09/16/2021 16H,152
09/16/2021 15H,108
09/16/2021 14H,67
09/16/2021 13H,26
09/16/2021 12H,-1
09/16/2021 11H,-2
09/16/2021 10H,-2
09/16/2021 09H,0
09/16/2021 08H,-1
09/16/2021 07H,-1
09/16/2021 06H,0
09/16/2021 05H,-2
09/16/2021 04H,-1
09/16/2021 03H,-2
09/16/2021 02H,-1
09/16/2021 01H,-3
09/16/2021 00H,26
09/15/2021 23H,147
09/15/2021 22H,260
09/15/2021 21H,268
09/15/2021 20H,271
09/15/2021 19H,317
09/15/2021 18H,303
09/15/2021 17H,237
09/15/2021 16H,151
09/15/2021 15H,149
09/15/2021 14H,72
09/15/2021 13H,17
09/15/2021 12H,-1
09/15/2021 11H,0
09/15/2021 10H,-3
09/15/2021 09H,-2
09/15/2021 08H,0
09/15/2021 07H,0
09/15/2021 06H,-4
09/15/2021 05H,0
09/15/2021 04H,-1
09/15/2021 03H,-1
09/15/2021 02H,0
09/15/2021 01H,-3
09/15/2021 00H,3
09/14/2021 23H,8
09/14/2021 22H,28
09/14/2021 21H,161
09/14/2021 20H,347
09/14/2021 19H,353
09/14/2021 18H,336
09/14/2021 17H,310
09/14/2021 16H,245
09/14/2021 15H,163
09/14/2021 14H,83
09/14/2021 13H,19
09/14/2021 12H,-2
09/14/2021 11H,0
09/14/2021 10H,-4
09/14/2021 09H,-2
09/14/2021 08H,0
09/14/2021 07H,0
09/14/2021 06H,-1
09/14/2021 05H,0
09/14/2021 04H,-2
09/14/2021 03H,0
09/14/2021 02H,-1
09/14/2021 01H,-4
09/14/2021 00H,45
09/13/2021 23H,195
09/13/2021 22H,317
09/13/2021 21H,331
09/13/2021 20H,359
09/13/2021 19H,366
09/13/2021 18H,330
09/13/2021 17H,343
09/13/2021 16H,355
09/13/2021 15H,378
09/13/2021 14H,287
09/13/2021 13H,98
09/13/2021 12H,0
09/13/2021 11H,0
09/13/2021 10H,-3
09/13/2021 09H,-1
09/13/2021 08H,0
09/13/2021 07H,-1
09/13/2021 06H,0
09/13/2021 05H,-2
09/13/2021 04H,-2
09/13/2021 03H,-1
09/13/2021 02H,-1
09/13/2021 01H,-2
09/13/2021 00H,40
09/12/2021 23H,183
09/12/2021 22H,246
09/12/2021 21H,293
09/12/2021 20H,322
09/12/2021 19H,340
09/12/2021 18H,360
09/12/2021 17H,344
09/12/2021 16H,338
09/12/2021 15H,286
09/12/2021 14H,188
09/12/2021 13H,55
09/12/2021 12H,0
09/12/2021 11H,-2
09/12/2021 10H,0
09/12/2021 09H,-3
09/12/2021 08H,-1
09/12/2021 07H,0
09/12/2021 06H,-4
09/12/2021 05H,-2
09/12/2021 04H,0
09/12/2021 03H,-1
09/12/2021 02H,-2
09/12/2021 01H,0
09/12/2021 00H,27
09/11/2021 23H,135
09/11/2021 22H,267
09/11/2021 21H,315
09/11/2021 20H,355
09/11/2021 19H,373
09/11/2021 18H,398
09/11/2021 17H,382
09/11/2021 16H,373
09/11/2021 15H,315
09/11/2021 14H,255
09/11/2021 13H,89
09/11/2021 12H,3
09/11/2021 11H,0
09/11/2021 10H,-1
09/11/2021 09H,-3
09/11/2021 08H,0
09/11/2021 07H,-2
09/11/2021 06H,-1
09/11/2021 05H,0
09/11/2021 04H,-1
09/11/2021 03H,0
09/11/2021 02H,-2
09/11/2021 01H,-2
09/11/2021 00H,59
09/10/2021 23H,248
09/10/2021 22H,347
09/10/2021 21H,409
09/10/2021 20H,414
09/10/2021 19H,423
09/10/2021 18H,418
09/10/2021 17H,426
09/10/2021 16H,428
09/10/2021 15H,405
09/10/2021 14H,337
09/10/2021 13H,120
09/10/2021 12H,1
09/10/2021 11H,-1
09/10/2021 10H,-3
09/10/2021 09H,0
09/10/2021 08H,-2
09/10/2021 07H,0
09/10/2021 06H,0
09/10/2021 05H,0
09/10/2021 04H,0
09/10/2021 03H,-2
09/10/2021 02H,-1
09/10/2021 01H,0
09/10/2021 00H,91
09/9/2021 23H,356
09/9/2021 22H,435
09/9/2021 21H,442
09/9/2021 20H,433
09/9/2021 19H,449
09/9/2021 18H,468
09/9/2021 17H,445
09/9/2021 16H,456
09/9/2021 15H,456
09/9/2021 14H,284
09/9/2021 13H,72
09/9/2021 12H,0
09/9/2021 11H,-2
09/9/2021 10H,-2
09/9/2021 09H,-2
09/9/2021 08H,-1
09/9/2021 07H,-1
09/9/2021 06H,-4
09/9/2021 05H,-1
09/9/2021 04H,-1
09/9/2021 03H,-1
09/9/2021 02H,-2
09/9/2021 01H,6
09/9/2021 00H,97
09/8/2021 23H,222
09/8/2021 22H,263
09/8/2021 21H,354
09/8/2021 20H,385
09/8/2021 19H,383
09/8/2021 18H,432
09/8/2021 17H,398
09/8/2021 16H,398
09/8/2021 15H,418
09/8/2021 14H,345
09/8/2021 13H,145
09/8/2021 12H,7
09/8/2021 11H,-1
09/8/2021 10H,0
09/8/2021 09H,-1
09/8/2021 08H,-2
09/8/2021 07H,0
09/8/2021 06H,0
09/8/2021 05H,0
09/8/2021 04H,0
09/8/2021 03H,-1
09/8/2021 02H,0
09/8/2021 01H,40
09/8/2021 00H,79
09/7/2021 23H,300
09/7/2021 22H,341
09/7/2021 21H,366
09/7/2021 20H,385
09/7/2021 19H,419
09/7/2021 18H,443
09/7/2021 17H,440
09/7/2021 16H,438
09/7/2021 15H,391
09/7/2021 14H,265
09/7/2021 13H,160
09/7/2021 12H,1
09/7/2021 11H,-2
09/7/2021 10H,0
09/7/2021 09H,-2
09/7/2021 08H,-2
09/7/2021 07H,-1
09/7/2021 06H,0
09/7/2021 05H,0
09/7/2021 04H,-2
09/7/2021 03H,-1
09/7/2021 02H,-4
09/7/2021 01H,-1
09/7/2021 00H,95
09/6/2021 23H,366
09/6/2021 22H,444
09/6/2021 21H,445
09/6/2021 20H,455
09/6/2021 19H,456
09/6/2021 18H,453
09/6/2021 17H,453
09/6/2021 16H,455
09/6/2021 15H,398
09/6/2021 14H,246
09/6/2021 13H,140
09/6/2021 12H,3
09/6/2021 11H,-2
09/6/2021 10H,-1
09/6/2021 09H,0
09/6/2021 08H,-3
09/6/2021 07H,-1
09/6/2021 06H,0
09/6/2021 05H,-2
09/6/2021 04H,-4
09/6/2021 03H,-1
09/6/2021 02H,7
09/6/2021 01H,0
09/6/2021 00H,21
09/5/2021 23H,125
09/5/2021 22H,146
09/5/2021 21H,153
09/5/2021 20H,203
09/5/2021 19H,272
09/5/2021 18H,331
09/5/2021 17H,247
09/5/2021 16H,227
09/5/2021 15H,134
09/5/2021 14H,114
09/5/2021 13H,80
09/5/2021 12H,2
09/5/2021 11H,0
09/5/2021 10H,-2
09/5/2021 09H,-1
09/5/2021 08H,-1
09/5/2021 07H,-4
09/5/2021 06H,-1
09/5/2021 05H,-2
09/5/2021 04H,0
09/5/2021 03H,0
09/5/2021 02H,-2
09/5/2021 01H,38
09/5/2021 00H,104
09/4/2021 23H,256
09/4/2021 22H,324
09/4/2021 21H,389
09/4/2021 20H,407
09/4/2021 19H,409
09/4/2021 18H,426
09/4/2021 17H,421
09/4/2021 16H,402
09/4/2021 15H,367
09/4/2021 14H,335
09/4/2021 13H,126
09/4/2021 12H,6
09/4/2021 11H,0
09/4/2021 10H,-2
09/4/2021 09H,-3
09/4/2021 08H,-1
09/4/2021 07H,0
09/4/2021 06H,-3
09/4/2021 05H,0
09/4/2021 04H,0
09/4/2021 03H,0
09/4/2021 02H,-2
09/4/2021 01H,-1
09/4/2021 00H,23
09/3/2021 23H,138
09/3/2021 22H,324
09/3/2021 21H,415
09/3/2021 20H,435
09/3/2021 19H,431
09/3/2021 18H,434
09/3/2021 17H,399
09/3/2021 16H,401
09/3/2021 15H,388
09/3/2021 14H,365
09/3/2021 13H,167
09/3/2021 12H,-1
09/3/2021 11H,0
09/3/2021 10H,0
09/3/2021 09H,-2
09/3/2021 08H,-3
09/3/2021 07H,0
09/3/2021 06H,-1
09/3/2021 05H,-2
09/3/2021 04H,-1
09/3/2021 03H,-4
09/3/2021 02H,-1
09/3/2021 01H,57
09/3/2021 00H,214
09/2/2021 23H,335
09/2/2021 22H,411
09/2/2021 21H,423
09/2/2021 20H,433
09/2/2021 19H,415
09/2/2021 18H,423
09/2/2021 17H,446
09/2/2021 16H,449
09/2/2021 15H,431
09/2/2021 14H,369
09/2/2021 13H,70
09/2/2021 12H,1
09/2/2021 11H,-2
09/2/2021 10H,0
09/2/2021 09H,-1
09/2/2021 08H,-2
09/2/2021 07H,0
09/2/2021 06H,-4
09/2/2021 05H,0
09/2/2021 04H,0
09/2/2021 03H,0
09/2/2021 02H,-1
09/2/2021 01H,-1
09/2/2021 00H,97
09/1/2021 23H,184
09/1/2021 22H,328
09/1/2021 21H,352
09/1/2021 20H,338
09/1/2021 19H,345
09/1/2021 18H,342
09/1/2021 17H,392
09/1/2021 16H,324
09/1/2021 15H,283
09/1/2021 14H,247
09/1/2021 13H,33
09/1/2021 12H,-2
09/1/2021 11H,-1
09/1/2021 10H,0
09/1/2021 09H,-1
09/1/2021 08H,-2
09/1/2021 07H,0
09/1/2021 06H,-2
09/1/2021 05H,-1
09/1/2021 04H,-1
09/1/2021 03H,-2
09/1/2021 02H,0
09/1/2021 01H,-1
09/1/2021 00H,101
08/31/2021 23H,162
08/31/2021 22H,141
08/31/2021 21H,155
08/31/2021 20H,180
08/31/2021 19H,194
08/31/2021 18H,156
08/31/2021 17H,146
08/31/2021 16H,129
08/31/2021 15H,53
08/31/2021 14H,30
08/31/2021 13H,4
08/31/2021 12H,-2
08/31/2021 11H,-2
08/31/2021 10H,0
08/31/2021 09H,-1
08/31/2021 08H,-2
08/31/2021 07H,-1
08/31/2021 06H,0
08/31/2021 05H,0
08/31/2021 04H,0
08/31/2021 03H,0
08/31/2021 02H,-4
08/31/2021 01H,-1
08/31/2021 00H,8
08/30/2021 23H,33
08/30/2021 22H,40
08/30/2021 21H,72
08/30/2021 20H,65
08/30/2021 19H,85
08/30/2021 18H,77
08/30/2021 17H,79
08/30/2021 16H,73
08/30/2021 15H,61
08/30/2021 14H,26
08/30/2021 13H,7
08/30/2021 12H,0
08/30/2021 11H,-1
08/30/2021 10H,-1
08/30/2021 09H,-1
08/30/2021 08H,-2
08/30/2021 07H,0
08/30/2021 06H,0
08/30/2021 05H,-4
08/30/2021 04H,0
08/30/2021 03H,-2
08/30/2021 02H,-2
08/30/2021 01H,-1
08/30/2021 00H,55
08/29/2021 23H,129
08/29/2021 22H,219
08/29/2021 21H,331
08/29/2021 20H,303
08/29/2021 19H,268
08/29/2021 18H,305
08/29/2021 17H,369
08/29/2021 16H,259
08/29/2021 15H,183
08/29/2021 14H,152
08/29/2021 13H,36
08/29/2021 12H,4
08/29/2021 11H,-1
08/29/2021 10H,-2
08/29/2021 09H,-1
08/29/2021 08H,-4
08/29/2021 07H,-1
08/29/2021 06H,0
08/29/2021 05H,-2
08/29/2021 04H,0
08/29/2021 03H,-1
08/29/2021 02H,2
08/29/2021 01H,9
08/29/2021 00H,218
08/28/2021 23H,307
08/28/2021 22H,301
08/28/2021 21H,320
08/28/2021 20H,340
08/28/2021 19H,257
08/28/2021 18H,288
08/28/2021 17H,287
08/28/2021 16H,294
08/28/2021 15H,348
08/28/2021 14H,295
08/28/2021 13H,59
08/28/2021 12H,0
08/28/2021 11H,-1
08/28/2021 10H,-2
08/28/2021 09H,0
08/28/2021 08H,0
08/28/2021 07H,2
08/28/2021 06H,2
08/28/2021 05H,3
08/28/2021 04H,1
08/28/2021 03H,3
08/28/2021 02H,2
08/28/2021 01H,38
08/28/2021 00H,78
08/27/2021 23H,225
08/27/2021 22H,285
08/27/2021 21H,282
08/27/2021 20H,265
08/27/2021 19H,271
08/27/2021 18H,269
08/27/2021 17H,246
08/27/2021 16H,280
08/27/2021 15H,293
08/27/2021 14H,243
08/27/2021 13H,67
08/27/2021 12H,1
08/27/2021 11H,0
08/27/2021 10H,0
08/27/2021 09H,0
08/27/2021 08H,0
08/27/2021 07H,-1
08/27/2021 06H,-2
08/27/2021 05H,0
08/27/2021 04H,0
08/27/2021 03H,-2
08/27/2021 02H,4
08/27/2021 01H,6
08/27/2021 00H,71
08/26/2021 23H,215
08/26/2021 22H,274
08/26/2021 21H,265
08/26/2021 20H,257
08/26/2021 19H,302
08/26/2021 18H,309
08/26/2021 17H,312
08/26/2021 16H,307
08/26/2021 15H,283
08/26/2021 14H,203
08/26/2021 13H,105
08/26/2021 12H,2
08/26/2021 11H,0
08/26/2021 10H,-1
08/26/2021 09H,-2
08/26/2021 08H,0
08/26/2021 07H,0
08/26/2021 06H,0
08/26/2021 05H,-2
08/26/2021 04H,0
08/26/2021 03H,-2
08/26/2021 02H,0
08/26/2021 01H,28
08/26/2021 00H,127
08/25/2021 23H,234
08/25/2021 22H,275
08/25/2021 21H,347
08/25/2021 20H,299
08/25/2021 19H,282
08/25/2021 18H,290
08/25/2021 17H,309
08/25/2021 16H,312
08/25/2021 15H,353
08/25/2021 14H,179
08/25/2021 13H,66
08/25/2021 12H,5
08/25/2021 11H,1
08/25/2021 10H,1
08/25/2021 09H,1
08/25/2021 08H,0
08/25/2021 07H,1
08/25/2021 06H,2
08/25/2021 05H,2
08/25/2021 04H,2
08/25/2021 03H,1
08/25/2021 02H,1
08/25/2021 01H,1
08/25/2021 00H,134
08/24/2021 23H,224
08/24/2021 22H,317
08/24/2021 21H,335
08/24/2021 20H,437
08/24/2021 19H,409
08/24/2021 18H,409
08/24/2021 17H,426
08/24/2021 16H,436
08/24/2021 15H,415
08/24/2021 14H,269
08/24/2021 13H,77
08/24/2021 12H,5
08/24/2021 11H,0
08/24/2021 10H,-2
08/24/2021 09H,2
08/24/2021 08H,1
08/24/2021 07H,1
08/24/2021 06H,-1
08/24/2021 05H,1
08/24/2021 04H,1
08/24/2021 03H,2
08/24/2021 02H,1
08/24/2021 01H,70
08/24/2021 00H,196
08/23/2021 23H,286
08/23/2021 22H,375
08/23/2021 21H,407
08/23/2021 20H,400
08/23/2021 19H,336
08/23/2021 18H,341
08/23/2021 17H,386
08/23/2021 16H,419
08/23/2021 15H,401
08/23/2021 14H,353
08/23/2021 13H,75
08/23/2021 12H,8
08/23/2021 11H,2
08/23/2021 10H,2
08/23/2021 09H,1
08/23/2021 08H,1
08/23/2021 07H,0
08/23/2021 06H,0
08/23/2021 05H,0
08/23/2021 04H,2
08/23/2021 03H,0
08/23/2021 02H,-1
08/23/2021 01H,30
08/23/2021 00H,77
08/22/2021 23H,356
08/22/2021 22H,359
08/22/2021 21H,398
08/22/2021 20H,411
08/22/2021 19H,414
08/22/2021 18H,349
08/22/2021 17H,403
08/22/2021 16H,431
08/22/2021 15H,399
08/22/2021 14H,233
08/22/2021 13H,66
08/22/2021 12H,5
08/22/2021 11H,1
08/22/2021 10H,1
08/22/2021 09H,1
08/22/2021 08H,1
08/22/2021 07H,0
08/22/2021 06H,0
08/22/2021 05H,-2
08/22/2021 04H,2
08/22/2021 03H,-1
08/22/2021 02H,1
08/22/2021 01H,5
08/22/2021 00H,33
08/21/2021 23H,220
08/21/2021 22H,215
08/21/2021 21H,243
08/21/2021 20H,250
08/21/2021 19H,193
08/21/2021 18H,203
08/21/2021 17H,174
08/21/2021 16H,122
08/21/2021 15H,90
08/21/2021 14H,63
08/21/2021 13H,17
08/21/2021 12H,0
08/21/2021 11H,-3
08/21/2021 10H,-1
08/21/2021 09H,-2
08/21/2021 08H,-3
08/21/2021 07H,0
08/21/2021 06H,-2
08/21/2021 05H,-2
08/21/2021 04H,0
08/21/2021 03H,-2
08/21/2021 02H,-1
08/21/2021 01H,0
08/21/2021 00H,222
08/20/2021 23H,279
08/20/2021 22H,219
08/20/2021 21H,171
08/20/2021 20H,192
08/20/2021 19H,160
08/20/2021 18H,123
08/20/2021 17H,145
08/20/2021 16H,124
08/20/2021 15H,81
08/20/2021 14H,45
08/20/2021 13H,9
08/20/2021 12H,0
08/20/2021 11H,-2
08/20/2021 10H,-1
08/20/2021 09H,-3
08/20/2021 08H,0
08/20/2021 07H,0
08/20/2021 06H,-2
08/20/2021 05H,-2
08/20/2021 04H,0
08/20/2021 03H,-2
08/20/2021 02H,-3
08/20/2021 01H,-2
08/20/2021 00H,47
08/19/2021 23H,87
08/19/2021 22H,205
08/19/2021 21H,325
08/19/2021 20H,306
08/19/2021 19H,318
08/19/2021 18H,278
08/19/2021 17H,323
08/19/2021 16H,199
08/19/2021 15H,103
08/19/2021 14H,65
08/19/2021 13H,9
08/19/2021 12H,0
08/19/2021 11H,-1
08/19/2021 10H,-2
08/19/2021 09H,0
08/19/2021 08H,-1
08/19/2021 07H,-1
08/19/2021 06H,0
08/19/2021 05H,-4
08/19/2021 04H,-2
08/19/2021 03H,0
08/19/2021 02H,5
08/19/2021 01H,6
08/19/2021 00H,21
08/18/2021 23H,31
08/18/2021 22H,95
08/18/2021 21H,254
08/18/2021 20H,290
08/18/2021 19H,298
08/18/2021 18H,305
08/18/2021 17H,261
08/18/2021 16H,310
08/18/2021 15H,288
08/18/2021 14H,160
08/18/2021 13H,34
08/18/2021 12H,14
08/18/2021 11H,0
08/18/2021 10H,-2
08/18/2021 09H,0
08/18/2021 08H,-2
08/18/2021 07H,-1
08/18/2021 06H,-3
08/18/2021 05H,-1
08/18/2021 04H,-1
