Net generation from wind for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WND.H
19:22:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WND.H megawatthours
10/3/2021 21H,101
10/3/2021 20H,95
10/3/2021 19H,64
10/3/2021 18H,67
10/3/2021 17H,56
10/3/2021 16H,39
10/3/2021 15H,37
10/3/2021 14H,31
10/3/2021 13H,29
10/3/2021 12H,28
10/3/2021 11H,26
10/3/2021 10H,30
10/3/2021 09H,48
10/3/2021 08H,79
10/3/2021 07H,109
10/3/2021 06H,114
10/3/2021 05H,143
10/3/2021 04H,195
10/3/2021 03H,234
10/3/2021 02H,206
10/3/2021 01H,123
10/3/2021 00H,72
10/2/2021 23H,119
10/2/2021 22H,112
10/2/2021 21H,128
10/2/2021 20H,154
10/2/2021 19H,125
10/2/2021 18H,85
10/2/2021 17H,82
10/2/2021 16H,108
10/2/2021 15H,126
10/2/2021 14H,148
10/2/2021 13H,117
10/2/2021 12H,128
10/2/2021 11H,168
10/2/2021 10H,112
10/2/2021 09H,112
10/2/2021 08H,123
10/2/2021 07H,98
10/2/2021 06H,112
10/2/2021 05H,111
10/2/2021 04H,102
10/2/2021 03H,92
10/2/2021 02H,106
10/2/2021 01H,153
10/2/2021 00H,250
10/1/2021 23H,116
10/1/2021 22H,158
10/1/2021 21H,106
10/1/2021 20H,155
10/1/2021 19H,204
10/1/2021 18H,130
10/1/2021 17H,60
10/1/2021 16H,62
10/1/2021 15H,71
10/1/2021 14H,93
10/1/2021 13H,92
10/1/2021 12H,135
10/1/2021 11H,168
10/1/2021 10H,182
10/1/2021 09H,289
10/1/2021 08H,483
10/1/2021 07H,466
10/1/2021 06H,430
10/1/2021 05H,457
10/1/2021 04H,424
10/1/2021 03H,400
10/1/2021 02H,479
10/1/2021 01H,527
10/1/2021 00H,624
09/30/2021 23H,531
09/30/2021 22H,628
09/30/2021 21H,703
09/30/2021 20H,580
09/30/2021 19H,805
09/30/2021 18H,832
09/30/2021 17H,699
09/30/2021 16H,680
09/30/2021 15H,866
09/30/2021 14H,1051
09/30/2021 13H,962
09/30/2021 12H,809
09/30/2021 11H,714
09/30/2021 10H,649
09/30/2021 09H,645
09/30/2021 08H,531
09/30/2021 07H,596
09/30/2021 06H,726
09/30/2021 05H,560
09/30/2021 04H,510
09/30/2021 03H,601
09/30/2021 02H,698
09/30/2021 01H,677
09/30/2021 00H,718
09/29/2021 23H,707
09/29/2021 22H,773
09/29/2021 21H,859
09/29/2021 20H,860
09/29/2021 19H,866
09/29/2021 18H,887
09/29/2021 17H,915
09/29/2021 16H,703
09/29/2021 15H,516
09/29/2021 14H,601
09/29/2021 13H,676
09/29/2021 12H,677
09/29/2021 11H,705
09/29/2021 10H,914
09/29/2021 09H,762
09/29/2021 08H,663
09/29/2021 07H,556
09/29/2021 06H,546
09/29/2021 05H,627
09/29/2021 04H,870
09/29/2021 03H,1025
09/29/2021 02H,968
09/29/2021 01H,1098
09/29/2021 00H,1231
09/28/2021 23H,1278
09/28/2021 22H,1166
09/28/2021 21H,1154
09/28/2021 20H,1102
09/28/2021 19H,962
09/28/2021 18H,867
09/28/2021 17H,762
09/28/2021 16H,683
09/28/2021 15H,600
09/28/2021 14H,721
09/28/2021 13H,695
09/28/2021 12H,715
09/28/2021 11H,671
09/28/2021 10H,558
09/28/2021 09H,536
09/28/2021 08H,525
09/28/2021 07H,547
09/28/2021 06H,603
09/28/2021 05H,682
09/28/2021 04H,763
09/28/2021 03H,762
09/28/2021 02H,780
09/28/2021 01H,651
09/28/2021 00H,590
09/27/2021 23H,529
09/27/2021 22H,563
09/27/2021 21H,617
09/27/2021 20H,602
09/27/2021 19H,605
09/27/2021 18H,544
09/27/2021 17H,612
09/27/2021 16H,552
09/27/2021 15H,581
09/27/2021 14H,597
09/27/2021 13H,634
09/27/2021 12H,657
09/27/2021 11H,642
09/27/2021 10H,652
09/27/2021 09H,618
09/27/2021 08H,568
09/27/2021 07H,588
09/27/2021 06H,607
09/27/2021 05H,856
09/27/2021 04H,629
09/27/2021 03H,902
09/27/2021 02H,747
09/27/2021 01H,675
09/27/2021 00H,418
09/26/2021 23H,304
09/26/2021 22H,225
09/26/2021 21H,356
09/26/2021 20H,385
09/26/2021 19H,381
09/26/2021 18H,494
09/26/2021 17H,602
09/26/2021 16H,506
09/26/2021 15H,365
09/26/2021 14H,359
09/26/2021 13H,369
09/26/2021 12H,340
09/26/2021 11H,340
09/26/2021 10H,362
09/26/2021 09H,374
09/26/2021 08H,396
09/26/2021 07H,329
09/26/2021 06H,428
09/26/2021 05H,467
09/26/2021 04H,453
09/26/2021 03H,550
09/26/2021 02H,594
09/26/2021 01H,570
09/26/2021 00H,665
09/25/2021 23H,792
09/25/2021 22H,695
09/25/2021 21H,473
09/25/2021 20H,325
09/25/2021 19H,177
09/25/2021 18H,94
09/25/2021 17H,78
09/25/2021 16H,81
09/25/2021 15H,127
09/25/2021 14H,252
09/25/2021 13H,359
09/25/2021 12H,418
09/25/2021 11H,429
09/25/2021 10H,403
09/25/2021 09H,319
09/25/2021 08H,160
09/25/2021 07H,185
09/25/2021 06H,225
09/25/2021 05H,208
09/25/2021 04H,169
09/25/2021 03H,170
09/25/2021 02H,175
09/25/2021 01H,176
09/25/2021 00H,88
09/24/2021 23H,47
09/24/2021 22H,40
09/24/2021 21H,32
09/24/2021 20H,30
09/24/2021 19H,59
09/24/2021 18H,120
09/24/2021 17H,166
09/24/2021 16H,202
09/24/2021 15H,206
09/24/2021 14H,349
09/24/2021 13H,516
09/24/2021 12H,727
09/24/2021 11H,808
09/24/2021 10H,924
09/24/2021 09H,911
09/24/2021 08H,715
09/24/2021 07H,632
09/24/2021 06H,696
09/24/2021 05H,641
09/24/2021 04H,437
09/24/2021 03H,490
09/24/2021 02H,487
09/24/2021 01H,360
09/24/2021 00H,376
09/23/2021 23H,249
09/23/2021 22H,241
09/23/2021 21H,171
09/23/2021 20H,164
09/23/2021 19H,189
09/23/2021 18H,188
09/23/2021 17H,222
09/23/2021 16H,300
09/23/2021 15H,446
09/23/2021 14H,650
09/23/2021 13H,662
09/23/2021 12H,667
09/23/2021 11H,748
09/23/2021 10H,822
09/23/2021 09H,930
09/23/2021 08H,1060
09/23/2021 07H,1055
09/23/2021 06H,946
09/23/2021 05H,933
09/23/2021 04H,814
09/23/2021 03H,749
09/23/2021 02H,642
09/23/2021 01H,516
09/23/2021 00H,561
09/22/2021 23H,494
09/22/2021 22H,396
09/22/2021 21H,380
09/22/2021 20H,423
09/22/2021 19H,535
09/22/2021 18H,579
09/22/2021 17H,540
09/22/2021 16H,393
09/22/2021 15H,303
09/22/2021 14H,296
09/22/2021 13H,206
09/22/2021 12H,190
09/22/2021 11H,206
09/22/2021 10H,292
09/22/2021 09H,338
09/22/2021 08H,360
09/22/2021 07H,359
09/22/2021 06H,432
09/22/2021 05H,521
09/22/2021 04H,613
09/22/2021 03H,574
09/22/2021 02H,417
09/22/2021 01H,263
09/22/2021 00H,162
09/21/2021 23H,170
09/21/2021 22H,207
09/21/2021 21H,301
09/21/2021 20H,483
09/21/2021 19H,696
09/21/2021 18H,946
09/21/2021 17H,1095
09/21/2021 16H,1148
09/21/2021 15H,1133
09/21/2021 14H,1108
09/21/2021 13H,1118
09/21/2021 12H,1143
09/21/2021 11H,1136
09/21/2021 10H,1042
09/21/2021 09H,1021
09/21/2021 08H,1059
09/21/2021 07H,844
09/21/2021 06H,727
09/21/2021 05H,774
09/21/2021 04H,632
09/21/2021 03H,493
09/21/2021 02H,530
09/21/2021 01H,677
09/21/2021 00H,699
09/20/2021 23H,665
09/20/2021 22H,651
09/20/2021 21H,622
09/20/2021 20H,648
09/20/2021 19H,701
09/20/2021 18H,804
09/20/2021 17H,925
09/20/2021 16H,1000
09/20/2021 15H,953
09/20/2021 14H,952
09/20/2021 13H,928
09/20/2021 12H,812
09/20/2021 11H,793
09/20/2021 10H,851
09/20/2021 09H,967
09/20/2021 08H,1053
09/20/2021 07H,1078
09/20/2021 06H,1080
09/20/2021 05H,903
09/20/2021 04H,755
09/20/2021 03H,818
09/20/2021 02H,858
09/20/2021 01H,989
09/20/2021 00H,1275
09/19/2021 23H,1165
09/19/2021 22H,1132
09/19/2021 21H,1061
09/19/2021 20H,956
09/19/2021 19H,699
09/19/2021 18H,516
09/19/2021 17H,428
09/19/2021 16H,471
09/19/2021 15H,443
09/19/2021 14H,452
09/19/2021 13H,511
09/19/2021 12H,670
09/19/2021 11H,715
09/19/2021 10H,439
09/19/2021 09H,416
09/19/2021 08H,360
09/19/2021 07H,361
09/19/2021 06H,374
09/19/2021 05H,459
09/19/2021 04H,446
09/19/2021 03H,611
09/19/2021 02H,759
09/19/2021 01H,738
09/19/2021 00H,584
09/18/2021 23H,545
09/18/2021 22H,229
09/18/2021 21H,201
09/18/2021 20H,133
09/18/2021 19H,161
09/18/2021 18H,224
09/18/2021 17H,188
09/18/2021 16H,205
09/18/2021 15H,173
09/18/2021 14H,205
09/18/2021 13H,248
09/18/2021 12H,315
09/18/2021 11H,377
09/18/2021 10H,405
09/18/2021 09H,384
09/18/2021 08H,480
09/18/2021 07H,654
09/18/2021 06H,673
09/18/2021 05H,677
09/18/2021 04H,626
09/18/2021 03H,693
09/18/2021 02H,799
09/18/2021 01H,516
09/18/2021 00H,252
09/17/2021 23H,175
09/17/2021 22H,147
09/17/2021 21H,174
09/17/2021 20H,175
09/17/2021 19H,210
09/17/2021 18H,428
09/17/2021 17H,457
09/17/2021 16H,240
09/17/2021 15H,383
09/17/2021 14H,518
09/17/2021 13H,458
09/17/2021 12H,501
09/17/2021 11H,511
09/17/2021 10H,633
09/17/2021 09H,679
09/17/2021 08H,644
09/17/2021 07H,610
09/17/2021 06H,782
09/17/2021 05H,856
09/17/2021 04H,770
09/17/2021 03H,744
09/17/2021 02H,724
09/17/2021 01H,761
09/17/2021 00H,621
09/16/2021 23H,566
09/16/2021 22H,534
09/16/2021 21H,518
09/16/2021 20H,521
09/16/2021 19H,546
09/16/2021 18H,536
09/16/2021 17H,534
09/16/2021 16H,630
09/16/2021 15H,762
09/16/2021 14H,879
09/16/2021 13H,994
09/16/2021 12H,1033
09/16/2021 11H,1011
09/16/2021 10H,891
09/16/2021 09H,850
09/16/2021 08H,931
09/16/2021 07H,1076
09/16/2021 06H,1140
09/16/2021 05H,743
09/16/2021 04H,508
09/16/2021 03H,497
09/16/2021 02H,389
09/16/2021 01H,413
09/16/2021 00H,294
09/15/2021 23H,232
09/15/2021 22H,169
09/15/2021 21H,157
09/15/2021 20H,163
09/15/2021 19H,121
09/15/2021 18H,62
09/15/2021 17H,75
09/15/2021 16H,113
09/15/2021 15H,152
09/15/2021 14H,173
09/15/2021 13H,302
09/15/2021 12H,478
09/15/2021 11H,677
09/15/2021 10H,874
09/15/2021 09H,997
09/15/2021 08H,1061
09/15/2021 07H,1045
09/15/2021 06H,955
09/15/2021 05H,627
09/15/2021 04H,517
09/15/2021 03H,552
09/15/2021 02H,313
09/15/2021 01H,209
09/15/2021 00H,225
09/14/2021 23H,321
09/14/2021 22H,278
09/14/2021 21H,216
09/14/2021 20H,149
09/14/2021 19H,141
09/14/2021 18H,131
09/14/2021 17H,142
09/14/2021 16H,125
09/14/2021 15H,204
09/14/2021 14H,382
09/14/2021 13H,613
09/14/2021 12H,848
09/14/2021 11H,874
09/14/2021 10H,855
09/14/2021 09H,830
09/14/2021 08H,886
09/14/2021 07H,883
09/14/2021 06H,858
09/14/2021 05H,772
09/14/2021 04H,722
09/14/2021 03H,826
09/14/2021 02H,789
09/14/2021 01H,560
09/14/2021 00H,379
09/13/2021 23H,306
09/13/2021 22H,254
09/13/2021 21H,218
09/13/2021 20H,215
09/13/2021 19H,181
09/13/2021 18H,194
09/13/2021 17H,295
09/13/2021 16H,398
09/13/2021 15H,412
09/13/2021 14H,541
09/13/2021 13H,575
09/13/2021 12H,552
09/13/2021 11H,556
09/13/2021 10H,505
09/13/2021 09H,645
09/13/2021 08H,667
09/13/2021 07H,579
09/13/2021 06H,540
09/13/2021 05H,622
09/13/2021 04H,766
09/13/2021 03H,783
09/13/2021 02H,731
09/13/2021 01H,707
09/13/2021 00H,556
09/12/2021 23H,297
09/12/2021 22H,231
09/12/2021 21H,225
09/12/2021 20H,225
09/12/2021 19H,191
09/12/2021 18H,135
09/12/2021 17H,160
09/12/2021 16H,134
09/12/2021 15H,203
09/12/2021 14H,305
09/12/2021 13H,412
09/12/2021 12H,566
09/12/2021 11H,716
09/12/2021 10H,754
09/12/2021 09H,819
09/12/2021 08H,799
09/12/2021 07H,635
09/12/2021 06H,568
09/12/2021 05H,689
09/12/2021 04H,904
09/12/2021 03H,934
09/12/2021 02H,788
09/12/2021 01H,568
09/12/2021 00H,429
09/11/2021 23H,365
09/11/2021 22H,409
09/11/2021 21H,405
09/11/2021 20H,280
09/11/2021 19H,231
09/11/2021 18H,155
09/11/2021 17H,133
09/11/2021 16H,128
09/11/2021 15H,237
09/11/2021 14H,444
09/11/2021 13H,604
09/11/2021 12H,663
09/11/2021 11H,777
09/11/2021 10H,820
09/11/2021 09H,811
09/11/2021 08H,962
09/11/2021 07H,1112
09/11/2021 06H,992
09/11/2021 05H,975
09/11/2021 04H,1034
09/11/2021 03H,1005
09/11/2021 02H,771
09/11/2021 01H,615
09/11/2021 00H,622
09/10/2021 23H,562
09/10/2021 22H,454
09/10/2021 21H,380
09/10/2021 20H,276
09/10/2021 19H,264
09/10/2021 18H,275
09/10/2021 17H,305
09/10/2021 16H,229
09/10/2021 15H,353
09/10/2021 14H,598
09/10/2021 13H,707
09/10/2021 12H,771
09/10/2021 11H,862
09/10/2021 10H,870
09/10/2021 09H,889
09/10/2021 08H,962
09/10/2021 07H,1047
09/10/2021 06H,1052
09/10/2021 05H,1036
09/10/2021 04H,994
09/10/2021 03H,951
09/10/2021 02H,727
09/10/2021 01H,486
09/10/2021 00H,293
09/9/2021 23H,297
09/9/2021 22H,258
09/9/2021 21H,249
09/9/2021 20H,257
09/9/2021 19H,257
09/9/2021 18H,327
09/9/2021 17H,450
09/9/2021 16H,570
09/9/2021 15H,615
09/9/2021 14H,736
09/9/2021 13H,701
09/9/2021 12H,637
09/9/2021 11H,743
09/9/2021 10H,773
09/9/2021 09H,640
09/9/2021 08H,664
09/9/2021 07H,698
09/9/2021 06H,725
09/9/2021 05H,683
09/9/2021 04H,614
09/9/2021 03H,504
09/9/2021 02H,467
09/9/2021 01H,304
09/9/2021 00H,145
09/8/2021 23H,38
09/8/2021 22H,42
09/8/2021 21H,38
09/8/2021 20H,45
09/8/2021 19H,61
09/8/2021 18H,101
09/8/2021 17H,218
09/8/2021 16H,242
09/8/2021 15H,361
09/8/2021 14H,567
09/8/2021 13H,689
09/8/2021 12H,686
09/8/2021 11H,762
09/8/2021 10H,789
09/8/2021 09H,818
09/8/2021 08H,708
09/8/2021 07H,469
09/8/2021 06H,369
09/8/2021 05H,224
09/8/2021 04H,179
09/8/2021 03H,202
09/8/2021 02H,294
09/8/2021 01H,295
09/8/2021 00H,354
09/7/2021 23H,422
09/7/2021 22H,469
09/7/2021 21H,494
09/7/2021 20H,531
09/7/2021 19H,492
09/7/2021 18H,402
09/7/2021 17H,200
09/7/2021 16H,75
09/7/2021 15H,116
09/7/2021 14H,256
09/7/2021 13H,346
09/7/2021 12H,501
09/7/2021 11H,741
09/7/2021 10H,912
09/7/2021 09H,1020
09/7/2021 08H,926
09/7/2021 07H,797
09/7/2021 06H,774
09/7/2021 05H,767
09/7/2021 04H,738
09/7/2021 03H,514
09/7/2021 02H,389
09/7/2021 01H,267
09/7/2021 00H,200
09/6/2021 23H,146
09/6/2021 22H,114
09/6/2021 21H,106
09/6/2021 20H,112
09/6/2021 19H,114
09/6/2021 18H,109
09/6/2021 17H,137
09/6/2021 16H,148
09/6/2021 15H,192
09/6/2021 14H,82
09/6/2021 13H,69
09/6/2021 12H,75
09/6/2021 11H,118
09/6/2021 10H,133
09/6/2021 09H,132
09/6/2021 08H,92
09/6/2021 07H,70
09/6/2021 06H,74
09/6/2021 05H,99
09/6/2021 04H,106
09/6/2021 03H,175
09/6/2021 02H,229
09/6/2021 01H,352
09/6/2021 00H,464
09/5/2021 23H,102
09/5/2021 22H,39
09/5/2021 21H,54
09/5/2021 20H,82
09/5/2021 19H,62
09/5/2021 18H,58
09/5/2021 17H,32
09/5/2021 16H,14
09/5/2021 15H,28
09/5/2021 14H,47
09/5/2021 13H,89
09/5/2021 12H,81
09/5/2021 11H,114
09/5/2021 10H,101
09/5/2021 09H,74
09/5/2021 08H,73
09/5/2021 07H,44
09/5/2021 06H,93
09/5/2021 05H,114
09/5/2021 04H,203
09/5/2021 03H,169
09/5/2021 02H,357
09/5/2021 01H,417
09/5/2021 00H,556
09/4/2021 23H,380
09/4/2021 22H,114
09/4/2021 21H,97
09/4/2021 20H,83
09/4/2021 19H,93
09/4/2021 18H,133
09/4/2021 17H,239
09/4/2021 16H,282
09/4/2021 15H,343
09/4/2021 14H,403
09/4/2021 13H,437
09/4/2021 12H,495
09/4/2021 11H,437
09/4/2021 10H,355
09/4/2021 09H,407
09/4/2021 08H,429
09/4/2021 07H,328
09/4/2021 06H,258
09/4/2021 05H,247
09/4/2021 04H,344
09/4/2021 03H,242
09/4/2021 02H,182
09/4/2021 01H,163
09/4/2021 00H,142
09/3/2021 23H,215
09/3/2021 22H,128
09/3/2021 21H,98
09/3/2021 20H,64
09/3/2021 19H,47
09/3/2021 18H,33
09/3/2021 17H,37
09/3/2021 16H,40
09/3/2021 15H,80
09/3/2021 14H,161
09/3/2021 13H,214
09/3/2021 12H,253
09/3/2021 11H,236
09/3/2021 10H,208
09/3/2021 09H,257
09/3/2021 08H,233
09/3/2021 07H,246
09/3/2021 06H,237
09/3/2021 05H,234
09/3/2021 04H,273
09/3/2021 03H,340
09/3/2021 02H,267
09/3/2021 01H,212
09/3/2021 00H,244
09/2/2021 23H,297
09/2/2021 22H,302
09/2/2021 21H,327
09/2/2021 20H,325
09/2/2021 19H,308
09/2/2021 18H,399
09/2/2021 17H,465
09/2/2021 16H,460
09/2/2021 15H,435
09/2/2021 14H,471
09/2/2021 13H,507
09/2/2021 12H,597
09/2/2021 11H,575
09/2/2021 10H,472
09/2/2021 09H,480
09/2/2021 08H,478
09/2/2021 07H,363
09/2/2021 06H,293
09/2/2021 05H,369
09/2/2021 04H,350
09/2/2021 03H,358
09/2/2021 02H,543
09/2/2021 01H,861
09/2/2021 00H,636
09/1/2021 23H,572
09/1/2021 22H,879
09/1/2021 21H,765
09/1/2021 20H,613
09/1/2021 19H,432
09/1/2021 18H,271
09/1/2021 17H,113
09/1/2021 16H,169
09/1/2021 15H,203
09/1/2021 14H,329
09/1/2021 13H,389
09/1/2021 12H,331
09/1/2021 11H,429
09/1/2021 10H,385
09/1/2021 09H,316
09/1/2021 08H,371
09/1/2021 07H,441
09/1/2021 06H,470
09/1/2021 05H,405
09/1/2021 04H,500
09/1/2021 03H,618
09/1/2021 02H,521
09/1/2021 01H,271
09/1/2021 00H,188
08/31/2021 23H,268
08/31/2021 22H,145
08/31/2021 21H,158
08/31/2021 20H,200
08/31/2021 19H,259
08/31/2021 18H,299
08/31/2021 17H,302
08/31/2021 16H,279
08/31/2021 15H,267
08/31/2021 14H,434
08/31/2021 13H,368
08/31/2021 12H,448
08/31/2021 11H,506
08/31/2021 10H,483
08/31/2021 09H,518
08/31/2021 08H,550
08/31/2021 07H,616
08/31/2021 06H,667
08/31/2021 05H,613
08/31/2021 04H,448
08/31/2021 03H,386
08/31/2021 02H,487
08/31/2021 01H,382
08/31/2021 00H,267
08/30/2021 23H,161
08/30/2021 22H,104
08/30/2021 21H,114
08/30/2021 20H,114
08/30/2021 19H,135
08/30/2021 18H,147
08/30/2021 17H,182
08/30/2021 16H,133
08/30/2021 15H,155
08/30/2021 14H,183
08/30/2021 13H,150
08/30/2021 12H,122
08/30/2021 11H,109
08/30/2021 10H,74
08/30/2021 09H,141
08/30/2021 08H,483
08/30/2021 07H,756
08/30/2021 06H,1143
08/30/2021 05H,1106
08/30/2021 04H,658
08/30/2021 03H,633
08/30/2021 02H,867
08/30/2021 01H,700
08/30/2021 00H,300
08/29/2021 23H,184
08/29/2021 22H,173
08/29/2021 21H,232
08/29/2021 20H,112
08/29/2021 19H,76
08/29/2021 18H,79
08/29/2021 17H,52
08/29/2021 16H,102
08/29/2021 15H,80
08/29/2021 14H,106
08/29/2021 13H,194
08/29/2021 12H,308
08/29/2021 11H,353
08/29/2021 10H,486
08/29/2021 09H,587
08/29/2021 08H,568
08/29/2021 07H,657
08/29/2021 06H,643
08/29/2021 05H,591
08/29/2021 04H,721
08/29/2021 03H,536
08/29/2021 02H,662
08/29/2021 01H,667
08/29/2021 00H,305
08/28/2021 23H,216
08/28/2021 22H,279
08/28/2021 21H,315
08/28/2021 20H,348
08/28/2021 19H,388
08/28/2021 18H,274
08/28/2021 17H,189
08/28/2021 16H,126
08/28/2021 15H,131
08/28/2021 14H,142
08/28/2021 13H,199
08/28/2021 12H,249
08/28/2021 11H,345
08/28/2021 10H,378
08/28/2021 09H,251
08/28/2021 08H,227
08/28/2021 07H,301
08/28/2021 06H,445
08/28/2021 05H,271
08/28/2021 04H,437
08/28/2021 03H,350
08/28/2021 02H,438
08/28/2021 01H,554
08/28/2021 00H,688
08/27/2021 23H,793
08/27/2021 22H,554
08/27/2021 21H,172
08/27/2021 20H,144
08/27/2021 19H,197
08/27/2021 18H,225
08/27/2021 17H,193
08/27/2021 16H,167
08/27/2021 15H,140
08/27/2021 14H,177
08/27/2021 13H,255
08/27/2021 12H,323
08/27/2021 11H,325
08/27/2021 10H,290
08/27/2021 09H,204
08/27/2021 08H,338
08/27/2021 07H,644
08/27/2021 06H,790
08/27/2021 05H,739
08/27/2021 04H,509
08/27/2021 03H,594
08/27/2021 02H,667
08/27/2021 01H,756
08/27/2021 00H,660
08/26/2021 23H,531
08/26/2021 22H,516
08/26/2021 21H,416
08/26/2021 20H,278
08/26/2021 19H,193
08/26/2021 18H,175
08/26/2021 17H,213
08/26/2021 16H,169
08/26/2021 15H,142
08/26/2021 14H,211
08/26/2021 13H,236
08/26/2021 12H,254
08/26/2021 11H,268
08/26/2021 10H,295
08/26/2021 09H,370
08/26/2021 08H,513
08/26/2021 07H,547
08/26/2021 06H,703
08/26/2021 05H,752
08/26/2021 04H,859
08/26/2021 03H,983
08/26/2021 02H,881
08/26/2021 01H,842
08/26/2021 00H,690
08/25/2021 23H,318
08/25/2021 22H,313
08/25/2021 21H,267
08/25/2021 20H,233
08/25/2021 19H,176
08/25/2021 18H,184
08/25/2021 17H,187
08/25/2021 16H,204
08/25/2021 15H,242
08/25/2021 14H,365
08/25/2021 13H,511
08/25/2021 12H,518
08/25/2021 11H,498
08/25/2021 10H,494
08/25/2021 09H,530
08/25/2021 08H,615
08/25/2021 07H,686
08/25/2021 06H,776
08/25/2021 05H,808
08/25/2021 04H,711
08/25/2021 03H,642
08/25/2021 02H,525
08/25/2021 01H,509
08/25/2021 00H,438
08/24/2021 23H,369
08/24/2021 22H,388
08/24/2021 21H,322
08/24/2021 20H,310
08/24/2021 19H,356
08/24/2021 18H,420
08/24/2021 17H,486
08/24/2021 16H,403
08/24/2021 15H,353
08/24/2021 14H,514
08/24/2021 13H,672
08/24/2021 12H,752
08/24/2021 11H,851
08/24/2021 10H,916
08/24/2021 09H,935
08/24/2021 08H,991
08/24/2021 07H,1087
08/24/2021 06H,1114
08/24/2021 05H,1096
08/24/2021 04H,865
08/24/2021 03H,620
08/24/2021 02H,787
08/24/2021 01H,945
08/24/2021 00H,727
08/23/2021 23H,553
08/23/2021 22H,538
08/23/2021 21H,513
08/23/2021 20H,434
08/23/2021 19H,510
08/23/2021 18H,500
08/23/2021 17H,353
08/23/2021 16H,194
08/23/2021 15H,164
08/23/2021 14H,567
08/23/2021 13H,855
08/23/2021 12H,849
08/23/2021 11H,792
08/23/2021 10H,601
08/23/2021 09H,786
08/23/2021 08H,603
08/23/2021 07H,439
08/23/2021 06H,395
08/23/2021 05H,407
08/23/2021 04H,453
08/23/2021 03H,507
08/23/2021 02H,519
08/23/2021 01H,600
08/23/2021 00H,668
08/22/2021 23H,825
08/22/2021 22H,616
08/22/2021 21H,512
08/22/2021 20H,465
08/22/2021 19H,214
08/22/2021 18H,139
08/22/2021 17H,195
08/22/2021 16H,224
08/22/2021 15H,182
08/22/2021 14H,231
08/22/2021 13H,266
08/22/2021 12H,293
08/22/2021 11H,432
08/22/2021 10H,626
08/22/2021 09H,704
08/22/2021 08H,575
08/22/2021 07H,494
08/22/2021 06H,532
08/22/2021 05H,606
08/22/2021 04H,739
08/22/2021 03H,815
08/22/2021 02H,855
08/22/2021 01H,753
08/22/2021 00H,571
08/21/2021 23H,511
08/21/2021 22H,534
08/21/2021 21H,493
08/21/2021 20H,514
08/21/2021 19H,392
08/21/2021 18H,406
08/21/2021 17H,493
08/21/2021 16H,475
08/21/2021 15H,504
08/21/2021 14H,346
08/21/2021 13H,191
08/21/2021 12H,223
08/21/2021 11H,204
08/21/2021 10H,231
08/21/2021 09H,247
08/21/2021 08H,375
08/21/2021 07H,436
08/21/2021 06H,434
08/21/2021 05H,443
08/21/2021 04H,527
08/21/2021 03H,596
08/21/2021 02H,592
08/21/2021 01H,662
08/21/2021 00H,655
08/20/2021 23H,620
08/20/2021 22H,659
08/20/2021 21H,685
08/20/2021 20H,752
08/20/2021 19H,738
08/20/2021 18H,596
08/20/2021 17H,542
08/20/2021 16H,455
08/20/2021 15H,351
08/20/2021 14H,372
08/20/2021 13H,501
08/20/2021 12H,543
08/20/2021 11H,758
08/20/2021 10H,822
08/20/2021 09H,864
08/20/2021 08H,985
08/20/2021 07H,990
08/20/2021 06H,904
08/20/2021 05H,760
08/20/2021 04H,681
08/20/2021 03H,747
08/20/2021 02H,757
08/20/2021 01H,831
08/20/2021 00H,876
08/19/2021 23H,980
08/19/2021 22H,949
08/19/2021 21H,942
08/19/2021 20H,837
08/19/2021 19H,581
08/19/2021 18H,465
08/19/2021 17H,383
08/19/2021 16H,303
08/19/2021 15H,299
08/19/2021 14H,342
08/19/2021 13H,430
08/19/2021 12H,633
08/19/2021 11H,644
08/19/2021 10H,699
08/19/2021 09H,785
08/19/2021 08H,865
08/19/2021 07H,933
08/19/2021 06H,1059
08/19/2021 05H,983
08/19/2021 04H,1011
08/19/2021 03H,944
08/19/2021 02H,982
08/19/2021 01H,1138
08/19/2021 00H,960
08/18/2021 23H,1023
08/18/2021 22H,709
08/18/2021 21H,617
08/18/2021 20H,569
08/18/2021 19H,571
08/18/2021 18H,616
08/18/2021 17H,697
08/18/2021 16H,755
08/18/2021 15H,822
08/18/2021 14H,932
08/18/2021 13H,935
08/18/2021 12H,1008
08/18/2021 11H,1060
08/18/2021 10H,1064
08/18/2021 09H,1044
08/18/2021 08H,1013
08/18/2021 07H,1012
08/18/2021 06H,911
08/18/2021 05H,889
08/18/2021 04H,972
08/18/2021 03H,828
08/18/2021 02H,701
08/18/2021 01H,550
08/18/2021 00H,456
08/17/2021 23H,430
08/17/2021 22H,423
08/17/2021 21H,378
08/17/2021 20H,371
08/17/2021 19H,401
08/17/2021 18H,393
08/17/2021 17H,413
08/17/2021 16H,402
08/17/2021 15H,386
08/17/2021 14H,386
08/17/2021 13H,419
08/17/2021 12H,397
08/17/2021 11H,401
08/17/2021 10H,411
08/17/2021 09H,464
08/17/2021 08H,499
08/17/2021 07H,622
08/17/2021 06H,726
08/17/2021 05H,683
08/17/2021 04H,609
08/17/2021 03H,479
08/17/2021 02H,617
08/17/2021 01H,201
