Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
19:02:08 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
04/17/2020 00H,36856
04/16/2020 23H,33903
04/16/2020 22H,31703
04/16/2020 21H,29910
04/16/2020 20H,30175
04/16/2020 19H,30420
04/16/2020 18H,31346
04/16/2020 17H,32175
04/16/2020 16H,34607
04/16/2020 15H,37682
04/16/2020 14H,39143
04/16/2020 13H,38626
04/16/2020 12H,37659
04/16/2020 11H,31694
04/16/2020 10H,28290
04/16/2020 09H,25421
04/16/2020 08H,26025
04/16/2020 07H,27720
04/16/2020 06H,29011
04/16/2020 05H,30576
04/16/2020 04H,33081
04/16/2020 03H,35990
04/16/2020 02H,38720
04/16/2020 01H,37528
04/16/2020 00H,34799
04/15/2020 23H,32466
04/15/2020 22H,30856
04/15/2020 21H,29414
04/15/2020 20H,30129
04/15/2020 19H,31131
04/15/2020 18H,32757
04/15/2020 17H,33678
04/15/2020 16H,35415
04/15/2020 15H,37998
04/15/2020 14H,38288
04/15/2020 13H,37540
04/15/2020 12H,35041
04/15/2020 11H,29852
04/15/2020 10H,25666
04/15/2020 09H,23502
04/15/2020 08H,23594
04/15/2020 07H,24284
04/15/2020 06H,25647
04/15/2020 05H,27232
04/15/2020 04H,30554
04/15/2020 03H,34771
04/15/2020 02H,38221
04/15/2020 01H,37870
04/15/2020 00H,34026
04/14/2020 23H,31778
04/14/2020 22H,30112
04/14/2020 21H,28544
04/14/2020 20H,27909
04/14/2020 19H,27756
04/14/2020 18H,28471
04/14/2020 17H,29145
04/14/2020 16H,30295
04/14/2020 15H,33140
04/14/2020 14H,35967
04/14/2020 13H,34708
04/14/2020 12H,30059
04/14/2020 11H,25379
04/14/2020 10H,22144
04/14/2020 09H,21090
04/14/2020 08H,21096
04/14/2020 07H,20796
04/14/2020 06H,22276
04/14/2020 05H,27068
04/14/2020 04H,30469
04/14/2020 03H,34062
04/14/2020 02H,37375
04/14/2020 01H,37961
04/14/2020 00H,34800
04/13/2020 23H,32985
04/13/2020 22H,31916
04/13/2020 21H,30960
04/13/2020 20H,31015
04/13/2020 19H,31459
04/13/2020 18H,32041
04/13/2020 17H,33186
04/13/2020 16H,34852
04/13/2020 15H,34035
04/13/2020 14H,33479
04/13/2020 13H,29504
04/13/2020 12H,26498
04/13/2020 11H,22938
04/13/2020 10H,20824
04/13/2020 09H,20167
04/13/2020 08H,20647
04/13/2020 07H,21292
04/13/2020 06H,22338
04/13/2020 05H,24719
04/13/2020 04H,26444
04/13/2020 03H,28567
04/13/2020 02H,31087
04/13/2020 01H,30568
04/13/2020 00H,29848
04/12/2020 23H,28659
04/12/2020 22H,27720
04/12/2020 21H,26325
04/12/2020 20H,26233
04/12/2020 19H,27190
04/12/2020 18H,28327
04/12/2020 17H,29103
04/12/2020 16H,29216
04/12/2020 15H,27725
04/12/2020 14H,26251
04/12/2020 13H,24322
04/12/2020 12H,22241
04/12/2020 11H,20819
04/12/2020 10H,20191
04/12/2020 09H,19870
04/12/2020 08H,20336
04/12/2020 07H,21811
04/12/2020 06H,23443
04/12/2020 05H,25029
04/12/2020 04H,26609
04/12/2020 03H,29270
04/12/2020 02H,30671
04/12/2020 01H,30359
04/12/2020 00H,29135
04/11/2020 23H,26411
04/11/2020 22H,24654
04/11/2020 21H,23503
04/11/2020 20H,23240
04/11/2020 19H,24279
04/11/2020 18H,25497
04/11/2020 17H,26770
04/11/2020 16H,28448
04/11/2020 15H,28794
04/11/2020 14H,28935
04/11/2020 13H,28295
04/11/2020 12H,26670
04/11/2020 11H,24107
04/11/2020 10H,21936
04/11/2020 09H,21120
04/11/2020 08H,21532
04/11/2020 07H,22272
04/11/2020 06H,24089
04/11/2020 05H,26419
04/11/2020 04H,28755
04/11/2020 03H,31040
04/11/2020 02H,34097
04/11/2020 01H,34540
04/11/2020 00H,32376
04/10/2020 23H,29819
04/10/2020 22H,28712
04/10/2020 21H,27639
04/10/2020 20H,27111
04/10/2020 19H,27691
04/10/2020 18H,28979
04/10/2020 17H,29889
04/10/2020 16H,31318
04/10/2020 15H,31635
04/10/2020 14H,31579
04/10/2020 13H,28887
04/10/2020 12H,27048
04/10/2020 11H,23575
04/10/2020 10H,19450
04/10/2020 09H,19155
04/10/2020 08H,20024
04/10/2020 07H,21247
04/10/2020 06H,23508
04/10/2020 05H,27555
04/10/2020 04H,29657
04/10/2020 03H,33286
04/10/2020 02H,35937
04/10/2020 01H,37853
04/10/2020 00H,36741
04/9/2020 23H,36601
04/9/2020 22H,35657
04/9/2020 21H,34351
04/9/2020 20H,32573
04/9/2020 19H,31807
04/9/2020 18H,32435
04/9/2020 17H,31594
04/9/2020 16H,32283
04/9/2020 15H,32610
04/9/2020 14H,31765
04/9/2020 13H,27850
04/9/2020 12H,23311
04/9/2020 11H,20772
04/9/2020 10H,19419
04/9/2020 09H,18564
04/9/2020 08H,18682
04/9/2020 07H,20380
04/9/2020 06H,22804
04/9/2020 05H,26689
04/9/2020 04H,29901
04/9/2020 03H,33018
04/9/2020 02H,35539
04/9/2020 01H,37164
04/9/2020 00H,37316
04/8/2020 23H,36704
04/8/2020 22H,36740
04/8/2020 21H,35878
04/8/2020 20H,34801
04/8/2020 19H,33109
04/8/2020 18H,33374
04/8/2020 17H,32004
04/8/2020 16H,32536
04/8/2020 15H,33412
04/8/2020 14H,31085
04/8/2020 13H,28803
04/8/2020 12H,24667
04/8/2020 11H,21513
04/8/2020 10H,19134
04/8/2020 09H,18561
04/8/2020 08H,19211
04/8/2020 07H,20593
04/8/2020 06H,22705
04/8/2020 05H,26022
04/8/2020 04H,29394
04/8/2020 03H,32979
04/8/2020 02H,36067
04/8/2020 01H,39858
04/8/2020 00H,38481
04/7/2020 23H,36717
04/7/2020 22H,35358
04/7/2020 21H,33947
04/7/2020 20H,31891
04/7/2020 19H,31317
04/7/2020 18H,30900
04/7/2020 17H,31779
04/7/2020 16H,31526
04/7/2020 15H,31204
04/7/2020 14H,29259
04/7/2020 13H,26358
04/7/2020 12H,23436
04/7/2020 11H,21375
04/7/2020 10H,18942
04/7/2020 09H,17910
04/7/2020 08H,18570
04/7/2020 07H,20242
04/7/2020 06H,22461
04/7/2020 05H,25952
04/7/2020 04H,29207
04/7/2020 03H,33096
04/7/2020 02H,35730
04/7/2020 01H,37314
04/7/2020 00H,38168
04/6/2020 23H,35058
04/6/2020 22H,33420
04/6/2020 21H,32555
04/6/2020 20H,32635
04/6/2020 19H,31935
04/6/2020 18H,30861
04/6/2020 17H,30631
04/6/2020 16H,30949
04/6/2020 15H,31843
04/6/2020 14H,31956
04/6/2020 13H,29665
04/6/2020 12H,27462
04/6/2020 11H,23578
04/6/2020 10H,20359
04/6/2020 09H,20018
04/6/2020 08H,20523
04/6/2020 07H,21747
04/6/2020 06H,23868
04/6/2020 05H,26813
04/6/2020 04H,30035
04/6/2020 03H,32927
04/6/2020 02H,35140
04/6/2020 01H,35770
04/6/2020 00H,34564
04/5/2020 23H,33194
04/5/2020 22H,31537
04/5/2020 21H,29852
04/5/2020 20H,29303
04/5/2020 19H,30493
04/5/2020 18H,29807
04/5/2020 17H,30660
04/5/2020 16H,29906
04/5/2020 15H,29414
04/5/2020 14H,27605
04/5/2020 13H,26199
04/5/2020 12H,23956
04/5/2020 11H,22483
04/5/2020 10H,21317
04/5/2020 09H,21028
04/5/2020 08H,21659
04/5/2020 07H,23363
04/5/2020 06H,25952
04/5/2020 05H,27228
04/5/2020 04H,30417
04/5/2020 03H,34517
04/5/2020 02H,36923
04/5/2020 01H,36545
04/5/2020 00H,35344
04/4/2020 23H,33625
04/4/2020 22H,31970
04/4/2020 21H,30351
04/4/2020 20H,29839
04/4/2020 19H,29263
04/4/2020 18H,29607
04/4/2020 17H,30606
04/4/2020 16H,31637
04/4/2020 15H,31947
04/4/2020 14H,32159
04/4/2020 13H,30206
04/4/2020 12H,27797
04/4/2020 11H,25373
04/4/2020 10H,23898
04/4/2020 09H,23007
04/4/2020 08H,23241
04/4/2020 07H,25014
04/4/2020 06H,26977
04/4/2020 05H,28455
04/4/2020 04H,31297
04/4/2020 03H,32179
04/4/2020 02H,33725
04/4/2020 01H,33757
04/4/2020 00H,32368
04/3/2020 23H,31451
04/3/2020 22H,30547
04/3/2020 21H,29361
04/3/2020 20H,29313
04/3/2020 19H,29746
04/3/2020 18H,30351
04/3/2020 17H,31359
04/3/2020 16H,32552
04/3/2020 15H,33249
04/3/2020 14H,35194
04/3/2020 13H,34518
04/3/2020 12H,31383
04/3/2020 11H,27890
04/3/2020 10H,24302
04/3/2020 09H,24058
04/3/2020 08H,24448
04/3/2020 07H,25999
04/3/2020 06H,27795
04/3/2020 05H,29498
04/3/2020 04H,31561
04/3/2020 03H,34293
04/3/2020 02H,36355
04/3/2020 01H,36745
04/3/2020 00H,34306
04/2/2020 23H,32839
04/2/2020 22H,31555
04/2/2020 21H,30526
04/2/2020 20H,30951
04/2/2020 19H,31729
04/2/2020 18H,32595
04/2/2020 17H,33739
04/2/2020 16H,35656
04/2/2020 15H,37758
04/2/2020 14H,39336
04/2/2020 13H,38748
04/2/2020 12H,36403
04/2/2020 11H,30913
04/2/2020 10H,26403
04/2/2020 09H,25739
04/2/2020 08H,26278
04/2/2020 07H,28416
04/2/2020 06H,30386
04/2/2020 05H,32460
04/2/2020 04H,35143
04/2/2020 03H,37861
04/2/2020 02H,39569
04/2/2020 01H,40021
04/2/2020 00H,37376
04/1/2020 23H,34608
04/1/2020 22H,33971
04/1/2020 21H,32859
04/1/2020 20H,33061
04/1/2020 19H,33828
04/1/2020 18H,34418
04/1/2020 17H,36259
04/1/2020 16H,38135
04/1/2020 15H,39825
04/1/2020 14H,39459
04/1/2020 13H,37914
04/1/2020 12H,35028
04/1/2020 11H,30301
04/1/2020 10H,26548
04/1/2020 09H,26473
04/1/2020 08H,26430
04/1/2020 07H,27045
04/1/2020 06H,28255
04/1/2020 05H,31316
04/1/2020 04H,33453
04/1/2020 03H,35321
04/1/2020 02H,37606
04/1/2020 01H,38217
04/1/2020 00H,37404
03/31/2020 23H,35134
03/31/2020 22H,33426
03/31/2020 21H,32120
03/31/2020 20H,32429
03/31/2020 19H,33689
03/31/2020 18H,34274
03/31/2020 17H,36216
03/31/2020 16H,38801
03/31/2020 15H,38864
03/31/2020 14H,38268
03/31/2020 13H,34932
03/31/2020 12H,31540
03/31/2020 11H,28185
03/31/2020 10H,25757
03/31/2020 09H,25137
03/31/2020 08H,25724
03/31/2020 07H,27166
03/31/2020 06H,29312
03/31/2020 05H,32262
03/31/2020 04H,34425
03/31/2020 03H,35988
03/31/2020 02H,36702
03/31/2020 01H,37549
03/31/2020 00H,37562
03/30/2020 23H,35950
03/30/2020 22H,34953
03/30/2020 21H,33766
03/30/2020 20H,32534
03/30/2020 19H,32241
03/30/2020 18H,32265
03/30/2020 17H,32689
03/30/2020 16H,34346
03/30/2020 15H,35960
03/30/2020 14H,35778
03/30/2020 13H,33108
03/30/2020 12H,30555
03/30/2020 11H,26644
03/30/2020 10H,24653
03/30/2020 09H,24030
03/30/2020 08H,24375
03/30/2020 07H,25283
03/30/2020 06H,26843
03/30/2020 05H,30436
03/30/2020 04H,30105
03/30/2020 03H,31901
03/30/2020 02H,35599
03/30/2020 01H,34986
03/30/2020 00H,34230
03/29/2020 23H,34167
03/29/2020 22H,33942
03/29/2020 21H,32229
03/29/2020 20H,31890
03/29/2020 19H,32409
03/29/2020 18H,32364
03/29/2020 17H,31396
03/29/2020 16H,31009
03/29/2020 15H,30522
03/29/2020 14H,28855
03/29/2020 13H,26853
03/29/2020 12H,26222
03/29/2020 11H,25175
03/29/2020 10H,24673
03/29/2020 09H,25614
03/29/2020 08H,25784
03/29/2020 07H,26286
03/29/2020 06H,29223
03/29/2020 05H,31888
03/29/2020 04H,34402
03/29/2020 03H,35179
03/29/2020 02H,36978
03/29/2020 01H,36534
03/29/2020 00H,36738
03/28/2020 23H,36320
03/28/2020 22H,35776
03/28/2020 21H,34259
03/28/2020 20H,32954
03/28/2020 19H,32306
03/28/2020 18H,32497
03/28/2020 17H,32999
03/28/2020 16H,33552
03/28/2020 15H,34254
03/28/2020 14H,31628
03/28/2020 13H,28595
03/28/2020 12H,26794
03/28/2020 11H,25495
03/28/2020 10H,24789
03/28/2020 09H,24434
03/28/2020 08H,24602
03/28/2020 07H,26345
03/28/2020 06H,28985
03/28/2020 05H,31714
03/28/2020 04H,34614
03/28/2020 03H,36640
03/28/2020 02H,38203
03/28/2020 01H,39122
03/28/2020 00H,37857
03/27/2020 23H,37294
03/27/2020 22H,35169
03/27/2020 21H,34064
03/27/2020 20H,33724
03/27/2020 19H,33924
03/27/2020 18H,33672
03/27/2020 17H,34149
03/27/2020 16H,36150
03/27/2020 15H,36171
03/27/2020 14H,34962
03/27/2020 13H,32146
03/27/2020 12H,29217
03/27/2020 11H,27228
03/27/2020 10H,24853
03/27/2020 09H,23833
03/27/2020 08H,24303
03/27/2020 07H,25483
03/27/2020 06H,27502
03/27/2020 05H,30152
03/27/2020 04H,33852
03/27/2020 03H,35975
03/27/2020 02H,37631
03/27/2020 01H,37988
03/27/2020 00H,36203
03/26/2020 23H,35481
03/26/2020 22H,33258
03/26/2020 21H,31384
03/26/2020 20H,31545
03/26/2020 19H,31756
03/26/2020 18H,32413
03/26/2020 17H,33605
03/26/2020 16H,35345
03/26/2020 15H,37252
03/26/2020 14H,37131
03/26/2020 13H,36172
03/26/2020 12H,33367
03/26/2020 11H,30233
03/26/2020 10H,25971
03/26/2020 09H,24283
03/26/2020 08H,24516
03/26/2020 07H,24827
03/26/2020 06H,27668
03/26/2020 05H,30665
03/26/2020 04H,33989
03/26/2020 03H,35797
03/26/2020 02H,36645
03/26/2020 01H,37200
03/26/2020 00H,35727
03/25/2020 23H,35519
03/25/2020 22H,33427
03/25/2020 21H,32390
03/25/2020 20H,32181
03/25/2020 19H,32605
03/25/2020 18H,33654
03/25/2020 17H,34560
03/25/2020 16H,36462
03/25/2020 15H,37518
03/25/2020 14H,37289
03/25/2020 13H,35856
03/25/2020 12H,32589
03/25/2020 11H,28407
03/25/2020 10H,25093
03/25/2020 09H,23567
03/25/2020 08H,23532
03/25/2020 07H,24530
03/25/2020 06H,26669
03/25/2020 05H,30256
03/25/2020 04H,34107
03/25/2020 03H,35867
03/25/2020 02H,37493
03/25/2020 01H,37649
03/25/2020 00H,37122
03/24/2020 23H,35611
03/24/2020 22H,34095
03/24/2020 21H,32521
03/24/2020 20H,32187
03/24/2020 19H,32382
03/24/2020 18H,33363
03/24/2020 17H,34159
03/24/2020 16H,34935
03/24/2020 15H,35890
03/24/2020 14H,35856
03/24/2020 13H,33943
03/24/2020 12H,31759
03/24/2020 11H,29562
03/24/2020 10H,25136
03/24/2020 09H,23224
03/24/2020 08H,23606
03/24/2020 07H,24796
03/24/2020 06H,26540
03/24/2020 05H,30226
03/24/2020 04H,32336
03/24/2020 03H,35438
03/24/2020 02H,36783
03/24/2020 01H,35514
03/24/2020 00H,34854
03/23/2020 23H,33834
03/23/2020 22H,32264
03/23/2020 21H,32532
03/23/2020 20H,31625
03/23/2020 19H,32539
03/23/2020 18H,33278
03/23/2020 17H,35153
03/23/2020 16H,36522
03/23/2020 15H,37642
03/23/2020 14H,36607
03/23/2020 13H,34364
03/23/2020 12H,30824
03/23/2020 11H,26246
03/23/2020 10H,23711
03/23/2020 09H,22029
03/23/2020 08H,22287
03/23/2020 07H,23415
03/23/2020 06H,25031
03/23/2020 05H,27292
03/23/2020 04H,29081
03/23/2020 03H,32426
03/23/2020 02H,34197
03/23/2020 01H,35504
03/23/2020 00H,34733
03/22/2020 23H,31430
03/22/2020 22H,28989
03/22/2020 21H,27671
03/22/2020 20H,28059
03/22/2020 19H,28803
03/22/2020 18H,29508
03/22/2020 17H,30208
03/22/2020 16H,31225
03/22/2020 15H,31781
03/22/2020 14H,31422
03/22/2020 13H,28643
03/22/2020 12H,25900
03/22/2020 11H,23835
03/22/2020 10H,22157
03/22/2020 09H,21847
03/22/2020 08H,21790
03/22/2020 07H,22154
03/22/2020 06H,24146
03/22/2020 05H,26044
03/22/2020 04H,27888
03/22/2020 03H,31579
03/22/2020 02H,33330
03/22/2020 01H,34319
03/22/2020 00H,34883
03/21/2020 23H,33149
03/21/2020 22H,31396
03/21/2020 21H,29753
03/21/2020 20H,29404
03/21/2020 19H,29972
03/21/2020 18H,30255
03/21/2020 17H,30981
03/21/2020 16H,32020
03/21/2020 15H,32751
03/21/2020 14H,30557
03/21/2020 13H,27389
03/21/2020 12H,24538
03/21/2020 11H,22990
03/21/2020 10H,20616
03/21/2020 09H,19748
03/21/2020 08H,19793
03/21/2020 07H,20262
03/21/2020 06H,22859
03/21/2020 05H,25790
03/21/2020 04H,29495
03/21/2020 03H,33707
03/21/2020 02H,35242
03/21/2020 01H,36074
03/21/2020 00H,35345
03/20/2020 23H,33827
03/20/2020 22H,32830
03/20/2020 21H,31999
03/20/2020 20H,32636
03/20/2020 19H,32883
03/20/2020 18H,32320
03/20/2020 17H,33151
03/20/2020 16H,34745
03/20/2020 15H,34896
03/20/2020 14H,33482
03/20/2020 13H,30743
03/20/2020 12H,27400
03/20/2020 11H,24525
03/20/2020 10H,22204
03/20/2020 09H,20681
03/20/2020 08H,20643
03/20/2020 07H,21255
03/20/2020 06H,23934
03/20/2020 05H,26729
03/20/2020 04H,30250
03/20/2020 03H,32376
03/20/2020 02H,34214
03/20/2020 01H,33753
03/20/2020 00H,33551
03/19/2020 23H,33035
03/19/2020 22H,31439
03/19/2020 21H,29724
03/19/2020 20H,29765
03/19/2020 19H,30252
03/19/2020 18H,31126
03/19/2020 17H,32670
03/19/2020 16H,34549
03/19/2020 15H,35351
03/19/2020 14H,33450
03/19/2020 13H,31434
03/19/2020 12H,28420
03/19/2020 11H,25025
03/19/2020 10H,22180
03/19/2020 09H,21362
03/19/2020 08H,21010
03/19/2020 07H,21448
03/19/2020 06H,23645
03/19/2020 05H,26261
03/19/2020 04H,29267
03/19/2020 03H,31924
03/19/2020 02H,33668
03/19/2020 01H,34549
03/19/2020 00H,33122
03/18/2020 23H,32019
03/18/2020 22H,30263
03/18/2020 21H,29386
03/18/2020 20H,28643
03/18/2020 19H,29912
03/18/2020 18H,30348
03/18/2020 17H,32685
03/18/2020 16H,34658
03/18/2020 15H,36691
03/18/2020 14H,35672
03/18/2020 13H,33952
03/18/2020 12H,31556
03/18/2020 11H,27848
03/18/2020 10H,24115
03/18/2020 09H,21451
03/18/2020 08H,21784
03/18/2020 07H,23590
03/18/2020 06H,25417
03/18/2020 05H,28346
03/18/2020 04H,31110
03/18/2020 03H,33280
03/18/2020 02H,34352
03/18/2020 01H,35074
03/18/2020 00H,33494
03/17/2020 23H,32369
03/17/2020 22H,30597
03/17/2020 21H,30470
03/17/2020 20H,31435
03/17/2020 19H,32866
03/17/2020 18H,33808
03/17/2020 17H,35174
03/17/2020 16H,36556
03/17/2020 15H,38009
03/17/2020 14H,37571
03/17/2020 13H,36533
03/17/2020 12H,33519
03/17/2020 11H,29148
03/17/2020 10H,24585
03/17/2020 09H,22742
03/17/2020 08H,22632
03/17/2020 07H,24142
03/17/2020 06H,25545
03/17/2020 05H,28316
03/17/2020 04H,31374
03/17/2020 03H,33647
03/17/2020 02H,35553
03/17/2020 01H,36082
03/17/2020 00H,36123
03/16/2020 23H,33716
03/16/2020 22H,32208
03/16/2020 21H,31207
03/16/2020 20H,30992
03/16/2020 19H,32498
03/16/2020 18H,34125
03/16/2020 17H,37060
03/16/2020 16H,38725
03/16/2020 15H,40784
03/16/2020 14H,41208
03/16/2020 13H,39476
03/16/2020 12H,37956
03/16/2020 11H,33031
03/16/2020 10H,27956
03/16/2020 09H,24367
03/16/2020 08H,24125
03/16/2020 07H,25276
03/16/2020 06H,27085
03/16/2020 05H,30079
03/16/2020 04H,32947
03/16/2020 03H,35897
03/16/2020 02H,36610
03/16/2020 01H,37882
03/16/2020 00H,37328
03/15/2020 23H,34724
03/15/2020 22H,30912
03/15/2020 21H,29161
03/15/2020 20H,28655
03/15/2020 19H,30139
03/15/2020 18H,31621
03/15/2020 17H,32979
03/15/2020 16H,33476
03/15/2020 15H,32202
03/15/2020 14H,31028
03/15/2020 13H,29104
03/15/2020 12H,26993
03/15/2020 11H,24997
03/15/2020 10H,23664
03/15/2020 09H,23202
03/15/2020 08H,23786
03/15/2020 07H,25219
03/15/2020 06H,26121
03/15/2020 05H,28757
03/15/2020 04H,32211
03/15/2020 03H,34051
03/15/2020 02H,35901
03/15/2020 01H,37096
03/15/2020 00H,34409
03/14/2020 23H,32550
03/14/2020 22H,31195
03/14/2020 21H,30264
03/14/2020 20H,30123
03/14/2020 19H,30427
03/14/2020 18H,31644
03/14/2020 17H,32533
03/14/2020 16H,33843
03/14/2020 15H,33406
03/14/2020 14H,31632
03/14/2020 13H,29394
03/14/2020 12H,28037
03/14/2020 11H,25567
03/14/2020 10H,23787
03/14/2020 09H,23594
03/14/2020 08H,24165
03/14/2020 07H,25282
03/14/2020 06H,26726
03/14/2020 05H,29961
03/14/2020 04H,32179
03/14/2020 03H,35461
03/14/2020 02H,38267
03/14/2020 01H,38683
03/14/2020 00H,37771
03/13/2020 23H,34401
03/13/2020 22H,33592
03/13/2020 21H,33125
03/13/2020 20H,32376
03/13/2020 19H,32629
03/13/2020 18H,34387
03/13/2020 17H,34755
03/13/2020 16H,35534
03/13/2020 15H,37007
03/13/2020 14H,35654
03/13/2020 13H,33431
03/13/2020 12H,31979
03/13/2020 11H,27168
03/13/2020 10H,23358
03/13/2020 09H,22251
03/13/2020 08H,22992
03/13/2020 07H,23740
03/13/2020 06H,25449
03/13/2020 05H,28437
03/13/2020 04H,32129
03/13/2020 03H,35268
03/13/2020 02H,36675
03/13/2020 01H,36735
03/13/2020 00H,35997
03/12/2020 23H,35390
03/12/2020 22H,33116
03/12/2020 21H,32416
03/12/2020 20H,32023
03/12/2020 19H,33382
03/12/2020 18H,33404
03/12/2020 17H,34836
03/12/2020 16H,37776
03/12/2020 15H,39766
03/12/2020 14H,38585
03/12/2020 13H,35887
03/12/2020 12H,33880
03/12/2020 11H,29687
03/12/2020 10H,25657
03/12/2020 09H,22541
03/12/2020 08H,23203
03/12/2020 07H,26075
03/12/2020 06H,28266
03/12/2020 05H,31428
03/12/2020 04H,34297
03/12/2020 03H,37218
03/12/2020 02H,37418
03/12/2020 01H,37885
03/12/2020 00H,37181
03/11/2020 23H,33963
03/11/2020 22H,32161
03/11/2020 21H,30163
03/11/2020 20H,30303
03/11/2020 19H,30599
03/11/2020 18H,30658
03/11/2020 17H,32357
03/11/2020 16H,35618
03/11/2020 15H,37996
03/11/2020 14H,37099
03/11/2020 13H,35509
03/11/2020 12H,34090
03/11/2020 11H,30123
03/11/2020 10H,25987
03/11/2020 09H,23824
03/11/2020 08H,24030
03/11/2020 07H,24525
03/11/2020 06H,26497
03/11/2020 05H,30640
03/11/2020 04H,33782
03/11/2020 03H,36836
03/11/2020 02H,39587
03/11/2020 01H,41216
03/11/2020 00H,39238
03/10/2020 23H,35925
03/10/2020 22H,33511
03/10/2020 21H,32818
03/10/2020 20H,32663
03/10/2020 19H,33669
03/10/2020 18H,34774
03/10/2020 17H,36524
03/10/2020 16H,39465
03/10/2020 15H,41022
03/10/2020 14H,40240
03/10/2020 13H,37940
03/10/2020 12H,35181
03/10/2020 11H,30593
03/10/2020 10H,26387
03/10/2020 09H,24801
03/10/2020 08H,25391
03/10/2020 07H,27204
03/10/2020 06H,29825
03/10/2020 05H,33197
03/10/2020 04H,36349
03/10/2020 03H,39122
03/10/2020 02H,39998
03/10/2020 01H,40583
03/10/2020 00H,39442
03/9/2020 23H,35575
03/9/2020 22H,33434
03/9/2020 21H,32426
03/9/2020 20H,30410
03/9/2020 19H,31966
03/9/2020 18H,33046
03/9/2020 17H,34694
03/9/2020 16H,37586
03/9/2020 15H,39716
03/9/2020 14H,40552
03/9/2020 13H,40469
03/9/2020 12H,38749
03/9/2020 11H,33567
03/9/2020 10H,29360
03/9/2020 09H,26267
03/9/2020 08H,26679
03/9/2020 07H,27269
03/9/2020 06H,28674
03/9/2020 05H,31509
03/9/2020 04H,32559
03/9/2020 03H,34837
03/9/2020 02H,35557
03/9/2020 01H,33078
03/9/2020 00H,28771
03/8/2020 23H,26708
03/8/2020 22H,25632
03/8/2020 21H,25295
03/8/2020 20H,25846
03/8/2020 19H,26738
03/8/2020 18H,27272
03/8/2020 17H,27999
03/8/2020 16H,29106
03/8/2020 15H,31242
03/8/2020 14H,32408
03/8/2020 13H,31707
03/8/2020 12H,29127
03/8/2020 11H,26697
03/8/2020 10H,25185
03/8/2020 09H,25606
03/8/2020 08H,28357
03/8/2020 07H,31563
03/8/2020 06H,34224
03/8/2020 05H,36191
03/8/2020 04H,38499
03/8/2020 03H,39429
03/8/2020 02H,39132
03/8/2020 01H,37927
03/8/2020 00H,35335
03/7/2020 23H,33665
03/7/2020 22H,30817
03/7/2020 21H,30113
03/7/2020 20H,30725
03/7/2020 19H,31338
03/7/2020 18H,33568
03/7/2020 17H,34638
03/7/2020 16H,36155
03/7/2020 15H,37833
03/7/2020 14H,38112
03/7/2020 13H,37375
03/7/2020 12H,32942
03/7/2020 11H,29174
03/7/2020 10H,28194
03/7/2020 09H,28652
03/7/2020 08H,29533
03/7/2020 07H,31470
03/7/2020 06H,34825
03/7/2020 05H,37095
03/7/2020 04H,40045
03/7/2020 03H,42037
03/7/2020 02H,41516
03/7/2020 01H,41143
03/7/2020 00H,38713
03/6/2020 23H,37322
03/6/2020 22H,34275
03/6/2020 21H,33811
03/6/2020 20H,33629
03/6/2020 19H,34083
03/6/2020 18H,35301
03/6/2020 17H,36869
03/6/2020 16H,39066
03/6/2020 15H,41342
03/6/2020 14H,40539
03/6/2020 13H,37901
03/6/2020 12H,35028
03/6/2020 11H,30081
03/6/2020 10H,25948
03/6/2020 09H,25909
03/6/2020 08H,27713
03/6/2020 07H,29546
03/6/2020 06H,32726
03/6/2020 05H,36348
03/6/2020 04H,39438
03/6/2020 03H,41668
03/6/2020 02H,41816
03/6/2020 01H,41264
03/6/2020 00H,38957
03/5/2020 23H,36431
03/5/2020 22H,34058
03/5/2020 21H,33261
03/5/2020 20H,33677
03/5/2020 19H,33980
03/5/2020 18H,34640
03/5/2020 17H,36518
03/5/2020 16H,38784
03/5/2020 15H,39915
03/5/2020 14H,39731
03/5/2020 13H,37482
03/5/2020 12H,34877
03/5/2020 11H,31017
03/5/2020 10H,26839
03/5/2020 09H,27190
03/5/2020 08H,28821
03/5/2020 07H,30756
03/5/2020 06H,32489
03/5/2020 05H,35686
03/5/2020 04H,38492
03/5/2020 03H,41096
03/5/2020 02H,41524
03/5/2020 01H,41364
03/5/2020 00H,39499
03/4/2020 23H,36836
03/4/2020 22H,33738
03/4/2020 21H,32660
03/4/2020 20H,32016
03/4/2020 19H,32205
03/4/2020 18H,32414
03/4/2020 17H,33693
03/4/2020 16H,36672
03/4/2020 15H,38535
03/4/2020 14H,36348
03/4/2020 13H,35189
03/4/2020 12H,32421
03/4/2020 11H,29903
03/4/2020 10H,25499
03/4/2020 09H,25886
03/4/2020 08H,26427
03/4/2020 07H,28351
03/4/2020 06H,30033
03/4/2020 05H,32652
03/4/2020 04H,35903
03/4/2020 03H,39172
03/4/2020 02H,40499
03/4/2020 01H,38823
03/4/2020 00H,36823
03/3/2020 23H,33594
03/3/2020 22H,32112
03/3/2020 21H,30903
03/3/2020 20H,30997
03/3/2020 19H,31821
03/3/2020 18H,33074
03/3/2020 17H,35281
03/3/2020 16H,36468
