Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
19:02:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
03/22/2020 05H,189
03/22/2020 04H,206
03/22/2020 03H,238
03/22/2020 02H,519
03/22/2020 01H,3809
03/22/2020 00H,8380
03/21/2020 23H,11693
03/21/2020 22H,15234
03/21/2020 21H,18208
03/21/2020 20H,19897
03/21/2020 19H,21191
03/21/2020 18H,21326
03/21/2020 17H,19694
03/21/2020 16H,15584
03/21/2020 15H,8969
03/21/2020 14H,3516
03/21/2020 13H,1364
03/21/2020 12H,171
03/21/2020 11H,31
03/21/2020 10H,30
03/21/2020 09H,33
03/21/2020 08H,35
03/21/2020 07H,33
03/21/2020 06H,38
03/21/2020 05H,49
03/21/2020 04H,50
03/21/2020 03H,57
03/21/2020 02H,1154
03/21/2020 01H,2843
03/21/2020 00H,7791
03/20/2020 23H,11490
03/20/2020 22H,16393
03/20/2020 21H,20805
03/20/2020 20H,22883
03/20/2020 19H,23232
03/20/2020 18H,22958
03/20/2020 17H,22159
03/20/2020 16H,18749
03/20/2020 15H,11921
03/20/2020 14H,5353
03/20/2020 13H,2204
03/20/2020 12H,517
03/20/2020 11H,53
03/20/2020 10H,60
03/20/2020 09H,54
03/20/2020 08H,46
03/20/2020 07H,42
03/20/2020 06H,46
03/20/2020 05H,67
03/20/2020 04H,92
03/20/2020 03H,150
03/20/2020 02H,394
03/20/2020 01H,3635
03/20/2020 00H,9009
03/19/2020 23H,13038
03/19/2020 22H,16572
03/19/2020 21H,19235
03/19/2020 20H,20609
03/19/2020 19H,21624
03/19/2020 18H,21492
03/19/2020 17H,19417
03/19/2020 16H,16726
03/19/2020 15H,10825
03/19/2020 14H,4525
03/19/2020 13H,1444
03/19/2020 12H,244
03/19/2020 11H,118
03/19/2020 10H,117
03/19/2020 09H,100
03/19/2020 08H,86
03/19/2020 07H,75
03/19/2020 06H,75
03/19/2020 05H,46
03/19/2020 04H,50
03/19/2020 03H,109
03/19/2020 02H,2361
03/19/2020 01H,3515
03/19/2020 00H,7619
03/18/2020 23H,10953
03/18/2020 22H,13519
03/18/2020 21H,16335
03/18/2020 20H,18421
03/18/2020 19H,19395
03/18/2020 18H,20140
03/18/2020 17H,19603
03/18/2020 16H,16201
03/18/2020 15H,10385
03/18/2020 14H,4425
03/18/2020 13H,2007
03/18/2020 12H,628
03/18/2020 11H,99
03/18/2020 10H,116
03/18/2020 09H,114
03/18/2020 08H,97
03/18/2020 07H,93
03/18/2020 06H,100
03/18/2020 05H,94
03/18/2020 04H,70
03/18/2020 03H,218
03/18/2020 02H,442
03/18/2020 01H,3845
03/18/2020 00H,9269
03/17/2020 23H,12294
03/17/2020 22H,14366
03/17/2020 21H,17290
03/17/2020 20H,18277
03/17/2020 19H,19088
03/17/2020 18H,18880
03/17/2020 17H,18183
03/17/2020 16H,14904
03/17/2020 15H,8787
03/17/2020 14H,2808
03/17/2020 13H,1036
03/17/2020 12H,213
03/17/2020 11H,70
03/17/2020 10H,66
03/17/2020 09H,75
03/17/2020 08H,69
03/17/2020 07H,70
03/17/2020 06H,69
03/17/2020 05H,66
03/17/2020 04H,68
03/17/2020 03H,160
03/17/2020 02H,415
03/17/2020 01H,2943
03/17/2020 00H,7132
03/16/2020 23H,10081
03/16/2020 22H,12206
03/16/2020 21H,15088
03/16/2020 20H,16845
03/16/2020 19H,17671
03/16/2020 18H,17843
03/16/2020 17H,16513
03/16/2020 16H,14257
03/16/2020 15H,8849
03/16/2020 14H,3835
03/16/2020 13H,1631
03/16/2020 12H,390
03/16/2020 11H,64
03/16/2020 10H,68
03/16/2020 09H,43
03/16/2020 08H,50
03/16/2020 07H,141
03/16/2020 06H,151
03/16/2020 05H,163
03/16/2020 04H,172
03/16/2020 03H,182
03/16/2020 02H,437
03/16/2020 01H,4614
03/16/2020 00H,10543
03/15/2020 23H,12285
03/15/2020 22H,15156
03/15/2020 21H,16919
03/15/2020 20H,18266
03/15/2020 19H,18692
03/15/2020 18H,17936
03/15/2020 17H,16420
03/15/2020 16H,13380
03/15/2020 15H,7199
03/15/2020 14H,3026
03/15/2020 13H,978
03/15/2020 12H,131
03/15/2020 11H,68
03/15/2020 10H,57
03/15/2020 09H,55
03/15/2020 08H,51
03/15/2020 07H,43
03/15/2020 06H,47
03/15/2020 05H,61
03/15/2020 04H,65
03/15/2020 03H,74
03/15/2020 02H,271
03/15/2020 01H,3053
03/15/2020 00H,8150
03/14/2020 23H,12948
03/14/2020 22H,16051
03/14/2020 21H,19213
03/14/2020 20H,20785
03/14/2020 19H,21569
03/14/2020 18H,21713
03/14/2020 17H,20409
03/14/2020 16H,17149
03/14/2020 15H,10973
03/14/2020 14H,5749
03/14/2020 13H,2576
03/14/2020 12H,612
03/14/2020 11H,66
03/14/2020 10H,66
03/14/2020 09H,71
03/14/2020 08H,65
03/14/2020 07H,107
03/14/2020 06H,115
03/14/2020 05H,250
03/14/2020 04H,236
03/14/2020 03H,212
03/14/2020 02H,320
03/14/2020 01H,3330
03/14/2020 00H,7696
03/13/2020 23H,11398
03/13/2020 22H,14357
03/13/2020 21H,16620
03/13/2020 20H,18099
03/13/2020 19H,17968
03/13/2020 18H,17175
03/13/2020 17H,15185
03/13/2020 16H,12427
03/13/2020 15H,7633
03/13/2020 14H,3220
03/13/2020 13H,1139
03/13/2020 12H,185
03/13/2020 11H,58
03/13/2020 10H,86
03/13/2020 09H,75
03/13/2020 08H,105
03/13/2020 07H,65
03/13/2020 06H,68
03/13/2020 05H,207
03/13/2020 04H,200
03/13/2020 03H,218
03/13/2020 02H,366
03/13/2020 01H,2065
03/13/2020 00H,5339
03/12/2020 23H,8687
03/12/2020 22H,12155
03/12/2020 21H,14222
03/12/2020 20H,16803
03/12/2020 19H,17519
03/12/2020 18H,18085
03/12/2020 17H,17314
03/12/2020 16H,15442
03/12/2020 15H,9060
03/12/2020 14H,3992
03/12/2020 13H,1538
03/12/2020 12H,211
03/12/2020 11H,33
03/12/2020 10H,91
03/12/2020 09H,34
03/12/2020 08H,30
03/12/2020 07H,33
03/12/2020 06H,37
03/12/2020 05H,53
03/12/2020 04H,80
03/12/2020 03H,69
03/12/2020 02H,279
03/12/2020 01H,3430
03/12/2020 00H,9081
03/11/2020 23H,12361
03/11/2020 22H,15467
03/11/2020 21H,17599
03/11/2020 20H,18732
03/11/2020 19H,19110
03/11/2020 18H,18500
03/11/2020 17H,17143
03/11/2020 16H,13512
03/11/2020 15H,8389
03/11/2020 14H,4499
03/11/2020 13H,2081
03/11/2020 12H,464
03/11/2020 11H,75
03/11/2020 10H,70
03/11/2020 09H,79
03/11/2020 08H,56
03/11/2020 07H,47
03/11/2020 06H,65
03/11/2020 05H,57
03/11/2020 04H,59
03/11/2020 03H,73
03/11/2020 02H,383
03/11/2020 01H,1431
03/11/2020 00H,4510
03/10/2020 23H,7519
03/10/2020 22H,9919
03/10/2020 21H,12004
03/10/2020 20H,14137
03/10/2020 19H,14551
03/10/2020 18H,14596
03/10/2020 17H,13193
03/10/2020 16H,10250
03/10/2020 15H,5419
03/10/2020 14H,2263
03/10/2020 13H,854
03/10/2020 12H,134
03/10/2020 11H,66
03/10/2020 10H,69
03/10/2020 09H,43
03/10/2020 08H,51
03/10/2020 07H,42
03/10/2020 06H,48
03/10/2020 05H,88
03/10/2020 04H,130
03/10/2020 03H,170
03/10/2020 02H,715
03/10/2020 01H,1585
03/10/2020 00H,5975
03/9/2020 23H,11466
03/9/2020 22H,15449
03/9/2020 21H,19752
03/9/2020 20H,22000
03/9/2020 19H,23522
03/9/2020 18H,23793
03/9/2020 17H,22958
03/9/2020 16H,17811
03/9/2020 15H,11112
03/9/2020 14H,5767
03/9/2020 13H,2620
03/9/2020 12H,571
03/9/2020 11H,60
03/9/2020 10H,58
03/9/2020 09H,63
03/9/2020 08H,63
03/9/2020 07H,37
03/9/2020 06H,108
03/9/2020 05H,153
03/9/2020 04H,158
03/9/2020 03H,175
03/9/2020 02H,1843
03/9/2020 01H,3295
03/9/2020 00H,9324
03/8/2020 23H,13389
03/8/2020 22H,17358
03/8/2020 21H,20954
03/8/2020 20H,22485
03/8/2020 19H,22966
03/8/2020 18H,23574
03/8/2020 17H,22502
03/8/2020 16H,18424
03/8/2020 15H,10740
03/8/2020 14H,4914
03/8/2020 13H,1724
03/8/2020 12H,140
03/8/2020 11H,51
03/8/2020 10H,64
03/8/2020 09H,81
03/8/2020 08H,70
03/8/2020 07H,135
03/8/2020 06H,177
03/8/2020 05H,200
03/8/2020 04H,198
03/8/2020 03H,215
03/8/2020 02H,1638
03/8/2020 01H,3050
03/8/2020 00H,9222
03/7/2020 23H,13932
03/7/2020 22H,18436
03/7/2020 21H,22658
03/7/2020 20H,24284
03/7/2020 19H,23333
03/7/2020 18H,21482
03/7/2020 17H,19685
03/7/2020 16H,17427
03/7/2020 15H,12150
03/7/2020 14H,6532
03/7/2020 13H,2115
03/7/2020 12H,144
03/7/2020 11H,60
03/7/2020 10H,61
03/7/2020 09H,51
03/7/2020 08H,51
03/7/2020 07H,46
03/7/2020 06H,39
03/7/2020 05H,88
03/7/2020 04H,147
03/7/2020 03H,166
03/7/2020 02H,1939
03/7/2020 01H,3546
03/7/2020 00H,11626
03/6/2020 23H,18258
03/6/2020 22H,22368
03/6/2020 21H,24052
03/6/2020 20H,24733
03/6/2020 19H,25279
03/6/2020 18H,25605
03/6/2020 17H,24020
03/6/2020 16H,19863
03/6/2020 15H,10805
03/6/2020 14H,3629
03/6/2020 13H,823
03/6/2020 12H,69
03/6/2020 11H,65
03/6/2020 10H,56
03/6/2020 09H,76
03/6/2020 08H,30
03/6/2020 07H,40
03/6/2020 06H,94
03/6/2020 05H,157
03/6/2020 04H,143
03/6/2020 03H,299
03/6/2020 02H,426
03/6/2020 01H,3329
03/6/2020 00H,10903
03/5/2020 23H,16102
03/5/2020 22H,18794
03/5/2020 21H,20413
03/5/2020 20H,21581
03/5/2020 19H,22007
03/5/2020 18H,22224
03/5/2020 17H,20742
03/5/2020 16H,16651
03/5/2020 15H,7398
03/5/2020 14H,1764
03/5/2020 13H,689
03/5/2020 12H,104
03/5/2020 11H,14
03/5/2020 10H,16
03/5/2020 09H,21
03/5/2020 08H,21
03/5/2020 07H,94
03/5/2020 06H,157
03/5/2020 05H,168
03/5/2020 04H,173
03/5/2020 03H,191
03/5/2020 02H,357
03/5/2020 01H,4270
03/5/2020 00H,12361
03/4/2020 23H,16183
03/4/2020 22H,18526
03/4/2020 21H,20018
03/4/2020 20H,21076
03/4/2020 19H,21416
03/4/2020 18H,21542
03/4/2020 17H,20194
03/4/2020 16H,16189
03/4/2020 15H,7984
03/4/2020 14H,2744
03/4/2020 13H,1464
03/4/2020 12H,281
03/4/2020 11H,31
03/4/2020 10H,29
03/4/2020 09H,23
03/4/2020 08H,10
03/4/2020 07H,180
03/4/2020 06H,264
03/4/2020 05H,279
03/4/2020 04H,287
03/4/2020 03H,306
03/4/2020 02H,475
03/4/2020 01H,4624
03/4/2020 00H,12464
03/3/2020 23H,16317
03/3/2020 22H,18166
03/3/2020 21H,18761
03/3/2020 20H,19666
03/3/2020 19H,19978
03/3/2020 18H,19870
03/3/2020 17H,19361
03/3/2020 16H,15743
03/3/2020 15H,7251
03/3/2020 14H,2524
03/3/2020 13H,899
03/3/2020 12H,137
03/3/2020 11H,61
03/3/2020 10H,59
03/3/2020 09H,58
03/3/2020 08H,51
03/3/2020 07H,82
03/3/2020 06H,91
03/3/2020 05H,58
03/3/2020 04H,42
03/3/2020 03H,42
03/3/2020 02H,1826
03/3/2020 01H,3690
03/3/2020 00H,10381
03/2/2020 23H,14727
03/2/2020 22H,16251
03/2/2020 21H,17215
03/2/2020 20H,18027
03/2/2020 19H,18761
03/2/2020 18H,18645
03/2/2020 17H,18641
03/2/2020 16H,14375
03/2/2020 15H,8305
03/2/2020 14H,3923
03/2/2020 13H,1171
03/2/2020 12H,73
03/2/2020 11H,9
03/2/2020 10H,0
03/2/2020 09H,6
03/2/2020 08H,20
03/2/2020 07H,16
03/2/2020 06H,22
03/2/2020 05H,59
03/2/2020 04H,158
03/2/2020 03H,246
03/2/2020 02H,375
03/2/2020 01H,2418
03/2/2020 00H,7027
03/1/2020 23H,11276
03/1/2020 22H,15530
03/1/2020 21H,18685
03/1/2020 20H,20947
03/1/2020 19H,22362
03/1/2020 18H,21939
03/1/2020 17H,20407
03/1/2020 16H,16703
03/1/2020 15H,9726
03/1/2020 14H,5181
03/1/2020 13H,1590
03/1/2020 12H,140
03/1/2020 11H,43
03/1/2020 10H,67
03/1/2020 09H,76
03/1/2020 08H,66
03/1/2020 07H,57
03/1/2020 06H,54
03/1/2020 05H,100
03/1/2020 04H,214
03/1/2020 03H,219
03/1/2020 02H,1858
03/1/2020 01H,3240
03/1/2020 00H,8742
02/29/2020 23H,13118
02/29/2020 22H,15850
02/29/2020 21H,18673
02/29/2020 20H,19853
02/29/2020 19H,20786
02/29/2020 18H,20932
02/29/2020 17H,19738
02/29/2020 16H,15748
02/29/2020 15H,10323
02/29/2020 14H,4953
02/29/2020 13H,1243
02/29/2020 12H,80
02/29/2020 11H,4
02/29/2020 10H,2
02/29/2020 09H,-2
02/29/2020 08H,9
02/29/2020 07H,7
02/29/2020 06H,81
02/29/2020 05H,23
02/29/2020 04H,29
02/29/2020 03H,23
02/29/2020 02H,847
02/29/2020 01H,1853
02/29/2020 00H,7713
02/28/2020 23H,12934
02/28/2020 22H,17210
02/28/2020 21H,21311
02/28/2020 20H,22757
02/28/2020 19H,22699
02/28/2020 18H,21359
02/28/2020 17H,20543
02/28/2020 16H,15839
02/28/2020 15H,9530
02/28/2020 14H,4805
02/28/2020 13H,1289
02/28/2020 12H,67
02/28/2020 11H,4
02/28/2020 10H,3
02/28/2020 09H,3
02/28/2020 08H,3
02/28/2020 07H,9
02/28/2020 06H,16
02/28/2020 05H,11
02/28/2020 04H,106
02/28/2020 03H,113
02/28/2020 02H,474
02/28/2020 01H,1833
02/28/2020 00H,7525
02/27/2020 23H,14061
02/27/2020 22H,20806
02/27/2020 21H,24085
02/27/2020 20H,25433
02/27/2020 19H,27021
02/27/2020 18H,26355
02/27/2020 17H,25879
02/27/2020 16H,21302
02/27/2020 15H,11289
02/27/2020 14H,4469
02/27/2020 13H,1039
02/27/2020 12H,52
02/27/2020 11H,9
02/27/2020 10H,4
02/27/2020 09H,13
02/27/2020 08H,11
02/27/2020 07H,15
02/27/2020 06H,11
02/27/2020 05H,244
02/27/2020 04H,281
02/27/2020 03H,282
02/27/2020 02H,377
02/27/2020 01H,4143
02/27/2020 00H,13711
02/26/2020 23H,17922
02/26/2020 22H,19360
02/26/2020 21H,19985
02/26/2020 20H,20362
02/26/2020 19H,20884
02/26/2020 18H,21018
02/26/2020 17H,20391
02/26/2020 16H,15827
02/26/2020 15H,6230
02/26/2020 14H,1285
02/26/2020 13H,381
02/26/2020 12H,63
02/26/2020 11H,47
02/26/2020 10H,55
02/26/2020 09H,58
02/26/2020 08H,74
02/26/2020 07H,102
02/26/2020 06H,191
02/26/2020 05H,282
02/26/2020 04H,292
02/26/2020 03H,283
02/26/2020 02H,2148
02/26/2020 01H,4054
02/26/2020 00H,12329
02/25/2020 23H,16098
02/25/2020 22H,17773
02/25/2020 21H,19008
02/25/2020 20H,20078
02/25/2020 19H,20766
02/25/2020 18H,20856
02/25/2020 17H,20010
02/25/2020 16H,15556
02/25/2020 15H,6027
02/25/2020 14H,1408
02/25/2020 13H,288
02/25/2020 12H,17
02/25/2020 11H,11
02/25/2020 10H,8
02/25/2020 09H,1
02/25/2020 08H,15
02/25/2020 07H,15
02/25/2020 06H,27
02/25/2020 05H,195
02/25/2020 04H,234
02/25/2020 03H,237
02/25/2020 02H,314
02/25/2020 01H,3606
02/25/2020 00H,12939
02/24/2020 23H,16743
02/24/2020 22H,19292
02/24/2020 21H,19904
02/24/2020 20H,20358
02/24/2020 19H,21143
02/24/2020 18H,21342
02/24/2020 17H,20413
02/24/2020 16H,15606
02/24/2020 15H,6042
02/24/2020 14H,1712
02/24/2020 13H,521
02/24/2020 12H,42
02/24/2020 11H,3
02/24/2020 10H,-1
02/24/2020 09H,-1
02/24/2020 08H,2
02/24/2020 07H,4
02/24/2020 06H,-2
02/24/2020 05H,9
02/24/2020 04H,122
02/24/2020 03H,210
02/24/2020 02H,1474
02/24/2020 01H,3126
02/24/2020 00H,9679
02/23/2020 23H,12872
02/23/2020 22H,15360
02/23/2020 21H,17880
02/23/2020 20H,20254
02/23/2020 19H,21460
02/23/2020 18H,21686
02/23/2020 17H,20725
02/23/2020 16H,16002
02/23/2020 15H,8308
02/23/2020 14H,4169
02/23/2020 13H,1147
02/23/2020 12H,56
02/23/2020 11H,17
02/23/2020 10H,19
02/23/2020 09H,29
02/23/2020 08H,29
02/23/2020 07H,15
02/23/2020 06H,25
02/23/2020 05H,49
02/23/2020 04H,88
02/23/2020 03H,154
02/23/2020 02H,628
02/23/2020 01H,1450
02/23/2020 00H,5466
02/22/2020 23H,10377
02/22/2020 22H,14531
02/22/2020 21H,16938
02/22/2020 20H,19243
02/22/2020 19H,20009
02/22/2020 18H,19043
02/22/2020 17H,16844
02/22/2020 16H,14580
02/22/2020 15H,8424
02/22/2020 14H,4510
02/22/2020 13H,1080
02/22/2020 12H,61
02/22/2020 11H,33
02/22/2020 10H,35
02/22/2020 09H,32
02/22/2020 08H,41
02/22/2020 07H,36
02/22/2020 06H,25
02/22/2020 05H,22
02/22/2020 04H,30
02/22/2020 03H,35
02/22/2020 02H,326
02/22/2020 01H,1338
02/22/2020 00H,6690
02/21/2020 23H,12723
02/21/2020 22H,17063
02/21/2020 21H,19068
02/21/2020 20H,19548
02/21/2020 19H,19193
02/21/2020 18H,18848
02/21/2020 17H,17263
02/21/2020 16H,11351
02/21/2020 15H,4942
02/21/2020 14H,1884
02/21/2020 13H,376
02/21/2020 12H,12
02/21/2020 11H,9
02/21/2020 10H,17
02/21/2020 09H,14
02/21/2020 08H,24
02/21/2020 07H,33
02/21/2020 06H,28
02/21/2020 05H,29
02/21/2020 04H,29
02/21/2020 03H,27
02/21/2020 02H,1001
02/21/2020 01H,2446
02/21/2020 00H,10215
02/20/2020 23H,14625
02/20/2020 22H,16889
02/20/2020 21H,17249
02/20/2020 20H,18110
02/20/2020 19H,18289
02/20/2020 18H,17912
02/20/2020 17H,16553
02/20/2020 16H,11264
02/20/2020 15H,3257
02/20/2020 14H,849
02/20/2020 13H,217
02/20/2020 12H,33
02/20/2020 11H,31
02/20/2020 10H,28
02/20/2020 09H,8
02/20/2020 08H,2
02/20/2020 07H,3
02/20/2020 06H,6
02/20/2020 05H,5
02/20/2020 04H,26
02/20/2020 03H,134
02/20/2020 02H,1280
02/20/2020 01H,2789
02/20/2020 00H,10435
02/19/2020 23H,14247
02/19/2020 22H,16131
02/19/2020 21H,17427
02/19/2020 20H,18020
02/19/2020 19H,18755
02/19/2020 18H,18572
02/19/2020 17H,17082
02/19/2020 16H,11571
02/19/2020 15H,3656
02/19/2020 14H,1027
02/19/2020 13H,223
02/19/2020 12H,23
02/19/2020 11H,6
02/19/2020 10H,5
02/19/2020 09H,1
02/19/2020 08H,4
02/19/2020 07H,6
02/19/2020 06H,1
02/19/2020 05H,8
02/19/2020 04H,42
02/19/2020 03H,66
02/19/2020 02H,1053
02/19/2020 01H,2321
02/19/2020 00H,9885
02/18/2020 23H,13394
02/18/2020 22H,16191
02/18/2020 21H,16858
02/18/2020 20H,18000
02/18/2020 19H,18189
02/18/2020 18H,18677
02/18/2020 17H,17094
02/18/2020 16H,11336
02/18/2020 15H,3744
02/18/2020 14H,1432
02/18/2020 13H,386
02/18/2020 12H,25
02/18/2020 11H,3
02/18/2020 10H,1
02/18/2020 09H,-4
02/18/2020 08H,-2
02/18/2020 07H,4
02/18/2020 06H,70
02/18/2020 05H,164
02/18/2020 04H,179
02/18/2020 03H,185
02/18/2020 02H,1056
02/18/2020 01H,2372
02/18/2020 00H,10177
02/17/2020 23H,15139
02/17/2020 22H,18086
02/17/2020 21H,19982
02/17/2020 20H,21069
02/17/2020 19H,22138
02/17/2020 18H,22016
02/17/2020 17H,19570
02/17/2020 16H,14044
02/17/2020 15H,5308
02/17/2020 14H,1911
02/17/2020 13H,468
02/17/2020 12H,13
02/17/2020 11H,13
02/17/2020 10H,20
02/17/2020 09H,24
02/17/2020 08H,38
02/17/2020 07H,27
02/17/2020 06H,159
02/17/2020 05H,221
02/17/2020 04H,252
02/17/2020 03H,265
02/17/2020 02H,1013
02/17/2020 01H,2141
02/17/2020 00H,10072
02/16/2020 23H,13563
02/16/2020 22H,14689
02/16/2020 21H,15675
02/16/2020 20H,16389
02/16/2020 19H,17507
02/16/2020 18H,18007
02/16/2020 17H,18057
02/16/2020 16H,14195
02/16/2020 15H,5491
02/16/2020 14H,1728
02/16/2020 13H,404
02/16/2020 12H,32
02/16/2020 11H,26
02/16/2020 10H,25
02/16/2020 09H,18
02/16/2020 08H,7
02/16/2020 07H,10
02/16/2020 06H,135
02/16/2020 05H,183
02/16/2020 04H,196
02/16/2020 03H,205
02/16/2020 02H,975
02/16/2020 01H,2101
02/16/2020 00H,9550
02/15/2020 23H,14438
02/15/2020 22H,18340
02/15/2020 21H,21481
02/15/2020 20H,22560
02/15/2020 19H,23881
02/15/2020 18H,23928
02/15/2020 17H,23034
02/15/2020 16H,17371
02/15/2020 15H,8724
02/15/2020 14H,4143
02/15/2020 13H,795
02/15/2020 12H,19
02/15/2020 11H,1
02/15/2020 10H,-1
02/15/2020 09H,1
02/15/2020 08H,14
02/15/2020 07H,19
02/15/2020 06H,13
02/15/2020 05H,25
02/15/2020 04H,116
02/15/2020 03H,209
02/15/2020 02H,852
02/15/2020 01H,2090
02/15/2020 00H,10272
02/14/2020 23H,15795
02/14/2020 22H,20369
02/14/2020 21H,22559
02/14/2020 20H,22882
02/14/2020 19H,23507
02/14/2020 18H,22782
02/14/2020 17H,20314
02/14/2020 16H,14466
02/14/2020 15H,4977
02/14/2020 14H,1436
02/14/2020 13H,204
02/14/2020 12H,9
02/14/2020 11H,4
02/14/2020 10H,4
02/14/2020 09H,-1
02/14/2020 08H,3
02/14/2020 07H,0
02/14/2020 06H,10
02/14/2020 05H,162
02/14/2020 04H,183
02/14/2020 03H,191
02/14/2020 02H,934
02/14/2020 01H,2242
02/14/2020 00H,10794
02/13/2020 23H,15914
02/13/2020 22H,18023
02/13/2020 21H,18824
02/13/2020 20H,18862
02/13/2020 19H,19545
02/13/2020 18H,20057
02/13/2020 17H,18631
02/13/2020 16H,13390
02/13/2020 15H,4496
02/13/2020 14H,1371
02/13/2020 13H,252
02/13/2020 12H,1
02/13/2020 11H,1
02/13/2020 10H,1
02/13/2020 09H,0
02/13/2020 08H,-1
02/13/2020 07H,0
02/13/2020 06H,28
02/13/2020 05H,182
02/13/2020 04H,207
02/13/2020 03H,213
02/13/2020 02H,846
02/13/2020 01H,2096
02/13/2020 00H,10393
02/12/2020 23H,15073
02/12/2020 22H,17434
02/12/2020 21H,18882
02/12/2020 20H,19561
02/12/2020 19H,20321
02/12/2020 18H,20469
02/12/2020 17H,18698
02/12/2020 16H,12640
02/12/2020 15H,4032
02/12/2020 14H,1406
02/12/2020 13H,266
02/12/2020 12H,3
02/12/2020 11H,2
02/12/2020 10H,-4
02/12/2020 09H,2
02/12/2020 08H,4
02/12/2020 07H,-1
02/12/2020 06H,5
02/12/2020 05H,16
02/12/2020 04H,24
02/12/2020 03H,32
02/12/2020 02H,687
02/12/2020 01H,1742
02/12/2020 00H,9440
02/11/2020 23H,13625
02/11/2020 22H,15927
02/11/2020 21H,17108
02/11/2020 20H,17129
02/11/2020 19H,17030
02/11/2020 18H,16920
02/11/2020 17H,15683
02/11/2020 16H,10253
02/11/2020 15H,3200
02/11/2020 14H,1169
02/11/2020 13H,245
02/11/2020 12H,94
02/11/2020 11H,98
02/11/2020 10H,95
02/11/2020 09H,89
02/11/2020 08H,88
02/11/2020 07H,44
02/11/2020 06H,27
02/11/2020 05H,12
02/11/2020 04H,14
02/11/2020 03H,15
02/11/2020 02H,535
02/11/2020 01H,1436
02/11/2020 00H,7852
02/10/2020 23H,12100
02/10/2020 22H,14828
02/10/2020 21H,16169
02/10/2020 20H,17491
02/10/2020 19H,17315
02/10/2020 18H,16373
02/10/2020 17H,13933
02/10/2020 16H,8837
02/10/2020 15H,4516
02/10/2020 14H,2538
02/10/2020 13H,470
02/10/2020 12H,23
02/10/2020 11H,3
02/10/2020 10H,3
02/10/2020 09H,2
02/10/2020 08H,13
02/10/2020 07H,14
02/10/2020 06H,11
02/10/2020 05H,10
02/10/2020 04H,15
02/10/2020 03H,24
02/10/2020 02H,347
02/10/2020 01H,977
02/10/2020 00H,6286
02/9/2020 23H,12014
02/9/2020 22H,16486
02/9/2020 21H,19302
02/9/2020 20H,21046
02/9/2020 19H,21589
02/9/2020 18H,21354
02/9/2020 17H,18884
02/9/2020 16H,13931
02/9/2020 15H,7229
02/9/2020 14H,3307
02/9/2020 13H,632
02/9/2020 12H,75
02/9/2020 11H,79
02/9/2020 10H,80
02/9/2020 09H,76
02/9/2020 08H,82
02/9/2020 07H,90
02/9/2020 06H,90
02/9/2020 05H,183
02/9/2020 04H,267
02/9/2020 03H,316
02/9/2020 02H,692
02/9/2020 01H,1725
02/9/2020 00H,10105
02/8/2020 23H,15098
02/8/2020 22H,16260
02/8/2020 21H,17125
02/8/2020 20H,18047
02/8/2020 19H,19411
02/8/2020 18H,21008
02/8/2020 17H,21545
02/8/2020 16H,16714
02/8/2020 15H,7818
02/8/2020 14H,3441
02/8/2020 13H,575
02/8/2020 12H,2
02/8/2020 11H,-1
02/8/2020 10H,-6
02/8/2020 09H,-3
02/8/2020 08H,0
02/8/2020 07H,-1
02/8/2020 06H,-1
02/8/2020 05H,85
02/8/2020 04H,235
02/8/2020 03H,245
02/8/2020 02H,261
02/8/2020 01H,1701
02/8/2020 00H,9772
02/7/2020 23H,15950
02/7/2020 22H,19483
02/7/2020 21H,20925
02/7/2020 20H,21426
02/7/2020 19H,21615
02/7/2020 18H,21354
02/7/2020 17H,20178
02/7/2020 16H,14428
02/7/2020 15H,5665
02/7/2020 14H,2157
02/7/2020 13H,192
02/7/2020 12H,0
02/7/2020 11H,11
02/7/2020 10H,17
02/7/2020 09H,2
02/7/2020 08H,10
02/7/2020 07H,9
02/7/2020 06H,13
02/7/2020 05H,66
02/7/2020 04H,210
02/7/2020 03H,213
02/7/2020 02H,765
02/7/2020 01H,1598
02/7/2020 00H,8976
02/6/2020 23H,13887
02/6/2020 22H,15614
02/6/2020 21H,16892
02/6/2020 20H,17630
02/6/2020 19H,18447
02/6/2020 18H,18079
02/6/2020 17H,17197
02/6/2020 16H,11211
02/6/2020 15H,2777
02/6/2020 14H,625
02/6/2020 13H,107
02/6/2020 12H,1
02/6/2020 11H,0
02/6/2020 10H,2
02/6/2020 09H,0
02/6/2020 08H,4
02/6/2020 07H,5
02/6/2020 06H,47
02/6/2020 05H,148
02/6/2020 04H,155
02/6/2020 03H,149
02/6/2020 02H,669
02/6/2020 01H,1313
02/6/2020 00H,7587
02/5/2020 23H,12559
02/5/2020 22H,14249
02/5/2020 21H,15051
02/5/2020 20H,15435
02/5/2020 19H,16414
02/5/2020 18H,15318
02/5/2020 17H,13770
02/5/2020 16H,8271
02/5/2020 15H,2687
02/5/2020 14H,1009
02/5/2020 13H,222
02/5/2020 12H,55
02/5/2020 11H,52
02/5/2020 10H,51
02/5/2020 09H,138
02/5/2020 08H,161
02/5/2020 07H,158
02/5/2020 06H,171
