Net generation from other for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.OTH.H
19:23:29 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.OTH.H megawatthours
05/18/2020 05H,0
05/18/2020 04H,0
05/18/2020 03H,0
05/18/2020 02H,0
05/18/2020 01H,0
05/18/2020 00H,0
05/17/2020 23H,0
05/17/2020 22H,6
05/17/2020 21H,25
05/17/2020 20H,22
05/17/2020 19H,20
05/17/2020 18H,22
05/17/2020 17H,23
05/17/2020 16H,19
05/17/2020 15H,20
05/17/2020 14H,14
05/17/2020 13H,11
05/17/2020 12H,9
05/17/2020 11H,5
05/17/2020 10H,6
05/17/2020 09H,5
05/17/2020 08H,6
05/17/2020 07H,6
05/17/2020 06H,5
05/17/2020 05H,9
05/17/2020 04H,5
05/17/2020 03H,6
05/17/2020 02H,5
05/17/2020 01H,6
05/17/2020 00H,6
05/16/2020 23H,5
05/16/2020 22H,6
05/16/2020 21H,5
05/16/2020 20H,3
05/16/2020 19H,6
05/16/2020 18H,3
05/16/2020 17H,0
05/16/2020 16H,0
05/16/2020 15H,0
05/16/2020 14H,0
05/16/2020 13H,0
05/16/2020 12H,8
05/16/2020 11H,14
05/16/2020 10H,11
05/16/2020 09H,14
05/16/2020 08H,14
05/16/2020 07H,17
05/16/2020 06H,14
05/16/2020 05H,14
05/16/2020 04H,17
05/16/2020 03H,14
05/16/2020 02H,14
05/16/2020 01H,17
05/16/2020 00H,14
05/15/2020 23H,14
05/15/2020 22H,16
05/15/2020 21H,12
05/15/2020 20H,14
05/15/2020 19H,11
05/15/2020 18H,14
05/15/2020 17H,17
05/15/2020 16H,16
05/15/2020 15H,17
05/15/2020 14H,20
05/15/2020 13H,19
05/15/2020 12H,17
05/15/2020 11H,11
05/15/2020 10H,0
05/15/2020 09H,0
05/15/2020 08H,0
05/15/2020 07H,0
05/15/2020 06H,0
05/15/2020 05H,0
05/15/2020 04H,0
05/15/2020 03H,0
05/15/2020 02H,0
05/15/2020 01H,0
05/15/2020 00H,0
05/14/2020 23H,0
05/14/2020 22H,0
05/14/2020 21H,0
05/14/2020 20H,0
05/14/2020 19H,0
05/14/2020 18H,0
05/14/2020 17H,0
05/14/2020 16H,0
05/14/2020 15H,0
05/14/2020 14H,0
05/14/2020 13H,0
05/14/2020 12H,0
05/14/2020 11H,0
05/14/2020 10H,0
05/14/2020 09H,0
05/14/2020 08H,0
05/14/2020 07H,0
05/14/2020 06H,0
05/14/2020 05H,0
05/14/2020 04H,0
05/14/2020 03H,0
05/14/2020 02H,0
05/14/2020 01H,0
05/14/2020 00H,0
05/13/2020 23H,0
05/13/2020 22H,0
05/13/2020 21H,0
05/13/2020 20H,0
05/13/2020 19H,0
05/13/2020 18H,0
05/13/2020 17H,0
05/13/2020 16H,0
05/13/2020 15H,0
05/13/2020 14H,0
05/13/2020 13H,0
05/13/2020 12H,0
05/13/2020 11H,0
05/13/2020 10H,0
05/13/2020 09H,0
05/13/2020 08H,0
05/13/2020 07H,0
05/13/2020 06H,0
05/13/2020 05H,0
05/13/2020 04H,0
05/13/2020 03H,0
05/13/2020 02H,0
05/13/2020 01H,0
05/13/2020 00H,0
05/12/2020 23H,0
05/12/2020 22H,0
05/12/2020 21H,0
05/12/2020 20H,23
05/12/2020 19H,17
05/12/2020 18H,17
05/12/2020 17H,17
05/12/2020 16H,17
05/12/2020 15H,14
05/12/2020 14H,16
05/12/2020 13H,14
05/12/2020 12H,17
05/12/2020 11H,14
05/12/2020 10H,14
05/12/2020 09H,14
05/12/2020 08H,14
05/12/2020 07H,14
05/12/2020 06H,17
05/12/2020 05H,14
05/12/2020 04H,14
05/12/2020 03H,14
05/12/2020 02H,14
05/12/2020 01H,14
05/12/2020 00H,14
05/11/2020 23H,11
05/11/2020 22H,14
05/11/2020 21H,14
05/11/2020 20H,14
05/11/2020 19H,14
05/11/2020 18H,14
05/11/2020 17H,14
05/11/2020 16H,14
05/11/2020 15H,14
05/11/2020 14H,17
05/11/2020 13H,14
05/11/2020 12H,14
05/11/2020 11H,0
05/11/2020 10H,11
05/11/2020 09H,14
05/11/2020 08H,14
05/11/2020 07H,17
05/11/2020 06H,14
05/11/2020 05H,14
05/11/2020 04H,14
05/11/2020 03H,17
05/11/2020 02H,14
05/11/2020 01H,17
05/11/2020 00H,14
05/10/2020 23H,14
05/10/2020 22H,11
05/10/2020 21H,14
05/10/2020 20H,14
05/10/2020 19H,14
05/10/2020 18H,11
05/10/2020 17H,14
05/10/2020 16H,11
05/10/2020 15H,11
05/10/2020 14H,14
05/10/2020 13H,12
05/10/2020 12H,11
05/10/2020 11H,11
05/10/2020 10H,14
05/10/2020 09H,14
05/10/2020 08H,11
05/10/2020 07H,14
05/10/2020 06H,11
05/10/2020 05H,12
05/10/2020 04H,14
05/10/2020 03H,11
05/10/2020 02H,11
05/10/2020 01H,14
05/10/2020 00H,11
05/9/2020 23H,11
05/9/2020 22H,12
05/9/2020 21H,8
05/9/2020 20H,11
05/9/2020 19H,9
05/9/2020 18H,11
05/9/2020 17H,11
05/9/2020 16H,8
05/9/2020 15H,12
05/9/2020 14H,11
05/9/2020 13H,8
05/9/2020 12H,11
05/9/2020 11H,9
05/9/2020 10H,11
05/9/2020 09H,11
05/9/2020 08H,11
05/9/2020 07H,12
05/9/2020 06H,11
05/9/2020 05H,11
05/9/2020 04H,8
05/9/2020 03H,12
05/9/2020 02H,14
05/9/2020 01H,14
05/9/2020 00H,11
05/8/2020 23H,11
05/8/2020 22H,14
05/8/2020 21H,11
05/8/2020 20H,14
05/8/2020 19H,11
05/8/2020 18H,9
05/8/2020 17H,0
05/8/2020 16H,0
05/8/2020 15H,0
05/8/2020 14H,3
05/8/2020 13H,8
05/8/2020 12H,8
05/8/2020 11H,9
05/8/2020 10H,8
05/8/2020 09H,11
05/8/2020 08H,9
05/8/2020 07H,11
05/8/2020 06H,6
05/8/2020 05H,8
05/8/2020 04H,8
05/8/2020 03H,6
05/8/2020 02H,6
05/8/2020 01H,5
05/8/2020 00H,9
05/7/2020 23H,5
05/7/2020 22H,6
05/7/2020 21H,11
05/7/2020 20H,14
05/7/2020 19H,14
05/7/2020 18H,14
05/7/2020 17H,20
05/7/2020 16H,16
05/7/2020 15H,20
05/7/2020 14H,20
05/7/2020 13H,16
05/7/2020 12H,17
05/7/2020 11H,17
05/7/2020 10H,14
05/7/2020 09H,17
05/7/2020 08H,17
05/7/2020 07H,16
05/7/2020 06H,17
05/7/2020 05H,17
05/7/2020 04H,14
05/7/2020 03H,17
05/7/2020 02H,17
05/7/2020 01H,14
05/7/2020 00H,16
05/6/2020 23H,17
05/6/2020 22H,17
05/6/2020 21H,17
05/6/2020 20H,17
05/6/2020 19H,16
05/6/2020 18H,17
05/6/2020 17H,17
05/6/2020 16H,17
05/6/2020 15H,19
05/6/2020 14H,17
05/6/2020 13H,20
05/6/2020 12H,17
05/6/2020 11H,16
05/6/2020 10H,17
05/6/2020 09H,17
05/6/2020 08H,20
05/6/2020 07H,16
05/6/2020 06H,17
05/6/2020 05H,14
05/6/2020 04H,17
05/6/2020 03H,17
05/6/2020 02H,17
05/6/2020 01H,19
05/6/2020 00H,17
05/5/2020 23H,17
05/5/2020 22H,17
05/5/2020 21H,16
05/5/2020 20H,17
05/5/2020 19H,17
05/5/2020 18H,17
05/5/2020 17H,17
05/5/2020 16H,16
05/5/2020 15H,14
05/5/2020 14H,17
05/5/2020 13H,14
05/5/2020 12H,14
05/5/2020 11H,17
05/5/2020 10H,17
05/5/2020 09H,14
05/5/2020 08H,17
05/5/2020 07H,14
05/5/2020 06H,16
05/5/2020 05H,14
05/5/2020 04H,14
05/5/2020 03H,17
05/5/2020 02H,17
05/5/2020 01H,14
05/5/2020 00H,14
05/4/2020 23H,14
05/4/2020 22H,14
05/4/2020 21H,14
05/4/2020 20H,17
05/4/2020 19H,14
05/4/2020 18H,14
05/4/2020 17H,14
05/4/2020 16H,14
05/4/2020 15H,17
05/4/2020 14H,14
05/4/2020 13H,14
05/4/2020 12H,14
05/4/2020 11H,14
05/4/2020 10H,14
05/4/2020 09H,16
05/4/2020 08H,14
05/4/2020 07H,14
05/4/2020 06H,17
05/4/2020 05H,14
05/4/2020 04H,17
05/4/2020 03H,14
05/4/2020 02H,14
05/4/2020 01H,14
05/4/2020 00H,17
05/3/2020 23H,14
05/3/2020 22H,17
05/3/2020 21H,14
05/3/2020 20H,14
05/3/2020 19H,14
05/3/2020 18H,14
05/3/2020 17H,14
05/3/2020 16H,14
05/3/2020 15H,16
05/3/2020 14H,17
05/3/2020 13H,20
05/3/2020 12H,17
05/3/2020 11H,14
05/3/2020 10H,16
05/3/2020 09H,17
05/3/2020 08H,17
05/3/2020 07H,17
05/3/2020 06H,17
05/3/2020 05H,19
05/3/2020 04H,17
05/3/2020 03H,14
05/3/2020 02H,17
05/3/2020 01H,19
05/3/2020 00H,17
05/2/2020 23H,17
05/2/2020 22H,17
05/2/2020 21H,19
05/2/2020 20H,17
05/2/2020 19H,17
05/2/2020 18H,17
05/2/2020 17H,19
05/2/2020 16H,17
05/2/2020 15H,17
05/2/2020 14H,17
05/2/2020 13H,16
05/2/2020 12H,17
05/2/2020 11H,17
05/2/2020 10H,17
05/2/2020 09H,17
05/2/2020 08H,19
05/2/2020 07H,17
05/2/2020 06H,20
05/2/2020 05H,16
05/2/2020 04H,17
05/2/2020 03H,20
05/2/2020 02H,17
05/2/2020 01H,19
05/2/2020 00H,20
05/1/2020 23H,17
05/1/2020 22H,19
05/1/2020 21H,17
05/1/2020 20H,17
05/1/2020 19H,19
05/1/2020 18H,17
05/1/2020 17H,17
05/1/2020 16H,17
05/1/2020 15H,17
05/1/2020 14H,16
05/1/2020 13H,17
05/1/2020 12H,20
05/1/2020 11H,17
05/1/2020 10H,16
05/1/2020 09H,20
05/1/2020 08H,20
05/1/2020 07H,22
05/1/2020 06H,17
05/1/2020 05H,17
05/1/2020 04H,16
05/1/2020 03H,17
05/1/2020 02H,20
05/1/2020 01H,17
05/1/2020 00H,16
04/30/2020 23H,14
04/30/2020 22H,3
04/30/2020 21H,0
04/30/2020 20H,0
04/30/2020 19H,0
04/30/2020 18H,0
04/30/2020 17H,0
04/30/2020 16H,0
04/30/2020 15H,0
04/30/2020 14H,0
04/30/2020 13H,3
04/30/2020 12H,8
04/30/2020 11H,12
04/30/2020 10H,8
04/30/2020 09H,11
04/30/2020 08H,11
04/30/2020 07H,14
04/30/2020 06H,12
04/30/2020 05H,11
04/30/2020 04H,11
04/30/2020 03H,11
04/30/2020 02H,11
04/30/2020 01H,9
04/30/2020 00H,11
04/29/2020 23H,14
04/29/2020 22H,11
04/29/2020 21H,11
04/29/2020 20H,9
04/29/2020 19H,11
04/29/2020 18H,11
04/29/2020 17H,9
04/29/2020 16H,11
04/29/2020 15H,11
04/29/2020 14H,11
04/29/2020 13H,11
04/29/2020 12H,12
04/29/2020 11H,14
04/29/2020 10H,11
04/29/2020 09H,5
04/29/2020 08H,9
04/29/2020 07H,8
04/29/2020 06H,9
04/29/2020 05H,5
04/29/2020 04H,3
04/29/2020 03H,3
04/29/2020 02H,3
04/29/2020 01H,14
04/29/2020 00H,19
04/28/2020 23H,20
04/28/2020 22H,17
04/28/2020 21H,19
04/28/2020 20H,17
04/28/2020 19H,20
04/28/2020 18H,20
04/28/2020 17H,17
04/28/2020 16H,16
04/28/2020 15H,19
04/28/2020 14H,17
04/28/2020 13H,17
04/28/2020 12H,20
04/28/2020 11H,19
04/28/2020 10H,20
04/28/2020 09H,19
04/28/2020 08H,20
04/28/2020 07H,20
04/28/2020 06H,19
04/28/2020 05H,17
04/28/2020 04H,20
04/28/2020 03H,19
04/28/2020 02H,17
04/28/2020 01H,17
04/28/2020 00H,14
04/27/2020 23H,17
04/27/2020 22H,16
04/27/2020 21H,20
04/27/2020 20H,14
04/27/2020 19H,14
04/27/2020 18H,17
04/27/2020 17H,17
04/27/2020 16H,16
04/27/2020 15H,17
04/27/2020 14H,17
04/27/2020 13H,17
04/27/2020 12H,17
04/27/2020 11H,19
04/27/2020 10H,20
04/27/2020 09H,17
04/27/2020 08H,19
04/27/2020 07H,20
04/27/2020 06H,17
04/27/2020 05H,19
04/27/2020 04H,20
04/27/2020 03H,19
04/27/2020 02H,20
04/27/2020 01H,20
04/27/2020 00H,19
04/26/2020 23H,20
04/26/2020 22H,19
04/26/2020 21H,20
04/26/2020 20H,17
04/26/2020 19H,19
04/26/2020 18H,17
04/26/2020 17H,20
04/26/2020 16H,17
04/26/2020 15H,19
04/26/2020 14H,17
04/26/2020 13H,20
04/26/2020 12H,16
04/26/2020 11H,17
04/26/2020 10H,17
04/26/2020 09H,20
04/26/2020 08H,19
04/26/2020 07H,20
04/26/2020 06H,19
04/26/2020 05H,17
04/26/2020 04H,20
04/26/2020 03H,19
04/26/2020 02H,20
04/26/2020 01H,20
04/26/2020 00H,19
04/25/2020 23H,20
04/25/2020 22H,19
04/25/2020 21H,17
04/25/2020 20H,17
04/25/2020 19H,17
04/25/2020 18H,17
04/25/2020 17H,19
04/25/2020 16H,20
04/25/2020 15H,19
04/25/2020 14H,17
04/25/2020 13H,20
04/25/2020 12H,19
04/25/2020 11H,17
04/25/2020 10H,14
04/25/2020 09H,9
04/25/2020 08H,11
04/25/2020 07H,11
04/25/2020 06H,11
04/25/2020 05H,11
04/25/2020 04H,20
04/25/2020 03H,20
04/25/2020 02H,19
04/25/2020 01H,20
04/25/2020 00H,17
04/24/2020 23H,19
04/24/2020 22H,20
04/24/2020 21H,19
04/24/2020 20H,17
04/24/2020 19H,20
04/24/2020 18H,17
04/24/2020 17H,19
04/24/2020 16H,17
04/24/2020 15H,20
04/24/2020 14H,19
04/24/2020 13H,17
04/24/2020 12H,20
04/24/2020 11H,22
04/24/2020 10H,20
04/24/2020 09H,22
04/24/2020 08H,17
04/24/2020 07H,19
04/24/2020 06H,20
04/24/2020 05H,20
04/24/2020 04H,16
04/24/2020 03H,20
04/24/2020 02H,17
04/24/2020 01H,19
04/24/2020 00H,17
04/23/2020 23H,20
04/23/2020 22H,17
04/23/2020 21H,16
04/23/2020 20H,20
04/23/2020 19H,20
04/23/2020 18H,16
04/23/2020 17H,14
04/23/2020 16H,17
04/23/2020 15H,17
04/23/2020 14H,20
04/23/2020 13H,8
04/23/2020 12H,6
04/23/2020 11H,8
04/23/2020 10H,0
04/23/2020 09H,0
04/23/2020 08H,0
04/23/2020 07H,0
04/23/2020 06H,0
04/23/2020 05H,0
04/23/2020 04H,3
04/23/2020 03H,3
04/23/2020 02H,0
04/23/2020 01H,0
04/23/2020 00H,5
04/22/2020 23H,3
04/22/2020 22H,6
04/22/2020 21H,14
04/22/2020 20H,22
04/22/2020 19H,17
04/22/2020 18H,22
04/22/2020 17H,20
04/22/2020 16H,19
04/22/2020 15H,20
04/22/2020 14H,20
04/22/2020 13H,19
04/22/2020 12H,20
04/22/2020 11H,19
04/22/2020 10H,23
04/22/2020 09H,19
04/22/2020 08H,23
04/22/2020 07H,19
04/22/2020 06H,20
04/22/2020 05H,20
04/22/2020 04H,22
04/22/2020 03H,20
04/22/2020 02H,22
04/22/2020 01H,20
04/22/2020 00H,22
04/21/2020 23H,22
04/21/2020 22H,20
04/21/2020 21H,22
04/21/2020 20H,23
04/21/2020 19H,19
04/21/2020 18H,20
04/21/2020 17H,17
04/21/2020 16H,17
04/21/2020 15H,19
04/21/2020 14H,17
04/21/2020 13H,20
04/21/2020 12H,16
04/21/2020 11H,23
04/21/2020 10H,19
04/21/2020 09H,20
04/21/2020 08H,20
04/21/2020 07H,19
04/21/2020 06H,20
04/21/2020 05H,17
04/21/2020 04H,19
04/21/2020 03H,20
04/21/2020 02H,19
04/21/2020 01H,20
04/21/2020 00H,17
04/20/2020 23H,19
04/20/2020 22H,20
04/20/2020 21H,20
04/20/2020 20H,19
04/20/2020 19H,14
04/20/2020 18H,17
04/20/2020 17H,17
04/20/2020 16H,17
04/20/2020 15H,16
04/20/2020 14H,20
04/20/2020 13H,14
04/20/2020 12H,20
04/20/2020 11H,16
04/20/2020 10H,17
04/20/2020 09H,20
04/20/2020 08H,17
04/20/2020 07H,16
04/20/2020 06H,6
04/20/2020 05H,0
04/20/2020 04H,0
04/20/2020 03H,0
04/20/2020 02H,0
04/20/2020 01H,0
04/20/2020 00H,0
04/19/2020 23H,0
04/19/2020 22H,0
04/19/2020 21H,0
04/19/2020 20H,0
04/19/2020 19H,0
04/19/2020 18H,0
04/19/2020 17H,0
04/19/2020 16H,0
04/19/2020 15H,0
04/19/2020 14H,0
04/19/2020 13H,0
04/19/2020 12H,0
04/19/2020 11H,0
04/19/2020 10H,0
04/19/2020 09H,0
04/19/2020 08H,8
04/19/2020 07H,8
04/19/2020 06H,9
04/19/2020 05H,9
04/19/2020 04H,8
04/19/2020 03H,8
04/19/2020 02H,9
04/19/2020 01H,11
04/19/2020 00H,8
04/18/2020 23H,9
04/18/2020 22H,11
04/18/2020 21H,11
04/18/2020 20H,11
04/18/2020 19H,12
04/18/2020 18H,2
04/18/2020 17H,0
04/18/2020 16H,3
04/18/2020 15H,9
04/18/2020 14H,5
04/18/2020 13H,0
04/18/2020 12H,0
04/18/2020 11H,0
04/18/2020 10H,0
04/18/2020 09H,0
04/18/2020 08H,0
04/18/2020 07H,0
04/18/2020 06H,6
04/18/2020 05H,17
04/18/2020 04H,19
04/18/2020 03H,20
04/18/2020 02H,17
04/18/2020 01H,22
04/18/2020 00H,17
04/17/2020 23H,19
04/17/2020 22H,20
04/17/2020 21H,20
04/17/2020 20H,19
04/17/2020 19H,20
04/17/2020 18H,19
04/17/2020 17H,23
04/17/2020 16H,22
04/17/2020 15H,23
04/17/2020 14H,22
04/17/2020 13H,17
04/17/2020 12H,19
04/17/2020 11H,20
04/17/2020 10H,17
04/17/2020 09H,19
04/17/2020 08H,20
04/17/2020 07H,20
04/17/2020 06H,19
04/17/2020 05H,20
04/17/2020 04H,19
04/17/2020 03H,17
04/17/2020 02H,17
04/17/2020 01H,20
04/17/2020 00H,16
04/16/2020 23H,17
04/16/2020 22H,20
04/16/2020 21H,17
04/16/2020 20H,16
04/16/2020 19H,17
04/16/2020 18H,20
04/16/2020 17H,17
04/16/2020 16H,16
04/16/2020 15H,17
04/16/2020 14H,20
04/16/2020 13H,17
04/16/2020 12H,19
04/16/2020 11H,20
04/16/2020 10H,19
04/16/2020 09H,20
04/16/2020 08H,22
04/16/2020 07H,20
04/16/2020 06H,20
04/16/2020 05H,19
04/16/2020 04H,23
04/16/2020 03H,22
04/16/2020 02H,17
04/16/2020 01H,19
04/16/2020 00H,23
04/15/2020 23H,19
04/15/2020 22H,20
04/15/2020 21H,17
04/15/2020 20H,3
04/15/2020 19H,0
04/15/2020 18H,2
04/15/2020 17H,3
04/15/2020 16H,0
04/15/2020 15H,0
04/15/2020 14H,0
04/15/2020 13H,0
04/15/2020 12H,6
04/15/2020 11H,19
04/15/2020 10H,23
04/15/2020 09H,19
04/15/2020 08H,23
04/15/2020 07H,19
04/15/2020 06H,20
04/15/2020 05H,20
04/15/2020 04H,16
04/15/2020 03H,20
04/15/2020 02H,19
04/15/2020 01H,17
04/15/2020 00H,20
04/14/2020 23H,17
04/14/2020 22H,16
04/14/2020 21H,20
04/14/2020 20H,20
04/14/2020 19H,16
04/14/2020 18H,20
04/14/2020 17H,20
04/14/2020 16H,22
04/14/2020 15H,20
04/14/2020 14H,19
04/14/2020 13H,17
04/14/2020 12H,20
04/14/2020 11H,22
04/14/2020 10H,20
04/14/2020 09H,22
04/14/2020 08H,20
04/14/2020 07H,19
04/14/2020 06H,20
04/14/2020 05H,19
04/14/2020 04H,17
04/14/2020 03H,23
04/14/2020 02H,19
04/14/2020 01H,20
04/14/2020 00H,19
04/13/2020 23H,20
04/13/2020 22H,20
04/13/2020 21H,19
04/13/2020 20H,20
04/13/2020 19H,17
04/13/2020 18H,19
04/13/2020 17H,17
04/13/2020 16H,17
04/13/2020 15H,19
04/13/2020 14H,14
04/13/2020 13H,17
04/13/2020 12H,9
04/13/2020 11H,11
04/13/2020 10H,11
04/13/2020 09H,14
04/13/2020 08H,17
04/13/2020 07H,17
04/13/2020 06H,8
04/13/2020 05H,0
04/13/2020 04H,0
04/13/2020 03H,0
04/13/2020 02H,0
04/13/2020 01H,0
04/13/2020 00H,0
04/12/2020 23H,0
04/12/2020 22H,0
04/12/2020 21H,0
04/12/2020 20H,0
04/12/2020 19H,0
04/12/2020 18H,0
04/12/2020 17H,0
04/12/2020 16H,0
04/12/2020 15H,0
04/12/2020 14H,0
04/12/2020 13H,0
04/12/2020 12H,11
04/12/2020 11H,23
04/12/2020 10H,19
04/12/2020 09H,23
04/12/2020 08H,19
04/12/2020 07H,20
04/12/2020 06H,22
04/12/2020 05H,20
04/12/2020 04H,22
04/12/2020 03H,20
04/12/2020 02H,19
04/12/2020 01H,20
04/12/2020 00H,22
04/11/2020 23H,20
04/11/2020 22H,17
04/11/2020 21H,19
04/11/2020 20H,17
04/11/2020 19H,23
04/11/2020 18H,19
04/11/2020 17H,20
04/11/2020 16H,19
04/11/2020 15H,20
04/11/2020 14H,20
04/11/2020 13H,19
04/11/2020 12H,23
04/11/2020 11H,19
04/11/2020 10H,20
04/11/2020 09H,22
04/11/2020 08H,23
04/11/2020 07H,19
04/11/2020 06H,23
04/11/2020 05H,22
04/11/2020 04H,20
04/11/2020 03H,22
04/11/2020 02H,20
04/11/2020 01H,22
04/11/2020 00H,22
04/10/2020 23H,23
04/10/2020 22H,19
04/10/2020 21H,23
04/10/2020 20H,25
04/10/2020 19H,22
04/10/2020 18H,20
04/10/2020 17H,20
04/10/2020 16H,19
04/10/2020 15H,20
04/10/2020 14H,22
04/10/2020 13H,20
04/10/2020 12H,22
04/10/2020 11H,17
04/10/2020 10H,20
04/10/2020 09H,16
04/10/2020 08H,20
04/10/2020 07H,17
04/10/2020 06H,19
04/10/2020 05H,20
04/10/2020 04H,17
04/10/2020 03H,19
04/10/2020 02H,20
04/10/2020 01H,20
04/10/2020 00H,16
04/9/2020 23H,20
04/9/2020 22H,17
04/9/2020 21H,11
04/9/2020 20H,6
04/9/2020 19H,8
04/9/2020 18H,3
04/9/2020 17H,5
04/9/2020 16H,6
04/9/2020 15H,14
04/9/2020 14H,11
04/9/2020 13H,9
04/9/2020 12H,8
04/9/2020 11H,11
04/9/2020 10H,6
04/9/2020 09H,17
04/9/2020 08H,16
04/9/2020 07H,3
04/9/2020 06H,0
04/9/2020 05H,0
04/9/2020 04H,0
04/9/2020 03H,0
04/9/2020 02H,0
04/9/2020 01H,0
04/9/2020 00H,0
04/8/2020 23H,0
04/8/2020 22H,0
04/8/2020 21H,0
04/8/2020 20H,0
04/8/2020 19H,3
04/8/2020 18H,3
04/8/2020 17H,0
04/8/2020 16H,3
04/8/2020 15H,2
04/8/2020 14H,3
04/8/2020 13H,3
04/8/2020 12H,0
04/8/2020 11H,3
04/8/2020 10H,3
04/8/2020 09H,0
04/8/2020 08H,2
04/8/2020 07H,0
04/8/2020 06H,0
04/8/2020 05H,6
04/8/2020 04H,6
04/8/2020 03H,5
04/8/2020 02H,6
04/8/2020 01H,5
04/8/2020 00H,6
04/7/2020 23H,3
04/7/2020 22H,5
04/7/2020 21H,3
04/7/2020 20H,3
04/7/2020 19H,6
04/7/2020 18H,0
04/7/2020 17H,2
04/7/2020 16H,6
04/7/2020 15H,3
04/7/2020 14H,5
04/7/2020 13H,6
04/7/2020 12H,3
04/7/2020 11H,8
04/7/2020 10H,6
04/7/2020 09H,5
04/7/2020 08H,3
04/7/2020 07H,6
04/7/2020 06H,5
04/7/2020 05H,6
04/7/2020 04H,3
04/7/2020 03H,5
04/7/2020 02H,9
04/7/2020 01H,5
04/7/2020 00H,6
04/6/2020 23H,6
04/6/2020 22H,5
04/6/2020 21H,6
04/6/2020 20H,5
04/6/2020 19H,6
04/6/2020 18H,6
04/6/2020 17H,8
04/6/2020 16H,6
04/6/2020 15H,5
04/6/2020 14H,6
04/6/2020 13H,3
04/6/2020 12H,2
04/6/2020 11H,6
04/6/2020 10H,0
04/6/2020 09H,3
04/6/2020 08H,0
04/6/2020 07H,0
04/6/2020 06H,0
04/6/2020 05H,0
04/6/2020 04H,0
04/6/2020 03H,0
04/6/2020 02H,0
04/6/2020 01H,0
04/6/2020 00H,0
04/5/2020 23H,5
04/5/2020 22H,12
04/5/2020 21H,16
04/5/2020 20H,17
04/5/2020 19H,17
04/5/2020 18H,17
04/5/2020 17H,17
04/5/2020 16H,16
04/5/2020 15H,20
04/5/2020 14H,20
04/5/2020 13H,19
04/5/2020 12H,20
04/5/2020 11H,17
04/5/2020 10H,16
04/5/2020 09H,17
04/5/2020 08H,20
04/5/2020 07H,19
04/5/2020 06H,20
04/5/2020 05H,20
04/5/2020 04H,16
04/5/2020 03H,23
04/5/2020 02H,14
04/5/2020 01H,19
04/5/2020 00H,20
04/4/2020 23H,17
04/4/2020 22H,17
04/4/2020 21H,16
04/4/2020 20H,17
04/4/2020 19H,17
04/4/2020 18H,17
04/4/2020 17H,17
04/4/2020 16H,14
04/4/2020 15H,11
04/4/2020 14H,19
04/4/2020 13H,23
04/4/2020 12H,22
04/4/2020 11H,20
04/4/2020 10H,22
04/4/2020 09H,23
04/4/2020 08H,14
04/4/2020 07H,16
04/4/2020 06H,17
04/4/2020 05H,17
04/4/2020 04H,20
04/4/2020 03H,16
04/4/2020 02H,14
04/4/2020 01H,14
04/4/2020 00H,17
04/3/2020 23H,14
04/3/2020 22H,17
04/3/2020 21H,17
04/3/2020 20H,17
04/3/2020 19H,14
04/3/2020 18H,14
04/3/2020 17H,16
04/3/2020 16H,17
04/3/2020 15H,14
04/3/2020 14H,17
04/3/2020 13H,14
04/3/2020 12H,17
04/3/2020 11H,14
04/3/2020 10H,17
04/3/2020 09H,14
04/3/2020 08H,16
04/3/2020 07H,14
04/3/2020 06H,17
04/3/2020 05H,14
04/3/2020 04H,17
04/3/2020 03H,17
04/3/2020 02H,14
04/3/2020 01H,17
04/3/2020 00H,14
04/2/2020 23H,16
04/2/2020 22H,14
04/2/2020 21H,14
04/2/2020 20H,12
04/2/2020 19H,14
04/2/2020 18H,14
04/2/2020 17H,14
04/2/2020 16H,14
04/2/2020 15H,8
04/2/2020 14H,14
04/2/2020 13H,20
04/2/2020 12H,16
04/2/2020 11H,20
04/2/2020 10H,17
04/2/2020 09H,17
04/2/2020 08H,19
04/2/2020 07H,17
04/2/2020 06H,17
04/2/2020 05H,17
04/2/2020 04H,19
04/2/2020 03H,14
04/2/2020 02H,17
04/2/2020 01H,20
04/2/2020 00H,16
04/1/2020 23H,14
04/1/2020 22H,17
04/1/2020 21H,17
04/1/2020 20H,14
04/1/2020 19H,14
04/1/2020 18H,17
04/1/2020 17H,14
04/1/2020 16H,17
04/1/2020 15H,19
04/1/2020 14H,14
04/1/2020 13H,17
04/1/2020 12H,11
04/1/2020 11H,3
04/1/2020 10H,0
04/1/2020 09H,17
04/1/2020 08H,19
04/1/2020 07H,17
04/1/2020 06H,17
04/1/2020 05H,17
04/1/2020 04H,17
04/1/2020 03H,16
04/1/2020 02H,17
04/1/2020 01H,17
04/1/2020 00H,20
03/31/2020 23H,16
03/31/2020 22H,20
03/31/2020 21H,20
03/31/2020 20H,16
03/31/2020 19H,17
03/31/2020 18H,17
03/31/2020 17H,17
03/31/2020 16H,14
03/31/2020 15H,14
03/31/2020 14H,11
03/31/2020 13H,6
03/31/2020 12H,0
03/31/2020 11H,8
03/31/2020 10H,14
03/31/2020 09H,20
03/31/2020 08H,19
03/31/2020 07H,20
03/31/2020 06H,19
03/31/2020 05H,23
03/31/2020 04H,19
