Net generation from other for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.OTH.H
19:16:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.OTH.H megawatthours
10/3/2021 15H,559
10/3/2021 14H,573
10/3/2021 13H,574
10/3/2021 12H,586
10/3/2021 11H,588
10/3/2021 10H,577
10/3/2021 09H,565
10/3/2021 08H,566
10/3/2021 07H,576
10/3/2021 06H,608
10/3/2021 05H,641
10/3/2021 04H,644
10/3/2021 03H,654
10/3/2021 02H,647
10/3/2021 01H,653
10/3/2021 00H,653
10/2/2021 23H,660
10/2/2021 22H,655
10/2/2021 21H,629
10/2/2021 20H,616
10/2/2021 19H,614
10/2/2021 18H,607
10/2/2021 17H,612
10/2/2021 16H,618
10/2/2021 15H,604
10/2/2021 14H,615
10/2/2021 13H,613
10/2/2021 12H,633
10/2/2021 11H,658
10/2/2021 10H,664
10/2/2021 09H,657
10/2/2021 08H,668
10/2/2021 07H,659
10/2/2021 06H,646
10/2/2021 05H,673
10/2/2021 04H,650
10/2/2021 03H,653
10/2/2021 02H,639
10/2/2021 01H,631
10/2/2021 00H,641
10/1/2021 23H,652
10/1/2021 22H,646
10/1/2021 21H,640
10/1/2021 20H,635
10/1/2021 19H,642
10/1/2021 18H,629
10/1/2021 17H,624
10/1/2021 16H,627
10/1/2021 15H,634
10/1/2021 14H,635
10/1/2021 13H,636
10/1/2021 12H,652
10/1/2021 11H,656
10/1/2021 10H,651
10/1/2021 09H,648
10/1/2021 08H,639
10/1/2021 07H,631
10/1/2021 06H,636
10/1/2021 05H,641
10/1/2021 04H,654
10/1/2021 03H,654
10/1/2021 02H,654
10/1/2021 01H,659
10/1/2021 00H,664
09/30/2021 23H,672
09/30/2021 22H,672
09/30/2021 21H,655
09/30/2021 20H,663
09/30/2021 19H,659
09/30/2021 18H,654
09/30/2021 17H,653
09/30/2021 16H,656
09/30/2021 15H,664
09/30/2021 14H,649
09/30/2021 13H,651
09/30/2021 12H,659
09/30/2021 11H,669
09/30/2021 10H,660
09/30/2021 09H,661
09/30/2021 08H,639
09/30/2021 07H,642
09/30/2021 06H,636
09/30/2021 05H,639
09/30/2021 04H,639
09/30/2021 03H,638
09/30/2021 02H,642
09/30/2021 01H,651
09/30/2021 00H,650
09/29/2021 23H,659
09/29/2021 22H,657
09/29/2021 21H,649
09/29/2021 20H,651
09/29/2021 19H,646
09/29/2021 18H,660
09/29/2021 17H,667
09/29/2021 16H,670
09/29/2021 15H,671
09/29/2021 14H,660
09/29/2021 13H,660
09/29/2021 12H,666
09/29/2021 11H,672
09/29/2021 10H,684
09/29/2021 09H,663
09/29/2021 08H,662
09/29/2021 07H,667
09/29/2021 06H,666
09/29/2021 05H,654
09/29/2021 04H,671
09/29/2021 03H,666
09/29/2021 02H,656
09/29/2021 01H,655
09/29/2021 00H,652
09/28/2021 23H,655
09/28/2021 22H,662
09/28/2021 21H,633
09/28/2021 20H,628
09/28/2021 19H,635
09/28/2021 18H,638
09/28/2021 17H,646
09/28/2021 16H,642
09/28/2021 15H,647
09/28/2021 14H,655
09/28/2021 13H,656
09/28/2021 12H,657
09/28/2021 11H,655
09/28/2021 10H,660
09/28/2021 09H,657
09/28/2021 08H,642
09/28/2021 07H,639
09/28/2021 06H,651
09/28/2021 05H,650
09/28/2021 04H,639
09/28/2021 03H,640
09/28/2021 02H,629
09/28/2021 01H,619
09/28/2021 00H,635
09/27/2021 23H,629
09/27/2021 22H,618
09/27/2021 21H,617
09/27/2021 20H,621
09/27/2021 19H,620
09/27/2021 18H,620
09/27/2021 17H,624
09/27/2021 16H,606
09/27/2021 15H,623
09/27/2021 14H,624
09/27/2021 13H,631
09/27/2021 12H,644
09/27/2021 11H,637
09/27/2021 10H,637
09/27/2021 09H,623
09/27/2021 08H,620
09/27/2021 07H,625
09/27/2021 06H,635
09/27/2021 05H,645
09/27/2021 04H,672
09/27/2021 03H,669
09/27/2021 02H,673
09/27/2021 01H,666
09/27/2021 00H,678
09/26/2021 23H,687
09/26/2021 22H,681
09/26/2021 21H,676
09/26/2021 20H,678
09/26/2021 19H,676
09/26/2021 18H,676
09/26/2021 17H,643
09/26/2021 16H,639
09/26/2021 15H,638
09/26/2021 14H,631
09/26/2021 13H,635
09/26/2021 12H,634
09/26/2021 11H,636
09/26/2021 10H,633
09/26/2021 09H,620
09/26/2021 08H,628
09/26/2021 07H,620
09/26/2021 06H,608
09/26/2021 05H,602
09/26/2021 04H,608
09/26/2021 03H,610
09/26/2021 02H,611
09/26/2021 01H,616
09/26/2021 00H,620
09/25/2021 23H,619
09/25/2021 22H,626
09/25/2021 21H,623
09/25/2021 20H,619
09/25/2021 19H,625
09/25/2021 18H,631
09/25/2021 17H,626
09/25/2021 16H,630
09/25/2021 15H,635
09/25/2021 14H,633
09/25/2021 13H,644
09/25/2021 12H,646
09/25/2021 11H,641
09/25/2021 10H,635
09/25/2021 09H,632
09/25/2021 08H,631
09/25/2021 07H,626
09/25/2021 06H,618
09/25/2021 05H,622
09/25/2021 04H,618
09/25/2021 03H,618
09/25/2021 02H,0
09/25/2021 01H,615
09/25/2021 00H,632
09/24/2021 23H,618
09/24/2021 22H,614
09/24/2021 21H,627
09/24/2021 20H,626
09/24/2021 19H,623
09/24/2021 18H,620
09/24/2021 17H,607
09/24/2021 16H,619
09/24/2021 15H,617
09/24/2021 14H,623
09/24/2021 13H,622
09/24/2021 12H,622
09/24/2021 11H,621
09/24/2021 10H,612
09/24/2021 09H,599
09/24/2021 08H,585
09/24/2021 07H,589
09/24/2021 06H,589
09/24/2021 05H,610
09/24/2021 04H,612
09/24/2021 03H,587
09/24/2021 02H,606
09/24/2021 01H,605
09/24/2021 00H,612
09/23/2021 23H,610
09/23/2021 22H,604
09/23/2021 21H,611
09/23/2021 20H,613
09/23/2021 19H,613
09/23/2021 18H,611
09/23/2021 17H,618
09/23/2021 16H,629
09/23/2021 15H,631
09/23/2021 14H,627
09/23/2021 13H,622
09/23/2021 12H,628
09/23/2021 11H,625
09/23/2021 10H,621
09/23/2021 09H,615
09/23/2021 08H,599
09/23/2021 07H,596
09/23/2021 06H,589
09/23/2021 05H,585
09/23/2021 04H,599
09/23/2021 03H,617
09/23/2021 02H,619
09/23/2021 01H,624
09/23/2021 00H,618
09/22/2021 23H,628
09/22/2021 22H,620
09/22/2021 21H,626
09/22/2021 20H,618
09/22/2021 19H,618
09/22/2021 18H,613
09/22/2021 17H,623
09/22/2021 16H,614
09/22/2021 15H,611
09/22/2021 14H,616
09/22/2021 13H,617
09/22/2021 12H,624
09/22/2021 11H,636
09/22/2021 10H,638
09/22/2021 09H,638
09/22/2021 08H,642
09/22/2021 07H,646
09/22/2021 06H,642
09/22/2021 05H,642
09/22/2021 04H,643
09/22/2021 03H,633
09/22/2021 02H,648
09/22/2021 01H,653
09/22/2021 00H,660
09/21/2021 23H,658
09/21/2021 22H,651
09/21/2021 21H,652
09/21/2021 20H,644
09/21/2021 19H,635
09/21/2021 18H,642
09/21/2021 17H,644
09/21/2021 16H,644
09/21/2021 15H,648
09/21/2021 14H,650
09/21/2021 13H,658
09/21/2021 12H,658
09/21/2021 11H,660
09/21/2021 10H,660
09/21/2021 09H,644
09/21/2021 08H,640
09/21/2021 07H,642
09/21/2021 06H,631
09/21/2021 05H,621
09/21/2021 04H,631
09/21/2021 03H,618
09/21/2021 02H,603
09/21/2021 01H,599
09/21/2021 00H,610
09/20/2021 23H,605
09/20/2021 22H,609
09/20/2021 21H,599
09/20/2021 20H,607
09/20/2021 19H,605
09/20/2021 18H,600
09/20/2021 17H,608
09/20/2021 16H,612
09/20/2021 15H,610
09/20/2021 14H,618
09/20/2021 13H,628
09/20/2021 12H,623
09/20/2021 11H,625
09/20/2021 10H,630
09/20/2021 09H,627
09/20/2021 08H,622
09/20/2021 07H,618
09/20/2021 06H,628
09/20/2021 05H,632
09/20/2021 04H,624
09/20/2021 03H,628
09/20/2021 02H,643
09/20/2021 01H,643
09/20/2021 00H,648
09/19/2021 23H,642
09/19/2021 22H,663
09/19/2021 21H,657
09/19/2021 20H,656
09/19/2021 19H,644
09/19/2021 18H,642
09/19/2021 17H,663
09/19/2021 16H,648
09/19/2021 15H,646
09/19/2021 14H,642
09/19/2021 13H,647
09/19/2021 12H,644
09/19/2021 11H,652
09/19/2021 10H,652
09/19/2021 09H,651
09/19/2021 08H,649
09/19/2021 07H,650
09/19/2021 06H,647
09/19/2021 05H,650
09/19/2021 04H,646
09/19/2021 03H,640
09/19/2021 02H,644
09/19/2021 01H,667
09/19/2021 00H,666
09/18/2021 23H,672
09/18/2021 22H,676
09/18/2021 21H,663
09/18/2021 20H,651
09/18/2021 19H,653
09/18/2021 18H,641
09/18/2021 17H,639
09/18/2021 16H,641
09/18/2021 15H,644
09/18/2021 14H,636
09/18/2021 13H,644
09/18/2021 12H,632
09/18/2021 11H,635
09/18/2021 10H,627
09/18/2021 09H,621
09/18/2021 08H,621
09/18/2021 07H,633
09/18/2021 06H,620
09/18/2021 05H,629
09/18/2021 04H,648
09/18/2021 03H,649
09/18/2021 02H,647
09/18/2021 01H,649
09/18/2021 00H,651
09/17/2021 23H,651
09/17/2021 22H,644
09/17/2021 21H,663
09/17/2021 20H,666
09/17/2021 19H,664
09/17/2021 18H,657
09/17/2021 17H,660
09/17/2021 16H,651
09/17/2021 15H,647
09/17/2021 14H,640
09/17/2021 13H,641
09/17/2021 12H,645
09/17/2021 11H,642
09/17/2021 10H,619
09/17/2021 09H,608
09/17/2021 08H,594
09/17/2021 07H,589
09/17/2021 06H,594
09/17/2021 05H,582
09/17/2021 04H,582
09/17/2021 03H,577
09/17/2021 02H,571
09/17/2021 01H,570
09/17/2021 00H,582
09/16/2021 23H,574
09/16/2021 22H,561
09/16/2021 21H,556
09/16/2021 20H,550
09/16/2021 19H,550
09/16/2021 18H,541
09/16/2021 17H,548
09/16/2021 16H,522
09/16/2021 15H,520
09/16/2021 14H,533
09/16/2021 13H,529
09/16/2021 12H,573
09/16/2021 11H,588
09/16/2021 10H,591
09/16/2021 09H,584
09/16/2021 08H,582
09/16/2021 07H,586
09/16/2021 06H,583
09/16/2021 05H,580
09/16/2021 04H,572
09/16/2021 03H,574
09/16/2021 02H,564
09/16/2021 01H,551
09/16/2021 00H,542
09/15/2021 23H,563
09/15/2021 22H,574
09/15/2021 21H,607
09/15/2021 20H,604
09/15/2021 19H,596
09/15/2021 18H,607
09/15/2021 17H,596
09/15/2021 16H,609
09/15/2021 15H,596
09/15/2021 14H,593
09/15/2021 13H,605
09/15/2021 12H,622
09/15/2021 11H,632
09/15/2021 10H,632
09/15/2021 09H,638
09/15/2021 08H,615
09/15/2021 07H,622
09/15/2021 06H,632
09/15/2021 05H,635
09/15/2021 04H,618
09/15/2021 03H,617
09/15/2021 02H,633
09/15/2021 01H,646
09/15/2021 00H,631
09/14/2021 23H,643
09/14/2021 22H,648
09/14/2021 21H,633
09/14/2021 20H,631
09/14/2021 19H,609
09/14/2021 18H,0
09/14/2021 17H,618
09/14/2021 16H,626
09/14/2021 15H,624
09/14/2021 14H,625
09/14/2021 13H,623
09/14/2021 12H,628
09/14/2021 11H,639
09/14/2021 10H,633
09/14/2021 09H,616
09/14/2021 08H,638
09/14/2021 07H,648
09/14/2021 06H,629
09/14/2021 05H,627
09/14/2021 04H,625
09/14/2021 03H,618
09/14/2021 02H,630
09/14/2021 01H,624
09/14/2021 00H,649
09/13/2021 23H,651
09/13/2021 22H,657
09/13/2021 21H,658
09/13/2021 20H,645
09/13/2021 19H,633
09/13/2021 18H,637
09/13/2021 17H,644
09/13/2021 16H,632
09/13/2021 15H,622
09/13/2021 14H,628
09/13/2021 13H,619
09/13/2021 12H,637
09/13/2021 11H,647
09/13/2021 10H,638
09/13/2021 09H,633
09/13/2021 08H,636
09/13/2021 07H,640
09/13/2021 06H,643
09/13/2021 05H,639
09/13/2021 04H,641
09/13/2021 03H,643
09/13/2021 02H,653
09/13/2021 01H,659
09/13/2021 00H,662
09/12/2021 23H,661
09/12/2021 22H,658
09/12/2021 21H,650
09/12/2021 20H,647
09/12/2021 19H,649
09/12/2021 18H,653
09/12/2021 17H,653
09/12/2021 16H,643
09/12/2021 15H,656
09/12/2021 14H,663
09/12/2021 13H,652
09/12/2021 12H,656
09/12/2021 11H,652
09/12/2021 10H,650
09/12/2021 09H,654
09/12/2021 08H,649
09/12/2021 07H,655
09/12/2021 06H,654
09/12/2021 05H,659
09/12/2021 04H,643
09/12/2021 03H,644
09/12/2021 02H,638
09/12/2021 01H,630
09/12/2021 00H,620
09/11/2021 23H,616
09/11/2021 22H,617
09/11/2021 21H,638
09/11/2021 20H,621
09/11/2021 19H,617
09/11/2021 18H,594
09/11/2021 17H,564
09/11/2021 16H,543
09/11/2021 15H,529
09/11/2021 14H,523
09/11/2021 13H,545
09/11/2021 12H,556
09/11/2021 11H,564
09/11/2021 10H,573
09/11/2021 09H,559
09/11/2021 08H,568
09/11/2021 07H,585
09/11/2021 06H,592
09/11/2021 05H,603
09/11/2021 04H,597
09/11/2021 03H,594
09/11/2021 02H,583
09/11/2021 01H,588
09/11/2021 00H,583
09/10/2021 23H,571
09/10/2021 22H,568
09/10/2021 21H,569
09/10/2021 20H,577
09/10/2021 19H,566
09/10/2021 18H,560
09/10/2021 17H,556
09/10/2021 16H,558
09/10/2021 15H,559
09/10/2021 14H,573
09/10/2021 13H,565
09/10/2021 12H,576
09/10/2021 11H,594
09/10/2021 10H,597
09/10/2021 09H,587
09/10/2021 08H,587
09/10/2021 07H,593
09/10/2021 06H,588
09/10/2021 05H,645
09/10/2021 04H,676
09/10/2021 03H,678
09/10/2021 02H,683
09/10/2021 01H,690
09/10/2021 00H,689
09/9/2021 23H,690
09/9/2021 22H,697
09/9/2021 21H,687
09/9/2021 20H,684
09/9/2021 19H,668
09/9/2021 18H,685
09/9/2021 17H,679
09/9/2021 16H,690
09/9/2021 15H,664
09/9/2021 14H,657
09/9/2021 13H,673
09/9/2021 12H,675
09/9/2021 11H,694
09/9/2021 10H,663
09/9/2021 09H,650
09/9/2021 08H,646
09/9/2021 07H,645
09/9/2021 06H,647
09/9/2021 05H,640
09/9/2021 04H,648
09/9/2021 03H,648
09/9/2021 02H,654
09/9/2021 01H,651
09/9/2021 00H,648
09/8/2021 23H,628
09/8/2021 22H,624
09/8/2021 21H,635
09/8/2021 20H,627
09/8/2021 19H,612
09/8/2021 18H,609
09/8/2021 17H,616
09/8/2021 16H,594
09/8/2021 15H,598
09/8/2021 14H,623
09/8/2021 13H,614
09/8/2021 12H,632
09/8/2021 11H,654
09/8/2021 10H,645
09/8/2021 09H,639
09/8/2021 08H,666
09/8/2021 07H,667
09/8/2021 06H,669
09/8/2021 05H,667
09/8/2021 04H,667
09/8/2021 03H,659
09/8/2021 02H,659
09/8/2021 01H,651
09/8/2021 00H,651
09/7/2021 23H,660
09/7/2021 22H,663
09/7/2021 21H,654
09/7/2021 20H,675
09/7/2021 19H,672
09/7/2021 18H,668
09/7/2021 17H,662
09/7/2021 16H,671
09/7/2021 15H,654
09/7/2021 14H,665
09/7/2021 13H,666
09/7/2021 12H,662
09/7/2021 11H,674
09/7/2021 10H,684
09/7/2021 09H,677
09/7/2021 08H,671
09/7/2021 07H,667
09/7/2021 06H,669
09/7/2021 05H,683
09/7/2021 04H,671
09/7/2021 03H,671
09/7/2021 02H,694
09/7/2021 01H,695
09/7/2021 00H,705
09/6/2021 23H,694
09/6/2021 22H,686
09/6/2021 21H,685
09/6/2021 20H,687
09/6/2021 19H,681
09/6/2021 18H,689
09/6/2021 17H,692
09/6/2021 16H,696
09/6/2021 15H,712
09/6/2021 14H,704
09/6/2021 13H,717
09/6/2021 12H,716
09/6/2021 11H,708
09/6/2021 10H,699
09/6/2021 09H,703
09/6/2021 08H,707
09/6/2021 07H,708
09/6/2021 06H,702
09/6/2021 05H,691
09/6/2021 04H,692
09/6/2021 03H,689
09/6/2021 02H,701
09/6/2021 01H,707
09/6/2021 00H,713
09/5/2021 23H,721
09/5/2021 22H,710
09/5/2021 21H,707
09/5/2021 20H,711
09/5/2021 19H,713
09/5/2021 18H,715
09/5/2021 17H,716
09/5/2021 16H,719
09/5/2021 15H,734
09/5/2021 14H,735
09/5/2021 13H,721
09/5/2021 12H,723
09/5/2021 11H,717
09/5/2021 10H,716
09/5/2021 09H,712
09/5/2021 08H,711
09/5/2021 07H,711
09/5/2021 06H,709
09/5/2021 05H,716
09/5/2021 04H,688
09/5/2021 03H,687
09/5/2021 02H,680
09/5/2021 01H,669
09/5/2021 00H,670
09/4/2021 23H,659
09/4/2021 22H,656
09/4/2021 21H,654
09/4/2021 20H,661
09/4/2021 19H,652
09/4/2021 18H,667
09/4/2021 17H,670
09/4/2021 16H,675
09/4/2021 15H,673
09/4/2021 14H,664
09/4/2021 13H,665
09/4/2021 12H,668
09/4/2021 11H,669
09/4/2021 10H,679
09/4/2021 09H,669
09/4/2021 08H,667
09/4/2021 07H,685
09/4/2021 06H,672
09/4/2021 05H,656
09/4/2021 04H,660
09/4/2021 03H,663
09/4/2021 02H,662
09/4/2021 01H,660
09/4/2021 00H,673
09/3/2021 23H,664
09/3/2021 22H,672
09/3/2021 21H,659
09/3/2021 20H,662
09/3/2021 19H,649
09/3/2021 18H,665
09/3/2021 17H,664
09/3/2021 16H,659
09/3/2021 15H,633
09/3/2021 14H,643
09/3/2021 13H,642
09/3/2021 12H,669
09/3/2021 11H,643
09/3/2021 10H,639
09/3/2021 09H,633
09/3/2021 08H,628
09/3/2021 07H,658
09/3/2021 06H,650
09/3/2021 05H,664
09/3/2021 04H,643
09/3/2021 03H,655
09/3/2021 02H,658
09/3/2021 01H,658
09/3/2021 00H,665
09/2/2021 23H,665
09/2/2021 22H,645
09/2/2021 21H,623
09/2/2021 20H,639
09/2/2021 19H,645
09/2/2021 18H,664
09/2/2021 17H,680
09/2/2021 16H,661
09/2/2021 15H,656
09/2/2021 14H,632
09/2/2021 13H,638
09/2/2021 12H,646
09/2/2021 11H,666
09/2/2021 10H,637
09/2/2021 09H,670
09/2/2021 08H,669
09/2/2021 07H,667
09/2/2021 06H,652
09/2/2021 05H,664
09/2/2021 04H,655
09/2/2021 03H,659
09/2/2021 02H,656
09/2/2021 01H,667
09/2/2021 00H,685
09/1/2021 23H,680
09/1/2021 22H,672
09/1/2021 21H,672
09/1/2021 20H,669
09/1/2021 19H,662
09/1/2021 18H,666
09/1/2021 17H,673
09/1/2021 16H,673
09/1/2021 15H,683
09/1/2021 14H,690
09/1/2021 13H,680
09/1/2021 12H,682
09/1/2021 11H,682
09/1/2021 10H,684
09/1/2021 09H,676
09/1/2021 08H,689
09/1/2021 07H,695
09/1/2021 06H,707
09/1/2021 05H,716
09/1/2021 04H,697
09/1/2021 03H,693
09/1/2021 02H,683
09/1/2021 01H,677
09/1/2021 00H,679
08/31/2021 23H,682
08/31/2021 22H,679
08/31/2021 21H,671
08/31/2021 20H,663
08/31/2021 19H,653
08/31/2021 18H,659
08/31/2021 17H,676
08/31/2021 16H,681
08/31/2021 15H,683
08/31/2021 14H,692
08/31/2021 13H,686
08/31/2021 12H,685
08/31/2021 11H,692
08/31/2021 10H,681
08/31/2021 09H,683
08/31/2021 08H,676
08/31/2021 07H,669
08/31/2021 06H,677
08/31/2021 05H,680
08/31/2021 04H,673
08/31/2021 03H,666
08/31/2021 02H,659
08/31/2021 01H,668
08/31/2021 00H,691
08/30/2021 23H,686
08/30/2021 22H,687
08/30/2021 21H,673
08/30/2021 20H,665
08/30/2021 19H,668
08/30/2021 18H,667
08/30/2021 17H,676
08/30/2021 16H,682
08/30/2021 15H,680
08/30/2021 14H,677
08/30/2021 13H,683
08/30/2021 12H,688
08/30/2021 11H,697
08/30/2021 10H,692
08/30/2021 09H,682
08/30/2021 08H,686
08/30/2021 07H,670
08/30/2021 06H,670
08/30/2021 05H,663
08/30/2021 04H,678
08/30/2021 03H,681
08/30/2021 02H,694
08/30/2021 01H,694
08/30/2021 00H,690
08/29/2021 23H,698
08/29/2021 22H,694
08/29/2021 21H,693
08/29/2021 20H,697
08/29/2021 19H,710
08/29/2021 18H,696
08/29/2021 17H,695
08/29/2021 16H,694
08/29/2021 15H,708
08/29/2021 14H,697
08/29/2021 13H,717
08/29/2021 12H,701
08/29/2021 11H,698
08/29/2021 10H,724
08/29/2021 09H,718
08/29/2021 08H,723
08/29/2021 07H,716
08/29/2021 06H,719
08/29/2021 05H,732
08/29/2021 04H,716
08/29/2021 03H,730
08/29/2021 02H,719
08/29/2021 01H,719
08/29/2021 00H,719
08/28/2021 23H,723
08/28/2021 22H,719
08/28/2021 21H,716
08/28/2021 20H,721
08/28/2021 19H,709
08/28/2021 18H,712
08/28/2021 17H,718
08/28/2021 16H,716
08/28/2021 15H,733
08/28/2021 14H,711
08/28/2021 13H,706
08/28/2021 12H,694
08/28/2021 11H,691
08/28/2021 10H,693
08/28/2021 09H,691
08/28/2021 08H,696
08/28/2021 07H,699
08/28/2021 06H,703
08/28/2021 05H,699
08/28/2021 04H,688
08/28/2021 03H,692
08/28/2021 02H,692
08/28/2021 01H,692
08/28/2021 00H,679
08/27/2021 23H,693
08/27/2021 22H,699
08/27/2021 21H,688
08/27/2021 20H,699
08/27/2021 19H,706
08/27/2021 18H,713
08/27/2021 17H,704
08/27/2021 16H,696
08/27/2021 15H,712
08/27/2021 14H,741
08/27/2021 13H,722
08/27/2021 12H,713
08/27/2021 11H,716
08/27/2021 10H,680
08/27/2021 09H,688
08/27/2021 08H,699
08/27/2021 07H,703
08/27/2021 06H,690
08/27/2021 05H,692
08/27/2021 04H,660
08/27/2021 03H,667
08/27/2021 02H,679
08/27/2021 01H,709
08/27/2021 00H,704
08/26/2021 23H,704
08/26/2021 22H,717
08/26/2021 21H,710
08/26/2021 20H,718
08/26/2021 19H,720
08/26/2021 18H,719
08/26/2021 17H,715
08/26/2021 16H,713
08/26/2021 15H,721
08/26/2021 14H,730
08/26/2021 13H,725
08/26/2021 12H,716
08/26/2021 11H,713
08/26/2021 10H,716
08/26/2021 09H,706
08/26/2021 08H,687
08/26/2021 07H,670
08/26/2021 06H,660
08/26/2021 05H,675
08/26/2021 04H,680
08/26/2021 03H,665
08/26/2021 02H,681
08/26/2021 01H,680
08/26/2021 00H,678
08/25/2021 23H,675
08/25/2021 22H,681
08/25/2021 21H,678
08/25/2021 20H,688
08/25/2021 19H,668
08/25/2021 18H,649
08/25/2021 17H,649
08/25/2021 16H,662
08/25/2021 15H,667
08/25/2021 14H,674
08/25/2021 13H,671
08/25/2021 12H,680
08/25/2021 11H,668
08/25/2021 10H,674
08/25/2021 09H,656
08/25/2021 08H,641
08/25/2021 07H,635
08/25/2021 06H,620
08/25/2021 05H,608
08/25/2021 04H,604
08/25/2021 03H,598
08/25/2021 02H,593
08/25/2021 01H,593
08/25/2021 00H,602
08/24/2021 23H,634
08/24/2021 22H,643
08/24/2021 21H,643
08/24/2021 20H,642
08/24/2021 19H,641
08/24/2021 18H,683
08/24/2021 17H,675
08/24/2021 16H,665
08/24/2021 15H,675
08/24/2021 14H,664
08/24/2021 13H,661
08/24/2021 12H,662
08/24/2021 11H,671
08/24/2021 10H,661
08/24/2021 09H,655
08/24/2021 08H,649
08/24/2021 07H,646
08/24/2021 06H,644
08/24/2021 05H,642
08/24/2021 04H,661
08/24/2021 03H,658
08/24/2021 02H,645
08/24/2021 01H,644
08/24/2021 00H,655
08/23/2021 23H,656
08/23/2021 22H,655
08/23/2021 21H,649
08/23/2021 20H,650
08/23/2021 19H,660
08/23/2021 18H,663
08/23/2021 17H,664
08/23/2021 16H,664
08/23/2021 15H,668
08/23/2021 14H,679
08/23/2021 13H,671
08/23/2021 12H,681
08/23/2021 11H,686
08/23/2021 10H,684
08/23/2021 09H,691
08/23/2021 08H,685
08/23/2021 07H,684
08/23/2021 06H,678
08/23/2021 05H,675
08/23/2021 04H,690
08/23/2021 03H,680
08/23/2021 02H,680
08/23/2021 01H,677
08/23/2021 00H,671
08/22/2021 23H,667
08/22/2021 22H,679
08/22/2021 21H,670
08/22/2021 20H,663
08/22/2021 19H,678
08/22/2021 18H,678
08/22/2021 17H,687
08/22/2021 16H,676
08/22/2021 15H,680
08/22/2021 14H,663
08/22/2021 13H,648
08/22/2021 12H,622
08/22/2021 11H,617
08/22/2021 10H,618
08/22/2021 09H,623
08/22/2021 08H,629
08/22/2021 07H,633
08/22/2021 06H,623
08/22/2021 05H,617
08/22/2021 04H,622
08/22/2021 03H,636
08/22/2021 02H,628
08/22/2021 01H,622
08/22/2021 00H,628
08/21/2021 23H,617
08/21/2021 22H,604
08/21/2021 21H,600
08/21/2021 20H,603
08/21/2021 19H,598
08/21/2021 18H,629
08/21/2021 17H,641
08/21/2021 16H,640
08/21/2021 15H,647
08/21/2021 14H,643
08/21/2021 13H,637
08/21/2021 12H,653
08/21/2021 11H,647
08/21/2021 10H,640
08/21/2021 09H,630
08/21/2021 08H,633
08/21/2021 07H,627
08/21/2021 06H,639
08/21/2021 05H,637
08/21/2021 04H,631
08/21/2021 03H,645
08/21/2021 02H,635
08/21/2021 01H,628
08/21/2021 00H,625
08/20/2021 23H,614
08/20/2021 22H,610
08/20/2021 21H,614
08/20/2021 20H,614
08/20/2021 19H,601
08/20/2021 18H,597
08/20/2021 17H,602
08/20/2021 16H,606
08/20/2021 15H,613
08/20/2021 14H,629
08/20/2021 13H,625
08/20/2021 12H,636
08/20/2021 11H,664
08/20/2021 10H,668
08/20/2021 09H,652
08/20/2021 08H,652
08/20/2021 07H,636
08/20/2021 06H,645
08/20/2021 05H,648
08/20/2021 04H,640
08/20/2021 03H,630
08/20/2021 02H,642
08/20/2021 01H,646
08/20/2021 00H,640
08/19/2021 23H,636
08/19/2021 22H,632
08/19/2021 21H,638
08/19/2021 20H,638
08/19/2021 19H,639
08/19/2021 18H,632
08/19/2021 17H,650
08/19/2021 16H,659
08/19/2021 15H,663
08/19/2021 14H,636
08/19/2021 13H,618
08/19/2021 12H,622
08/19/2021 11H,621
08/19/2021 10H,607
08/19/2021 09H,608
08/19/2021 08H,609
08/19/2021 07H,613
08/19/2021 06H,628
08/19/2021 05H,630
08/19/2021 04H,626
08/19/2021 03H,633
08/19/2021 02H,621
08/19/2021 01H,637
08/19/2021 00H,629
08/18/2021 23H,627
08/18/2021 22H,624
08/18/2021 21H,609
08/18/2021 20H,611
08/18/2021 19H,613
08/18/2021 18H,611
08/18/2021 17H,597
08/18/2021 16H,606
08/18/2021 15H,615
08/18/2021 14H,622
08/18/2021 13H,627
08/18/2021 12H,620
08/18/2021 11H,628
08/18/2021 10H,618
08/18/2021 09H,623
08/18/2021 08H,634
08/18/2021 07H,633
08/18/2021 06H,629
08/18/2021 05H,641
08/18/2021 04H,636
08/18/2021 03H,633
08/18/2021 02H,633
08/18/2021 01H,632
08/18/2021 00H,632
08/17/2021 23H,638
08/17/2021 22H,643
08/17/2021 21H,674
08/17/2021 20H,642
08/17/2021 19H,652
08/17/2021 18H,653
08/17/2021 17H,642
08/17/2021 16H,636
08/17/2021 15H,646
08/17/2021 14H,643
08/17/2021 13H,649
08/17/2021 12H,662
08/17/2021 11H,657
08/17/2021 10H,648
08/17/2021 09H,662
08/17/2021 08H,667
08/17/2021 07H,670
08/17/2021 06H,658
08/17/2021 05H,668
08/17/2021 04H,656
08/17/2021 03H,662
08/17/2021 02H,654
08/17/2021 01H,658
08/17/2021 00H,664
08/16/2021 23H,658
08/16/2021 22H,658
08/16/2021 21H,649
08/16/2021 20H,666
08/16/2021 19H,651
08/16/2021 18H,655
08/16/2021 17H,659
08/16/2021 16H,671
08/16/2021 15H,660
08/16/2021 14H,643
