Net generation from natural gas for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.NG.H
19:15:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.NG.H megawatthours
05/8/2020 11H,3113
05/8/2020 10H,2798
05/8/2020 09H,2457
05/8/2020 08H,2408
05/8/2020 07H,2592
05/8/2020 06H,2417
05/8/2020 05H,2803
05/8/2020 04H,3290
05/8/2020 03H,3842
05/8/2020 02H,4209
05/8/2020 01H,4572
05/8/2020 00H,4681
05/7/2020 23H,4547
05/7/2020 22H,4059
05/7/2020 21H,3470
05/7/2020 20H,3357
05/7/2020 19H,3198
05/7/2020 18H,3415
05/7/2020 17H,3887
05/7/2020 16H,3715
05/7/2020 15H,3405
05/7/2020 14H,3284
05/7/2020 13H,3715
05/7/2020 12H,3821
05/7/2020 11H,3628
05/7/2020 10H,3192
05/7/2020 09H,2827
05/7/2020 08H,2404
05/7/2020 07H,2400
05/7/2020 06H,2519
05/7/2020 05H,2638
05/7/2020 04H,3370
05/7/2020 03H,3781
05/7/2020 02H,4164
05/7/2020 01H,4503
05/7/2020 00H,4677
05/6/2020 23H,4867
05/6/2020 22H,4791
05/6/2020 21H,4251
05/6/2020 20H,4272
05/6/2020 19H,4202
05/6/2020 18H,4214
05/6/2020 17H,3928
05/6/2020 16H,3884
05/6/2020 15H,3753
05/6/2020 14H,3715
05/6/2020 13H,3839
05/6/2020 12H,3667
05/6/2020 11H,3296
05/6/2020 10H,2716
05/6/2020 09H,2581
05/6/2020 08H,2347
05/6/2020 07H,2432
05/6/2020 06H,2474
05/6/2020 05H,2509
05/6/2020 04H,3139
05/6/2020 03H,3571
05/6/2020 02H,4187
05/6/2020 01H,4264
05/6/2020 00H,4236
05/5/2020 23H,4125
05/5/2020 22H,3804
05/5/2020 21H,3517
05/5/2020 20H,2992
05/5/2020 19H,3072
05/5/2020 18H,2964
05/5/2020 17H,2919
05/5/2020 16H,2835
05/5/2020 15H,2833
05/5/2020 14H,3118
05/5/2020 13H,3244
05/5/2020 12H,3449
05/5/2020 11H,2994
05/5/2020 10H,2607
05/5/2020 09H,2075
05/5/2020 08H,1965
05/5/2020 07H,1873
05/5/2020 06H,2016
05/5/2020 05H,2221
05/5/2020 04H,2651
05/5/2020 03H,3203
05/5/2020 02H,3754
05/5/2020 01H,4015
05/5/2020 00H,4192
05/4/2020 23H,4194
05/4/2020 22H,3961
05/4/2020 21H,3787
05/4/2020 20H,3797
05/4/2020 19H,3837
05/4/2020 18H,4103
05/4/2020 17H,3979
05/4/2020 16H,3417
05/4/2020 15H,3105
05/4/2020 14H,3223
05/4/2020 13H,3298
05/4/2020 12H,3316
05/4/2020 11H,3042
05/4/2020 10H,2693
05/4/2020 09H,2492
05/4/2020 08H,2186
05/4/2020 07H,2032
05/4/2020 06H,2033
05/4/2020 05H,1966
05/4/2020 04H,2134
05/4/2020 03H,2736
05/4/2020 02H,3370
05/4/2020 01H,3733
05/4/2020 00H,3647
05/3/2020 23H,3374
05/3/2020 22H,2782
05/3/2020 21H,2310
05/3/2020 20H,2137
05/3/2020 19H,2114
05/3/2020 18H,2068
05/3/2020 17H,1993
05/3/2020 16H,1936
05/3/2020 15H,1916
05/3/2020 14H,2119
05/3/2020 13H,2289
05/3/2020 12H,1930
05/3/2020 11H,1665
05/3/2020 10H,2039
05/3/2020 09H,1996
05/3/2020 08H,1739
05/3/2020 07H,1966
05/3/2020 06H,2004
05/3/2020 05H,1759
05/3/2020 04H,2149
05/3/2020 03H,2831
05/3/2020 02H,3236
05/3/2020 01H,3612
05/3/2020 00H,3630
05/2/2020 23H,3418
05/2/2020 22H,3025
05/2/2020 21H,2465
05/2/2020 20H,1890
05/2/2020 19H,1719
05/2/2020 18H,1958
05/2/2020 17H,2086
05/2/2020 16H,1931
05/2/2020 15H,1596
05/2/2020 14H,1702
05/2/2020 13H,1951
05/2/2020 12H,1875
05/2/2020 11H,1852
05/2/2020 10H,1792
05/2/2020 09H,1547
05/2/2020 08H,1502
05/2/2020 07H,1768
05/2/2020 06H,2030
05/2/2020 05H,2346
05/2/2020 04H,2679
05/2/2020 03H,3142
05/2/2020 02H,3786
05/2/2020 01H,4384
05/2/2020 00H,4559
05/1/2020 23H,4391
05/1/2020 22H,4181
05/1/2020 21H,3964
05/1/2020 20H,4183
05/1/2020 19H,4571
05/1/2020 18H,4687
05/1/2020 17H,4931
05/1/2020 16H,5133
05/1/2020 15H,4776
05/1/2020 14H,4346
05/1/2020 13H,4469
05/1/2020 12H,3740
05/1/2020 11H,2793
05/1/2020 10H,2251
05/1/2020 09H,2255
05/1/2020 08H,1974
05/1/2020 07H,2077
05/1/2020 06H,2052
05/1/2020 05H,2251
05/1/2020 04H,3214
05/1/2020 03H,3452
05/1/2020 02H,3990
05/1/2020 01H,4611
05/1/2020 00H,4650
04/30/2020 23H,4627
04/30/2020 22H,4572
04/30/2020 21H,4339
04/30/2020 20H,4307
04/30/2020 19H,4424
04/30/2020 18H,4651
04/30/2020 17H,4934
04/30/2020 16H,4928
04/30/2020 15H,4866
04/30/2020 14H,4760
04/30/2020 13H,4594
04/30/2020 12H,4020
04/30/2020 11H,3271
04/30/2020 10H,3155
04/30/2020 09H,2732
04/30/2020 08H,2466
04/30/2020 07H,2454
04/30/2020 06H,2596
04/30/2020 05H,2850
04/30/2020 04H,3103
04/30/2020 03H,3512
04/30/2020 02H,3894
04/30/2020 01H,4305
04/30/2020 00H,4486
04/29/2020 23H,4589
04/29/2020 22H,4339
04/29/2020 21H,4116
04/29/2020 20H,3731
04/29/2020 19H,3540
04/29/2020 18H,3738
04/29/2020 17H,3719
04/29/2020 16H,3401
04/29/2020 15H,3388
04/29/2020 14H,3483
04/29/2020 13H,3812
04/29/2020 12H,4039
04/29/2020 11H,4050
04/29/2020 10H,3537
04/29/2020 09H,3290
04/29/2020 08H,2976
04/29/2020 07H,3175
04/29/2020 06H,3029
04/29/2020 05H,3312
04/29/2020 04H,3707
04/29/2020 03H,4358
04/29/2020 02H,4863
04/29/2020 01H,5442
04/29/2020 00H,5348
04/28/2020 23H,5032
04/28/2020 22H,4514
04/28/2020 21H,4217
04/28/2020 20H,4095
04/28/2020 19H,3901
04/28/2020 18H,3886
04/28/2020 17H,4062
04/28/2020 16H,3899
04/28/2020 15H,4333
04/28/2020 14H,4228
04/28/2020 13H,4529
04/28/2020 12H,4749
04/28/2020 11H,4382
04/28/2020 10H,3876
04/28/2020 09H,3353
04/28/2020 08H,3480
04/28/2020 07H,3653
04/28/2020 06H,3646
04/28/2020 05H,3656
04/28/2020 04H,3957
04/28/2020 03H,4799
04/28/2020 02H,5358
04/28/2020 01H,6062
04/28/2020 00H,6432
04/27/2020 23H,6501
04/27/2020 22H,6444
04/27/2020 21H,6248
04/27/2020 20H,6041
04/27/2020 19H,6158
04/27/2020 18H,6232
04/27/2020 17H,6370
04/27/2020 16H,6256
04/27/2020 15H,6106
04/27/2020 14H,5822
04/27/2020 13H,5641
04/27/2020 12H,5249
04/27/2020 11H,4378
04/27/2020 10H,3787
04/27/2020 09H,3331
04/27/2020 08H,3108
04/27/2020 07H,2953
04/27/2020 06H,3066
04/27/2020 05H,3321
04/27/2020 04H,3841
04/27/2020 03H,4242
04/27/2020 02H,5197
04/27/2020 01H,5814
04/27/2020 00H,6012
04/26/2020 23H,6174
04/26/2020 22H,6123
04/26/2020 21H,5763
04/26/2020 20H,5556
04/26/2020 19H,5492
04/26/2020 18H,5338
04/26/2020 17H,5137
04/26/2020 16H,4945
04/26/2020 15H,4621
04/26/2020 14H,4078
04/26/2020 13H,3748
04/26/2020 12H,3870
04/26/2020 11H,3849
04/26/2020 10H,3648
04/26/2020 09H,3584
04/26/2020 08H,3525
04/26/2020 07H,3644
04/26/2020 06H,3671
04/26/2020 05H,3882
04/26/2020 04H,4266
04/26/2020 03H,4534
04/26/2020 02H,4887
04/26/2020 01H,5292
04/26/2020 00H,5235
04/25/2020 23H,5039
04/25/2020 22H,4496
04/25/2020 21H,3869
04/25/2020 20H,3604
04/25/2020 19H,3168
04/25/2020 18H,3204
04/25/2020 17H,3292
04/25/2020 16H,3448
04/25/2020 15H,3451
04/25/2020 14H,4057
04/25/2020 13H,4176
04/25/2020 12H,4015
04/25/2020 11H,4062
04/25/2020 10H,3838
04/25/2020 09H,3676
04/25/2020 08H,3699
04/25/2020 07H,3635
04/25/2020 06H,4037
04/25/2020 05H,4013
04/25/2020 04H,4533
04/25/2020 03H,5070
04/25/2020 02H,5446
04/25/2020 01H,6048
04/25/2020 00H,6269
04/24/2020 23H,6241
04/24/2020 22H,6264
04/24/2020 21H,5951
04/24/2020 20H,6010
04/24/2020 19H,6323
04/24/2020 18H,6589
04/24/2020 17H,6572
04/24/2020 16H,6514
04/24/2020 15H,6351
04/24/2020 14H,6134
04/24/2020 13H,6243
04/24/2020 12H,5818
04/24/2020 11H,4974
04/24/2020 10H,4175
04/24/2020 09H,4152
04/24/2020 08H,3973
04/24/2020 07H,4074
04/24/2020 06H,3978
04/24/2020 05H,3996
04/24/2020 04H,4336
04/24/2020 03H,4797
04/24/2020 02H,5328
04/24/2020 01H,5419
04/24/2020 00H,5460
04/23/2020 23H,5226
04/23/2020 22H,4889
04/23/2020 21H,4137
04/23/2020 20H,3432
04/23/2020 19H,3739
04/23/2020 18H,3972
04/23/2020 17H,3729
04/23/2020 16H,3889
04/23/2020 15H,3928
04/23/2020 14H,3649
04/23/2020 13H,3812
04/23/2020 12H,4052
04/23/2020 11H,4014
04/23/2020 10H,3444
04/23/2020 09H,3054
04/23/2020 08H,2846
04/23/2020 07H,2659
04/23/2020 06H,2516
04/23/2020 05H,2726
04/23/2020 04H,3393
04/23/2020 03H,4055
04/23/2020 02H,4579
04/23/2020 01H,4814
04/23/2020 00H,4857
04/22/2020 23H,4648
04/22/2020 22H,4157
04/22/2020 21H,3479
04/22/2020 20H,3308
04/22/2020 19H,3599
04/22/2020 18H,4069
04/22/2020 17H,4304
04/22/2020 16H,4373
04/22/2020 15H,4389
04/22/2020 14H,4316
04/22/2020 13H,4162
04/22/2020 12H,4242
04/22/2020 11H,4099
04/22/2020 10H,3532
04/22/2020 09H,2963
04/22/2020 08H,2936
04/22/2020 07H,2976
04/22/2020 06H,2896
04/22/2020 05H,2989
04/22/2020 04H,3368
04/22/2020 03H,3858
04/22/2020 02H,4466
04/22/2020 01H,4705
04/22/2020 00H,4950
04/21/2020 23H,5151
04/21/2020 22H,5447
04/21/2020 21H,5327
04/21/2020 20H,5130
04/21/2020 19H,5126
04/21/2020 18H,5119
04/21/2020 17H,4944
04/21/2020 16H,5131
04/21/2020 15H,4739
04/21/2020 14H,4243
04/21/2020 13H,4256
04/21/2020 12H,4507
04/21/2020 11H,4338
04/21/2020 10H,3583
04/21/2020 09H,3256
04/21/2020 08H,3119
04/21/2020 07H,3082
04/21/2020 06H,2890
04/21/2020 05H,2983
04/21/2020 04H,3651
04/21/2020 03H,4320
04/21/2020 02H,5016
04/21/2020 01H,5292
04/21/2020 00H,5291
04/20/2020 23H,5044
04/20/2020 22H,4700
04/20/2020 21H,4372
04/20/2020 20H,3949
04/20/2020 19H,3945
04/20/2020 18H,4506
04/20/2020 17H,4672
04/20/2020 16H,4522
04/20/2020 15H,4115
04/20/2020 14H,4073
04/20/2020 13H,3732
04/20/2020 12H,3541
04/20/2020 11H,3475
04/20/2020 10H,3500
04/20/2020 09H,2885
04/20/2020 08H,2443
04/20/2020 07H,2476
04/20/2020 06H,2579
04/20/2020 05H,2702
04/20/2020 04H,2658
04/20/2020 03H,3110
04/20/2020 02H,3623
04/20/2020 01H,4048
04/20/2020 00H,3980
04/19/2020 23H,3626
04/19/2020 22H,3324
04/19/2020 21H,3071
04/19/2020 20H,2404
04/19/2020 19H,2281
04/19/2020 18H,2386
04/19/2020 17H,2624
04/19/2020 16H,2716
04/19/2020 15H,2955
04/19/2020 14H,2840
04/19/2020 13H,3164
04/19/2020 12H,3182
04/19/2020 11H,3369
04/19/2020 10H,3429
04/19/2020 09H,3307
04/19/2020 08H,3201
04/19/2020 07H,3249
04/19/2020 06H,3195
04/19/2020 05H,3839
04/19/2020 04H,3911
04/19/2020 03H,4332
04/19/2020 02H,4887
04/19/2020 01H,5355
04/19/2020 00H,5618
04/18/2020 23H,5608
04/18/2020 22H,5435
04/18/2020 21H,5200
04/18/2020 20H,5088
04/18/2020 19H,5205
04/18/2020 18H,5454
04/18/2020 17H,5515
04/18/2020 16H,5481
04/18/2020 15H,5510
04/18/2020 14H,5281
04/18/2020 13H,5141
04/18/2020 12H,4338
04/18/2020 11H,3602
04/18/2020 10H,3359
04/18/2020 09H,3261
04/18/2020 08H,3218
04/18/2020 07H,3248
04/18/2020 06H,3142
04/18/2020 05H,3722
04/18/2020 04H,4043
04/18/2020 03H,4471
04/18/2020 02H,4819
04/18/2020 01H,5149
04/18/2020 00H,5059
04/17/2020 23H,4712
04/17/2020 22H,4449
04/17/2020 21H,3873
04/17/2020 20H,3574
04/17/2020 19H,3223
04/17/2020 18H,3215
04/17/2020 17H,3277
04/17/2020 16H,3298
04/17/2020 15H,3770
04/17/2020 14H,4002
04/17/2020 13H,4462
04/17/2020 12H,4705
04/17/2020 11H,4438
04/17/2020 10H,3903
04/17/2020 09H,3423
04/17/2020 08H,3131
04/17/2020 07H,3187
04/17/2020 06H,3431
04/17/2020 05H,3605
04/17/2020 04H,3482
04/17/2020 03H,4203
04/17/2020 02H,4852
04/17/2020 01H,5514
04/17/2020 00H,5582
04/16/2020 23H,5093
04/16/2020 22H,4506
04/16/2020 21H,3977
04/16/2020 20H,3721
04/16/2020 19H,3864
04/16/2020 18H,4347
04/16/2020 17H,4750
04/16/2020 16H,4346
04/16/2020 15H,4248
04/16/2020 14H,4531
04/16/2020 13H,4709
04/16/2020 12H,4694
04/16/2020 11H,4135
04/16/2020 10H,3446
04/16/2020 09H,3080
04/16/2020 08H,3231
04/16/2020 07H,3304
04/16/2020 06H,3656
04/16/2020 05H,3837
04/16/2020 04H,4494
04/16/2020 03H,4937
04/16/2020 02H,5162
04/16/2020 01H,5849
04/16/2020 00H,5639
04/15/2020 23H,5307
04/15/2020 22H,4593
04/15/2020 21H,3877
04/15/2020 20H,3735
04/15/2020 19H,3973
04/15/2020 18H,4261
04/15/2020 17H,4808
04/15/2020 16H,5117
04/15/2020 15H,5407
04/15/2020 14H,5826
04/15/2020 13H,6154
04/15/2020 12H,5954
04/15/2020 11H,5246
04/15/2020 10H,4652
04/15/2020 09H,4375
04/15/2020 08H,4090
04/15/2020 07H,4101
04/15/2020 06H,4121
04/15/2020 05H,4179
04/15/2020 04H,4209
04/15/2020 03H,4362
04/15/2020 02H,5211
04/15/2020 01H,5444
04/15/2020 00H,5391
04/14/2020 23H,5310
04/14/2020 22H,4808
04/14/2020 21H,4306
04/14/2020 20H,3802
04/14/2020 19H,3556
04/14/2020 18H,3560
04/14/2020 17H,3660
04/14/2020 16H,3607
04/14/2020 15H,3590
04/14/2020 14H,3545
04/14/2020 13H,3698
04/14/2020 12H,3623
04/14/2020 11H,3280
04/14/2020 10H,2907
04/14/2020 09H,2360
04/14/2020 08H,2032
04/14/2020 07H,2114
04/14/2020 06H,2363
04/14/2020 05H,2623
04/14/2020 04H,3142
04/14/2020 03H,3926
04/14/2020 02H,4825
04/14/2020 01H,5598
04/14/2020 00H,5762
04/13/2020 23H,5833
04/13/2020 22H,6074
04/13/2020 21H,5845
04/13/2020 20H,5357
04/13/2020 19H,5678
04/13/2020 18H,5759
04/13/2020 17H,5740
04/13/2020 16H,5736
04/13/2020 15H,5604
04/13/2020 14H,5206
04/13/2020 13H,4755
04/13/2020 12H,4161
04/13/2020 11H,3741
04/13/2020 10H,3133
04/13/2020 09H,2993
04/13/2020 08H,2911
04/13/2020 07H,2786
04/13/2020 06H,2680
04/13/2020 05H,2843
04/13/2020 04H,3129
04/13/2020 03H,3428
04/13/2020 02H,4024
04/13/2020 01H,4220
04/13/2020 00H,4126
04/12/2020 23H,3927
04/12/2020 22H,4153
04/12/2020 21H,3774
04/12/2020 20H,3416
04/12/2020 19H,3099
04/12/2020 18H,3281
04/12/2020 17H,3269
04/12/2020 16H,2782
04/12/2020 15H,2799
04/12/2020 14H,2992
04/12/2020 13H,3024
04/12/2020 12H,3134
04/12/2020 11H,3449
04/12/2020 10H,3475
04/12/2020 09H,3634
04/12/2020 08H,3566
04/12/2020 07H,3525
04/12/2020 06H,3582
04/12/2020 05H,3843
04/12/2020 04H,4003
04/12/2020 03H,4432
04/12/2020 02H,4792
04/12/2020 01H,5016
04/12/2020 00H,5038
04/11/2020 23H,4728
04/11/2020 22H,4097
04/11/2020 21H,3398
04/11/2020 20H,3183
04/11/2020 19H,3224
04/11/2020 18H,3334
04/11/2020 17H,3633
04/11/2020 16H,3629
04/11/2020 15H,3612
04/11/2020 14H,3766
04/11/2020 13H,3766
04/11/2020 12H,4174
04/11/2020 11H,4378
04/11/2020 10H,4149
04/11/2020 09H,3896
04/11/2020 08H,3604
04/11/2020 07H,3548
04/11/2020 06H,3781
04/11/2020 05H,4042
04/11/2020 04H,4107
04/11/2020 03H,4739
04/11/2020 02H,5264
04/11/2020 01H,5543
04/11/2020 00H,5730
04/10/2020 23H,5725
04/10/2020 22H,5613
04/10/2020 21H,5119
04/10/2020 20H,4916
04/10/2020 19H,4943
04/10/2020 18H,5058
04/10/2020 17H,5232
04/10/2020 16H,4903
04/10/2020 15H,4607
04/10/2020 14H,4600
04/10/2020 13H,4735
04/10/2020 12H,4475
04/10/2020 11H,4001
04/10/2020 10H,3965
04/10/2020 09H,3574
04/10/2020 08H,3462
04/10/2020 07H,3415
04/10/2020 06H,3426
04/10/2020 05H,3558
04/10/2020 04H,4206
04/10/2020 03H,4792
04/10/2020 02H,5733
04/10/2020 01H,5952
04/10/2020 00H,6222
04/9/2020 23H,6368
04/9/2020 22H,6579
04/9/2020 21H,6689
04/9/2020 20H,6649
04/9/2020 19H,6707
04/9/2020 18H,6460
04/9/2020 17H,6653
04/9/2020 16H,6518
04/9/2020 15H,6313
04/9/2020 14H,6120
04/9/2020 13H,5683
04/9/2020 12H,5332
04/9/2020 11H,5143
04/9/2020 10H,4344
04/9/2020 09H,4058
04/9/2020 08H,3975
04/9/2020 07H,3798
04/9/2020 06H,3909
04/9/2020 05H,4155
04/9/2020 04H,4498
04/9/2020 03H,5263
04/9/2020 02H,6041
04/9/2020 01H,6565
04/9/2020 00H,6731
04/8/2020 23H,6624
04/8/2020 22H,6393
04/8/2020 21H,5780
04/8/2020 20H,5707
04/8/2020 19H,5829
04/8/2020 18H,5956
04/8/2020 17H,6330
04/8/2020 16H,6594
04/8/2020 15H,6856
04/8/2020 14H,6773
04/8/2020 13H,6544
04/8/2020 12H,6020
04/8/2020 11H,5336
04/8/2020 10H,4464
04/8/2020 09H,3991
04/8/2020 08H,3826
04/8/2020 07H,3844
04/8/2020 06H,3771
04/8/2020 05H,3877
04/8/2020 04H,4305
04/8/2020 03H,4887
04/8/2020 02H,5631
04/8/2020 01H,5982
04/8/2020 00H,6063
04/7/2020 23H,5821
04/7/2020 22H,5271
04/7/2020 21H,4761
04/7/2020 20H,4229
04/7/2020 19H,4241
04/7/2020 18H,4582
04/7/2020 17H,4865
04/7/2020 16H,4884
04/7/2020 15H,4874
04/7/2020 14H,5243
04/7/2020 13H,5381
04/7/2020 12H,5466
04/7/2020 11H,4946
04/7/2020 10H,4117
04/7/2020 09H,3733
04/7/2020 08H,3554
04/7/2020 07H,3622
04/7/2020 06H,3496
04/7/2020 05H,3314
04/7/2020 04H,3756
04/7/2020 03H,4320
04/7/2020 02H,5112
04/7/2020 01H,5255
04/7/2020 00H,5308
04/6/2020 23H,5183
04/6/2020 22H,4553
04/6/2020 21H,3892
04/6/2020 20H,3541
04/6/2020 19H,3779
04/6/2020 18H,3836
04/6/2020 17H,3996
04/6/2020 16H,4089
04/6/2020 15H,3909
04/6/2020 14H,4199
04/6/2020 13H,4614
04/6/2020 12H,4639
04/6/2020 11H,4248
04/6/2020 10H,3558
04/6/2020 09H,3351
04/6/2020 08H,3002
04/6/2020 07H,3223
04/6/2020 06H,3367
04/6/2020 05H,3562
04/6/2020 04H,3739
04/6/2020 03H,4243
04/6/2020 02H,4767
04/6/2020 01H,5240
04/6/2020 00H,5605
04/5/2020 23H,5555
04/5/2020 22H,5379
04/5/2020 21H,4771
04/5/2020 20H,4212
04/5/2020 19H,4113
04/5/2020 18H,4143
04/5/2020 17H,4196
04/5/2020 16H,3923
04/5/2020 15H,4126
04/5/2020 14H,4442
04/5/2020 13H,4328
04/5/2020 12H,4163
04/5/2020 11H,4025
04/5/2020 10H,3624
04/5/2020 09H,3547
04/5/2020 08H,3605
04/5/2020 07H,3650
04/5/2020 06H,3581
04/5/2020 05H,3797
04/5/2020 04H,4262
04/5/2020 03H,4943
04/5/2020 02H,5226
04/5/2020 01H,5681
04/5/2020 00H,5862
04/4/2020 23H,5594
04/4/2020 22H,5183
04/4/2020 21H,4367
04/4/2020 20H,4126
04/4/2020 19H,4010
04/4/2020 18H,4107
04/4/2020 17H,4363
04/4/2020 16H,4668
04/4/2020 15H,4882
04/4/2020 14H,4871
04/4/2020 13H,4512
04/4/2020 12H,4008
04/4/2020 11H,3814
04/4/2020 10H,3625
04/4/2020 09H,3692
04/4/2020 08H,3569
04/4/2020 07H,3721
04/4/2020 06H,3773
04/4/2020 05H,4078
04/4/2020 04H,4726
04/4/2020 03H,5373
04/4/2020 02H,5877
04/4/2020 01H,6525
04/4/2020 00H,6776
04/3/2020 23H,6565
04/3/2020 22H,6511
04/3/2020 21H,6635
04/3/2020 20H,6595
04/3/2020 19H,6672
04/3/2020 18H,6944
04/3/2020 17H,7113
04/3/2020 16H,7066
04/3/2020 15H,6880
04/3/2020 14H,6547
04/3/2020 13H,5905
04/3/2020 12H,5684
04/3/2020 11H,5400
04/3/2020 10H,4838
04/3/2020 09H,4283
04/3/2020 08H,4266
04/3/2020 07H,4109
04/3/2020 06H,4149
04/3/2020 05H,4460
04/3/2020 04H,4445
04/3/2020 03H,4723
04/3/2020 02H,5401
04/3/2020 01H,5930
04/3/2020 00H,6121
04/2/2020 23H,6064
04/2/2020 22H,6080
04/2/2020 21H,5651
04/2/2020 20H,5163
04/2/2020 19H,5409
04/2/2020 18H,5380
04/2/2020 17H,5005
04/2/2020 16H,4814
04/2/2020 15H,5055
04/2/2020 14H,5040
04/2/2020 13H,5089
04/2/2020 12H,4675
04/2/2020 11H,4165
04/2/2020 10H,3826
04/2/2020 09H,3386
04/2/2020 08H,3373
04/2/2020 07H,3589
04/2/2020 06H,3710
04/2/2020 05H,4182
04/2/2020 04H,4520
04/2/2020 03H,4769
04/2/2020 02H,5436
04/2/2020 01H,5984
04/2/2020 00H,6337
04/1/2020 23H,6065
04/1/2020 22H,5630
04/1/2020 21H,4703
04/1/2020 20H,4666
04/1/2020 19H,4704
04/1/2020 18H,4847
04/1/2020 17H,5017
04/1/2020 16H,4758
04/1/2020 15H,4357
04/1/2020 14H,4638
04/1/2020 13H,5005
04/1/2020 12H,5040
04/1/2020 11H,4620
04/1/2020 10H,4025
04/1/2020 09H,3700
04/1/2020 08H,3582
04/1/2020 07H,3462
04/1/2020 06H,3315
04/1/2020 05H,3535
04/1/2020 04H,3867
04/1/2020 03H,4154
04/1/2020 02H,4486
04/1/2020 01H,4626
04/1/2020 00H,4600
03/31/2020 23H,4360
03/31/2020 22H,3924
03/31/2020 21H,3443
03/31/2020 20H,3423
03/31/2020 19H,3723
03/31/2020 18H,3669
03/31/2020 17H,3783
03/31/2020 16H,3769
03/31/2020 15H,3839
03/31/2020 14H,3926
03/31/2020 13H,4082
03/31/2020 12H,3921
03/31/2020 11H,3661
03/31/2020 10H,3098
03/31/2020 09H,2804
03/31/2020 08H,2690
03/31/2020 07H,3066
03/31/2020 06H,2918
03/31/2020 05H,3099
03/31/2020 04H,3214
03/31/2020 03H,3667
03/31/2020 02H,4108
03/31/2020 01H,4697
03/31/2020 00H,5114
03/30/2020 23H,5056
03/30/2020 22H,5203
03/30/2020 21H,4960
03/30/2020 20H,4959
03/30/2020 19H,4875
03/30/2020 18H,5039
03/30/2020 17H,5155
03/30/2020 16H,5106
03/30/2020 15H,5129
03/30/2020 14H,4852
03/30/2020 13H,4393
03/30/2020 12H,3804
03/30/2020 11H,3352
03/30/2020 10H,3042
03/30/2020 09H,2658
03/30/2020 08H,2397
03/30/2020 07H,2790
03/30/2020 06H,2942
03/30/2020 05H,2850
03/30/2020 04H,2763
03/30/2020 03H,2836
03/30/2020 02H,3465
03/30/2020 01H,4007
03/30/2020 00H,4333
03/29/2020 23H,4478
03/29/2020 22H,4512
03/29/2020 21H,4261
03/29/2020 20H,4087
03/29/2020 19H,3970
03/29/2020 18H,3988
03/29/2020 17H,4164
03/29/2020 16H,4077
03/29/2020 15H,3910
03/29/2020 14H,3489
03/29/2020 13H,3100
03/29/2020 12H,2662
03/29/2020 11H,2567
03/29/2020 10H,2629
03/29/2020 09H,2281
03/29/2020 08H,2276
03/29/2020 07H,2253
03/29/2020 06H,2284
03/29/2020 05H,2454
03/29/2020 04H,2584
03/29/2020 03H,2761
03/29/2020 02H,3051
03/29/2020 01H,3616
03/29/2020 00H,3868
03/28/2020 23H,3893
03/28/2020 22H,3703
03/28/2020 21H,3450
03/28/2020 20H,2848
03/28/2020 19H,2933
03/28/2020 18H,2720
03/28/2020 17H,2823
03/28/2020 16H,2654
03/28/2020 15H,2940
03/28/2020 14H,2621
03/28/2020 13H,2132
03/28/2020 12H,1884
03/28/2020 11H,2116
03/28/2020 10H,2157
03/28/2020 09H,1931
03/28/2020 08H,1889
03/28/2020 07H,2131
03/28/2020 06H,2023
03/28/2020 05H,2004
03/28/2020 04H,2121
03/28/2020 03H,2712
03/28/2020 02H,3164
03/28/2020 01H,3243
03/28/2020 00H,3301
03/27/2020 23H,3125
03/27/2020 22H,2826
03/27/2020 21H,2383
03/27/2020 20H,2348
03/27/2020 19H,2327
03/27/2020 18H,2302
03/27/2020 17H,2169
03/27/2020 16H,2354
03/27/2020 15H,2278
03/27/2020 14H,2685
03/27/2020 13H,3202
03/27/2020 12H,3187
03/27/2020 11H,2607
03/27/2020 10H,2480
03/27/2020 09H,2401
03/27/2020 08H,2227
03/27/2020 07H,2227
03/27/2020 06H,2236
03/27/2020 05H,2679
03/27/2020 04H,2786
03/27/2020 03H,3326
03/27/2020 02H,4003
03/27/2020 01H,4474
03/27/2020 00H,4462
03/26/2020 23H,3952
03/26/2020 22H,3478
03/26/2020 21H,3195
03/26/2020 20H,2915
03/26/2020 19H,2624
03/26/2020 18H,2672
03/26/2020 17H,2888
03/26/2020 16H,2945
03/26/2020 15H,3138
03/26/2020 14H,3790
03/26/2020 13H,4181
03/26/2020 12H,4299
03/26/2020 11H,4034
03/26/2020 10H,3327
03/26/2020 09H,2856
03/26/2020 08H,2662
03/26/2020 07H,2791
03/26/2020 06H,2704
03/26/2020 05H,3111
03/26/2020 04H,3484
03/26/2020 03H,4056
03/26/2020 02H,4855
03/26/2020 01H,5306
03/26/2020 00H,5455
03/25/2020 23H,5339
03/25/2020 22H,5148
03/25/2020 21H,5130
03/25/2020 20H,5047
03/25/2020 19H,5319
03/25/2020 18H,5553
03/25/2020 17H,5626
03/25/2020 16H,5503
03/25/2020 15H,5395
03/25/2020 14H,5102
03/25/2020 13H,4626
03/25/2020 12H,4147
03/25/2020 11H,3952
03/25/2020 10H,3872
03/25/2020 09H,3468
03/25/2020 08H,3324
03/25/2020 07H,3495
03/25/2020 06H,3720
03/25/2020 05H,3698
03/25/2020 04H,3424
03/25/2020 03H,3605
