Net generation from natural gas for New England (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390112&sdid=EBA.NE-ALL.NG.NG.H
19:15:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.NG.NG.H megawatthours
10/8/2021 03H,6399
10/8/2021 02H,7420
10/8/2021 01H,8041
10/8/2021 00H,8192
10/7/2021 23H,8402
10/7/2021 22H,8250
10/7/2021 21H,7945
10/7/2021 20H,7584
10/7/2021 19H,7252
10/7/2021 18H,7156
10/7/2021 17H,7039
10/7/2021 16H,6923
10/7/2021 15H,6892
10/7/2021 14H,6775
10/7/2021 13H,6999
10/7/2021 12H,7091
10/7/2021 11H,6398
10/7/2021 10H,5423
10/7/2021 09H,4710
10/7/2021 08H,4627
10/7/2021 07H,4818
10/7/2021 06H,4733
10/7/2021 05H,4671
10/7/2021 04H,4858
10/7/2021 03H,5947
10/7/2021 02H,6907
10/7/2021 01H,7566
10/7/2021 00H,7672
10/6/2021 23H,7959
10/6/2021 22H,7686
10/6/2021 21H,7537
10/6/2021 20H,7044
10/6/2021 19H,6857
10/6/2021 18H,6682
10/6/2021 17H,6343
10/6/2021 16H,6557
10/6/2021 15H,6653
10/6/2021 14H,6801
10/6/2021 13H,7013
10/6/2021 12H,7036
10/6/2021 11H,6290
10/6/2021 10H,4839
10/6/2021 09H,4654
10/6/2021 08H,4547
10/6/2021 07H,4451
10/6/2021 06H,4602
10/6/2021 05H,4860
10/6/2021 04H,5140
10/6/2021 03H,6080
10/6/2021 02H,7160
10/6/2021 01H,7904
10/6/2021 00H,8389
10/5/2021 23H,8489
10/5/2021 22H,8322
10/5/2021 21H,8135
10/5/2021 20H,8182
10/5/2021 19H,7967
10/5/2021 18H,7979
10/5/2021 17H,7756
10/5/2021 16H,7830
10/5/2021 15H,7800
10/5/2021 14H,7747
10/5/2021 13H,7811
10/5/2021 12H,7471
10/5/2021 11H,6686
10/5/2021 10H,5206
10/5/2021 09H,4767
10/5/2021 08H,4694
10/5/2021 07H,4532
10/5/2021 06H,4610
10/5/2021 05H,4814
10/5/2021 04H,5319
10/5/2021 03H,6060
10/5/2021 02H,7351
10/5/2021 01H,8192
10/5/2021 00H,8427
10/4/2021 23H,8310
10/4/2021 22H,8248
10/4/2021 21H,8205
10/4/2021 20H,8240
10/4/2021 19H,8330
10/4/2021 18H,8376
10/4/2021 17H,8616
10/4/2021 16H,8590
10/4/2021 15H,8509
10/4/2021 14H,8585
10/4/2021 13H,8381
10/4/2021 12H,8083
10/4/2021 11H,6703
10/4/2021 10H,5538
10/4/2021 09H,4751
10/4/2021 08H,4545
10/4/2021 07H,4519
10/4/2021 06H,4687
10/4/2021 05H,4653
10/4/2021 04H,5020
10/4/2021 03H,5864
10/4/2021 02H,6799
10/4/2021 01H,7079
10/4/2021 00H,7128
10/3/2021 23H,7134
10/3/2021 22H,7014
10/3/2021 21H,6964
10/3/2021 20H,6629
10/3/2021 19H,6308
10/3/2021 18H,6215
10/3/2021 17H,5819
10/3/2021 16H,5653
10/3/2021 15H,5656
10/3/2021 14H,5560
10/3/2021 13H,5376
10/3/2021 12H,5214
10/3/2021 11H,4773
10/3/2021 10H,4109
10/3/2021 09H,4048
10/3/2021 08H,4271
10/3/2021 07H,4262
10/3/2021 06H,4197
10/3/2021 05H,4487
10/3/2021 04H,4904
10/3/2021 03H,5849
10/3/2021 02H,6679
10/3/2021 01H,6900
10/3/2021 00H,6997
10/2/2021 23H,7001
10/2/2021 22H,6875
10/2/2021 21H,6505
10/2/2021 20H,6050
10/2/2021 19H,5519
10/2/2021 18H,5268
10/2/2021 17H,5199
10/2/2021 16H,5044
10/2/2021 15H,5000
10/2/2021 14H,5018
10/2/2021 13H,4986
10/2/2021 12H,4678
10/2/2021 11H,4271
10/2/2021 10H,3784
10/2/2021 09H,3867
10/2/2021 08H,3693
10/2/2021 07H,3505
10/2/2021 06H,4149
10/2/2021 05H,4436
10/2/2021 04H,5331
10/2/2021 03H,6659
10/2/2021 02H,7188
10/2/2021 01H,7001
10/2/2021 00H,7262
10/1/2021 23H,7357
10/1/2021 22H,7233
10/1/2021 21H,6743
10/1/2021 20H,6363
10/1/2021 19H,6297
10/1/2021 18H,5989
10/1/2021 17H,5676
10/1/2021 16H,5299
10/1/2021 15H,5310
10/1/2021 14H,5930
10/1/2021 13H,6426
10/1/2021 12H,6462
10/1/2021 11H,5601
10/1/2021 10H,4535
10/1/2021 09H,4146
10/1/2021 08H,3844
10/1/2021 07H,3900
10/1/2021 06H,3909
10/1/2021 05H,4264
10/1/2021 04H,4705
10/1/2021 03H,5727
10/1/2021 02H,6727
10/1/2021 01H,7387
10/1/2021 00H,7629
09/30/2021 23H,7636
09/30/2021 22H,7376
09/30/2021 21H,6956
09/30/2021 20H,6711
09/30/2021 19H,6338
09/30/2021 18H,6430
09/30/2021 17H,6436
09/30/2021 16H,6568
09/30/2021 15H,6344
09/30/2021 14H,6232
09/30/2021 13H,6593
09/30/2021 12H,6542
09/30/2021 11H,5901
09/30/2021 10H,4986
09/30/2021 09H,4909
09/30/2021 08H,4673
09/30/2021 07H,4669
09/30/2021 06H,4657
09/30/2021 05H,4965
09/30/2021 04H,5460
09/30/2021 03H,6239
09/30/2021 02H,7290
09/30/2021 01H,7855
09/30/2021 00H,8092
09/29/2021 23H,8083
09/29/2021 22H,7893
09/29/2021 21H,7780
09/29/2021 20H,7370
09/29/2021 19H,6907
09/29/2021 18H,6424
09/29/2021 17H,6199
09/29/2021 16H,6133
09/29/2021 15H,5821
09/29/2021 14H,6132
09/29/2021 13H,6445
09/29/2021 12H,6442
09/29/2021 11H,5894
09/29/2021 10H,5211
09/29/2021 09H,4651
09/29/2021 08H,4455
09/29/2021 07H,4415
09/29/2021 06H,4711
09/29/2021 05H,4968
09/29/2021 04H,5232
09/29/2021 03H,6182
09/29/2021 02H,7463
09/29/2021 01H,8390
09/29/2021 00H,8606
09/28/2021 23H,8758
09/28/2021 22H,8706
09/28/2021 21H,8557
09/28/2021 20H,8454
09/28/2021 19H,8375
09/28/2021 18H,8427
09/28/2021 17H,8339
09/28/2021 16H,8241
09/28/2021 15H,8100
09/28/2021 14H,8135
09/28/2021 13H,7967
09/28/2021 12H,7681
09/28/2021 11H,6926
09/28/2021 10H,5661
09/28/2021 09H,4855
09/28/2021 08H,4647
09/28/2021 07H,4603
09/28/2021 06H,4851
09/28/2021 05H,5174
09/28/2021 04H,5574
09/28/2021 03H,6404
09/28/2021 02H,7471
09/28/2021 01H,8124
09/28/2021 00H,8520
09/27/2021 23H,8586
09/27/2021 22H,8178
09/27/2021 21H,8037
09/27/2021 20H,7435
09/27/2021 19H,6699
09/27/2021 18H,6677
09/27/2021 17H,6877
09/27/2021 16H,6496
09/27/2021 15H,6266
09/27/2021 14H,6143
09/27/2021 13H,6307
09/27/2021 12H,6104
09/27/2021 11H,5410
09/27/2021 10H,3980
09/27/2021 09H,3481
09/27/2021 08H,3310
09/27/2021 07H,3278
09/27/2021 06H,3274
09/27/2021 05H,3770
09/27/2021 04H,4041
09/27/2021 03H,5024
09/27/2021 02H,5927
09/27/2021 01H,6605
09/27/2021 00H,6912
09/26/2021 23H,6912
09/26/2021 22H,6539
09/26/2021 21H,5859
09/26/2021 20H,5065
09/26/2021 19H,4918
09/26/2021 18H,4761
09/26/2021 17H,4646
09/26/2021 16H,4562
09/26/2021 15H,4789
09/26/2021 14H,4767
09/26/2021 13H,4725
09/26/2021 12H,4855
09/26/2021 11H,4533
09/26/2021 10H,4228
09/26/2021 09H,4207
09/26/2021 08H,4310
09/26/2021 07H,4536
09/26/2021 06H,4509
09/26/2021 05H,4993
09/26/2021 04H,5433
09/26/2021 03H,6371
09/26/2021 02H,7232
09/26/2021 01H,7794
09/26/2021 00H,7923
09/25/2021 23H,7946
09/25/2021 22H,7866
09/25/2021 21H,7626
09/25/2021 20H,6995
09/25/2021 19H,6163
09/25/2021 18H,5540
09/25/2021 17H,5542
09/25/2021 16H,5580
09/25/2021 15H,5490
09/25/2021 14H,5420
09/25/2021 13H,5696
09/25/2021 12H,5337
09/25/2021 11H,4996
09/25/2021 10H,4569
09/25/2021 09H,4463
09/25/2021 08H,4336
09/25/2021 07H,4432
09/25/2021 06H,4378
09/25/2021 05H,4906
09/25/2021 04H,5971
09/25/2021 03H,6952
09/25/2021 02H,0
09/25/2021 01H,8733
09/25/2021 00H,9658
09/24/2021 23H,9860
09/24/2021 22H,9880
09/24/2021 21H,9627
09/24/2021 20H,9320
09/24/2021 19H,8933
09/24/2021 18H,9120
09/24/2021 17H,9328
09/24/2021 16H,9346
09/24/2021 15H,9503
09/24/2021 14H,9584
09/24/2021 13H,9483
09/24/2021 12H,9186
09/24/2021 11H,8617
09/24/2021 10H,7755
09/24/2021 09H,7167
09/24/2021 08H,7090
09/24/2021 07H,7091
09/24/2021 06H,7482
09/24/2021 05H,7675
09/24/2021 04H,8020
09/24/2021 03H,8700
09/24/2021 02H,10019
09/24/2021 01H,11040
09/24/2021 00H,11368
09/23/2021 23H,11373
09/23/2021 22H,11544
09/23/2021 21H,11330
09/23/2021 20H,11260
09/23/2021 19H,11192
09/23/2021 18H,11096
09/23/2021 17H,10759
09/23/2021 16H,10624
09/23/2021 15H,10409
09/23/2021 14H,9974
09/23/2021 13H,9533
09/23/2021 12H,9420
09/23/2021 11H,8488
09/23/2021 10H,7406
09/23/2021 09H,6812
09/23/2021 08H,6570
09/23/2021 07H,6753
09/23/2021 06H,6949
09/23/2021 05H,6859
09/23/2021 04H,7228
09/23/2021 03H,8334
09/23/2021 02H,9750
09/23/2021 01H,10335
09/23/2021 00H,10559
09/22/2021 23H,10601
09/22/2021 22H,10532
09/22/2021 21H,10552
09/22/2021 20H,10321
09/22/2021 19H,10169
09/22/2021 18H,10105
09/22/2021 17H,10034
09/22/2021 16H,9681
09/22/2021 15H,9352
09/22/2021 14H,8752
09/22/2021 13H,8323
09/22/2021 12H,8161
09/22/2021 11H,7455
09/22/2021 10H,6421
09/22/2021 09H,5756
09/22/2021 08H,5643
09/22/2021 07H,5612
09/22/2021 06H,5734
09/22/2021 05H,5884
09/22/2021 04H,6164
09/22/2021 03H,6949
09/22/2021 02H,8361
09/22/2021 01H,8796
09/22/2021 00H,9279
09/21/2021 23H,9263
09/21/2021 22H,9088
09/21/2021 21H,8840
09/21/2021 20H,8311
09/21/2021 19H,7947
09/21/2021 18H,7772
09/21/2021 17H,7691
09/21/2021 16H,7318
09/21/2021 15H,6817
09/21/2021 14H,6691
09/21/2021 13H,6735
09/21/2021 12H,6593
09/21/2021 11H,5685
09/21/2021 10H,4276
09/21/2021 09H,3878
09/21/2021 08H,3959
09/21/2021 07H,3957
09/21/2021 06H,4175
09/21/2021 05H,4703
09/21/2021 04H,5420
09/21/2021 03H,6527
09/21/2021 02H,8339
09/21/2021 01H,9249
09/21/2021 00H,9447
09/20/2021 23H,9405
09/20/2021 22H,9379
09/20/2021 21H,9129
09/20/2021 20H,8715
09/20/2021 19H,8008
09/20/2021 18H,7878
09/20/2021 17H,7321
09/20/2021 16H,7080
09/20/2021 15H,6755
09/20/2021 14H,6762
09/20/2021 13H,6812
09/20/2021 12H,6810
09/20/2021 11H,6286
09/20/2021 10H,5171
09/20/2021 09H,4734
09/20/2021 08H,4519
09/20/2021 07H,4452
09/20/2021 06H,4455
09/20/2021 05H,4678
09/20/2021 04H,5433
09/20/2021 03H,6370
09/20/2021 02H,7676
09/20/2021 01H,8487
09/20/2021 00H,8818
09/19/2021 23H,8642
09/19/2021 22H,8507
09/19/2021 21H,7479
09/19/2021 20H,6853
09/19/2021 19H,6130
09/19/2021 18H,5876
09/19/2021 17H,5838
09/19/2021 16H,5328
09/19/2021 15H,5203
09/19/2021 14H,5118
09/19/2021 13H,5143
09/19/2021 12H,4841
09/19/2021 11H,4824
09/19/2021 10H,4851
09/19/2021 09H,4971
09/19/2021 08H,4882
09/19/2021 07H,5071
09/19/2021 06H,5186
09/19/2021 05H,5728
09/19/2021 04H,6833
09/19/2021 03H,8038
09/19/2021 02H,9058
09/19/2021 01H,9876
09/19/2021 00H,9871
09/18/2021 23H,9849
09/18/2021 22H,10092
09/18/2021 21H,9610
09/18/2021 20H,9301
09/18/2021 19H,8753
09/18/2021 18H,8474
09/18/2021 17H,8066
09/18/2021 16H,7812
09/18/2021 15H,7667
09/18/2021 14H,7303
09/18/2021 13H,6876
09/18/2021 12H,6361
09/18/2021 11H,5821
09/18/2021 10H,5329
09/18/2021 09H,5201
09/18/2021 08H,5270
09/18/2021 07H,5383
09/18/2021 06H,5454
09/18/2021 05H,5920
09/18/2021 04H,6616
09/18/2021 03H,7490
09/18/2021 02H,8724
09/18/2021 01H,9448
09/18/2021 00H,10077
09/17/2021 23H,10018
09/17/2021 22H,9979
09/17/2021 21H,10021
09/17/2021 20H,9792
09/17/2021 19H,9703
09/17/2021 18H,9736
09/17/2021 17H,9438
09/17/2021 16H,9375
09/17/2021 15H,9105
09/17/2021 14H,8810
09/17/2021 13H,8511
09/17/2021 12H,8017
09/17/2021 11H,7336
09/17/2021 10H,6332
09/17/2021 09H,5818
09/17/2021 08H,5810
09/17/2021 07H,5686
09/17/2021 06H,5917
09/17/2021 05H,6386
09/17/2021 04H,6979
09/17/2021 03H,8198
09/17/2021 02H,9287
09/17/2021 01H,10323
09/17/2021 00H,10710
09/16/2021 23H,10412
09/16/2021 22H,10789
09/16/2021 21H,10642
09/16/2021 20H,10323
09/16/2021 19H,10101
09/16/2021 18H,9943
09/16/2021 17H,9835
09/16/2021 16H,9633
09/16/2021 15H,9508
09/16/2021 14H,9324
09/16/2021 13H,9360
09/16/2021 12H,8949
09/16/2021 11H,7955
09/16/2021 10H,6745
09/16/2021 09H,6606
09/16/2021 08H,6546
09/16/2021 07H,6757
09/16/2021 06H,6799
09/16/2021 05H,7201
09/16/2021 04H,8249
09/16/2021 03H,9349
09/16/2021 02H,10560
09/16/2021 01H,11441
09/16/2021 00H,11917
09/15/2021 23H,12065
09/15/2021 22H,12035
09/15/2021 21H,11929
09/15/2021 20H,11747
09/15/2021 19H,11507
09/15/2021 18H,11059
09/15/2021 17H,10582
09/15/2021 16H,10223
09/15/2021 15H,9758
09/15/2021 14H,9641
09/15/2021 13H,8972
09/15/2021 12H,8027
09/15/2021 11H,7335
09/15/2021 10H,6882
09/15/2021 09H,5990
09/15/2021 08H,5881
09/15/2021 07H,6193
09/15/2021 06H,6480
09/15/2021 05H,6556
09/15/2021 04H,6584
09/15/2021 03H,8043
09/15/2021 02H,9093
09/15/2021 01H,9617
09/15/2021 00H,9767
09/14/2021 23H,9761
09/14/2021 22H,9830
09/14/2021 21H,9845
09/14/2021 20H,9710
09/14/2021 19H,9315
09/14/2021 18H,0
09/14/2021 17H,8821
09/14/2021 16H,8308
09/14/2021 15H,7825
09/14/2021 14H,7570
09/14/2021 13H,7464
09/14/2021 12H,7031
09/14/2021 11H,6380
09/14/2021 10H,5524
09/14/2021 09H,5318
09/14/2021 08H,5142
09/14/2021 07H,5210
09/14/2021 06H,5386
09/14/2021 05H,5640
09/14/2021 04H,6749
09/14/2021 03H,7794
09/14/2021 02H,8986
09/14/2021 01H,9515
09/14/2021 00H,9626
09/13/2021 23H,9823
09/13/2021 22H,10208
09/13/2021 21H,9771
09/13/2021 20H,9585
09/13/2021 19H,9312
09/13/2021 18H,9148
09/13/2021 17H,8787
09/13/2021 16H,8277
09/13/2021 15H,8307
09/13/2021 14H,8443
09/13/2021 13H,8401
09/13/2021 12H,8112
09/13/2021 11H,7363
09/13/2021 10H,6239
09/13/2021 09H,6046
09/13/2021 08H,5789
09/13/2021 07H,5596
09/13/2021 06H,5388
09/13/2021 05H,5399
09/13/2021 04H,5827
09/13/2021 03H,7116
09/13/2021 02H,8031
09/13/2021 01H,8418
09/13/2021 00H,8275
09/12/2021 23H,8040
09/12/2021 22H,7847
09/12/2021 21H,7787
09/12/2021 20H,7078
09/12/2021 19H,6240
09/12/2021 18H,5282
09/12/2021 17H,4542
09/12/2021 16H,4052
09/12/2021 15H,3659
09/12/2021 14H,3177
09/12/2021 13H,3028
09/12/2021 12H,2731
09/12/2021 11H,2607
09/12/2021 10H,2842
09/12/2021 09H,2626
09/12/2021 08H,2650
09/12/2021 07H,2870
09/12/2021 06H,2944
09/12/2021 05H,2903
09/12/2021 04H,3549
09/12/2021 03H,4008
09/12/2021 02H,5119
09/12/2021 01H,6094
09/12/2021 00H,6433
09/11/2021 23H,6578
09/11/2021 22H,6282
09/11/2021 21H,5522
09/11/2021 20H,4866
09/11/2021 19H,4570
09/11/2021 18H,4182
09/11/2021 17H,3722
09/11/2021 16H,3519
09/11/2021 15H,3380
09/11/2021 14H,3502
09/11/2021 13H,3537
09/11/2021 12H,3574
09/11/2021 11H,3351
09/11/2021 10H,2992
09/11/2021 09H,3047
09/11/2021 08H,3097
09/11/2021 07H,3192
09/11/2021 06H,3230
09/11/2021 05H,3287
09/11/2021 04H,3288
09/11/2021 03H,3981
09/11/2021 02H,5227
09/11/2021 01H,6258
09/11/2021 00H,6440
09/10/2021 23H,6379
09/10/2021 22H,6577
09/10/2021 21H,6573
09/10/2021 20H,6083
09/10/2021 19H,6322
09/10/2021 18H,6416
09/10/2021 17H,6256
09/10/2021 16H,6022
09/10/2021 15H,5718
09/10/2021 14H,5684
09/10/2021 13H,5788
09/10/2021 12H,5725
09/10/2021 11H,5128
09/10/2021 10H,4255
09/10/2021 09H,4103
09/10/2021 08H,4021
09/10/2021 07H,4292
09/10/2021 06H,4406
09/10/2021 05H,4775
09/10/2021 04H,5234
09/10/2021 03H,6583
09/10/2021 02H,8159
09/10/2021 01H,8988
09/10/2021 00H,9122
09/9/2021 23H,9115
09/9/2021 22H,9101
09/9/2021 21H,8878
09/9/2021 20H,8667
09/9/2021 19H,8920
09/9/2021 18H,9342
09/9/2021 17H,9411
09/9/2021 16H,9453
09/9/2021 15H,9259
09/9/2021 14H,8984
09/9/2021 13H,8858
09/9/2021 12H,7868
09/9/2021 11H,6909
09/9/2021 10H,5894
09/9/2021 09H,5364
09/9/2021 08H,5316
09/9/2021 07H,5647
09/9/2021 06H,5838
09/9/2021 05H,5872
09/9/2021 04H,6575
09/9/2021 03H,7504
09/9/2021 02H,8864
09/9/2021 01H,9902
09/9/2021 00H,9951
09/8/2021 23H,9729
09/8/2021 22H,9846
09/8/2021 21H,9880
09/8/2021 20H,9709
09/8/2021 19H,9684
09/8/2021 18H,9224
09/8/2021 17H,8676
09/8/2021 16H,8019
09/8/2021 15H,7668
09/8/2021 14H,7390
09/8/2021 13H,7226
09/8/2021 12H,7161
09/8/2021 11H,6087
09/8/2021 10H,4973
09/8/2021 09H,4210
09/8/2021 08H,4119
09/8/2021 07H,4229
09/8/2021 06H,4539
09/8/2021 05H,4805
09/8/2021 04H,5307
09/8/2021 03H,6644
09/8/2021 02H,8055
09/8/2021 01H,9107
09/8/2021 00H,9264
09/7/2021 23H,9324
09/7/2021 22H,9260
09/7/2021 21H,8866
09/7/2021 20H,8225
09/7/2021 19H,7893
09/7/2021 18H,7515
09/7/2021 17H,6521
09/7/2021 16H,5784
09/7/2021 15H,5340
09/7/2021 14H,5307
09/7/2021 13H,5030
09/7/2021 12H,5192
09/7/2021 11H,4614
09/7/2021 10H,3400
09/7/2021 09H,2763
09/7/2021 08H,2729
09/7/2021 07H,2782
09/7/2021 06H,2793
09/7/2021 05H,3295
09/7/2021 04H,4393
09/7/2021 03H,5646
09/7/2021 02H,7081
09/7/2021 01H,8413
09/7/2021 00H,9017
09/6/2021 23H,8798
09/6/2021 22H,8815
09/6/2021 21H,8479
09/6/2021 20H,7864
09/6/2021 19H,7393
09/6/2021 18H,7031
09/6/2021 17H,6678
09/6/2021 16H,6291
09/6/2021 15H,6170
09/6/2021 14H,6063
09/6/2021 13H,5545
09/6/2021 12H,5086
09/6/2021 11H,4436
09/6/2021 10H,4140
09/6/2021 09H,3988
09/6/2021 08H,4080
09/6/2021 07H,4241
09/6/2021 06H,4344
09/6/2021 05H,3929
09/6/2021 04H,4117
09/6/2021 03H,5077
09/6/2021 02H,5728
09/6/2021 01H,6273
09/6/2021 00H,6180
09/5/2021 23H,6229
09/5/2021 22H,6277
09/5/2021 21H,6370
09/5/2021 20H,6466
09/5/2021 19H,6221
09/5/2021 18H,5959
09/5/2021 17H,5938
09/5/2021 16H,5749
09/5/2021 15H,5159
09/5/2021 14H,4951
09/5/2021 13H,4686
09/5/2021 12H,4157
09/5/2021 11H,3786
09/5/2021 10H,3546
09/5/2021 09H,3360
09/5/2021 08H,3399
09/5/2021 07H,3583
09/5/2021 06H,3666
09/5/2021 05H,3779
09/5/2021 04H,4044
09/5/2021 03H,5165
09/5/2021 02H,6133
09/5/2021 01H,6272
09/5/2021 00H,6364
09/4/2021 23H,6437
09/4/2021 22H,6409
09/4/2021 21H,6007
09/4/2021 20H,5404
09/4/2021 19H,4779
09/4/2021 18H,4310
09/4/2021 17H,4191
09/4/2021 16H,3668
09/4/2021 15H,3146
09/4/2021 14H,3217
09/4/2021 13H,3207
09/4/2021 12H,3166
09/4/2021 11H,2750
09/4/2021 10H,2529
09/4/2021 09H,2473
09/4/2021 08H,2695
09/4/2021 07H,2669
09/4/2021 06H,2521
09/4/2021 05H,2858
09/4/2021 04H,3333
09/4/2021 03H,4365
09/4/2021 02H,5240
09/4/2021 01H,5879
09/4/2021 00H,6065
09/3/2021 23H,6024
09/3/2021 22H,5843
09/3/2021 21H,5724
09/3/2021 20H,5627
09/3/2021 19H,5457
09/3/2021 18H,5521
09/3/2021 17H,5193
09/3/2021 16H,4910
09/3/2021 15H,4590
09/3/2021 14H,4464
09/3/2021 13H,4446
09/3/2021 12H,4507
09/3/2021 11H,3779
09/3/2021 10H,3116
09/3/2021 09H,2737
09/3/2021 08H,2653
09/3/2021 07H,2654
09/3/2021 06H,2983
09/3/2021 05H,3083
09/3/2021 04H,3264
09/3/2021 03H,4401
09/3/2021 02H,5712
09/3/2021 01H,6760
09/3/2021 00H,6927
09/2/2021 23H,6861
09/2/2021 22H,6973
09/2/2021 21H,6849
09/2/2021 20H,6203
09/2/2021 19H,5972
09/2/2021 18H,5936
09/2/2021 17H,5808
09/2/2021 16H,5640
09/2/2021 15H,5672
09/2/2021 14H,5879
09/2/2021 13H,6341
09/2/2021 12H,5991
09/2/2021 11H,4834
09/2/2021 10H,3841
09/2/2021 09H,3335
09/2/2021 08H,3298
09/2/2021 07H,3330
09/2/2021 06H,3465
09/2/2021 05H,3615
09/2/2021 04H,4832
09/2/2021 03H,5951
09/2/2021 02H,7290
09/2/2021 01H,8437
09/2/2021 00H,9015
09/1/2021 23H,9277
09/1/2021 22H,8987
09/1/2021 21H,8717
09/1/2021 20H,8521
09/1/2021 19H,8271
09/1/2021 18H,8761
09/1/2021 17H,8566
09/1/2021 16H,8486
09/1/2021 15H,8408
09/1/2021 14H,8566
09/1/2021 13H,8311
09/1/2021 12H,7675
09/1/2021 11H,7026
09/1/2021 10H,6273
09/1/2021 09H,6031
09/1/2021 08H,5707
09/1/2021 07H,5888
09/1/2021 06H,5845
09/1/2021 05H,6196
09/1/2021 04H,6624
09/1/2021 03H,7802
09/1/2021 02H,9391
09/1/2021 01H,10652
09/1/2021 00H,10963
08/31/2021 23H,11172
08/31/2021 22H,10877
08/31/2021 21H,10514
08/31/2021 20H,10606
08/31/2021 19H,10649
08/31/2021 18H,10656
08/31/2021 17H,9912
08/31/2021 16H,9767
08/31/2021 15H,9274
08/31/2021 14H,8926
08/31/2021 13H,8672
08/31/2021 12H,8372
08/31/2021 11H,7703
08/31/2021 10H,6989
08/31/2021 09H,6520
08/31/2021 08H,6261
08/31/2021 07H,6300
08/31/2021 06H,6627
08/31/2021 05H,7229
08/31/2021 04H,8270
08/31/2021 03H,9974
08/31/2021 02H,11474
08/31/2021 01H,12061
08/31/2021 00H,12129
08/30/2021 23H,12060
08/30/2021 22H,12450
08/30/2021 21H,11910
08/30/2021 20H,11310
08/30/2021 19H,11096
08/30/2021 18H,11210
08/30/2021 17H,10887
08/30/2021 16H,10410
08/30/2021 15H,10109
08/30/2021 14H,9509
08/30/2021 13H,8802
08/30/2021 12H,7904
08/30/2021 11H,6290
08/30/2021 10H,4906
08/30/2021 09H,4245
08/30/2021 08H,4238
08/30/2021 07H,4065
08/30/2021 06H,4268
08/30/2021 05H,4728
08/30/2021 04H,5836
08/30/2021 03H,7244
08/30/2021 02H,7998
08/30/2021 01H,8860
08/30/2021 00H,9139
08/29/2021 23H,8863
08/29/2021 22H,8349
08/29/2021 21H,7910
08/29/2021 20H,7667
08/29/2021 19H,7250
08/29/2021 18H,6762
08/29/2021 17H,6724
08/29/2021 16H,6514
08/29/2021 15H,6347
08/29/2021 14H,5902
08/29/2021 13H,5129
08/29/2021 12H,4770
08/29/2021 11H,4617
08/29/2021 10H,4306
08/29/2021 09H,4097
08/29/2021 08H,4096
08/29/2021 07H,4095
08/29/2021 06H,4579
08/29/2021 05H,4775
08/29/2021 04H,5724
08/29/2021 03H,6133
08/29/2021 02H,6875
08/29/2021 01H,7956
08/29/2021 00H,8230
08/28/2021 23H,8275
08/28/2021 22H,8414
08/28/2021 21H,8384
08/28/2021 20H,8430
08/28/2021 19H,8392
08/28/2021 18H,8218
08/28/2021 17H,8006
08/28/2021 16H,7970
08/28/2021 15H,7501
08/28/2021 14H,7156
08/28/2021 13H,6978
08/28/2021 12H,6577
08/28/2021 11H,6386
08/28/2021 10H,6064
08/28/2021 09H,6082
08/28/2021 08H,6248
08/28/2021 07H,6352
08/28/2021 06H,6648
08/28/2021 05H,6812
08/28/2021 04H,7886
08/28/2021 03H,9477
08/28/2021 02H,10946
08/28/2021 01H,12300
08/28/2021 00H,13036
08/27/2021 23H,13230
08/27/2021 22H,13335
08/27/2021 21H,13659
08/27/2021 20H,13591
08/27/2021 19H,13483
08/27/2021 18H,13570
08/27/2021 17H,13011
08/27/2021 16H,12291
08/27/2021 15H,11735
08/27/2021 14H,11163
08/27/2021 13H,10428
08/27/2021 12H,9729
08/27/2021 11H,9338
08/27/2021 10H,8770
08/27/2021 09H,8329
08/27/2021 08H,8288
08/27/2021 07H,8458
08/27/2021 06H,8899
08/27/2021 05H,9482
08/27/2021 04H,10439
08/27/2021 03H,11993
08/27/2021 02H,13658
08/27/2021 01H,14731
08/27/2021 00H,14534
08/26/2021 23H,13951
08/26/2021 22H,14153
08/26/2021 21H,14406
08/26/2021 20H,15297
08/26/2021 19H,15256
08/26/2021 18H,15039
08/26/2021 17H,14493
08/26/2021 16H,13199
08/26/2021 15H,12261
08/26/2021 14H,10935
08/26/2021 13H,10519
08/26/2021 12H,9905
08/26/2021 11H,8946
08/26/2021 10H,7856
08/26/2021 09H,7286
08/26/2021 08H,7314
08/26/2021 07H,7774
08/26/2021 06H,8278
08/26/2021 05H,8682
08/26/2021 04H,9429
08/26/2021 03H,10983
08/26/2021 02H,12547
08/26/2021 01H,13068
08/26/2021 00H,13099
08/25/2021 23H,13368
08/25/2021 22H,13515
08/25/2021 21H,13844
08/25/2021 20H,13593
08/25/2021 19H,13218
08/25/2021 18H,12945
08/25/2021 17H,12265
08/25/2021 16H,11478
08/25/2021 15H,10496
08/25/2021 14H,9743
08/25/2021 13H,9073
08/25/2021 12H,8810
08/25/2021 11H,8161
08/25/2021 10H,7298
08/25/2021 09H,6727
08/25/2021 08H,6717
08/25/2021 07H,7021
08/25/2021 06H,7677
08/25/2021 05H,8237
08/25/2021 04H,8678
08/25/2021 03H,10240
08/25/2021 02H,11907
08/25/2021 01H,13012
08/25/2021 00H,13334
08/24/2021 23H,13508
08/24/2021 22H,13884
08/24/2021 21H,13476
08/24/2021 20H,13399
08/24/2021 19H,13171
